kind,branch,coarse_nr,fine_nr,aperture,profile_L1,centroid_km_s,passed
asymmetric,boxcar_hanning_decimated,128,256,7,1.6922135198585632e-05,6.557954179697845e-11,True
asymmetric,boxcar_hanning_decimated,128,256,8,1.6922069227667e-05,5.88471493756515e-10,True
asymmetric,boxcar_hanning_decimated,128,256,9,1.6922005088200093e-05,6.177458544698311e-11,True
asymmetric,boxcar_hanning_decimated,128,256,10,1.6921979647608487e-05,1.263025239950366e-10,True
asymmetric,boxcar_hanning_decimated,128,256,11,1.6921923239362855e-05,8.074607649177779e-11,True
asymmetric,boxcar_hanning_decimated,128,256,12,1.6443075137899783e-05,1.9095147134606805e-06,True
asymmetric,boxcar_hanning_decimated,128,256,13,1.6944372547023296e-05,3.832668671321926e-07,True
asymmetric,boxcar_hanning_decimated,128,256,14,1.6947016352207442e-05,4.722938484746919e-09,True
asymmetric,boxcar_independent,256,512,0,1.6379365315429244e-05,1.6707602464194338e-05,True
asymmetric,boxcar_independent,256,512,1,3.025675643028258e-06,6.053994967558651e-07,True
asymmetric,boxcar_independent,256,512,2,4.230641594212622e-06,8.50768344662356e-11,True
asymmetric,boxcar_independent,256,512,3,4.230630337609619e-06,7.890417208500367e-10,True
asymmetric,boxcar_independent,256,512,4,4.230674769081191e-06,3.7906122685171795e-11,True
asymmetric,boxcar_independent,256,512,5,4.230720415886213e-06,2.0622437091333268e-10,True
asymmetric,boxcar_independent,256,512,6,4.230658622170337e-06,1.5291590216293116e-10,True
asymmetric,boxcar_independent,256,512,7,4.230663783860653e-06,2.589217729109805e-11,True
asymmetric,boxcar_independent,256,512,8,4.230689168428242e-06,6.053113565940293e-11,True
asymmetric,boxcar_independent,256,512,9,4.230678106022368e-06,1.7673151830877032e-10,True
asymmetric,boxcar_independent,256,512,10,4.230666412525232e-06,2.1245227799226996e-11,True
asymmetric,boxcar_independent,256,512,11,4.230665516777683e-06,5.5067062021407764e-12,True
asymmetric,boxcar_independent,256,512,12,4.230638622939224e-06,8.592682121388862e-12,True
asymmetric,boxcar_independent,256,512,13,4.2306905992494125e-06,2.0659918220644613e-10,True
asymmetric,boxcar_independent,256,512,14,4.230702935802423e-06,1.1260681276326068e-10,True
asymmetric,boxcar_hanning_full,256,512,0,1.637936531577305e-05,1.670760246774705e-05,True
asymmetric,boxcar_hanning_full,256,512,1,3.0256756431223966e-06,6.053994967558651e-07,True
asymmetric,boxcar_hanning_full,256,512,2,4.230641594087538e-06,8.50732817525568e-11,True
asymmetric,boxcar_hanning_full,256,512,3,4.230630338279386e-06,7.890470499205549e-10,True
asymmetric,boxcar_hanning_full,256,512,4,4.230674769891168e-06,3.7903014060702844e-11,True
asymmetric,boxcar_hanning_full,256,512,5,4.23072041658733e-06,2.0623502905436908e-10,True
asymmetric,boxcar_hanning_full,256,512,6,4.2306586225670174e-06,1.5291945487660996e-10,True
asymmetric,boxcar_hanning_full,256,512,7,4.23066378413411e-06,2.588862457741925e-11,True
asymmetric,boxcar_hanning_full,256,512,8,4.23068916841306e-06,6.053824108676054e-11,True
asymmetric,boxcar_hanning_full,256,512,9,4.230678105796929e-06,1.7672974195193092e-10,True
asymmetric,boxcar_hanning_full,256,512,10,4.230666412847659e-06,2.1241675085548195e-11,True
asymmetric,boxcar_hanning_full,256,512,11,4.230665516334603e-06,5.5067062021407764e-12,True
asymmetric,boxcar_hanning_full,256,512,12,4.23063862277645e-06,8.594902567438112e-12,True
asymmetric,boxcar_hanning_full,256,512,13,4.230690599311565e-06,2.0660806399064313e-10,True
asymmetric,boxcar_hanning_full,256,512,14,4.230702935739392e-06,1.1260681276326068e-10,True
asymmetric,boxcar_hanning_decimated,256,512,0,1.6379365315597763e-05,1.6707602469523408e-05,True
asymmetric,boxcar_hanning_decimated,256,512,1,3.0256756431667426e-06,6.05399498532222e-07,True
asymmetric,boxcar_hanning_decimated,256,512,2,4.230641593913804e-06,8.50732817525568e-11,True
asymmetric,boxcar_hanning_decimated,256,512,3,4.2306303377321465e-06,7.890417208500367e-10,True
asymmetric,boxcar_hanning_decimated,256,512,4,4.230674768943601e-06,3.7903458149912694e-11,True
asymmetric,boxcar_hanning_decimated,256,512,5,4.230720415855633e-06,2.0622081819965388e-10,True
asymmetric,boxcar_hanning_decimated,256,512,6,4.230658623180438e-06,1.5292656030396756e-10,True
asymmetric,boxcar_hanning_decimated,256,512,7,4.230663784011351e-06,2.589217729109805e-11,True
asymmetric,boxcar_hanning_decimated,256,512,8,4.23068916836297e-06,6.053824108676054e-11,True
asymmetric,boxcar_hanning_decimated,256,512,9,4.230678105729456e-06,1.7673684737928852e-10,True
asymmetric,boxcar_hanning_decimated,256,512,10,4.2306664119855425e-06,2.1245227799226996e-11,True
asymmetric,boxcar_hanning_decimated,256,512,11,4.230665516659382e-06,5.4996007747831754e-12,True
asymmetric,boxcar_hanning_decimated,256,512,12,4.230638622575325e-06,8.591793942969161e-12,True
asymmetric,boxcar_hanning_decimated,256,512,13,4.230690599588223e-06,2.0660095856328553e-10,True
asymmetric,boxcar_hanning_decimated,256,512,14,4.230702935830528e-06,1.1260681276326068e-10,True
