case,level,component,model,r,theta,z,phi,gx,gy,gz
f1-stars-h0p1,1,total,newton_plus_log,3.0,2.0943951023931953,0.0,-6005.157645753539,795.3789643942782,-1496.9691991073707,0.0
f1-stars-h0p1,1,total,newton_plus_log,3.0,2.6179938779914944,0.0,-6158.3754198770785,1606.60668900735,-1199.5855874682336,0.0
f1-stars-h0p1,1,total,newton_plus_log,3.0,3.141592653589793,0.0,-6229.334991544865,1838.2100257579484,-1.5041697529696414,0.0
f1-stars-h0p1,1,total,newton_plus_log,3.0,3.665191429188092,0.0,-6028.348241599528,1444.7743640788644,980.7203598892825,0.0
f1-stars-h0p1,1,total,newton_plus_log,3.0,4.1887902047863905,0.0,-5830.332572824784,718.7226821817054,1387.8108230241396,0.0
f1-stars-h0p1,1,total,newton_plus_log,3.0,4.71238898038469,0.0,-5827.501608377503,-24.001954068072283,1516.8458395466764,0.0
f1-stars-h0p1,1,total,newton_plus_log,3.0,5.235987755982989,0.0,-5783.104956466183,-728.9785929436189,1367.6620150658134,0.0
f1-stars-h0p1,1,total,newton_plus_log,3.0,5.759586531581287,0.0,-5987.500290062807,-1306.8114618892962,910.3547754573101,0.0
f1-stars-h0p1,1,total,newton_plus_log,3.0,0.0,0.4,-5904.790560668111,-1608.017288817126,-39.27917512203221,-554.5790320102205
f1-stars-h0p1,1,total,newton_plus_log,3.0,0.5235987755982988,0.4,-5812.056497087133,-1315.5577511707029,-841.5588812823742,-501.5257148043979
f1-stars-h0p1,1,total,newton_plus_log,3.0,1.0471975511965976,0.4,-5767.237901334824,-748.7513481148785,-1287.6981809800002,-477.95441595116694
f1-stars-h0p1,1,total,newton_plus_log,3.0,1.5707963267948966,0.4,-5828.3032485065905,-52.3196334662499,-1527.807452084225,-524.778200093213
f1-stars-h0p1,1,total,newton_plus_log,3.0,2.0943951023931953,0.4,-5873.623440078834,751.987381859459,-1370.0039255499248,-515.0113586944568
f1-stars-h0p1,1,total,newton_plus_log,3.0,2.6179938779914944,0.4,-5992.3555544911205,1416.86143781908,-953.9380227232123,-604.4559869769378
f1-stars-h0p1,1,total,newton_plus_log,3.0,3.141592653589793,0.4,-6059.17763991599,1680.633291714741,24.946611371332473,-648.9089127501247
f1-stars-h0p1,1,total,newton_plus_log,3.0,3.665191429188092,0.4,-5884.282147838855,1296.5258807136893,907.8324187392263,-543.5917534808137
f1-stars-h0p1,1,total,newton_plus_log,3.0,4.1887902047863905,0.4,-5706.836656178364,660.8049734671532,1284.516086927189,-470.3878340117782
f1-stars-h0p1,1,total,newton_plus_log,3.0,4.71238898038469,0.4,-5682.892196312192,-1.3020880557620698,1383.8474551211316,-537.5072760093564
f1-stars-h0p1,1,total,newton_plus_log,3.0,5.235987755982989,0.4,-5669.12322134241,-685.1971069815199,1295.2249431806856,-441.3998271372795
f1-stars-h0p1,1,total,newton_plus_log,3.0,5.759586531581287,0.4,-5845.848948677183,-1231.774785047168,875.8027915220207,-546.2667264282055
f1-stars-h0p1,1,total,newton_plus_log,6.0,0.0,0.0,-3158.7112908667277,-510.4338902015768,-4.39593790290752,0.0
f1-stars-h0p1,1,total,newton_plus_log,6.0,0.5235987755982988,0.0,-3153.6438283644784,-445.2392786313857,-261.70773450578463,0.0
f1-stars-h0p1,1,total,newton_plus_log,6.0,1.0471975511965976,0.0,-3147.189067789288,-250.77899323127463,-438.1278258351992,0.0
f1-stars-h0p1,1,total,newton_plus_log,6.0,1.5707963267948966,0.0,-3153.1425246262106,-1.548250767053044,-505.8192248980629,0.0
f1-stars-h0p1,1,total,newton_plus_log,6.0,2.0943951023931953,0.0,-3167.211100345783,255.07404285720042,-441.8129026402937,0.0
f1-stars-h0p1,1,total,newton_plus_log,6.0,2.6179938779914944,0.0,-3188.704180463869,448.8816399575096,-268.8372766789068,0.0
f1-stars-h0p1,1,total,newton_plus_log,6.0,3.141592653589793,0.0,-3228.4406460311616,575.0660296059973,16.741463030934575,0.0
f1-stars-h0p1,1,total,newton_plus_log,6.0,3.665191429188092,0.0,-3168.1506105741264,434.6350057448642,265.7855575176068,0.0
f1-stars-h0p1,1,total,newton_plus_log,6.0,4.1887902047863905,0.0,-3141.2250825819056,250.56218702442015,433.7553048567971,0.0
f1-stars-h0p1,1,total,newton_plus_log,6.0,4.71238898038469,0.0,-3135.696992969937,5.594219389123267,506.56101687901185,0.0
f1-stars-h0p1,1,total,newton_plus_log,6.0,5.235987755982989,0.0,-3125.381915109272,-246.6879312950461,426.6914849865151,0.0
f1-stars-h0p1,1,total,newton_plus_log,6.0,5.759586531581287,0.0,-3154.1059303940365,-436.5984594545721,268.5670448041052,0.0
f1-stars-h0p1,1,total,newton_plus_log,6.0,0.0,0.4,-3149.4037757599576,-503.2265491595116,-4.504766910343774,-45.61395878173469
f1-stars-h0p1,1,total,newton_plus_log,6.0,0.5235987755982988,0.4,-3142.969933913798,-433.68337729816255,-253.0268887790948,-49.31312355516956
f1-stars-h0p1,1,total,newton_plus_log,6.0,1.0471975511965976,0.4,-3138.1012027176566,-247.05796632082095,-431.6538603400278,-44.49742185659684
f1-stars-h0p1,1,total,newton_plus_log,6.0,1.5707963267948966,0.4,-3143.953088158025,-2.423727200055315,-498.14918012709626,-44.930832373593525
f1-stars-h0p1,1,total,newton_plus_log,6.0,2.0943951023931953,0.4,-3157.9717264104465,250.49193684636978,-435.82036847652057,-45.28388582975393
f1-stars-h0p1,1,total,newton_plus_log,6.0,2.6179938779914944,0.4,-3178.4229110295255,438.1928464976569,-263.3739626360622,-48.555839627325994
f1-stars-h0p1,1,total,newton_plus_log,6.0,3.141592653589793,0.4,-3213.2333988788496,547.3417743295931,13.094473199553704,-68.36925908248058
f1-stars-h0p1,1,total,newton_plus_log,6.0,3.665191429188092,0.4,-3159.136232482057,429.16849086113035,262.1770621939601,-44.40971977504439
f1-stars-h0p1,1,total,newton_plus_log,6.0,4.1887902047863905,0.4,-3132.003239997817,245.83652990675276,428.0633167823651,-45.26247036726681
f1-stars-h0p1,1,total,newton_plus_log,6.0,4.71238898038469,0.4,-3125.5127406129777,3.539412851301999,496.59034076743205,-49.31290782656996
f1-stars-h0p1,1,total,newton_plus_log,6.0,5.235987755982989,0.4,-3116.54778117156,-242.73778012358787,421.3255861628284,-43.44738737133211
f1-stars-h0p1,1,total,newton_plus_log,6.0,5.759586531581287,0.4,-3144.537175641139,-430.4728097961824,263.7379869300455,-46.89629809238739
f1-stars-h0p1,2,stellar_luminosity,log_extra,1.0,0.0,0.0,-3080.9923225344637,-522.767373074393,-69.05763376636602,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,1.0,0.5235987755982988,0.0,-3038.7534595171146,-453.4944371786019,-355.6556683227109,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,1.0,1.0471975511965976,0.0,-3006.1230216316253,-287.70917951927254,-550.5222581436101,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,1.0,1.5707963267948966,0.0,-3023.9652313118186,-74.88570765126768,-603.9921864090111,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,1.0,2.0943951023931953,0.0,-3067.464888606886,212.03208965866978,-572.5105007236521,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,1.0,2.6179938779914944,0.0,-3114.7805375384737,433.73781049411707,-323.7941197930294,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,1.0,3.141592653589793,0.0,-3105.385927142351,543.9521183472069,46.58963996405285,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,1.0,3.665191429188092,0.0,-3049.9961567497835,432.08968657867536,426.5206367111877,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,1.0,4.1887902047863905,0.0,-2975.2094514072105,224.94508464771008,592.3719539017441,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,1.0,4.71238898038469,0.0,-2950.1158271118315,-8.517735675055661,649.5003248852865,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,1.0,5.235987755982989,0.0,-2978.006087735466,-214.18742939450956,602.9931337359287,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,1.0,5.759586531581287,0.0,-3055.356817498817,-396.59094113751803,399.271916413182,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,1.0,0.0,0.4,-2936.455268701193,-456.4235332894124,-20.252806000244775,-561.4504141638793
f1-stars-h0p1,2,stellar_luminosity,log_extra,1.0,0.5235987755982988,0.4,-2912.631420212925,-396.5975347212878,-292.6216388086443,-505.12069028687233
f1-stars-h0p1,2,stellar_luminosity,log_extra,1.0,1.0471975511965976,0.4,-2893.462922622752,-252.24415550746957,-449.8462430016664,-463.2438762710994
f1-stars-h0p1,2,stellar_luminosity,log_extra,1.0,1.5707963267948966,0.4,-2907.7402080932934,-48.67607693372365,-494.2936064302201,-475.4970662864303
f1-stars-h0p1,2,stellar_luminosity,log_extra,1.0,2.0943951023931953,0.4,-2937.5719257904493,188.22742234661533,-460.02977556403516,-515.7006092521078
f1-stars-h0p1,2,stellar_luminosity,log_extra,1.0,2.6179938779914944,0.4,-2968.299652822551,375.115195864079,-256.55473288973224,-566.026898988727
f1-stars-h0p1,2,stellar_luminosity,log_extra,1.0,3.141592653589793,0.4,-2961.455958298826,451.7520312843905,53.17697139727324,-558.0539448968575
f1-stars-h0p1,2,stellar_luminosity,log_extra,1.0,3.665191429188092,0.4,-2917.092462427705,372.3392254022113,341.8695476984441,-517.71341741642
f1-stars-h0p1,2,stellar_luminosity,log_extra,1.0,4.1887902047863905,0.4,-2863.6602702635623,201.5016616991432,503.9651741678151,-455.9923490124041
f1-stars-h0p1,2,stellar_luminosity,log_extra,1.0,4.71238898038469,0.4,-2842.3728610322055,-2.6905496666368656,552.2240483999939,-439.1364747604265
f1-stars-h0p1,2,stellar_luminosity,log_extra,1.0,5.235987755982989,0.4,-2863.505792194466,-196.97301234562937,503.5130204791168,-465.597284662732
f1-stars-h0p1,2,stellar_luminosity,log_extra,1.0,5.759586531581287,0.4,-2915.2877982709133,-367.03712660722107,321.6714803197722,-544.2503867950762
f1-stars-h0p1,2,stellar_luminosity,log_extra,3.0,0.0,0.0,-1954.088002177824,-400.0441837803952,-4.517714137613354,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,3.0,0.5235987755982988,0.0,-1941.1810136073975,-336.875189518039,-207.10664524842258,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,3.0,1.0471975511965976,0.0,-1935.2644293884412,-194.87336285490582,-335.16657701211165,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,3.0,1.5707963267948966,0.0,-1952.4810893795757,-16.05753533743393,-395.18473732045493,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,3.0,2.0943951023931953,0.0,-1968.6547133364595,190.49056502123173,-350.7727874858826,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,3.0,2.6179938779914944,0.0,-1992.7288782535973,355.3704882824161,-229.1260005015332,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,3.0,3.141592653589793,0.0,-1997.1274814481687,412.32304190423264,10.574348241438138,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,3.0,3.665191429188092,0.0,-1953.2172019802792,327.97559531783685,227.4926880658722,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,3.0,4.1887902047863905,0.0,-1910.15725033482,172.83558044834734,336.44428906173414,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,3.0,4.71238898038469,0.0,-1900.1866467946975,-0.6135535164115469,365.9006367539597,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,3.0,5.235987755982989,0.0,-1899.4601311460547,-177.59765389755904,333.1331464405521,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,3.0,5.759586531581287,0.0,-1936.8132251762436,-319.53684242351505,218.33454599481684,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,3.0,0.0,0.4,-1932.9913217836859,-383.5120759328478,-3.0311440293504193,-96.89224348295454
f1-stars-h0p1,2,stellar_luminosity,log_extra,3.0,0.5235987755982988,0.4,-1921.5751080991677,-325.08206950704846,-197.45365048166624,-90.03442519626549
f1-stars-h0p1,2,stellar_luminosity,log_extra,3.0,1.0471975511965976,0.4,-1916.430278728511,-188.91096843892078,-322.961454213923,-86.5255204637581
f1-stars-h0p1,2,stellar_luminosity,log_extra,3.0,1.5707963267948966,0.4,-1932.1419687580412,-14.6540107374559,-380.0645862758844,-92.82732795913873
f1-stars-h0p1,2,stellar_luminosity,log_extra,3.0,2.0943951023931953,0.4,-1948.1603872914984,183.52868196174074,-336.5252176041995,-94.20509664719276
f1-stars-h0p1,2,stellar_luminosity,log_extra,3.0,2.6179938779914944,0.4,-1969.4319492353657,337.9975747660954,-212.70904741350074,-104.51120930338257
f1-stars-h0p1,2,stellar_luminosity,log_extra,3.0,3.141592653589793,0.4,-1973.1382518137493,393.8496252645608,11.148047351845959,-108.30333778898758
f1-stars-h0p1,2,stellar_luminosity,log_extra,3.0,3.665191429188092,0.4,-1932.7688893290265,314.1353882167771,217.2322568901821,-93.49381812937223
f1-stars-h0p1,2,stellar_luminosity,log_extra,3.0,4.1887902047863905,0.4,-1892.1224107641044,166.07409998590455,323.74503280502154,-82.80045923070436
f1-stars-h0p1,2,stellar_luminosity,log_extra,3.0,4.71238898038469,0.4,-1880.6912389737831,-1.259402893451978,352.8453851117885,-87.33601254297578
f1-stars-h0p1,2,stellar_luminosity,log_extra,3.0,5.235987755982989,0.4,-1882.2275494666196,-171.61431222998206,321.39583791943835,-79.82526802012067
f1-stars-h0p1,2,stellar_luminosity,log_extra,3.0,5.759586531581287,0.4,-1916.280237772118,-309.5558684637419,209.35692155512592,-93.89418161088987
f1-stars-h0p1,2,stellar_luminosity,log_extra,6.0,0.0,0.0,-1183.4451780655122,-158.83143279571937,0.775658811713576,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,6.0,0.5235987755982988,0.0,-1184.762701025485,-137.73434841191184,-79.76447197800064,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,6.0,1.0471975511965976,0.0,-1183.8865806148472,-78.53777259222463,-136.2265224534131,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,6.0,1.5707963267948966,0.0,-1188.1690130898726,-1.8502354899198696,-158.62352204350938,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,6.0,2.0943951023931953,0.0,-1195.0774474620932,79.08208968444767,-140.05315493406715,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,6.0,2.6179938779914944,0.0,-1201.8730632408826,140.28483460836952,-83.60250417383249,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,6.0,3.141592653589793,0.0,-1207.3068835570507,169.49810385890635,4.219760781023056,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,6.0,3.665191429188092,0.0,-1188.8424430947746,135.09420934633647,83.62186338474436,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,6.0,4.1887902047863905,0.0,-1175.7898434703397,74.9357998172057,135.15187879831828,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,6.0,4.71238898038469,0.0,-1171.7795656899823,0.7183885908045613,154.80722065664727,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,6.0,5.235987755982989,0.0,-1170.7089615877574,-76.36135677982374,133.2321831377865,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,6.0,5.759586531581287,0.0,-1177.4511853897184,-133.93452271489227,81.16774235076825,0.0
f1-stars-h0p1,2,stellar_luminosity,log_extra,6.0,0.0,0.4,-1180.830522838195,-157.37613045912596,0.7072866809702086,-12.963887433832985
f1-stars-h0p1,2,stellar_luminosity,log_extra,6.0,0.5235987755982988,0.4,-1182.0002485364512,-136.12231339210203,-78.7084819761084,-13.50356019104064
f1-stars-h0p1,2,stellar_luminosity,log_extra,6.0,1.0471975511965976,0.4,-1181.3501852585468,-77.90962838925488,-134.99917442858762,-12.591547009097177
f1-stars-h0p1,2,stellar_luminosity,log_extra,6.0,1.5707963267948966,0.4,-1185.5632870234579,-1.9243001016593813,-157.1068655018193,-12.89742720654861
f1-stars-h0p1,2,stellar_luminosity,log_extra,6.0,2.0943951023931953,0.4,-1192.3999395258672,78.24336334575993,-138.73271655065824,-13.25678190271219
f1-stars-h0p1,2,stellar_luminosity,log_extra,6.0,2.6179938779914944,0.4,-1199.0360379429733,138.66584821531652,-82.67189410608653,-13.939381893898315
f1-stars-h0p1,2,stellar_luminosity,log_extra,6.0,3.141592653589793,0.4,-1203.8299033145238,166.23631197138147,3.8182303739419936,-16.717743407535515
f1-stars-h0p1,2,stellar_luminosity,log_extra,6.0,3.665191429188092,0.4,-1186.2477871097258,133.90993293045116,82.87464182769453,-12.882399306992852
f1-stars-h0p1,2,stellar_luminosity,log_extra,6.0,4.1887902047863905,0.4,-1173.313696908762,74.24978010562376,134.03308513672604,-12.292655198048553
f1-stars-h0p1,2,stellar_luminosity,log_extra,6.0,4.71238898038469,0.4,-1169.1779771602191,0.47605444952774645,153.1972892382325,-12.8460112158269
f1-stars-h0p1,2,stellar_luminosity,log_extra,6.0,5.235987755982989,0.4,-1168.243873713019,-75.64611557746659,132.11496508352667,-12.231709995192933
f1-stars-h0p1,2,stellar_luminosity,log_extra,6.0,5.759586531581287,0.4,-1174.9171633683916,-132.8198037658792,80.38557958257284,-12.574289843003285
f1-stars-h0p1,2,stellar_luminosity,newton,1.0,0.0,0.0,-8227.74807243345,-2053.742280871368,-1591.211987843596,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,1.0,0.5235987755982988,0.0,-7760.415617833735,-2121.1882155037238,-1772.1144025347917,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,1.0,1.0471975511965976,0.0,-7388.256934776613,-1291.6026618489982,-3512.6234959059093,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,1.0,1.5707963267948966,0.0,-7508.817879384184,-1169.21800732595,-4060.616582892434,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,1.0,2.0943951023931953,0.0,-7948.801019820441,846.7221078732128,-3633.969936891242,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,1.0,2.6179938779914944,0.0,-8366.193038171234,2367.821845593731,-2475.2857923401407,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,1.0,3.141592653589793,0.0,-8410.549451226703,3182.471898858883,-771.726270349361,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,1.0,3.665191429188092,0.0,-8015.97888682156,2466.323784494708,2973.38055958274,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,1.0,4.1887902047863905,0.0,-7314.073887968472,657.2431607703023,3003.523035885356,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,1.0,4.71238898038469,0.0,-7211.050905414977,-314.51976759486695,3521.565083014053,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,1.0,5.235987755982989,0.0,-7371.058793084196,-750.4687070728103,3445.8242904546432,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,1.0,5.759586531581287,0.0,-8098.512805166029,-1108.6824655887604,2101.8134264604196,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,1.0,0.0,0.4,-6870.668018485765,-1855.890806153831,-326.7528118281002,-3925.8595267187657
f1-stars-h0p1,2,stellar_luminosity,newton,1.0,0.5235987755982988,0.4,-6655.108690473332,-1596.0778859471618,-1408.5228713335175,-3314.256960219608
f1-stars-h0p1,2,stellar_luminosity,newton,1.0,1.0471975511965976,0.4,-6487.846366529703,-1033.4557570646607,-2055.323035219541,-2857.5185054175167
f1-stars-h0p1,2,stellar_luminosity,newton,1.0,1.5707963267948966,0.4,-6557.575137732068,-308.73871245141856,-2193.3396684529944,-2963.9754153460412
f1-stars-h0p1,2,stellar_luminosity,newton,1.0,2.0943951023931953,0.4,-6743.478668227746,733.5291335337274,-2182.2120492361246,-3435.44279775403
f1-stars-h0p1,2,stellar_luminosity,newton,1.0,2.6179938779914944,0.4,-6957.679103516726,1575.588587880272,-1228.4676515868953,-3956.6565324729695
f1-stars-h0p1,2,stellar_luminosity,newton,1.0,3.141592653589793,0.4,-6928.394512245946,1981.40433290393,216.73886980425286,-3900.425660713339
f1-stars-h0p1,2,stellar_luminosity,newton,1.0,3.665191429188092,0.4,-6699.210514243512,1568.6801874821456,1630.026742383384,-3545.7359768554493
f1-stars-h0p1,2,stellar_luminosity,newton,1.0,4.1887902047863905,0.4,-6392.5728138101285,803.635289898829,2216.4834711577923,-2858.2486497142395
f1-stars-h0p1,2,stellar_luminosity,newton,1.0,4.71238898038469,0.4,-6292.671548968356,-14.468258165783952,2390.3547650864693,-2738.094521255088
f1-stars-h0p1,2,stellar_luminosity,newton,1.0,5.235987755982989,0.4,-6422.8775132811215,-703.8665591363549,2264.6020989170165,-2947.0598264065447
f1-stars-h0p1,2,stellar_luminosity,newton,1.0,5.759586531581287,0.4,-6769.2085765645825,-1369.2547283931865,1537.4700603541394,-3799.56807573599
f1-stars-h0p1,2,stellar_luminosity,newton,3.0,0.0,0.0,-3334.662250960797,-1115.1577335773195,-86.55447190480669,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,3.0,0.5235987755982988,0.0,-3272.6600009363165,-884.1047197558372,-612.3572185229954,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,3.0,1.0471975511965976,0.0,-3244.9906804118846,-485.4178194659306,-863.2066544380615,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,3.0,1.5707963267948966,0.0,-3308.7968983299475,-15.641762764840525,-1065.8704950803774,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,3.0,2.0943951023931953,0.0,-3344.7864814108198,508.735039721823,-989.8316340179738,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,3.0,2.6179938779914944,0.0,-3456.973421611544,1070.1866189961806,-838.7707769155063,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,3.0,3.141592653589793,0.0,-3478.713257406694,1185.973704454193,-8.888751248178144,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,3.0,3.665191429188092,0.0,-3317.162529788091,925.8926600166847,655.9312179569664,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,3.0,4.1887902047863905,0.0,-3176.4207895342784,475.7532059036537,923.8031782917906,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,3.0,4.71238898038469,0.0,-3183.777024041385,-12.471884663311904,992.2565219621372,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,3.0,5.235987755982989,0.0,-3142.6624582093846,-454.99909882795373,862.6347918001546,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,3.0,5.759586531581287,0.0,-3290.0633093486404,-813.8497885793557,584.5995643944058,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,3.0,0.0,0.4,-3233.145019129743,-1022.0512206455654,-24.03256791142833,-387.89034995178463
f1-stars-h0p1,2,stellar_luminosity,newton,3.0,0.5235987755982988,0.4,-3179.0342461422397,-844.3436522178418,-537.3285408495143,-352.5084342574774
f1-stars-h0p1,2,stellar_luminosity,newton,3.0,1.0471975511965976,0.4,-3152.503442122175,-480.9396049116257,-837.5059175084486,-334.2151600733755
f1-stars-h0p1,2,stellar_luminosity,newton,3.0,1.5707963267948966,0.4,-3206.8784229865137,-55.166056463239215,-996.4445810377192,-373.2628065547863
f1-stars-h0p1,2,stellar_luminosity,newton,3.0,2.0943951023931953,0.4,-3245.6116134605263,482.2337496396363,-885.9854298392562,-370.18461623597443
f1-stars-h0p1,2,stellar_luminosity,newton,3.0,2.6179938779914944,0.4,-3326.1402800752853,923.4445956523925,-625.4140434136592,-450.1647646444482
f1-stars-h0p1,2,stellar_luminosity,newton,3.0,3.141592653589793,0.4,-3351.3713306277555,1076.9750118063089,23.7923707247944,-464.2527923885822
f1-stars-h0p1,2,stellar_luminosity,newton,3.0,3.665191429188092,0.4,-3214.4055334529453,828.4042173165758,593.955675735823,-373.2781932878094
f1-stars-h0p1,2,stellar_luminosity,newton,3.0,4.1887902047863905,0.4,-3090.2751169050985,422.2208610250551,830.6217823311189,-318.8161736923067
f1-stars-h0p1,2,stellar_luminosity,newton,3.0,4.71238898038469,0.4,-3080.1107240088795,6.100979706282199,875.8066509010667,-376.369248343721
f1-stars-h0p1,2,stellar_luminosity,newton,3.0,5.235987755982989,0.4,-3062.9190046622366,-432.33931268289416,822.2442543273709,-295.49743082134916
f1-stars-h0p1,2,stellar_luminosity,newton,3.0,5.759586531581287,0.4,-3186.7589769577203,-777.511141745299,571.3220787246796,-380.85876369931606
f1-stars-h0p1,2,stellar_luminosity,newton,6.0,0.0,0.0,-1574.013232069832,-284.79039658886364,2.325238743327272,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,6.0,0.5235987755982988,0.0,-1578.5956197670234,-254.73543454433374,-150.7673502244262,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,6.0,1.0471975511965976,0.0,-1570.7641457741724,-137.81998266989686,-243.21466319407503,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,6.0,1.5707963267948966,0.0,-1578.8637663554684,-1.6251317759029966,-284.80199212342563,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,6.0,2.0943951023931953,0.0,-1592.0012832715815,144.2597980747404,-251.85206347349776,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,6.0,2.6179938779914944,0.0,-1607.480777367123,259.5133803507081,-155.04517757660585,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,6.0,3.141592653589793,0.0,-1633.4112605424205,344.2563137676627,16.02475508157272,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,6.0,3.665191429188092,0.0,-1580.9233045376068,240.67424264260495,149.8453798359871,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,6.0,4.1887902047863905,0.0,-1556.6284911051766,133.50676805691015,238.09200431707706,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,6.0,4.71238898038469,0.0,-1554.1106802980914,6.945948888096197,280.0159969772566,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,6.0,5.235987755982989,0.0,-1548.9211717134106,-136.34062967734658,234.71342422769018,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,6.0,5.759586531581287,0.0,-1562.1767890794883,-236.6563527470717,146.5651819042796,0.0
f1-stars-h0p1,2,stellar_luminosity,newton,6.0,0.0,0.4,-1568.792312791569,-280.56612920657767,1.6433934711938634,-25.595578756532408
f1-stars-h0p1,2,stellar_luminosity,newton,6.0,0.5235987755982988,0.4,-1571.7623409990347,-245.39381768636585,-143.442886302811,-30.472214992846254
f1-stars-h0p1,2,stellar_luminosity,newton,6.0,1.0471975511965976,0.4,-1565.8357368295144,-136.3011334154621,-239.78139289918764,-24.308777479095717
f1-stars-h0p1,2,stellar_luminosity,newton,6.0,1.5707963267948966,0.4,-1573.5320920377244,-2.507231490472657,-279.7769370263712,-25.944873452945963
f1-stars-h0p1,2,stellar_luminosity,newton,6.0,2.0943951023931953,0.4,-1586.5216361943649,141.17917740991277,-247.7930593104541,-26.72929897804441
f1-stars-h0p1,2,stellar_luminosity,newton,6.0,2.6179938779914944,0.4,-1600.933961056196,250.8345488648906,-150.7694144356593,-30.151524327212503
f1-stars-h0p1,2,stellar_luminosity,newton,6.0,3.141592653589793,0.4,-1622.7172621067455,320.43949233007265,12.71779486891592,-46.541608256917904
f1-stars-h0p1,2,stellar_luminosity,newton,6.0,3.665191429188092,0.4,-1575.8818705781064,237.52091677186877,147.76641184656273,-24.853145883002153
f1-stars-h0p1,2,stellar_luminosity,newton,6.0,4.1887902047863905,0.4,-1551.8307590046072,131.4796351014091,235.1941525798476,-23.66290144319452
f1-stars-h0p1,2,stellar_luminosity,newton,6.0,4.71238898038469,0.4,-1548.5008071780317,5.168005912311638,274.19068220680794,-27.154372694685946
