galaxy,selected,exclusion,published_radii,valid_radii,newton_rms_fractional_error,mond_rms_fractional_error,median_log10_vobs_over_mond,median_log10_gbar,spread_log10_gbar,sensitivity_fraction_bracketing_observed,gas_mass_fraction_proxy,effective_stellar_surface_brightness,disk_scale_length,hubble_type,quality,inclination_deg,exposure
UGC05999,False,inclination,5,5,0.4976148607899764,0.18764229340183777,-0.028415321527806056,-11.25763911785082,0.2892361414786926,1.0,0.6138097259692417,22.95,3.22,10,2,22.0,legacy_and_current_development_reanalysis
UGC06399,True,,9,9,0.5235985999429504,0.09312243266007518,0.014450965506487359,-11.059304030853413,0.23191828605527043,0.8888888888888888,0.43847154694240914,30.82,2.05,9,1,75.0,legacy_and_current_development_reanalysis
UGC06446,True,,17,17,0.5861260163004014,0.1401393934441372,0.039185742133464214,-11.210024542228773,0.4805910481026707,0.8235294117647058,0.7878070676569003,37.05,1.49,7,1,51.0,legacy_and_current_development_reanalysis
UGC06614,True,,13,13,0.3293086430604372,0.17605270551033306,-0.07691192027619763,-10.360858597480272,1.9952398192509317,1.0,0.31889914383404083,1461.61,5.1,1,1,36.0,legacy_and_current_development_reanalysis
UGC06628,False,inclination,7,7,0.18156835202662489,0.8109051768873822,-0.24302857044594717,-11.02422115246963,0.16654587279892574,1.0,0.5162375469012809,34.74,2.82,9,2,20.0,legacy_and_current_development_reanalysis
UGC06667,False,inclination,9,9,0.7215887889642116,0.28085193575054096,0.14062572453260133,-11.432763857637575,0.6877190482468691,0.0,0.6063613360609084,18.06,5.15,6,1,89.0,legacy_and_current_development_reanalysis
UGC06786,True,,45,45,0.37387592672940706,0.14051248237766412,0.05526753022713664,-9.87682220825542,2.6148704451495135,0.7555555555555555,0.15416860628574855,992.73,3.6,0,1,64.0,legacy_and_current_development_reanalysis
UGC06787,True,,71,71,0.33161443689355613,0.124115708422771,0.024876791888078092,-9.792570774231901,3.013525885770102,0.8309859154929577,0.11985223378163637,1891.6,5.37,2,2,66.0,legacy_and_current_development_reanalysis
UGC06818,True,,8,8,0.40601211470267695,0.4297925586627222,-0.08133165694978148,-11.091163692163558,0.47377667937525914,0.5,0.6437976375797978,56.08,1.39,9,2,75.0,legacy_and_current_development_reanalysis
UGC06917,True,,11,11,0.47470307950071783,0.05248482625443052,0.006577975389036815,-10.876675384076533,0.4775425910518134,1.0,0.4406043307312264,53.07,2.76,9,1,56.0,legacy_and_current_development_reanalysis
UGC06923,True,,6,6,0.3391011766630394,0.18397867591461836,-0.03595257763058759,-10.677632001155674,0.5193340310178964,0.6666666666666666,0.4268079350408771,166.28,1.44,10,2,65.0,legacy_and_current_development_reanalysis
UGC06930,True,,10,10,0.45794938046057254,0.10596953941451766,-0.041197942703832216,-10.952935491233418,0.6535068473184378,1.0,0.49083421785591735,73.93,3.94,7,1,32.0,legacy_and_current_development_reanalysis
UGC06973,False,quality,9,9,0.2511770964764012,0.27031250858989475,-0.06075414237075622,-9.806526865217634,1.2461502196889995,0.5555555555555556,0.07966414831433494,3317.65,1.07,2,3,71.0,legacy_and_current_development_reanalysis
UGC06983,True,,17,17,0.5259730596012502,0.09766190956245664,0.030589953733091514,-11.052276667834661,0.7921140890108003,0.7058823529411765,0.5983387691789827,53.56,3.21,6,1,49.0,legacy_and_current_development_reanalysis
UGC07089,True,,12,12,0.38249457453566854,0.28634494790523485,-0.09511838456127597,-11.05938916045363,0.3247393953684661,0.0,0.47389584164925214,37.4,2.26,8,2,80.0,legacy_and_current_development_reanalysis
UGC07125,False,inclination,13,13,0.35595237363492993,0.5213376134115147,-0.15951826580275857,-11.35045200596397,0.6066753167233632,0.0,0.8195025137868932,28.11,3.38,9,1,90.0,legacy_and_current_development_reanalysis
UGC07151,False,inclination,11,11,0.4123047904636998,0.10856358243267941,-0.03225587480938059,-10.781105693263987,0.318581626988534,0.45454545454545453,0.417727198564203,76.71,1.25,6,1,90.0,legacy_and_current_development_reanalysis
UGC07232,False,insufficient_valid_radii,4,4,0.38530003856293965,0.15332254743497067,-0.03455862601407333,-10.66664756975178,0.1988139005027989,0.25,0.5198844323589396,83.34,0.29,10,2,59.0,legacy_and_current_development_reanalysis
UGC07261,True,,7,7,0.49144315384465287,0.08535976009137895,-0.004328814118058035,-10.929774265727971,0.4925637156374041,1.0,0.678057989965253,39.16,1.2,8,2,30.0,legacy_and_current_development_reanalysis
UGC07323,True,,10,10,0.3534592918140371,0.18578655316447576,-0.06436640256214761,-10.786017898316349,0.10416451094191359,1.0,0.3185195504783134,61.49,2.26,8,1,47.0,legacy_and_current_development_reanalysis
UGC07399,True,,10,10,0.6412911861882953,0.30014186849018354,0.15635730624481728,-10.98970719018734,0.6609890047528619,0.0,0.6315772699748223,113.98,1.64,8,1,55.0,legacy_and_current_development_reanalysis
UGC07524,True,,31,31,0.5239876368632649,0.12817056004550492,-0.015313302326682062,-11.23415552042746,0.33740913734941813,0.7096774193548387,0.6601628874436046,29.71,3.46,9,1,46.0,legacy_and_current_development_reanalysis
UGC07559,True,,7,7,0.35852000613541557,0.5244085086925965,-0.15636945091594653,-11.301113743336844,0.1358847961502736,0.0,0.8048483546388799,17.9,0.58,10,2,61.0,legacy_and_current_development_reanalysis
UGC07577,True,,9,9,0.2552383730742666,1.2090442118376648,-0.3506410303469306,-11.479133440419162,0.915688362673027,0.0,0.7222907923969389,11.94,0.9,10,2,63.0,legacy_and_current_development_reanalysis
UGC07603,True,,12,12,0.5407361576760191,0.13931549844819885,0.05542936066756016,-10.973724526677737,0.7044684636837566,0.9166666666666666,0.6460443574198894,81.81,0.53,7,1,78.0,legacy_and_current_development_reanalysis
UGC07608,False,inclination,8,8,0.6250309441871224,0.19859604954872356,0.06474151239988912,-11.389419518310259,0.1481357340345273,1.0,0.8435184636358248,16.48,1.5,10,1,25.0,legacy_and_current_development_reanalysis
UGC07690,True,,7,7,0.3960365016045869,0.10958878070597963,-0.031118695846559113,-10.765066429382125,0.8782114506891308,1.0,0.5473251028806585,184.01,0.57,10,2,41.0,legacy_and_current_development_reanalysis
UGC07866,True,,7,7,0.43337917539694254,0.3141057724419649,-0.12272720422221624,-11.286212022664238,0.08103309387968416,0.0,0.71681739289303,21.92,0.61,10,2,44.0,legacy_and_current_development_reanalysis
UGC08286,False,inclination,17,17,0.5963538857899178,0.15921916326393132,0.05550831850392092,-11.06761706786988,0.44231298948146325,0.058823529411764705,0.5764027650267323,39.52,1.05,6,1,90.0,legacy_and_current_development_reanalysis
UGC08490,True,,30,30,0.5841712614237149,0.12151801634467385,0.049782773169037245,-11.210595842230637,1.232343034591075,0.5666666666666667,0.6531614487415592,124.98,0.67,9,1,50.0,legacy_and_current_development_reanalysis
UGC08550,False,inclination,11,11,0.5758236718664799,0.06906750885242599,0.019854282813053528,-11.362398056333813,0.5751252735100447,1.0,0.7260871213557265,45.38,0.45,7,1,90.0,legacy_and_current_development_reanalysis
UGC08699,True,,41,41,0.3146350702109774,0.07490517045368775,0.019093319590230005,-10.165641151504332,2.577043361146096,1.0,0.1650438508837568,2191.95,3.09,2,2,73.0,legacy_and_current_development_reanalysis
UGC08837,True,,8,8,0.3125674194684431,0.7378430674223632,-0.1921516800701707,-11.174604712825705,0.3924059577835255,0.0,0.6294926785978405,15.73,1.72,10,2,80.0,legacy_and_current_development_reanalysis
UGC09037,True,,22,22,0.2782525108287503,0.344421801379603,-0.0989809345304098,-10.548697304960584,1.04837020480546,0.0,0.42515793202296087,334.83,4.28,6,2,65.0,legacy_and_current_development_reanalysis
UGC09133,True,,68,68,0.335521370513529,0.08262441239347831,-0.01596039826314395,-9.914326391736594,3.0680731061713598,0.9852941176470589,0.2391281430344213,1284.78,6.97,2,1,53.0,legacy_and_current_development_reanalysis
UGC09992,True,,5,5,0.35626268588265875,0.4593320324426966,-0.16004381758104658,-11.183364020330258,0.349459488753217,1.0,0.7157071783937456,20.18,1.04,10,2,30.0,legacy_and_current_development_reanalysis
UGC10310,True,,7,7,0.4968424229677303,0.11165855176353558,-0.0020609142109264448,-11.088833309337897,0.17343568290228895,1.0,0.6463078685833624,28.37,1.8,9,1,34.0,legacy_and_current_development_reanalysis
UGC11455,False,inclination,36,36,0.24541905599023006,0.18984825937905328,-0.01733988190250344,-9.87683790940338,0.9782781514452328,0.8888888888888888,0.086558558453034,571.26,5.93,6,1,90.0,legacy_and_current_development_reanalysis
UGC11557,True,,12,12,0.8937302546635101,1.7845716761916615,-0.1912789473060158,-10.566633496597733,0.45190523891462675,0.75,0.3641193254967079,106.86,2.75,8,2,30.0,legacy_and_current_development_reanalysis
UGC11820,True,,10,10,0.54680834936899,0.14366598238247877,-0.034880879553755725,-11.338601693158589,0.540375225720517,1.0,0.8442722698681292,20.18,2.08,9,1,45.0,legacy_and_current_development_reanalysis
UGC11914,True,,65,65,0.18657967721801727,0.10604635494440447,0.043096068794837884,-9.307705970929065,1.4863023907125061,1.0,0.015500221536729952,2425.66,2.44,2,1,31.0,legacy_and_current_development_reanalysis
UGC12506,False,inclination,31,31,0.5150489307735806,0.20462530766963963,0.054634150021711354,-10.699604816493856,0.7940788059993658,0.3225806451612903,0.40392473267986034,144.82,7.38,6,2,86.0,legacy_and_current_development_reanalysis
UGC12632,True,,15,15,0.5665340614675055,0.10856944418172296,-0.0037319986783216972,-11.365710428312171,0.1339563929536176,1.0,0.7809779058726877,13.09,2.42,9,1,46.0,legacy_and_current_development_reanalysis
UGC12732,True,,16,16,0.5831576386659884,0.08778049800723188,0.012421154763892004,-11.346877263582432,0.3114571111816833,1.0,0.8538052724817148,26.84,1.98,9,1,39.0,legacy_and_current_development_reanalysis
UGCA281,False,quality,7,7,0.4489183121784127,0.13934271740616821,-0.05173215631269124,-10.978056997125357,0.5597057949850246,0.14285714285714285,0.45948957985066313,12.5,1.72,11,3,67.0,legacy_and_current_development_reanalysis
UGCA442,True,,8,8,0.5652877970666392,0.10108425626949129,-0.02634596181410307,-11.360217417618406,0.6295246990679679,0.75,0.8332499583124896,7.6,1.18,9,1,64.0,legacy_and_current_development_reanalysis
UGCA444,True,,36,36,0.5467416468348344,0.1809367054096496,-0.06583806428154382,-11.365826031713258,1.1261160414059717,0.05555555555555555,0.9369151508779308,11.94,0.83,10,2,78.0,legacy_and_current_development_reanalysis
