galaxy,split,original_split_sha256,excluded_split_sha256,duplicate_of,calibration_pixels,validation_pixels,removed_calibration_pixels,removed_validation_pixels,validation_quadrant_counts,support_gates,sufficient_support,diagnostic_pass,status,mean_square,channel_lag1,quadrant_min,quadrant_max,failed_gates
NGC2976,9062031-forward,8e6f8e7d94acd0b83564ad9d436076e4cabf9e6d5e3ea526d05b06b67c81fc45,8e6f8e7d94acd0b83564ad9d436076e4cabf9e6d5e3ea526d05b06b67c81fc45,,357,34,0,0,"[8, 10, 8, 8]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.9700502679665096,0.017680093708920718,0.895531101759339,1.0541480085412807,
NGC2976,9062031-reverse,13f9f420114d1cf99a2bb410dfe0eaf634d52e8901b003d4456c6e2eafab0eb0,13f9f420114d1cf99a2bb410dfe0eaf634d52e8901b003d4456c6e2eafab0eb0,,362,35,0,0,"[9, 10, 7, 9]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.989545831591618,0.014457705252739587,0.9089216960760071,1.0598813261378175,
NGC2976,9062032-forward,420f207e3cf56898bdcf5d1a8ed53864f3ff40f529b53c71c2a9947bc4602be0,420f207e3cf56898bdcf5d1a8ed53864f3ff40f529b53c71c2a9947bc4602be0,,358,33,0,0,"[8, 9, 7, 9]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,1.054425415278995,0.0024156872357848796,1.0102405707186966,1.0940751832063762,
NGC2976,9062032-reverse,41a6e6eba6e428c7d603b52dffaf36a907375e3a7f4fbe46fcb754f61abb1851,41a6e6eba6e428c7d603b52dffaf36a907375e3a7f4fbe46fcb754f61abb1851,,361,36,0,0,"[9, 11, 8, 8]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.9136805987620578,0.02501835115300578,0.863249014304387,1.0130916091297404,
NGC2976,9062033-forward,73636f59a5cdde43a4406db37d9e925b6484bb12495c92ebd006030a89ca9d2a,73636f59a5cdde43a4406db37d9e925b6484bb12495c92ebd006030a89ca9d2a,,335,35,0,0,"[9, 10, 7, 9]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,1.0034985558484284,0.026143608326959073,0.9090506108546808,1.0403309306335773,
NGC2976,9062033-reverse,ac03cd14c0b512c74bc4335f7d0af4b897da01b29365d8c6fcbdb03ca9753e25,ac03cd14c0b512c74bc4335f7d0af4b897da01b29365d8c6fcbdb03ca9753e25,,384,34,0,0,"[8, 10, 8, 8]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.9246608086305715,-0.015392722223570795,0.9054425399456525,0.9504766487341396,
NGC2976,9062034-forward,a73f4a3da161391c002a04c2440e7f9c3c05497a6747bf17f48ef73cca3d08d2,a73f4a3da161391c002a04c2440e7f9c3c05497a6747bf17f48ef73cca3d08d2,,339,34,0,0,"[8, 10, 8, 8]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,1.0183843226040823,0.026428678997804378,0.9676907290594859,1.0491163308220788,
NGC2976,9062034-reverse,6b3bd980f0bdbcff7f609b39617e00d7f1bf3ff2d3822bf901e9ae0e0e0f8ad1,6b3bd980f0bdbcff7f609b39617e00d7f1bf3ff2d3822bf901e9ae0e0e0f8ad1,,380,35,0,0,"[9, 10, 7, 9]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.9448357879642176,-0.00882731431941722,0.8787045465918165,1.025569157043015,
NGC2976,9062035-forward,e412c62eb095135feef92d2fc4832708c68dc6117f5b744302ee7b088b2086c6,e412c62eb095135feef92d2fc4832708c68dc6117f5b744302ee7b088b2086c6,,362,36,0,0,"[9, 11, 8, 8]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.9355895715028292,-0.011109710543592801,0.846423501641412,1.029821701518906,
NGC2976,9062035-reverse,488b6195f469d05a37c8b22512a1f73b40eebc324d567c64c9e8614c80c988da,488b6195f469d05a37c8b22512a1f73b40eebc324d567c64c9e8614c80c988da,,357,33,0,0,"[8, 9, 7, 9]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,1.071154368414948,0.06169450501895492,0.9693353759091383,1.1358550590843857,
NGC3198,9062028-forward,ee192587f350afb6c845bc17360f49cc060525baf497ece16bbdad60a9d59fe8,899a1ebc5994df77f3ee7f5ac2756665d72ca6d3f01a922413a866237d60a2ab,,334,21,67,14,"[0, 11, 7, 3]","{'calibration_pixels': True, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC3198,9062028-reverse,25a5a8266e1471578f1cbf75da23fe315dcfcedff20175a84f15b7ed9c3eb35f,ac750059d1d593abe65b5a5d66571ac0e4291669d2011de03d110f163f5940a6,,177,27,140,6,"[5, 9, 8, 5]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,1.0770277194489528,0.042743921758715685,1.0280133477329816,1.1638605465022311,
NGC3198,9062029-forward,9053b3ce772a2a044a211aabc2451615f5962d713bdf762c447259160bcfac75,4270407ceb742987c810892e240bbb9213d23c99a027805031bf9624e2de4a8b,,226,26,106,9,"[5, 10, 8, 3]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC3198,9062029-reverse,f6c07f10ad7278502f08fea4b04b0275454ec21814947f341a5b5f580ecb41e5,fb83c466ef418d295a0297d71aa551c400e8fac9af889ec4c86b892cb4bb7ff8,,285,22,101,11,"[0, 10, 7, 5]","{'calibration_pixels': True, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC3198,9062030-forward,9cab23c33a262464f5b69e66c6f55cf3ced1fd6c4defceb444821f9bfcf67cc3,0026853d4868c3138f951cf0a2641edd06bcb9d6d621f0ebd5042778ff3c6387,,243,26,111,8,"[5, 10, 8, 3]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC3198,9062030-reverse,98395e6661c645b466d858f34380e70e65af49227b765286e6501ac61425d497,bf113a8e24a5c81cbd2adbae5f7b380187643a41f933de29e79d44e8191e03e2,,268,22,96,12,"[0, 10, 7, 5]","{'calibration_pixels': True, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC3198,9062031-forward,f13c0887b0a68625a3f433bb007cca725a120576668295d1c52679832798befe,54ffd4291a3f29506b46a474f656ef991777e200f13dd488c4e50a7b77b7e3a7,,217,28,138,6,"[5, 10, 8, 5]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,1.027953749804151,-0.010599932343339733,0.9976934571426553,1.125101528274692,
NGC3198,9062031-reverse,044d34d6aebca6446c552362448b870671dfe27a1bc96cb0c2d6e67b70d5b4a1,f1d475232971db0ba0cd871249d09bc4e1ad45bb733e0ee58ef221bb7561580f,,294,20,69,14,"[0, 10, 7, 3]","{'calibration_pixels': True, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC3198,9062032-forward,a50191f2dd43327344f929c13c24dba06b8858df52da42331f59584ea595800b,329e537a241463ad903ad3c91eaeee2cdfc73cb700c97e22fb5128a3f40b2c8e,,307,23,82,12,"[2, 11, 7, 3]","{'calibration_pixels': True, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC3198,9062032-reverse,1dbfb093d7e575d2cbcbf3910e57765f922adf7aec9c092b6099e750c1798ba2,f754b46cc02434677dea006b7bd306fcca1cc87e94d1f5cbdcc5a6a3cc3cc343,,204,25,125,8,"[3, 9, 8, 5]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC3198,9062033-forward,8ce3e0a32cb6b8eed610346479120c7101febd4ddead3c441a286022a2adcfce,3f55b90ab8e1d85a62a387863465004c7f7596682b6613d26593436b4827fb56,,309,23,80,12,"[2, 11, 7, 3]","{'calibration_pixels': True, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC3198,9062033-reverse,8284eb7e5a9a22ae8accb31938dcd8a0c40cfdaedbc0397d78c666e8b13e4979,90cd7f1b1339a42fb9022179e11ba74ecb54026209e08c7ae627a1f1eabef9ae,,202,25,127,8,"[3, 9, 8, 5]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC3198,9062034-forward,b87aa968b0dff5abdb4d8b7bbb8d4719d870c3bf951595b8860a51eda3bfe902,f759331658ee3bff374bdf615943fa2912dcb42cdb867f73c9ad86337254c320,,200,28,139,6,"[5, 10, 8, 5]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.9993044546665744,-0.03326901990745534,0.9434217225160909,1.0989804501863107,
NGC3198,9062034-reverse,23fa0faeb72c8d64fd3eec889740e68148b8210b6e988bc6fcb2c93412728b84,5bbc650b079809e6a7f4f07ecb8fb6f6504b2e4e34ebf8d672a4183c690924f1,,311,20,68,14,"[0, 10, 7, 3]","{'calibration_pixels': True, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC3198,9062035-forward,334fd210bfe73f41a55f0070d7f3e2fff787794440994d2abd6f4ddd93b96770,69e08649ceb77d8849e7bf9ac06afcf80837a1a05a86e7d5b434d47585d674df,,235,28,127,7,"[5, 11, 7, 5]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.9987673930940579,0.01757188557659574,0.9337908596088756,1.1105599028403845,
NGC3198,9062035-reverse,09d60a125af6b5c6cf76761f109e00fd8f1091c72747e654ae74d377d3fe97b5,ca5ab50bb84e9ec57768aabf146df7c45c57aab44dbd2cd42fc6ae50ab72269f,,276,20,80,13,"[0, 9, 8, 3]","{'calibration_pixels': True, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC3521,9062028-forward,169c37141fb8c1a60c52efee8028820badca5fb20dd932dacf8907770fe2d034,f8e1d931f4350ff3a6ac2733d7bb4d3dc01c6138ad4d07cdf5290f31811a5f1a,,266,32,79,6,"[9, 8, 4, 11]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.9823674227244356,0.00993744353384417,0.8886420007132906,1.0249558143658422,
NGC3521,9062028-reverse,2159c12fe8ee19e52f9d53a81c6b31f19540916e3849c2565f322b8201943913,011355c3d2e92aff9e859c9f380dbf409c4b318fb67b923de6ba27082db87246,,310,28,72,9,"[10, 5, 4, 9]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,1.0073487467955469,-0.010939159224505328,0.9023434539642846,1.1373145325609306,
NGC3521,9062029-forward,177e4a4e27d9a534adf414e40f540f28eed74308064d415568449188447d76f7,7593d3b38b1850d331f6b164cf20f6972e31756b85a7c3e802e8fe3c090f7b5c,,300,29,44,10,"[10, 8, 0, 11]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC3521,9062029-reverse,b68f0df0a9ba7aebead8d5bcc91039169b80ecf22d994bc77f7b5da8629eb20e,e276c479d05c57210a6e95a5b89401e8e21b633cd84d9228d71a7c4e843c015a,,276,31,107,5,"[9, 5, 8, 9]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,1.0245815223064396,0.03036495275735474,0.8626154553827687,1.1097086350377214,
NGC3521,9062030-forward,092953ab37e883ec353a491984e5268301ef53e1fe20f7792bfc5fba75fd9336,d9ebe41705461149bf0e2836c1864bc21f9dcf8d6dd7124850b4d666cb949f82,,282,27,41,11,"[10, 2, 4, 11]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC3521,9062030-reverse,3b297563eef9771211ddc2a2def76cb5199cb1e825e762fa81f285d8f489c154,2b5ab4fed23c9aef734653c4c326365ac29ae759fde1791bb6dffe6d71b18e8d,,294,33,110,4,"[9, 11, 4, 9]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.8987496712442198,0.04305871883666353,0.820573646278926,0.9820735173372112,
NGC3521,9062031-forward,201c1303d784a6f9286f334cbb7597839c87ae6aa600a0656c2fa26858c0a93f,144b19e368b55962afede9829c558cdba2cea84019a9e5dc7d70f05eea2518de,,269,32,79,6,"[9, 8, 4, 11]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.9816363989400027,0.01524302272236919,0.8916039811788826,1.1779072859695028,
NGC3521,9062031-reverse,384e5b7a75c68ab7d49e063b8b7f9bba3da93e59f2dcbcf2acba33d29ef7f3c0,caadc228dc068e4a4269ef73edc3f8e6ca86f40a3f85fcd60aa4ee026d49b7cb,,307,28,72,9,"[10, 5, 4, 9]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.9696405747986478,0.02941921633157206,0.9010416442328438,1.045350842581646,
NGC3521,9062032-forward,df75e7fd079ae6ddf60af2643cb6d355130e8f7bf2a1cdc1d0757f3a2ef88024,4f9b53b74621de5d98a6210495851e8167f0fc548f4310a8a6c2cbbe98dd724c,,289,29,41,10,"[10, 8, 0, 11]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC3521,9062032-reverse,d3339ac14be02a4d7dcfeaadce7bc4c5ccfbd2063d8718e4a3423be5e2f6ff27,bc2bc9a63b13621370499a0b8823ff4bf73b850ebd9a4832c40bb7289bd16a15,,287,31,110,5,"[9, 5, 8, 9]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.9972439540570143,0.015419016767069344,0.8708290853198984,1.0734891642343478,
NGC3521,9062033-forward,88c74f38b33250e1242df43ba01c483bf9c7aa0985b6ad3a04ed35864de9ae8e,c430756d7bbd2c8a04a0dbd6388836d9ef7213c950dc5e52ca31780bf4575694,,384,20,3,15,"[9, 2, 0, 9]","{'calibration_pixels': True, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC3521,9062033-reverse,66a3638242122430f4d5cb73607e69e11231263f87708178b0d81e52a767f7f9,6a3a438d4cd8d8abd33ead94173f268c3483013a70b342165eaf2795814512ca,,192,40,148,0,"[10, 11, 8, 11]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.9890954116412928,0.04190223158341353,0.8657516955985288,1.1018931601527209,
NGC3521,9062034-forward,9cc5a5bf5bdee25d36d7980d59ef3a59da2a6262f9b2fd7bdc153bf15644ee53,9bbc3db9a02d195c1887969eb24f8a23608a6fd35d79641dea7181bd7ae57d77,,310,29,70,9,"[9, 5, 4, 11]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,1.039106496018558,-0.024166608845257065,0.9108687017608271,1.2096213775007612,
NGC3521,9062034-reverse,8b097e42f184de859d371d001d0ccaaeca7569d873c1476e832821b2d2227d6f,e68799c05c0f4baabebe27ecd0c4c9463699edc01b06fa6ee104284f33942f02,,266,31,81,6,"[10, 8, 4, 9]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.9492072441086937,0.047684583324997504,0.8564255093722788,1.047354103990475,
NGC3521,9062035-forward,1683896c56d5756a0fd5f0b8b53fd20b5b2de1d5c269c74e7f9563721921abd8,52be9b166487992eed3d386b0119ec29bf2b279e5fe24a6e234df2f94f9a669d,,376,23,30,13,"[9, 5, 0, 9]","{'calibration_pixels': True, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC3521,9062035-reverse,bedf69fd1d06582fb14d0624cd8877633179de23d8699440b06b3feea3962377,552e6ed66e0eaa341859ed6074a0ff866b05570878d944102515195a2150caf4,,200,37,121,2,"[10, 8, 8, 11]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,1.032256635242876,0.052807123461511445,0.8816565310771691,1.1155924889479885,
NGC4214,9062028-forward,084c90c9aa52108614cb1744c474d04bf972584c371ebc49beafd18f7752b5fc,d77ef38591be160bc0694bbb8d6fd4806bad879b3ceb7c4ae5ae29de96da14ab,,141,28,179,11,"[8, 7, 4, 9]","{'calibration_pixels': False, 'validation_pixels': True, 'validation_quadrants': True}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC4214,9062028-reverse,f771b9845c7b99ac790f58cb3305552d79261a1fa9241ae442431bea1589366f,b9c549e21e6e94744259e22ff29dbeba387ea400a914254995e1707a8850be5e,,267,15,134,22,"[1, 5, 1, 8]","{'calibration_pixels': True, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC4214,9062029-forward,0b5c979b5abb117cf0c654213fc23632460589457d65ae5bb2cd563050037ba0,ca7a7fbbc765e26e453603f2452b6f3cf226ec95c9c3a5595b13a23ba50004f5,,242,18,99,21,"[1, 7, 1, 9]","{'calibration_pixels': True, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC4214,9062029-reverse,353db6131e33b5ab2dc2ede7871a315c7f3352b895034520bb68a6d8ecec60b9,c1bc205a522302046e9531b95db217cec7dd23dcdaf533deaa7b68316f32a868,,166,25,214,12,"[8, 5, 4, 8]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.9917400664715605,0.053215440198467426,0.985971374735642,1.0251810486392412,
NGC4214,9062030-forward,62dba65b8e8d61ebc80d27fb43ab1b035b7bcde52f46b101ee0844f97334a1fb,455bbd05176c40165d4f8f86034753697bf917e7ecc36014ab648cd06b996f48,,166,28,236,9,"[8, 8, 4, 8]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,1.0109527429022076,0.09653670953851536,0.9138262136133368,1.1263077245651265,
NGC4214,9062030-reverse,a4753388c40d570b35a50b7597deec94f201de72e03318eea29619b7d728001f,33470862928fe38c5c5a4e23578dcb700acda2e9d17d1eab44901aa2392c9e99,,242,15,77,24,"[1, 4, 1, 9]","{'calibration_pixels': True, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC4214,9062031-forward,5ea973a3fe8b9c3c256dbc66dca37294b068534a8100996bedbbb53995deb503,0c6b44346a57797a5640d3066017895428a932ea0df3a3abc210b075927de915,,148,27,181,11,"[8, 7, 4, 8]","{'calibration_pixels': False, 'validation_pixels': True, 'validation_quadrants': True}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC4214,9062031-reverse,ef20dd9842cc1edaf1bdb7bcb1bcb4219f33bfd7c1918498d561faf41f304377,9064eec046b3fdd2f8590aad228dd8f3316c6bbc943d5eedf7a4ff851596d32d,,260,16,132,22,"[1, 5, 1, 9]","{'calibration_pixels': True, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC4214,9062032-forward,8b6c5854f7009da05497caef535626dd60c26dfeb8aee429a3710e5619fc9d47,cef47cb7a2d444b15975ff29ada70435c0b1d2377d9dca846410552a2823b6ea,,194,24,198,13,"[8, 8, 0, 8]","{'calibration_pixels': True, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC4214,9062032-reverse,92c9998569ec0d96eda1731fe56c351811e701b5e4d8536d5a4c27523432678e,f05f0082a0d6dc3b80131c1e43e57bf1b14ad9305f4d96ae6acf3d363b09f25c,,214,19,115,20,"[1, 4, 5, 9]","{'calibration_pixels': True, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC4214,9062033-forward,bcf2275fd5d37764dfec524e8a16b53241457389c25239608061e70d013b425b,c8f80a7825d7a5e3119c147ed0e45a46cbd53b7da4ef6c7118ab63b5d4ec522d,,227,17,107,21,"[1, 4, 4, 8]","{'calibration_pixels': True, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC4214,9062033-reverse,8653f98bbbadaccd26cd2219b4b668b0cb09860bc6a25f4fcf214109475bbc96,83d032548db110b06df5265720fb0adfc141a3cbef7ddcfc015add7e3820e511,,181,26,206,12,"[8, 8, 1, 9]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC4214,9062034-forward,2e78a603cdd6d27df4481b2cc248516bcdba1b9e7b993994566523da3f205f80,546118422bf88b37a110d1b2b5cdbad6b9f574369911710126e38f35d71d9408,,280,13,71,25,"[1, 4, 0, 8]","{'calibration_pixels': True, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC4214,9062034-reverse,a422a96d093609890ad2898db9124fc980a4c2a672a7b58150595e39b4181e29,2973fc1c74984faa37941c016bd96135d2ec65ad6e2b1f3c7ea3222272f51bcb,,128,30,242,8,"[8, 8, 5, 9]","{'calibration_pixels': False, 'validation_pixels': True, 'validation_quadrants': True}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC4214,9062035-forward,44e2b329abe76e821babcaf155b4e793b402b398d978001c0f0692ac8de6b25b,47827d8f1be4794ac03be1fb2d7c5d07482d9e646edacb1df044ff9831ed92a2,,249,17,147,21,"[1, 3, 4, 9]","{'calibration_pixels': True, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC4214,9062035-reverse,5d02201bf29f05b7bcd72731a166cfb310b359b55dd4c595ea9cac68526b56c1,63a4dabc3629f589923d1d66a92e61fc7a6c45066521541a44d77a2f8b7a5e62,,159,26,166,12,"[8, 9, 1, 8]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC5055,9062028-forward,77d56e024e84c321f9bbf576c805218b78ecb82bd4cd341791de4f0346b12399,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,,0,0,414,36,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC5055,9062028-reverse,68a8ae93a79d97455d69e5615172e322660cb027bc190ffc2ff219ec36a0b62c,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,309,42,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC5055,9062029-forward,d29745802da28dd39afb4ce481350f845d4dcee270549392b89e1e1c725c25e7,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,395,39,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC5055,9062029-reverse,0262e6f6206ac07b20668b84c8acea60c36f3267f1449b7ea320a2345f76a4f2,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,328,39,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC5055,9062030-forward,e5423b6116153dda84835ec75e18186311402e31d3e8ca930adb938cd846536e,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,362,40,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC5055,9062030-reverse,77838ac2c69cf0c1dad65aac604c9158ff8d88956e576a3a8e4a3c8ae3dc6047,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,361,38,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC5055,9062031-forward,6d87611baad23d066a059fd9d4425126345a6a3173625db3d21e85df1e7e3dfe,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,359,42,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC5055,9062031-reverse,969381a7b02fef7e86986d37f9368e02ea73718a1fa47d1f2b2a1bf44834a295,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,364,36,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC5055,9062032-forward,286785579b35628bd67fe89970f7c509641e7685ffe8a2f3967c89b97d35d12b,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,368,40,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
