axis_ratio	d4000	dapqual	daptype	dec	dn4000	drp3qual	g_minus_r_color	halpha_ew	hbeta	hdelta_a	hgamma_a	log_half_light_radius	log_snr	log_specific_sfr	log_stellar_mass	log_surface_brightness	log_surface_density	mangaid	mass_size_crossing_proxy	plateifu	ra	redshift	sersic_index	sfr_1re	sfr_tot	snr_med_g	minimum_predecessor_separation_arcsec	stellar_mass_msun	half_light_radius_kpc	dimensionless_potential	log_dimensionless_potential	internal_acceleration_m_s2	mean_stellar_density_msun_kpc3	log_mean_stellar_density	gema_zcomp_1mpc_percent	gema_zcomp_5mpc_percent	gema_footprint_1mpc	gema_footprint_5mpc	gema_nneigh	gema_q_nn	gema_dnn_mpc	gema_q_lss	gema_eta_k	gema_dkn_mpc
7.803567000000e-01	2.188385000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.908219909668e+01	1.965956000000e+00	0.000000000000e+00	8.228700000000e-01	2.513346000000e-01	1.926955000000e+00	-1.513723000000e+00	-5.507534000000e+00	5.076402894453e-01	1.284722346446e+00	-1.273677119651e+01	1.036418201665e+01	1.386244306569e-01	9.348901437755e+00	1-210735	-4.420630574155e+00	11943-6101	2.466222991943e+02	3.288549000000e-02	6.000000000000e+00	4.240439000000e-03	5.140693000000e-03	1.926293000000e+01	2.954500202459e+02	2.313034000021e+10	3.218402000000e+00	3.439225688925e-07	-6.463539323963e+00	3.112513524644e-10	1.656427907979e+08	8.219172539012e+00	6.000000000000e+01	6.182400131226e+01	1	1	214	-2.830307200000e+00	5.490990000000e-02	-2.641053700000e+00	8.355114000000e-01	5.185851000000e-01
7.537740000000e-01	2.231350000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.968385314941e+01	2.011865000000e+00	0.000000000000e+00	7.340100000000e-01	2.195032000000e-01	2.249366000000e+00	-2.223387000000e+00	-5.756316000000e+00	5.104193951501e-01	1.230656311335e+00	-1.268267762949e+01	1.004281720113e+01	-3.526450992868e-02	9.021978410826e+00	1-211024	-4.255779507838e+00	11943-9101	2.472490234375e+02	2.787399000000e-02	6.000000000000e+00	2.291604000000e-03	4.706614000000e-03	1.700812000000e+01	1.859770274030e+02	1.103614000010e+10	3.239063000000e+00	1.630484801162e-07	-6.787683245188e+00	1.466183137150e-10	7.753011111195e+07	7.889470406377e+00	6.615399932861e+01	5.509099960327e+01	1	1	245	-1.854881600000e+00	4.153200000000e-02	-1.685328000000e+00	2.619605600000e+00	1.318627000000e-01
9.202961000000e-01	2.022907000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.699746322632e+01	1.827426000000e+00	0.000000000000e+00	7.289900000000e-01	6.674334000000e-01	2.425120000000e+00	-6.928530000000e-01	-3.681850000000e+00	7.948259398898e-01	9.799401100525e-01	-1.231025578857e+01	1.050708140907e+01	-2.353825467346e-01	8.917429529292e+00	1-200602	-4.061301794701e+00	11944-6104	2.439694976807e+02	3.085275000000e-02	6.000000000000e+00	1.573351000000e-02	1.945002000000e-02	9.548609000000e+00	2.537911323651e+03	3.214262999986e+10	6.234849000000e+00	2.467029927905e-07	-6.607825581988e+00	1.152495766499e-10	3.166029667254e+07	7.500514980098e+00	3.750000000000e+01	5.400000000000e+01	1	1	159	-4.138956500000e+00	2.532787000000e-01	-3.516070800000e+00	-3.633932000000e-01	1.301532100000e+00
8.593348000000e-01	2.107406000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.870794296265e+01	1.902515000000e+00	0.000000000000e+00	7.529800000000e-01	8.069343000000e-01	2.340415000000e+00	-1.691742000000e+00	-4.503130000000e+00	4.846683349086e-01	1.097029514407e+00	-1.229901165432e+01	1.052487689059e+01	-2.414901295057e-01	9.555540220776e+00	1-135829	-4.535435942934e+00	11946-3704	2.505529327393e+02	6.251645000000e-02	5.681862000000e+00	1.682152000000e-02	2.995398000000e-02	1.250344000000e+01	2.157043122506e+03	3.348704999977e+10	3.052589000000e+00	5.249615610880e-07	-6.279872495487e+00	5.008988449630e-10	2.810497974013e+08	8.448783276562e+00	6.000000000000e+01	4.561399841309e+01	1	1	29	-2.022459000000e+00	1.168702000000e-01	-2.018648600000e+00	-2.009303000000e-01	1.148948600000e+00
9.502750000000e-01	1.396264000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.018114089966e+01	1.270489000000e+00	0.000000000000e+00	4.114200000000e-01	3.217144000000e+01	3.558840000000e+00	5.062085000000e+00	2.640394000000e+00	5.535959819843e-02	1.355175376619e+00	-1.071305327988e+01	9.129773650120e+00	-8.494087392483e-02	9.019054453723e+00	1-335523	-4.481847427762e+00	11963-1901	2.326440887451e+02	3.297291000000e-02	2.082017000000e+00	2.610480000000e-02	7.326014000000e-02	2.265559000000e+01	1.764146808309e+03	1.348260000000e+09	1.135951000000e+00	5.679799442490e-08	-7.245666999246e+00	1.456344980167e-10	2.195868082727e+08	8.341606246222e+00	2.500000000000e+01	4.436100006104e+01	1	1	64	-5.469700300000e+00	1.262820700000e+00	-5.180242500000e+00	-8.483469000000e-01	1.888452800000e+00
6.778941000000e-01	2.256869000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.536741828918e+01	2.025890000000e+00	0.000000000000e+00	8.260400000000e-01	1.007679000000e-01	1.766204000000e+00	-3.180390000000e+00	-6.561841000000e+00	2.657173437731e-01	1.431759435241e+00	-1.366029938741e+01	1.035446322424e+01	-2.768568540550e-02	9.823028536694e+00	1-272728	-4.778655596460e+00	11975-1901	2.508145751953e+02	5.478143000000e-02	6.000000000000e+00	4.944972000000e-04	2.114054000000e-03	2.702461000000e+01	1.278321593971e+03	2.261847000001e+10	1.843815000000e+00	5.870361272123e-07	-6.231335170701e+00	9.273386186032e-10	8.614351398404e+08	8.935222583618e+00	1.000000000000e+02	8.000000000000e+01	1	1	36	-2.399968400000e+00	1.183395000000e-01	-2.315690500000e+00	-5.508890000000e-02	1.027275200000e+00
9.096060000000e-01	1.373380000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.565089416504e+01	1.238740000000e+00	0.000000000000e+00	4.499500000000e-01	3.962186000000e+01	4.082552000000e+00	5.709382000000e+00	3.496092000000e+00	3.433449714034e-01	1.178728379198e+00	-1.040985273065e+01	9.237597518967e+00	-3.876806630097e-01	8.550907576160e+00	1-325760	-4.103781302379e+00	11975-1902	2.528002014160e+02	3.583340000000e-02	1.342369000000e+00	6.725813000000e-02	1.465247000000e-01	1.509136000000e+01	3.482364342858e+03	1.728213999999e+09	2.204677000000e+00	3.751211027155e-08	-7.425828503604e+00	4.955841243310e-11	3.850117603778e+07	7.585473995454e+00	8.750000000000e+01	7.629599761963e+01	1	1	112	-5.199453800000e+00	4.844671000000e-01	-3.897580400000e+00	1.820828000000e-01	8.563071000000e-01
6.272535000000e-01	1.678220000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.435217666626e+01	1.416016000000e+00	0.000000000000e+00	6.785500000000e-01	2.125255000000e+01	3.460469000000e+00	4.241571000000e+00	1.623940000000e+00	5.625456335614e-01	1.043002902986e+00	-1.084842848063e+01	1.006138009064e+01	-4.435815822045e-01	8.936288823518e+00	1-270469	-4.186871594978e+00	11975-6101	2.518769073486e+02	4.547224000000e-02	1.803679000000e+00	1.632870000000e-01	2.659689000000e-01	1.104086000000e+01	2.760325854164e+03	1.151807999997e+10	3.652125000000e+00	1.509222968182e-07	-6.821246594089e+00	1.203645601103e-10	5.644878266275e+07	7.751654580653e+00	1.000000000000e+02	6.666699981689e+01	1	1	53	-3.521102400000e+00	3.584669000000e-01	-3.154042200000e+00	1.258469000000e-01	8.940769000000e-01
2.902175000000e-01	1.986510000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.465544319153e+01	1.657986000000e+00	0.000000000000e+00	8.431100000000e-01	6.924709000000e+00	2.850960000000e+00	2.459862000000e+00	-1.898631000000e+00	8.272294620154e-01	8.279706000017e-01	-1.139455847720e+01	1.005373822341e+01	-7.658356608599e-01	8.399279299375e+00	1-325995	-3.786024918680e+00	11977-12701	2.538122253418e+02	4.607323000000e-02	9.338627000000e-01	4.562257000000e-02	1.046764000000e-01	6.729311000000e+00	7.233275768112e+02	1.131718000011e+10	6.717837000000e+00	8.061720001523e-08	-7.093572289773e+00	3.495337439475e-11	8.911713746447e+06	6.949961228061e+00	8.333300018311e+01	6.351399993896e+01	1	1	50	-2.652375200000e+00	1.979375000000e-01	-2.417604200000e+00	4.231777000000e-01	7.116470000000e-01
7.024676000000e-01	1.736182000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.407661056519e+01	1.469744000000e+00	0.000000000000e+00	7.152800000000e-01	1.309645000000e+01	3.641936000000e+00	4.366707000000e+00	1.296455000000e+00	4.146090560076e-01	1.287694934085e+00	-1.102370147040e+01	1.017510196843e+01	-1.185325441198e-01	9.345883856419e+00	1-273185	-4.465637400206e+00	11977-3701	2.528801269531e+02	4.782199000000e-02	2.604814000000e+00	1.417100000000e-01	2.020453000000e-01	1.939523000000e+01	3.749459525088e+03	1.496586999985e+10	2.597820000000e+00	2.756841902881e-07	-6.559588138746e+00	3.090961999719e-10	2.037915587374e+08	8.309186191105e+00	7.777799987793e+01	6.533300018311e+01	1	1	52	-3.774447400000e+00	4.001645000000e-01	-3.464259100000e+00	1.296933000000e-01	8.914412000000e-01
5.700158000000e-01	2.195208000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.582600975037e+01	1.920711000000e+00	0.000000000000e+00	8.846700000000e-01	1.314698000000e+00	2.558075000000e+00	-6.955225000000e-01	-4.862827000000e+00	4.872051413531e-01	9.931894282094e-01	-1.215103911966e+01	1.007949816536e+01	-3.958059259950e-01	9.105087882652e+00	1-325727	-4.308941370649e+00	11977-3702	2.540049743652e+02	4.651541000000e-02	3.565645000000e+00	8.481234000000e-03	2.168668000000e-02	9.844404000000e+00	3.288818916269e+03	1.200876000006e+10	3.070472000000e+00	1.871595416052e-07	-6.727788027161e+00	1.775406036264e-10	9.903623735250e+07	7.995794131998e+00	1.000000000000e+02	6.000000000000e+01	1	1	18	-5.240643500000e+00	1.058222300000e+00	-4.615061800000e+00	-1.073158200000e+00	2.244105300000e+00
5.470839000000e-01	1.950610000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.492427825928e+01	1.658893000000e+00	0.000000000000e+00	7.972300000000e-01	5.160144000000e+00	2.535992000000e+00	1.434286000000e+00	-2.648548000000e+00	6.422455370955e-01	9.064443021555e-01	-1.150546916745e+01	1.017426076423e+01	-5.961001649688e-01	8.889769690039e+00	1-325958	-4.123762076472e+00	11977-9102	2.554412078857e+02	5.033602000000e-02	1.580956000000e+00	4.664355000000e-02	8.060449000000e-02	8.062028000000e+00	1.749059816850e+03	1.493691000000e+10	4.387787000000e+00	1.629049106386e-07	-6.788065824033e+00	1.081382904349e-10	4.221196249895e+07	7.625435543641e+00	1.000000000000e+02	5.111100006104e+01	1	1	23	-3.429241400000e+00	4.599459000000e-01	-2.873100800000e+00	4.198892000000e-01	7.134454000000e-01
8.741826000000e-01	1.744915000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.397228813171e+01	1.518555000000e+00	0.000000000000e+00	7.204800000000e-01	9.267730000000e+00	3.166080000000e+00	2.939397000000e+00	9.809909000000e-02	9.571311217247e-01	9.546396107783e-01	-1.131580843514e+01	1.054487384323e+01	-6.124838194692e-01	8.630611599785e+00	1-273213	-3.836740239030e+00	11979-12703	2.529135131836e+02	3.560899000000e-02	2.122478000000e+00	1.694593000000e-01	3.920299000000e-01	9.008233000000e+00	3.792656837058e+03	3.506499999961e+10	9.060060999999e+00	1.852088223715e-07	-6.732338329663e+00	5.954172454569e-11	1.125620175519e+07	7.051391868753e+00	8.000000000000e+01	7.187500000000e+01	1	1	122	-2.944050300000e+00	2.958587000000e-01	-2.671409100000e+00	5.232693000000e-01	6.590232000000e-01
9.602631000000e-01	1.974726000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.389184188843e+01	1.736529000000e+00	0.000000000000e+00	6.685600000000e-01	1.688049000000e-01	2.425248000000e+00	-5.167548000000e-01	-3.436597000000e+00	3.123728719271e-01	9.427056890186e-01	-1.299079603393e+01	9.336072699121e+00	-5.993366617832e-01	8.711326955267e+00	1-270517	-4.199477041670e+00	11979-1901	2.526097106934e+02	3.464325000000e-02	1.811553000000e+00	2.214505000000e-04	1.008182000000e-03	8.764067000000e+00	3.096932123393e+03	2.168066999999e+09	2.052924000000e+00	5.053808436118e-08	-7.296381223974e+00	7.170290723368e-11	5.982262613005e+07	7.776865474037e+00	8.181800079346e+01	6.478900146484e+01	1	1	103	-2.940029400000e+00	1.119707000000e-01	-2.799771300000e+00	3.607171000000e-01	7.465945000000e-01
8.238722000000e-01	2.231078000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.284710884094e+01	2.001466000000e+00	0.000000000000e+00	9.220900000000e-01	3.057004000000e-01	1.914724000000e+00	-1.593506000000e+00	-6.299288000000e+00	2.347713069116e-01	1.411624419211e+00	-1.261437513252e+01	1.018107088537e+01	-4.651121085681e-02	9.711528271542e+00	1-270677	-4.738378482315e+00	11979-1902	2.539776000977e+02	4.694583000000e-02	6.000000000000e+00	3.687192000000e-03	1.021433000000e-02	2.580028000000e+01	1.917338468688e+03	1.517298000017e+10	1.717004000000e+00	4.228813451952e-07	-6.373781472710e+00	7.173615266809e-10	7.155967431662e+08	8.854668355333e+00	6.666699981689e+01	5.428599929810e+01	1	1	42	-3.022727000000e-01	3.014980000000e-02	-3.022666000000e-01	1.874310000000e-02	9.706801000000e-01
8.758470000000e-01	1.714759000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.412447547913e+01	1.457790000000e+00	0.000000000000e+00	7.827500000000e-01	1.326840000000e+01	3.210345000000e+00	3.253294000000e+00	4.095815000000e-01	4.350892665430e-01	1.088427057142e+00	-1.108540869377e+01	1.004731108954e+01	-4.187096184038e-01	9.177132556453e+00	1-270506	-4.371021644955e+00	11979-3702	2.522710418701e+02	4.645506000000e-02	1.730499000000e+00	9.160146000000e-02	2.048957000000e-01	1.225821000000e+01	3.769991692890e+03	1.115093000003e+10	2.723261000000e+00	1.959479714600e-07	-6.707859228171e+00	2.095763951409e-10	1.318119183329e+08	8.119954680609e+00	1.000000000000e+02	6.547599792480e+01	1	1	59	-3.214971500000e+00	3.475509000000e-01	-2.960560800000e+00	6.032996000000e-01	6.197606000000e-01
6.103443000000e-01	2.162138000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.393843269348e+01	1.863047000000e+00	0.000000000000e+00	8.796100000000e-01	2.122983000000e+00	2.301687000000e+00	-6.607756000000e-01	-4.243074000000e+00	5.302690004358e-01	1.087885011653e+00	-1.185257920431e+01	1.018732439792e+01	-4.281498417247e-01	9.126786397053e+00	1-273237	-4.298258698308e+00	11979-3703	2.531907653809e+02	4.690453000000e-02	2.941738000000e+00	2.161450000000e-02	3.258936000000e-02	1.224292000000e+01	3.555966824848e+03	1.539303999985e+10	3.390541000000e+00	2.172572841652e-07	-6.663025653684e+00	1.866363388408e-10	9.428200014980e+07	7.974428787310e+00	8.571399688721e+01	7.065200042725e+01	1	1	70	-3.054787600000e+00	1.983389000000e-01	-2.295689100000e+00	1.320165500000e+00	3.574939000000e-01
5.342010000000e-01	2.148032000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.321503639221e+01	1.898496000000e+00	0.000000000000e+00	7.837300000000e-01	1.228509000000e+00	2.207045000000e+00	-1.542562000000e+00	-5.348362000000e+00	7.032271321831e-01	1.172130145218e+00	-1.210930748273e+01	1.033512237140e+01	-2.387814369093e-01	8.928668107033e+00	1-273110	-4.112720487425e+00	11979-3704	2.521406860352e+02	3.573745000000e-02	2.637190000000e+00	1.681957000000e-02	2.929550000000e-02	1.486381000000e+01	7.386592753850e+02	2.163328000002e+10	5.049253000000e+00	2.050284781251e-07	-6.688185811951e+00	1.182709040434e-10	4.011920934828e+07	7.603352365548e+00	8.333300018311e+01	6.729599761963e+01	1	1	116	-4.931318300000e+00	3.541233000000e-01	-3.351224400000e+00	3.642005000000e-01	7.446011000000e-01
9.701429000000e-01	2.032736000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-2.251458913088e-01	1.834371000000e+00	0.000000000000e+00	8.224100000000e-01	1.254414000000e-01	2.030537000000e+00	-1.218405000000e+00	-5.077155000000e+00	2.713626896693e-01	1.232830234100e+00	-1.299202907529e+01	1.000400951580e+01	-1.724905086579e-01	9.461284136463e+00	1-32848	-4.594960723397e+00	12073-1902	1.481284332275e+01	4.471385000000e-02	6.000000000000e+00	1.027970000000e-03	3.389202000000e-03	1.709347000000e+01	1.571732683660e+03	1.009274999998e+10	1.867939000000e+00	2.585626409361e-07	-6.587434225037e+00	4.031753261331e-10	3.696858581222e+08	8.567832837490e+00	1.000000000000e+02	6.962000274658e+01	1	1	197	-1.353702200000e+00	5.861410000000e-02	-1.350771900000e+00	1.502773000000e-01	8.774682000000e-01
9.506450000000e-01	2.153176000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.336777496338e+01	1.929392000000e+00	0.000000000000e+00	6.939000000000e-01	2.055957000000e-01	2.128974000000e+00	-1.799823000000e+00	-5.195775000000e+00	4.191309621940e-01	1.039590577427e+00	-1.260419098617e+01	1.094130467118e+01	-4.273310771371e-01	1.010304274679e+01	12-84670	-4.841955892297e+00	7443-3702	2.305983428955e+02	1.104510000000e-01	6.000000000000e+00	2.173270000000e-02	3.820175000000e-02	1.095445000000e+01	2.184178623034e+03	8.735840000072e+10	2.625010000000e+00	1.592548465021e-06	-5.797907342182e+00	1.767065127354e-09	1.152983720389e+09	9.061823175296e+00	1.000000000000e+02	5.625000000000e+01	1	1	9	-3.931715300000e+00	1.061882300000e+00	-3.834322500000e+00	-1.326397600000e+00	2.725563800000e+00
8.538060000000e-01	2.202735000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.359890365601e+01	1.962674000000e+00	0.000000000000e+00	8.492000000000e-01	1.148647000000e-01	2.083230000000e+00	-1.778693000000e+00	-5.942558000000e+00	4.994451296986e-01	7.971192181395e-01	-1.309362834949e+01	1.095890535571e+01	-4.924914329741e-01	9.960015096316e+00	1-177735	-4.730284983308e+00	7958-3701	2.575338439941e+02	1.101130000000e-01	6.000000000000e+00	7.332921000000e-03	2.676496000000e-02	6.267859000000e+00	2.313826660419e+03	9.097149999942e+10	3.158240000000e+00	1.378412411220e-06	-5.860620825157e+00	1.271232261081e-09	6.894159984053e+08	8.838481357312e+00	7.500000000000e+01	6.250000000000e+01	1	1	15	-7.502028000000e-01	9.324710000000e-02	-7.477767000000e-01	-2.146475000000e-01	1.161109000000e+00
8.429840000000e-01	2.048144000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.174691581726e+01	1.787469000000e+00	0.000000000000e+00	7.927000000000e-01	1.438653000000e+00	2.314392000000e+00	-6.281127000000e-01	-3.716168000000e+00	4.715044045753e-01	9.386948086225e-01	-1.202083962179e+01	1.092460126842e+01	-4.585905135069e-01	9.981592459265e+00	1-177493	-4.755044027345e+00	7960-3701	2.570857543945e+02	1.081190000000e-01	2.867160000000e+00	8.012382000000e-02	1.337919000000e-01	8.683500000000e+00	1.695946008450e+03	8.406230000085e+10	2.961450000000e+00	1.358362903726e-06	-5.866984187323e+00	1.335987112392e-09	7.726795983578e+08	8.887999445392e+00	1.000000000000e+02	8.333300018311e+01	1	1	5	-2.848331900000e+00	2.823270000000e-01	-2.845354600000e+00	-2.006339100000e+00	4.593074800000e+00
9.540560000000e-01	2.157146000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.801400566101e+01	1.958544000000e+00	0.000000000000e+00	8.853000000000e-01	3.112737000000e-01	2.017934000000e+00	-1.794314000000e+00	-5.776438000000e+00	4.408429887455e-01	8.261705313959e-01	-1.278824409918e+01	1.095349584655e+01	-4.913162516372e-01	1.007180986905e+01	1-177796	-4.815483440154e+00	7962-3702	2.590637512207e+02	1.071990000000e-01	6.000000000000e+00	1.463025000000e-02	4.609434000000e-02	6.701477000000e+00	3.597024724529e+02	8.984540000102e+10	2.759580000000e+00	1.558015617227e-06	-5.807428193363e+00	1.644446233816e-09	1.020653363297e+09	9.008878271011e+00	1.000000000000e+02	7.500000000000e+01	1	1	18	-5.039939000000e-01	4.360330000000e-02	-4.680467000000e-01	-8.583836000000e-01	1.903056500000e+00
9.001900000000e-01	2.131230000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.983852535486e-01	1.914775000000e+00	0.000000000000e+00	8.207000000000e-01	8.767251000000e-01	2.208930000000e+00	-1.760311000000e+00	-5.357362000000e+00	4.778632640464e-01	9.859143882197e-01	-1.221961368202e+01	1.029809950040e+01	-4.348459541363e-01	9.342372972308e+00	1-179248	-4.432254854131e+00	7964-3702	3.150167236328e+02	5.127480000000e-02	4.831170000000e+00	1.198080000000e-02	1.975163000000e-02	9.680870000000e+00	1.565291116470e+03	1.986549999995e+10	3.005130000000e+00	3.163407829567e-07	-6.499844814814e+00	3.066075054662e-10	1.747515751272e+08	8.242421098958e+00	1.000000000000e+02	6.760600280762e+01	1	1	76	-4.989935900000e+00	5.853498000000e-01	-3.455886100000e+00	3.107230000000e-02	9.615379000000e-01
8.497770000000e-01	2.238619000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.064420413971e+01	2.041898000000e+00	0.000000000000e+00	8.047000000000e-01	2.813454000000e-01	2.006600000000e+00	-2.134632000000e+00	-6.131109000000e+00	6.363153478752e-01	1.004546202720e+00	-1.254960331553e+01	1.112896761563e+01	-3.940163468884e-01	9.856336919881e+00	1-114171	-4.610010786003e+00	7975-3702	3.232963256836e+02	8.814050000000e-02	6.000000000000e+00	3.796333000000e-02	4.816476000000e-02	1.010523000000e+01	8.669756000898e+02	1.345759999995e+11	4.328280000000e+00	1.487891341848e-06	-5.827428783413e+00	1.001259683576e-09	3.962168698622e+08	8.597932962702e+00	1.000000000000e+02	5.434799957275e+01	1	1	25	-1.643466000000e+00	1.321833000000e-01	-1.427020400000e+00	1.304494200000e+00	3.618199000000e-01
8.237460000000e-01	2.065879000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.088566970825e+01	1.877955000000e+00	0.000000000000e+00	7.900000000000e-01	4.842377000000e-02	2.063402000000e+00	-1.581938000000e+00	-5.133371000000e+00	7.747446369298e-01	9.165735867796e-01	-1.326937434280e+01	1.103296509142e+01	-5.486294892854e-01	9.483475817559e+00	1-338389	-4.354365590315e+00	8131-1901	1.125577468872e+02	7.237190000000e-02	6.000000000000e+00	5.802174000000e-03	6.101767000000e-03	8.252273000000e+00	2.297227606281e+03	1.078860000004e+11	5.953120000000e+00	8.672402047948e-07	-6.061860596678e+00	4.243123055815e-10	1.220794520587e+08	8.086642571328e+00	5.000000000000e+01	4.230799865723e+01	1	1	23	-1.031883200000e+00	8.882180000000e-02	-9.943388000000e-01	-4.607047000000e-01	1.402465100000e+00
8.901510000000e-01	2.114887000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.989684677124e+01	1.912382000000e+00	0.000000000000e+00	7.564000000000e-01	1.711159000000e-01	2.087507000000e+00	-1.530393000000e+00	-5.622579000000e+00	5.244272811282e-01	8.116166237643e-01	-1.288712116555e+01	1.098203230536e+01	-6.288635800535e-01	9.933177743107e+00	1-338279	-4.704375230989e+00	8131-1902	1.126036834717e+02	1.178490000000e-01	6.000000000000e+00	1.244260000000e-02	1.843099000000e-02	6.480621000000e+00	1.745055723037e+03	9.594719999925e+10	3.345240000000e+00	1.372536722970e-06	-5.862476026936e+00	1.195054062480e-09	6.118737933195e+08	8.786661852673e+00	5.000000000000e+01	6.086999893188e+01	1	1	14	-4.499683400000e+00	1.260752600000e+00	-3.959410200000e+00	-1.553924900000e+00	3.245628400000e+00
6.800820000000e-01	2.134101000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.337483978271e+01	1.894274000000e+00	0.000000000000e+00	7.165000000000e-01	8.585293000000e-01	2.321081000000e+00	-1.201623000000e+00	-5.415008000000e+00	7.059064557003e-01	1.186571003535e+00	-1.231035156802e+01	1.063845031846e+01	-2.146900290764e-01	9.226637407062e+00	1-43723	-4.260365475681e+00	8137-3701	1.167035751343e+02	4.156390000000e-02	4.887020000000e+00	2.128623000000e-02	3.156232000000e-02	1.536636000000e+01	1.170402027212e+03	4.349609999976e+10	5.080500000000e+00	4.096970261705e-07	-6.387537188408e+00	2.348806372564e-10	7.918489443089e+07	7.898642342057e+00	8.750000000000e+01	4.189199829102e+01	1	1	33	-2.206441600000e+00	2.598567000000e-01	-2.176647700000e+00	6.466302000000e-01	5.994879000000e-01
7.594610000000e-01	1.599097000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.551027297974e+01	1.403719000000e+00	0.000000000000e+00	6.911000000000e-01	1.031181000000e+01	3.226065000000e+00	3.485063000000e+00	9.716882000000e-01	9.175984501793e-01	9.472481512514e-01	-1.117619477685e+01	1.051240286722e+01	-7.647066912490e-01	8.677205966865e+00	1-548136	-3.879803758343e+00	8138-9101	1.173025894165e+02	5.320250000000e-02	1.849880000000e+00	2.168743000000e-01	4.403079000000e-01	8.856215000000e+00	1.751190898005e+02	3.253889999971e+10	8.271770000000e+00	1.882449636766e-07	-6.725276634127e+00	6.628507871112e-11	1.372520713564e+07	7.137518907380e+00	5.000000000000e+01	7.352899932861e+01	1	1	28	-5.168177100000e+00	1.430375900000e+00	-3.802146400000e+00	-1.024351600000e+00	2.161595100000e+00
3.959220000000e-01	2.127210000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.229376220703e+01	1.873664000000e+00	0.000000000000e+00	8.801000000000e-01	1.454718000000e+00	2.464297000000e+00	-1.171703000000e+00	-3.587860000000e+00	8.742231354153e-01	9.706977504108e-01	-1.209513637099e+01	1.080687090233e+01	-4.537218184809e-01	9.058424631501e+00	1-121236	-4.092100748043e+00	8139-6104	1.163741073608e+02	6.078580000000e-02	2.167200000000e+00	5.149138000000e-02	1.263772000000e-01	9.347549000000e+00	3.823830575131e+03	6.410189999979e+10	7.485539999999e+00	4.097950571559e-07	-6.387433284253e+00	1.594536411821e-10	3.648487702605e+07	7.562112886782e+00	6.000000000000e+01	5.000000000000e+01	1	1	25	-1.217900600000e+00	1.276923000000e-01	-1.215611800000e+00	-6.222415000000e-01	1.587587500000e+00
9.152990000000e-01	2.017848000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.739857101440e+01	1.815664000000e+00	0.000000000000e+00	7.342000000000e-01	7.610508000000e-01	2.301072000000e+00	-5.986836000000e-01	-4.035059000000e+00	5.288832917249e-01	9.373331522022e-01	-1.212468367065e+01	1.057982816666e+01	-3.446333323187e-01	9.522061583208e+00	1-146016	-4.496589145742e+00	8148-6101	1.188397521973e+02	6.524650000000e-02	5.976470000000e+00	2.851967000000e-02	4.229791000000e-02	8.656317000000e+00	1.987876019309e+03	3.800390000017e+10	3.379740000000e+00	5.381010305204e-07	-6.269136176233e+00	4.637366204168e-10	2.350118072141e+08	8.371089682183e+00	7.142900085449e+01	4.444400024414e+01	1	1	24	-3.632894300000e+00	4.237292000000e-01	-2.799451400000e+00	4.566664000000e-01	6.935882000000e-01
