sohn_objID,RAJ2000,DEJ2000,z,rmag,member_Mm,simard_matched,match_sep_arcsec,objID_agrees,simard_objID,simard_z,simard_Sp,simard_Scale,simard_gg2d,simard_rg2d,simard_Rhlr,simard_Rchl_r,simard_Rhlg,simard_Rchl_g,simard_e,simard_e_e,simard_phi,simard_e_phi,simard_ng,simard_e_ng
1237655744020218550,228.100445,+05.495467,0.22061,20.39,N,0,145.115,,,,,,,,,,,,,,,,,
1237655744020218553,228.103392,+05.524313,0.32371,20.40,N,0,144.458,,,,,,,,,,,,,,,,,
1237655744020218590,228.115294,+05.505416,0.28102,20.88,N,0,114.447,,,,,,,,,,,,,,,,,
1237655744020218610,228.126963,+05.589487,0.22893,19.29,N,0,87.017,,,,,,,,,,,,,,,,,
1237655744020218639,228.137316,+05.623012,0.27158,20.54,N,0,47.763,,,,,,,,,,,,,,,,,
1237655744020218648,228.133909,+05.562926,0.19428,20.25,N,0,101.484,,,,,,,,,,,,,,,,,
1237655744020218656,228.136598,+05.545869,0.53993,20.51,N,0,91.140,,,,,,,,,,,,,,,,,
1237655744020218660,228.150153,+05.693334,0.29802,19.52,N,0,57.370,,,,,,,,,,,,,,,,,
1237655744020218663,228.141218,+05.586922,0.38974,20.22,N,0,123.298,,,,,,,,,,,,,,,,,
1237655744020218669,228.143382,+05.567149,0.62912,20.88,N,0,99.393,,,,,,,,,,,,,,,,,
1237655744020218694,228.143279,+05.504794,0.42833,20.50,N,0,14.186,,,,,,,,,,,,,,,,,
1237655744020218703,228.152397,+05.579894,0.22048,20.20,N,0,124.373,,,,,,,,,,,,,,,,,
1237655744020218705,228.157082,+05.623853,0.22009,19.50,N,0,28.081,,,,,,,,,,,,,,,,,
1237655744020218713,228.159915,+05.617833,0.47496,20.33,N,0,35.324,,,,,,,,,,,,,,,,,
1237655744020218717,228.167318,+05.686265,0.39761,20.16,N,0,119.264,,,,,,,,,,,,,,,,,
1237655744020218745,228.174423,+05.650403,0.22072,19.06,N,0,155.767,,,,,,,,,,,,,,,,,
1237655744020218749,228.173247,+05.638327,0.55244,20.87,N,0,105.529,,,,,,,,,,,,,,,,,
1237655744020218754,228.166510,+05.523321,0.05247,19.51,N,0,72.798,,,,,,,,,,,,,,,,,
1237655744020218771,228.176819,+05.581816,0.39063,20.81,N,0,58.601,,,,,,,,,,,,,,,,,
1237655744020218775,228.183683,+05.637149,0.47379,20.22,N,0,134.690,,,,,,,,,,,,,,,,,
1237655744020283409,228.206844,+05.679220,0.04210,16.42,N,1,0.119,0,587730022795378704,0.0860,-1,1.613,16.69,15.89,8.79,5.49,8.79,5.49,0.75,0.00,105.16,0.06,2.33,0.03
1237655744020283536,228.185362,+05.567938,0.08184,17.02,Y,1,0.030,0,587730022795378845,0.0818,2,1.541,17.90,16.99,3.11,2.63,3.11,2.63,0.34,0.02,120.12,2.04,5.28,0.29
1237655744020283545,228.195107,+05.483982,0.03551,17.13,N,1,0.026,0,587730022795378857,0.0355,2,0.706,17.81,17.32,3.21,2.38,3.21,2.38,0.51,0.01,5.50,0.93,0.85,0.05
1237655744020283550,228.209748,+05.603822,0.07327,17.17,Y,1,0.044,0,587730022795378859,0.0734,2,1.396,17.81,17.13,4.82,4.58,4.82,4.58,0.11,0.03,12.27,9.68,3.57,0.27
1237655744020283551,228.210701,+05.601415,0.07589,18.13,Y,0,9.291,,,,,,,,,,,,,,,,,
1237655744020283557,228.212740,+05.546806,0.07415,17.16,Y,1,0.039,0,587730022795378864,0.0743,2,1.412,18.05,17.28,5.14,3.57,5.14,3.57,0.61,0.01,61.37,0.86,2.08,0.09
1237655744020283751,228.245875,+05.656866,0.04215,19.14,N,0,161.429,,,,,,,,,,,,,,,,,
1237655744020283762,228.195023,+05.630667,0.08120,20.17,Y,0,110.130,,,,,,,,,,,,,,,,,
1237655744020283773,228.235843,+05.610062,0.07803,18.86,Y,0,96.113,,,,,,,,,,,,,,,,,
1237655744020283775,228.229900,+05.511181,0.03506,19.54,N,0,158.554,,,,,,,,,,,,,,,,,
1237655744020283777,228.249285,+05.570889,0.04087,20.01,N,0,157.004,,,,,,,,,,,,,,,,,
1237655744020283835,228.191074,+05.665418,0.51735,20.68,N,0,75.270,,,,,,,,,,,,,,,,,
1237655744020283843,228.187135,+05.576764,0.22956,19.81,N,0,32.390,,,,,,,,,,,,,,,,,
1237655744020283848,228.181581,+05.503736,0.39169,20.54,N,0,86.053,,,,,,,,,,,,,,,,,
1237655744020283852,228.195394,+05.634735,0.24154,19.40,N,0,122.618,,,,,,,,,,,,,,,,,
1237655744020283858,228.198741,+05.658385,0.13990,19.77,N,0,80.510,,,,,,,,,,,,,,,,,
1237655744020283885,228.193504,+05.511683,0.70031,21.61,N,0,99.895,,,,,,,,,,,,,,,,,
1237655744020283888,228.198827,+05.565754,0.39129,19.98,N,0,48.855,,,,,,,,,,,,,,,,,
1237655744020283895,228.197452,+05.513029,0.04238,19.77,N,0,104.915,,,,,,,,,,,,,,,,,
1237655744020283903,228.204303,+05.559263,0.09510,18.18,N,0,54.091,,,,,,,,,,,,,,,,,
1237655744020283911,228.210517,+05.593481,0.42790,20.37,N,0,37.319,,,,,,,,,,,,,,,,,
1237655744020283922,228.207368,+05.505181,0.39124,19.83,N,0,88.079,,,,,,,,,,,,,,,,,
1237655744020283939,228.223835,+05.603935,0.51670,19.97,N,0,50.430,,,,,,,,,,,,,,,,,
1237655744020283951,228.219554,+05.521429,0.09484,20.00,N,0,94.568,,,,,,,,,,,,,,,,,
1237655744020283957,228.219143,+05.493385,0.28135,19.68,N,0,92.571,,,,,,,,,,,,,,,,,
1237655744020283959,228.227399,+05.612454,0.47436,20.60,N,0,70.426,,,,,,,,,,,,,,,,,
1237655744020283963,228.230433,+05.618574,0.47383,21.23,N,0,91.142,,,,,,,,,,,,,,,,,
1237655744020283977,228.226872,+05.525947,0.38940,19.76,N,0,90.563,,,,,,,,,,,,,,,,,
1237655744020283979,228.228936,+05.544975,0.38939,20.24,N,0,58.372,,,,,,,,,,,,,,,,,
1237655744020283994,228.232057,+05.566293,0.20790,21.82,N,0,98.514,,,,,,,,,,,,,,,,,
1237655744020284006,228.244791,+05.676662,0.22022,20.63,N,0,136.308,,,,,,,,,,,,,,,,,
1237655744020284010,228.234789,+05.533043,0.09473,20.17,N,0,93.235,,,,,,,,,,,,,,,,,
1237655744020284024,228.239685,+05.555147,0.39671,20.53,N,0,101.070,,,,,,,,,,,,,,,,,
1237655744020284032,228.247944,+05.596362,0.17394,19.67,N,0,139.417,,,,,,,,,,,,,,,,,
1237655744020284074,228.272323,+05.673483,0.47570,20.14,N,0,235.537,,,,,,,,,,,,,,,,,
1237655744556695839,227.290133,+06.063829,0.07316,17.55,Y,1,0.041,0,587730023331790968,0.0732,2,1.393,17.71,17.45,6.88,6.76,6.88,6.76,0.04,0.03,172.36,18.40,2.25,0.17
1237655744556695879,227.315359,+06.029926,0.07736,17.46,Y,1,0.045,0,587730023331791134,0.0774,2,1.466,18.44,17.59,3.62,2.48,3.62,2.48,0.63,0.01,12.92,0.91,1.79,0.13
1237655744556695915,227.302074,+06.061505,0.22614,18.56,N,0,43.527,,,,,,,,,,,,,,,,,
1237655744556695924,227.309966,+06.023038,0.14271,19.36,N,0,31.434,,,,,,,,,,,,,,,,,
1237655744556761105,227.327205,+06.003193,0.09605,17.21,N,1,0.021,0,587730023331856399,0.0961,2,1.780,17.73,17.30,1.38,1.37,1.38,1.37,0.07,0.03,-20.10,7.72,1.51,0.11
1237655744556761106,227.318573,+06.002189,0.07859,20.50,Y,0,31.096,,,,,,,,,,,,,,,,,
1237655744556761157,227.403397,+06.127796,0.32313,19.95,N,0,85.688,,,,,,,,,,,,,,,,,
1237655744556761173,227.428396,+06.041016,0.17201,18.87,N,0,64.586,,,,,,,,,,,,,,,,,
1237655744556761174,227.422578,+06.034885,0.22843,19.76,N,0,40.612,,,,,,,,,,,,,,,,,
1237655744556761176,227.427168,+06.030583,0.08366,19.06,Y,0,49.729,,,,,,,,,,,,,,,,,
1237655744556761185,227.429695,+06.025138,0.17184,19.15,N,0,58.965,,,,,,,,,,,,,,,,,
1237655744556761229,227.467018,+06.110010,0.09461,18.59,N,0,66.856,,,,,,,,,,,,,,,,,
1237655744556761230,227.462220,+06.112515,0.35855,20.19,N,0,65.422,,,,,,,,,,,,,,,,,
1237655744556761270,227.339021,+06.041600,0.17682,18.68,N,0,94.537,,,,,,,,,,,,,,,,,
1237655744556761283,227.346365,+06.019776,0.29416,19.53,N,0,90.956,,,,,,,,,,,,,,,,,
1237655744556761310,227.371289,+06.054540,0.20635,17.81,N,1,0.004,0,587730023331856632,0.1926,-1,3.203,18.92,17.79,6.92,5.53,6.92,5.53,0.41,0.02,60.00,2.30,1.38,0.15
1237655744556761329,227.380639,+05.977813,0.22406,19.30,N,0,108.110,,,,,,,,,,,,,,,,,
1237655744556761354,227.410434,+06.039283,0.07837,16.49,Y,1,0.024,0,587730023331856657,0.0738,-1,1.403,17.00,16.57,6.16,5.78,6.16,5.78,0.12,0.01,102.35,2.74,0.81,0.03
1237655744556761363,227.413490,+06.028125,0.05213,16.92,N,1,0.040,0,587730023331856659,0.0521,2,1.017,17.60,17.02,1.63,1.44,1.63,1.44,0.26,0.02,108.14,2.04,2.32,0.10
1237655744556761368,227.414473,+06.007190,0.12864,17.81,N,1,0.061,0,587730023331856663,0.0450,-1,0.886,18.34,17.84,2.70,2.38,2.70,2.38,0.24,0.04,182.75,5.17,1.46,0.13
1237655744556761374,227.427179,+06.130808,0.07601,18.44,Y,0,81.493,,,,,,,,,,,,,,,,,
1237655744556761384,227.440502,+06.087295,0.07308,15.86,Y,1,0.067,0,587730023331856675,0.0730,2,1.389,16.62,15.98,5.36,3.95,5.36,3.95,0.52,0.00,30.56,0.33,1.02,0.01
1237655744556761385,227.443278,+06.091939,0.24678,19.01,N,0,19.431,,,,,,,,,,,,,,,,,
1237655744556761386,227.436193,+06.086554,0.32326,19.61,N,0,15.714,,,,,,,,,,,,,,,,,
1237655744556761390,227.444241,+06.115831,0.09676,16.91,N,1,0.032,0,587730023331856679,0.0968,2,1.792,17.96,16.93,2.92,2.17,2.92,2.17,0.55,0.01,176.40,1.09,3.62,0.21
1237655744556761396,227.443935,+06.072756,0.09327,18.83,N,0,53.732,,,,,,,,,,,,,,,,,
1237655744556761403,227.449314,+06.098923,0.18927,18.34,N,0,52.391,,,,,,,,,,,,,,,,,
1237655744556761411,227.457702,+06.142042,0.22364,19.59,N,0,140.337,,,,,,,,,,,,,,,,,
1237655744556761432,227.472009,+06.092120,0.07611,17.63,Y,1,0.075,0,587730023331856704,0.0761,2,1.442,18.46,17.75,2.24,1.99,2.24,1.99,0.25,0.02,128.49,3.07,1.41,0.12
1237655744556761452,227.381905,+06.093115,0.05237,18.74,N,0,210.867,,,,,,,,,,,,,,,,,
1237655744556761453,227.382237,+06.049737,0.17229,18.72,N,0,42.835,,,,,,,,,,,,,,,,,
1237655744556761472,227.434454,+06.107528,0.23187,18.19,N,0,46.074,,,,,,,,,,,,,,,,,
1237655744556761507,227.322266,+06.060908,0.07305,20.81,Y,0,115.484,,,,,,,,,,,,,,,,,
1237655744556761518,227.355760,+06.076990,0.17696,19.26,N,0,98.095,,,,,,,,,,,,,,,,,
1237655744556761521,227.377399,+06.088209,0.31754,20.20,N,0,225.978,,,,,,,,,,,,,,,,,
1237655744556761528,227.399375,+06.082521,0.22395,18.90,N,0,148.285,,,,,,,,,,,,,,,,,
1237655744556761532,227.404428,+06.118493,0.14194,19.68,N,0,142.865,,,,,,,,,,,,,,,,,
1237655744556761533,227.398465,+06.014422,2.26943,21.52,N,0,63.003,,,,,,,,,,,,,,,,,
1237655744556761534,227.405266,+06.068434,0.31782,20.46,N,0,131.511,,,,,,,,,,,,,,,,,
1237655744556761541,227.424993,+06.142651,0.35810,19.49,N,0,68.198,,,,,,,,,,,,,,,,,
1237655744556761546,227.441627,+06.119354,0.14193,20.25,N,0,15.783,,,,,,,,,,,,,,,,,
1237655744556761553,227.460717,+06.087158,0.09703,20.02,N,0,44.262,,,,,,,,,,,,,,,,,
1237655744556761561,227.475029,+06.138149,0.32494,19.89,N,0,98.421,,,,,,,,,,,,,,,,,
1237655744556761562,227.476188,+06.136234,0.32294,19.93,N,0,101.166,,,,,,,,,,,,,,,,,
1237655744556761589,227.322522,+06.031270,0.35798,20.23,N,0,26.062,,,,,,,,,,,,,,,,,
1237655744556761598,227.330161,+06.084559,0.32372,19.76,N,0,161.551,,,,,,,,,,,,,,,,,
1237655744556761615,227.332106,+06.018149,0.07636,19.34,Y,0,56.644,,,,,,,,,,,,,,,,,
1237655744556761657,227.351847,+06.062224,0.12847,20.00,N,0,74.899,,,,,,,,,,,,,,,,,
1237655744556761665,227.349245,+06.016220,0.29431,20.04,N,0,91.812,,,,,,,,,,,,,,,,,
1237655744556761666,227.350042,+06.016373,0.17257,20.09,N,0,94.552,,,,,,,,,,,,,,,,,
1237655744556761667,227.351512,+06.028041,0.11844,20.50,N,0,118.803,,,,,,,,,,,,,,,,,
1237655744556761706,227.369618,+05.985404,0.38986,20.98,N,0,145.664,,,,,,,,,,,,,,,,,
1237655744556761727,227.380919,+06.002299,0.32333,19.65,N,0,121.476,,,,,,,,,,,,,,,,,
1237655744556761735,227.386304,+06.015127,0.35870,20.23,N,0,104.878,,,,,,,,,,,,,,,,,
1237655744556761740,227.385141,+05.995518,0.39072,19.92,N,0,113.168,,,,,,,,,,,,,,,,,
1237655744556761748,227.388238,+05.976893,0.07685,19.90,Y,0,120.720,,,,,,,,,,,,,,,,,
1237655744556761749,227.391179,+06.007360,0.32305,20.37,N,0,83.461,,,,,,,,,,,,,,,,,
1237655744556761752,227.401308,+06.110755,0.31663,18.92,N,0,154.795,,,,,,,,,,,,,,,,,
1237655744556761757,227.391049,+06.003650,0.32338,19.16,N,0,84.887,,,,,,,,,,,,,,,,,
1237655744556761765,227.398766,+06.039407,0.37833,20.54,N,0,41.796,,,,,,,,,,,,,,,,,
1237655744556761772,227.411208,+06.100338,0.24776,21.24,N,0,114.960,,,,,,,,,,,,,,,,,
1237655744556761775,227.404783,+06.012402,0.07926,20.30,Y,0,39.495,,,,,,,,,,,,,,,,,
1237655744556761807,227.433642,+06.061090,0.35775,20.58,N,0,97.481,,,,,,,,,,,,,,,,,
1237655744556761828,227.447289,+06.128633,0.35843,19.26,N,0,47.357,,,,,,,,,,,,,,,,,
1237655744556761830,227.445426,+06.112793,0.57938,20.73,N,0,11.716,,,,,,,,,,,,,,,,,
1237655744556761842,227.448539,+06.079718,0.07654,19.59,Y,0,39.587,,,,,,,,,,,,,,,,,
1237655744556761859,227.458791,+06.134274,0.38709,20.17,N,0,84.367,,,,,,,,,,,,,,,,,
1237655744556761876,227.468624,+06.138079,0.32318,20.74,N,0,114.987,,,,,,,,,,,,,,,,,
1237655744556761878,227.466655,+06.085634,0.36732,20.56,N,0,30.256,,,,,,,,,,,,,,,,,
1237655744556761884,227.471407,+06.115524,0.28663,20.78,N,0,84.284,,,,,,,,,,,,,,,,,
1237655744556761885,227.469493,+06.087042,0.28686,19.37,N,0,20.412,,,,,,,,,,,,,,,,,
1237655744556761886,227.474461,+06.133154,0.32293,18.98,N,0,113.759,,,,,,,,,,,,,,,,,
1237655744556761895,227.476571,+06.126866,0.52789,20.44,N,0,122.323,,,,,,,,,,,,,,,,,
1237655744556761986,227.371033,+06.119410,0.57923,20.85,N,0,262.396,,,,,,,,,,,,,,,,,
1237655744556762008,227.386105,+06.117220,0.63174,20.78,N,0,208.190,,,,,,,,,,,,,,,,,
1237655744556762112,227.467697,+06.125811,0.52732,20.89,N,0,91.295,,,,,,,,,,,,,,,,,
1237655744556826650,227.497627,+06.109603,0.35844,19.32,N,0,80.546,,,,,,,,,,,,,,,,,
1237655744556826667,227.505442,+06.118052,0.07575,18.48,Y,0,39.243,,,,,,,,,,,,,,,,,
1237655744556826820,227.488605,+06.092265,0.17197,18.05,N,0,59.335,,,,,,,,,,,,,,,,,
1237655744556826844,227.512481,+06.126414,0.07817,17.72,Y,1,0.015,0,587730023331922168,0.0653,-1,1.254,18.54,17.83,3.82,2.82,3.82,2.82,0.53,0.03,100.30,1.37,1.63,0.15
1237655744556826850,227.522509,+06.119185,0.07745,18.19,Y,0,44.331,,,,,,,,,,,,,,,,,
1237655744556826885,227.550564,+06.119296,0.07671,16.53,Y,1,0.026,0,587730023331922197,0.0767,2,1.452,17.32,16.42,3.90,2.95,3.90,2.95,0.51,0.01,137.17,0.75,6.31,0.14
1237655744556827040,227.503060,+06.104201,0.12601,18.26,N,0,86.772,,,,,,,,,,,,,,,,,
1237655744556827047,227.508908,+06.099693,0.22302,18.75,N,0,134.795,,,,,,,,,,,,,,,,,
1237655744556827103,227.505564,+06.110213,0.35806,19.09,N,0,63.347,,,,,,,,,,,,,,,,,
1237655744556827139,227.552021,+06.124796,2.57726,20.43,N,0,20.500,,,,,,,,,,,,,,,,,
1237655744556827176,227.472862,+06.080064,0.35590,20.23,N,0,43.504,,,,,,,,,,,,,,,,,
1237655744556827179,227.476906,+06.116220,0.38500,20.00,N,0,88.498,,,,,,,,,,,,,,,,,
1237655744556827182,227.472446,+06.076544,0.35703,19.72,N,0,56.093,,,,,,,,,,,,,,,,,
1237655744556827268,227.510795,+06.118637,0.23190,19.54,N,0,28.625,,,,,,,,,,,,,,,,,
1237655744556827285,227.515634,+06.099799,0.46670,20.32,N,0,143.366,,,,,,,,,,,,,,,,,
1237655744556827301,227.522074,+06.127128,0.09451,20.19,N,0,34.438,,,,,,,,,,,,,,,,,
1237655744556827304,227.520958,+06.114683,0.22219,20.71,N,0,51.993,,,,,,,,,,,,,,,,,
1237655744556827328,227.528301,+06.107346,0.22195,20.28,N,0,88.980,,,,,,,,,,,,,,,,,
1237655744557023513,228.052044,+06.039929,0.03556,18.57,N,0,58.123,,,,,,,,,,,,,,,,,
1237655744557023530,228.064305,+06.029335,0.12497,16.69,N,1,0.025,0,587730023332118830,0.1250,2,2.241,17.61,16.76,10.68,9.25,10.68,9.25,0.27,0.02,45.84,2.38,1.36,0.04
1237655744557023581,228.024955,+06.070661,0.36703,18.44,N,0,88.228,,,,,,,,,,,,,,,,,
1237655744557023678,228.052981,+06.064923,0.35772,20.51,N,0,138.560,,,,,,,,,,,,,,,,,
1237655744557023690,228.074270,+06.049300,0.26659,20.74,N,0,80.232,,,,,,,,,,,,,,,,,
1237655744557024059,228.034696,+06.054219,0.17330,20.12,N,0,62.780,,,,,,,,,,,,,,,,,
1237655744557024080,228.040135,+06.046743,0.32213,20.62,N,0,76.525,,,,,,,,,,,,,,,,,
1237655744557024106,228.053668,+06.060425,0.36941,20.29,N,0,134.065,,,,,,,,,,,,,,,,,
1237655744557024132,228.060998,+06.059061,0.08323,19.60,Y,0,107.647,,,,,,,,,,,,,,,,,
1237655744557024136,228.063628,+06.065474,0.22288,20.88,N,0,173.928,,,,,,,,,,,,,,,,,
1237655744557088812,228.149153,+05.982570,0.14332,18.92,N,0,16.479,,,,,,,,,,,,,,,,,
1237655744557088825,228.146934,+06.050020,0.03566,17.59,N,1,0.062,0,587730023332184128,0.0357,2,0.710,17.64,17.27,6.24,5.78,6.24,5.78,0.15,0.06,88.99,8.11,1.31,0.14
1237655744557088826,228.151878,+06.050463,0.22547,20.73,N,0,17.824,,,,,,,,,,,,,,,,,
1237655744557088834,228.138502,+05.942220,0.42666,20.80,N,0,137.629,,,,,,,,,,,,,,,,,
1237655744557088908,228.107181,+06.051374,0.07482,18.20,Y,0,116.979,,,,,,,,,,,,,,,,,
1237655744557088909,228.110110,+06.057036,0.21942,18.24,N,0,133.517,,,,,,,,,,,,,,,,,
1237655744557088921,228.107476,+05.971799,0.51928,20.49,N,0,157.750,,,,,,,,,,,,,,,,,
1237655744557088924,228.118549,+06.020920,0.07814,17.57,Y,1,0.036,0,587730023332184255,0.0783,2,1.480,18.47,17.68,2.56,2.36,2.56,2.36,0.17,0.03,141.23,5.32,1.68,0.14
1237655744557088954,228.148745,+05.987134,0.14272,17.41,N,1,0.023,0,587730023332184275,0.1428,2,2.508,18.14,17.49,6.23,5.66,6.23,5.66,0.19,0.03,-22.95,5.32,1.87,0.11
1237655744557088979,228.175760,+06.012643,0.08007,18.65,Y,0,86.277,,,,,,,,,,,,,,,,,
1237655744557088983,228.182982,+06.039315,0.17828,17.89,N,1,0.034,0,587730023332184298,0.1969,-1,3.260,19.19,17.93,5.21,4.87,5.21,4.87,0.16,0.05,137.56,9.17,3.43,0.68
1237655744557088985,228.185594,+06.034530,0.07788,17.21,Y,1,0.042,0,587730023332184301,0.0780,2,1.476,18.20,17.27,7.57,4.46,7.57,4.46,0.83,0.01,143.34,0.41,2.19,0.10
1237655744557088986,228.187640,+06.037924,0.46613,19.88,N,0,14.266,,,,,,,,,,,,,,,,,
1237655744557088992,228.180726,+06.010763,0.39032,20.47,N,0,87.287,,,,,,,,,,,,,,,,,
1237655744557089007,228.193841,+05.952676,0.14185,18.50,N,0,95.545,,,,,,,,,,,,,,,,,
1237655744557089010,228.199630,+05.982990,0.17580,17.99,N,0,68.730,,,,,,,,,,,,,,,,,
1237655744557089013,228.204640,+06.001424,0.07732,17.65,Y,1,0.014,0,587730023332184333,0.0920,-1,1.713,18.54,17.65,1.19,1.08,1.19,1.08,0.40,0.03,86.27,3.00,4.79,0.37
1237655744557089020,228.207270,+06.016127,0.17639,17.10,N,1,0.044,0,587730023332184336,0.1764,2,2.987,18.46,17.16,7.40,5.43,7.40,5.43,0.53,0.02,134.74,1.34,3.04,0.22
1237655744557089022,228.205207,+06.018439,0.36849,20.52,N,0,11.170,,,,,,,,,,,,,,,,,
1237655744557089025,228.212121,+05.933357,0.04317,16.53,N,1,0.041,0,587730023332184347,0.0432,2,0.851,16.61,16.12,14.13,12.92,14.13,12.92,0.17,0.03,54.26,4.12,5.03,0.14
1237655744557089059,228.119410,+05.973828,0.35750,18.66,N,0,115.450,,,,,,,,,,,,,,,,,
1237655744557089063,228.169572,+06.032832,0.17912,18.11,N,0,53.399,,,,,,,,,,,,,,,,,
1237655744557089077,228.188850,+06.020912,0.17501,18.69,N,0,50.352,,,,,,,,,,,,,,,,,
1237655744557089081,228.201801,+06.006586,0.17927,18.55,N,0,21.194,,,,,,,,,,,,,,,,,
1237655744557089083,228.201609,+05.957729,0.14192,18.42,N,0,95.508,,,,,,,,,,,,,,,,,
1237655744557089089,228.210603,+05.984597,0.17639,19.04,N,0,64.216,,,,,,,,,,,,,,,,,
1237655744557089109,228.178442,+06.025337,0.36826,19.57,N,0,41.828,,,,,,,,,,,,,,,,,
1237655744557089136,228.102054,+06.040734,0.17505,19.78,N,0,92.632,,,,,,,,,,,,,,,,,
1237655744557089151,228.142063,+06.049063,0.27280,19.80,N,0,17.719,,,,,,,,,,,,,,,,,
1237655744557089158,228.154122,+06.004881,0.07712,19.17,Y,0,66.735,,,,,,,,,,,,,,,,,
1237655744557089165,228.170488,+05.987079,0.14300,18.48,N,0,77.830,,,,,,,,,,,,,,,,,
1237655744557089169,228.178448,+06.050992,0.35743,19.50,N,0,45.089,,,,,,,,,,,,,,,,,
1237655744557089171,228.176595,+06.004580,0.04317,19.60,N,0,101.050,,,,,,,,,,,,,,,,,
1237655744557089174,228.190040,+06.053185,0.12516,18.89,N,0,55.964,,,,,,,,,,,,,,,,,
1237655744557089177,228.188748,+05.919556,0.44996,20.19,N,0,97.345,,,,,,,,,,,,,,,,,
1237655744557089186,228.206083,+05.957707,0.26828,18.93,N,0,90.319,,,,,,,,,,,,,,,,,
1237655744557089234,228.082862,+06.059979,0.12463,20.55,N,0,128.770,,,,,,,,,,,,,,,,,
1237655744557089265,228.091309,+06.043813,0.52026,21.41,N,0,109.836,,,,,,,,,,,,,,,,,
1237655744557089270,228.093799,+06.052288,0.26593,20.57,N,0,134.079,,,,,,,,,,,,,,,,,
1237655744557089271,228.088392,+05.985211,0.18119,19.50,N,0,181.355,,,,,,,,,,,,,,,,,
1237655744557089283,228.095573,+06.054751,0.35746,20.44,N,0,144.577,,,,,,,,,,,,,,,,,
1237655744557089287,228.092544,+05.994619,0.20492,19.85,N,0,175.584,,,,,,,,,,,,,,,,,
1237655744557089288,228.093868,+06.009995,0.27626,20.96,N,0,96.709,,,,,,,,,,,,,,,,,
1237655744557089295,228.095586,+05.992822,0.27408,19.12,N,0,188.224,,,,,,,,,,,,,,,,,
1237655744557089326,228.103322,+05.971700,0.35818,20.87,N,0,171.877,,,,,,,,,,,,,,,,,
1237655744557089329,228.105082,+05.984329,0.31196,20.55,N,0,156.673,,,,,,,,,,,,,,,,,
1237655744557089350,228.110141,+05.979831,0.17421,20.66,N,0,140.711,,,,,,,,,,,,,,,,,
1237655744557089353,228.113083,+05.970165,0.27471,19.81,N,0,141.558,,,,,,,,,,,,,,,,,
1237655744557089370,228.117261,+05.952506,0.28258,20.22,N,0,85.514,,,,,,,,,,,,,,,,,
1237655744557089422,228.137847,+05.961436,0.27433,20.78,N,0,100.399,,,,,,,,,,,,,,,,,
1237655744557089482,228.153448,+05.949182,0.51579,20.77,N,0,195.338,,,,,,,,,,,,,,,,,
1237655744557089491,228.163536,+06.042753,0.17761,20.27,N,0,64.969,,,,,,,,,,,,,,,,,
1237655744557089495,228.156901,+05.959465,0.42634,20.89,N,0,218.960,,,,,,,,,,,,,,,,,
1237655744557089498,228.158704,+05.965869,0.31874,20.06,N,0,84.431,,,,,,,,,,,,,,,,,
1237655744557089503,228.162449,+05.976602,0.40631,20.35,N,0,61.986,,,,,,,,,,,,,,,,,
1237655744557089505,228.160216,+05.938807,0.28251,20.83,N,0,186.923,,,,,,,,,,,,,,,,,
1237655744557089507,228.168010,+06.010699,0.38903,21.03,N,0,106.395,,,,,,,,,,,,,,,,,
1237655744557089545,228.172804,+05.964653,0.14282,20.09,N,0,118.174,,,,,,,,,,,,,,,,,
1237655744557089567,228.183125,+06.015595,0.39009,19.34,N,0,68.704,,,,,,,,,,,,,,,,,
1237655744557089574,228.179556,+05.943866,0.14311,20.73,N,0,122.626,,,,,,,,,,,,,,,,,
1237655744557089576,228.179302,+05.934139,0.24190,19.47,N,0,117.582,,,,,,,,,,,,,,,,,
1237655744557089577,228.183753,+05.977259,0.17505,20.30,N,0,130.266,,,,,,,,,,,,,,,,,
1237655744557089597,228.196155,+06.054702,0.21874,20.45,N,0,72.743,,,,,,,,,,,,,,,,,
1237655744557089626,228.197928,+05.989190,0.17916,20.10,N,0,50.159,,,,,,,,,,,,,,,,,
1237655744557089648,228.202381,+05.980205,1.15394,21.05,N,0,76.801,,,,,,,,,,,,,,,,,
1237655744557089665,228.203464,+05.952604,0.14269,20.43,N,0,75.943,,,,,,,,,,,,,,,,,
1237655744557154314,228.235944,+05.921156,0.07733,19.12,Y,0,95.909,,,,,,,,,,,,,,,,,
1237655744557154455,228.215366,+05.920037,1.00783,20.76,N,0,49.308,,,,,,,,,,,,,,,,,
1237655744557154485,228.236933,+05.977228,0.17455,18.23,N,0,246.044,,,,,,,,,,,,,,,,,
1237655744557154673,228.232064,+05.946790,0.17502,18.33,N,0,86.230,,,,,,,,,,,,,,,,,
1237655744557154769,228.230749,+05.983351,0.18382,19.77,N,0,93.465,,,,,,,,,,,,,,,,,
1237655744557154772,228.241714,+05.985501,0.18420,18.94,N,0,118.174,,,,,,,,,,,,,,,,,
1237655744557154780,228.251257,+05.943845,0.17555,19.23,N,0,145.105,,,,,,,,,,,,,,,,,
1237655744557154898,228.220587,+05.992625,0.14238,20.33,N,0,44.923,,,,,,,,,,,,,,,,,
1237655744557154931,228.223594,+05.955639,0.51630,20.51,N,0,90.130,,,,,,,,,,,,,,,,,
1237655744557154953,228.233874,+06.007146,0.38866,19.71,N,0,72.881,,,,,,,,,,,,,,,,,
