sohn_objID,RAJ2000,DEJ2000,z,rmag,member_Mm,simard_matched,match_sep_arcsec,objID_agrees,simard_objID,simard_z,simard_Sp,simard_Scale,simard_gg2d,simard_rg2d,simard_Rhlr,simard_Rchl_r,simard_Rhlg,simard_Rchl_g,simard_e,simard_e_e,simard_phi,simard_e_phi,simard_ng,simard_e_ng
1237662268074033414,227.765850,+05.733974,0.07647,18.35,Y,0,29.317,,,,,,,,,,,,,,,,,
1237662268074033841,227.780020,+05.743106,0.36199,19.60,N,0,52.982,,,,,,,,,,,,,,,,,
1237662268074033842,227.779090,+05.742805,0.36120,20.69,N,0,50.516,,,,,,,,,,,,,,,,,
1237662268074034004,227.770761,+05.737997,0.07423,19.92,Y,0,29.529,,,,,,,,,,,,,,,,,
1237662268074034016,227.773808,+05.744911,0.08011,19.41,Y,0,53.315,,,,,,,,,,,,,,,,,
1237662268074034026,227.776939,+05.737470,0.08217,19.84,Y,0,29.886,,,,,,,,,,,,,,,,,
1237662268074034038,227.781590,+05.765576,0.09413,19.96,N,0,77.826,,,,,,,,,,,,,,,,,
1237655744020021359,227.717858,+05.721447,0.07997,17.76,Y,1,0.026,0,587730022795116912,0.0928,-1,1.725,18.70,17.73,1.26,1.32,1.26,1.32,0.06,0.05,106.80,19.60,4.72,0.42
1237655744020021371,227.721795,+05.718330,0.54760,20.65,N,0,18.001,,,,,,,,,,,,,,,,,
1237655744020021671,227.704297,+05.733846,0.07311,17.39,Y,1,0.024,0,587730022795116874,0.0732,2,1.392,18.29,17.35,2.40,2.05,2.40,2.05,0.32,0.03,152.70,2.57,3.55,0.28
1237655744020021673,227.706003,+05.731466,0.06987,20.79,N,0,10.500,,,,,,,,,,,,,,,,,
1237655744020021683,227.703782,+05.724293,0.26571,19.66,N,0,34.419,,,,,,,,,,,,,,,,,
1237655744020021694,227.712836,+05.716754,0.07399,18.21,Y,0,24.667,,,,,,,,,,,,,,,,,
1237655744020021695,227.714055,+05.714024,0.07690,19.43,Y,0,21.730,,,,,,,,,,,,,,,,,
1237655744020021700,227.714213,+05.707996,0.06876,16.82,N,1,0.033,0,587730022795116904,0.0748,-1,1.420,17.35,16.43,5.03,4.88,5.03,4.88,0.12,0.02,131.96,5.57,7.95,0.10
1237655744020021701,227.712749,+05.708572,0.22778,19.05,N,0,5.671,,,,,,,,,,,,,,,,,
1237655744020022308,227.713001,+05.726224,0.26561,20.45,N,0,24.486,,,,,,,,,,,,,,,,,
1237655744020022350,227.728293,+05.717965,0.07117,20.75,N,0,10.399,,,,,,,,,,,,,,,,,
1237655744020022389,227.735575,+05.714674,0.06772,19.49,N,0,36.115,,,,,,,,,,,,,,,,,
1237655744020022393,227.736101,+05.704279,0.45234,20.70,N,0,51.485,,,,,,,,,,,,,,,,,
1237655744020086828,227.778031,+05.727659,0.08042,17.57,Y,0,19.889,,,,,,,,,,,,,,,,,
1237655744020086981,227.748590,+05.714486,0.08256,17.32,Y,1,0.042,0,587730022795182312,0.0826,2,1.555,18.21,17.28,1.89,1.51,1.89,1.51,0.48,0.02,22.11,1.92,5.02,0.41
1237655744020086997,227.760987,+05.702899,0.08099,18.05,Y,0,58.708,,,,,,,,,,,,,,,,,
1237655744020087012,227.769822,+05.717389,0.08521,20.64,Y,0,47.277,,,,,,,,,,,,,,,,,
1237655744020087266,227.780006,+05.712316,0.08098,18.37,Y,0,24.757,,,,,,,,,,,,,,,,,
1237655744020087447,227.747111,+05.699626,0.54819,20.43,N,0,28.989,,,,,,,,,,,,,,,,,
1237655744020087473,227.754457,+05.704468,0.51279,21.95,N,0,41.705,,,,,,,,,,,,,,,,,
1237655744020087530,227.770273,+05.702104,0.53367,20.46,N,0,50.322,,,,,,,,,,,,,,,,,
1237655744020087548,227.776187,+05.711221,0.09039,20.00,N,0,36.157,,,,,,,,,,,,,,,,,
1237658780557771121,227.695122,+05.794563,0.07469,17.66,Y,1,0.080,0,587736546849063392,0.0746,2,1.417,18.23,17.28,2.05,2.07,2.05,2.07,0.10,0.03,-0.47,8.48,6.75,0.17
1237658780557771412,227.693072,+05.798840,0.07921,18.71,Y,0,17.034,,,,,,,,,,,,,,,,,
1237658780557771413,227.689597,+05.761984,0.07731,20.27,Y,0,39.846,,,,,,,,,,,,,,,,,
1237658780557771679,227.693156,+05.791682,0.31978,19.75,N,0,12.483,,,,,,,,,,,,,,,,,
1237658780557836518,227.712637,+05.800867,0.07437,16.33,Y,1,0.100,0,587736546849063434,,-2,,17.04,16.07,,-99.99,,-99.99,0.00,0.01,181.51,49.35,6.47,0.57
1237658780557836519,227.711906,+05.802839,0.07602,19.52,Y,0,7.557,,,,,,,,,,,,,,,,,
1237658780557836728,227.738090,+05.809223,0.18058,18.39,N,0,76.445,,,,,,,,,,,,,,,,,
1237658780557836755,227.737984,+05.822500,0.54645,20.47,N,0,93.357,,,,,,,,,,,,,,,,,
1237658780557836761,227.752958,+05.819182,0.08584,18.59,Y,0,54.005,,,,,,,,,,,,,,,,,
1237658780557836762,227.751901,+05.822463,0.54630,19.70,N,0,48.638,,,,,,,,,,,,,,,,,
1237658780557836803,227.705282,+05.790096,0.07572,18.59,Y,0,39.852,,,,,,,,,,,,,,,,,
1237658780557836876,227.745869,+05.818277,0.07365,18.13,Y,0,74.967,,,,,,,,,,,,,,,,,
1237662268074033205,227.791715,+05.786649,0.22089,19.07,N,0,34.879,,,,,,,,,,,,,,,,,
1237662268074033206,227.794656,+05.786409,0.21986,20.65,N,0,36.742,,,,,,,,,,,,,,,,,
1237662268074033404,227.766094,+05.813073,0.07367,18.10,Y,0,57.951,,,,,,,,,,,,,,,,,
1237662268074033464,227.789366,+05.796049,0.07421,17.19,Y,1,0.022,0,587736546849128504,0.0742,2,1.410,17.71,16.77,6.39,4.44,6.39,4.44,0.68,0.01,179.98,0.54,7.34,0.52
1237662268074033465,227.792295,+05.796344,0.07677,17.75,Y,1,0.023,0,587736546849128505,0.0885,-1,1.654,18.32,17.34,5.05,4.52,5.05,4.52,0.28,0.03,193.60,2.99,7.87,0.28
1237662268074033484,227.790167,+05.754511,0.08068,18.55,Y,0,107.074,,,,,,,,,,,,,,,,,
1237662268074033754,227.798241,+05.785469,0.22161,18.32,N,0,44.563,,,,,,,,,,,,,,,,,
1237662268074033955,227.766498,+05.820190,0.17116,19.60,N,0,35.369,,,,,,,,,,,,,,,,,
1237662268074034078,227.787319,+05.741128,0.55506,20.03,N,0,64.646,,,,,,,,,,,,,,,,,
1237662268074034098,227.793995,+05.775828,0.54605,20.39,N,0,74.095,,,,,,,,,,,,,,,,,
1237662268074034103,227.793002,+05.748977,0.84418,21.28,N,0,98.543,,,,,,,,,,,,,,,,,
1237662268074034151,227.803687,+05.758689,0.39531,20.11,N,0,115.409,,,,,,,,,,,,,,,,,
1237655744020021314,227.687419,+05.702932,0.57095,20.16,N,0,68.497,,,,,,,,,,,,,,,,,
1237655744020021558,227.655041,+05.725204,0.07726,18.59,Y,0,81.852,,,,,,,,,,,,,,,,,
1237655744020021596,227.667414,+05.740278,0.06957,18.01,Y,0,43.592,,,,,,,,,,,,,,,,,
1237655744020021617,227.676988,+05.718882,0.07325,16.20,Y,1,0.010,0,587730022795116825,0.0776,-1,1.468,17.13,16.18,4.04,3.19,4.04,3.19,0.44,0.01,136.81,0.78,4.46,0.13
1237655744020021654,227.694560,+05.695429,0.07650,17.97,Y,0,83.694,,,,,,,,,,,,,,,,,
1237655744020021655,227.692251,+05.696843,0.07705,19.98,Y,0,85.183,,,,,,,,,,,,,,,,,
1237655744020021721,227.722525,+05.699576,0.08274,17.56,Y,1,0.028,0,587730022795116929,0.0828,2,1.557,18.55,17.59,2.17,1.53,2.17,1.53,0.62,0.02,32.51,1.09,3.88,0.44
1237655744020021725,227.730497,+05.694237,0.07987,18.10,Y,0,34.396,,,,,,,,,,,,,,,,,
1237655744020021737,227.736738,+05.676912,0.08152,17.31,Y,1,0.044,0,587730022795116675,0.0815,2,1.536,17.39,17.15,2.80,2.38,2.80,2.38,0.42,0.02,27.73,1.47,7.85,0.32
1237655744020021782,227.690215,+05.723018,0.09445,17.00,N,1,0.019,0,587730022795116854,0.0944,2,1.753,17.88,17.11,6.87,6.15,6.87,6.15,0.21,0.02,19.68,4.15,0.63,0.04
1237655744020021849,227.725403,+05.686814,0.08031,20.28,Y,0,47.061,,,,,,,,,,,,,,,,,
1237655744020022107,227.657817,+05.740759,0.55303,20.76,N,0,73.448,,,,,,,,,,,,,,,,,
1237655744020022157,227.670153,+05.729532,0.39240,20.05,N,0,45.500,,,,,,,,,,,,,,,,,
1237655744020022249,227.694392,+05.690502,0.07803,19.53,Y,0,70.990,,,,,,,,,,,,,,,,,
1237655744020022262,227.697034,+05.678503,0.08103,19.06,Y,0,58.044,,,,,,,,,,,,,,,,,
1237655744020022265,227.701317,+05.694346,0.22789,19.39,N,0,67.447,,,,,,,,,,,,,,,,,
1237655744020022329,227.720135,+05.669773,0.10833,19.43,N,0,45.520,,,,,,,,,,,,,,,,,
1237655744020022330,227.720859,+05.668670,0.22124,20.76,N,0,42.408,,,,,,,,,,,,,,,,,
1237655744020022356,227.726353,+05.672854,0.55055,20.70,N,0,40.006,,,,,,,,,,,,,,,,,
1237655744020022602,227.737410,+05.691005,0.55050,21.27,N,0,27.015,,,,,,,,,,,,,,,,,
1237655744020086833,227.776165,+05.704518,0.57333,20.22,N,0,38.649,,,,,,,,,,,,,,,,,
1237655744020086978,227.744896,+05.691886,0.07253,16.73,Y,1,0.026,0,587730022795182308,0.0726,2,1.382,17.73,16.80,1.77,1.71,1.77,1.71,0.11,0.02,133.87,5.37,3.37,0.22
1237655744020087006,227.765694,+05.687283,0.08434,16.46,Y,1,0.024,0,587730022795182352,0.0945,-1,1.753,17.34,16.40,8.40,6.57,8.40,6.57,0.44,0.02,161.95,1.17,4.09,0.14
1237655744020087007,227.767377,+05.687688,0.07253,19.81,Y,0,6.184,,,,,,,,,,,,,,,,,
1237655744020087024,227.776750,+05.689700,0.08067,16.92,Y,1,0.000,0,587730022795182145,0.0807,3,1.521,17.47,16.86,1.42,1.21,1.42,1.21,0.61,0.02,165.94,1.26,7.11,0.28
1237655744020087030,227.786009,+05.708915,0.07676,17.86,Y,1,0.018,0,587730022795182364,0.1044,-1,1.916,18.81,17.91,3.73,2.87,3.73,2.87,0.48,0.03,66.35,2.14,2.71,0.26
1237655744020087085,227.808073,+05.717376,0.08211,17.47,Y,1,0.018,0,587730022795182406,0.0667,-1,1.278,18.34,17.46,3.73,3.09,3.73,3.09,0.36,0.03,27.75,2.59,4.10,0.30
1237655744020087098,227.816648,+05.696620,0.08350,16.44,Y,1,0.029,0,587730022795182413,0.0835,2,1.569,17.44,16.55,8.00,5.08,8.00,5.08,0.72,0.00,10.70,0.35,1.09,0.03
1237655744020087100,227.816359,+05.699312,0.27342,20.09,N,0,9.743,,,,,,,,,,,,,,,,,
1237655744020087116,227.819432,+05.722711,0.07387,17.09,Y,1,0.043,0,587730022795182427,0.0738,2,1.403,18.05,17.13,2.48,1.81,2.48,1.81,0.56,0.01,60.02,1.04,3.59,0.28
1237655744020087271,227.800811,+05.701424,0.17344,18.54,N,0,59.281,,,,,,,,,,,,,,,,,
1237655744020087347,227.769965,+05.696737,0.20526,20.51,N,0,35.107,,,,,,,,,,,,,,,,,
1237655744020087476,227.754642,+05.677981,0.11943,19.90,N,0,51.864,,,,,,,,,,,,,,,,,
1237655744020087504,227.762877,+05.695412,0.27329,19.67,N,0,30.973,,,,,,,,,,,,,,,,,
1237655744020087529,227.768014,+05.677406,0.08337,20.24,Y,0,36.500,,,,,,,,,,,,,,,,,
1237655744020087605,227.793695,+05.706139,0.08203,20.83,Y,0,29.281,,,,,,,,,,,,,,,,,
1237655744020087657,227.813039,+05.719788,0.25200,19.86,N,0,19.798,,,,,,,,,,,,,,,,,
1237655744020087944,227.760335,+05.679543,0.55993,20.96,N,0,33.840,,,,,,,,,,,,,,,,,
1237658780557770830,227.677171,+05.747531,0.07803,16.70,Y,1,0.040,0,587736546849063372,0.0785,2,1.484,17.63,16.68,3.56,2.83,3.56,2.83,0.42,0.01,9.57,1.11,4.10,0.11
1237658780557770995,227.675964,+05.805156,0.07228,17.79,Y,1,0.052,0,587736546849063043,0.0566,-1,1.097,18.65,17.88,1.60,1.46,1.60,1.46,0.20,0.03,5.91,4.12,2.00,0.16
1237658780557771094,227.656617,+05.791334,0.07684,17.31,Y,1,0.063,0,587736546849063325,0.0769,2,1.456,18.25,17.35,2.70,1.94,2.70,1.94,0.59,0.01,70.28,0.96,3.31,0.17
1237658780557771105,227.670577,+05.820753,0.07302,17.67,Y,1,0.077,0,587736546849063346,0.0729,2,1.387,18.61,17.74,1.03,0.92,1.03,0.92,0.36,0.02,159.80,2.04,2.83,0.26
1237658780557771107,227.669267,+05.822720,0.32295,20.09,N,0,8.500,,,,,,,,,,,,,,,,,
1237658780557771108,227.672433,+05.820231,0.07612,19.83,Y,0,6.954,,,,,,,,,,,,,,,,,
1237658780557771111,227.686506,+05.836255,0.07690,16.77,Y,1,0.060,0,587736546849063365,0.0769,2,1.457,17.50,16.66,6.63,5.82,6.63,5.82,0.25,0.02,28.12,1.86,3.68,0.13
1237658780557771163,227.676928,+05.778149,0.07723,17.24,Y,1,0.065,0,587736546849063361,0.0772,2,1.462,18.12,17.26,4.77,4.32,4.77,4.32,0.20,0.02,48.43,4.19,2.86,0.14
1237658780557771188,227.653475,+05.760425,0.12418,18.34,N,0,96.706,,,,,,,,,,,,,,,,,
1237658780557771354,227.658658,+05.788322,0.07706,18.88,Y,0,13.099,,,,,,,,,,,,,,,,,
1237658780557771358,227.654517,+05.755559,0.06957,19.82,Y,0,86.101,,,,,,,,,,,,,,,,,
1237658780557771359,227.656870,+05.753490,0.12426,20.26,N,0,75.777,,,,,,,,,,,,,,,,,
1237658780557771362,227.658285,+05.756101,0.08717,19.13,Y,0,74.316,,,,,,,,,,,,,,,,,
1237658780557771365,227.661397,+05.776636,0.07527,19.85,Y,0,55.619,,,,,,,,,,,,,,,,,
1237658780557771376,227.673625,+05.780154,0.09654,19.15,N,0,13.802,,,,,,,,,,,,,,,,,
1237658780557771379,227.675593,+05.783111,0.22129,19.30,N,0,18.472,,,,,,,,,,,,,,,,,
1237658780557771388,227.679889,+05.812976,0.07800,18.69,Y,0,31.476,,,,,,,,,,,,,,,,,
1237658780557771389,227.678221,+05.812920,0.18058,18.75,N,0,29.096,,,,,,,,,,,,,,,,,
1237658780557771399,227.678538,+05.741383,0.07422,19.40,Y,0,22.673,,,,,,,,,,,,,,,,,
1237658780557771408,227.688477,+05.825774,0.07936,18.03,Y,0,38.379,,,,,,,,,,,,,,,,,
1237658780557771635,227.657384,+05.742833,0.36869,19.68,N,0,72.827,,,,,,,,,,,,,,,,,
1237658780557771647,227.670850,+05.782093,0.07500,20.77,Y,0,25.935,,,,,,,,,,,,,,,,,
1237658780557771649,227.669306,+05.751350,0.25264,20.74,N,0,31.313,,,,,,,,,,,,,,,,,
1237658780557771668,227.689267,+05.810415,0.39278,19.57,N,0,51.310,,,,,,,,,,,,,,,,,
1237658780557771674,227.692824,+05.824937,0.39257,20.22,N,0,46.618,,,,,,,,,,,,,,,,,
1237658780557771677,227.693238,+05.803968,0.39219,19.64,N,0,34.519,,,,,,,,,,,,,,,,,
1237658780557771896,227.690920,+05.820509,0.54648,20.84,N,0,58.847,,,,,,,,,,,,,,,,,
1237658780557836633,227.707440,+05.815711,0.07943,17.14,Y,1,0.131,0,587736546849063419,0.0796,2,1.503,18.04,17.08,1.28,1.02,1.28,1.02,0.59,0.01,99.81,0.89,4.99,0.11
1237658780557836753,227.732644,+05.837444,0.09408,18.44,N,0,74.105,,,,,,,,,,,,,,,,,
1237658780557836815,227.712532,+05.840239,0.07396,18.52,Y,0,48.045,,,,,,,,,,,,,,,,,
1237658780557836816,227.711262,+05.840753,0.07711,18.97,Y,0,44.343,,,,,,,,,,,,,,,,,
1237658780557836829,227.718145,+05.821869,0.07609,18.13,Y,0,44.418,,,,,,,,,,,,,,,,,
1237658780557836832,227.722312,+05.833553,0.07384,17.91,Y,0,83.568,,,,,,,,,,,,,,,,,
1237658780557837108,227.715030,+05.837166,0.39243,19.45,N,0,62.098,,,,,,,,,,,,,,,,,
1237658780557837158,227.756468,+05.835467,0.07816,20.32,Y,0,28.538,,,,,,,,,,,,,,,,,
1237658780557837159,227.756252,+05.827165,0.07206,19.31,Y,0,26.337,,,,,,,,,,,,,,,,,
1237662268074033220,227.792303,+05.823225,0.07680,16.18,Y,1,0.021,0,587736546849128499,0.1050,-1,1.925,16.86,15.90,9.79,8.82,9.79,8.82,0.21,0.01,92.42,0.91,6.55,0.11
1237662268074033384,227.762751,+05.830590,0.08300,17.82,Y,1,0.004,0,587736546849128698,0.0986,-1,1.821,18.71,17.69,1.26,1.22,1.26,1.22,0.33,0.03,59.48,3.16,6.41,0.35
1237662268074033410,227.770122,+05.829326,0.08411,17.35,Y,1,0.016,0,587736546849128729,0.0841,2,1.580,18.30,17.36,1.47,1.00,1.47,1.00,0.72,0.01,43.96,0.69,3.71,0.13
1237662268074033471,227.794366,+05.832441,0.07421,17.18,Y,1,0.022,0,587736546849128786,0.0742,2,1.409,18.13,17.27,3.21,2.06,3.21,2.06,0.73,0.01,125.83,0.49,2.42,0.09
1237662268074033477,227.797576,+05.812311,0.07681,16.66,Y,1,0.022,0,587736546849128780,0.0755,-1,1.432,17.42,16.51,3.61,2.85,3.61,2.85,0.45,0.01,168.21,0.90,5.60,0.20
1237662268074033478,227.793123,+05.814369,0.07974,16.50,Y,1,0.011,0,587736546849128781,0.0933,-1,1.734,17.37,16.33,4.96,4.07,4.96,4.07,0.37,0.01,149.32,1.06,3.57,0.09
1237662268074033479,227.791039,+05.813705,0.08003,17.58,Y,1,0.018,0,587736546849128783,0.0804,2,1.516,18.40,17.52,2.05,1.75,2.05,1.75,0.39,0.02,-2.89,2.31,5.48,0.36
1237662268074033516,227.810618,+05.822241,0.07674,16.99,Y,1,0.008,0,587736546849128811,0.0626,-1,1.206,17.87,16.96,4.90,3.32,4.90,3.32,0.64,0.01,43.47,0.55,2.79,0.11
1237662268074033549,227.818872,+05.764542,0.07902,18.19,Y,0,87.352,,,,,,,,,,,,,,,,,
1237662268074033560,227.820061,+05.751223,0.08048,18.74,Y,0,50.962,,,,,,,,,,,,,,,,,
1237662268074033589,227.832568,+05.744460,0.07807,16.83,Y,1,0.029,0,587736546849128874,0.0780,2,1.475,17.79,16.84,2.75,1.81,2.75,1.81,0.70,0.01,148.88,0.44,3.41,0.16
1237662268074033732,227.767220,+05.848005,0.08066,19.29,Y,0,58.371,,,,,,,,,,,,,,,,,
1237662268074033755,227.803834,+05.826025,0.07881,19.12,Y,0,27.863,,,,,,,,,,,,,,,,,
1237662268074033855,227.817017,+05.775886,0.07332,19.72,Y,0,93.223,,,,,,,,,,,,,,,,,
1237662268074033971,227.770901,+05.839752,0.22258,20.64,N,0,37.623,,,,,,,,,,,,,,,,,
1237662268074034173,227.814160,+05.781889,0.22341,19.93,N,0,94.033,,,,,,,,,,,,,,,,,
1237662268074034177,227.817022,+05.807139,0.54954,20.95,N,0,59.001,,,,,,,,,,,,,,,,,
1237662268074034216,227.817704,+05.734062,0.28092,19.38,N,0,41.327,,,,,,,,,,,,,,,,,
1237662268074034243,227.827061,+05.782932,0.54943,20.16,N,0,57.334,,,,,,,,,,,,,,,,,
1237662268074034290,227.836149,+05.771201,0.07395,19.43,Y,0,38.867,,,,,,,,,,,,,,,,,
1237662268074034292,227.832591,+05.740437,0.39242,19.89,N,0,14.483,,,,,,,,,,,,,,,,,
1237662268074034294,227.837502,+05.782559,0.36166,20.74,N,0,21.310,,,,,,,,,,,,,,,,,
1237662268074034313,227.839856,+05.776512,0.54657,20.79,N,0,15.653,,,,,,,,,,,,,,,,,
1237662268074034324,227.839831,+05.748052,0.29017,20.38,N,0,29.078,,,,,,,,,,,,,,,,,
1237655744020021540,227.646261,+05.656846,0.08102,16.17,Y,1,0.042,0,587730022795116772,0.0814,2,1.533,17.21,16.25,4.22,3.92,4.22,3.92,0.14,0.02,126.83,2.68,2.55,0.08
1237655744020021574,227.653852,+05.677981,0.22913,18.52,N,0,30.784,,,,,,,,,,,,,,,,,
1237655744020021583,227.661659,+05.674413,0.08281,16.53,Y,1,0.011,0,587730022795116804,0.0828,2,1.558,16.90,16.64,4.85,3.70,4.85,3.70,0.47,0.01,34.91,0.34,0.87,0.01
1237655744020021584,227.660605,+05.684731,0.09619,18.01,N,0,37.347,,,,,,,,,,,,,,,,,
1237655744020021586,227.658157,+05.672311,0.08492,18.40,Y,0,14.648,,,,,,,,,,,,,,,,,
1237655744020021589,227.660488,+05.678686,0.02138,19.82,N,0,15.956,,,,,,,,,,,,,,,,,
1237655744020021610,227.666369,+05.655278,0.07668,16.32,Y,1,0.008,0,587730022795116818,0.0767,2,1.453,17.25,16.26,2.98,2.79,2.98,2.81,0.16,0.02,139.08,1.22,5.38,0.08
1237655744020021625,227.673884,+05.667212,0.07840,18.25,Y,0,34.320,,,,,,,,,,,,,,,,,
1237655744020021636,227.680923,+05.676043,0.07729,16.98,Y,1,0.015,0,587730022795116845,0.1012,-1,1.864,17.85,16.91,3.99,3.45,3.99,3.45,0.30,0.02,143.97,2.30,5.32,0.33
1237655744020021637,227.682419,+05.671538,0.08118,16.80,Y,1,0.008,0,587730022795116846,0.0812,2,1.531,17.16,16.97,3.65,2.89,3.65,2.89,0.42,0.01,76.39,0.87,1.77,0.07
1237655744020021639,227.677102,+05.678231,0.23416,19.83,N,0,15.789,,,,,,,,,,,,,,,,,
1237655744020021645,227.684447,+05.657396,0.07825,18.21,Y,0,51.434,,,,,,,,,,,,,,,,,
1237655744020021662,227.698109,+05.649094,0.08536,16.72,Y,1,0.015,0,587730022795116867,0.0853,2,1.601,17.51,16.55,5.79,5.81,5.79,5.81,0.01,0.01,3.81,12.81,5.51,0.34
1237655744020021664,227.695092,+05.647554,0.07467,18.65,Y,0,12.144,,,,,,,,,,,,,,,,,
1237655744020021665,227.696228,+05.646653,0.55136,21.06,N,0,11.065,,,,,,,,,,,,,,,,,
1237655744020021691,227.707360,+05.655485,0.08084,18.42,Y,0,35.835,,,,,,,,,,,,,,,,,
1237655744020021708,227.710364,+05.624756,0.07836,17.62,Y,1,0.030,0,587730022795116919,0.0784,2,1.483,18.59,17.73,4.33,2.58,4.33,2.58,0.81,0.01,46.99,0.61,2.13,0.20
1237655744020021715,227.717156,+05.657484,0.07485,16.31,Y,1,0.020,0,587730022795116927,0.0748,2,1.421,17.20,16.22,5.27,4.34,5.27,4.34,0.37,0.01,183.13,0.60,5.00,0.07
1237655744020021723,227.717168,+05.624486,0.08402,18.04,Y,0,24.374,,,,,,,,,,,,,,,,,
1237655744020021734,227.733444,+05.649088,0.08405,18.49,Y,0,61.639,,,,,,,,,,,,,,,,,
1237655744020021771,227.646223,+05.687789,0.75316,20.98,N,0,73.334,,,,,,,,,,,,,,,,,
1237655744020021792,227.733056,+05.631971,0.07802,17.82,Y,1,0.050,0,587730022795116969,0.0839,-1,1.577,18.33,17.50,9.66,9.65,9.66,9.65,0.01,0.03,-38.55,35.39,5.20,0.65
1237655744020021817,227.606859,+05.737443,0.13745,18.74,N,0,179.929,,,,,,,,,,,,,,,,,
1237655744020021819,227.625966,+05.733021,0.11897,20.56,N,0,189.725,,,,,,,,,,,,,,,,,
1237655744020021820,227.624106,+05.734775,0.04571,20.32,N,0,195.507,,,,,,,,,,,,,,,,,
1237655744020021840,227.713078,+05.660723,0.29731,20.30,N,0,18.712,,,,,,,,,,,,,,,,,
1237655744020021961,227.614032,+05.724630,0.56500,20.79,N,0,171.721,,,,,,,,,,,,,,,,,
1237655744020021962,227.612051,+05.725894,0.29069,20.48,N,0,167.942,,,,,,,,,,,,,,,,,
1237655744020022021,227.627433,+05.730344,0.07712,20.42,Y,0,182.248,,,,,,,,,,,,,,,,,
1237655744020022046,227.630751,+05.689391,0.55257,21.11,N,0,123.160,,,,,,,,,,,,,,,,,
1237655744020022047,227.633845,+05.714656,0.08403,18.87,Y,0,155.296,,,,,,,,,,,,,,,,,
1237655744020022068,227.637234,+05.671110,0.54883,20.81,N,0,60.651,,,,,,,,,,,,,,,,,
1237655744020022074,227.641637,+05.687194,0.07906,19.98,Y,0,85.223,,,,,,,,,,,,,,,,,
1237655744020022079,227.646875,+05.727517,0.36927,20.38,N,0,112.265,,,,,,,,,,,,,,,,,
1237655744020022111,227.651992,+05.673718,0.07498,19.62,Y,0,34.724,,,,,,,,,,,,,,,,,
1237655744020022129,227.655605,+05.657012,0.45096,19.88,N,0,33.519,,,,,,,,,,,,,,,,,
1237655744020022195,227.672989,+05.654327,0.09421,19.56,N,0,23.959,,,,,,,,,,,,,,,,,
1237655744020022198,227.674932,+05.649653,0.38839,20.52,N,0,36.759,,,,,,,,,,,,,,,,,
1237655744020022245,227.689298,+05.649324,0.07649,20.62,Y,0,31.580,,,,,,,,,,,,,,,,,
1237655744020022247,227.693289,+05.678249,0.07765,19.08,Y,0,45.018,,,,,,,,,,,,,,,,,
1237655744020022261,227.692369,+05.631109,0.07902,18.53,Y,0,67.921,,,,,,,,,,,,,,,,,
1237655744020022267,227.697404,+05.642113,0.55185,20.40,N,0,25.244,,,,,,,,,,,,,,,,,
1237655744020022293,227.703101,+05.629718,0.07743,20.52,Y,0,31.592,,,,,,,,,,,,,,,,,
1237655744020022366,227.723414,+05.630618,0.07544,18.89,Y,0,34.935,,,,,,,,,,,,,,,,,
1237655744020022369,227.727543,+05.653176,0.27355,20.46,N,0,40.295,,,,,,,,,,,,,,,,,
1237655744020022385,227.727091,+05.643278,0.22796,19.65,N,0,46.000,,,,,,,,,,,,,,,,,
1237655744020086789,227.740840,+05.645011,0.07881,19.51,Y,0,54.580,,,,,,,,,,,,,,,,,
1237655744020086843,227.797081,+05.665603,0.56149,20.18,N,0,30.879,,,,,,,,,,,,,,,,,
1237655744020086859,227.825090,+05.686826,0.06896,18.29,N,0,46.470,,,,,,,,,,,,,,,,,
1237655744020086861,227.822735,+05.676930,0.54848,20.67,N,0,74.171,,,,,,,,,,,,,,,,,
1237655744020086864,227.834702,+05.679584,0.39288,20.72,N,0,38.108,,,,,,,,,,,,,,,,,
1237655744020086896,227.852389,+05.716336,0.22042,20.69,N,0,41.981,,,,,,,,,,,,,,,,,
1237655744020086907,227.859112,+05.701766,0.22059,18.58,N,0,20.820,,,,,,,,,,,,,,,,,
1237655744020086989,227.751692,+05.633627,0.12423,17.88,N,1,0.038,0,587730022795182335,0.0728,-1,1.386,18.52,18.05,2.94,2.87,2.94,2.87,0.05,0.03,33.26,12.23,0.56,0.05
1237655744020086990,227.754356,+05.632483,0.07911,19.01,Y,0,10.358,,,,,,,,,,,,,,,,,
1237655744020086993,227.753609,+05.661349,0.08100,16.08,Y,1,0.033,0,587730022795182331,0.0812,2,1.531,17.11,16.14,5.62,4.09,5.62,4.09,0.54,0.01,149.97,0.44,2.75,0.08
1237655744020086994,227.756037,+05.659424,0.08587,18.84,Y,0,11.098,,,,,,,,,,,,,,,,,
1237655744020087027,227.774337,+05.645055,0.07337,17.52,Y,1,0.021,0,587730022795182360,0.0733,2,1.395,18.39,17.46,1.64,1.59,1.64,1.59,0.15,0.04,130.21,9.53,5.33,0.36
1237655744020087028,227.776871,+05.662487,0.17358,18.65,N,0,63.425,,,,,,,,,,,,,,,,,
1237655744020087070,227.797515,+05.674171,0.06822,16.49,N,1,0.018,0,587730022795182396,0.0684,2,1.308,17.16,16.64,2.46,2.07,2.46,2.07,0.33,0.01,70.82,1.15,2.14,0.08
1237655744020087071,227.795433,+05.676624,0.29077,19.45,N,0,11.550,,,,,,,,,,,,,,,,,
