tier,match_cost,cl_CATID,cl_RA_OBJ,cl_DEC_OBJ,cl_z_spec,cl_logMstar,cl_logRd,cl_logSigma_b,cl_log_gbar_2p2Rd,cl_incl_deg,cl_morph_type,cl_Re_kpc,cl_SIGMA_RE_MGE,cl_LAMBDAR_RE,cl_VSIGMA_RE,cl_gas_star_misalign_deg,cl_cluster,cl_R_on_rtwo,cl_R_proj_Mpc_from_cat,cl_v_pec_kms,cl_host_sigma_200,cl_host_e_sigma_200,cl_host_N_mem_R200,cl_gext_over_a0,cl_host_M_200_caustic,cl_host_M_200_virial,cl_host_R_200,fi_CATID,fi_RA_OBJ,fi_DEC_OBJ,fi_z_spec,fi_logMstar,fi_logRd,fi_logSigma_b,fi_log_gbar_2p2Rd,fi_incl_deg,fi_morph_type,fi_Re_kpc,fi_SIGMA_RE_MGE,fi_LAMBDAR_RE,fi_VSIGMA_RE,fi_gas_star_misalign_deg,fi_SurfaceDensity,d_logMstar,d_logRd,d_logSigma_b,d_log_gbar_2p2Rd,d_incl_deg,d_z_spec
S1_latetype,0.5425486991744966,9388000132,337.015,-30.3668,0.0580743,9.9863,0.035024639999079704,3.1180708516437257,-9.69434996267891,36.74378042655813,2.0,1.8189325572021315,55.0473,0.154394,0.168395,0.0,Abell 3880,0.535292,0.851114,85.8961,660.0,46.0,160.0,0.13821919062173862,4.4,4.6,1.59,551332,139.9,-0.451876,0.05627,10.02,0.052917730716416374,3.115984670209052,-9.696436144113584,40.14363619136578,2.5,1.8954384540638893,87.0918,0.386282,0.463314,6.0,1.124,-0.03369999999999962,-0.01789309071733667,0.0020861814346737617,0.0020861814346737617,-3.399855764807647,0.0018043000000000017
S1_latetype,0.8686422781163645,9388000190,336.845,-30.3156,0.0576967,10.0947,0.18236228645544508,2.9317955587309945,-9.880625255591642,45.948541399192635,2.0,2.553608074721397,,0.537208,0.734801,4.5,Abell 3880,0.719207,1.14354,-21.1428,660.0,46.0,160.0,0.10287378509438275,4.4,4.6,1.59,215335,133.644,0.48504,0.05318,10.09,0.17984534867712518,2.9321294342876345,-9.880291380035,53.349048268413924,2.0,2.5388515343627067,64.5231,0.1561,0.165499,21.0,0.433,0.004699999999999704,0.0025169377783199054,-0.00033387555663999535,-0.0003338755566417717,-7.400506869221289,0.0045166999999999985
S1_latetype,0.830405970011755,9388000219,337.076,-30.2685,0.0530549,11.1043,0.48428424079085247,3.3375516500601803,-9.474869164262456,44.15044456115262,2.5,5.117716183674685,144.466,0.539702,0.644125,1.5,Abell 3880,0.807647,1.28416,-1340.2,660.0,46.0,160.0,0.09160874673469852,4.4,4.6,1.59,376478,133.65,1.43499,0.05147,11.16,0.5282319025273822,3.3053563265871206,-9.507064487735516,45.2155276037547,3.0,5.66270397620627,79.5425,0.541977,0.709377,5.5,0.276,-0.05569999999999986,-0.0439476617365297,0.032195323473059645,0.032195323473059645,-1.0650830426020832,0.0015849000000000002
S1_latetype,0.7918380467212143,9008500074,10.3762,-9.26274,0.0448826,10.7269,0.4759901553466573,2.976739820948571,-9.835680993374064,57.35340877753573,3.0,5.020906244272461,138.668,0.692958,0.930784,3.5,Abell 85,0.146462,0.354439,-2848.9,1002.0,28.0,590.0,0.7650012577903158,15.5,17.0,2.42,197555,135.803,-0.75293,0.04834,10.77,0.5147556644928188,2.942308802656247,-9.87011201166639,57.4933033986741,2.0,5.489687474829005,153.831,0.572503,0.590579,9.0,0.048,-0.04309999999999903,-0.03876550914616156,0.0344310182923242,0.03443101829232553,-0.13989462113836737,-0.0034573999999999994
S1_latetype,0.9635470524019204,9008500107,10.3629,-9.22847,0.0472892,10.4397,0.14791446074824305,3.345691210145399,-9.466729604177237,32.476122762536576,2.5,2.358883090801914,100.735,0.42427,0.494032,3.0,Abell 85,0.193308,0.467806,-2159.24,1002.0,28.0,590.0,0.5796126616801446,15.5,17.0,2.42,177143,175.9,-1.97504,0.04798,10.44,0.16121023068908383,3.3193996702637167,-9.493021144058918,41.45452805492132,2.0,2.4322162581027005,140.362,0.411369,0.494322,0.0,0.961,-0.0002999999999993008,-0.01329576994084078,0.02629153988168209,0.026291539881681203,-8.978405292384743,-0.0006907999999999984
S1_latetype,1.499170593048031,9008500117,10.3661,-9.39155,0.0493145,9.7467,-0.09588618502894665,3.1402925016997787,-9.672128312622856,44.23766561847895,2.5,1.3455683754570749,64.5059,0.327395,0.378089,72.5,Abell 85,0.203598,0.492708,-1580.03,1002.0,28.0,590.0,0.5503184052419318,15.5,17.0,2.42,594906,222.362,-0.164201,0.04096,9.77,-0.12073783775111982,3.2132958071441244,-9.599125007178511,36.091058066335094,3.0,1.2707324451345363,85.8746,0.376559,0.456551,6.0,2.192,-0.023299999999998988,0.02485165272217317,-0.07300330544434575,-0.0730033054443453,8.146607552143855,0.008354499999999994
S1_latetype,1.1365001326061739,9403800318,357.216,-28.3278,0.0313543,9.39876,0.11882531769063563,2.362929496260613,-10.449491318062023,25.556517395900542,3.0,2.206059766640572,45.8294,,,8.5,Abell 4038,0.448245,0.654438,583.093,597.0,29.0,164.0,0.14707821899242512,2.3,2.9,1.46,546043,222.742,-0.881537,0.02689,9.43,0.16133034986442854,2.3091594319130277,-10.503261382409608,31.852949956055806,3.0,2.432889064758061,42.2974,,,11.0,0.591,-0.03124000000000038,-0.04250503217379291,0.053770064347585134,0.053770064347585134,-6.296432560155264,0.004464300000000001
S1_latetype,0.4746455191467637,9403800490,357.43,-28.1857,0.0276638,9.66965,-0.04176430469025234,2.9549987410223904,-9.857422073300246,70.98017820827918,2.5,1.5241497942826154,55.1773,0.427713,0.56514,5.0,Abell 4038,0.632999,0.924178,-491.291,597.0,29.0,164.0,0.10415047261562677,2.3,2.9,1.46,508414,217.041,-1.67285,0.03045,9.68,-0.040969875270166226,2.963759882182217,-9.848660932140419,74.52696118095338,3.0,1.5269403836474387,,,,,0.695,-0.010349999999998971,-0.000794429420086111,-0.008761141159826735,-0.008761141159826735,-3.546782972674194,-0.0027862000000000026
S1_latetype,0.892863986218329,9403800551,357.287,-27.7795,0.0321627,9.75191,0.25030799985549246,2.4531141319309007,-10.359306682391736,46.50447187982848,2.5,2.986069807680532,51.4638,0.463353,0.576442,2.5,Abell 4038,0.689514,1.00669,817.948,597.0,29.0,164.0,0.0956139183670889,2.3,2.9,1.46,463288,212.485,-1.24005,0.02469,9.74,0.2633068172831368,2.4152064970756113,-10.397214317247025,46.383284633197555,3.0,3.0767965064570966,67.4192,0.237647,0.279541,13.5,0.99,0.01191000000000031,-0.01299881742764436,0.03790763485528936,0.03790763485528892,0.1211872466309245,0.007472700000000002
S1_latetype,0.7386850840841584,9008500205,10.4719,-9.4918,0.0525397,10.0289,0.28859769133193114,2.6535247489780227,-10.158896065344614,21.690999657462292,3.0,3.2612917198388316,,,,,Abell 85,0.300139,0.726337,-659.968,1002.0,28.0,590.0,0.37330644151398273,15.5,17.0,2.42,198817,140.975,-0.682627,0.05538,10.09,0.3146029301028588,2.6626142714361674,-10.149806542886468,20.590979103695286,2.0,3.462540697074486,87.6997,0.435185,0.506845,1.5,3.347,-0.06109999999999971,-0.02600523877092764,-0.00908952245814465,-0.009089522458145538,1.1000205537670062,-0.002840299999999997
S1_latetype,0.31921819348237734,9008500209,10.4729,-9.49553,0.0508992,10.8076,0.38413730800275114,3.2411455156363833,-9.571275298686253,71.68814434683583,2.0,4.063771352945271,152.672,0.701148,1.05571,33.0,Abell 85,0.306152,0.740887,-1127.6,1002.0,28.0,590.0,0.365975217286768,15.5,17.0,2.42,417441,131.133,2.29648,0.05114,10.78,0.3758033745939135,3.2302133824540573,-9.582207431868579,71.99411601770512,2.0,3.986532702674911,167.772,0.577924,0.747177,13.5,10.971,0.0276000000000014,0.008333933408837646,0.010932133182325998,0.010932133182325998,-0.30597167086929744,-0.00024079999999999935
S1_latetype,0.7021918057723355,9008500228,10.572,-9.47996,0.052781,10.0623,0.07756004624084631,3.109000039160193,-9.703420775162442,52.30886466101975,2.0,2.0060973430932503,80.9614,0.501634,0.621587,35.5,Abell 85,0.330923,0.800834,-591.229,1002.0,28.0,590.0,0.338579881485978,15.5,17.0,2.42,593117,215.549,-0.131285,0.054,10.02,0.04943018164201688,3.122959768357851,-9.689461045964785,56.69072866529556,2.5,1.880278318119869,107.383,0.629593,0.855269,3.0,1.448,0.04230000000000089,0.028129864598829428,-0.013959729197658088,-0.013959729197656756,-4.381864004275812,-0.0012189999999999979
S1_latetype,1.0127748494272586,9403800639,356.418,-27.8634,0.0289885,9.49902,0.104829986600566,2.491180158440753,-10.321240655881883,79.1100292344465,2.5,2.13610178579904,48.2928,,,5.5,Abell 4038,0.778577,1.13672,-105.196,597.0,29.0,164.0,0.08467659184404666,2.3,2.9,1.46,28860,216.874,1.05585,0.02577,9.46,0.09643904753381606,2.4689420365742536,-10.343478777748382,70.79500699072803,3.0,2.0952266240171045,57.3402,0.605599,0.641098,3.0,0.628,0.039019999999998944,0.008390939066749939,0.022238121866499316,0.022238121866498872,8.315022243718474,0.003218499999999999
S1_latetype,1.1841866730362707,9008500264,10.6413,-9.1462,0.0556426,10.229,0.29251543281910913,2.8457892660036657,-9.96663154831897,57.95970703441716,2.5,3.290844711785853,94.2811,0.597814,0.845325,2.0,Abell 85,0.377798,0.914272,222.58,1002.0,28.0,590.0,0.2965706931962717,15.5,17.0,2.42,376340,133.013,1.42383,0.05098,10.2,0.31483249682297804,2.772155137995928,-10.040265676326708,63.1348299423457,3.0,3.464371469206994,99.7822,0.547277,0.69775,4.0,0.248,0.028999999999999915,-0.022317064003868903,0.0736341280077375,0.07363412800773794,-5.1751229079285395,0.004662600000000003
S1_latetype,1.070467971403022,9008500268,10.5209,-9.53444,0.0528496,10.6528,0.6849311859305204,2.4847577597808432,-10.327663054541793,50.105102172185774,2.0,8.123125114874375,,0.778416,1.29758,0.0,Abell 85,0.379423,0.918205,-571.699,1002.0,28.0,590.0,0.29530037498155826,15.5,17.0,2.42,301885,135.539,1.22605,0.05711,10.6,0.6871434255586014,2.4275332805246816,-10.384887533797954,54.71069108140126,3.0,8.164608824732491,,0.793599,1.48851,4.5,0.213,0.052799999999999514,-0.0022122396280810364,0.05722447925616159,0.05722447925616159,-4.605588909215484,-0.0042604000000000045
S1_latetype,0.913624679620288,9008500316,10.3033,-9.53437,0.0572478,10.5404,0.4474224306826715,2.847375270276542,-9.965045544046093,49.963719309476616,2.0,4.70126126610633,123.498,0.653589,0.895089,2.0,Abell 85,0.441879,1.06935,678.12,1002.0,28.0,590.0,0.25356177192681695,15.5,17.0,2.42,485919,217.826,-1.81537,0.05196,10.5,0.40836545322148554,2.885089225198914,-9.927331589123721,51.80468538160496,2.0,4.296921401428787,108.656,0.595642,0.776238,1.5,18.742,0.04039999999999999,0.03905697746118597,-0.03771395492237195,-0.037713954922372395,-1.8409660721283458,0.005287800000000002
S1_latetype,1.072451097668932,9008500318,10.1843,-9.37308,0.0572436,10.0967,-0.00702638317790581,3.312572897997697,-9.499847916324939,67.21824925261862,2.5,1.651070330703362,96.0253,0.527971,0.669583,4.0,Abell 85,0.446387,1.08026,676.923,1002.0,28.0,590.0,0.2510009449668984,15.5,17.0,2.42,106634,216.813,0.93106,0.05229,10.15,0.016330897134326127,3.319158337373233,-9.493262476949402,59.735867916665036,2.5,1.7422996670378084,91.7957,0.469895,0.575793,2.5,0.738,-0.053300000000000125,-0.023357280312231936,-0.0065854393755362395,-0.0065854393755362395,7.482381335953583,0.0049535999999999955
S1_latetype,1.310957542936433,9008500356,10.5251,-9.60176,0.0528519,10.3819,0.2327771958087286,3.118165740024428,-9.694255074298209,37.54999839086652,2.0,2.8679339976565226,110.367,0.535248,0.677571,4.5,Abell 85,0.484995,1.17369,-571.054,1002.0,28.0,590.0,0.23102035529819775,15.5,17.0,2.42,584013,177.879,-0.0777587,0.0477,10.46,0.2398069157387566,3.182206300164373,-9.630214514158263,42.50874473503539,2.0,2.914733632531671,79.904,0.268333,0.28968,5.0,0.476,-0.07810000000000095,-0.007029719930027989,-0.06404056013994497,-0.06404056013994541,-4.958746344168873,0.005151900000000001
S1_latetype,0.6764407725106314,9008500376,10.4009,-8.99297,0.059909,10.3794,0.46258533368242444,2.6560494642770363,-10.1563713500456,39.1225554940052,2.0,4.86829952018964,94.9993,0.816409,1.31114,130.0,Abell 85,0.501412,1.21342,1431.8,1002.0,28.0,590.0,0.22345624829815044,15.5,17.0,2.42,521991,131.99,2.88993,0.05861,10.34,0.44530401090340044,2.651212109835084,-10.161208704487551,44.14468350217869,2.5,4.678385095896904,86.4341,0.577509,0.78896,3.0,0.637,0.039400000000000546,0.017281322779024,0.004837354441952435,0.004837354441951547,-5.022128008173489,0.0012989999999999946
S1_latetype,0.8405220630192503,9008500472,10.4394,-9.67586,0.0569899,9.81808,0.29911585256672013,2.421668426508445,-10.39075238781419,41.891539616245,3.0,3.3412410547251126,67.6947,0.53915,0.718545,2.0,Abell 85,0.592808,1.4346,604.959,1002.0,28.0,590.0,0.1890047963264615,15.5,17.0,2.42,346861,135.296,2.0782,0.05536,9.82,0.3312583845365598,2.359303362568766,-10.45311745175387,43.092636056770324,3.0,3.597910377382306,78.7274,0.521149,0.675291,11.0,10.097,-0.0019200000000001438,-0.03214253196983968,0.06236506393967911,0.06236506393968,-1.2010964405253262,0.0016299000000000036
S1_latetype,0.8152111680981886,9008500535,10.6729,-8.94691,0.0504293,10.4151,0.37641964679613477,2.864080838049616,-9.94833997627302,61.37736426398933,2.0,3.992193684636956,88.9033,0.636749,0.901219,2.5,Abell 85,0.656822,1.58951,-1261.68,1002.0,28.0,590.0,0.17058482224707094,15.5,17.0,2.42,205097,140.643,-0.391839,0.05566,10.47,0.3975356085083229,2.8767489146252396,-9.935671899697397,62.85375078646372,2.0,4.191095577631317,107.968,0.544064,0.64869,5.0,116.48,-0.05489999999999995,-0.021115961712188158,-0.012668076575623743,-0.012668076575623743,-1.4763865224743924,-0.005230699999999998
S1_latetype,1.4156580622655346,9008500624,10.4899,-8.86561,0.057887,9.78077,0.2487532389135001,2.4850836538148853,-10.327337160507751,49.87408224472144,3.0,2.9753988814289887,52.942,,,22.0,Abell 85,0.69655,1.68565,859.308,1002.0,28.0,590.0,0.16085562294067077,15.5,17.0,2.42,545411,219.376,-0.840769,0.05072,9.86,0.2642316355389716,2.5333568605639414,-10.279063953758694,42.787953227297,3.0,3.0833554417705695,57.031,,,8.0,0.106,-0.07922999999999902,-0.015478396625471513,-0.04827320674905611,-0.048273206749056996,7.08612901742444,0.007167
S1_latetype,1.363743090158459,9008500673,10.7984,-9.63779,0.0542768,10.7712,0.5472282696686672,2.878563592304551,-9.933857222018085,39.94770136886326,2.0,5.91589185296162,83.6429,0.427208,0.454027,2.5,Abell 85,0.750381,1.81592,-165.56,1002.0,28.0,590.0,0.14931620380299887,15.5,17.0,2.42,592421,212.974,-0.0341865,0.05307,10.85,0.5500704353292869,2.951679260983311,-9.860741553339325,46.66554374625362,2.0,5.954734351730072,167.729,0.56116,0.719741,7.0,2.843,-0.07879999999999932,-0.0028421656606196777,-0.07311566867875996,-0.07311566867875996,-6.717842377390362,0.001206800000000001
S1_latetype,0.4944797524554197,9008500681,9.99625,-9.43439,0.0564415,9.55432,0.16663570188344723,2.422868727874991,-10.389552086447644,57.86742891089508,3.0,2.462791570114832,67.7354,,,9.0,Abell 85,0.756347,1.83036,449.369,1002.0,28.0,590.0,0.1481382246169834,15.5,17.0,2.42,388390,139.852,2.57463,0.05632,9.52,0.16414855586767224,2.39352301990654,-10.418897794416095,57.471642590860505,3.0,2.4487278035183855,65.7626,0.341977,0.43521,21.5,2.189,0.034320000000001016,0.002487146015774988,0.02934570796845115,0.02934570796845115,0.39578632003457415,0.00012149999999999661
S1_latetype,0.9762132945981808,9008500701,10.6829,-9.73915,0.0509453,10.4309,0.3209984650163576,2.9907232016091694,-9.821697612713466,61.37982633718639,2.0,3.5139082812314113,105.672,0.611721,0.785638,10.0,Abell 85,0.775345,1.87634,-1114.47,1002.0,28.0,590.0,0.14450807466127763,15.5,17.0,2.42,517164,131.247,2.47635,0.04962,10.36,0.29015531572764536,2.981509500186594,-9.830911314136042,55.67583659653096,2.0,3.2730095479225563,113.796,0.484409,0.603296,0.0,2.418,0.07089999999999996,0.030843149288712235,0.009213701422575493,0.009213701422575937,5.70398974065543,0.0013253000000000015
S1_latetype,1.491632784644081,9008500717,10.9115,-9.52243,0.0499401,9.66444,0.2703502237277726,2.3255596841863406,-10.486861130136296,45.42089026517626,3.0,3.127102956958139,51.9805,,,3.5,Abell 85,0.788234,1.90753,-1401.36,1002.0,28.0,590.0,0.14214522487716666,15.5,17.0,2.42,537399,185.084,-0.882016,0.04034,9.63,0.2969216925765328,2.2379767464888203,-10.574444067833817,46.2040413615442,3.0,3.3244028738172697,75.7958,0.347331,0.4357,12.0,1.313,0.034440000000000026,-0.02657146884876016,0.08758293769752035,0.08758293769752079,-0.7831510963679378,0.0096001
S1_latetype,0.8120152117242309,9008500938,10.7841,-9.82706,0.0507117,10.3352,0.0697162205710907,3.3975876904997038,-9.414833123822932,43.810901648924734,2.0,1.9701903023693617,92.8106,0.289002,0.316537,2.5,Abell 85,0.974535,2.35837,-1181.09,1002.0,28.0,590.0,0.1149719004269651,15.5,17.0,2.42,64087,218.092,-0.226708,0.05543,10.37,0.10259890953036813,3.366622312581148,-9.445798501741487,46.43793053287546,2.5,2.1251562470292327,100.484,0.53111,0.683838,18.5,0.563,-0.03479999999999883,-0.03288268895927743,0.030965377918555692,0.030965377918555248,-2.6270288839507288,-0.004718300000000002
S1_latetype,1.5413545375867106,9011900014,14.0497,-1.27778,0.047955,9.79419,0.10851229299255971,2.778985545656766,-10.03343526866587,58.66110495934895,2.5,2.1542904166049266,53.8673,,,119.0,Abell 119,0.0437361,0.0892216,1077.69,840.0,36.0,372.0,2.1357812706713246,8.6,9.7,2.04,575097,138.475,-0.0440276,0.05498,9.89,0.1797253072543221,2.7323695171332414,-10.080051297189394,62.44656419280339,3.0,2.5381498785799397,72.9349,0.456771,0.563807,11.5,0.715,-0.09581000000000017,-0.07121301426176238,0.046616028523524644,0.04661602852352331,-3.7854592334544463,-0.0070250000000000035
S1_latetype,0.8860626934740836,9011900020,14.0874,-1.22586,0.0365991,9.50163,-0.15071418474110482,3.0048785011240953,-9.80754231319854,52.72533051167808,2.5,1.1859811099953252,52.3426,,,28.0,Abell 119,0.0550439,0.112289,-2190.01,840.0,36.0,372.0,1.6970301830039332,8.6,9.7,2.04,422289,130.277,2.57668,0.03176,9.56,-0.13984630588989616,3.041512743421678,-9.770908070900958,52.04951877742842,2.5,1.216033811652462,71.9659,0.0720571,0.0909907,15.0,0.55,-0.05837000000000003,-0.010867878851208657,-0.03663424229758272,-0.036634242297582276,0.6758117342496632,0.004839100000000006
S1_latetype,0.6986559388143752,9011900084,14.1625,-1.2951,0.050327,10.6583,0.36648465775736727,3.127150816127151,-9.685269998195485,66.63573023706527,2.0,3.9019043069928365,151.845,0.576435,0.772581,12.5,Abell 119,0.158938,0.324233,1755.75,840.0,36.0,372.0,0.5877187769885505,8.6,9.7,2.04,423270,134.713,2.91305,0.05458,10.63,0.3580290573259763,3.115762016989933,-9.696658797332702,71.12200021364855,2.0,3.8266700191312353,143.812,0.677772,0.993032,1.5,0.269,0.02829999999999977,0.008455600431390986,0.011388799137217909,0.01138879913721702,-4.486269976583273,-0.004253
S2_diskbearing,1.5707193003702364,9011900163,13.8982,-1.23554,0.0410629,9.89993,-0.0030163976534502797,3.107782926948785,-9.70463788737385,47.389956754888146,1.5,1.6663858103461522,78.4161,0.451768,0.550326,156.5,Abell 119,0.261634,0.533732,-901.308,840.0,36.0,372.0,0.3570290374557431,8.6,9.7,2.04,619097,218.047,0.400488,0.03464,9.97,-0.01372471750135306,3.199269566644592,-9.613151247678044,53.248314089928506,2.0,1.6258004483802722,103.086,0.47975,0.59544,0.5,1.555,-0.07007000000000119,0.01070831984790278,-0.09148663969580673,-0.09148663969580717,-5.85835733504036,0.006422900000000002
S2_diskbearing,1.034714448408439,9011900165,13.9093,-1.18341,0.0403973,9.86995,-0.09330102686674843,3.2583721853753813,-9.554048628947255,47.80407689988519,1.0,1.3536018199851603,82.821,0.28569,0.314444,129.0,Abell 119,0.26681,0.544292,-1093.13,840.0,36.0,372.0,0.35010219187371605,8.6,9.7,2.04,144498,180.251,-1.38946,0.03537,9.86,-0.0813846050361088,3.224589341714102,-9.587831472608533,39.87347449899509,1.0,1.3912569647290776,77.1157,0.344701,0.405333,9.5,0.58,0.009949999999999903,-0.011916421830639637,0.03378284366127948,0.03378284366127815,7.930602400890102,0.0050272999999999984
S2_diskbearing,1.6319109109818555,9011900170,14.1251,-1.08703,0.0480088,9.91281,-0.12449853169808547,3.363627195038056,-9.44879361928458,31.038312523615264,1.0,1.259776273971188,99.5974,0.196709,0.211286,129.5,Abell 119,0.273894,0.558744,1093.07,840.0,36.0,372.0,0.34104674451865014,8.6,9.7,2.04,346504,134.069,2.14467,0.05777,9.99,-0.1289455685220227,3.4497112686859306,-9.362709545636704,28.986122275189587,1.5,1.2469423867643963,98.4826,,,3.0,0.231,-0.07718999999999987,0.004447036823937239,-0.08608407364787451,-0.08608407364787496,2.0521902484256778,-0.009761200000000005
S2_diskbearing,0.6079210401067812,9011900186,13.8846,-1.21108,0.0458995,10.1424,0.14172888244542628,3.0607623667510326,-9.751658447571604,54.932703630249314,1.0,2.3255240698135937,87.4828,0.533644,0.673732,108.0,Abell 119,0.288943,0.589445,488.83,840.0,36.0,372.0,0.32328346532641494,8.6,9.7,2.04,301346,133.525,1.19186,0.04407,10.16,0.1284633208752307,3.1048934898914236,-9.707527324431211,54.14466001454254,2.5,2.255564638644886,111.316,0.472352,0.57389,1.5,1.019,-0.017599999999999838,0.013265561570195566,-0.044131123140390915,-0.04413112314039225,0.7880436157067763,0.0018295000000000047
S2_diskbearing,0.7380524659904042,9011900201,14.091,-1.44943,0.0462053,10.0251,-0.10333620891138597,3.433592549464657,-9.37882826485798,41.27148408981999,1.0,1.3226829264198676,94.7159,0.332548,0.371306,47.5,Abell 119,0.300818,0.613669,576.509,840.0,36.0,372.0,0.3105221580678324,8.6,9.7,2.04,3631885,137.799,-0.979479,0.03939,10.0,-0.11186903659411646,3.425558204830118,-9.386862609492518,41.02000889476979,1.5,1.2969490635061212,102.757,,,166.0,0.053,0.025100000000000122,0.00853282768273049,0.008034344634539003,0.008034344634538115,0.25147519505020455,0.006815299999999996
S2_diskbearing,1.1604224023547132,9011900202,14.2197,-1.13125,0.0479796,10.0347,0.11747550878119045,3.001569114079505,-9.81085170024313,36.49858966967653,1.0,2.199213867071996,84.4112,0.323669,0.370317,175.5,Abell 119,0.302559,0.61722,1084.72,840.0,36.0,372.0,0.3087356570093786,8.6,9.7,2.04,382631,137.714,2.02189,0.05464,10.09,0.14721614064346902,2.9973878503549467,-9.815032963967688,29.383914451716564,2.5,2.355093192656665,71.7076,0.41022,0.486249,4.0,1.233,-0.05529999999999902,-0.02974063186227857,0.004181263724558182,0.004181263724557738,7.114675217959963,-0.006660400000000004
S2_diskbearing,0.6906635388507549,9011900210,14.1651,-1.0785,0.0444751,9.75946,-0.04894388881956939,3.0591679092810242,-9.753252905041611,58.04379730518056,1.5,1.4991602818515735,57.807,0.336306,0.419705,155.5,Abell 119,0.31102,0.63448,80.099,840.0,36.0,372.0,0.30033700387613266,8.6,9.7,2.04,41302,185.399,-0.702898,0.03994,9.76,-0.02873167904813301,3.0192834897381506,-9.793137324584485,58.305495047856965,1.5,1.5705807763089024,75.7858,0.50998,0.650269,16.0,1.296,-0.0005399999999990968,-0.02021220977143638,0.039884419542873584,0.03988441954287403,-0.2616977426764038,0.004535099999999993
S2_diskbearing,0.5933831677822562,9011900211,14.025,-1.05712,0.0431769,10.1621,0.060693718679246084,3.242532694283393,-9.569888120039243,62.630344887727134,1.5,1.929681686257567,107.882,,,86.5,Abell 119,0.311818,0.636109,-292.899,840.0,36.0,372.0,0.29956787629058645,8.6,9.7,2.04,3894635,129.076,-0.842743,0.04328,10.15,0.0643911404232963,3.2230378507952926,-9.589382963527344,67.93216758809737,2.0,1.9461804110094498,91.5736,,,1.0,0.087,0.012100000000000222,-0.0036974217440502166,0.0194948434881006,0.0194948434881006,-5.301822700370238,-0.0001031000000000018
S2_diskbearing,1.6059301874288117,9011900217,13.9566,-1.08168,0.0446241,10.2184,-0.27486751875188076,3.9699551691456474,-8.842465645176988,36.24324650182517,1.0,0.8910958841809059,155.617,,,10.0,Abell 119,0.316715,0.646099,122.884,840.0,36.0,372.0,0.29493594978374627,8.6,9.7,2.04,381221,131.733,1.86473,0.0504,10.13,-0.2722788240969799,3.876377779835846,-8.93604303448679,40.69762349541483,1.0,0.8964232919987084,146.19,0.239667,0.28839,141.0,36.223,0.08840000000000003,-0.0025886946549008583,0.09357738930980153,0.09357738930980197,-4.454376993589662,-0.0057759000000000005
S2_diskbearing,1.3391104086168637,9011900218,13.8625,-1.22312,0.0434719,9.75882,-0.1651893709538925,3.29101887354967,-9.521401940772966,44.1375250499799,1.5,1.1471034489453675,85.4684,0.354715,0.415882,158.5,Abell 119,0.318686,0.650119,-208.106,840.0,36.0,372.0,0.29311221825439443,8.6,9.7,2.04,594906,222.362,-0.164201,0.04096,9.77,-0.12073783775111982,3.2132958071441244,-9.599125007178511,36.091058066335094,3.0,1.2707324451345363,85.8746,0.376559,0.456551,6.0,2.192,-0.011179999999999524,-0.044451533202772675,0.07772306640554572,0.07772306640554483,8.046466983644805,0.0025118999999999975
S2_diskbearing,1.1084747385093776,9011900225,13.9402,-1.08428,0.0422569,9.82376,0.01416663549994215,2.997246860642001,-9.815173953680635,71.2926783188476,3.0,1.7336386952940734,73.3718,0.557465,0.735604,3.0,Abell 119,0.327718,0.668546,-557.541,840.0,36.0,372.0,0.28503322466865205,8.6,9.7,2.04,218681,139.251,0.844073,0.03801,9.91,0.057200742716137065,2.997418646209611,-9.815002168113026,74.74844435299629,3.0,1.9142237453230009,62.194,0.611866,0.879606,1.5,0.096,-0.0862400000000001,-0.04303410721619491,-0.00017178556760999442,-0.00017178556760910624,-3.455766034148681,0.004246899999999998
S2_diskbearing,0.7547606287430246,9011900232,14.2377,-1.38889,0.0434968,10.4192,0.18074596411249697,3.259528203416891,-9.552892610905745,71.12141563384942,1.5,2.544121924506791,109.214,0.543189,0.70465,136.0,Abell 119,0.333194,0.679715,-200.965,840.0,36.0,372.0,0.28034959095992984,8.6,9.7,2.04,396607,174.348,1.56165,0.04606,10.41,0.1702417083710389,3.2713367148998076,-9.541084099422829,64.30728138345447,2.0,2.4833255958316345,116.225,0.533857,0.695988,2.0,0.039,0.009199999999999875,0.010504255741458052,-0.011808511482916728,-0.011808511482916728,6.814134250394957,-0.0025631999999999946
S2_diskbearing,1.0738485660053876,9011900242,13.8457,-1.21122,0.0417739,10.4092,0.25116405307963247,3.10869202548262,-9.703728788840015,55.218394624619684,2.0,2.9919615603770606,109.583,0.461619,0.545149,7.0,Abell 119,0.347375,0.708646,-696.562,840.0,36.0,372.0,0.2689041104011434,8.6,9.7,2.04,143287,175.157,-1.35142,0.04562,10.33,0.23274564670584755,3.0663288382301896,-9.746091976092446,52.3061378306697,1.0,2.867725665609642,130.417,0.204473,0.230292,0.5,0.488,0.07920000000000016,0.018418406373784918,0.04236318725243038,0.04236318725243038,2.912256793949986,-0.003846099999999998
