source_identity_ids,names,surveys,prior_exposures,object_group_id,source_identities,group_holdout_key
MANGA:1-135810,1-135810,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-135810,1,040dc0c32f49e309680da6a1d02a0e176d553928baf4bcb8cac1047c9e715942
MANGA:1-135812,1-135812,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-135812,1,896f09c80b8b056fd9cd36499e8068fefcc0a31e68df830034162e974e8945b8
MANGA:1-135829,1-135829,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-135829,1,dee8e0301d9b6f375771a32d6831b91d9f4fb4233da30a8fa282923c336b2db1
MANGA:1-135875,1-135875,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-135875,1,9e8c51ee2106df34d356a965448f857e583e5a62ae54fbd834e7ec84d112bfac
MANGA:1-135911,1-135911,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-135911,1,4c8019b9810360641e7547bff16145eeb968e4b72a8d2d1aaeb67ffc3fb748e8
MANGA:1-135927,1-135927,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-135927,1,5b99f1cf7b68af8fafe94fafb9e8f5c0fab01164ab6b74f413822c3749ca4ad3
MANGA:1-135941,1-135941,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-135941,1,a3702ad6d93b71363066d0372a6c595873430fd6b3efb418e87c71557f8dc993
MANGA:1-135949,1-135949,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-135949,1,b56a8ddad826b730665d75ba424e61df07996d50e4df11e3a0c2b49ab440b786
MANGA:1-135964,1-135964,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-135964,1,49174d7b1c3e80a20b055460a24ecc7e42ed9e1bf276ec81c961ec71811d7df4
MANGA:1-135970,1-135970,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-135970,1,13e16c747b7e632e753a2eb958e329a02576593e69d48e1abee1443436e71426
MANGA:1-135971,1-135971,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-135971,1,67b8166b36ba34338d1aedb0ce810fd936aacabdfc75a02b0a0045e7ce3bbc59
MANGA:1-135979,1-135979,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-135979,1,acfb2a533b9a2abb3eacc04180fe508303004a50db0e2f950d87b5115697d4ab
MANGA:1-135983,1-135983,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-135983,1,6465e00bb0e7edeb818d65c1e928f4369164d5a936a8411ae2291416fbd33912
MANGA:1-1360,1-1360,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-1360,1,77d3f69507097e53b94cc110e74c1694ea67365dfd0bb858b26eff2d304b79a0
MANGA:1-136024,1-136024,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-136024,1,deec23e9bf9e6a7f643cfbe7d1a60a8383a2d2890a1ad4f2802cf0a81413e697
MANGA:1-136027,1-136027,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-136027,1,a1644ead85bff6161f9b37a8bb60294c3955c2cc391596df408ca7b64607ce93
MANGA:1-136034,1-136034,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-136034,1,b799a7fe3095ca7f5597c81a3662097ef42ecd06adcf57900b9fc01feeb86d72
MANGA:1-136044,1-136044,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-136044,1,bad833675db94d073767818f3a9ac2b114dd6395b917f397741e4df02197be7e
MANGA:1-136047,1-136047,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-136047,1,5e210c1885d3455465237fdc2a762793ab86465b1e181b94591b098f3603090c
MANGA:1-136111,1-136111,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-136111,1,f96abc1372b50dd91bd378a3f6c339adeb98122eba7e7882a9aee3d3ba2b76b2
MANGA:1-136120,1-136120,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-136120,1,1d81c852686a35bc28e0ec3bd065153360d3ee5186b8017468b32e34ded4bb6d
MANGA:1-136125,1-136125,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-136125,1,f7a2ba4704a9413d390559703142bb0b626298f97e03829cd0ee39508cabacf0
MANGA:1-136128,1-136128,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-136128,1,ad7c01b9de36e2a220eafa869ecec2653291fb0fc8ec339a80c52369e5430cdf
MANGA:1-136248,1-136248,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-136248,1,c3742040ba24cc94db8ea855339a4cf8b92d4df47a2764638971f1429f57d7d6
MANGA:1-136268,1-136268,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-136268,1,4b76f668c074d283912df8c99b1a28a1c01c6f92abb33176b56e651b664cc755
MANGA:1-136286,1-136286,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-136286,1,2f0816c85335c52a9886a468faf3c48ec1e3827c2e1206948f9fafa69e883523
MANGA:1-136292,1-136292,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-136292,1,27f0d5bd84cc96f2a5b11e1d11fbc91681f7983d3ea95b6f49abfb80fe5b14aa
MANGA:1-1363,1-1363,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-1363,1,4ba6ac7629ee1a466723bd0d76d293e3777f323ab0a1d8c6917f8c4da814b845
MANGA:1-136304,1-136304,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-136304,1,d1695bcc75dd0a324f5186392dca623f7a3c0e3b3b7e1b88e04fea3eee490021
MANGA:1-136305,1-136305,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-136305,1,f54a88fd3f6bdc2187b454020f0dfc1499e418cd430351acb53ac1da556e753c
MANGA:1-136306,1-136306,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-136306,1,ee1fb8d5ddaa8e0740d3f80892fc2eccc6d9676417bf9abfce8003194610ec78
MANGA:1-136307,1-136307,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-136307,1,cab6177e73fbddc08755df1ecf0154f82d35d82aa5953b9b5ce21fec036db8e5
MANGA:1-136333,1-136333,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-136333,1,16310c1fc1985e494cde1cb62b67025433b4b5ba8d68291652697f33c7e40a61
MANGA:1-136426,1-136426,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-136426,1,d8eb3cc04fd9d972e0701b1159b003b4287c73e434165d073d3b246884d5bd2f
MANGA:1-136450,1-136450,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-136450,1,88a32745d735ea43e4088627b53f4691de8d248f3757c012d654c4fb84927968
MANGA:1-136508,1-136508,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-136508,1,a3c0c4a04b5f1146c58456d6d89d1c6a1108853f124ef9c1c282f091a82142a8
MANGA:1-13736,1-13736,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-13736,1,174f344390131f9cbb1768ef0a39622b85ff9dd9fbe2a53cdbf3cad4c192dc22
MANGA:1-13738,1-13738,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-13738,1,49c1002cd71ddf9b035b9eead3aecf934d1be70f92e7236ba1ba19f4e921606d
MANGA:1-137528,1-137528,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-137528,1,279ed3798b25f3b1992a55be21a45bc78370ec51a848cb032ed40ad4b9a83b7f
MANGA:1-137548,1-137548,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-137548,1,78a6e2818aa01ac2d75b87762d502af036cea8b2211aee8b2eac31dbc4995bfa
MANGA:1-137714,1-137714,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-137714,1,cf8039a74acd81cb58db3e945882bc3925949646977a46613bb008eee41e9a43
MANGA:1-137730,1-137730,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-137730,1,8e49c1d40b76f559d315b2149b37df8174233124b5fba18ed53050513799c1da
MANGA:1-137795,1-137795,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-137795,1,d8d2a0e184db5c90ad53c454d3c9bf361d1fc84aa7f3d72f0f4636930b272fc1
MANGA:1-137797,1-137797,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-137797,1,8e1365d93ccf40e84728dcea8ec7e63c5d223fe1d244a4ced04f6367e3c35b1c
MANGA:1-137799,1-137799,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-137799,1,19d52b0df973df00382cead3f00269365d1059afb328b966d5c2df4eb3365d58
MANGA:1-137801,1-137801,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-137801,1,72299e49349d5db7dde49c5f06c3a7ae63ae5e87675e5d0c4e8080915445353e
MANGA:1-137844,1-137844,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-137844,1,d25ecaeca94fd3cceda98845230461d49c5f5d40c8c589e85c8d10f67204d48b
MANGA:1-137845,1-137845,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-137845,1,a6e3c61c49aad4a8fbfff1343d06029ee776483837e2ec391e904af012af8139
MANGA:1-137853,1-137853,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-137853,1,a58e7d1b8187ce8889db232a20d3fce07bacb36e1e2093328becf721f8340b17
MANGA:1-137870,1-137870,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-137870,1,ffa7b994b8db77d7f860919598e73030f0fea877bcc6a2a493241d34ee1aa209
MANGA:1-137875,1-137875,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-137875,1,4e4b20ae4b49a62a2366950143edf5343fbed44c6d7fec0c62b489cfa6a46fc3
MANGA:1-137883,1-137883,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-137883,1,e9846bce825a479100cf39900960733e14c6f5416c0016747a89404822f2213d
MANGA:1-137890,1-137890,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-137890,1,c8f3ed3560d8c023b5d5ade9bc7fd260614716abe8ccb4c790bcd54eb651a9e8
MANGA:1-137898,1-137898,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-137898,1,cadf506b18259b131a4edafef49c4e25a897dee0ac4b3bb8c34ca30e2296b3fa
MANGA:1-137908,1-137908,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-137908,1,16cec5b1396f90e87ceb9716dc655f82f6b8b7e0e0fd92e79fb3b6cdf7823d9d
MANGA:1-137912,1-137912,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-137912,1,19687fadf1260a876e1b606cb434655a87d0b1f4938ee27b99db19b75ecced2f
MANGA:1-137915,1-137915,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-137915,1,08fa9270af5e12a588f1d968bd4bcc31f62c3881f59ac593856e293f1be0a307
MANGA:1-137961,1-137961,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-137961,1,c3056a3cf0ec533554f9e12bea3fe9575d89266d693bece57d52f83bbbeb4dc1
MANGA:1-138021,1-138021,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-138021,1,9b75f8671bc8193e6d01ffff7ce6bd002f613ee6b501533da9490147a7125634
MANGA:1-138034,1-138034,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-138034,1,d54ff6bac61566a65eb51d7e5175d39f607fdf63db10dee02f0d2969439c3608
MANGA:1-138087,1-138087,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-138087,1,ae817f27867f9711da435cf4447665af492460d6bd2557d8b9fdd0bdb9d4f5e1
MANGA:1-138102,1-138102,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-138102,1,a1271e66c8a83d2cfe9b59d03858e02741c9e997afa10c3c168a28fdb92c33e3
MANGA:1-138105,1-138105,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-138105,1,2aee86601589bfbdd0dacdbdfb92b4f1b83d6b93654897052dadcc101613b714
MANGA:1-138106,1-138106,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-138106,1,8e8b5eaea05fd3e1496f93b880ffc3e8f5e377aff19ade5e76bbffd9800d7184
MANGA:1-138140,1-138140,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-138140,1,c58c1d2d91faaf6a6e60d5b7dd16d899b364a07cc799b69be524cb0319d5e006
MANGA:1-138157,1-138157,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-138157,1,25730885a19b1b2fb884e452bf1060a3992f20be8c11940c348dc4f7393aed9f
MANGA:1-138164,1-138164,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-138164,1,e546f4298e0293e38c5b7f91569e554d3414bfbc463d6b61aa377778c3f47205
MANGA:1-138167,1-138167,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-138167,1,0d006086d030318dfd22ee2190ae6671d13b50f2a591689f1e42e0953bb49e0a
MANGA:1-138169,1-138169,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-138169,1,70ab8ad8c037b604cae6055eb479fa230868ed1a88f546f95e2eda626236ad68
MANGA:1-138181,1-138181,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-138181,1,d950a53659e9c2ffb3c477f51f17b08f8aab16c60e75c1f5a351b5b04aec830c
MANGA:1-138223,1-138223,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-138223,1,24c9afc824177ae65b5839b0a911b37d2846a2a1324295e4b73bbb66dc2b55f5
MANGA:1-138227,1-138227,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-138227,1,5a85290abc52d9a49f7b7d5630df6f6e548620dc376366a782fb3d1bcc50489a
MANGA:1-138276,1-138276,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-138276,1,63379f52dd1d044f9d1e347ec17a3a68bea83aa90a7da1c598ba93171c6032c1
MANGA:1-138281,1-138281,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-138281,1,94511402cf7e045a6d0f86125af9573b87e6ff2721b77c91d90b8ebd6802fc7e
MANGA:1-138283,1-138283,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-138283,1,4db2511b56574f764894553629caf85b662c2a89707999d3995851ecddd4379a
MANGA:1-138298,1-138298,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-138298,1,cc6bec18b670e497467bb6bc8c3daa8a5f5f3e01c48cc17a42b8590060260eb7
MANGA:1-138324,1-138324,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-138324,1,6907d6346658c7f79c2197fe455ee3401e7e82389f511fa7b25d42d4c22aca7c
MANGA:1-138401,1-138401,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-138401,1,3d5b666fa2977bad17c8b2510122c82841a10af6160cb00ffdbbb293efc8dd2a
MANGA:1-139814,1-139814,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-139814,1,57c83812dfa9d7f46219a34d0288c8174d27644807bdc4b51ac0b5632cbaadc1
MANGA:1-139868,1-139868,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-139868,1,367040ce14027a1ac6fa7183791cbf97aafb93968ac0a1d354e820bb2a7812ed
MANGA:1-139929,1-139929,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-139929,1,3f3b8e7819d062c9f804714037220a9c89d27ab9c520c68c16a6c83e4a50bca2
MANGA:1-140248,1-140248,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-140248,1,fb6dd7b3fea578d533e31a75f3cbbc1bd0e18b7d72c016492aa55954ec11bd3e
MANGA:1-140345,1-140345,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-140345,1,b5ba154d435036711280d9bd493e9325c0c80cbf299b1cb7c09ecc86a43d8b8b
MANGA:1-140368,1-140368,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-140368,1,d0350f23a2f9aeb21cbc244aee877ed54b097378dbdd2989116cb329ac4ee4b8
MANGA:1-140369,1-140369,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-140369,1,7557f6c6bf68d81f65240558cc34a23c0bd6d4bd90905cd58040bdde7784bad3
MANGA:1-140383,1-140383,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-140383,1,a29e74e39dc8db43465117d6620eb86836626ccf0d49452c218757bb33f9e3b0
MANGA:1-14039,1-14039,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-14039,1,2985d720f5076076d2d76a66fb38018a9e4964da1241b04f70c17c913bdb75ab
MANGA:1-14057,1-14057,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-14057,1,68bd355463c696ee3c19e62b28e617fade26861ba40d53d70711d0b292763dd8
MANGA:1-14092,1-14092,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-14092,1,a46426125fdefb1649c541dec3291978d32915404a05484ded4d7ff7a130847e
MANGA:1-14106,1-14106,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-14106,1,7290215aa2d1a9a83e9e2f0c1227b95f99385d827b8dec0f734dd15dc07e6dcb
MANGA:1-14130,1-14130,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-14130,1,bb97c700ab7646359a5e8c58d9a9058215cbc7e286c5d3f39381443719a5c8f0
MANGA:1-14136,1-14136,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-14136,1,d529202fbb3bb161d00b34b3c9470cfaa3ee8fbe2ad06c053b7f5c211c4a5265
MANGA:1-14151,1-14151,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-14151,1,ff18c999b122c6d9c7efc71a04edeaf14bc8c62566cb2fe375c0912a98f5db90
MANGA:1-14152,1-14152,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-14152,1,aec11df4bf09150f8bce1dd8ee2399d23fbdeb46dc2710c6c563296eb753837f
MANGA:1-14162,1-14162,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-14162,1,d0cafa401c44afaf09b9853a1fc043d7d6b127f6692934147f3d447e33c0fa41
MANGA:1-14197,1-14197,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-14197,1,ac33ea552e2ec81a5008d0d083ed4ccea48a34f3608cdc5f0ba1eeeab31852e9
MANGA:1-1437,1-1437,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-1437,1,a5bf87630741ddaff058c3adce27bbc9a9a182ca73603d9d275864c36b854785
MANGA:1-1439,1-1439,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-1439,1,02cee818f4da138f5f6f2a92c55eca901eb8e81e4bca0181835df6050d180355
MANGA:1-144441,1-144441,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-144441,1,3fa1771346d6c41975f72a1edb3f3961621c99b03fa22ed3f183bcc7f9838ac5
MANGA:1-144443,1-144443,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-144443,1,42ab136683b884bedbeb89d2855a2d48c24990ed148b5d50540a8bba44ba811e
MANGA:1-144445,1-144445,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-144445,1,fdb635f8dd46eae42c050972651e688478fa245f11cb10c37a2de0b95a47dc61
MANGA:1-144455,1-144455,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-144455,1,ceaa86f02ef3e4af8a75b055ab4f074d2462667314bb96403926562d2f25a03b
MANGA:1-144470,1-144470,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-144470,1,2c0e62182f1d9a94aabb3d9fba0cb2298380ff7efd56f2be7e0ee24482b1592c
MANGA:1-144473,1-144473,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-144473,1,9b77be7e1b6a3c83d7afce8a47d48ebbcf8e3bec53dbd207448a16ea6d1a665b
MANGA:1-144478,1-144478,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-144478,1,a4d0a5fa0c51ef08039e1409335edebd3de579b31694e455716151a311b03cfb
MANGA:1-144829,1-144829,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-144829,1,79ff6b1868f8702df185fce0f953029afe93b46603f525eb2721070b5ad72c37
MANGA:1-144884,1-144884,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-144884,1,0fb0db86b532768f0a41253446884d37d9d3556637cf184cf15a02d44355ee03
MANGA:1-144889,1-144889,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-144889,1,9a1dc01a0a6a6b132265465f5535ead28ea9e60606c16d7ecec7fc0b6b8fe7af
MANGA:1-144990,1-144990,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-144990,1,65427991999a8bfd398072d6c7134ce1ceeffbb698b60afd849f4fa20e44e9e7
MANGA:1-145669,1-145669,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-145669,1,a053992427217c441d8faab313ff53d4943e18a85b51e4625b24fa3d8cc3c7e8
MANGA:1-145679,1-145679,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-145679,1,33c6bfedd2113bd38c12f24b1ae77701a7ac776fec50bc6d5ae6ec06b24a6b61
MANGA:1-145741,1-145741,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-145741,1,bcd9d20ed2636d0bc9c0985364d7be8c55133ed0b42e16d34960e241dbb769da
MANGA:1-145771,1-145771,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-145771,1,24a03fc3c6b37f4a4d14f02ed2afbec6f9a42d0b580baa943122f01b0dbf9977
MANGA:1-145783,1-145783,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-145783,1,902219dc6022ddb4af247e41fb8cb47b41b065b2eb637ac411bbdeb529ccb733
MANGA:1-145791,1-145791,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-145791,1,17ad02cf8b71fd956bf5fd7071d97db268b343b0c9d47448b74f312f64c61afa
MANGA:1-145802,1-145802,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-145802,1,d4eb84aaf340bbc729ab57daf53ae90f2b1824f15801f4af415e62bf0a607618
MANGA:1-145806,1-145806,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-145806,1,b152f8f69ced751c6052ff53840aada757e09603341bcfc17c75cefd1c347bd3
MANGA:1-145823,1-145823,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-145823,1,2c7a359db9293e8164534db174d83d71696acf7b8c6350ef061a5b84d4328a20
MANGA:1-145828,1-145828,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-145828,1,0f2f0844bb4ec05b25cbca19b85249bb420f5d677e54c35bbbb4d2befc9c8f89
MANGA:1-145842,1-145842,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-145842,1,1ff30750608bc47ea8502b59ea3a243abe7bb87e7171497590e0595fd8e41e53
MANGA:1-145856,1-145856,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-145856,1,808ea68f66e7a5d452dac1fc62f8d93e49b7ac82c42f871538558f9f9267bd83
MANGA:1-145871,1-145871,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-145871,1,d93a35ea8e5c59c1076dad197baba102a4a52232df612644fcc64053f9752388
MANGA:1-145884,1-145884,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-145884,1,e8b665c508109811eceae553700688f6987f6c39acdf91dba37ac5c6e77712d2
MANGA:1-145894,1-145894,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-145894,1,0e273b89eaa649a2ab7415d9b8b65cb3b1b06978e22d84fd1d9d634f48d3343c
MANGA:1-145900,1-145900,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-145900,1,cb4e782d5dd125e22a8d8b275691591f53979dc58eae241f33842ff469dde3b2
MANGA:1-145913,1-145913,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-145913,1,7457ededd11d3df5a8ce6287240ef5d3f38c5929d2f6f517f8b043677e1964b0
MANGA:1-145920,1-145920,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-145920,1,0333db80d29a1acd7aea9837b51968d8f0e83ccc77f3842c50dee853cb7359e0
MANGA:1-145922,1-145922,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-145922,1,f510bc39a49cc34463429570e628ca38585a700bd0ea85d045bd1a56ac9a5498
MANGA:1-145926,1-145926,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-145926,1,2e3d6a3a1ae53cdba2892c2f2d06309a99b5a506f55f4f6cf823ba805ce89822
MANGA:1-145958,1-145958,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-145958,1,78a7d8e5d6cb2692cfd0d5a07d865bad2950be71eb512fa96ad896ff130fbb60
MANGA:1-145963,1-145963,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-145963,1,fdc9c6dc572d6747c49224e29732ca76e41a79c2a340a53c8d657dd2a2b894b7
MANGA:1-145978,1-145978,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-145978,1,3d3cca53c09efed6393c8c2da8046842c8065946f259d0c9cfd0efae54d80749
MANGA:1-145988,1-145988,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-145988,1,097f1a393cfb0ecd6528c869453c4d1ce31d17b6c2b75a874a8bb679a1678ec8
MANGA:1-145995,1-145995,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-145995,1,ad21808b75a98519035887840c9accd8710919e0c3c5439e70c3251b464bdfe9
MANGA:1-146001,1-146001,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-146001,1,c031fbf3b1bde891b310f7603a3effc8797a01660157ea99459e00ec8e82dfdd
MANGA:1-146016,1-146016,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-146016,1,b835462956b9c27a8c4a0b64811fa544718ef57fb9437b74f5efcc56cf9766e6
MANGA:1-146026,1-146026,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-146026,1,dbbd7325fe071d6d8846169e9f217734b0862721841af9a605507368b4ab00c6
MANGA:1-146028,1-146028,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-146028,1,24af9a87bb86e9f4c32d0a808c1512fa9879c819316e7b135127bebef0c49a8d
MANGA:1-146046,1-146046,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-146046,1,da262194011a1f7b12eb8fd646f4b514a2741ffecd3e24d52336323598428035
MANGA:1-146067,1-146067,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-146067,1,dcb9d32e9ffba0bc9366d009662177024748ec7a9f3a04ddfd5eeaa26c9c616e
MANGA:1-146104,1-146104,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-146104,1,5a99927049d919f32bfd588d2ec6d56638df83844da445bf70f824a52c2aef37
MANGA:1-146106,1-146106,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-146106,1,2053f4cde14ee2a511cfd843c1754011cdf4e71a5503bd52fc98f872d6b29553
MANGA:1-146107,1-146107,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-146107,1,f31d86adbea85fddb4dc9cbc96647fe9cff665d23ba4f89fcc07d1d02b7aa8cf
MANGA:1-146129,1-146129,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-146129,1,d66a9a624535b40185c21e329d475ce6a6f2382738fbe35c1b9a2fb77bf7e67f
MANGA:1-146138,1-146138,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-146138,1,1266440ac0365d9e96817858f534a79c28614b7da42afce886a48c7e20192c34
MANGA:1-146142,1-146142,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-146142,1,60d5ed83b48c742cf1fb3b08be93632c02e687eef5f77473839c7fe2717ff61e
MANGA:1-146171,1-146171,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-146171,1,8d390a38c1d6b5fa590c317ec5c92b8910e351e9db423db4753519daee77d910
MANGA:1-146246,1-146246,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-146246,1,c9eec5cb801d6f51f29b2b9ad15754be568f224d0469decb0cb216bfbe568477
MANGA:1-146247,1-146247,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-146247,1,84b0d69537a255c8374f28004b24bb83f97d3f32d67582be4fffa094c30f876f
MANGA:1-146265,1-146265,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-146265,1,e22ba6dd226fae297eb791b38f7b59c92e4bfe1cc028d8abfebefe0354a20c37
MANGA:1-146266,1-146266,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-146266,1,d6cc9e0d3c11e0c03de100426c303a6d12ac3c797a92014bf817304f3eed953c
