axis_ratio	d4000	dapqual	daptype	dec	dn4000	drp3qual	g_minus_r_color	halpha_ew	hbeta	hdelta_a	hgamma_a	log_half_light_radius	log_snr	log_specific_sfr	log_stellar_mass	log_surface_brightness	log_surface_density	mangaid	mass_size_crossing_proxy	plateifu	ra	redshift	sersic_index	sfr_1re	sfr_tot	snr_med_g	minimum_predecessor_separation_arcsec	stellar_mass_msun	half_light_radius_kpc	log_baryonic_speed_km_s	internal_acceleration_m_s2	mean_stellar_density_msun_kpc3	log_mean_stellar_density	phase_space_proxy	minimum_item34_role_separation_arcsec	minimum_item35_role_separation_arcsec	mass_bin	size_bin	sample_cell	role	outer_fold	source_map_read	velocity_response_read
6.348860000000e-01	1.376337000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.190977096558e+01	1.259291000000e+00	0.000000000000e+00	4.012000000000e-01	2.679743000000e+01	4.006206000000e+00	5.572888000000e+00	3.642220000000e+00	4.801320362639e-01	1.064121280512e+00	-1.054721243039e+01	8.809529413963e+00	-4.543968970420e-01	7.849265341436e+00	12-84617	-3.684566652586e+00	7443-3704	2.314787597656e+02	2.265460000000e-02	1.644120000000e+00	1.829435000000e-02	3.967951000000e-02	1.159101000000e+01	8.541148415072e+02	6.449549999996e+08	3.020870000000e+00	1.481478866194e+00	9.850882772331e-12	5.585276732362e+06	6.747044695869e+00	8.302608097288e+00	2.268202338152e+03	3.681141286499e+03	0	0	m0-r0	exploration	0	False	False
3.736410000000e-01	1.395344000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.034541988373e+01	1.259120000000e+00	0.000000000000e+00	3.711000000000e-01	2.469143000000e+01	4.432649000000e+00	6.360595000000e+00	4.986379000000e+00	7.841806393304e-01	9.431707518832e-01	-1.032051791415e+01	8.596665258019e+00	-5.920872359470e-01	7.028303979358e+00	1-113379	-3.122061670014e+00	7815-6101	3.165415649414e+02	1.716110000000e-02	9.082880000000e-01	1.888632000000e-02	3.073785000000e-02	8.773457000000e+00	3.135451755666e+03	3.950620000004e+08	6.083880000000e+00	1.223022486688e+00	1.487694607545e-12	4.188270575672e+05	5.622034730725e+00	7.952967270661e+00	5.131364348427e+03	1.501565902485e+03	0	1	m0-r1	exploration	2	False	False
7.108320000000e-01	1.499186000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.641495132446e+01	1.327910000000e+00	0.000000000000e+00	4.629000000000e-01	2.007629000000e+01	4.466467000000e+00	5.714888000000e+00	4.259968000000e+00	1.096746687576e+00	7.115045510473e-01	-1.051266931445e+01	9.774925521245e+00	-7.896868319564e-01	7.581432146093e+00	1-546807	-3.242342729259e+00	7957-12704	2.574274291992e+02	2.767250000000e-02	2.240950000000e+00	1.829179000000e-01	3.030383000000e-01	5.146412000000e+00	4.448469303963e+02	5.955600000001e+09	1.249530000001e+01	1.655869594178e+00	5.316697552113e-12	7.287806770770e+05	5.862596849215e+00	6.894988066679e+00	2.942568012357e+03	4.008050263472e+03	1	1	m1-r1	exploration	3	False	False
6.788550000000e-01	1.480879000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.541715621948e+01	1.308723000000e+00	0.000000000000e+00	4.914000000000e-01	2.739409000000e+01	3.596066000000e+00	5.518129000000e+00	3.489574000000e+00	4.684832108277e-01	8.704225760286e-01	-1.063241356016e+01	9.281878395640e+00	-5.824826376942e-01	8.344911973985e+00	1-547107	-3.938214381579e+00	7957-3704	2.565657958984e+02	3.674570000000e-02	8.318030000000e-01	4.461335000000e-02	6.342123000000e-02	7.420319000000e+00	1.788324420676e+03	1.913719999999e+09	2.940920000000e+00	1.723477769750e+00	3.084052649049e-11	1.796139872422e+07	7.254340153854e+00	8.083906844604e+00	9.452073786549e+02	4.511911201475e+03	0	0	m0-r0	exploration	0	False	False
7.195940000000e-01	1.507943000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.481853866577e+01	1.346073000000e+00	0.000000000000e+00	7.069000000000e-01	1.713606000000e+01	3.504786000000e+00	3.722548000000e+00	1.532696000000e+00	7.232996592305e-01	1.199680320807e+00	-1.092295837847e+01	1.029874394348e+01	-1.792918745711e-01	8.852144625021e+00	1-177284	-4.064422482895e+00	7958-3702	2.569926147461e+02	3.704710000000e-02	1.955300000000e+00	2.375667000000e-01	4.767060000000e-01	1.583727000000e+01	1.044550693416e+03	1.989499999989e+10	5.288100000000e+00	2.104502319469e+00	9.916409083204e-11	3.211858148815e+07	7.506756356486e+00	7.193249398080e+00	1.774493028517e+03	3.755156313409e+03	1	1	m1-r1	reserved_confirmation		False	False
4.531840000000e-01	1.440938000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.179230880737e+01	1.287257000000e+00	0.000000000000e+00	5.411000000000e-01	4.022152000000e+01	4.257598000000e+00	5.940378000000e+00	4.550074000000e+00	1.037577876971e+00	1.053923150549e+00	-1.036284699696e+01	9.858702582948e+00	-4.243698850894e-01	7.783546829007e+00	1-177542	-3.372984476018e+00	7960-12704	2.590443115234e+02	2.286990000000e-02	1.007360000000e+00	3.132244000000e-01	5.122112000000e-01	1.132200000000e+01	2.433463335242e+03	7.222749999993e+09	1.090380000001e+01	1.727342530332e+00	8.467527942471e-12	1.330087900287e+06	6.123880342733e+00	6.941852751735e+00	9.180516595456e+02	4.360048234109e+03	1	1	m1-r1	exploration	4	False	False
4.799650000000e-01	1.488153000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-4.745207428932e-01	1.315746000000e+00	0.000000000000e+00	6.748000000000e-01	3.341953000000e+01	4.201775000000e+00	5.948282000000e+00	4.226115000000e+00	6.253577304903e-01	1.245583481652e+00	-1.071251879031e+01	9.561041723716e+00	-1.834465180373e-01	8.310326262735e+00	1-635629	-3.842484266123e+00	7968-3704	3.226078796387e+02	1.989400000000e-02	1.141710000000e+00	7.055421000000e-02	1.260867000000e-01	1.760287000000e+01	7.576633616686e+02	3.639500000000e+09	4.220440000000e+00	1.784622173957e+00	2.847974341142e-11	1.155792635630e+07	7.062879922943e+00	7.709013401072e+00	1.780630079467e+03	2.940452102510e+04	1	0	m1-r0	exploration	1	False	False
3.736410000000e-01	1.374005000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.034541988373e+01	1.239297000000e+00	0.000000000000e+00	3.711000000000e-01	2.417888000000e+01	4.338390000000e+00	6.621560000000e+00	5.496855000000e+00	7.841806393304e-01	9.235789906225e-01	-1.034845601550e+01	8.596665258019e+00	-6.145673001538e-01	7.028303979358e+00	1-113379	-3.122061670014e+00	7972-3701	3.165415649414e+02	1.716110000000e-02	9.082880000000e-01	1.770962000000e-02	2.722728000000e-02	8.386466000000e+00	3.135451755666e+03	3.950620000004e+08	6.083880000000e+00	1.223022486688e+00	1.487694607545e-12	4.188270575672e+05	5.622034730725e+00	7.952967270661e+00	5.131364348427e+03	1.501565902485e+03	0	1	m0-r1	exploration	0	False	False
5.774120000000e-01	1.518881000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	6.467687988281e+01	1.327558000000e+00	0.000000000000e+00	6.428000000000e-01	3.472669000000e+01	3.783541000000e+00	4.924168000000e+00	3.117511000000e+00	8.354857390827e-01	9.451433333839e-01	-1.055093502492e+01	1.002895332878e+01	-3.571073320770e-01	8.357981850617e+00	1-22662	-3.761248055767e+00	7992-6104	2.552794952393e+02	2.713120000000e-02	1.892410000000e+00	3.006203000000e-01	3.528707000000e-01	8.813397000000e+00	4.503561317765e+03	1.068939999995e+10	6.846770000001e+00	1.913513972193e+00	3.178276377928e-11	7.950739094873e+06	6.900407502229e+00	7.159865585652e+00	6.379282808545e+03	3.426254995763e+03	1	1	m1-r1	exploration	1	False	False
7.342660000000e-01	1.347070000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.448455047607e+01	1.215781000000e+00	0.000000000000e+00	3.391000000000e-01	4.272218000000e+01	4.268163000000e+00	6.268474000000e+00	4.525785000000e+00	6.710913469788e-01	8.551017416936e-01	-1.006382684120e+01	9.143470726280e+00	-7.869452058782e-01	7.801288032322e+00	1-42233	-3.565098342672e+00	7993-3703	3.331694030762e+01	3.681900000000e-02	1.108990000000e+00	1.201279000000e-01	2.706753000000e-01	7.163112000000e+00	7.981634747718e+02	1.391460000000e+09	4.689120000000e+00	1.552969866995e+00	8.820594187612e-12	3.221870467789e+06	6.508108076041e+00	7.849198475057e+00	1.523608593638e+04	5.793536006526e+04	0	0	m0-r0	reserved_confirmation		False	False
5.438160000000e-01	1.425234000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-4.680337607861e-01	1.255590000000e+00	0.000000000000e+00	5.301000000000e-01	2.943554000000e+01	4.170263000000e+00	6.051055000000e+00	4.314097000000e+00	4.449982590549e-01	1.105589542707e+00	-1.053712039055e+01	9.171512909598e+00	-5.426488114244e-01	8.281516391488e+00	1-37744	-3.918259066217e+00	8080-3701	4.752836227417e+01	3.671530000000e-02	1.490960000000e+00	4.309159000000e-02	8.835336000000e-02	1.275233000000e+01	9.220955888351e+02	1.484269999999e+09	2.786110000000e+00	1.680037502616e+00	2.665177885081e-11	1.638436155948e+07	7.214429523131e+00	8.174317015284e+00	1.535258257078e+03	2.398336365537e+03	0	0	m0-r0	exploration	1	False	False
7.452270000000e-01	1.646487000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	8.793805837631e-01	1.479788000000e+00	0.000000000000e+00	7.552000000000e-01	1.184276000000e+01	3.089941000000e+00	2.716526000000e+00	-1.724119000000e-01	5.579472884933e-01	1.120740707742e+00	-1.111408953283e+01	1.055575325363e+01	-4.057485906365e-01	9.439858676644e+00	1-109284	-4.440955694075e+00	8080-6103	4.743560028076e+01	6.861010000000e-02	2.040620000000e+00	2.764800000000e-01	6.599246000000e-01	1.320507000000e+01	1.152506836294e+03	3.595449999998e+10	3.613660000000e+00	2.315683159912e+00	3.837677590137e-10	1.818958450620e+08	8.259822778848e+00	7.312773299111e+00	1.760728169992e+03	5.760845102117e+03	1	0	m1-r0	exploration	0	False	False
3.166650000000e-01	1.425147000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	8.151974678040e-01	1.282985000000e+00	0.000000000000e+00	4.626000000000e-01	3.867018000000e+01	3.609870000000e+00	5.704638000000e+00	4.012567000000e+00	9.584668847340e-01	7.679573459297e-01	-1.030642717610e+01	9.235058548756e+00	-7.988012214650e-01	7.318124779288e+00	1-38138	-3.179828947277e+00	8081-12704	4.940636444092e+01	2.407400000000e-02	9.316300000000e-01	8.484600000000e-02	1.387362000000e-01	5.860806000000e+00	1.373049880656e+03	1.718139999999e+09	9.087969999999e+00	1.455076009355e+00	2.899576616547e-12	5.464737247160e+05	5.737569285252e+00	7.372341257187e+00	2.086210303054e+03	1.664561153220e+03	0	1	m0-r1	reserved_confirmation		False	False
6.152330000000e-01	1.488406000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-1.145899534225e+00	1.297117000000e+00	0.000000000000e+00	5.177000000000e-01	2.575396000000e+01	3.889179000000e+00	4.902885000000e+00	3.156458000000e+00	5.163118894103e-01	1.109973517858e+00	-1.060703236913e+01	9.611978075994e+00	-4.230416298470e-01	8.579354297173e+00	1-38011	-4.031521203882e+00	8081-6101	4.997376251221e+01	4.036490000000e-02	1.133870000000e+00	1.011453000000e-01	2.500480000000e-01	1.288171000000e+01	6.426421226231e+02	4.092400000001e+09	3.283310000000e+00	1.864613270636e+00	5.291320971589e-11	2.760284193354e+07	7.440953798461e+00	7.847113986553e+00	7.821766886270e+02	2.746103421176e+03	1	0	m1-r0	reserved_confirmation		False	False
7.936990000000e-01	1.339391000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	9.559590220451e-01	1.226339000000e+00	0.000000000000e+00	3.887000000000e-01	5.178360000000e+01	4.235876000000e+00	5.675658000000e+00	4.220279000000e+00	7.589376163964e-01	1.063117471830e+00	-1.023046064454e+01	9.695201396079e+00	-3.998648266015e-01	8.177326163286e+00	1-38155	-3.709194273445e+00	8082-6103	4.978217315674e+01	2.388310000000e-02	1.373550000000e+00	2.915686000000e-01	4.525110000000e-01	1.156425000000e+01	8.451502829582e+01	4.956799999999e+09	5.740340000000e+00	1.784912067185e+00	2.096698443308e-11	6.256046060581e+06	6.796299937587e+00	7.441563736032e+00	1.502239203631e+03	1.877399334274e+03	1	1	m1-r1	exploration	2	False	False
3.903050000000e-01	1.595030000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.464409065247e+01	1.355389000000e+00	0.000000000000e+00	9.215000000000e-01	2.305869000000e+01	3.483049000000e+00	4.422131000000e+00	2.128589000000e+00	6.035416623541e-01	9.972308144490e-01	-1.083543418633e+01	9.581639093328e+00	-6.308067858839e-01	8.374555768620e+00	1-39396	-3.885507053133e+00	8091-6102	1.229096317291e+01	3.952530000000e-02	8.966320000000e-01	5.574487000000e-02	1.284852000000e-01	9.936440000000e+00	9.236429367057e+02	3.816269999998e+09	4.013670000000e+00	1.805828892831e+00	3.301912634728e-11	1.409047056254e+07	7.148925496963e+00	7.731438818471e+00	5.332361205557e+04	6.963642599365e+03	1	0	m1-r0	exploration	0	False	False
7.599970000000e-01	1.828334000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.297604179382e+01	1.700934000000e+00	0.000000000000e+00	7.176000000000e-01	1.507725000000e-01	2.182453000000e+00	4.728968000000e-01	-2.386554000000e+00	5.208606745514e-01	7.867054355893e-01	-1.314191465450e+01	8.977957147200e+00	-6.194063856108e-01	7.936235798097e+00	1-42708	-3.707687561773e+00	8097-1902	2.747435569763e+01	1.564880000000e-02	2.254610000000e+00	6.855553000000e-05	1.896506000000e-04	6.119352000000e+00	5.421409665417e+02	9.505109999999e+08	3.317880000000e+00	1.545328413668e+00	1.203498650312e-11	6.212787712179e+06	6.793286514243e+00	8.157301273239e+00	2.980043497920e+03	4.647530681833e+04	0	0	m0-r0	exploration	3	False	False
8.294580000000e-01	1.346903000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.812908554077e+01	1.203444000000e+00	0.000000000000e+00	3.835000000000e-01	4.620537000000e+01	4.471025000000e+00	6.545370000000e+00	4.994972000000e+00	7.582478374800e-01	9.752302399086e-01	-1.016560963415e+01	9.735380899417e+00	-5.377387515119e-01	8.218885224457e+00	1-548075	-3.730318693488e+00	8134-6103	1.147675933838e+02	3.634730000000e-02	1.173240000000e+00	3.713396000000e-01	6.866471000000e-01	9.445615000000e+00	2.360523527018e+03	5.437270000003e+09	5.731230000000e+00	1.805346708312e+00	2.307252014893e-11	6.895230324265e+06	6.838548777675e+00	7.422508652737e+00	3.318095325074e+03	2.202227608878e+03	1	1	m1-r1	exploration	1	False	False
3.553210000000e-01	1.839853000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.446279144287e+01	1.609608000000e+00	0.000000000000e+00	8.259000000000e-01	7.555772000000e+00	2.510089000000e+00	1.115660000000e+00	-1.668049000000e+00	7.256642098964e-01	1.244705512321e+00	-1.137671693641e+01	1.036561525945e+01	-4.136929394219e-01	8.914286839657e+00	1-339042	-4.094311314880e+00	8138-12705	1.169131164551e+02	5.312920000000e-02	1.870950000000e+00	9.747614000000e-02	3.199309000000e-01	1.756732000000e+01	1.005270008248e+03	2.320680000002e+10	5.316970000000e+00	2.136755702121e+00	1.144186051610e-10	3.685819135859e+07	7.566534020458e+00	7.156266914096e+00	2.500261086506e+03	3.395890495522e+03	1	1	m1-r1	exploration	0	False	False
6.869040000000e-01	1.727632000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.823974227905e+01	1.553084000000e+00	0.000000000000e+00	6.926000000000e-01	7.605704000000e+00	2.949007000000e+00	2.444680000000e+00	-7.599342000000e-01	5.118900423810e-01	1.147558538735e+00	-1.125207925358e+01	9.638564128859e+00	-3.163101952638e-01	8.614784044097e+00	1-201364	-4.051447000858e+00	8146-1902	1.171994552612e+02	2.772250000000e-02	1.980510000000e+00	2.434921000000e-02	3.213429000000e-02	1.404619000000e+01	1.387029086717e+03	4.350749999997e+09	3.250050000000e+00	1.880117220583e+00	5.741083369698e-11	3.025557370445e+07	7.480805392414e+00	7.840453730665e+00	4.647796836719e+02	8.117642899415e+03	1	0	m1-r0	exploration	0	False	False
5.583770000000e-01	1.605195000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.531551742554e+01	1.426453000000e+00	0.000000000000e+00	7.750000000000e-01	2.323928000000e+01	3.090692000000e+00	3.688439000000e+00	1.277582000000e+00	5.194447008521e-01	1.254650536285e+00	-1.086789829003e+01	9.563739686521e+00	-1.295979676931e-01	8.524850284817e+00	1-301273	-4.002702791982e+00	8152-1901	1.442059173584e+02	2.233830000000e-02	1.394630000000e+00	4.964110000000e-02	9.196142000000e-02	1.797424000000e+01	5.199390592454e+02	3.662180000000e+09	3.307080000000e+00	1.838927670178e+00	4.667239574668e-11	2.417224428936e+07	7.383316974662e+00	7.866533964127e+00	2.060630186214e+03	1.495451316393e+04	1	0	m1-r0	exploration	1	False	False
5.886970000000e-01	1.814250000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.553862762451e+01	1.605857000000e+00	0.000000000000e+00	8.480000000000e-01	9.554825000000e+00	2.788327000000e+00	1.576350000000e+00	-1.976322000000e+00	7.961620434474e-01	1.211510856913e+00	-1.131672495134e+01	1.034239899139e+01	-1.170830667541e-01	8.750074904491e+00	1-585622	-3.976956430522e+00	8152-6102	1.430232086182e+02	2.694200000000e-02	2.450520000000e+00	1.060899000000e-01	1.642075000000e-01	1.627462000000e+01	9.444504547073e+02	2.199880000019e+10	6.254060000001e+00	2.089898651315e+00	7.839434104895e-11	2.146961476008e+07	7.331824251745e+00	7.062128297800e+00	1.816121276870e+03	1.762008048405e+04	1	1	m1-r1	exploration	0	False	False
7.973210000000e-01	1.323522000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-2.456633150578e-01	1.201451000000e+00	0.000000000000e+00	3.948000000000e-01	4.148037000000e+01	4.243833000000e+00	6.028100000000e+00	4.511225000000e+00	6.491312963340e-01	1.203308723337e+00	-1.026695202495e+01	9.646705568711e+00	-2.242403958173e-01	8.348442976043e+00	1-37167	-3.849655839854e+00	8154-6102	4.416958999634e+01	2.904030000000e-02	1.548730000000e+00	2.397472000000e-01	3.814619000000e-01	1.597014000000e+01	3.438134447986e+03	4.433080000002e+09	4.457910000000e+00	1.815567313532e+00	3.109229542393e-11	1.194601540363e+07	7.077223070407e+00	7.630521129809e+00	1.386422901140e+03	6.437483823450e+03	1	0	m1-r0	exploration	1	False	False
7.884190000000e-01	1.240703000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.737465858459e+01	1.178392000000e+00	0.000000000000e+00	2.254000000000e-01	8.667971000000e+01	4.082242000000e+00	6.212915000000e+00	3.988618000000e+00	7.647483362925e-01	7.476983942808e-01	-9.608821480281e+00	8.699623559822e+00	-6.956159046491e-01	7.170126887237e+00	1-461292	-3.202689275472e+00	8241-6101	1.270485229492e+02	2.087290000000e-02	2.055600000000e+00	1.232543000000e-01	1.788433000000e+02	5.593690000000e+00	7.237421675061e+02	5.007530000001e+08	5.817660000000e+00	1.284217789109e+00	2.062228083039e-12	6.071415312913e+05	5.783289941642e+00	7.930636574316e+00	3.401444016851e+03	1.387752658302e+04	0	1	m0-r1	exploration	3	False	False
5.897130000000e-01	1.568129000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.592096328735e+01	1.372572000000e+00	0.000000000000e+00	7.000000000000e-01	4.362893000000e+01	3.557994000000e+00	4.700172000000e+00	2.676784000000e+00	5.990136133611e-01	1.120662755084e+00	-1.049637420128e+01	9.588189883658e+00	-4.113946590288e-01	8.390162656936e+00	1-155558	-3.895574521788e+00	8249-3702	1.370326538086e+02	2.679750000000e-02	2.494240000000e+00	1.235423000000e-01	1.636910000000e-01	1.320270000000e+01	1.846612976690e+03	3.874269999997e+09	3.972040000000e+00	1.811368312492e+00	3.422728620581e-11	1.475911899587e+07	7.169060434272e+00	7.734955496795e+00	3.173282702695e+03	1.098044623069e+04	1	0	m1-r0	reserved_confirmation		False	False
5.863670000000e-01	1.681256000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.268685531616e+01	1.497593000000e+00	0.000000000000e+00	6.156000000000e-01	8.620983000000e+00	3.068776000000e+00	3.111231000000e+00	8.019763000000e-01	7.424596043363e-01	8.760974688984e-01	-1.126554064864e+01	9.401450516239e+00	-7.489056571488e-01	7.916531307567e+00	1-217326	-3.587035851615e+00	8250-6103	1.402894287109e+02	2.526910000000e-02	8.699220000000e-01	1.367445000000e-02	2.433362000000e-02	7.517916000000e+00	2.976668471995e+03	2.520289999998e+09	5.526620000000e+00	1.646275633295e+00	1.150114601180e-11	3.564372578842e+06	6.551983093928e+00	7.613156194042e+00	1.448035398452e+03	6.050246361850e+03	0	1	m0-r1	exploration	4	False	False
5.575370000000e-01	1.453013000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.317394638062e+01	1.291451000000e+00	0.000000000000e+00	4.584000000000e-01	2.816387000000e+01	4.093590000000e+00	5.720936000000e+00	4.248207000000e+00	8.779360222266e-01	1.128972456302e+00	-1.050658184994e+01	9.694549044098e+00	-5.016505682541e-01	7.938676999644e+00	1-274593	-3.530370488709e+00	8253-9102	1.582076263428e+02	2.912670000000e-02	1.054040000000e+00	1.541584000000e-01	3.263050000000e-01	1.345775000000e+01	1.054922667188e+03	4.949360000005e+09	7.549810000001e+00	1.725086688280e+00	1.210282654470e-11	2.745695475832e+06	6.438652368116e+00	7.263392303277e+00	8.913674046332e+02	1.007243204998e+04	1	1	m1-r1	exploration	2	False	False
3.119260000000e-01	1.504788000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.353276824951e+01	1.318202000000e+00	0.000000000000e+00	5.658000000000e-01	1.909029000000e+01	3.756501000000e+00	5.943862000000e+00	3.498667000000e+00	7.346526404050e-01	9.455264872027e-01	-1.077000576651e+01	9.372891759959e+00	-6.485266361330e-01	7.903586479149e+00	1-255903	-3.584466919372e+00	8254-12702	1.635180664062e+02	3.686530000000e-02	9.013280000000e-01	4.007615000000e-02	9.333462000000e-02	8.821176000000e+00	2.997873945228e+03	2.359890000000e+09	5.428160000000e+00	1.635899737121e+00	1.116339491627e-11	3.522453181694e+06	6.546845229442e+00	7.639146018079e+00	8.665906863922e+02	1.673038431316e+03	0	1	m0-r1	exploration	4	False	False
7.228620000000e-01	1.534062000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.405429077148e+01	1.367741000000e+00	0.000000000000e+00	5.759000000000e-01	1.626704000000e+01	3.890614000000e+00	4.828036000000e+00	2.540217000000e+00	8.190942738493e-01	8.322557346543e-01	-1.087539208546e+01	9.621396490124e+00	-6.485347562876e-01	7.983207942426e+00	1-276679	-3.582056834288e+00	8254-6102	1.612726287842e+02	2.525820000000e-02	1.126980000000e+00	5.571914000000e-02	8.823121000000e-02	6.796037000000e+00	1.258638406112e+03	4.182119999996e+09	6.593170000000e+00	1.717931285481e+00	1.340965954840e-11	3.483574150656e+06	6.542025059274e+00	7.388231202830e+00	5.541168947142e+03	7.366232628457e+03	1	1	m1-r1	exploration	2	False	False
5.657470000000e-01	1.492709000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.650204467773e+01	1.278984000000e+00	0.000000000000e+00	4.593000000000e-01	1.906340000000e+01	3.917647000000e+00	5.919432000000e+00	4.188349000000e+00	6.405271497731e-01	7.686363995794e-01	-1.064959610239e+01	9.182380409733e+00	-7.958469036523e-01	7.901326110186e+00	1-282186	-3.630399480207e+00	8261-9102	1.833090972900e+02	3.767570000000e-02	1.678350000000e+00	3.410235000000e-02	6.461971000000e-02	5.869977000000e+00	2.019434235289e+03	1.521880000002e+09	4.370460000000e+00	1.587706807324e+00	1.110544382503e-11	4.352215097067e+06	6.638710351111e+00	7.875589929140e+00	2.289500889618e+03	3.368564504078e+03	0	0	m0-r0	reserved_confirmation		False	False
5.792390000000e-01	1.853969000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.370438766479e+01	1.680181000000e+00	0.000000000000e+00	6.856000000000e-01	2.205047000000e+00	2.529507000000e+00	5.362004000000e-01	-2.293987000000e+00	7.082372847924e-01	8.058342329929e-01	-1.173685956372e+01	9.357795774309e+00	-6.624814390977e-01	7.941321204725e+00	1-495856	-3.616541959966e+00	8310-3702	1.781774902344e+02	2.198020000000e-02	1.209360000000e+00	4.177690000000e-03	4.907904000000e-03	6.394907000000e+00	1.725089205653e+03	2.279269999999e+09	5.107840000001e+00	1.641559422102e+00	1.217673947261e-11	4.083149774565e+06	6.610995310629e+00	7.686317044323e+00	2.228359644114e+03	7.956917189985e+03	0	1	m0-r1	exploration	2	False	False
5.155610000000e-01	1.988810000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.218276405334e+01	1.741995000000e+00	0.000000000000e+00	7.727000000000e-01	1.983465000000e+00	2.414125000000e+00	3.593661000000e-01	-3.410625000000e+00	5.098689150243e-01	1.258880457847e+00	-1.198031383832e+01	1.024540654881e+01	-2.021241804206e-01	9.225668718763e+00	1-519381	-4.357899901870e+00	8311-12702	2.035606384277e+02	4.945510000000e-02	2.453080000000e+00	1.841165000000e-02	4.819024000000e-02	1.815016000000e+01	8.780069558676e+02	1.759569999992e+10	3.234960000000e+00	2.184548994237e+00	2.343573228334e-10	1.240826884049e+08	8.093711194435e+00	7.540064211724e+00	2.211456884694e+03	5.830223726850e+03	1	0	m1-r0	exploration	4	False	False
4.508520000000e-01	1.551061000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.671356201172e+01	1.381956000000e+00	0.000000000000e+00	5.553000000000e-01	1.757994000000e+01	3.815301000000e+00	5.347660000000e+00	2.639480000000e+00	6.931533719409e-01	7.966372527890e-01	-1.083203972105e+01	9.194866629627e+00	-6.520748724009e-01	7.808559885745e+00	1-284284	-3.557703256902e+00	8318-3702	1.977938385010e+02	2.700000000000e-02	1.084180000000e+00	2.305828000000e-02	3.310012000000e-02	6.260907000000e+00	6.693273771150e+01	1.566270000002e+09	4.933480000000e+00	1.567636806187e+00	8.969530174277e-12	3.113994954082e+06	6.493317904502e+00	7.790407485941e+00	4.185352051696e+02	4.088991885342e+03	0	0	m0-r0	exploration	3	False	False
6.153800000000e-01	1.449224000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.226915359497e+01	1.271777000000e+00	0.000000000000e+00	5.205000000000e-01	2.310548000000e+01	3.797719000000e+00	5.594792000000e+00	2.899852000000e+00	6.726334653937e-01	7.413127544678e-01	-1.059732364912e+01	9.477578470816e+00	-7.305449655737e-01	8.132311540028e+00	1-519706	-3.729839037317e+00	8320-12701	2.055486145020e+02	4.196510000000e-02	1.544240000000e+00	7.590228000000e-02	1.659051000000e-01	5.512045000000e+00	7.602075249329e+02	3.003160000002e+09	4.705800000000e+00	1.719252680055e+00	1.890259152205e-11	6.880016271069e+06	6.837589465332e+00	7.679831425167e+00	3.918231259830e+03	4.209749749217e+03	0	0	m0-r0	reserved_confirmation		False	False
