group	role	outer_fold	richness_stratum	mass_stratum	concentration_stratum	members	log10_mass	log10_r_rms	log10_r50	log10_r90	log10_richness	log10_distance	log10_virial_velocity	log10_acceleration_amplitude	log10_tidal_amplitude	shape_axis_ratio	radial_concentration	signed_log_center_acceleration_norm	signed_log_tidal_trace_norm	log10_tidal_frobenius_norm	signed_log_tidal_determinant_norm	tidal_eigenvalue_anisotropy	log10_third_derivative_norm	acceleration_shape_alignment	tidal_shape_alignment	third_x_tidal_anisotropy	radial_field_slope_inner	radial_field_slope_outer	radial_field_curvature	radial_slope_transition	r_rms_kpc	epsilon_kpc	total_mass_msun
250	reserved_confirmation		8_11	high_mass	high_concentration	8	1.199103989873e+01	2.868847334649e+00	2.796200048504e+00	3.050455609970e+00	9.030899869919e-01	2.365581572755e+00	1.877876459383e+00	8.869055841184e-01	-1.981941750530e+00	5.429406888410e-01	5.568579683026e-01	3.641351633244e-01	6.079828272362e-01	6.970206884768e-01	-9.406164357402e-01	9.999999999998e-01	1.517376547574e+00	6.149968593731e-01	5.738574000483e-01	1.517376547574e+00	1.202662268887e+00	-2.094688742247e+00	-1.585690650611e+00	-3.297351011134e+00	7.393453310328e+02	3.696726655164e+01	9.795799754983e+11
252	exploration	1	8_11	low_mass	low_concentration	9	1.149466123993e+01	2.572307981694e+00	2.256210039693e+00	2.822541479341e+00	9.542425094393e-01	2.104145550554e+00	1.777956806460e+00	9.836056312256e-01	-1.588702350468e+00	6.021058716527e-01	2.714366960195e-01	4.952565772888e-01	1.009748487742e+00	1.071536554968e+00	-1.446234438491e+00	9.999999999999e-01	2.031406125375e+00	7.598925379366e-01	9.952991649868e-01	2.031406125375e+00	4.013954424332e-01	-1.524384353570e+00	-9.261043205127e-01	-1.925779796003e+00	3.735149435355e+02	2.000000000000e+01	3.123641901278e+11
261	exploration	0	20_plus	low_mass	low_concentration	37	1.179693711972e+01	2.772504329233e+00	2.619702235907e+00	3.016921682235e+00	1.568201724067e+00	1.674375550858e+00	1.828996572589e+00	8.854888159454e-01	-1.887015513287e+00	4.477453166654e-01	4.006642133096e-01	2.498659913464e-01	6.409083026382e-01	4.170114789718e-01	5.160151666890e-01	4.456826810325e-01	1.439909411308e+00	7.656805962276e-01	-4.072575881651e-01	6.417426868756e-01	4.925487613232e-01	-1.914614567527e+00	-1.157600865714e+00	-2.407163328850e+00	5.922489906376e+02	2.961244953188e+01	6.265231455807e+11
264	reserved_confirmation		12_19	high_mass	high_concentration	15	1.191144726092e+01	2.594995773426e+00	2.532517184829e+00	2.805621245333e+00	1.176091259056e+00	2.083292690815e+00	1.975005921090e+00	1.355016068754e+00	-1.239979704671e+00	5.448181682706e-01	5.332071194000e-01	1.108467366814e+00	1.610953667271e+00	1.907317876384e+00	-3.392837030706e+00	1.000000000000e+00	3.199459446900e+00	4.517627273524e-02	9.575694222874e-02	3.199459446900e+00	-2.057463491583e+00	-2.475330438003e+00	-2.009515237838e-01	-4.178669464198e-01	3.935462454264e+02	2.000000000000e+01	8.155437445655e+11
266	exploration	4	12_19	high_mass	high_concentration	17	1.199656115064e+01	2.896809095568e+00	2.784768244783e+00	3.027509465621e+00	1.230448921378e+00	2.160811406480e+00	1.866656204882e+00	8.365033141950e-01	-2.060305781373e+00	4.002035358483e-01	5.718192599996e-01	4.017628242840e-01	1.118214695854e+00	1.049444159028e+00	1.070582866355e+00	8.410000345977e-01	2.460509033406e+00	5.252386861766e-01	9.013748156257e-01	2.069288182222e+00	4.601069460307e-02	-1.302514289787e+00	-6.485034358316e-01	-1.348524984390e+00	7.885134316611e+02	3.942567158306e+01	9.921130234419e+11
267	reserved_confirmation		12_19	low_mass	low_concentration	14	1.157489209874e+01	2.493187570859e+00	2.323091838245e+00	2.723433718164e+00	1.146128035678e+00	1.762453482364e+00	1.857632441284e+00	1.222077311710e+00	-1.271110259149e+00	3.174794068236e-01	3.977939008819e-01	1.295264946123e+00	1.633671530674e+00	2.440724653500e+00	-4.570237188952e+00	1.000000000000e+00	3.818914436988e+00	-9.187860256582e-01	-9.071080970982e-01	3.818914436988e+00	-1.613895545829e+00	-1.223864713363e+00	1.875651825979e-01	3.900308324668e-01	3.113060571009e+02	2.000000000000e+01	3.757440383950e+11
270	reserved_confirmation		8_11	low_mass	high_concentration	9	1.119541492185e+01	2.552562462930e+00	2.481210024053e+00	2.758616010706e+00	9.542425094393e-01	1.815473383682e+00	1.638206406806e+00	7.238503506809e-01	-1.828712112249e+00	9.942940205643e-02	5.279514820393e-01	7.539764100394e-01	1.402283832108e+00	1.797288258293e+00	-3.223436138319e+00	1.000000000000e+00	2.957165196742e+00	9.517878379583e-01	8.931664017338e-01	2.957165196742e+00	-7.594553208230e-01	-1.494664081190e+00	-3.535606775333e-01	-7.352087603672e-01	3.569130790484e+02	2.000000000000e+01	1.568248648191e+11
273	exploration	4	12_19	high_mass	high_concentration	11	1.202656877549e+01	2.843105067175e+00	2.870780838212e+00	2.982615150088e+00	1.041392685158e+00	2.299205232779e+00	1.908512031503e+00	9.739189958303e-01	-1.869186071345e+00	7.286773510913e-01	7.729754274807e-01	6.119497472751e-01	1.300581433987e+00	1.618281150313e+00	-2.834383674276e+00	1.000000000000e+00	2.964656876996e+00	-9.352679971112e-01	-9.017481415327e-01	2.964656876996e+00	-5.030282219432e-01	-2.061790767729e+00	-7.496063315761e-01	-1.558762545786e+00	6.967950666420e+02	3.483975333210e+01	1.063086921905e+12
274	reserved_confirmation		12_19	low_mass	high_concentration	13	1.173153578682e+01	2.187497563456e+00	2.063442401682e+00	2.373374631002e+00	1.113943352307e+00	1.989634124864e+00	2.088799289028e+00	1.990101014601e+00	-1.973965488550e-01	6.521539569572e-01	4.898552542187e-01	3.855529749430e-01	5.172522054819e-01	1.041441887219e+00	-1.770046590490e+00	9.999999999999e-01	2.143733645448e+00	-2.152639247227e-01	4.050065353849e-01	2.143733645448e+00	5.669294093556e-02	-1.742158264844e+00	-8.650645712919e-01	-1.798851205780e+00	1.539917886557e+02	2.000000000000e+01	5.389342529168e+11
276	exploration	3	12_19	low_mass	high_concentration	16	1.165877717461e+01	2.863656131815e+00	2.870308155072e+00	2.949854578413e+00	1.204119982656e+00	1.956573162408e+00	1.714340698743e+00	5.650252656714e-01	-2.298630866143e+00	2.049307892293e-01	8.326329180193e-01	2.784947272692e-02	8.529514085973e-01	9.328804931233e-01	-1.277172008949e+00	9.999999999999e-01	1.833075430354e+00	-7.590059524832e-01	-8.504683107166e-01	1.833075430354e+00	-9.466824532428e-02	-2.583914639478e+00	-1.197074476132e+00	-2.489246394154e+00	7.305604070947e+02	3.652802035474e+01	4.558029950923e+11
277	exploration	4	8_11	low_mass	low_concentration	8	1.146784065480e+01	2.661510952650e+00	2.532575553268e+00	2.926976391017e+00	9.030899869919e-01	1.910311795500e+00	1.719945028417e+00	7.783791041838e-01	-1.883131848466e+00	4.112403286484e-01	4.032730150659e-01	3.217149523607e-01	6.407803474999e-01	5.948656396961e-01	-4.843993391598e-01	9.999999999998e-01	1.630585573753e+00	-3.228990146945e-01	-8.084233575203e-01	1.630585573753e+00	1.685728836133e+00	-1.882627555979e+00	-1.716016690341e+00	-3.568356392112e+00	4.586812133213e+02	2.293406066606e+01	2.936572008705e+11
280	exploration	2	12_19	low_mass	high_concentration	12	1.144579886932e+01	2.519296583894e+00	2.551327963672e+00	2.663225719685e+00	1.079181246048e+00	1.667359546183e+00	1.780031320059e+00	1.040766056223e+00	-1.478530527671e+00	6.862843965620e-01	7.728625152093e-01	3.630918209179e-01	6.722252238857e-01	6.862459168233e-01	-7.736758560606e-01	9.999999999998e-01	1.580562648706e+00	-3.611685507478e-01	-4.934952041420e-01	1.580562648706e+00	4.002263780646e-01	-1.782152547143e+00	-1.049502417579e+00	-2.182378925208e+00	3.305952306396e+02	2.000000000000e+01	2.791250856371e+11
283	reserved_confirmation		8_11	low_mass	high_concentration	9	1.176256716993e+01	2.613834132182e+00	2.584441459120e+00	2.785408792437e+00	9.542425094393e-01	2.249966649534e+00	1.891146696219e+00	1.168459260255e+00	-1.445374871927e+00	5.272196313134e-01	6.295535347196e-01	5.546350534525e-01	9.822751708097e-01	1.147460756255e+00	-1.796730863405e+00	9.999999999999e-01	1.999688405720e+00	4.944134175094e-01	5.313976394776e-01	1.999688405720e+00	-7.657252823150e-01	-2.183382695284e+00	-6.817491064566e-01	-1.417657412969e+00	4.109927228268e+02	2.054963614134e+01	5.788515091956e+11
284	exploration	0	12_19	high_mass	low_concentration	11	1.195576259917e+01	2.826382195339e+00	2.694731507960e+00	3.082095016635e+00	1.041392685158e+00	2.220145461172e+00	1.881470379259e+00	9.365585631783e-01	-1.889823632161e+00	3.512612006999e-01	4.098609018424e-01	4.199309308048e-01	1.075888174947e+00	1.276663015038e+00	-2.080134129439e+00	1.000000000000e+00	2.488617296934e+00	-8.175206278748e-01	-6.115721674319e-01	2.488617296934e+00	-1.135570181578e-01	-2.419380635526e+00	-1.108866765981e+00	-2.305823617368e+00	6.704743923307e+02	3.352371961654e+01	9.031556417219e+11
290	reserved_confirmation		12_19	high_mass	high_concentration	13	1.196380345773e+01	2.795216557938e+00	2.720219512800e+00	2.975729586635e+00	1.113943352307e+00	2.264473757895e+00	1.901073627242e+00	1.006930696546e+00	-1.788285861392e+00	4.475057381359e-01	5.552517374277e-01	2.933361638063e-01	7.900537076082e-01	6.414699891531e-01	6.771908460399e-01	6.612714650651e-01	1.316121044130e+00	-5.894426173253e-01	9.941653998789e-01	8.703132910549e-01	9.756358818133e-01	-1.900047524093e+00	-1.382911396289e+00	-2.875683405907e+00	6.240459340990e+02	3.120229670495e+01	9.200331116726e+11
291	reserved_confirmation		8_11	low_mass	high_concentration	7	1.171929698134e+01	2.687257843559e+00	2.547187837409e+00	2.857046380913e+00	8.450980400143e-01	2.191407095722e+00	1.832799746236e+00	9.783416489122e-01	-1.708916194647e+00	2.873530391504e-01	4.899383739635e-01	1.457257834395e+00	1.945309781402e+00	2.714991864475e+00	-5.116520044749e+00	1.000000000000e+00	4.194701144486e+00	-2.820982437164e-03	1.336468074352e-02	4.194701144486e+00	-9.265414411457e-01	-8.120859688134e-01	5.504144744548e-02	1.144554723323e-01	4.866960746686e+02	2.433480373343e+01	5.239586100053e+11
293	exploration	1	12_19	high_mass	low_concentration	16	1.203382214579e+01	2.756643592797e+00	2.604476149599e+00	2.943097742262e+00	1.204119982656e+00	2.213897053511e+00	1.955369453839e+00	1.154095314881e+00	-1.602548277916e+00	7.478866805649e-01	4.585412466141e-01	1.725204419189e-01	9.201333392421e-01	1.051659893711e+00	-1.575611275335e+00	9.999999999999e-01	2.064102919799e+00	5.561003542443e-01	9.436513584245e-01	2.064102919799e+00	9.497328781389e-02	-1.057830278965e+00	-5.543813296372e-01	-1.152803566779e+00	5.710098405937e+02	2.855049202969e+01	1.080991168314e+12
300	reserved_confirmation		12_19	high_mass	high_concentration	12	1.205704754148e+01	2.962298795913e+00	3.017829182758e+00	3.070435902938e+00	1.079181246048e+00	2.295852870644e+00	1.864154550127e+00	7.660103043411e-01	-2.196288491572e+00	4.772485131476e-01	8.859174983674e-01	7.960847644697e-01	-8.631772258081e-01	2.029349268157e+00	-3.756237434523e+00	1.000000000000e+00	3.631052596442e+00	-9.430101554625e-01	9.955413163768e-01	3.631052596442e+00	1.195230641633e+00	-1.704303068629e+00	-1.394380968228e+00	-2.899533710261e+00	9.168510694780e+02	4.584255347390e+01	1.140374615603e+12
305	exploration	1	8_11	high_mass	high_concentration	9	1.180441435771e+01	2.956280885070e+00	2.910763995216e+00	3.034725526724e+00	9.542425094393e-01	2.253594130294e+00	1.740846913663e+00	5.254129422568e-01	-2.430867942813e+00	3.240579529791e-01	7.516894734487e-01	2.310213800186e-01	5.193448745771e-01	5.568360202231e-01	-6.845208470616e-01	9.999999999998e-01	1.156859726477e+00	9.714570191062e-01	9.152688253254e-01	1.156859726477e+00	1.585689527586e+00	-2.323791082564e+00	-1.880062762905e+00	-3.909480610150e+00	9.042341086987e+02	4.521170543493e+01	6.374033735467e+11
317	exploration	3	8_11	low_mass	high_concentration	9	1.168457331919e+01	2.630131154178e+00	2.647951346599e+00	2.799115652748e+00	9.542425094393e-01	2.158121150337e+00	1.844001259850e+00	1.057871365522e+00	-1.572259788656e+00	5.686318937470e-01	7.060503844707e-01	3.880377308001e-01	7.068886970999e-01	7.877396115983e-01	-1.058440112018e+00	9.999999999999e-01	1.675612818680e+00	-8.906217931543e-01	-8.984384474824e-01	1.675612818680e+00	1.515985221621e-01	-2.454275818237e+00	-1.253160662691e+00	-2.605874340400e+00	4.267083625632e+02	2.133541812816e+01	4.836969168988e+11
334	exploration	2	12_19	low_mass	low_concentration	12	1.148436620034e+01	2.517777775722e+00	2.379631647562e+00	2.712342363797e+00	1.079181246048e+00	1.894766899762e+00	1.800074389654e+00	1.082371003587e+00	-1.435406772135e+00	5.068318009485e-01	4.648247921460e-01	4.813841106605e-01	1.021798017760e+00	1.237470984607e+00	-2.021123811155e+00	1.000000000000e+00	2.373672000101e+00	-7.530141569557e-01	-9.356438050886e-01	2.373672000101e+00	-1.786752281299e-01	-1.806040067157e+00	-7.825970609936e-01	-1.627364839027e+00	3.294410972245e+02	2.000000000000e+01	3.050466081220e+11
345	reserved_confirmation		8_11	low_mass	high_concentration	7	1.167964086325e+01	2.562984589972e+00	2.473497042247e+00	2.673556785246e+00	8.450980400143e-01	2.144823193990e+00	1.875108313982e+00	1.187232037991e+00	-1.375752551981e+00	5.443165832046e-01	6.308705538508e-01	1.201513309261e-01	4.076170856032e-01	2.021038659008e-01	-2.411101152662e-02	9.999999999994e-01	6.834594814792e-01	7.221031634606e-01	7.125348265597e-01	6.834594814788e-01	1.257553793220e+00	-2.777036412199e+00	-1.940227760459e+00	-4.034590205420e+00	3.655818194795e+02	2.000000000000e+01	4.782344561568e+11
369	reserved_confirmation		8_11	low_mass	low_concentration	8	1.153535830215e+01	2.722306897091e+00	2.500084709049e+00	2.977556745634e+00	9.030899869919e-01	1.997866726239e+00	1.723305879873e+00	7.243048626543e-01	-1.998002034437e+00	2.035982708787e-01	3.330642070034e-01	1.558505022361e+00	-3.104475904081e+00	3.054443747985e+00	5.218017682858e+00	7.687143567890e-01	4.852519858632e+00	-7.280393968729e-01	6.986222862872e-01	3.730201681934e+00	-8.878175776802e-02	-1.935139014120e+00	-8.879101524826e-01	-1.846357256352e+00	5.276025635900e+02	2.638012817950e+01	3.430506939182e+11
373	exploration	3	12_19	high_mass	high_concentration	17	1.197617148504e+01	2.945543841454e+00	2.941811484565e+00	3.135390104826e+00	1.230448921378e+00	2.186403333118e+00	1.832093999137e+00	7.186441568197e-01	-2.226899684634e+00	3.516676883482e-01	6.403558475576e-01	9.431220059934e-01	-2.108307122079e+00	2.239915591399e+00	-3.844428622407e+00	1.000000000000e+00	4.008179041451e+00	-7.576165736447e-01	4.780585211000e-01	4.008179041451e+00	1.074301096297e-01	-2.397861099933e+00	-1.204790401340e+00	-2.505291209563e+00	8.821528498062e+02	4.410764249031e+01	9.466108653020e+11
375	exploration	4	12_19	high_mass	low_concentration	14	1.191510294982e+01	2.682649455732e+00	2.589096357779e+00	2.955940551005e+00	1.146128035678e+00	2.126372640744e+00	1.933006924387e+00	1.183364393041e+00	-1.499285062692e+00	4.742197638114e-01	4.296905541929e-01	9.355998117267e-01	-2.455674008759e+00	2.354355588141e+00	4.173673991096e+00	5.129401882020e-01	4.095881869748e+00	9.990592643368e-01	-9.857006499618e-01	2.100942417122e+00	8.261544935884e-01	-1.744154366008e+00	-1.236057281764e+00	-2.570308859596e+00	4.815589465556e+02	2.407794732778e+01	8.224375862593e+11
382	exploration	2	8_11	low_mass	high_concentration	9	1.148733396099e+01	2.598507200535e+00	2.561670069674e+00	2.721678074030e+00	9.542425094393e-01	2.122192465540e+00	1.761193557570e+00	9.238799146048e-01	-1.674627285930e+00	4.519719119099e-01	6.918182200990e-01	4.274603773786e-01	9.275519793752e-01	1.155079972416e+00	-1.876635170019e+00	9.999999999999e-01	2.372081265457e+00	-4.846880263688e-01	-4.206393245363e-01	2.372081265456e+00	-4.533927308000e-01	-2.747908735595e+00	-1.103428953786e+00	-2.294516004795e+00	3.967411067830e+02	2.000000000000e+01	3.071382892867e+11
390	reserved_confirmation		8_11	low_mass	high_concentration	10	1.164858515375e+01	2.821386591343e+00	2.836935336641e+00	2.968658686192e+00	1.000000000000e+00	2.071824167628e+00	1.730379458547e+00	6.393723257514e-01	-2.182014265592e+00	2.576650455351e-01	7.383744331346e-01	5.296018389840e-01	1.049680905135e+00	1.318673184322e+00	-2.219549120508e+00	1.000000000000e+00	2.501809523432e+00	-8.305677306166e-01	-6.851301152137e-01	2.501809523432e+00	-5.906903847917e-01	-2.845001781719e+00	-1.084094624322e+00	-2.254311396928e+00	6.628062444320e+02	3.314031222160e+01	4.452307524272e+11
403	exploration	0	8_11	low_mass	high_concentration	9	1.166959228548e+01	2.858591148791e+00	2.782847765952e+00	3.041343678953e+00	9.542425094393e-01	2.169250258851e+00	1.722280745687e+00	5.859703425826e-01	-2.272620806209e+00	3.215184668347e-01	5.514473918428e-01	1.102879888435e+00	1.699501694555e+00	2.274693514555e+00	-4.217829780619e+00	1.000000000000e+00	3.705863078888e+00	-6.481210733543e-01	-6.884409504025e-01	3.705863078888e+00	-2.074694264318e-01	-1.558792419805e+00	-6.498489937264e-01	-1.351322993373e+00	7.220896976664e+02	3.610448488332e+01	4.672962388132e+11
404	exploration	0	12_19	high_mass	high_concentration	14	1.185598199605e+01	2.815488529398e+00	2.788406037100e+00	2.931164194141e+00	1.146128035678e+00	2.142684378684e+00	1.837026910668e+00	8.585652919383e-01	-1.956923237460e+00	5.199696971690e-01	7.198497248046e-01	2.033985039401e-01	5.820908004142e-01	5.982321010931e-01	-6.887161106485e-01	9.999999999998e-01	1.413630593418e+00	-7.567153070600e-01	-4.610217758476e-02	1.413630593418e+00	1.977548495320e-01	-2.742216146350e+00	-1.413827192039e+00	-2.939970995882e+00	6.538656598530e+02	3.269328299265e+01	7.177645352707e+11
433	exploration	0	8_11	low_mass	high_concentration	7	1.153284081726e+01	2.390887598465e+00	2.366555299485e+00	2.668367360933e+00	8.450980400143e-01	2.157003196833e+00	1.887756786743e+00	1.384625975021e+00	-1.006261623443e+00	7.103064042024e-01	4.991004237016e-01	1.528145841605e-01	5.220398234011e-01	5.512959233902e-01	-6.651185183558e-01	9.999999999998e-01	4.807398152788e-01	-9.830147368914e-01	-3.501598630559e-01	4.807398152787e-01	1.462514060626e+00	-2.337287744536e+00	-1.827318406889e+00	-3.799801805162e+00	2.459730908717e+02	2.000000000000e+01	3.410678764864e+11
439	exploration	2	8_11	low_mass	high_concentration	8	1.169443104980e+01	2.817525661880e+00	2.865521953902e+00	2.869637454791e+00	9.030899869919e-01	2.049312183459e+00	1.755232871304e+00	6.929400807294e-01	-2.124585581150e+00	1.624842838065e-01	9.905684675543e-01	1.483042316740e-01	6.081384569172e-01	3.866212262667e-01	4.320777028291e-01	5.197685743871e-01	1.523159766428e+00	-9.934982375951e-01	7.938371351139e-01	7.916905803600e-01	1.104244757609e+00	-3.178212590567e+00	-2.059426659677e+00	-4.282457348176e+00	6.569399330307e+02	3.284699665153e+01	4.948015481588e+11
441	exploration	0	8_11	low_mass	high_concentration	7	1.144448903593e+01	2.679254241802e+00	2.631001596864e+00	2.912764652647e+00	8.450980400143e-01	1.961739663234e+00	1.699397574408e+00	7.195409070137e-01	-1.959713334788e+00	2.793300067271e-01	5.226812778807e-01	2.806908556955e-01	5.938114933317e-01	7.720989405539e-01	-1.153148882143e+00	9.999999999999e-01	1.517615446080e+00	7.848540149250e-01	9.990468521966e-01	1.517615446080e+00	1.817420280802e+00	-2.261661066009e+00	-1.961623476809e+00	-4.079081346811e+00	4.778089075283e+02	2.389044537642e+01	2.782845118082e+11
444	reserved_confirmation		20_plus	high_mass	high_concentration	20	1.231318486401e+01	3.082943179188e+00	2.959169438046e+00	3.179068356924e+00	1.301029995664e+00	2.365043836156e+00	1.931901019753e+00	7.808588603192e-01	-2.302084318868e+00	3.251469346877e-01	6.026998468653e-01	8.241086986901e-01	1.497745638715e+00	1.937045356951e+00	-3.515708570956e+00	1.000000000000e+00	3.431712565146e+00	2.500504578265e-01	4.103879827827e-02	3.431712565146e+00	-3.283017499837e-01	-1.509716796034e+00	-5.681405427227e-01	-1.181415046050e+00	1.210439755600e+03	6.052198778001e+01	2.056765903152e+12
447	exploration	0	12_19	low_mass	low_concentration	14	1.151770136791e+01	2.762658123717e+00	2.612164142329e+00	3.000262446795e+00	1.146128035678e+00	1.794488046659e+00	1.694301799439e+00	6.259454751613e-01	-2.136712648556e+00	2.747502905735e-01	4.091680322633e-01	5.154170421155e-01	-1.261248111025e+00	1.905882325282e+00	-3.490470416938e+00	1.000000000000e+00	3.567018038994e+00	5.223178983271e-01	-4.373306236251e-01	3.567018038994e+00	-7.100381544786e-01	-2.076155351639e+00	-6.569635018723e-01	-1.366117197161e+00	5.789727500853e+02	2.894863750426e+01	3.293831419404e+11
453	exploration	3	8_11	low_mass	high_concentration	7	1.161060177724e+01	2.753080576100e+00	2.766253396461e+00	2.920612552553e+00	8.450980400143e-01	2.225870252276e+00	1.745540777914e+00	7.380009797287e-01	-2.015079596371e+00	3.052261210280e-01	7.008754434815e-01	5.533639837785e-01	1.021806264473e+00	1.243053321664e+00	-2.036903642927e+00	1.000000000000e+00	2.216020286737e+00	9.369781666522e-01	9.488292839044e-01	2.216020286737e+00	-8.964238199821e-01	-1.998954611208e+00	-5.302052349762e-01	-1.102530791226e+00	5.663443550431e+02	2.831721775215e+01	4.079451528247e+11
458	exploration	2	8_11	low_mass	high_concentration	7	1.153595537152e+01	2.711605969357e+00	2.665615448708e+00	2.863604333039e+00	8.450980400143e-01	2.158754386632e+00	1.728954878428e+00	7.463037874985e-01	-1.965302181859e+00	5.700325528387e-01	6.338859352168e-01	7.689788449771e-01	1.365903657293e+00	1.793323982556e+00	-3.226433927840e+00	1.000000000000e+00	3.128669150535e+00	-9.892138340738e-01	-9.723130783909e-01	3.128669150535e+00	-1.327937421879e-01	-2.785138343618e+00	-1.275508134404e+00	-2.652344601431e+00	5.147613952535e+02	2.573806976268e+01	3.435226454028e+11
464	reserved_confirmation		8_11	low_mass	low_concentration	7	1.163585918698e+01	2.577988849722e+00	2.275619370170e+00	2.842203674090e+00	8.450980400143e-01	2.121813003321e+00	1.845715345975e+00	1.113441842229e+00	-1.464547007492e+00	5.336011009525e-01	2.712787003099e-01	5.383101781628e-01	1.029598314106e+00	1.182642179990e+00	-1.844162225205e+00	9.999999999999e-01	2.109118666009e+00	-8.853383464983e-01	-8.166075273108e-01	2.109118666009e+00	1.083089487230e-01	-1.208601716838e+00	-6.333001621660e-01	-1.316910665561e+00	3.784328685309e+02	2.000000000000e+01	4.323736180991e+11
482	exploration	1	8_11	low_mass	high_concentration	8	1.161351960716e+01	2.623243915869e+00	2.440077567874e+00	2.749212562079e+00	9.030899869919e-01	2.240738185894e+00	1.811918022991e+00	1.000592130112e+00	-1.622651785757e+00	7.332703641938e-01	4.907553082002e-01	1.425386878940e+00	-2.808472494295e+00	2.836029294306e+00	-4.457109780140e+00	1.000000000000e+00	4.621898774596e+00	9.113921895467e-01	-8.984233296094e-01	4.621898774596e+00	4.367425820439e-01	-1.720183261246e+00	-1.037262072560e+00	-2.156925843289e+00	4.199948024021e+02	2.099974012010e+01	4.106951811773e+11
487	exploration	2	8_11	low_mass	high_concentration	7	1.128141935498e+01	2.504391532950e+00	2.458531396863e+00	2.693496553440e+00	8.450980400143e-01	1.938276635228e+00	1.705294088358e+00	9.061966437660e-01	-1.598194889184e+00	3.025085904442e-01	5.821499217540e-01	7.238327600465e-01	1.383525161152e+00	1.899297310533e+00	-3.458917101747e+00	1.000000000000e+00	3.161395683982e+00	-9.914382456272e-01	-9.974645458675e-01	3.161395683982e+00	-9.618334352721e-01	-1.979726893720e+00	-4.895032815522e-01	-1.017893458448e+00	3.194416444928e+02	2.000000000000e+01	1.911698304512e+11
506	reserved_confirmation		12_19	low_mass	high_concentration	13	1.150103471151e+01	2.620428258674e+00	2.596962072606e+00	2.763763724332e+00	1.113943352307e+00	1.814590024269e+00	1.757083403761e+00	8.937385488482e-01	-1.726689709826e+00	5.976000241080e-01	6.810803464507e-01	1.045082733159e-01	4.166438569697e-01	1.715501775249e-01	7.713693281906e-02	8.367040449081e-01	1.064549573774e+00	-7.268015265039e-01	-3.031820815686e-01	8.907129343820e-01	1.842198506083e+00	-3.192694543264e+00	-2.421271744566e+00	-5.034893049347e+00	4.172806619669e+02	2.086403309835e+01	3.169820804652e+11
524	exploration	3	8_11	low_mass	low_concentration	9	1.145058279599e+01	2.510082510552e+00	2.402612296901e+00	2.757885367760e+00	9.542425094393e-01	1.981676255844e+00	1.787030320062e+00	1.063978129571e+00	-1.446104380981e+00	5.966711434123e-01	4.412928888632e-01	2.723237542817e-01	7.619340106525e-01	1.014539854901e+00	-1.633851706238e+00	9.999999999999e-01	1.576782308455e+00	6.395510182577e-01	9.977647197284e-01	1.576782308455e+00	9.624445995772e-01	-1.586551139932e+00	-1.225807837546e+00	-2.548995739509e+00	3.236551415418e+02	2.000000000000e+01	2.822167563396e+11
525	reserved_confirmation		12_19	low_mass	high_concentration	13	1.174860990465e+01	2.880674486848e+00	2.860623847577e+00	2.974435166732e+00	1.113943352307e+00	2.112887354334e+00	1.750747886246e+00	6.208212856439e-01	-2.259853201204e+00	3.969986835506e-01	7.694646644486e-01	1.166434665045e-01	5.428386301804e-01	4.908310287677e-01	-4.302295254758e-01	9.999999999997e-01	8.520008702178e-01	8.144635367508e-01	9.480789875376e-01	8.520008702175e-01	2.061272395405e+00	-1.902168792997e+00	-1.906012315788e+00	-3.963441188402e+00	7.597566093890e+02	3.798783046945e+01	5.605442534442e+11
527	exploration	0	8_11	low_mass	low_concentration	7	1.147226554606e+01	2.352558129707e+00	2.080156874418e+00	2.651608222971e+00	8.450980400143e-01	2.060535961313e+00	1.876633885519e+00	1.400709641331e+00	-9.518484883751e-01	6.638719418080e-01	2.682555101591e-01	4.732259253723e-01	1.021611504965e+00	1.462832239678e+00	-2.576479181162e+00	1.000000000000e+00	2.454905556296e+00	6.673824208602e-02	7.627656302078e-02	2.454905556296e+00	5.099747684976e-01	-1.241627366687e+00	-8.423425713472e-01	-1.751602135185e+00	2.251946816492e+02	2.000000000000e+01	2.966644767451e+11
535	exploration	3	20_plus	high_mass	low_concentration	21	1.182865017863e+01	2.623117682896e+00	2.469063875555e+00	2.880007831494e+00	1.322219294734e+00	1.882524537955e+00	1.919546425212e+00	1.215975167528e+00	-1.407142515368e+00	8.061981730538e-01	3.882004585600e-01	6.596618224788e-01	1.227804813191e+00	1.568653352117e+00	-2.748630455966e+00	1.000000000000e+00	2.882734038292e+00	1.796320972305e-01	4.533756227888e-01	2.882734038292e+00	-3.498941731559e-02	-1.674238634563e+00	-7.883122388349e-01	-1.639249217248e+00	4.198727435444e+02	2.099363717722e+01	6.739849185425e+11
544	reserved_confirmation		8_11	high_mass	high_concentration	9	1.196899833670e+01	2.775589248525e+00	2.743976738660e+00	2.917212506722e+00	9.542425094393e-01	2.273626206273e+00	1.913484721432e+00	1.051380194339e+00	-1.724209054186e+00	7.276013727311e-01	6.710644492210e-01	1.539291023379e-01	4.289239760148e-01	2.125204653659e-01	3.699317288865e-02	9.352633851776e-01	7.379609315280e-01	-4.277670015515e-01	-7.102543110177e-01	6.901878389497e-01	1.377361605340e+00	-3.054344831416e+00	-2.131200299661e+00	-4.431706436756e+00	5.964708833922e+02	2.982354416961e+01	9.311043094353e+11
