name,survey,indicator,ra,dec,z_helio,z_cmb,z_hd,mu,sigma_mu,sigma_mu_column,dl_mpc,is_calibrator,n_lightcurves,pantheon_row,r_end_mpch,I_q_SDSS_VoidFinder,expI_q_SDSS,sdI_q_SDSS,dI_q_SDSS
PGC35339,Cosmicflows-4,CF4group,172.1888,22.9286,0.03268594568846692,0.03375668643405299,0.03375668643405299,35.575,0.252,0.252,130.3,0,1,-1,100.38787974326344,40.11788457639287,48.72165604972742,16.599266864879826,-8.603771473334554
PGC35347,Cosmicflows-4,CF4group,172.2046,20.8295,0.020907797487020173,0.021998552078318127,0.021998552078318127,34.795,0.4,0.4,91.0,0,1,-1,65.60582696921384,38.78211690197935,28.744682575005452,12.13862674785272,10.037434326973898
PGC35353,Cosmicflows-4,CF4group,172.2314,3.4091,0.051268801431955974,0.052482974738477246,0.052482974738477246,36.31,0.52,0.52,182.8,0,1,-1,155.37065315601257,89.71414828450267,83.73370142623942,23.80286200161163,5.9804468582632495
PGC35361,Cosmicflows-4,CF4group,172.282,21.5859,0.04560488309549135,0.046688966404885346,0.046688966404885346,36.03,0.5,0.5,160.7,0,1,-1,138.4129795904211,84.22506776088666,72.79027050823817,21.813971675376333,11.434797252648494
PGC35362,Cosmicflows-4,CF4group,172.2597,17.2319,0.012995657148920004,0.014119768149737777,0.014119768149737777,33.815,0.39,0.39,57.9,0,1,-1,42.18841606135117,18.015308700835458,18.368442680712132,11.107399198140174,-0.3531339798766737
PGC35364,Cosmicflows-4,CF4group,172.205,9.0799,0.020907797487020173,0.02209528566592559,0.02209528566592559,34.836,0.2,0.2,92.7,0,1,-1,65.89278735411057,27.200654662969022,28.935481165796006,12.157588989018498,-1.7348265028269836
PGC35375,Cosmicflows-4,CF4group,172.3014,41.7773,0.044203913895659114,0.045017810287942606,0.045017810287942606,36.336,0.264,0.264,185.0,0,1,-1,133.51285501840078,87.61518009000947,69.69967247538828,21.12586434892599,17.91550761462119
PGC35376,Cosmicflows-4,CF4group,172.299,57.1323,0.008068915462843298,0.008605953656112324,0.008605953656112324,33.015,0.39,0.39,40.1,0,1,-1,25.74745791272844,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
PGC35379,Cosmicflows-4,CF4group,172.3047,19.7723,0.019640253925267193,0.020741015439421095,0.020741015439421095,35.27,0.49,0.49,113.2,0,1,-1,61.87412135610661,38.9224130005612,26.263489317328823,11.89203695525508,12.658923683232377
PGC35405,Cosmicflows-4,CF4group,172.3706,24.0933,0.009326452101740332,0.010383850283518474,0.010383850283518474,32.875,0.4,0.4,37.6,0,1,-1,31.053480537955394,12.21570738421076,18.368442680712132,11.107399198140174,-6.152735296501373
PGC35406,Cosmicflows-4,CF4group,172.3649,13.2199,0.0343137384730339,0.03547120588337149,0.03547120588337149,35.075,0.51,0.51,103.5,0,1,-1,105.44301979816923,60.515939235435084,51.92758411076993,17.2834629418349,8.588355124665156
PGC35414,Cosmicflows-4,CF4group,172.4226,28.2598,0.032719302097986736,0.033726665665485156,0.033726665665485156,35.52,0.48,0.48,127.1,0,1,-1,100.29932785177314,43.487500465254904,48.665497171693644,16.587281666427053,-5.177996706438741
PGC35415,Cosmicflows-4,CF4group,172.341,51.1495,0.032979482092241295,0.03362993207787769,0.03362993207787769,35.94,0.43,0.43,154.2,0,1,-1,100.0139851556453,28.756103632597643,48.48453519109688,16.548661499397458,-19.72843155849924
PGC35425,Cosmicflows-4,CF4group,172.3911,52.2189,0.04810994945042947,0.04874038559035398,0.04874038559035398,36.582,0.228,0.228,207.2,0,1,-1,144.4225650035095,55.40628018831399,76.58062574981456,22.657876700829654,-21.174345561500566
PGC35437,Cosmicflows-4,CF4group,172.5401,38.6204,0.021084586457475192,0.021948517464038406,0.021948517464038406,35.285,0.43,0.43,114.0,0,1,-1,65.45739391527489,41.189760024827706,28.64599014563587,12.128818343926946,12.543769879191835
PGC35440,Cosmicflows-4,CF4group,172.4961,9.2863,0.0035724714595722087,0.004756623997525649,0.004756623997525649,31.345,0.39,0.39,18.6,0,1,-1,14.243960569904118,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
PGC35443,Cosmicflows-4,CF4group,172.5375,36.0156,0.00840247955804145,0.00930310261507646,0.00930310261507646,33.255,0.76,0.76,44.8,0,1,-1,27.82859239378671,7.618887204443652,18.368442680712132,11.107399198140174,-10.74955547626848
PGC35450,Cosmicflows-4,CF4group,172.5469,35.8698,0.007408458554350957,0.00831241725233795,0.00831241725233795,32.415,0.72,0.72,30.4,0,1,-1,24.870983780424723,4.7191493026267715,18.368442680712132,11.107399198140174,-13.64929337808536
PGC35452,Cosmicflows-4,CF4group,172.5537,24.1696,0.023356157945774607,0.02441022048660077,0.02441022048660077,35.113,0.3,0.3,105.3,0,1,-1,72.75604299391735,41.18167195161942,33.49882709517128,12.611110504440331,7.682844856448142
PGC35465,Cosmicflows-4,CF4group,172.6223,0.4942,0.02886663679844808,0.030090817027825296,0.030090817027825296,35.185,0.346,0.346,108.9,0,1,-1,89.56510669179441,22.924759906405868,42.84715020252636,14.965933132324803,-19.92239029612049
PGC35477,Cosmicflows-4,CF4group,172.67,47.0182,0.02511737636842085,0.02584121045500084,0.02584121045500084,34.515,0.51,0.51,80.0,0,1,-1,76.99475662650356,37.980670945635005,36.06678256114547,13.06158630855417,1.9138883844895318
PGC35485,Cosmicflows-4,CF4group,172.7434,20.4274,0.014116432508785795,0.015210522741035733,0.015210522741035733,33.515,0.44,0.44,50.5,0,1,-1,45.43566304898521,25.63954134712967,18.368442680712132,11.107399198140174,7.2710986664175365
PGC35487,Cosmicflows-4,CF4group,172.7365,2.2871,0.015874315290480057,0.017091824237953312,0.017091824237953312,34.195,0.45,0.45,69.0,0,1,-1,51.03242500280478,16.182833247703513,19.054897139235997,11.175621478702725,-2.872063891532484
PGC35499,Cosmicflows-4,CF4group,172.7761,3.1308,0.028729875519416838,0.02994404882593811,0.02994404882593811,35.205,0.42,0.42,109.9,0,1,-1,89.13139891237006,36.64012171093508,42.61321095834064,14.900228515675188,-5.973089247405561
PGC35502,Cosmicflows-4,CF4group,172.7789,22.7679,0.021508212858376844,0.022578953603962913,0.022578953603962913,35.3,0.49,0.49,114.8,0,1,-1,67.32738809159996,39.44287727530419,29.889340351476182,12.252386900481662,9.553536923828009
PGC35503,Cosmicflows-4,CF4group,172.7809,35.5896,0.00592409833071918,0.006831392669658154,0.006831392669658154,31.555,0.54,0.54,20.5,0,1,-1,20.446903544304927,0.239051783682104,18.368442680712132,11.107399198140174,-18.129390897030028
PGC35507,Cosmicflows-4,CF4group,172.7937,28.562,0.005246963217466932,0.00625099114401337,0.00625099114401337,31.265,0.5,0.5,17.9,0,1,-1,18.712291518344017,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
PGC35508,Cosmicflows-4,CF4group,172.7211,36.6545,0.00660123344397143,0.0074918495781504954,0.0074918495781504954,31.675,0.64,0.64,21.6,0,1,-1,22.42018968350133,1.7576718994833698,18.368442680712132,11.107399198140174,-16.610770781228762
PGC35517,Cosmicflows-4,CF4group,172.8023,34.2029,0.02103455184319547,0.021961860027846333,0.021961860027846333,34.745,0.39,0.39,88.9,0,1,-1,65.49697641205749,42.84511970623461,28.672308358893112,12.131433941373281,14.1728113473415
PGC35521,Cosmicflows-4,CF4group,172.8435,23.115,0.009706715170266226,0.010774120274900312,0.010774120274900312,33.105,0.39,0.39,41.8,0,1,-1,32.217614532695194,13.005499963649115,18.368442680712132,11.107399198140174,-5.362942717063017
PGC35527,Cosmicflows-4,CF4group,172.8843,20.0225,0.013059034327007654,0.014156460200209574,0.014156460200209574,33.835,0.53,0.53,58.5,0,1,-1,42.29767826952438,21.64314280848232,18.368442680712132,11.107399198140174,3.2747001277701884
PGC35533,Cosmicflows-4,CF4group,172.1969,-1.6329,0.043313297761480046,0.04454081363180924,0.04454081363180924,36.751,0.208,0.208,224.0,0,1,-1,132.11347409987144,40.791471675205116,68.81705738051707,20.929354189157166,-28.025585705311954
PGC35546,Cosmicflows-4,CF4group,172.8649,28.2534,0.023146012565799772,0.024153376133298193,0.024153376133298193,34.05,0.5,0.5,64.6,0,1,-1,71.99493704717808,43.1891531667969,32.99277138252501,12.560816891543308,10.196381784271892
PGC35547,Cosmicflows-4,CF4group,172.9257,32.2439,0.042152494710190475,0.043106488022457194,0.043106488022457194,36.495,0.41,0.41,199.1,0,1,-1,127.90355971176578,51.17444832024496,66.16178751235098,20.33817066073723,-14.98733919210602
PGC35549,Cosmicflows-4,CF4group,172.9358,34.3334,0.006237648580205444,0.007161621123904325,0.007161621123904325,32.255,0.74,0.74,28.2,0,1,-1,21.433624166126577,1.5742480097702654,18.368442680712132,11.107399198140174,-16.794194670941867
PGC35561,Cosmicflows-4,CF4group,173.0194,53.576,0.04673566537821309,0.04733941639052174,0.04733941639052174,36.2,0.48,0.48,173.8,0,1,-1,140.3191189007861,66.82439384199365,73.99250737311098,22.081644140722734,-7.168113531117328
PGC35562,Cosmicflows-4,CF4group,173.0009,53.7139,0.02695865017391465,0.027562401186223304,0.027562401186223304,35.095,0.55,0.55,104.5,0,1,-1,82.08917287605618,41.21933456842278,38.81467859512854,13.833365563181998,2.40465597329424
PGC35565,Cosmicflows-4,CF4group,173.0658,14.6383,0.003735917866219303,0.004880042712748965,0.004880042712748965,31.925,0.63,0.63,24.3,0,1,-1,14.6131170484524,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
PGC35569,Cosmicflows-4,CF4group,173.0101,36.698,0.008329095457097858,0.009219711591276923,0.009219711591276923,33.355,0.5,0.5,46.9,0,1,-1,27.579689312380506,6.857213766338202,18.368442680712132,11.107399198140174,-11.51122891437393
PGC35571,Cosmicflows-4,CF4group,173.0188,53.9257,0.06955478513071867,0.07015520050207534,0.07015520050207534,37.5,0.52,0.52,316.2,0,1,-1,206.79112625624413,84.82984643676325,117.28516285858825,27.891263404822585,-32.455316421825
PGC35594,Cosmicflows-4,CF4group,173.0717,0.854,0.01958354802908351,0.020804392617508743,0.020804392617508743,35.265,0.276,0.276,113.0,0,1,-1,62.06224561559088,22.644231213690617,26.388572239893314,11.904468140063944,-3.7443410262026973
PGC35612,Cosmicflows-4,CF4group,173.1384,0.9981,0.02459368073895975,0.02581452532738499,0.02581452532738499,35.765,0.62,0.62,142.2,0,1,-1,76.91573991187742,22.679944078413783,36.02416144302255,13.049615661058954,-13.344217364608767
PGC35616,Cosmicflows-4,CF4group,172.6825,53.388,0.0037325822252673216,0.00434300451947994,0.00434300451947994,31.636,0.312,0.312,21.2,0,1,-1,13.006629812844764,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
PGC35621,Cosmicflows-4,CF4group,173.1639,35.3283,0.00616426447926185,0.007074894459152805,0.007074894459152805,31.495,0.43,0.43,19.9,0,1,-1,21.17450042567118,0.768099770988556,18.368442680712132,11.107399198140174,-17.600342909723576
PGC35622,Cosmicflows-4,CF4group,173.1957,20.0382,0.02042412954898285,0.02152155542218477,0.02152155542218477,34.785,0.4,0.4,90.6,0,1,-1,64.19061922024021,36.32759914827109,27.803717694862804,12.045110318240416,8.523881453408286
PGC35632,Cosmicflows-4,CF4group,173.1911,15.6778,0.03691553841557949,0.03805299198020519,0.03805299198020519,36.52,0.47,0.47,201.4,0,1,-1,113.04723060503116,61.50108377923678,56.750111784190764,18.31266710747325,4.750971995046015
PGC35636,Cosmicflows-4,CF4group,173.0199,25.1086,0.032649253637995125,0.03369330925596534,0.03369330925596534,36.585,0.304,0.304,207.5,0,1,-1,100.2009353373219,41.59950077686068,48.60309745187388,16.573964573001724,-7.003596675013199
PGC35639,Cosmicflows-4,CF4group,173.2178,5.7272,0.01805248883212399,0.01925331957483734,0.01925331957483734,34.455,0.39,0.39,77.8,0,1,-1,57.45649906373601,23.17452221897286,23.326233332212354,11.600122030073363,-0.15171111323949305
PGC35656,Cosmicflows-4,CF4group,173.2965,19.7924,0.03182201468190371,0.03292277619605761,0.03292277619605761,36.325,0.38,0.38,184.1,0,1,-1,97.92762176508943,58.26558424499927,47.35783815544912,16.23281344479404,10.907746089550145
PGC35669,Cosmicflows-4,CF4group,173.3158,24.4469,0.02307262846485618,0.024123355364730356,0.024123355364730356,34.925,0.44,0.44,96.6,0,1,-1,71.90597043367127,40.805912548838975,32.93361790567622,12.55493800905705,7.872294643162753
PGC35671,Cosmicflows-4,CF4group,173.3173,50.3151,0.010277109773055066,0.010940902322499387,0.010940902322499387,33.175,0.47,0.47,43.2,0,1,-1,32.71504150441563,2.8359154301520775,18.368442680712132,11.107399198140174,-15.532527250560054
PGC35675,Cosmicflows-4,CF4group,173.3359,63.2799,0.004246270931872476,0.004663226050870166,0.004663226050870166,31.045,0.39,0.39,16.2,0,1,-1,13.964584540884216,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
PGC35676,Cosmicflows-4,CF4group,173.3382,47.029,0.0028886650644159967,0.003612499150995987,0.003612499150995987,30.615,0.4,0.4,13.3,0,1,-1,10.820750640040039,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
PGC35679,Cosmicflows-4,CF4group,173.3506,32.6028,0.020917804409876117,0.02186846208119085,0.02186846208119085,34.525,0.39,0.39,80.4,0,1,-1,65.21989356420268,42.73554980659403,28.488077295354643,12.11312440437634,14.247472511239387
PGC35680,Cosmicflows-4,CF4group,173.3548,34.0721,0.007978853157139797,0.008906161341790661,0.008906161341790661,33.575,0.55,0.55,51.9,0,1,-1,26.643725053073403,6.566308208260935,18.368442680712132,11.107399198140174,-11.802134472451197
PGC35681,Cosmicflows-4,CF4group,173.3752,22.4557,0.03748259737741635,0.0385566737639544,0.0385566737639544,36.32,0.43,0.43,183.7,0,1,-1,114.52961719106646,42.83789107517156,57.6902291106873,18.513303108786783,-14.852338035515736
PGC35684,Cosmicflows-4,CF4group,173.3703,49.2381,0.0008305745970433986,0.0015143809921996103,0.0015143809921996103,28.08,0.1,0.1,4.1,0,1,-1,4.538375218732557,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
PGC35694,Cosmicflows-4,CF4group,173.4251,23.4125,0.02379979819238815,0.024860532015118272,0.024860532015118272,34.885,0.41,0.41,94.8,0,1,-1,74.09022095516701,39.63770918371914,34.385915656060476,12.69927251421874,5.251793527658663
PGC35700,Cosmicflows-4,CF4group,173.4336,10.0886,0.030537792915390823,0.0317152741714403,0.0317152741714403,35.935,0.41,0.41,153.8,0,1,-1,94.363391938836,54.79062672834057,45.43531503915959,15.692849982077444,9.35531168918098
PGC35707,Cosmicflows-4,CF4group,173.431,32.636,0.008736043653239602,0.009683365683602355,0.009683365683602355,32.865,0.44,0.44,37.4,0,1,-1,28.963464964594014,9.21878388190446,18.368442680712132,11.107399198140174,-9.149658798807671
PGC35710,Cosmicflows-4,CF4group,173.4814,23.6437,0.035414499987187806,0.03647523380991793,0.03647523380991793,35.96,0.339,0.339,155.6,0,1,-1,108.40135643815906,39.84446693040498,53.80373676829117,17.683863781655194,-13.95926983788619
PGC35721,Cosmicflows-4,CF4group,173.5004,22.3103,0.026925293764394835,0.027999370150932883,0.027999370150932883,35.885,0.45,0.45,150.3,0,1,-1,83.3818450416939,39.643840507815206,39.51193781840228,14.029199101629436,0.13190268941292516
PGC35725,Cosmicflows-4,CF4group,173.5316,36.6832,0.02147152080790505,0.022362136942084113,0.022362136942084113,34.965,0.39,0.39,98.4,0,1,-1,66.68433268846005,41.80767850582152,29.46177588203382,12.209894025927973,12.345902623787701
PGC35726,Cosmicflows-4,CF4group,173.528,25.5597,0.07067222484963248,0.07170960918569873,0.07170960918569873,37.37,0.241,0.241,297.9,0,1,-1,211.29212752386434,98.43695371604184,119.94453621845302,28.08219202629139,-21.507582502411182
PGC35737,Cosmicflows-4,CF4group,173.5784,54.1869,0.06831059105562956,0.06890433514508228,0.06890433514508228,36.95,0.45,0.45,245.5,0,1,-1,203.1665080486279,81.17963030113268,115.14359201070626,27.73751020268301,-33.96396170957358
PGC35745,Cosmicflows-4,CF4group,173.5886,15.6603,0.01730530525888013,0.018442758823505826,0.018442758823505826,34.515,0.46,0.46,80.0,0,1,-1,55.0482546878026,20.85629204158679,21.72500313671784,11.440986089901656,-0.8687110951310508
PGC35747,Cosmicflows-4,CF4group,173.5162,-2.4295,0.039904272708554935,0.04113178857888413,0.04113178857888413,35.93,0.5,0.5,153.5,0,1,-1,122.10271129047344,34.88729751384907,62.493022825303115,19.538295733510893,-27.605725311454044
PGC35748,Cosmicflows-4,CF4group,173.648,20.3696,0.03588816100236918,0.036982251234619117,0.036982251234619117,35.763,0.331,0.331,142.1,0,1,-1,109.89471434159755,54.39850609843914,54.750812013648,17.885984713602653,-0.35230591520885923
PGC35750,Cosmicflows-4,CF4group,173.0558,26.0086,0.03288274850463383,0.033916797199748105,0.033916797199748105,35.94,0.45,0.45,154.2,0,1,-1,100.86013455119414,42.161923745524945,49.02115614750176,16.663184952885278,-6.8592324019768185
PGC35760,Cosmicflows-4,CF4group,173.6437,18.6822,0.012004971786181493,0.01311574022319134,0.01311574022319134,33.935,0.44,0.44,61.2,0,1,-1,39.19785851554758,13.88526903446289,18.368442680712132,11.107399198140174,-4.4831736462492415
PGC35781,Cosmicflows-4,CF4group,173.6964,0.2352,0.028853294234640153,0.03007413882306539,0.03007413882306539,35.276,0.329,0.329,113.6,0,1,-1,89.51582326755191,20.851436953548458,42.820567033938794,14.958466933536918,-21.969130080390336
PGC35782,Cosmicflows-4,CF4group,173.7041,11.2499,0.03582811946523352,0.036998929439379026,0.036998929439379026,35.585,0.46,0.46,130.9,0,1,-1,109.94383165670614,59.23410502308902,54.78196180911942,17.892632575767273,4.452143213969599
PGC35785,Cosmicflows-4,CF4group,173.6202,49.0271,0.032405751848500475,0.03309289388460867,0.03309289388460867,35.75,0.091,0.091,141.3,0,1,-1,98.4295957815849,46.033800910307654,47.62859977788459,16.308860063938567,-1.5947988675769338
PGC35786,Cosmicflows-4,CF4group,173.7103,25.5305,0.023502926147661796,0.024540310483728046,0.024540310483728046,35.035,0.4,0.4,101.6,0,1,-1,73.14150208185343,41.28759878562039,33.755117003661894,12.636581505211447,7.532481781958495
PGC35792,Cosmicflows-4,CF4group,173.7301,16.1157,0.018125872933067583,0.019256655215789318,0.019256655215789318,34.405,0.39,0.39,76.0,0,1,-1,57.466407591363314,23.208469464197933,23.332821464956805,11.600776782089167,-0.1243520007588721
PGC35793,Cosmicflows-4,CF4group,173.6922,51.2171,0.026521681209205072,0.027168795553889485,0.027168795553889485,35.365,0.304,0.304,118.3,0,1,-1,80.92454618206435,27.82317548757213,38.18648629266955,13.656930290173511,-10.36331080509742
PGC35803,Cosmicflows-4,CF4group,173.7846,15.9584,0.017055132187481514,0.01818925011115523,0.01818925011115523,34.915,0.39,0.39,96.2,0,1,-1,54.29486590238354,20.02240032601096,21.22407852781375,11.391202424306666,-1.201678201802789
PGC35804,Cosmicflows-4,CF4group,173.7844,17.7794,0.011507961284336246,0.012625401003250056,0.012625401003250056,33.255,0.47,0.47,44.8,0,1,-1,37.73683082782179,9.532591952483159,18.368442680712132,11.107399198140174,-8.835850728228973
PGC35821,Cosmicflows-4,CF4group,173.8494,31.6542,0.011154383343426204,0.012115047937596882,0.012115047937596882,34.445,0.51,0.51,77.4,0,1,-1,36.21580507643506,16.37710284221544,18.368442680712132,11.107399198140174,-1.9913398384966925
PGC35837,Cosmicflows-4,CF4group,173.9013,13.6806,0.0776703995668897,0.07882119569532334,0.07882119569532334,37.587,0.191,0.191,329.2,0,1,-1,231.8395404207223,142.0711634769836,131.93965439285165,29.04831253285644,10.131509084131949
PGC35839,Cosmicflows-4,CF4group,173.9036,0.1274,0.0198737487919059,0.021094593380331136,0.021094593380331136,34.095,0.39,0.39,65.9,0,1,-1,62.92358324168382,20.25569514657664,26.96127151792278,11.961385027030799,-6.705576371346137
PGC35840,Cosmicflows-4,CF4group,173.9824,54.9873,0.019290011625309134,0.019867077510001937,0.019867077510001937,34.496,0.227,0.227,79.3,0,1,-1,59.279399959276574,25.08537514974192,24.53827144034754,11.720578679220218,0.5471037093943814
PGC35841,Cosmicflows-4,CF4group,173.9066,25.0885,0.03201548185711864,0.03305953747508885,0.03305953747508885,35.745,0.39,0.39,140.9,0,1,-1,98.33117280300935,40.76320287019276,47.57551104323235,16.29394946195351,-6.812308173039597
PGC35847,Cosmicflows-4,CF4group,173.9501,63.4923,0.03290276235034572,0.033313046187439445,0.033313046187439445,36.3,0.49,0.49,182.0,0,1,-1,99.07914729313408,55.368367688767314,47.978963771523794,16.40726395495745,7.38940391724352
PGC35856,Cosmicflows-4,CF4group,173.9499,54.525,0.0007638617780037682,0.0013509345855525158,0.0013509345855525158,28.57,0.1,0.1,5.2,0,1,-1,4.0487070644665195,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
PGC35859,Cosmicflows-4,CF4group,174.0351,35.317,0.005413745265066008,0.006324375244956963,0.006324375244956963,31.875,0.39,0.39,23.7,0,1,-1,18.93163671916563,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
PGC35868,Cosmicflows-4,CF4group,173.9992,60.2542,0.016177858617110377,0.016654855273243733,0.016654855273243733,34.585,0.55,0.55,82.6,0,1,-1,49.732918937811185,15.57966313417419,18.368442680712132,11.107399198140174,-2.788779546537942
PGC35878,Cosmicflows-4,CF4group,174.025,45.2856,0.0007638617780037682,0.0015177166331515918,0.0015177166331515918,27.49,0.1,0.1,3.1,0,1,-1,4.54836805720761,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
PGC35891,Cosmicflows-4,CF4group,174.073,63.0912,0.04735943023623363,0.04777638535523132,0.04777638535523132,36.665,0.199,0.199,215.3,0,1,-1,141.5993088706078,56.029233564548576,74.79994656047309,22.2614167331406,-18.770712995924512
PGC35895,Cosmicflows-4,CF4group,174.0885,44.6671,0.05810686538351809,0.058870727161521856,0.058870727161521856,36.6,0.47,0.47,208.9,0,1,-1,174.00950982860164,119.77423507680201,96.34996338876905,25.058369999949594,23.42427168803296
PGC35898,Cosmicflows-4,CF4group,174.1548,51.0023,0.04917401891411158,0.049824468899747974,0.049824468899747974,36.82,0.48,0.48,231.2,0,1,-1,147.59589563221598,54.55510593834923,78.58210331523469,23.103496403506295,-24.02699737688546
PGC35902,Cosmicflows-4,CF4group,174.1572,20.0652,0.021484863371712976,0.022578953603962913,0.022578953603962913,34.975,0.4,0.4,98.9,0,1,-1,67.32738809159996,32.021265470554056,29.889340351476182,12.252386900481662,2.1319251190778736
PGC35908,Cosmicflows-4,CF4group,174.0264,49.1216,0.037555981478359944,0.03824312351446813,0.03824312351446813,35.96,0.47,0.47,155.6,0,1,-1,113.6068500662434,46.59774670754967,57.10501782333496,18.38840970526291,-10.507271115785294
PGC35913,Cosmicflows-4,CF4group,174.1408,36.4098,0.005293662190794674,0.006187613965925721,0.006187613965925721,32.415,0.39,0.39,30.4,0,1,-1,18.522850849675024,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
PGC35915,Cosmicflows-4,CF4group,174.1535,0.8162,0.003599156587188061,0.004816665534661316,0.004816665534661316,30.875,0.41,0.41,15.0,0,1,-1,14.42355290321321,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
PGC35925,Cosmicflows-4,CF4group,174.1648,6.2919,0.019186606755797708,0.020384101857559074,0.020384101857559074,35.33,0.47,0.47,116.4,0,1,-1,60.81457721305158,22.52976587453889,25.55900347184169,11.822022651456223,-3.029237597302803
PGC35929,Cosmicflows-4,CF4group,174.1974,14.4002,0.0804523241208423,0.08159644896737196,0.08159644896737196,37.816,0.273,0.273,365.8,0,1,-1,239.83791512020784,138.03289447846134,136.49570542060255,29.498127718561697,1.5371890578587966
PGC35933,Cosmicflows-4,CF4group,174.1114,22.9993,0.023572974607653407,0.02463704407133551,0.02463704407133551,35.38,0.49,0.49,119.1,0,1,-1,73.42810974630957,38.156604507428966,33.945681072314386,12.65552043873474,4.21092343511458
PGC35956,Cosmicflows-4,CF4group,174.2674,24.0962,0.03403354463306746,0.035087607173893615,0.035087607173893615,36.415,0.41,0.41,191.9,0,1,-1,104.31237420022582,39.43359392982614,51.21053801310082,17.130433891375915,-11.776944083274685
PGC35958,Cosmicflows-4,CF4group,174.2679,12.9265,0.034530555134912704,0.03568802254525029,0.03568802254525029,36.23,0.49,0.49,176.2,0,1,-1,106.08198642503814,58.95369378236495,52.332811466866765,17.36994490962621,6.620882315498186
PGC35960,Cosmicflows-4,CF4group,174.2784,2.8457,0.02906343961461499,0.03027427728018428,0.03027427728018428,34.985,0.39,0.39,99.3,0,1,-1,90.10719778862203,38.661196419759364,43.13955072538527,15.04805729379016,-4.478354305625906
PGC35969,Cosmicflows-4,CF4group,174.4435,16.8779,0.020744351080373077,0.02186846208119085,0.02186846208119085,34.996,0.335,0.335,99.8,0,1,-1,65.21989356420268,25.28856524006089,28.488077295354643,12.11312440437634,-3.199512055293752
PGC35973,Cosmicflows-4,CF4group,174.3998,20.1638,0.025754483790249322,0.02684857402249926,0.02684857402249926,35.495,0.39,0.39,125.6,0,1,-1,79.97688900076857,34.19627243821575,37.67532597861258,13.513364841808865,-3.4790535403968263
PGC35978,Cosmicflows-4,CF4group,174.3768,22.3996,0.022882496930593233,0.0239532376761793,0.0239532376761793,34.795,0.4,0.4,91.0,0,1,-1,71.40180186010693,36.05759289235679,32.59839862657058,12.521622727285411,3.459194265786209
PGC35979,Cosmicflows-4,CF4group,174.0575,61.7922,0.011204417957705928,0.01164805820431947,0.01164805820431947,33.363,0.283,0.283,47.1,0,1,-1,34.82369134887413,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
PGC35983,Cosmicflows-4,CF4group,174.3645,-0.8466,0.04534470310123679,0.04656888333061401,0.04656888333061401,36.88,0.46,0.46,237.7,0,1,-1,138.06100985150053,39.81729117233588,72.56827676772352,21.76454579803783,-32.75098559538764
PGC35989,Cosmicflows-4,CF4group,174.3997,9.4729,0.04979444813118014,0.0509752650281816,0.0509752650281816,36.715,0.41,0.41,220.3,0,1,-1,150.96264080270177,85.62570462353253,80.75000776088592,23.50593956352597,4.875696862646606
PGC35990,Cosmicflows-4,CF4group,174.4097,63.3464,0.09643004428083378,0.09684366375887948,0.09684366375887948,38.15,0.53,0.53,426.6,0,1,-1,283.5787950319521,171.00881427227347,164.27118896824723,32.63738042694276,6.737625304026238
PGC36004,Cosmicflows-4,CF4group,174.4275,47.5474,0.0337733646388129,0.03448719180253694,0.03448719180253694,35.739,0.261,0.261,140.5,0,1,-1,102.54224187359814,53.87005480361056,50.08793471506028,16.890852479107295,3.782120088550279
PGC36016,Cosmicflows-4,CF4group,174.3797,21.8675,0.02937698986410125,0.030454401891591282,0.030454401891591282,35.67,0.141,0.141,136.1,0,1,-1,90.63938556014129,38.17524348757596,43.42660945695643,15.128681149695387,-5.2513659693804655
PGC36060,Cosmicflows-4,CF4group,174.6045,20.7403,0.011204417957705928,0.012291836908051903,0.012291836908051903,33.595,0.39,0.39,52.4,0,1,-1,36.742738413566,11.355862747838497,18.368442680712132,11.107399198140174,-7.012579932873635
PGC36061,Cosmicflows-4,CF4group,174.6386,-1.1846,0.02077437184894091,0.021998552078318127,0.021998552078318127,34.665,0.39,0.39,85.7,0,1,-1,65.60582696921384,14.864879580309804,28.744682575005452,12.13862674785272,-13.879802994695648
PGC36069,Cosmicflows-4,CF4group,174.651,33.8679,0.036178361765191576,0.03710900559079442,0.03710900559079442,35.96,0.43,0.43,155.6,0,1,-1,110.26799582533606,58.42787635120551,54.987544046863086,17.93650709755243,3.4403323043424265
PGC36071,Cosmicflows-4,CF4group,174.1893,56.1246,0.05773660923784814,0.058293661276829056,0.058293661276829056,36.98,0.042,0.042,248.9,0,1,-1,172.3281274392062,68.63757335291854,95.21186993934666,24.945112568164358,-26.57429658642812
