case,sigma,comparison,aperture,profile_L1,centroid_km_s,passed
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,fine_planar_vertical,6,6.847012603931866e-05,6.815192763964806e-06,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,fine_planar_vertical,7,7.041256204032784e-08,2.0849957138580066e-07,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,fine_planar_vertical,8,1.5159457568163576e-07,5.2421906815425245e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,fine_planar_vertical,9,3.5156832368901954e-06,3.0782152938613194e-05,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,fine_planar_vertical,10,1.1541578059023824e-07,1.4221693334093288e-07,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,fine_planar_vertical,11,2.792791501400634e-07,3.9046656041819006e-07,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,fine_planar_vertical,12,1.1540812873591401e-07,2.5192166219767387e-07,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,fine_planar_vertical,13,5.006099838657646e-07,4.605090211384777e-07,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,fine_planar_vertical,14,2.6448705943628765e-07,6.784278383520359e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,fine_vertical_planar,0,0.0009294484466036432,0.0002725696487217988,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,fine_vertical_planar,1,0.00011205153549136567,3.5882859059199745e-05,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,fine_vertical_planar,2,0.0004395207628719581,0.0005972370368283464,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,fine_vertical_planar,3,0.0005473589358542942,0.0005866208860538791,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,fine_vertical_planar,4,5.236211048019981e-05,0.00013991790911660473,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,fine_vertical_planar,5,0.0001902655988228839,0.0010357673723291327,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,fine_vertical_planar,6,0.00036165104549249036,0.0005686202382690075,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,fine_vertical_planar,7,0.00015696655770449573,0.0008857043474463921,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,fine_vertical_planar,8,0.00013583572978193196,0.0006886110591501904,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,fine_vertical_planar,9,6.736620181753959e-05,0.00015177123907150758,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,fine_vertical_planar,10,0.0003439353288919239,0.0005412723292295141,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,fine_vertical_planar,11,0.0004764397305413952,0.002821909343104778,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,fine_vertical_planar,12,0.00015110202757293554,0.0009196829079911595,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,fine_vertical_planar,13,9.827340477161458e-05,7.190755932384718e-05,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,fine_vertical_planar,14,0.00012298064559570056,0.00026667808512570446,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,planar,0,0.0009294447934691186,0.00027255405534276633,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,planar,1,0.00011172900381227289,3.594780131521702e-05,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,planar,2,0.00043484536970666855,0.0005970768003535909,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,planar,3,0.0005469701413932794,0.000586651775748237,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,planar,4,4.841223631556829e-05,0.00013991799911394764,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,planar,5,0.00015493613245432425,0.0010358723030492456,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,planar,6,0.0003825811851710282,0.0005610592355426436,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,planar,7,0.0001295724600252961,0.0008857145608089922,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,planar,8,0.00010504571810455962,0.0006885990809308851,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,planar,9,6.792106876856496e-05,0.00014035035096782167,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,planar,10,0.0003438647869304592,0.0005412426282092042,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,planar,11,0.00039420588230767024,0.0028219788951346914,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,planar,12,0.000147486215155054,0.0009195861659776483,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,planar,13,9.710631342250568e-05,7.180012914886902e-05,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,planar,14,0.00012273140012047134,0.0002667362025476905,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,vertical,0,1.2314925243080783e-08,1.1227091079035745e-07,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,vertical,1,1.0127471551084837e-08,6.83373073684379e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,vertical,2,2.8654689147240764e-09,1.5057821656228043e-09,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,vertical,3,3.6015080631591967e-09,1.0133149430657795e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,vertical,4,7.667074266875856e-09,8.81360762150507e-09,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,vertical,5,1.2091277191196533e-08,3.8566788873595215e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,vertical,6,8.992220881701869e-05,1.3429275721094092e-05,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,vertical,7,1.9093177052320214e-08,2.0635390640677542e-07,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,vertical,8,2.4061765653083745e-08,4.9220552966744435e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,vertical,9,4.794334518419437e-06,4.2322298195784924e-05,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,vertical,10,1.4335500514542313e-08,7.426591253079096e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,vertical,11,1.7351452944132694e-08,3.722924191151833e-09,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,vertical,12,7.289756563854839e-09,3.815431171005912e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,vertical,13,4.729153084785586e-09,3.503390644254978e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,vertical,14,5.62388461623947e-09,1.533381066565198e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,joint,0,0.0009294427329427728,0.0002726625042868136,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,joint,1,0.000111728089829264,3.584278688606446e-05,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,joint,2,0.000434846843855356,0.0005970919886379988,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,joint,3,0.0005469678254517704,0.0005866793835167528,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,joint,4,4.840749376528455e-05,0.00013991954556047403,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,joint,5,0.00015493329628311217,0.0010357562980303214,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,joint,6,0.0004510246170090275,0.000554247317333223,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,joint,7,0.00012957677693733438,0.0008859135182461841,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,joint,8,0.00010504691060596952,0.0006885595907242248,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,joint,9,7.142050060546342e-05,0.000109566425873453,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,joint,10,0.00034386277550325624,0.0005412062618717073,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,joint,11,0.00039419988463527115,0.0028218984512591305,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,joint,12,0.00014748385112099252,0.0009196516898555274,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,joint,13,9.710599108701645e-05,7.1840460655892e-05,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,joint,14,0.00012273028946631063,0.0002667539412612996,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_planar_vertical,0,1.2171320927896939e-08,1.0844894404726801e-07,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_planar_vertical,1,9.498254171319584e-09,1.050144291525612e-07,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_planar_vertical,2,3.099865957497824e-09,1.5188284407940955e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_planar_vertical,3,3.5934929622609904e-09,2.7607768515736097e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_planar_vertical,4,8.009919524777664e-09,1.5464465263903548e-09,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_planar_vertical,5,1.3934986424525134e-08,1.1600501892417014e-07,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_planar_vertical,6,6.846962715703418e-05,6.81191820942062e-06,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_planar_vertical,7,1.8582310332660666e-08,1.989574371918934e-07,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_planar_vertical,8,2.35725203977622e-08,3.949020666027536e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_planar_vertical,9,3.4992113139065694e-06,3.078392509436867e-05,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_planar_vertical,10,1.626757849172562e-08,3.636633749692919e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_planar_vertical,11,2.101309691118005e-08,8.044387556083166e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_planar_vertical,12,8.748857077058697e-09,6.5523877879059e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_planar_vertical,13,4.994115091842929e-09,4.0331507022983715e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_planar_vertical,14,5.462525741788872e-09,1.7738713609105616e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_vertical_planar,0,0.0009294447901480702,0.00027255023337602324,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_vertical_planar,1,0.00011172904630098913,3.59111241934329e-05,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_vertical_planar,2,0.00043484532979330996,0.0005970904828558332,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_vertical_planar,3,0.0005469701713659821,0.0005866692503673221,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_vertical_planar,4,4.84120712614275e-05,0.00013991073195285253,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_vertical_planar,5,0.00015493222599385523,0.001035794864819195,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_vertical_planar,6,0.00036113488250312645,0.0005676765930543171,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_vertical_planar,7,0.00012957212771651626,0.0008857071643397774,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_vertical_planar,8,0.00010504569981037848,0.0006886088112771915,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_vertical_planar,9,6.662623022311829e-05,0.00015188872406923792,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_vertical_planar,10,0.00034386482417499885,0.0005412805277842381,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_vertical_planar,11,0.00039420448206383855,0.0028218947283349394,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_vertical_planar,12,0.00014748733525776176,0.0009196898441672374,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_vertical_planar,13,9.710630205711542e-05,7.180542674944945e-05,True
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,fine_vertical_planar,14,0.00012273144137219384,0.00026673860745063394,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,planar,0,0.0009294577558169057,0.00027255122705582835,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,planar,1,0.00011243560196909766,3.594913417970247e-05,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,planar,2,0.0004401471065656039,0.0005970671359847302,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,planar,3,0.0005482901815249069,0.0005866502759275249,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,planar,4,5.682496391263448e-05,0.00013991799901447166,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,planar,5,0.00020119355113293251,0.0010358721468790577,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,planar,6,0.0003844824873410029,0.000561059234986977,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,planar,7,0.00016864559149787288,0.0008857145608089922,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,planar,8,0.00015715570222235093,0.0006885990809735176,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,planar,9,6.931230253875238e-05,0.00014035035088255654,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,planar,10,0.0003439691009413013,0.0005412425773272389,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,planar,11,0.0005585352512401899,0.0028219770193302907,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,planar,12,0.0001544978443118323,0.0009195861241764192,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,planar,13,9.841508919528046e-05,7.179863335693426e-05,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,planar,14,0.00012328287103613488,0.0002667343910758291,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,vertical,0,2.541532287581466e-07,1.1227082552522916e-07,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,vertical,1,3.3619074019628255e-07,6.832669185996565e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,vertical,2,6.774511490174025e-07,1.505448210536997e-09,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,vertical,3,1.0133212526297435e-06,1.013328443377759e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,vertical,4,2.664883816504427e-07,8.813604068791392e-09,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,vertical,5,3.521034396596187e-07,3.856683861158672e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,vertical,6,8.99271029772331e-05,1.3429275721954514e-05,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,vertical,7,1.8155970651614166e-07,2.0635389930134806e-07,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,vertical,8,3.1433943213883447e-07,4.9220528097748684e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,vertical,9,4.826396211342579e-06,4.232229819756128e-05,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,vertical,10,5.580242425791408e-07,7.426589831993624e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,vertical,11,1.0585982120078706e-06,3.726498221112706e-09,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,vertical,12,3.9571140195648134e-07,3.815480908997415e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,vertical,13,7.709599694524278e-07,3.503352274947247e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,vertical,14,6.21010238260801e-07,1.533253879415497e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,joint,0,0.0009294695911211591,0.0002726596760425082,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,joint,1,0.00011249357431869114,3.5844131076601116e-05,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,joint,2,0.0004406048209676201,0.0005970823233383271,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,joint,3,0.0005481586572241491,0.0005866778837813058,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,joint,4,5.688380770625825e-05,0.0001399195454716562,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,joint,5,0.00020131049388287937,0.001035756141867239,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,joint,6,0.0004527104049729043,0.0005542473167732542,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,joint,7,0.00016874153025657192,0.0008859135182319733,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,joint,8,0.00015697820351327486,0.0006885595908094899,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,joint,9,7.174322531601322e-05,0.0001095664257828588,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,joint,10,0.0003439766110877675,0.0005412062109755311,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,joint,11,0.000558673449059085,0.0028218965787942807,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,joint,12,0.00015458130136162054,0.0009196516475142857,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,joint,13,9.86797186413756e-05,7.183896442342075e-05,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,joint,14,0.00012320695814425453,0.00026675212843230156,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_planar_vertical,0,2.536057080857723e-07,1.0844898667983216e-07,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_planar_vertical,1,3.2935622768037726e-07,1.0500310310135319e-07,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_planar_vertical,2,6.773890921366788e-07,1.518735359695711e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_planar_vertical,3,1.0170370450660239e-06,2.760785378086439e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_planar_vertical,4,2.675235267347704e-07,1.5464571845313912e-09,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_planar_vertical,5,3.418675255835857e-07,1.1600501181874279e-07,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_planar_vertical,6,6.84745532734834e-05,6.811918213722734e-06,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_planar_vertical,7,1.803818568031187e-07,1.989574229810387e-07,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_planar_vertical,8,3.205383565472272e-07,3.9490164027711216e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_planar_vertical,9,3.5310178124085176e-06,3.078392509969774e-05,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_planar_vertical,10,5.569577241508264e-07,3.6366351707783906e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_planar_vertical,11,1.0395696820830095e-06,8.044053600997358e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_planar_vertical,12,4.1081588078818174e-07,6.552333786657982e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_planar_vertical,13,7.718963933475611e-07,4.0331066486487543e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_planar_vertical,14,6.20957760112808e-07,1.7737356472480315e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_vertical_planar,0,0.0009294576372249848,0.00027254740521698295,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_vertical_planar,1,0.00011243879781052973,3.591245776846108e-05,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_vertical_planar,2,0.00044014626421330427,0.0005970808178901166,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_vertical_planar,3,0.000548290414958911,0.000586667750496872,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_vertical_planar,4,5.683050228581078e-05,0.0001399107318675874,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_vertical_planar,5,0.00020117293783213872,0.0010357947087058506,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_vertical_planar,6,0.0003631103406737644,0.0005676765924952087,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_vertical_planar,7,0.00016864469095644738,0.0008857071643326719,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_vertical_planar,8,0.00015715467424347052,0.0006886088113375877,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_vertical_planar,9,6.895891904223598e-05,0.00015188872398042008,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_vertical_planar,10,0.00034396885802509135,0.0005412804768738511,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_vertical_planar,11,0.0005585096531956508,0.0028218928522960596,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_vertical_planar,12,0.0001545224284546598,0.0009196898023233757,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_vertical_planar,13,9.841495974609591e-05,7.180393090067128e-05,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,fine_vertical_planar,14,0.0001232826000588635,0.0002667367958935074,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,planar,0,0.000929444799666998,0.00027255212684451635,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,planar,1,0.00011172896604846542,3.59486620880034e-05,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,planar,2,0.00043484542960002374,0.000597070364932506,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,planar,3,0.000546970165517645,0.0005866507317406899,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,planar,4,4.842255803567693e-05,0.00013991799903934066,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,planar,5,0.00015609288500042216,0.0010358721890213474,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,planar,6,0.0003825811851644124,0.0005610592355491384,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,planar,7,0.00013088925028438436,0.0008857145608160977,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,planar,8,0.00010645688055813987,0.0006885990809628595,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,planar,9,6.792107016121747e-05,0.00014035035096782167,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,planar,10,0.0003438647884944959,0.0005412425902093787,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,planar,11,0.00039566730471884244,0.0028219775682956083,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,planar,12,0.00014752933414778535,0.0009195861353177293,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,planar,13,9.710665651918122e-05,7.179913708199592e-05,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,planar,14,0.00012273137608070938,0.00026673496801521424,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,vertical,0,1.3983525433956501e-08,1.1227090368493009e-07,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,vertical,1,1.1686522268280774e-08,6.83308556403972e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,vertical,2,3.348342182923678e-09,1.5055121593832155e-09,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,vertical,3,4.323801116989182e-09,1.0133234695786086e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,vertical,4,8.219188779091655e-09,8.813604068791392e-09,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,vertical,5,1.4370841688381869e-08,3.856683150615936e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,vertical,6,8.992220881758183e-05,1.3429275717374844e-05,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,vertical,7,2.1035887310057983e-08,2.0635390285406174e-07,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,vertical,8,2.671344242940285e-08,4.922053875588972e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,vertical,9,4.794334518648981e-06,4.232229820289035e-05,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,vertical,10,1.6293105111240714e-08,7.426591253079096e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,vertical,11,2.061660192180952e-08,3.72518371705155e-09,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,vertical,12,8.186204881672965e-09,3.815465987599964e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,vertical,13,5.092562453223361e-09,3.503372170143848e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,vertical,14,6.141254118143137e-09,1.5333021963215288e-08,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,joint,0,0.0009294427377242835,0.0002726605758383016,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,joint,1,0.00011172805175851539,3.584365456532623e-05,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,joint,2,0.0004348469084286644,0.0005970855525490038,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,joint,3,0.0005469678505685464,0.0005866783395731545,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,joint,4,4.841793180023571e-05,0.0001399195454965252,True
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,joint,5,0.00015609055953025468,0.0010357561840024232,True
