# DECADE (DELVE DR3) tangential shear profiles around eFEDS X-ray systems.
# See acquire_decade.py for every cut and convention.  g_t and g_x are
# metacalibration-response-corrected reduced shear; err is shape noise.
id	z	bin	R_Mpc	theta_arcmin	n	gt	gx	err	R11	R22	beta	beta2
083321.1+012644	0.5660	2	0.58437	nan	7	nan	nan	nan	nan	nan	nan	nan
083321.1+012644	0.5660	3	0.77803	nan	16	nan	nan	nan	nan	nan	nan	nan
083321.1+012644	0.5660	4	1.07531	2.7561	21	0.0072642	-0.0037632	0.0622998	0.58420	0.76795	0.37810	0.14619
083321.1+012644	0.5660	5	1.40967	3.6130	32	-0.0504870	0.1598160	0.0617633	0.56671	0.42686	0.36967	0.14332
083321.1+012644	0.5660	6	1.87602	4.8083	75	-0.0397965	-0.0011482	0.0358466	0.65471	0.63325	0.36275	0.13852
083321.1+012644	0.5660	7	2.49682	6.3994	117	0.0538458	0.0103453	0.0263867	0.68906	0.64020	0.35865	0.13567
083321.1+012644	0.5660	8	3.28569	8.4213	185	-0.0128037	0.0175026	0.0257330	0.54564	0.64177	0.36859	0.14207
083321.1+012644	0.5660	9	4.41760	11.3224	311	0.0310806	0.0163984	0.0178993	0.65088	0.64983	0.36381	0.13835
083322.6-011128	0.2880	0	0.32967	nan	17	nan	nan	nan	nan	nan	nan	nan
083322.6-011128	0.2880	1	0.45115	1.7368	29	0.0700373	-0.0536524	0.0646512	0.71078	0.52102	0.54862	0.31150
083322.6-011128	0.2880	2	0.59336	2.2843	33	0.0707328	0.0618186	0.0397628	0.66944	0.68123	0.57299	0.33604
083322.6-011128	0.2880	3	0.78132	3.0079	52	0.0244398	0.0116919	0.0396679	0.67429	0.77173	0.57290	0.33775
083322.6-011128	0.2880	4	1.05742	4.0708	106	0.0261176	0.0381860	0.0255831	0.72034	0.73081	0.56129	0.32482
083322.6-011128	0.2880	5	1.40225	5.3983	216	0.0347085	0.0049459	0.0212588	0.69312	0.74184	0.57293	0.33786
083322.6-011128	0.2880	6	1.86206	7.1684	284	0.0039178	-0.0117964	0.0192277	0.66074	0.68483	0.57522	0.33921
083322.6-011128	0.2880	7	2.48149	9.5530	443	0.0037049	0.0179412	0.0169678	0.69372	0.66024	0.58209	0.34799
083322.6-011128	0.2880	8	3.34638	12.8827	756	0.0118378	0.0021520	0.0105285	0.70957	0.75850	0.57595	0.34131
083322.6-011128	0.2880	9	4.40836	16.9710	1664	0.0098710	0.0067427	0.0074084	0.70028	0.71787	0.58853	0.35478
083330.4+050427	0.2130	0	0.33545	1.6135	28	0.0884951	-0.1266779	0.0533849	0.78785	0.66833	0.62553	0.40078
083330.4+050427	0.2130	1	0.46086	2.2166	42	0.0351628	0.0126063	0.0408428	0.78896	0.84623	0.64070	0.41982
083330.4+050427	0.2130	2	0.59043	2.8398	75	0.0283603	-0.0652084	0.0323135	0.74921	0.69045	0.62613	0.40017
083330.4+050427	0.2130	3	0.78973	3.7984	98	0.0331868	0.0194831	0.0238729	0.73497	0.66454	0.66867	0.45339
083330.4+050427	0.2130	4	1.05078	5.0540	157	-0.0152910	-0.0091539	0.0255399	0.73180	0.72698	0.65093	0.43144
083330.4+050427	0.2130	5	1.40051	6.7361	263	-0.0207851	0.0002622	0.0193181	0.71850	0.73996	0.63973	0.41819
083330.4+050427	0.2130	6	1.86714	8.9805	583	0.0007851	0.0165848	0.0121624	0.75731	0.73993	0.63524	0.41390
083330.4+050427	0.2130	7	2.48676	11.9607	1037	0.0133041	-0.0053746	0.0084774	0.71948	0.73039	0.64541	0.42538
083330.4+050427	0.2130	8	3.29742	15.8597	1696	0.0035549	-0.0034223	0.0068276	0.73210	0.72818	0.64492	0.42503
083330.4+050427	0.2130	9	4.38747	21.1026	2682	0.0079029	-0.0047562	0.0055904	0.71622	0.73586	0.64234	0.42237
083341.0-002943	0.3180	0	0.32967	nan	6	nan	nan	nan	nan	nan	nan	nan
083341.0-002943	0.3180	1	0.43892	nan	7	nan	nan	nan	nan	nan	nan	nan
083341.0-002943	0.3180	2	0.58437	nan	17	nan	nan	nan	nan	nan	nan	nan
083341.0-002943	0.3180	3	0.78291	2.8149	28	-0.0048840	-0.0358925	0.0644931	0.63919	0.56645	0.51933	0.28053
083341.0-002943	0.3180	4	1.05412	3.7900	31	0.0871197	-0.0631709	0.0644125	0.76750	0.82253	0.53454	0.29355
083341.0-002943	0.3180	5	1.40062	5.0359	81	-0.0196510	0.0105259	0.0366702	0.74341	0.64451	0.54683	0.30904
083341.0-002943	0.3180	6	1.85535	6.6708	96	0.0631338	0.0552146	0.0314286	0.65217	0.70223	0.55161	0.31458
083341.0-002943	0.3180	7	2.51475	9.0417	183	-0.0341114	0.0040188	0.0250288	0.66565	0.72085	0.53854	0.30064
083341.0-002943	0.3180	8	3.29848	11.8595	397	0.0018445	-0.0157380	0.0159655	0.68883	0.68122	0.53355	0.29480
083341.0-002943	0.3180	9	4.46089	16.0389	886	-0.0050273	0.0074425	0.0097981	0.70553	0.70135	0.53982	0.30132
083345.8+004208	0.3840	0	0.32967	nan	5	nan	nan	nan	nan	nan	nan	nan
083345.8+004208	0.3840	1	0.43892	nan	8	nan	nan	nan	nan	nan	nan	nan
083345.8+004208	0.3840	2	0.58437	nan	18	nan	nan	nan	nan	nan	nan	nan
083345.8+004208	0.3840	3	0.77480	2.4645	29	-0.0236818	0.0313069	0.0529098	0.76374	0.74830	0.48930	0.24738
083345.8+004208	0.3840	4	1.05724	3.3629	51	0.0439934	0.0142811	0.0388148	0.66474	0.76457	0.50346	0.25906
083345.8+004208	0.3840	5	1.41112	4.4886	118	0.0152487	0.0246173	0.0317849	0.65439	0.66231	0.50028	0.25732
083345.8+004208	0.3840	6	1.83262	5.8293	141	-0.0172066	-0.0133683	0.0248129	0.81131	0.67825	0.49719	0.25554
083345.8+004208	0.3840	7	2.49493	7.9360	233	0.0303332	0.0044526	0.0177206	0.69897	0.68509	0.49894	0.25743
083345.8+004208	0.3840	8	3.34864	10.6516	414	0.0228657	0.0269529	0.0144095	0.71230	0.70425	0.49362	0.25155
083345.8+004208	0.3840	9	4.37648	13.9210	895	0.0040926	-0.0072616	0.0097814	0.70638	0.70531	0.49616	0.25380
083401.5-001337	0.3140	0	0.32967	nan	11	nan	nan	nan	nan	nan	nan	nan
083401.5-001337	0.3140	1	0.43892	nan	19	nan	nan	nan	nan	nan	nan	nan
083401.5-001337	0.3140	2	0.59900	2.1722	26	-0.0046851	-0.0283173	0.0548216	0.65061	0.75136	0.55557	0.32271
083401.5-001337	0.3140	3	0.78491	2.8464	47	0.0790674	0.0185276	0.0463852	0.76217	0.63501	0.52178	0.28436
083401.5-001337	0.3140	4	1.04152	3.7770	89	-0.0005589	-0.0094478	0.0282868	0.74795	0.67025	0.55932	0.32322
083401.5-001337	0.3140	5	1.40620	5.0995	119	-0.0418463	-0.0147235	0.0235585	0.66794	0.70534	0.54536	0.30762
083401.5-001337	0.3140	6	1.86790	6.7738	184	0.0337598	-0.0166705	0.0252339	0.62517	0.70666	0.55273	0.31572
083401.5-001337	0.3140	7	2.45548	8.9047	356	0.0020396	-0.0085100	0.0162657	0.71882	0.70560	0.54908	0.31115
083401.5-001337	0.3140	8	3.35394	12.1629	557	-0.0059614	0.0125459	0.0135759	0.68723	0.69025	0.54738	0.30982
083401.5-001337	0.3140	9	4.42316	16.0403	1050	-0.0010948	-0.0120347	0.0092512	0.69002	0.69192	0.55272	0.31525
083402.5+023437	0.3620	0	0.32967	nan	2	nan	nan	nan	nan	nan	nan	nan
083402.5+023437	0.3620	1	0.43892	nan	12	nan	nan	nan	nan	nan	nan	nan
083402.5+023437	0.3620	2	0.59610	1.9680	20	0.1517033	0.0919312	0.0626231	0.66527	0.62199	0.56796	0.32642
083402.5+023437	0.3620	3	0.76745	2.5337	36	0.0042969	0.0039023	0.0484033	0.70913	0.56626	0.52303	0.28317
083402.5+023437	0.3620	4	1.05821	3.4936	62	0.0405614	0.0280750	0.0453952	0.80419	0.37891	0.52571	0.28389
083402.5+023437	0.3620	5	1.38656	4.5777	103	0.0137156	-0.0501442	0.0293130	0.79593	0.70407	0.50988	0.26916
083402.5+023437	0.3620	6	1.87265	6.1825	157	-0.0066382	0.0322398	0.0282382	0.64963	0.75336	0.51566	0.27451
083402.5+023437	0.3620	7	2.48726	8.2116	283	0.0335530	-0.0304266	0.0192680	0.70802	0.68579	0.51651	0.27483
083402.5+023437	0.3620	8	3.29511	10.8787	531	0.0187436	0.0124992	0.0133805	0.71733	0.69948	0.51537	0.27375
083402.5+023437	0.3620	9	4.40834	14.5539	994	0.0018161	-0.0076338	0.0095270	0.71788	0.66805	0.51076	0.26927
083403.7+012131	0.6710	0	0.32967	nan	0	nan	nan	nan	nan	nan	nan	nan
083403.7+012131	0.6710	1	0.43892	nan	3	nan	nan	nan	nan	nan	nan	nan
083403.7+012131	0.6710	2	0.58437	nan	5	nan	nan	nan	nan	nan	nan	nan
083403.7+012131	0.6710	3	0.77803	nan	11	nan	nan	nan	nan	nan	nan	nan
083403.7+012131	0.6710	4	1.02689	2.4368	23	-0.0423850	0.0331456	0.0588104	0.58286	0.70855	0.30210	0.09636
083403.7+012131	0.6710	5	1.42161	3.3735	50	-0.0152132	0.0033257	0.0500140	0.66429	0.46684	0.31672	0.10669
083403.7+012131	0.6710	6	1.87131	4.4407	63	0.0282516	0.0123563	0.0383471	0.66046	0.60699	0.30410	0.09798
083403.7+012131	0.6710	7	2.48933	5.9073	117	-0.0025890	0.0196967	0.0290276	0.58612	0.68688	0.29683	0.09321
083403.7+012131	0.6710	8	3.29196	7.8119	182	0.0046254	0.0063116	0.0231356	0.61014	0.63801	0.29376	0.09136
083403.7+012131	0.6710	9	4.42238	10.4944	275	0.0309423	-0.0169633	0.0189451	0.59412	0.61662	0.29543	0.09228
083412.7+035856	0.2010	0	0.33787	1.6999	20	-0.0647682	-0.0675975	0.0668695	0.70378	0.78607	0.66497	0.44868
083412.7+035856	0.2010	1	0.44133	2.2205	39	0.0372913	0.0982287	0.0460137	0.78397	0.80341	0.63225	0.40948
083412.7+035856	0.2010	2	0.58916	2.9643	73	-0.0244782	-0.0474479	0.0293883	0.77322	0.79709	0.65531	0.43764
083412.7+035856	0.2010	3	0.78095	3.9292	103	-0.0379401	-0.0399916	0.0241210	0.72064	0.73824	0.66190	0.44582
083412.7+035856	0.2010	4	1.05357	5.3009	162	0.0347702	0.0166191	0.0237746	0.71797	0.80118	0.65793	0.44123
083412.7+035856	0.2010	5	1.40238	7.0558	273	0.0127972	-0.0266247	0.0160417	0.72908	0.73109	0.67422	0.46228
083412.7+035856	0.2010	6	1.86922	9.4047	581	0.0031680	0.0119030	0.0118131	0.75940	0.73147	0.67349	0.46163
083412.7+035856	0.2010	7	2.47228	12.4389	1069	-0.0033196	0.0215959	0.0090326	0.74399	0.70089	0.67117	0.45814
083412.7+035856	0.2010	8	3.29759	16.5913	1883	-0.0010236	-0.0066829	0.0066494	0.74500	0.72832	0.66703	0.45329
083412.7+035856	0.2010	9	4.42277	22.2525	3388	-0.0066934	-0.0014619	0.0050389	0.72204	0.73303	0.66647	0.45234
083422.7+034537	0.3380	0	0.32967	nan	3	nan	nan	nan	nan	nan	nan	nan
083422.7+034537	0.3380	1	0.43892	nan	17	nan	nan	nan	nan	nan	nan	nan
083422.7+034537	0.3380	2	0.58437	nan	17	nan	nan	nan	nan	nan	nan	nan
083422.7+034537	0.3380	3	0.79684	2.7506	38	-0.0894776	0.0669560	0.0658588	0.74321	0.64296	0.57108	0.33079
083422.7+034537	0.3380	4	1.05130	3.6290	69	0.0591076	0.0570058	0.0378614	0.75647	0.65437	0.51969	0.27693
083422.7+034537	0.3380	5	1.41369	4.8799	136	-0.0102660	0.0126047	0.0286785	0.64675	0.68096	0.53592	0.29605
083422.7+034537	0.3380	6	1.88101	6.4930	193	0.0017138	0.0004935	0.0227738	0.71011	0.71158	0.53348	0.29394
083422.7+034537	0.3380	7	2.47611	8.5473	451	0.0122558	-0.0025411	0.0148206	0.68443	0.67713	0.52341	0.28317
083422.7+034537	0.3380	8	3.30941	11.4237	637	-0.0200354	-0.0076253	0.0126091	0.68205	0.68853	0.52850	0.28876
083422.7+034537	0.3380	9	4.38562	15.1387	1229	-0.0129400	-0.0039296	0.0085443	0.71129	0.69051	0.52528	0.28420
083427.0-015612	0.5730	0	0.32967	nan	6	nan	nan	nan	nan	nan	nan	nan
083427.0-015612	0.5730	1	0.43892	nan	6	nan	nan	nan	nan	nan	nan	nan
083427.0-015612	0.5730	2	0.58437	nan	8	nan	nan	nan	nan	nan	nan	nan
083427.0-015612	0.5730	3	0.77803	nan	16	nan	nan	nan	nan	nan	nan	nan
083427.0-015612	0.5730	4	1.09915	2.8004	29	-0.1805527	-0.0141631	0.0755671	0.64683	0.41267	0.35920	0.13637
083427.0-015612	0.5730	5	1.38971	3.5407	45	0.0223163	0.0259534	0.0486352	0.60222	0.67281	0.34251	0.12225
083427.0-015612	0.5730	6	1.83205	4.6677	69	0.0120640	-0.0382000	0.0377660	0.58287	0.44420	0.33668	0.11822
083427.0-015612	0.5730	7	2.47167	6.2974	156	0.0375677	0.0104419	0.0202133	0.68218	0.64231	0.35144	0.12948
083427.0-015612	0.5730	8	3.27609	8.3469	250	-0.0354477	-0.0082436	0.0187932	0.63354	0.66372	0.35169	0.12907
083427.0-015612	0.5730	9	4.40165	11.2146	405	-0.0215392	0.0289998	0.0141253	0.62580	0.60271	0.36391	0.13810
083431.0+034208	0.2150	0	0.32967	nan	17	nan	nan	nan	nan	nan	nan	nan
083431.0+034208	0.2150	1	0.45768	2.1855	26	-0.0643176	0.0888940	0.0542360	0.64903	0.67334	0.67247	0.45849
083431.0+034208	0.2150	2	0.59472	2.8399	53	0.0314701	-0.0372752	0.0438778	0.69307	0.82578	0.64174	0.42242
083431.0+034208	0.2150	3	0.79804	3.8108	101	0.0232910	0.0190717	0.0315130	0.68747	0.70834	0.64930	0.43039
083431.0+034208	0.2150	4	1.05841	5.0542	188	0.0045409	-0.0198031	0.0232363	0.73545	0.71587	0.63361	0.41210
083431.0+034208	0.2150	5	1.40255	6.6975	305	-0.0111796	0.0166539	0.0175705	0.74273	0.69861	0.64851	0.42910
083431.0+034208	0.2150	6	1.87602	8.9585	476	0.0011229	-0.0046473	0.0134367	0.74395	0.74667	0.65044	0.43132
083431.0+034208	0.2150	7	2.46421	11.7672	775	-0.0022116	-0.0075115	0.0110650	0.70696	0.71841	0.65340	0.43528
083431.0+034208	0.2150	8	3.32922	15.8978	1552	-0.0056494	0.0070313	0.0079824	0.71944	0.71109	0.64650	0.42698
083431.0+034208	0.2150	9	4.40051	21.0135	2765	-0.0034556	-0.0012077	0.0057023	0.74380	0.74006	0.64668	0.42702
083435.6+050159	0.0910	0	0.33319	3.2747	71	0.0585572	0.0569300	0.0311227	0.75410	0.71339	0.82914	0.68968
083435.6+050159	0.0910	1	0.44867	4.4097	124	0.0051183	0.0008476	0.0216709	0.77484	0.75053	0.81555	0.66864
083435.6+050159	0.0910	2	0.60327	5.9291	220	-0.0071984	0.0267273	0.0165471	0.73297	0.76398	0.81878	0.67347
083435.6+050159	0.0910	3	0.78279	7.6935	412	-0.0101302	0.0273291	0.0139301	0.73757	0.76741	0.82432	0.68270
083435.6+050159	0.0910	4	1.05541	10.3729	709	0.0021674	-0.0076255	0.0104714	0.76754	0.73942	0.82961	0.69124
083435.6+050159	0.0910	5	1.40265	13.7857	1237	0.0038644	-0.0040270	0.0077914	0.74716	0.74125	0.83329	0.69705
083435.6+050159	0.0910	6	1.85934	18.2742	2215	-0.0124104	0.0044901	0.0062379	0.74616	0.72646	0.83138	0.69397
083435.6+050159	0.0910	7	2.48571	24.4304	3922	0.0049730	-0.0041530	0.0043932	0.74470	0.75163	0.83154	0.69424
083435.6+050159	0.0910	8	3.32254	32.6550	7165	-0.0028079	0.0009671	0.0032996	0.73944	0.74480	0.83459	0.69938
083435.6+050159	0.0910	9	4.41430	43.3851	13751	0.0026258	0.0015465	0.0023744	0.74100	0.73833	0.83657	0.70253
083457.7+052033	0.4100	0	0.32967	nan	7	nan	nan	nan	nan	nan	nan	nan
083457.7+052033	0.4100	1	0.43892	nan	6	nan	nan	nan	nan	nan	nan	nan
083457.7+052033	0.4100	2	0.58437	nan	8	nan	nan	nan	nan	nan	nan	nan
083457.7+052033	0.4100	3	0.79488	2.4291	24	0.0378179	0.0055139	0.0442427	0.81340	0.74522	0.46173	0.21947
083457.7+052033	0.4100	4	1.07000	3.2699	39	-0.0487090	0.1273353	0.0594150	0.59616	0.62613	0.47392	0.23144
083457.7+052033	0.4100	5	1.37776	4.2104	72	0.0354422	0.0480215	0.0396203	0.65294	0.66127	0.47947	0.23678
083457.7+052033	0.4100	6	1.88826	5.7705	141	-0.0233835	-0.0250652	0.0276276	0.58178	0.65708	0.46728	0.22561
083457.7+052033	0.4100	7	2.48618	7.5977	286	0.0089368	-0.0002896	0.0203442	0.67968	0.55477	0.47998	0.23863
083457.7+052033	0.4100	8	3.31711	10.1370	410	0.0066173	0.0047585	0.0145166	0.69843	0.69541	0.47217	0.23126
083457.7+052033	0.4100	9	4.42063	13.5093	835	0.0075649	-0.0025044	0.0103691	0.68655	0.66638	0.46707	0.22625
083503.2+010756	0.2960	0	0.32967	nan	8	nan	nan	nan	nan	nan	nan	nan
083503.2+010756	0.2960	1	0.43892	nan	8	nan	nan	nan	nan	nan	nan	nan
083503.2+010756	0.2960	2	0.58437	nan	8	nan	nan	nan	nan	nan	nan	nan
083503.2+010756	0.2960	3	0.78152	2.9516	42	0.0972112	-0.0146044	0.0519079	0.82157	0.69419	0.57145	0.33740
083503.2+010756	0.2960	4	1.05264	3.9755	94	-0.0070118	-0.0007354	0.0328244	0.69881	0.70339	0.57068	0.33608
083503.2+010756	0.2960	5	1.39885	5.2830	150	0.0348606	0.0101892	0.0253349	0.71725	0.70769	0.56360	0.32863
083503.2+010756	0.2960	6	1.85606	7.0098	276	0.0167271	0.0087200	0.0166369	0.73529	0.71158	0.57415	0.33761
083503.2+010756	0.2960	7	2.49447	9.4209	498	0.0138786	0.0033966	0.0139997	0.69362	0.74102	0.57440	0.33972
083503.2+010756	0.2960	8	3.29795	12.4554	904	-0.0017551	0.0178928	0.0106519	0.64330	0.64601	0.57107	0.33499
083503.2+010756	0.2960	9	4.41428	16.6714	1737	0.0042552	-0.0038764	0.0066623	0.76759	0.68739	0.56838	0.33279
083509.0+001542	0.5970	0	0.32967	nan	9	nan	nan	nan	nan	nan	nan	nan
083509.0+001542	0.5970	1	0.43892	nan	5	nan	nan	nan	nan	nan	nan	nan
083509.0+001542	0.5970	2	0.58437	nan	12	nan	nan	nan	nan	nan	nan	nan
083509.0+001542	0.5970	3	0.77803	nan	18	nan	nan	nan	nan	nan	nan	nan
083509.0+001542	0.5970	4	1.05145	2.6273	30	0.0039875	0.1320691	0.0735924	0.59139	0.61118	0.33626	0.11749
083509.0+001542	0.5970	5	1.43196	3.5781	39	-0.0357631	-0.0516507	0.0388990	0.74062	0.69169	0.35059	0.12667
083509.0+001542	0.5970	6	1.82980	4.5722	51	-0.0008294	-0.0474946	0.0480720	0.63363	0.70291	0.34323	0.12209
083509.0+001542	0.5970	7	2.47163	6.1760	72	0.0592129	-0.0605566	0.0351969	0.55817	0.51925	0.35091	0.12752
083509.0+001542	0.5970	8	3.28239	8.2020	207	0.0373712	-0.0017876	0.0232748	0.62117	0.56921	0.34632	0.12565
083509.0+001542	0.5970	9	4.42915	11.0674	487	0.0022907	0.0139821	0.0149995	0.64211	0.63448	0.34732	0.12589
083532.5+030911	0.2670	0	0.32967	nan	3	nan	nan	nan	nan	nan	nan	nan
083532.5+030911	0.2670	1	0.43892	nan	16	nan	nan	nan	nan	nan	nan	nan
083532.5+030911	0.2670	2	0.58207	2.3649	34	-0.0817844	0.0216694	0.0686449	0.69598	0.80182	0.60301	0.37297
083532.5+030911	0.2670	3	0.77881	3.1642	45	-0.0114355	-0.0074151	0.0484526	0.84424	0.62157	0.58754	0.35499
083532.5+030911	0.2670	4	1.08072	4.3909	72	-0.0119723	0.0173888	0.0432075	0.65445	0.66088	0.59525	0.36293
083532.5+030911	0.2670	5	1.39236	5.6570	170	-0.0504352	0.0080892	0.0247971	0.67809	0.75436	0.59651	0.36529
083532.5+030911	0.2670	6	1.87737	7.6276	317	-0.0114720	0.0036221	0.0187536	0.68382	0.70573	0.59740	0.36779
083532.5+030911	0.2670	7	2.49943	10.1549	544	-0.0072317	-0.0327221	0.0126710	0.70016	0.71708	0.59844	0.36713
083532.5+030911	0.2670	8	3.33381	13.5450	1083	0.0135552	-0.0049623	0.0092592	0.67969	0.72692	0.58968	0.35745
083532.5+030911	0.2670	9	4.38828	17.8292	1887	0.0066594	0.0022855	0.0066881	0.72683	0.74042	0.58716	0.35463
083615.7+024420	0.5690	0	0.32967	nan	4	nan	nan	nan	nan	nan	nan	nan
083615.7+024420	0.5690	1	0.43892	nan	3	nan	nan	nan	nan	nan	nan	nan
083615.7+024420	0.5690	2	0.58437	nan	5	nan	nan	nan	nan	nan	nan	nan
083615.7+024420	0.5690	3	0.77803	nan	4	nan	nan	nan	nan	nan	nan	nan
083615.7+024420	0.5690	4	1.04628	2.6748	42	-0.0869658	0.1153355	0.0526455	0.61932	0.79428	0.35720	0.13336
083615.7+024420	0.5690	5	1.38003	3.5280	49	-0.0022243	-0.0277648	0.0550575	0.65182	0.63764	0.36213	0.13685
083615.7+024420	0.5690	6	1.88265	4.8129	74	-0.0430827	0.1455921	0.0510193	0.37094	0.67069	0.35416	0.13008
083615.7+024420	0.5690	7	2.52127	6.4455	129	-0.0676856	-0.0320436	0.0299277	0.65202	0.58577	0.36247	0.13715
083615.7+024420	0.5690	8	3.31003	8.4619	228	0.0178839	0.0045235	0.0245239	0.57045	0.60153	0.35169	0.12949
083615.7+024420	0.5690	9	4.41066	11.2757	385	0.0070354	0.0028333	0.0153594	0.71279	0.65560	0.35813	0.13395
083626.4+043821	0.5740	0	0.32967	nan	2	nan	nan	nan	nan	nan	nan	nan
083626.4+043821	0.5740	1	0.43892	nan	6	nan	nan	nan	nan	nan	nan	nan
083626.4+043821	0.5740	2	0.58437	nan	11	nan	nan	nan	nan	nan	nan	nan
083626.4+043821	0.5740	3	0.77803	nan	19	nan	nan	nan	nan	nan	nan	nan
083626.4+043821	0.5740	4	1.01957	2.5955	27	-0.1211689	-0.0273948	0.0605850	0.69727	0.68441	0.36395	0.13776
083626.4+043821	0.5740	5	1.40299	3.5716	65	-0.0454017	-0.0131832	0.0442731	0.60932	0.59363	0.33293	0.11670
083626.4+043821	0.5740	6	1.85861	4.7314	74	0.0148973	-0.0033361	0.0305657	0.63487	0.62553	0.34487	0.12494
083626.4+043821	0.5740	7	2.48698	6.3310	173	-0.0058520	0.0227493	0.0235673	0.55738	0.60593	0.34779	0.12583
083626.4+043821	0.5740	8	3.34965	8.5271	294	-0.0325227	0.0126504	0.0164577	0.62960	0.68192	0.34743	0.12661
083626.4+043821	0.5740	9	4.38198	11.1551	514	0.0058548	0.0104532	0.0126658	0.62640	0.73240	0.34198	0.12283
083651.3+030002	0.1920	0	0.33182	1.7308	20	-0.0689908	0.0645451	0.0622346	0.75728	0.80970	0.63440	0.41220
083651.3+030002	0.1920	1	0.45301	2.3629	31	0.0075875	0.0601742	0.0493631	0.79041	0.72574	0.64033	0.42070
083651.3+030002	0.1920	2	0.59961	3.1276	68	0.0542764	-0.0306901	0.0353627	0.71206	0.73737	0.64014	0.41806
083651.3+030002	0.1920	3	0.80103	4.1782	106	-0.0099815	-0.0660390	0.0269335	0.78809	0.76740	0.67432	0.46247
083651.3+030002	0.1920	4	1.04156	5.4328	249	0.0180053	-0.0064285	0.0192636	0.69900	0.74510	0.67378	0.46276
083651.3+030002	0.1920	5	1.40467	7.3268	370	0.0255800	-0.0090950	0.0159511	0.72844	0.74980	0.67466	0.46342
083651.3+030002	0.1920	6	1.84682	9.6330	636	0.0066737	-0.0142563	0.0106904	0.72459	0.77507	0.67773	0.46695
083651.3+030002	0.1920	7	2.49586	13.0184	1242	0.0001118	0.0017010	0.0081847	0.74232	0.74540	0.67634	0.46523
083651.3+030002	0.1920	8	3.30818	17.2555	2246	0.0137034	-0.0110165	0.0062382	0.71552	0.73031	0.68191	0.47267
083651.3+030002	0.1920	9	4.39185	22.9080	3529	0.0047110	0.0012064	0.0048379	0.72583	0.74444	0.67793	0.46767
083654.6+025954	0.1910	0	0.32967	nan	14	nan	nan	nan	nan	nan	nan	nan
083654.6+025954	0.1910	1	0.45039	2.3590	32	0.0669644	0.0143863	0.0347668	0.80174	0.88065	0.62608	0.40020
083654.6+025954	0.1910	2	0.61360	3.2138	56	0.0348462	0.0269291	0.0365810	0.73196	0.75039	0.65765	0.44108
083654.6+025954	0.1910	3	0.79886	4.1841	122	-0.0313884	-0.0423099	0.0261653	0.76154	0.73337	0.66915	0.45611
083654.6+025954	0.1910	4	1.04347	5.4653	258	0.0337425	-0.0289968	0.0186496	0.70098	0.76709	0.67392	0.46266
083654.6+025954	0.1910	5	1.42095	7.4424	372	0.0113434	0.0005482	0.0156550	0.73104	0.73451	0.67189	0.45992
083654.6+025954	0.1910	6	1.85995	9.7417	671	0.0120320	-0.0183969	0.0110292	0.73790	0.75916	0.68251	0.47323
083654.6+025954	0.1910	7	2.50206	13.1048	1201	0.0020498	0.0028639	0.0080088	0.73856	0.74782	0.67770	0.46713
083654.6+025954	0.1910	8	3.30337	17.3018	2309	0.0110699	-0.0099450	0.0061482	0.71524	0.73683	0.68213	0.47302
083654.6+025954	0.1910	9	4.38481	22.9660	3594	0.0062251	0.0022400	0.0047520	0.72995	0.74356	0.67961	0.46984
083713.3+034110	1.0000	0	0.32967	nan	0	nan	nan	nan	nan	nan	nan	nan
083713.3+034110	1.0000	1	0.43892	nan	1	nan	nan	nan	nan	nan	nan	nan
083713.3+034110	1.0000	2	0.58437	nan	1	nan	nan	nan	nan	nan	nan	nan
083713.3+034110	1.0000	3	0.77803	nan	1	nan	nan	nan	nan	nan	nan	nan
083713.3+034110	1.0000	4	1.03586	nan	2	nan	nan	nan	nan	nan	nan	nan
083713.3+034110	1.0000	5	1.37912	nan	14	nan	nan	nan	nan	nan	nan	nan
083713.3+034110	1.0000	6	1.83614	nan	10	nan	nan	nan	nan	nan	nan	nan
083713.3+034110	1.0000	7	2.56369	5.3352	30	0.0767637	-0.0357139	0.0632962	0.47331	0.44529	0.17257	0.03101
083713.3+034110	1.0000	8	3.29524	6.8576	52	0.0425637	-0.0489754	0.0412680	0.52563	0.53490	0.17431	0.03137
083713.3+034110	1.0000	9	4.35873	9.0708	61	0.0159498	-0.0573917	0.0444045	0.46913	0.56253	0.16587	0.02842
083723.6+012413	0.3490	0	0.32967	nan	9	nan	nan	nan	nan	nan	nan	nan
083723.6+012413	0.3490	1	0.42834	1.4479	21	0.0171335	-0.0038210	0.0862534	0.58773	0.72173	0.49803	0.25735
083723.6+012413	0.3490	2	0.58190	1.9670	26	0.0562399	0.0340884	0.0495084	0.75895	0.76523	0.53719	0.29597
083723.6+012413	0.3490	3	0.78894	2.6668	42	0.1184649	-0.0025766	0.0461115	0.71560	0.70809	0.54661	0.30612
083723.6+012413	0.3490	4	1.06930	3.6145	87	-0.0247841	0.0078311	0.0301183	0.76375	0.80087	0.49193	0.25175
083723.6+012413	0.3490	5	1.39023	4.6993	133	0.0090919	-0.0058062	0.0233666	0.73125	0.74831	0.51477	0.27556
083723.6+012413	0.3490	6	1.86467	6.3031	180	-0.0346482	0.0014023	0.0207111	0.64319	0.72514	0.51865	0.27801
083723.6+012413	0.3490	7	2.49618	8.4377	249	0.0211360	-0.0156083	0.0180101	0.70600	0.68656	0.52011	0.27986
