# DECADE (DELVE DR3) tangential shear profiles around eFEDS X-ray systems.
# See acquire_decade.py for every cut and convention.  g_t and g_x are
# metacalibration-response-corrected reduced shear; err is shape noise.
id	z	bin	R_Mpc	theta_arcmin	n	gt	gx	err	R11	R22	beta	beta2
084729.7+013053	0.3510	3	0.79474	2.6765	47	-0.0086575	-0.0198360	0.0425585	0.65685	0.69109	0.49377	0.25454
084729.7+013053	0.3510	4	1.05175	3.5420	77	0.0575580	0.0006673	0.0323190	0.69840	0.72786	0.51420	0.27191
084729.7+013053	0.3510	5	1.39491	4.6977	123	0.0024061	0.0326825	0.0249176	0.71823	0.67758	0.51140	0.26979
084729.7+013053	0.3510	6	1.87269	6.3067	258	-0.0014366	0.0191637	0.0172172	0.67650	0.71932	0.49200	0.25197
084729.7+013053	0.3510	7	2.51718	8.4772	459	-0.0080006	-0.0067453	0.0135011	0.70567	0.68832	0.52075	0.27976
084729.7+013053	0.3510	8	3.31433	11.1618	958	-0.0027666	0.0031706	0.0095094	0.68321	0.67234	0.50839	0.26702
084729.7+013053	0.3510	9	4.37125	14.7212	1610	-0.0040992	-0.0041841	0.0072532	0.69200	0.68392	0.51594	0.27483
084751.7+025522	0.2690	0	0.32967	nan	4	nan	nan	nan	nan	nan	nan	nan
084751.7+025522	0.2690	1	0.45224	1.8275	26	0.1483602	0.0796983	0.0622330	0.74165	0.81261	0.58103	0.34781
084751.7+025522	0.2690	2	0.59429	2.4016	43	-0.0469155	-0.0167293	0.0446506	0.71163	0.82245	0.57737	0.34248
084751.7+025522	0.2690	3	0.80417	3.2498	80	0.0283846	0.0724356	0.0311238	0.72033	0.64166	0.60044	0.36889
084751.7+025522	0.2690	4	1.03501	4.1826	133	0.0309009	0.0050306	0.0254677	0.80932	0.68373	0.59341	0.36242
084751.7+025522	0.2690	5	1.40472	5.6767	232	0.0175620	0.0275673	0.0200977	0.69959	0.65016	0.58965	0.35776
084751.7+025522	0.2690	6	1.87341	7.5707	363	-0.0192509	0.0148092	0.0153389	0.68125	0.74479	0.60446	0.37460
084751.7+025522	0.2690	7	2.48430	10.0394	733	-0.0170248	0.0038983	0.0111092	0.69264	0.70269	0.60212	0.37134
084751.7+025522	0.2690	8	3.30103	13.3399	1125	0.0073551	-0.0069389	0.0084139	0.69535	0.71522	0.60744	0.37704
084751.7+025522	0.2690	9	4.40511	17.8016	2007	-0.0066532	-0.0033185	0.0066514	0.72559	0.69986	0.60211	0.37169
084759.1+014903	0.5760	0	0.32967	nan	6	nan	nan	nan	nan	nan	nan	nan
084759.1+014903	0.5760	1	0.43892	nan	3	nan	nan	nan	nan	nan	nan	nan
084759.1+014903	0.5760	2	0.58437	nan	13	nan	nan	nan	nan	nan	nan	nan
084759.1+014903	0.5760	3	0.80236	2.0391	28	-0.0657421	-0.1506739	0.0379731	0.67067	0.46315	0.34441	0.12482
084759.1+014903	0.5760	4	1.06705	2.7118	44	0.0416065	0.0081164	0.0579094	0.50426	0.60320	0.36759	0.13976
084759.1+014903	0.5760	5	1.41451	3.5949	88	0.0325405	0.0026479	0.0317595	0.67448	0.65654	0.33016	0.11306
084759.1+014903	0.5760	6	1.86038	4.7280	108	0.0255442	-0.0054455	0.0235136	0.67193	0.70350	0.34821	0.12753
084759.1+014903	0.5760	7	2.50032	6.3544	241	-0.0121015	0.0515377	0.0207983	0.65194	0.66632	0.35491	0.13219
084759.1+014903	0.5760	8	3.28629	8.3519	386	0.0161512	0.0240783	0.0167875	0.57685	0.61168	0.35018	0.12812
084759.1+014903	0.5760	9	4.42798	11.2534	673	-0.0130040	-0.0005945	0.0127647	0.59529	0.58475	0.35554	0.13221
084823.2+041205	0.8720	0	0.32967	nan	1	nan	nan	nan	nan	nan	nan	nan
084823.2+041205	0.8720	1	0.43892	nan	1	nan	nan	nan	nan	nan	nan	nan
084823.2+041205	0.8720	2	0.58437	nan	1	nan	nan	nan	nan	nan	nan	nan
084823.2+041205	0.8720	3	0.77803	nan	5	nan	nan	nan	nan	nan	nan	nan
084823.2+041205	0.8720	4	1.03586	nan	9	nan	nan	nan	nan	nan	nan	nan
084823.2+041205	0.8720	5	1.37912	nan	11	nan	nan	nan	nan	nan	nan	nan
084823.2+041205	0.8720	6	1.85624	4.0079	21	0.0673267	-0.0692110	0.0969889	0.73708	0.29530	0.22319	0.05213
084823.2+041205	0.8720	7	2.40022	5.1825	35	-0.0758824	-0.0567835	0.0511843	0.73384	0.44976	0.21737	0.04999
084823.2+041205	0.8720	8	3.31874	7.1657	68	-0.0002392	0.0000725	0.0407215	0.61094	0.58687	0.20330	0.04274
084823.2+041205	0.8720	9	4.43523	9.5764	112	0.0257770	0.0679796	0.0295389	0.62164	0.59649	0.21612	0.04865
084833.2-012216	0.6290	0	0.32967	nan	4	nan	nan	nan	nan	nan	nan	nan
084833.2-012216	0.6290	1	0.43892	nan	7	nan	nan	nan	nan	nan	nan	nan
084833.2-012216	0.6290	2	0.58437	nan	6	nan	nan	nan	nan	nan	nan	nan
084833.2-012216	0.6290	3	0.77803	nan	17	nan	nan	nan	nan	nan	nan	nan
084833.2-012216	0.6290	4	1.07928	2.6336	31	0.0480877	-0.0387400	0.0538753	0.55287	0.59033	0.30856	0.09992
084833.2-012216	0.6290	5	1.40793	3.4355	45	0.0615399	0.0465175	0.0401672	0.77674	0.56569	0.33491	0.11675
084833.2-012216	0.6290	6	1.88825	4.6075	86	0.0669651	0.0249827	0.0316672	0.60282	0.58357	0.31377	0.10319
084833.2-012216	0.6290	7	2.49347	6.0843	148	0.0361102	0.0104469	0.0259386	0.63013	0.62541	0.31978	0.10668
084833.2-012216	0.6290	8	3.37132	8.2263	256	0.0226418	-0.0118164	0.0185027	0.66421	0.59640	0.31908	0.10573
084833.2-012216	0.6290	9	4.39764	10.7307	538	-0.0062734	-0.0023667	0.0139163	0.64715	0.58552	0.31978	0.10715
084852.9+035939	0.6880	0	0.32967	nan	1	nan	nan	nan	nan	nan	nan	nan
084852.9+035939	0.6880	1	0.43892	nan	2	nan	nan	nan	nan	nan	nan	nan
084852.9+035939	0.6880	2	0.58437	nan	10	nan	nan	nan	nan	nan	nan	nan
084852.9+035939	0.6880	3	0.77831	1.8280	21	0.0709005	-0.0710660	0.0730055	0.43847	0.67081	0.27730	0.07940
084852.9+035939	0.6880	4	1.03586	nan	17	nan	nan	nan	nan	nan	nan	nan
084852.9+035939	0.6880	5	1.37705	3.2342	26	0.1449455	-0.0295089	0.0780279	0.50950	0.49601	0.29599	0.09430
084852.9+035939	0.6880	6	1.85031	4.3458	46	-0.0358216	0.0086416	0.0409537	0.56234	0.63032	0.29443	0.09219
084852.9+035939	0.6880	7	2.43552	5.7202	86	0.0040322	0.0278565	0.0269021	0.73680	0.67673	0.30297	0.09644
084852.9+035939	0.6880	8	3.25390	7.6423	147	-0.0092591	-0.0228195	0.0274879	0.66712	0.45434	0.29834	0.09344
084852.9+035939	0.6880	9	4.42621	10.3957	286	-0.0446934	0.0014996	0.0194590	0.64119	0.61885	0.29444	0.09087
084905.3+021435	0.3950	0	0.32967	nan	12	nan	nan	nan	nan	nan	nan	nan
084905.3+021435	0.3950	1	0.43892	nan	13	nan	nan	nan	nan	nan	nan	nan
084905.3+021435	0.3950	2	0.60144	1.8801	28	0.0042859	-0.0358340	0.0507531	0.73300	0.73562	0.49709	0.25794
084905.3+021435	0.3950	3	0.79824	2.4952	53	0.0875727	-0.0250107	0.0368920	0.72477	0.79226	0.49694	0.25326
084905.3+021435	0.3950	4	1.04782	3.2754	82	0.0656275	0.0556536	0.0410764	0.69408	0.54496	0.48450	0.24138
084905.3+021435	0.3950	5	1.41838	4.4337	162	0.0337191	0.0148747	0.0227310	0.72525	0.68174	0.47831	0.23669
084905.3+021435	0.3950	6	1.86340	5.8248	287	0.0112351	0.0064842	0.0167432	0.64682	0.71133	0.49443	0.25190
084905.3+021435	0.3950	7	2.46977	7.7202	426	-0.0281743	-0.0025088	0.0159295	0.67270	0.68197	0.50055	0.25725
084905.3+021435	0.3950	8	3.33034	10.4103	761	-0.0133505	0.0069923	0.0108753	0.64303	0.65355	0.49567	0.25246
084905.3+021435	0.3950	9	4.41843	13.8116	1240	0.0034059	0.0000867	0.0083110	0.66332	0.65449	0.49628	0.25415
084910.6+024117	0.8300	0	0.32967	nan	4	nan	nan	nan	nan	nan	nan	nan
084910.6+024117	0.8300	1	0.43892	nan	3	nan	nan	nan	nan	nan	nan	nan
084910.6+024117	0.8300	2	0.58437	nan	7	nan	nan	nan	nan	nan	nan	nan
084910.6+024117	0.8300	3	0.77803	nan	4	nan	nan	nan	nan	nan	nan	nan
084910.6+024117	0.8300	4	1.03586	nan	18	nan	nan	nan	nan	nan	nan	nan
084910.6+024117	0.8300	5	1.42223	3.1186	29	-0.0196624	0.0184722	0.0667347	0.53218	0.67953	0.21414	0.04779
084910.6+024117	0.8300	6	1.84665	4.0492	47	0.0437999	0.0614432	0.0607631	0.52791	0.54747	0.22277	0.05182
084910.6+024117	0.8300	7	2.50323	5.4890	78	0.0134626	-0.0380697	0.0318861	0.69327	0.62613	0.22350	0.05228
084910.6+024117	0.8300	8	3.29152	7.2175	125	0.0490817	0.0281424	0.0256687	0.64200	0.59783	0.22515	0.05314
084910.6+024117	0.8300	9	4.44508	9.7470	186	-0.0424839	0.0279951	0.0231248	0.54332	0.58201	0.22694	0.05352
084925.4+013840	0.5060	0	0.32967	nan	10	nan	nan	nan	nan	nan	nan	nan
084925.4+013840	0.5060	1	0.43892	nan	8	nan	nan	nan	nan	nan	nan	nan
084925.4+013840	0.5060	2	0.60465	1.6405	22	-0.0174576	0.0784037	0.0613683	0.73230	0.54527	0.40480	0.16914
084925.4+013840	0.5060	3	0.78790	2.1377	26	0.0526244	0.0589740	0.0549368	0.66541	0.51666	0.41444	0.17982
084925.4+013840	0.5060	4	1.04686	2.8402	50	0.0558369	0.0438430	0.0341147	0.57784	0.57642	0.41016	0.17247
084925.4+013840	0.5060	5	1.42499	3.8662	90	0.0631077	-0.0186020	0.0326168	0.65968	0.75562	0.40831	0.17363
084925.4+013840	0.5060	6	1.86505	5.0601	143	-0.0178909	-0.0592941	0.0210857	0.60559	0.69561	0.40243	0.16964
084925.4+013840	0.5060	7	2.47573	6.7169	275	-0.0201984	0.0190354	0.0179096	0.64575	0.68278	0.40124	0.16787
084925.4+013840	0.5060	8	3.32267	9.0148	480	-0.0070650	-0.0122685	0.0131338	0.65499	0.66548	0.39937	0.16587
084925.4+013840	0.5060	9	4.44132	12.0498	872	0.0100744	-0.0068692	0.0109459	0.61273	0.60515	0.40125	0.16815
084934.9+014437	0.3250	0	0.32967	nan	10	nan	nan	nan	nan	nan	nan	nan
084934.9+014437	0.3250	1	0.46150	1.6351	20	0.0215437	-0.0665502	0.0568533	0.61226	0.55886	0.53758	0.29536
084934.9+014437	0.3250	2	0.58764	2.0821	29	0.0738901	0.0236354	0.0631696	0.79590	0.61330	0.57236	0.33545
084934.9+014437	0.3250	3	0.78149	2.7689	48	0.0663261	0.0071586	0.0385837	0.72626	0.73074	0.56597	0.32582
084934.9+014437	0.3250	4	1.03207	3.6567	96	0.0300111	-0.0052018	0.0267201	0.75628	0.60794	0.54606	0.30690
084934.9+014437	0.3250	5	1.42222	5.0391	198	-0.0253734	0.0240380	0.0230578	0.68423	0.67886	0.54601	0.30670
084934.9+014437	0.3250	6	1.86471	6.6069	368	0.0144398	0.0010461	0.0146104	0.72202	0.67696	0.54466	0.30570
084934.9+014437	0.3250	7	2.49815	8.8512	612	-0.0133455	-0.0068523	0.0120870	0.69512	0.72909	0.55071	0.31177
084934.9+014437	0.3250	8	3.29794	11.6850	1170	-0.0164416	0.0001624	0.0084637	0.68601	0.69900	0.54872	0.31013
084934.9+014437	0.3250	9	4.40955	15.6235	1890	-0.0073119	-0.0002117	0.0067264	0.67939	0.69606	0.54192	0.30292
084939.6-005126	0.6130	0	0.32967	nan	3	nan	nan	nan	nan	nan	nan	nan
084939.6-005126	0.6130	1	0.43892	nan	4	nan	nan	nan	nan	nan	nan	nan
084939.6-005126	0.6130	2	0.58437	nan	9	nan	nan	nan	nan	nan	nan	nan
084939.6-005126	0.6130	3	0.77827	1.9212	31	0.1365641	0.0261166	0.0531078	0.76287	0.62876	0.32875	0.11274
084939.6-005126	0.6130	4	1.06449	2.6277	43	0.0839146	0.0566604	0.0409951	0.76746	0.60358	0.34510	0.12311
084939.6-005126	0.6130	5	1.41139	3.4841	66	-0.0442804	0.0577133	0.0367243	0.60326	0.69913	0.34598	0.12495
084939.6-005126	0.6130	6	1.87885	4.6380	114	0.0367162	0.0358503	0.0325644	0.69020	0.64327	0.33741	0.11720
084939.6-005126	0.6130	7	2.49971	6.1706	179	0.0242170	-0.0041305	0.0263157	0.52496	0.62183	0.33510	0.11731
084939.6-005126	0.6130	8	3.33744	8.2386	349	0.0036424	-0.0234543	0.0171858	0.60580	0.60813	0.33007	0.11423
084939.6-005126	0.6130	9	4.40142	10.8651	592	0.0153288	0.0100123	0.0133411	0.61431	0.60259	0.33458	0.11675
084957.4+004524	1.0660	0	0.32967	nan	0	nan	nan	nan	nan	nan	nan	nan
084957.4+004524	1.0660	1	0.43892	nan	0	nan	nan	nan	nan	nan	nan	nan
084957.4+004524	1.0660	2	0.58437	nan	1	nan	nan	nan	nan	nan	nan	nan
084957.4+004524	1.0660	3	0.77803	nan	2	nan	nan	nan	nan	nan	nan	nan
084957.4+004524	1.0660	4	1.03586	nan	3	nan	nan	nan	nan	nan	nan	nan
084957.4+004524	1.0660	5	1.37912	nan	11	nan	nan	nan	nan	nan	nan	nan
084957.4+004524	1.0660	6	1.83614	nan	15	nan	nan	nan	nan	nan	nan	nan
084957.4+004524	1.0660	7	2.44462	nan	18	nan	nan	nan	nan	nan	nan	nan
084957.4+004524	1.0660	8	3.25266	6.6742	34	-0.0853054	-0.0409082	0.0548218	0.55541	0.68045	0.15411	0.02520
084957.4+004524	1.0660	9	4.34150	8.9084	54	0.0658985	0.0877653	0.0403149	0.66980	0.51944	0.14356	0.02097
085018.3+020018	0.4210	0	0.32967	nan	10	nan	nan	nan	nan	nan	nan	nan
085018.3+020018	0.4210	1	0.43892	nan	15	nan	nan	nan	nan	nan	nan	nan
085018.3+020018	0.4210	2	0.58052	1.7463	24	0.0664461	0.0273567	0.0564664	0.61197	0.75826	0.50366	0.25755
085018.3+020018	0.4210	3	0.77886	2.3429	36	-0.0023412	0.0280326	0.0517800	0.68761	0.58913	0.48124	0.23673
085018.3+020018	0.4210	4	1.07019	3.2192	70	-0.0388477	0.0032122	0.0336042	0.67921	0.64462	0.46708	0.22592
085018.3+020018	0.4210	5	1.38729	4.1731	137	0.0055794	-0.0224996	0.0276631	0.67145	0.60128	0.47239	0.23015
085018.3+020018	0.4210	6	1.86966	5.6241	234	-0.0051732	-0.0060985	0.0195556	0.65862	0.69483	0.46537	0.22511
085018.3+020018	0.4210	7	2.49023	7.4908	379	0.0014856	0.0059741	0.0164560	0.68142	0.61873	0.46501	0.22459
085018.3+020018	0.4210	8	3.33728	10.0388	752	0.0006641	0.0086384	0.0103127	0.68108	0.65618	0.46722	0.22632
085018.3+020018	0.4210	9	4.41352	13.2762	1386	0.0196360	0.0060759	0.0081566	0.63740	0.64355	0.47412	0.23193
085020.4+032819	0.2940	0	0.32967	nan	10	nan	nan	nan	nan	nan	nan	nan
085020.4+032819	0.2940	1	0.44286	1.6805	20	-0.0328761	0.0816376	0.0604179	0.71907	0.72753	0.58017	0.34458
085020.4+032819	0.2940	2	0.59227	2.2474	41	0.0534383	0.0132509	0.0450348	0.76547	0.71816	0.56512	0.33089
085020.4+032819	0.2940	3	0.78164	2.9660	48	0.0487352	-0.0039545	0.0417639	0.80357	0.71573	0.57418	0.33766
085020.4+032819	0.2940	4	1.06277	4.0327	110	0.0169331	0.0133127	0.0251694	0.82767	0.73243	0.59928	0.36671
085020.4+032819	0.2940	5	1.39267	5.2846	158	0.0290321	-0.0013388	0.0246167	0.69819	0.69831	0.59714	0.36329
085020.4+032819	0.2940	6	1.86529	7.0780	438	0.0151718	-0.0212403	0.0151195	0.73220	0.73179	0.58848	0.35519
085020.4+032819	0.2940	7	2.48641	9.4349	768	0.0062717	0.0114575	0.0100392	0.68607	0.71933	0.58329	0.34956
085020.4+032819	0.2940	8	3.29204	12.4919	1246	0.0051884	-0.0163166	0.0086894	0.73915	0.68455	0.58632	0.35284
085020.4+032819	0.2940	9	4.38808	16.6509	1940	-0.0079488	0.0105112	0.0065030	0.70066	0.71704	0.58906	0.35499
085022.2+001607	0.1960	0	0.34039	1.7468	32	0.0161529	-0.0213984	0.0321639	0.83726	0.78170	0.62167	0.39540
085022.2+001607	0.1960	1	0.44800	2.2991	71	0.0462381	0.0418823	0.0302477	0.75173	0.80185	0.65342	0.43578
085022.2+001607	0.1960	2	0.59710	3.0642	98	0.0268805	-0.0178646	0.0300281	0.76185	0.74890	0.66869	0.45627
085022.2+001607	0.1960	3	0.78707	4.0391	132	0.0326072	-0.0172366	0.0248407	0.71496	0.74301	0.68319	0.47455
085022.2+001607	0.1960	4	1.04947	5.3857	270	0.0141455	0.0186537	0.0166714	0.76109	0.71735	0.66780	0.45481
085022.2+001607	0.1960	5	1.39422	7.1549	456	-0.0006828	-0.0273794	0.0130584	0.74752	0.78338	0.68078	0.47164
085022.2+001607	0.1960	6	1.85592	9.5242	812	0.0097730	0.0049042	0.0100832	0.74370	0.72688	0.67746	0.46649
085022.2+001607	0.1960	7	2.48639	12.7597	1425	0.0047682	-0.0105006	0.0072215	0.76881	0.75461	0.67002	0.45751
085022.2+001607	0.1960	8	3.31381	17.0059	2485	-0.0027006	0.0008227	0.0055517	0.73991	0.72827	0.67423	0.46281
085022.2+001607	0.1960	9	4.39610	22.5600	4477	0.0120985	-0.0049609	0.0042960	0.73197	0.74499	0.68094	0.47175
085027.8+001503	0.1970	0	0.32995	1.6865	26	0.0419075	-0.0255219	0.0459918	0.81233	0.69237	0.65831	0.44112
085027.8+001503	0.1970	1	0.44875	2.2937	48	0.0102136	0.0470775	0.0358461	0.84367	0.78023	0.65912	0.44175
085027.8+001503	0.1970	2	0.60223	3.0782	99	-0.0077606	0.0397193	0.0267695	0.70924	0.78090	0.66651	0.45308
085027.8+001503	0.1970	3	0.78672	4.0212	172	0.0290410	0.0346470	0.0242678	0.74011	0.70986	0.66218	0.44830
085027.8+001503	0.1970	4	1.05915	5.4137	245	-0.0108286	-0.0384949	0.0165188	0.77601	0.78190	0.67307	0.46196
085027.8+001503	0.1970	5	1.40510	7.1819	505	0.0259843	-0.0081525	0.0126990	0.74644	0.73582	0.67641	0.46544
085027.8+001503	0.1970	6	1.85912	9.5025	668	0.0059979	0.0028198	0.0109539	0.71490	0.73360	0.68312	0.47436
085027.8+001503	0.1970	7	2.49416	12.7484	1406	0.0103927	-0.0131115	0.0073890	0.76828	0.75782	0.67207	0.45981
085027.8+001503	0.1970	8	3.32931	17.0171	2494	-0.0056816	0.0046222	0.0054267	0.74960	0.73306	0.67042	0.45793
085027.8+001503	0.1970	9	4.39816	22.4804	4533	0.0089463	-0.0053730	0.0042318	0.72733	0.73938	0.67975	0.47027
085030.5+003330	0.1920	0	0.33770	1.7614	38	0.0778842	-0.0287596	0.0344124	0.61103	0.78395	0.69288	0.48635
085030.5+003330	0.1920	1	0.44533	2.3228	58	0.0569876	-0.0300954	0.0350045	0.82498	0.70903	0.65935	0.44269
085030.5+003330	0.1920	2	0.58927	3.0736	113	0.0332366	0.0128619	0.0327277	0.63470	0.79427	0.67153	0.45943
085030.5+003330	0.1920	3	0.78474	4.0932	175	0.0174438	-0.0196832	0.0189929	0.71476	0.73404	0.69132	0.48534
085030.5+003330	0.1920	4	1.04041	5.4268	310	0.0070874	0.0030779	0.0147286	0.77037	0.71874	0.67758	0.46718
085030.5+003330	0.1920	5	1.39876	7.2959	498	0.0138071	-0.0193643	0.0131645	0.78388	0.74931	0.67553	0.46469
085030.5+003330	0.1920	6	1.86404	9.7229	927	0.0147147	-0.0179337	0.0089298	0.74015	0.74598	0.67739	0.46750
085030.5+003330	0.1920	7	2.46957	12.8813	1602	0.0088265	-0.0042155	0.0068300	0.74725	0.75979	0.67713	0.46695
085030.5+003330	0.1920	8	3.29256	17.1741	2764	0.0067552	0.0097105	0.0052799	0.72754	0.75568	0.68446	0.47636
085030.5+003330	0.1920	9	4.40416	22.9722	4360	0.0036069	0.0010357	0.0042852	0.73235	0.73982	0.68507	0.47722
085051.8+015331	0.2680	0	0.32987	1.3366	20	-0.0294682	-0.0346120	0.0558071	0.67254	0.65843	0.57207	0.33668
085051.8+015331	0.2680	1	0.43747	1.7726	22	-0.0685538	-0.0151596	0.0647062	0.69735	0.61660	0.59309	0.36160
085051.8+015331	0.2680	2	0.60746	2.4614	49	0.0521494	0.0688251	0.0482866	0.79937	0.70087	0.59904	0.37188
085051.8+015331	0.2680	3	0.78697	3.1888	96	0.0081780	-0.0263401	0.0272368	0.75202	0.71133	0.58512	0.35295
085051.8+015331	0.2680	4	1.05766	4.2856	146	-0.0107849	-0.0079202	0.0217417	0.76496	0.75295	0.60002	0.36993
085051.8+015331	0.2680	5	1.39104	5.6365	239	0.0162008	0.0081912	0.0182205	0.73936	0.70857	0.59952	0.36975
085051.8+015331	0.2680	6	1.87326	7.5904	546	-0.0015233	0.0093616	0.0123512	0.73146	0.72720	0.58878	0.35699
085051.8+015331	0.2680	7	2.48659	10.0756	995	-0.0040152	-0.0024808	0.0094882	0.69739	0.72064	0.59972	0.37023
085051.8+015331	0.2680	8	3.29167	13.3378	1419	0.0011060	0.0000098	0.0075489	0.71559	0.71459	0.60459	0.37460
085051.8+015331	0.2680	9	4.41463	17.8880	2579	0.0001023	0.0076334	0.0058529	0.71170	0.70440	0.59819	0.36761
085056.4+005607	0.2950	0	0.32967	nan	14	nan	nan	nan	nan	nan	nan	nan
085056.4+005607	0.2950	1	0.45088	1.7069	33	-0.0284108	-0.0569974	0.0518397	0.68751	0.81045	0.60958	0.37825
085056.4+005607	0.2950	2	0.58518	2.2152	47	-0.0412180	-0.0195709	0.0389554	0.73440	0.84812	0.56325	0.32852
085056.4+005607	0.2950	3	0.76877	2.9103	52	0.0318202	0.0231843	0.0350459	0.68593	0.72543	0.55477	0.31772
085056.4+005607	0.2950	4	1.04519	3.9567	75	-0.0857459	-0.0333783	0.0394050	0.69164	0.76688	0.56047	0.32452
085056.4+005607	0.2950	5	1.42077	5.3785	148	0.0308892	-0.0230519	0.0228286	0.69654	0.69156	0.58134	0.34823
085056.4+005607	0.2950	6	1.87624	7.1027	312	-0.0093440	0.0247418	0.0173234	0.67431	0.70937	0.57870	0.34431
085056.4+005607	0.2950	7	2.48517	9.4079	639	0.0047075	-0.0064905	0.0100824	0.73967	0.76538	0.57486	0.33935
085056.4+005607	0.2950	8	3.31517	12.5499	1323	-0.0009814	-0.0036966	0.0076754	0.72123	0.70953	0.57579	0.34065
085056.4+005607	0.2950	9	4.40480	16.6748	2274	0.0066033	0.0038452	0.0060033	0.69372	0.71792	0.57609	0.34150
085119.9+022951	0.3810	0	0.32967	nan	8	nan	nan	nan	nan	nan	nan	nan
085119.9+022951	0.3810	1	0.43892	nan	7	nan	nan	nan	nan	nan	nan	nan
085119.9+022951	0.3810	2	0.60478	1.9331	37	0.0703335	0.0016635	0.0604463	0.66284	0.72746	0.46301	0.22478
085119.9+022951	0.3810	3	0.80366	2.5689	58	0.0605154	-0.0011984	0.0326189	0.77983	0.76636	0.48083	0.23979
085119.9+022951	0.3810	4	1.06543	3.4056	94	0.0143233	0.0595869	0.0256470	0.72547	0.67740	0.49682	0.25532
085119.9+022951	0.3810	5	1.40544	4.4924	165	0.0542471	-0.0222395	0.0257200	0.67429	0.65245	0.49834	0.25625
085119.9+022951	0.3810	6	1.88296	6.0188	255	0.0045528	-0.0015482	0.0186803	0.69772	0.71430	0.48680	0.24485
085119.9+022951	0.3810	7	2.48460	7.9419	536	-0.0020595	-0.0128420	0.0123765	0.66623	0.71024	0.50216	0.26039
085119.9+022951	0.3810	8	3.31523	10.5970	817	0.0088673	0.0092170	0.0103659	0.68094	0.70857	0.50489	0.26299
085119.9+022951	0.3810	9	4.42188	14.1343	1468	0.0069106	-0.0017212	0.0078392	0.69015	0.69116	0.50546	0.26322
085121.2+012856	0.3270	0	0.32967	nan	8	nan	nan	nan	nan	nan	nan	nan
085121.2+012856	0.3270	1	0.43892	nan	18	nan	nan	nan	nan	nan	nan	nan
085121.2+012856	0.3270	2	0.59352	2.0943	25	-0.0643864	0.0774305	0.0490138	0.84285	0.59539	0.54961	0.31133
085121.2+012856	0.3270	3	0.80386	2.8365	53	0.1080454	-0.0010504	0.0374587	0.66803	0.71308	0.54846	0.30718
085121.2+012856	0.3270	4	1.04854	3.6999	95	-0.0074480	0.0414771	0.0306616	0.64115	0.63096	0.55404	0.31305
085121.2+012856	0.3270	5	1.39347	4.9170	151	0.0280382	0.0292656	0.0225749	0.70937	0.68800	0.54558	0.30710
085121.2+012856	0.3270	6	1.89309	6.6799	267	0.0542448	0.0141300	0.0188919	0.70455	0.65760	0.55096	0.31254
085121.2+012856	0.3270	7	2.48847	8.7808	643	0.0053845	-0.0111229	0.0117948	0.70533	0.69330	0.53572	0.29710
085121.2+012856	0.3270	8	3.33217	11.7579	970	0.0085986	-0.0155341	0.0094267	0.68241	0.70620	0.53613	0.29651
085121.2+012856	0.3270	9	4.39654	15.5136	1953	0.0089461	0.0002697	0.0070521	0.68438	0.69258	0.55709	0.31848
085128.4+011501	0.1970	0	0.32539	1.6632	31	0.0234732	0.0202592	0.0535882	0.75479	0.95175	0.69204	0.48657
085128.4+011501	0.1970	1	0.44973	2.2987	43	-0.0073347	0.0457414	0.0433531	0.79661	0.52516	0.67274	0.46069
085128.4+011501	0.1970	2	0.59257	3.0288	108	-0.0017903	0.0366070	0.0331819	0.75824	0.60431	0.66712	0.45236
085128.4+011501	0.1970	3	0.78874	4.0315	147	-0.0053847	-0.0127616	0.0223043	0.70872	0.78789	0.68386	0.47622
085128.4+011501	0.1970	4	1.04390	5.3357	253	0.0318082	-0.0300872	0.0192146	0.70781	0.73301	0.67516	0.46539
085128.4+011501	0.1970	5	1.40449	7.1788	392	0.0106579	0.0104524	0.0132637	0.74582	0.72831	0.68305	0.47409
085128.4+011501	0.1970	6	1.88064	9.6125	838	0.0135551	-0.0112917	0.0098361	0.73041	0.74948	0.67231	0.46079
085128.4+011501	0.1970	7	2.48139	12.6832	1499	-0.0084630	0.0000827	0.0072512	0.74307	0.72569	0.67476	0.46402
085128.4+011501	0.1970	8	3.31304	16.9340	2477	-0.0021723	-0.0020344	0.0056620	0.75206	0.73470	0.67643	0.46586
085128.4+011501	0.1970	9	4.39592	22.4689	4592	0.0050655	0.0034236	0.0043247	0.73078	0.74221	0.67668	0.46650
085130.0-004609	0.4840	0	0.32967	nan	1	nan	nan	nan	nan	nan	nan	nan
085130.0-004609	0.4840	1	0.43892	nan	3	nan	nan	nan	nan	nan	nan	nan
085130.0-004609	0.4840	2	0.58437	nan	14	nan	nan	nan	nan	nan	nan	nan
085130.0-004609	0.4840	3	0.80557	2.2384	31	-0.0353860	0.0500842	0.0529088	0.68436	0.52588	0.42526	0.18780
085130.0-004609	0.4840	4	1.04612	2.9068	47	0.0281232	0.0259222	0.0449555	0.84391	0.50957	0.41569	0.17857
085130.0-004609	0.4840	5	1.37555	3.8222	63	0.0305901	-0.0660083	0.0445561	0.58674	0.55954	0.43421	0.19629
085130.0-004609	0.4840	6	1.85705	5.1601	139	-0.0082579	-0.0035412	0.0273206	0.68806	0.65391	0.42008	0.18290
085130.0-004609	0.4840	7	2.51935	7.0004	196	-0.0357679	0.0215430	0.0244191	0.62137	0.61939	0.41912	0.18197
