CATID	CUBEIDPUB	arm	CUBEFWHM	CUBETEXP	WARNMULT	WARNSK2M	WARNSKER	WARNRE	WARNWCS	WARNEMFT	WARNSKEM	WARNFCAL	WARNZ	RA_OBJ	DEC_OBJ	z_spec	r_petro	M_r	r_e	ellip	PA	mu_within_1re	g_i	Mstar	photometry	ReMGE	mMGE	PAMGE	epsMGE_Re	epsMGE_LW	dist2NNeigh	morph_type	SurfaceDensity	SurfaceDensity_err	SurfaceDensityFlag	SIGMA_RE	SIGMA_RE_ERR	SIGMA_RE_MGE	SIGMA_RE_MGE_ERR	LAMBDAR_RE	LAMBDAR_RE_ERR	VSIGMA_RE	VSIGMA_RE_ERR	PA_STELKIN	PA_STELKIN_ERR	APER_CORR_FLAG	MEAN_K51_RE	PA_GASKIN	PA_GASKIN_ERR	V_GAS_RE	V_GAS_RE_ERR	VDISP_GAS_RE	VDISP_GAS_RE_ERR	HALPHA_RE	HALPHA_RE_ERR	cluster	R_on_rtwo	V_on_sigma	is_mem	R_proj_Mpc_from_cat	v_pec_kms	host_z_clus	host_sigma_200	host_e_sigma_200	host_N_mem_R200	host_R_200	host_M_200_caustic	host_M_200_virial	has_stelkin_sigma_re	has_lambda_re	has_stelkin_pa	has_gaskin_pa	has_gas_vdisp_re	has_resolved_kin_maps	kin_quality_clean	has_struct_full	has_mge	has_morph	has_env_cluster	incl_deg_thin
375610	375610_A	GAMA	2.08874	12600	0	0	0	0	0	0	0	0	0	130.001	1.30209	0.04852	16.356	-20.44	7.05	0.2255	168.95	22.35	0.9	10.09	GAMA	5.88417	16.5005	161.466	0.198631	0.215642	7.45103	3	3.735	0.8492	0	67.5497	2.89933	68.1423	3.21106	0.66875	0.0274596	0.871818	0.0407514	168	2.58333	1		163	0.166667	21.0408	0.99869	82.6248	0.981778	27.5091	0.284061														True	True	True	True	True	True	True	True	True	True	False	39.2403
375615	375615_A	GAMA	2.08874	12600	0	0	0	0	0	0	0	0	0	130.042	1.2463	0.07791	16.113	-21.75	2.44	0.1404	23.92	19.96	1.07	10.7	GAMA	2.05424	16.2391	16.4269	0.169893	0.128695	16.634	0.5	0.239	0.3506	0	109.183	1.47044	110.726	1.28842	0.244845	0.0103217	0.256501	0.0102098	216	2.16667	0	0.0729192	213	0.166667	-41.1077	0.46027	89.5296	0.414648	35.1746	0.166124														True	True	True	True	True	True	True	True	True	True	False	30.7283
375751	375751_A	GAMA	1.94067	12600	0	0	0	0	0	0	0	0	0	130.565	1.26827	0.07836	15.911	-22	6.91	0.6567	18.03	20.82	1.27	10.95	GAMA	3.06839	15.9792	18.8915	0.48574	0.658169	9.06971	2	1.061	0.3811	0	199.283	2.63293	190.41	2.19453	0.545416	0.0090813	0.674531	0.0139922	193	1	0	0.0212066	195.5	0.166667	-5.98166	4.26988	205.709	3.1695	19.8843	0.389068														True	True	True	True	True	True	True	True	True	True	False	69.9219
375904	375904_A	GAMA	1.94067	12600	0	0	0	0	0	0	0	0	0	131.27	1.40141	0.01369	17.517	-16.45	3.54	0.3455	122.79	21.84	0.34	8.07	GAMA	2.89437	17.5552	123.956	0.265285	0.215676	14.3131	3	0.295	0.0514	1									204	29.9167			284	0.25	6.63946	0.242676	22.1205	0.37933	24.8658	0.159575														False	False	True	True	True	True	True	True	True	True	False	49.1183
376001	376001_A	GAMA	1.83503	12600	0	0	0	0	0	0	0	0	0	131.63	1.48336	0.05124	16.313	-20.55	2.41	0.0721	104.77	20.19	1.06	10.25	GAMA	2.25378	16.3986	90.92	0.0365045	0.0869484	13.872	-9	1.24	0.2432	0	75.8132	1.58399	75.5695	1.62943	0.239301	0.0166996	0.260826	0.0169746	273	3	0	0.0731708	265	0.25	5.11612	0.729877	65.1179	0.705032	17.488	0.160281														True	True	True	True	True	True	True	True	True	True	False	21.8902
376033	376033_A	GAMA	1.92618	10800	0	0	0	0	0	0	0	0	0	131.809	1.3624	0.03986	14.913	-21.55	7.83	0.2285	57.48	20.84	1.25	10.81	GAMA	4.47534	14.8944	59.3054	0.196396	0.205599	23.1108	0	0.662	0.2748	0			226.987	1.71399	0.370309	0.00575667	0.397961	0.00520045	245	1	1	0.0311373	244	0.166667	-9.33768	7.01137	236.749	4.67418	31.8287	0.672003														False	True	True	True	True	True	True	True	True	True	False	39.5112
376097	376097_A	GAMA	1.92618	10800	0	0	0	0	0	0	0	0	0	132.035	1.35794	0.06768	15.729	-21.91	5.09	0.3826	37.64	20.59	1.26	10.92	GAMA	3.46087	15.6418	37.7601	0.275043	0.287296	10.0306	1	0.401	0.0793	0	194.904	1.77795	195.34	1.59358	0.0754115	0.00859515	0.0830193	0.00807212	218	15.1667	0	0.186934	259.5	1.08333	9.44601	5.63154	98.2587	5.46349	2.61687	0.21961														True	True	True	True	True	True	True	True	True	True	False	51.8735
376121	376121_A	GAMA	1.83503	12600	0	0	0	0	0	0	0	0	0	132.118	1.39726	0.05149	14.58	-22.33	6.36	0.4167	170.12	19.97	1.14	11.02	GAMA	4.31087	14.6504	172.403	0.426749	0.361654	9.38129	2	0.334	0.0637	0	168.024	1.338	162.947	1.16207	0.58014	0.00383961	0.705919	0.00610285	160.5	0.5	0	0.0129783	160	0.166667	29.7843	1.792	200.993	1.42672	67.9918	0.550971														True	True	True	True	True	True	True	True	True	True	False	54.317
376136	376136_A	filler	1.92618	10800	0	0	0	0	0	0	0	0	0																			3												259.5	29.9167			44.5	0.166667																				False	False	True	True	False	True	True	False	False	True	False	
376161	376161_A	GAMA	1.83503	12600	0	0	0	0	0	0	0	0	0	132.277	1.34589	0.02564	19.071	-16.32	0.68	0.3731	112.43	19.77	0.59	8.2	GAMA	0.528525	19.1262	100.109	0.00814707	0.380369	10.3721	3	0.25	0.4838	0													184.5	0.666667	-77.9754	0.569717	25.1797	0.824683	1.10501	0.0143287														False	False	False	True	True	True	True	True	True	True	False	51.1782
376163	376163_A	GAMA	1.77591	12600	0	0	0	0	0	0	0	0	0	132.274	1.50361	0.04228	18.242	-18.19	1.29	0.2113	76.18	20.65	0.76	9.09	GAMA	1.12835	18.3719	79.8936	0.121393	0.227917	10.5725	3	2.558	10.8953	0	53.3449	5.19134	53.4092	5.24994					223	29.9167	0		237.5	0.333333	10.4735	0.595926	35.343	0.699638	3.64873	0.0432824														True	False	True	True	True	True	True	True	True	True	False	37.9358
376165	376165_A	GAMA	1.77591	12600	0	0	0	0	0	0	0	0	0	132.17	1.49956	0.02893	18.425	-17.55	4.63	0.1194	173.75	23.19	0.6	8.7	GAMA	3.51104	18.315	152.75	2.22045e-16	0	4.89081	3	0.544	0.2812	0													271	0.333333	2.55471	0.760892	26.4514	1.12471	6.87253	0.115037														False	False	False	True	True	True	True	True	True	True	False	28.2852
376184	376184_A	GAMA	1.77591	12600	0	0	0	0	0	0	0	0	0	132.342	1.40128	0.03445	17.582	-18.39	2.84	0.3955	51.6	21.18	0.65	9.07	GAMA	1.6108	17.638	54.5267	0.156395	0.289732	14.6664	3	0.445	0.4724	0	46.2312	3.83851	44.0458	4.15862					217.5	28.4167			132	1.66667	-2.67924	0.134323	39.7052	0.149651	61.3166	0.188545														True	False	True	True	True	True	True	True	True	True	False	52.8071
376185	376185_A	GAMA	1.83503	12600	0	0	0	0	0	0	0	0	0	132.352	1.38501	0.03401	17.286	-18.67	2.89	0.3045	56.17	21.29	0.5	9.07	GAMA	2.4375	17.3497	56.0389	0.278346	0.21877	11.0747	3	0.273	0.0986	0									164	29.9167			240	0.5	4.20034	0.277907	34.1493	0.338776	22.6824	0.129541														False	False	True	True	True	True	True	True	True	True	False	45.9329
376282	376282_A	GAMA	1.77591	12600	0	0	0	0	0	0	0	0	0	132.764	1.3669	0.03865	16.868	-19.51	11.3	0.6965	62.16	23.47	0.46	9.39	GAMA	5.73852	18.3799	71.4657	0.170961	0.177515	15.8423	3	0.327	0.0644	0			70.7348	10.0262					28.5	29.9167			56	0.166667	6.29436	0.215014	43.1141	0.239418	85.0448	0.309565														False	False	True	True	True	True	True	True	True	True	False	72.3321
376293	376293_A	GAMA	2.71954	12600	0	0	0	0	0	0	0	0	0	132.798	1.50169	0.05945	16.181	-21.03	6.96	0.7605	24.47	20.88	1.32	10.65	GAMA	2.89374	16.3515	25.2786	0.630487	0.629736	11.0111	2	0.138	0.0227	0	155.116	4.36644	137.656	3.96545	0.534043	0.0162396	0.713122	0.0276874	21.5	3.58333	0	0.0815208	22.5	0.166667	-30.1093	1.22974	150.276	0.985972	32.4787	0.242455														True	True	True	True	True	True	True	True	True	True	False	76.143
376340	376340_A	GAMA	2.71954	12600	0	0	0	0	0	0	0	0	0	133.013	1.42383	0.05098	16.018	-20.84	5.42	0.5629	13.38	20.85	0.85	10.2	GAMA	3.48004	16.1345	13.3136	0.514162	0.503942	15.1709	3	0.248	0.0459	0	107.02	2.55718	99.7822	2.19781	0.547277	0.0130615	0.69775	0.0219329	16.5	1.58333	0	0.0203733	20.5	0.166667	-59.5016	0.538282	98.1266	0.507111	50.9223	0.258277														True	True	True	True	True	True	True	True	True	True	False	64.081
376379	376379_A	GAMA	2.71954	12600	0	0	0	0	0	0	0	0	0	133.055	1.49962	0.03571	17.241	-18.79	6.37	0.7847	19.71	21.62	0.55	9.16	GAMA	2.97732	17.21	19.7491	0.731122	0.625904	11.5237	3	0.417	0.0789	0	78.61	6.12655	65.7591	7.55721					4.5	29.9167			21	0.166667	-12.8523	0.317477	38.0809	0.363855	17.4532	0.105742														True	False	True	True	True	True	True	True	True	True	False	77.5669
376478	376478_A	GAMA	2.48861	18000	0	0	0	0	0	0	0	0	0	133.65	1.43499	0.05147	15.621	-22.19	6.98	0.2987	78.87	21.43	1.15	11.16	GAMA	5.63743	15.6261	70.3621	0.281398	0.23269	24.0951	3	0.276	0.048	0	84.1589	2.60443	79.5425	2.05319	0.541977	0.0137012	0.709377	0.0219853	68.5	1.66667	0	0.0685565	74	0.166667	-52.2021	0.35107	84.1135	0.316397	123.841	0.468086														True	True	True	True	True	True	True	True	True	True	False	45.4686
376587	376587_A	GAMA	1.64229	12528	0	0	0	0	0	0	0	0	0	134.299	1.40973	0.05296	17.339	-19.69	2.62	0.7152	178.83	20.11	1.22	10.03	GAMA	1.59993	17.3304	175.933	0.344033	0.401103	10.752	2.5	0.554	0.0967	0	82.714	3.42885	85.6034	3.1816	0.443278	0.0327614	0.557601	0.0446005	355.5	5	0	0.0324989	160.5	0.333333	-7.8311	0.515862	87.0914	0.460117	15.2758	0.0901739														True	True	True	True	True	True	True	True	True	True	False	73.4531
376679	376679_A	GAMA	1.76267	12900	0	0	0	0	0	0	0	0	0	134.65	1.53042	0.10677	15.821	-22.81	5.81	0.3931	95.5	21.35	1.06	11.09	GAMA	3.60286	15.9714	161.07	0.10287	0.189608	10.4812	2			9	133.393	3.60611	147.174	3.85449	0.340315	0.0125964	0.331598	0.0122624	351	1.33333	0	0.0529586	354	0.166667	48.9835	0.308398	109.76	0.273871	175.846	0.478808														True	True	True	True	True	True	True	True	True	True	False	52.6343
376703	376703_A	GAMA	1.76267	12900	0	0	0	0	0	0	0	0	0	134.738	1.43826	0.05204	15.622	-21.35	3.22	0.1494	80.63	19.93	1.28	10.74	GAMA	2.32119	15.7428	90.4217	0.101715	0.158373	12.5446	0	46.399	41.6501	0	193.725	1.58078	198.202	1.75512	0.0654599	0.00740731	0.0721594	0.00713357	96.5	7.33333	0	0.157431	350	0.166667	208.294	46.0235	332.286	42.4097																True	True	True	True	True	True	True	True	True	True	False	31.723
376802	376802_A	GAMA	1.81809	19800	0	0	0	0	0	0	0	0	0	135.158	1.46997	0.05221	14.998	-22.01	10.23	0.01	37.49	21.93	1.2	10.95	GAMA	8.41068	15.0224	8.28433	0.0537992	0.0715855	21.3679	2	0.617	0.1142	0					0.362125	0.00913546	0.368079	0.00863418	161.5	2.75	1		158	0.416667	45.948	0.675305	68.4053	0.680443	69.1052	0.570062														False	True	True	True	True	True	True	True	True	True	False	8.10961
376990	376990_A	GAMA	2.04001	16200	0	0	1	0	0	0	0	0	0	136.004	1.45809	0.05347	15.56	-21.43	5.07	0.2606	56.54	20.92	1.09	10.63	GAMA	4.6973	15.6668	57.8737	0.250861	0.1437	17.4763	2.5	0.353	0.0666	0													32.5	0.166667	-23.2956	0.406833	160.934	0.325861	217.165	0.571151														False	False	False	True	True	True	False	True	True	True	False	42.3197
377348	377348_A	GAMA	1.69496	10500	0	0	0	0	0	0	0	0	0	137.334	1.6143	0.00435	16.613	-15.02	4.27	0.1676	101.73	21.64	0.44	7.59	GAMA	3.97474	16.6658	112.28	0.140696	0.118522	13.8702	3	1.204		4									234	29.9167			294.5	0.416667	22.4457	0.112539	19.413	0.187709	103.566	0.372365														False	False	True	True	True	True	True	True	True	True	False	33.6539
377562	377562_A	GAMA	1.9861	10500	0	0	0	0	0	0	0	0	0	138.011	1.64914	0.07093	16.24	-21.4	3.79	0.2188	116.4	20.72	1.21	10.68	GAMA	2.38626	16.3074	110.141	0.162185	0.179823	18.023	1.5	0.029	0.0048	1	146.307	2.26243	142.044	2.09989	0.372488	0.0136187	0.426043	0.0151826	113.5	2.41667	0	0.0308193	122	0.583333	-23.6094	1.92996	138.218	1.71909	20.2389	0.269283														True	True	True	True	True	True	True	True	True	True	False	38.6294
377597	377597_A	GAMA	1.9861	10500	0	0	0	0	0	0	0	0	0	138.239	1.66758	0.05527	17.299	-19.77	4.51	0.82	63.28	20.8	1.25	10.08	GAMA	2.45924	17.2689	63.3162	0.694927	0.542262	19.4696	2.5	1.421	0.2813	0	89.4369	4.03693	75.9342	4.01947	0.645377	0.0322088	0.99099	0.0785669	66.5	8.5	0	0.0527248	67.5	0.25	4.3109	1.25	96.2154	1.08854	10.8672	0.12405														True	True	True	True	True	True	True	True	True	True	False	79.6302
377666	377666_A	GAMA	1.9861	10500	0	0	0	0	0	0	0	0	0	138.49	1.66014	0.05548	15.275	-21.9	4.3	0.5604	168.26	19.52	1.31	10.98	GAMA	2.91183	15.2284	164.225	0.380063	0.424849	21.1925	1.5	4.241	21.0013	0	245.234	1.73273	240.422	1.64587	0.412789	0.00510902	0.473328	0.00598717	345.5	0.666667	0	0.0273816	13.5	0.166667	13.0086	28.4384	390.424	22.8214	9.14932	0.513674														True	True	True	True	True	True	True	True	True	True	False	63.9216
377710	377710_A	GAMA	1.9861	10500	0	0	0	0	0	0	0	0	0	138.647	1.56265	0.05531	17.284	-19.84	1.25	0.1418	124.87	19.61	1.16	10.03	GAMA	1.11137	17.2856	122.053	0.115977	0.12577	6.78006	0.5	3.107	0.436	0	112.268	2.46195	112.503	2.47253					298.5	6.66667			343	0.166667	51.7409	7.68602	34.8988	11.3453	0.19592	0.0371798														True	False	True	True	True	True	True	True	True	True	False	30.8849
377892	377892_A	GAMA	1.60493	21600	0	0	0	0	0	0	0	0	0	139.37	1.58749	0.03748	17.756	-18.45	5.26	0.8083	74.89	21.58	0.68	9.12	GAMA	2.82478	17.6471	75.2028	0.681758	0.576843	11.5587	3	0.131	0.045	0	50.5501	6.12486	45.2297	6.77091					91.5	29.9167			268.5	0.166667	1.08889	0.184509	30.9717	0.225655	30.114	0.135866														True	False	True	True	True	True	True	True	True	True	False	78.948
377962	377962_A	GAMA	1.85255	12600	0	0	0	0	0	0	0	0	0	139.742	1.56469	0.03732	17.745	-18.43	2.03	0.1813	47.98	21.12	0.59	9.05	GAMA	1.79597	17.7723	33.6548	0.0839172	0.138288	8.87636	3	0.149	0.0674	0	35.4667	5.79969							215	16.75			46	0.25	-3.09693	0.205063	31.7305	0.249911	27.1122	0.142194														True	False	True	True	True	True	True	True	True	True	False	35.0451
378060	378060_A	GAMA	1.65502	12600	0	0	0	0	0	0	0	0	0	140.39	1.58462	0.01654	18.742	-17.61	8.42	0.3373	16.02	23.29	0.53	8.7	GAMA	6.83318	16.9121	177.72	0.523041	0.544751	14.6534	3	1.869	0.2871	1									264	29.9167			355.5	1.33333	2.09682	0.304759	23.465	0.486815	32.1696	0.223127														False	False	True	True	True	True	True	True	True	True	False	48.4939
378104	378104_A	GAMA	1.65502	12600	0	0	0	0	0	0	0	0	0	140.617	1.67359	0.0851	16.362	-21.79	2.69	0.4593	56.42	19.71	1.35	10.91	GAMA	1.64684	16.3397	58.4947	0.215712	0.394568	14.2001	1	0.108	0.0196	1	269.681	2.58472	270.539	2.4299	0.14878	0.00809883	0.157826	0.0075757	233.5	3.25	0	0.0549898	17	0.166667																				True	True	True	True	False	True	True	True	True	True	False	57.2687
378142	378142_A	GAMA	1.65502	12600	0	0	0	0	0	0	0	0	0	140.94	1.72187	0.00553	16.556	-15.68	8.78	0.6702	137.25	22.83	0.27	7.72	GAMA	6.92511	16.3596	136.776	0.705944	0.453433	15.8283	3	384.9		4									10	29.9167			162	0.166667	2.43619	0.0997819	16.4943	0.189449	137.838	0.434494														False	False	True	True	True	True	True	True	True	True	False	70.7434
380578	380578_A	GAMA	2.49582	12600	0	0	0	0	0	0	0	0	0	129.247	1.79204	0.0131	14.147	-19.94	14.48	0.0878	148.5	21.6	1.16	10.15	GAMA	11.6611	14.0011	108.242	0.0091296	0.0504196	24.7634	0	0.443	0.2896	1					0.177957	0.00834322	0.188322	0.00918316	267.5	9	1		58.5	0.166667																				False	True	True	True	False	True	True	True	True	True	False	24.1888
380682	380682_A	GAMA	2.49582	12600	0	0	0	0	0	0	0	0	0	129.475	1.78449	0.01354	18.939	-16.43	7.18	0.8043	43.97	24.01	0.68	8.36	GAMA	2.60882	19.0839	43.25	0.524762	0.5862	3.34783	3	0.644	0.3651	1													71	0.25	-3.00339	3.64174	16.8393	7.40767	1.1168	0.0980001														False	False	False	True	True	True	True	True	True	True	False	78.7144
380697	380697_A	GAMA	2.49582	12600	0	0	0	0	0	0	0	0	0	129.586	1.73254	0.0733	15.744	-22.04	2.98	0.2922	0.339996	19.77	1.29	10.99	GAMA	2.21364	15.8127	178.54	0.207157	0.237391	14.7388	1	4.512	0.7006	0	215.781	2.01332	213.709	2.23484	0.246925	0.008586	0.269071	0.00873905	355.5	1.58333	0	0.0408697	350	0.666667	-83.6203	6.18694	179.728	4.89281	6.71773	0.274413														True	True	True	True	True	True	True	True	True	True	False	44.9438
380734	380734_A	GAMA	2.49582	12600	0	0	0	0	0	0	0	0	0	129.745	1.73462	0.07243	15.764	-21.97	3.23	0.0457	152.09	20.23	1.29	10.96	GAMA	2.46299	15.8847	179.764	0.0438425	0.0267223	11.2008	0	1.951	0.2908	0	193.043	2.44784	194.857	2.30375	0.0932061	0.0094475	0.100858	0.00912588	339	6	0	0.172948	57	0.25	258.781	22.6623	230.051	15.798	3.67524	0.348365														True	True	True	True	True	True	True	True	True	True	False	17.3886
381156	381156_A	GAMA	1.72468	12600	0	0	0	0	0	0	0	0	0	131.652	1.77606	0.05127	17.049	-19.81	3.1	0.6715	173.62	20.41	1.14	10.01	GAMA	1.81652	17.1507	172.739	0.550122	0.498525	12.1716	1.5	33	5.9685	0	82.2972	2.52506	84.518	2.63786	0.393553	0.022796	0.465393	0.0283393	173.5	4.25	0	0.0286028	355.5	0.166667	-10.6924	5.1301	91.8396	4.79543	1.59091	0.0807785														True	True	True	True	True	True	True	True	True	True	False	70.8222
381157	381157_A	GAMA	1.92618	10800	0	0	0	0	0	0	0	0	0	131.653	1.81096	0.05231	16.473	-20.51	1.23	0.5238	100.77	18.15	1.23	10.36	GAMA	0.801021	16.5173	100.779	0.177653	0.50651	11.3061	1	58.528	10.1759	0	207.947	2.39066	208.487	2.50517					102.5	2.16667			169.5	0.166667	-289.517	29.8815	76.1947	31.3473	0.163394	0.0539145														True	False	True	True	True	True	True	True	True	True	False	61.5625
381159	381159_A	GAMA	1.83503	12600	0	0	0	0	0	0	0	0	0	131.66	1.72853	0.05051	17.183	-19.7	4.57	0.8229	134.27	20.74	1.18	10.02	GAMA	2.13013	17.1248	135.011	0.739131	0.601339	5.28424	2.5	17.199	1.8904	0	90.5378	4.45267	72.0126	4.90365	0.529623	0.0471868	0.734313	0.0799763	319.5	9.16667	0	0.0595759	317.5	0.333333	7.01136	0.545598	83.382	0.516364	22.2862	0.128528														True	True	True	True	True	True	True	True	True	True	False	79.7991
381160	381160_A	GAMA	1.92618	10800	0	0	0	0	0	0	0	0	0	131.661	1.73812	0.05103	16.996	-19.87	2.03	0.5821	42.81	19.65	1.17	10.06	GAMA	1.47617	17.016	42.4946	0.357528	0.42171	15.0668	1	21.507	2.2336	0	104.483	1.62174	103.337	1.85555	0.18769	0.0171449	0.207777	0.0176751	41	3.33333	0	0.0312289	286	0.25	242.886	20.8226	25.2323	33.0532	0.0384912	0.0467407														True	True	True	True	True	True	True	True	True	True	False	65.2979
381206	381206_A	GAMA	1.72468	12600	0	0	0	0	0	0	0	0	0	131.692	1.83081	0.05052	14.468	-22.6	15.84	0.1509	75.06	21.97	1.24	11.22	GAMA	9.54143	14.3417	76.9925	0.161665	0.186012	29.3965	0	134.789	65.4666	0					0.135301	0.00594504	0.141767	0.00560768	311.5	26.5	1		330	0.75	-57.0781	9.1784	241.894	6.97114	40.6784	1.98201														False	True	True	True	True	True	True	True	True	True	False	31.8861
381207	381207_A	GAMA	1.83503	12600	0	0	0	0	0	0	0	0	0	131.689	1.82158	0.05128	16.097	-21.05	5.15	0.303	141.07	21.06	1.26	10.61	GAMA	3.24827	15.9943	140.844	0.28631	0.138594	15.3368	1	202.39	112.377	0	132.931	2.29168	134.427	1.50448	0.290496	0.0128586	0.299442	0.0127987	148	2.66667	0	0.032918	321	0.25	328.247	79.0257	210.924	76.5288																True	True	True	True	True	True	True	True	True	True	False	45.8132
381215	381215_A	GAMA	2.40941	12600	0	0	0	0	0	0	0	0	0	131.682	1.84332	0.04997	16.431	-20.68	5.64	0.6648	143.67	21.11	1.29	10.49	GAMA	3.78856	16.3224	143.56	0.628999	0.587752	7.18899	3	68.523	10.946	0	104.366	2.40452	97.9544	2.43884	0.512663	0.0147073	0.654455	0.0236988	317	4	0	0.0567035	324	0.166667	16.1636	1.46459	118.202	1.33668	16.25	0.193572														True	True	True	True	True	True	True	True	True	True	False	70.4153
381219	381219_A	GAMA	2.39222	11550	0	0	0	0	0	0	0	0	0	131.703	1.80824	0.04974	16.325	-20.48	3.75	0.361	26.84	20.58	1.19	10.32	GAMA	1.89097	16.4479	25.2257	0.260859	0.334571	15.6885	0.5	66.819	13.3838	0	135.977	1.71547	134.624	1.50115	0.343949	0.0103612	0.382375	0.0108401	207.5	1.83333	0	0.0426445	192	0.166667	242.477	24.7275	69.391	26.2251	0.671072	0.199168														True	True	True	True	True	True	True	True	True	True	False	50.2827
381221	381221_A	GAMA	1.92618	10800	0	0	0	0	0	0	0	0	0	131.733	1.86473	0.0504	16.924	-19.97	1.71	0.6591	9.11999	18.89	1.21	10.13	GAMA	0.910215	16.9646	8.48535	0.230704	0.48644	11.5563	1	36.223	3.2624	0	147.398	2.10607	146.19	1.87707	0.239667	0.0158081	0.28839	0.0171924	4.5	1.75	0		223.5	0.25	14.1835	69.2142	145.079	70.2419	0.00659504	0.0491033														True	True	True	True	True	True	True	True	True	True	False	70.0683
381225	381225_A	GAMA	1.83503	12600	0	0	0	0	0	0	0	0	0	131.788	1.85343	0.05036	16.173	-20.65	5.15	0.5374	11.68	20.94	0.86	10.13	GAMA	3.41431	16.2732	15.2854	0.471172	0.524975	12.6834	3	12.082	14.7072	0	91.8482	2.65004	83.8521	2.55258	0.567616	0.0187349	0.756063	0.0346658	17.5	1.83333	0	0.0635854	16.5	0.166667	-21.3278	0.503849	97.0902	0.459072	72.0885	0.324135														True	True	True	True	True	True	True	True	True	True	False	62.445
381229	381229_A	GAMA	2.40941	12600	0	0	0	0	0	0	0	0	0	131.815	1.89556	0.04999	15.973	-20.9	4.3	0.1838	149.39	20.75	1.18	10.49	GAMA	3.05362	16.0098	141.963	0.161728	0.137323	13.7438	0	6.27	3.7359	0	151.854	1.68393	152.331	1.56582	0.117536	0.0103412	0.132368	0.00896306	143.5	7.58333	0	0.10508	230	0.166667	-183.73	11.8406	16.8581	24.1969	0.44214	0.132691														True	True	True	True	True	True	True	True	True	True	False	35.2938
381502	381502_A	GAMA	2.71954	12600	0	0	0	0	0	0	0	0	0	132.989	1.89564	0.02524	18.24	-17	1.68	0.0661	90.76	21.39	0.45	8.37	GAMA	1.62692	18.3246	95.1	0.120131	0.0416127	8.81352	3	0.237	0.0449	1	57.1815	8.4596	57.1815	9.84892					289	29.9167			266.5	0.166667	7.30787	0.407628	21.0295	0.656638	5.8211	0.0605514														True	False	True	True	True	True	True	True	True	True	False	20.9488
381802	381802_A	GAMA	2.35252	10500	0	0	0	0	0	0	0	0	0	134.009	1.88347	0.01796	17.664	-16.86	1.98	0.2538	0.230011	20.88	0.76	8.58	GAMA	1.50521	17.8167	177.933	0.113751	0.16838	16.8256	3	0.106	0.0175	1	49.4901	6.33221	54.754	7.40043					234	29.9167			231.5	8.16667	-2.90316	0.234049	26.0247	0.328093	21.6329	0.12985														True	False	True	True	True	True	True	True	True	True	False	41.7377
381979	381979_A	GAMA	1.76267	12900	0	0	0	0	0	0	0	0	0	134.698	1.84251	0.05817	15.427	-21.83	6.13	0.4614	87.99	20.51	1.27	10.92	GAMA	3.0644	15.4733	90.8383	0.370646	0.400771	13.6563	1	0.203	0.1723	0	198.551	1.88255	206.607	1.90841	0.260142	0.00759501	0.284576	0.00706198	83.5	1.83333	0	0.0371327	89	0.166667	-25.9268	3.09488	233.541	2.0433	44.455	0.453173														True	True	True	True	True	True	True	True	True	True	False	57.4116
382152	382152_A	GAMA	1.81809	19800	0	0	0	0	0	0	0	0	0	135.424	1.85215	0.05676	16.476	-20.6	5.4	0.285	8.76001	21.81	0.87	10.12	GAMA	3.93929	16.6054	179.147	0.316749	0.181973	6.24482	2.5	1.911	0.3622	0	68.9366	2.85557	69.1469	2.02192	0.346795	0.0216749	0.383948	0.0216148	249.5	2.41667	1	0.0994908	242	0.166667	-16.9376	0.415425	52.3779	0.443759	25.9405	0.163534														True	True	True	True	True	True	True	True	True	True	False	44.3568
382154	382154_A	GAMA	1.76267	12900	0	0	0	0	0	0	0	0	0	135.467	1.99327	0.05685	15.714	-21.5	3.02	0.2429	72.72	19.75	1.3	10.8	GAMA	2.36791	15.7338	70.7196	0.16565	0.17868	11.7306	0	6.374	0.7769	0	191.535	1.80534	193.448	1.51854	0.0779312	0.00753447	0.0823856	0.00686381	71	7.08333	0	0.147925	160.5	0.166667	-3.50456	3.00747	135.284	2.70645	9.60116	0.236584														True	True	True	True	True	True	True	True	True	True	False	40.7908
382158	382158_A	GAMA	1.81809	19800	0	0	0	0	0	0	0	0	0	135.531	2.03601	0.0577	16.368	-20.82	2.19	0.5848	141.64	19.13	1.22	10.47	GAMA	1.26249	16.4941	140.889	0.294467	0.49769	9.72459	1	3.96	0.7206	0	146.036	1.38808	142.957	1.59155	0.349948	0.00855113	0.400067	0.010146	140.5	1	0	0.0199594	152	0.166667	-279.637	9.49071	0.780852	349.379	0.144467	0.0434512														True	True	True	True	True	True	True	True	True	True	False	65.4681
382505	382505_A	GAMA	1.69496	10500	0	0	0	0	0	0	0	0	0	137.1	2.00008	0.05607	15.959	-21.23	2.7	0.1039	108.78	19.99	1.21	10.63	GAMA	2.41753	16.0092	139.93	0.0184248	0.0363454	15.4345	0	0.346	0.0574	0	121.971	1.22972	122.197	1.15629	0.232665	0.00870892	0.24652	0.00861311	198	1.5	0	0.0393405	276.5	0.25	53.1938	44.4572	213.829	39.2506	0.849174	0.263348														True	True	True	True	True	True	True	True	True	True	False	26.3499
