CATID	TYPE
9008500067	1.0
9008500068	0.0
9008500069	1.0
9008500070	1.0
9008500074	3.0
9008500077	0.0
9008500080	1.5
9008500082	1.0
9008500083	1.0
9008500084	2.5
9008500089	1.0
9008500093	1.0
9008500096	0.0
9008500099	-9.0
9008500100	1.5
9008500103	2.0
9008500105	1.0
9008500107	2.5
9008500110	1.0
9008500114	0.0
9008500117	2.5
9008500118	0.0
9008500120	-9.0
9008500122	0.5
9008500128	1.5
9008500130	0.5
9008500134	0.5
9008500135	0.5
9008500137	1.5
9008500138	0.0
9008500139	0.0
9008500141	2.5
9008500145	0.0
9008500158	1.5
9008500160	0.5
9008500161	3.0
9008500166	1.5
9008500169	0.0
9008500171	1.0
9008500172	1.0
9008500175	1.5
9008500181	3.0
9008500182	0.0
9008500185	3.0
9008500190	0.0
9008500193	0.5
9008500196	1.0
9008500197	0.5
9008500204	1.5
9008500205	3.0
9008500208	0.5
9008500209	2.0
9008500210	1.0
9008500220	1.0
9008500221	1.5
9008500224	1.0
9008500225	0.0
9008500227	1.0
9008500228	2.0
9008500234	0.0
9008500236	1.0
9008500237	1.0
9008500239	1.0
9008500240	0.5
9008500245	0.5
9008500246	1.0
9008500249	0.5
9008500251	1.0
9008500256	1.0
9008500264	2.5
9008500268	2.0
9008500282	1.0
9008500292	1.0
9008500296	1.0
9008500302	1.0
9008500303	0.0
9008500307	0.0
9008500314	1.0
9008500316	2.0
9008500318	2.5
9008500323	1.5
9008500326	1.5
9008500328	0.0
9008500333	0.0
9008500339	0.5
9008500347	0.0
9008500351	0.5
9008500356	2.0
9008500359	0.5
9008500362	1.0
9008500365	0.0
9008500376	2.0
9008500391	1.0
9008500394	1.0
9008500398	1.5
9008500405	1.0
9008500450	1.5
9008500454	3.0
9008500461	3.0
9008500463	1.5
9008500472	3.0
9008500477	1.5
9008500492	1.5
9008500500	2.5
9008500511	1.5
9008500516	1.5
9008500524	1.0
9008500533	0.5
9008500535	2.0
9008500542	0.5
9008500586	1.0
9008500615	1.5
9008500624	3.0
9008500631	0.5
9008500643	1.5
9008500646	2.0
9008500663	0.5
9008500673	2.0
9008500679	1.5
9008500681	3.0
9008500688	0.0
9008500689	3.0
9008500690	1.0
9008500701	2.0
9008500716	1.5
9008500717	3.0
9008500722	1.5
9008500723	1.5
9008500724	1.5
9008500730	1.5
9008500731	1.0
9008500735	1.0
9008500744	1.0
9008500748	3.0
9008500751	-9.0
9008500753	0.5
9008500759	1.0
9008500777	1.0
9008500783	2.5
9008500795	1.5
9008500805	3.0
9008500829	0.0
9008500848	1.0
9008500857	3.0
9008500862	1.0
9008500868	0.0
9008500890	1.5
9008500892	0.0
9008500893	0.5
9008500897	0.5
9008500907	2.5
9008500938	2.0
9008500939	1.5
9008500951	1.0
9008500968	0.0
9008501016	1.5
9008501024	-9.0
9008501028	1.0
9008501058	0.5
9008501077	0.0
9008501098	1.5
9008501218	1.5
9011900001	0.0
9011900002	0.0
9011900003	1.5
9011900005	1.0
9011900006	0.0
9011900009	0.5
9011900012	0.5
9011900013	0.5
9011900014	2.5
9011900017	-9.0
9011900019	-9.0
9011900020	2.5
9011900024	0.0
9011900025	1.0
9011900026	1.0
9011900030	2.0
9011900034	0.5
9011900037	1.5
9011900038	-9.0
9011900044	-9.0
9011900045	0.5
9011900048	1.0
9011900049	1.0
9011900051	0.0
9011900054	0.5
9011900057	1.0
9011900060	0.5
9011900068	-9.0
9011900072	1.5
9011900073	0.0
9011900074	0.0
9011900082	1.0
9011900084	2.0
9011900086	0.5
9011900087	3.0
9011900091	1.0
9011900096	1.0
9011900097	1.0
9011900100	2.0
9011900101	2.5
9011900103	1.5
9011900113	2.5
9011900115	-9.0
9011900117	3.0
9011900118	1.0
9011900121	1.5
9011900123	1.0
9011900125	2.0
9011900127	0.5
9011900128	3.0
9011900137	1.0
9011900138	1.5
9011900144	2.5
9011900147	2.0
9011900150	2.0
9011900152	3.0
9011900156	0.5
9011900157	0.5
9011900161	-9.0
9011900163	1.5
9011900165	1.0
9011900166	3.0
9011900168	0.5
9011900170	1.0
9011900174	-9.0
9011900175	0.5
9011900183	0.0
9011900186	1.0
9011900189	0.0
9011900196	1.5
9011900198	0.5
9011900201	1.0
9011900202	1.0
9011900208	2.5
9011900210	1.5
9011900211	1.5
9011900216	0.0
9011900217	1.0
9011900218	1.5
9011900222	1.0
9011900225	3.0
9011900228	2.5
9011900232	1.5
9011900233	0.5
9011900238	-9.0
9011900241	-9.0
9011900242	2.0
9011900245	-9.0
9011900247	1.5
9011900250	1.0
9011900251	0.5
9011900254	0.0
9011900261	0.5
9011900263	0.5
9011900264	1.5
9011900265	1.5
9011900271	3.0
9011900272	0.5
9011900273	1.5
9011900274	1.0
9011900279	1.0
9011900281	0.5
9011900285	1.0
9011900287	0.5
9011900288	2.5
9011900298	0.5
9011900302	1.5
9011900304	0.5
9011900309	-9.0
9011900312	0.0
9011900314	0.5
9011900321	1.0
9011900322	1.5
9011900325	0.0
9011900328	0.0
9011900329	0.5
9011900330	2.5
9011900338	1.5
9011900340	1.5
9011900342	1.5
9011900343	1.5
9011900347	2.0
9011900348	3.0
9011900351	1.5
9011900353	1.5
9011900364	3.0
9011900365	0.5
9011900367	2.0
9011900371	1.5
9011900376	1.5
9011900383	1.0
9011900392	-9.0
9011900404	1.5
9011900407	0.5
9011900413	0.5
9011900418	0.0
9011900421	0.5
9011900422	0.5
9011900429	0.5
9011900430	0.0
9011900438	0.0
9011900440	1.0
9011900441	2.0
9011900450	2.0
9011900451	1.0
9011900453	1.5
9011900459	0.5
9011900460	1.5
9011900462	1.0
9011900475	0.0
9011900476	-9.0
9011900479	1.0
9011900492	0.5
9011900498	0.5
9011900500	1.0
9011900511	3.0
9011900519	2.0
9011900520	-9.0
9011900521	2.0
9011900529	1.5
9011900535	1.0
9011900538	1.0
9011900539	1.5
9011900547	0.0
9011900554	0.5
9011900557	1.0
9011900558	2.5
9011900584	2.0
9011900590	0.5
9011900592	1.5
9011900599	2.0
9011900609	1.5
9011900614	3.0
9011900617	1.0
9011900622	1.0
9011900630	1.5
9011900671	2.5
9011900680	1.0
9011900684	-9.0
9011900691	2.5
9011900696	-9.0
9011900708	1.5
9011900711	0.0
9011900714	2.0
9011900735	3.0
9011900752	3.0
9011900757	0.5
9011900759	2.5
9011900772	3.0
9011900774	3.0
9011900776	2.0
9011900783	3.0
9011900785	0.5
9011900789	1.5
9011900793	1.5
9011900807	1.5
9011900816	1.5
9011900837	2.5
9011900859	2.0
9011900865	2.5
9011900874	0.0
9011900885	1.5
9011900934	1.5
9016800001	0.0
9016800002	0.0
9016800008	2.0
9016800009	0.5
9016800010	0.5
9016800013	1.5
9016800014	1.0
9016800024	1.0
9016800037	0.0
9016800038	0.0
9016800039	1.0
9016800041	0.5
9016800047	1.0
9016800056	1.0
9016800061	0.5
9016800063	-9.0
9016800065	2.0
9016800069	1.5
9016800071	0.5
9016800072	1.0
9016800074	3.0
9016800079	1.5
9016800080	1.0
9016800084	1.0
9016800087	1.0
9016800089	2.0
9016800092	2.5
9016800093	2.0
9016800094	0.5
9016800095	2.5
9016800105	3.0
9016800106	0.0
9016800109	2.5
9016800110	2.0
9016800113	1.5
9016800123	2.5
9016800130	1.0
9016800131	1.5
9016800138	0.5
9016800143	-9.0
9016800144	3.0
9016800147	2.0
9016800153	1.5
9016800156	0.0
9016800160	1.5
9016800163	3.0
9016800167	2.0
9016800171	1.5
9016800185	3.0
9016800186	3.0
9016800187	0.5
9016800197	0.0
9016800216	2.5
9016800219	3.0
9016800222	1.0
9016800228	1.5
9016800229	1.0
9016800231	-9.0
9016800232	3.0
9016800234	1.5
9016800236	0.0
9016800241	1.5
9016800245	3.0
9016800246	2.5
9016800259	1.0
9016800263	2.5
9016800266	3.0
9016800272	1.0
9016800274	3.0
9016800275	0.0
9016800276	1.5
9016800287	3.0
9016800303	0.0
9016800304	1.5
9016800308	1.5
9016800314	3.0
9016800317	1.5
9016800318	2.5
9016800321	2.0
9016800323	2.0
9016800343	2.0
9016800346	-9.0
9016800351	2.5
9016800356	3.0
9016800358	2.5
9016800385	3.0
9016800386	3.0
9016800393	2.0
9016800396	2.5
9016800412	1.0
9016800416	1.0
9016800424	3.0
9016800425	2.5
9016800428	2.0
9016800440	1.5
9016800559	2.0
9044200001	0.0
9044200004	0.5
9044200007	0.0
9044200015	1.0
9044200025	0.0
9044200027	0.5
9044200028	1.5
9044200032	0.5
9044200042	2.0
9044200047	2.5
9044200057	1.0
9044200061	0.0
9044200062	0.5
9044200070	0.0
9044200075	2.5
9044200079	0.5
9044200090	1.0
9044200091	0.5
9044200104	1.5
9044200107	1.0
9044200121	3.0
9044200130	1.0
9044200138	-9.0
9044200140	1.0
9044200147	3.0
9044200148	0.0
9044200155	1.0
9044200158	0.0
9044200170	1.0
9044200175	0.0
9044200176	1.0
9044200179	1.5
9044200188	-9.0
9044200195	1.5
9044200204	1.5
9044200205	1.0
9044200215	1.0
9044200217	1.5
9044200248	3.0
9044200249	2.5
9044200269	1.5
9044200290	3.0
9044200305	2.5
9044200316	1.5
9044200348	1.5
9044200383	1.0
9044200446	3.0
9091700001	0.0
9091700002	0.0
9091700005	0.0
9091700014	1.5
9091700022	1.5
9091700024	0.0
9091700025	0.0
9091700033	1.5
9091700034	-9.0
9091700037	0.0
9091700038	1.0
9091700047	0.5
9091700061	0.5
9091700062	-9.0
9091700063	1.5
9091700076	1.5
9091700089	3.0
9091700092	0.5
9091700107	0.5
9091700111	1.0
9091700123	3.0
9091700135	2.0
9091700137	3.0
9091700139	-9.0
9091700141	-9.0
9091700143	0.5
9091700152	2.5
9091700200	3.0
9091700201	-9.0
9091700202	3.0
9091700225	1.5
9091700231	1.5
9091700242	1.0
9091700393	2.0
9091700399	-9.0
9091700404	2.5
9091700444	3.0
9091700469	1.0
9091700725	1.0
9091700733	0.0
9091701020	0.0
9091701222	0.5
9091701454	1.5
9239900001	1.0
9239900002	3.0
9239900003	1.0
9239900004	1.0
9239900009	1.0
9239900010	0.0
9239900011	0.5
9239900012	0.0
9239900013	1.0
9239900017	1.0
9239900019	0.5
9239900020	0.0
9239900024	1.5
9239900034	1.0
9239900035	1.5
9239900038	2.5
9239900039	0.5
9239900040	-9.0
9239900054	0.0
9239900056	0.0
9239900060	2.0
9239900063	2.5
9239900067	0.0
9239900068	0.0
9239900071	2.5
9239900082	2.0
9239900088	1.0
9239900100	1.0
9239900105	1.5
9239900106	-9.0
9239900107	1.5
9239900108	0.0
9239900112	1.5
9239900114	1.0
9239900117	1.5
9239900118	2.0
9239900119	2.0
9239900120	2.0
9239900122	0.0
9239900125	1.0
9239900126	0.0
9239900127	1.0
9239900131	1.5
9239900135	1.5
9239900136	1.0
9239900138	0.0
9239900141	3.0
9239900142	3.0
9239900145	1.0
9239900146	3.0
9239900147	0.0
9239900150	1.0
9239900152	0.5
9239900155	3.0
9239900161	1.5
9239900167	1.0
9239900169	1.5
9239900175	1.0
9239900178	1.5
9239900180	3.0
9239900182	2.0
9239900185	1.5
9239900196	0.0
9239900202	0.0
9239900205	0.0
9239900208	2.5
9239900211	1.0
9239900212	2.0
9239900222	3.0
9239900236	1.5
9239900237	2.5
9239900242	0.0
9239900246	2.0
9239900248	1.5
9239900256	0.0
9239900268	2.0
9239900272	3.0
9239900277	0.0
9239900289	1.5
9239900293	1.5
9239900300	1.0
9239900315	1.5
9239900327	3.0
9239900337	2.0
9239900342	-9.0
9239900345	0.5
9239900346	-9.0
9239900354	1.0
9239900357	3.0
9239900362	1.0
9239900366	3.0
9239900370	2.5
9239900385	1.5
9239900386	1.5
9239900390	1.0
9239900395	2.0
9239900398	1.0
9239900403	0.5
9239900408	2.0
9239900416	3.0
9239900446	2.0
9239900457	1.0
9239900465	2.0
9239900478	1.5
9239900492	0.0
9239900501	1.5
9239900536	3.0
9239900540	0.0
9239900555	0.5
9239900565	3.0
9239900567	0.5
9239900579	-9.0
9239900588	1.0
9239900615	3.0
9239900630	2.5
9239900641	1.5
9239900643	2.5
9239900645	0.0
9239900659	2.5
9239900663	2.0
9239900778	3.0
9239900803	2.5
9239900821	1.5
9239900827	2.5
9239900852	2.5
9239900947	3.0
9239900970	0.0
9239901001	0.0
9239901020	0.5
9239901025	1.5
9239901098	2.5
9239901116	1.5
9239901179	0.0
9239901253	0.5
9239901328	2.0
9239901360	2.0
9239901557	2.0
9388000001	0.0
9388000002	1.0
9388000003	0.5
9388000004	2.0
9388000005	1.5
9388000006	2.0
9388000007	0.0
9388000022	0.5
9388000027	0.0
9388000032	1.5
9388000033	1.0
9388000035	0.0
9388000041	1.5
9388000043	0.5
9388000044	0.5
9388000046	1.5
9388000048	1.0
9388000051	0.0
9388000053	2.5
9388000055	0.0
9388000056	1.0
9388000058	1.0
9388000062	1.0
9388000063	2.0
9388000065	1.0
9388000067	1.0
9388000068	0.0
9388000073	1.0
9388000074	1.5
9388000080	-9.0
9388000084	0.5
9388000088	3.0
9388000099	1.5
9388000101	1.5
9388000105	1.5
9388000113	3.0
9388000120	0.0
9388000122	0.0
9388000124	1.0
9388000130	1.5
9388000132	2.0
9388000135	0.0
9388000137	0.5
9388000139	2.5
9388000142	1.5
9388000146	1.0
9388000156	0.5
9388000160	1.5
9388000190	2.0
9388000195	0.5
9388000197	1.5
9388000200	0.0
9388000219	2.5
9388000248	1.0
9388000253	1.0
9388000256	0.5
9388000266	0.0
9388000269	1.5
9388000278	1.5
9388000296	1.0
9388000297	3.0
9388000303	1.5
9388000338	2.0
9388000343	2.5
9388000360	2.0
9388000364	3.0
9388000373	-9.0
9388000380	1.0
9388000391	2.0
9388000397	2.0
9388000400	1.5
9388000416	0.0
9388000437	1.5
9388000471	1.0
9388000487	1.5
9388000489	0.0
9388000496	1.5
9388000547	1.5
9388000566	1.5
9388000571	3.0
9388000597	0.0
9388000614	5.0
9388000716	3.0
9388000773	0.0
9388000785	1.0
9388000807	1.0
9388000825	1.0
9388000827	1.0
9388000914	2.0
9388000921	1.0
9388000949	0.0
9388000993	1.0
9388001005	2.0
9388001017	1.5
9388001101	2.5
9388001133	0.0
9403800001	0.0
9403800002	0.0
9403800003	1.0
9403800004	0.0
9403800005	0.0
9403800007	1.0
9403800008	1.0
9403800013	0.5
9403800016	1.0
9403800017	0.5
9403800021	1.5
9403800022	-9.0
9403800023	0.5
9403800025	0.5
9403800026	0.0
9403800028	5.0
9403800029	0.5
9403800032	1.0
9403800035	0.0
9403800044	3.0
9403800045	1.0
9403800047	0.0
9403800057	0.0
9403800064	0.5
9403800073	0.5
9403800077	0.0
9403800083	2.0
9403800086	0.0
9403800094	-9.0
9403800099	-9.0
9403800101	1.0
9403800111	-9.0
9403800114	1.5
9403800116	-9.0
9403800117	0.0
9403800119	0.0
9403800120	1.0
9403800121	0.5
9403800123	0.0
9403800131	0.5
9403800135	-9.0
9403800140	1.5
9403800148	1.5
9403800149	0.5
9403800156	1.0
9403800159	0.5
9403800161	2.0
9403800165	0.5
9403800167	0.5
9403800168	0.0
9403800169	1.5
9403800184	0.0
9403800187	0.5
9403800215	0.5
9403800231	1.5
9403800245	1.5
9403800248	-9.0
9403800250	0.5
9403800256	1.5
9403800272	2.0
9403800283	2.5
9403800295	1.0
9403800301	0.5
9403800315	-9.0
9403800318	3.0
9403800319	-9.0
9403800347	0.5
9403800349	1.5
9403800352	3.0
9403800359	0.5
9403800371	1.0
9403800381	1.0
9403800390	1.0
9403800397	2.0
9403800404	2.0
9403800462	0.5
9403800466	1.0
9403800473	1.0
9403800490	2.5
9403800507	0.0
9403800520	0.0
9403800521	1.5
9403800551	2.5
9403800559	1.5
9403800560	1.5
9403800581	-9.0
9403800586	2.0
9403800619	2.0
9403800636	1.0
9403800637	1.5
9403800639	2.5
9403800690	2.5
9403800694	1.5
9403800745	-9.0
9403800746	0.5
9403800757	1.0
9403800763	1.0
9403800798	0.0
9403800813	1.0
9403800814	2.0
9403800833	0.0
9403800881	2.5
9403800911	0.0
9403800929	1.5
9403800958	2.5
9403800968	2.0
9403800992	3.0
9403801002	0.0
9403801010	1.0
9403801061	1.5
9403801062	0.0
9403801088	2.5
9403801173	2.0
9403801183	1.5
9403801268	1.5
9403801272	2.5
9403801281	1.5
9403801368	0.0
9403801579	0.0
6821	3.0
6837	3.0
7139	1.0
7206	2.0
7289	0.5
7715	0.5
7839	0.5
7841	1.5
7946	2.0
7969	0.5
7992	1.0
8319	3.0
8353	3.0
8391	-9.0
8404	3.0
8485	3.0
8487	0.5
8488	0.0
8490	-9.0
8562	3.0
8570	3.0
8703	2.0
8706	2.0
8865	0.0
8913	3.0
9032	0.5
9062	1.0
9067	2.5
9112	3.0
9115	3.0
9163	3.0
9352	2.5
14552	1.0
14555	3.0
14697	2.0
14753	2.0
14812	2.5
15165	0.5
15218	3.0
15220	3.0
15481	0.0
15847	3.0
15898	2.0
16022	0.5
16026	2.5
16242	1.5
16294	3.0
16310	3.0
16317	1.0
16382	0.5
16392	-9.0
16426	3.0
16429	-9.0
16430	3.0
16445	3.0
16487	2.5
16525	0.0
16526	0.0
16828	3.0
16863	3.0
16920	-9.0
16926	1.0
16948	3.0
17273	3.0
17314	2.0
17390	0.5
21836	3.0
21979	3.0
22121	-9.0
22175	3.0
22178	3.0
22582	0.5
22595	1.0
22633	3.0
22839	3.0
22862	3.0
22887	2.0
22932	3.0
23070	1.0
23075	1.5
23082	0.0
23117	1.5
23225	1.5
23259	2.5
23265	0.0
23337	2.5
23341	0.0
23519	3.0
23565	2.0
23578	3.0
23591	3.0
23593	3.0
23619	1.5
23623	1.0
23669	3.0
23737	3.0
23865	3.0
23868	3.0
24013	2.5
24414	3.0
24433	3.0
28654	3.0
28738	3.0
28860	3.0
30346	2.0
30361	1.0
30377	3.0
30469	0.5
30472	3.0
30615	0.5
30784	3.0
30786	2.0
30847	0.5
30890	3.0
30913	-9.0
30914	3.0
30916	2.5
31079	2.0
31129	3.0
31353	-9.0
31448	1.0
31452	3.0
31509	3.0
31620	2.0
31623	0.5
31725	3.0
31740	3.0
31912	1.5
31939	2.5
32136	3.0
32196	0.0
32249	3.0
32274	3.0
32295	3.0
32322	3.0
32362	2.0
36880	1.0
36894	3.0
36923	3.0
37050	3.0
37064	2.0
39057	0.0
39108	3.0
39131	3.0
39145	2.5
39365	2.0
39475	1.0
39539	3.0
39594	3.0
39671	-9.0
39709	1.5
39742	3.0
40164	2.0
40197	1.5
40278	2.0
40283	3.0
40403	1.0
40419	1.5
40420	3.0
40445	0.0
40453	3.0
40482	3.0
40491	0.5
40765	2.5
40916	3.0
41059	0.0
41075	3.0
41143	1.0
41144	2.0
41164	3.0
41173	3.0
41180	0.0
41274	0.5
41277	1.5
41302	1.5
41354	3.0
47152	0.0
47224	3.0
47245	3.0
47254	0.0
47258	1.5
47286	3.0
47293	1.0
47342	2.5
47460	2.0
