name,row,r,v,ev,gas,disk,bul,sd,sb,inc,q,x,y,z,b2,flexible,flexible_density,rar,rar_density,prediction_support
NGC3521,6,1.55,199.0,7.52,-9.58,251.75,0.0,1846.64,0.0,75.0,1,-9.180032890371635,-9.081976090573017,2.965352242899044,31597.25485,-9.140979954083795,-9.139303311936771,-9.141849901622871,-9.140133559560331,True
NGC3521,7,1.71,203.0,6.87,-9.77,258.35,0.0,1668.78,0.0,75.0,1,-9.200203685018003,-9.107354579787867,2.9213690905157375,33276.90835000001,-9.157183270158175,-9.155645018493768,-9.15968125905516,-9.158109532129941,True
NGC3521,8,1.89,206.0,9.22,-9.95,262.92,0.0,1505.22,0.0,75.0,1,-9.228440862353558,-9.138077908657076,2.876569984533894,34464.4607,-9.17986635812956,-9.178330979594934,-9.184489311556522,-9.182927415237257,True
NGC3521,9,2.06,211.0,12.0,-9.95,270.25,0.0,1378.94,0.0,75.0,1,-9.241895368576726,-9.154652854995906,2.838515374039198,36418.52875,-9.190674440844237,-9.189330558267809,-9.196246041420343,-9.194880705769611,True
NGC3521,10,2.23,219.0,13.3,-9.95,275.1,0.0,1175.03,0.0,75.0,1,-9.26084197628782,-9.156767178590062,2.7690189591719734,37741.0025,-9.205894360468744,-9.205001158477625,-9.21273137136738,-9.21182551417613,True
NGC3521,11,2.41,216.0,9.9,-10.14,276.83,0.0,926.08,0.0,75.0,1,-9.28913821458259,-9.202460085495145,2.6656185094389433,38214.604849999996,-9.22862489245047,-9.228400325628668,-9.237197182744668,-9.236973059162615,True
NGC3521,12,2.58,214.0,10.5,-10.6,274.55,0.0,830.56,0.0,75.0,1,-9.326054026296486,-9.240142704486987,2.6183410158707927,37576.49125,-9.258279577644059,-9.257930292652908,-9.268835014728616,-9.268494086288763,True
NGC3521,13,2.75,213.0,8.39,-11.16,274.06,0.0,769.64,0.0,75.0,1,-9.355464616314942,-9.271924032174926,2.585257635257462,37429.8962,-9.28190527481454,-9.281404485917003,-9.293811478806948,-9.293324871072047,True
NGC3521,14,2.92,210.0,13.3,-11.53,273.74,0.0,727.61,0.0,75.0,1,-9.3826305847013,-9.310294807202718,2.5608686635495856,37333.8529,-9.3037278544376,-9.30301692219142,-9.316700175700205,-9.316008158639615,True
NGC3521,15,3.09,214.0,6.67,-11.25,275.23,0.0,682.48,0.0,75.0,1,-9.402401111879957,-9.318481477948591,2.5330599332841146,37749.213950000005,-9.31960963333869,-9.318860228817915,-9.333247898993495,-9.332521908258052,True
NGC3521,16,3.26,213.0,9.98,-9.77,276.33,0.0,633.6,0.0,75.0,1,-9.42182922029493,-9.345808938412603,2.500785172917456,38083.68155,-9.335216345265223,-9.33448543410311,-9.349418656556098,-9.348716097949618,True
NGC3521,17,3.43,212.0,11.2,-7.06,278.46,0.0,575.82,0.0,75.0,1,-9.436707721676024,-9.371972943407407,2.459256749523432,38720.142199999995,-9.347168331531385,-9.346642882136226,-9.361742001471548,-9.361250447268489,True
NGC3521,18,3.61,215.0,9.11,2.4,278.97,0.0,523.07,0.0,75.0,1,-9.45670845589002,-9.381980827296585,2.417529816682178,38917.890450000006,-9.363235037076246,-9.362825357540919,-9.378225093843515,-9.377855283998027,True
NGC3521,19,3.78,217.0,10.1,7.87,280.87,0.0,481.98,0.0,75.0,1,-9.470180216229833,-9.393922877362305,2.381999021683067,39505.91535,-9.37405698012268,-9.373809768419859,-9.389273993235088,-9.389071452933036,True
NGC3521,20,3.95,219.0,8.05,10.51,281.76,0.0,430.64,0.0,75.0,1,-9.486012097604753,-9.405059411168361,2.3330843711436504,39804.808899999996,-9.386774822055402,-9.386800005281726,-9.40220355728475,-9.40227980450678,True
NGC3521,21,4.12,220.0,8.29,12.28,282.78,0.0,369.64,0.0,75.0,1,-9.500745458747216,-9.41940239961086,2.266748965908202,40133.06259999999,-9.398607279675355,-9.399128128792606,-9.414182668521757,-9.414762444234027,True
NGC3521,22,4.29,218.0,8.42,13.95,281.57,0.0,310.22,0.0,75.0,1,-9.521538273960914,-9.444894850197652,2.190639797844684,39835.43495,-9.415228357468298,-9.416390409751024,-9.431001196637686,-9.432224393534709,True
NGC3521,23,4.46,220.0,9.71,15.63,279.92,0.0,258.02,0.0,75.0,1,-9.542947850884369,-9.453840042289867,2.1106233752333305,39421.900100000006,-9.432342453847333,-9.434183500525341,-9.448212123211883,-9.450116771075153,True
NGC3521,24,4.64,220.0,20.1,17.49,276.26,0.0,208.23,0.0,75.0,1,-9.570794954498565,-9.471023164132607,2.0175133034580406,38465.6939,-9.45460249274648,-9.457201914708186,-9.470437119673088,-9.473102189777077,True
NGC3521,26,4.98,220.0,14.6,20.0,268.13,0.0,157.71,0.0,75.0,1,-9.62611312781049,-9.501734526337444,1.8968292360741066,36346.84845,-9.498821981667597,-9.50219648808837,-9.514051151668273,-9.517488641756016,True
NGC3521,27,5.15,218.0,12.2,20.46,264.51,0.0,143.45,0.0,75.0,1,-9.652137562201906,-9.52424478705412,1.855670556918036,35401.381649999996,-9.519625040036148,-9.52318647815093,-9.534325171760733,-9.537946704777422,True
NGC3521,29,5.49,215.0,21.2,20.74,257.41,0.0,118.36,0.0,75.0,1,-9.703099622081503,-9.56404596984102,1.7721749608246142,33560.101650000004,-9.560362398255412,-9.564322858917597,-9.573580229192679,-9.577595431372119,True
NGC3521,30,5.67,216.0,18.3,21.02,254.02,0.0,108.99,0.0,75.0,1,-9.728320505012562,-9.574026101813184,1.736356656918396,32704.920600000005,-9.580523124587826,-9.584618438115342,-9.59279149787693,-9.596938327366782,True
NGC3521,34,6.35,216.0,19.6,22.51,243.33,0.0,77.79,0.0,75.0,1,-9.813392679895234,-9.623216768212252,1.5898937758250327,30111.444550000004,-9.648526962558172,-9.653368956287853,-9.656561931515546,-9.661447246920261,True
NGC3521,36,8.82,210.0,10.7,34.97,209.65,0.0,27.97,0.0,75.0,1,-10.069341213911109,-9.790380540886119,1.145662470707546,23199.462150000003,-9.839999526897746,-9.846585522510019,-9.839416137248204,-9.846038043489292,True
NGC3521,37,11.07,210.0,10.7,43.44,188.05,0.0,11.92,0.0,75.0,1,-10.241942075404097,-9.889059576633022,0.7752462597402364,19568.43485,-9.945302985166085,-9.952885362040131,-9.955867612945156,-9.963518927618816,True
NGC3521,38,13.32,206.0,6.25,45.95,172.02,0.0,6.19,0.0,75.0,1,-10.385792258023033,-9.986120329318114,0.4906606533561368,16906.8427,-10.033065708777528,-10.041203931454062,-10.049257552905908,-10.05748971519042,True
NGC3521,39,15.49,206.0,6.25,45.39,159.31,0.0,1.91,0.0,75.0,1,-10.510607288326288,-10.051667522243038,-0.019996628416253676,14750.09015,-10.109775192443518,-10.12143464556705,-10.127900749030708,-10.139700498576435,True
NGC3741,2,0.7,23.6,2.21,6.71,13.02,0.0,2.76,0.0,70.0,1,-11.221226426175445,-10.588624579296182,0.13987908640123647,129.7843,-10.556382029106352,-10.55256755355694,-10.543252928967663,-10.539412089672723,True
NGC3741,3,0.93,26.2,2.21,7.8,11.93,0.0,1.21,0.0,70.0,1,-11.337251501876237,-10.621230911136582,-0.2182446253475311,132.00244999999998,-10.620069567249473,-10.616803428104557,-10.607427388909946,-10.604179444764632,True
NGC3741,4,1.17,27.4,2.24,8.39,10.78,0.0,0.32,0.0,70.0,1,-11.448645784458323,-10.682035281327524,-0.7958800173440752,128.49630000000002,-10.681215208207012,-10.680875587808396,-10.668338604282646,-10.668090028659458,True
NGC3741,5,1.4,26.9,2.23,8.84,9.72,0.0,0.1,0.0,70.0,1,-11.537233689351728,-10.77597402089556,-1.3010299956639813,125.38480000000001,-10.70820625164037,-10.712326403805816,-10.716340761694692,-10.720568589300617,True
NGC3741,6,1.64,27.4,2.21,9.23,8.89,0.0,0.03,0.0,70.0,1,-11.608296770616212,-10.82869326762906,-1.8239087409443189,124.70895000000002,-10.705919988405007,-10.716664850168115,-10.754592402809944,-10.76542119998389,True
NGC3741,7,1.87,31.0,2.2,9.41,8.25,0.0,0.01,0.0,70.0,1,-11.672774837664408,-10.778468764090093,-2.3010299956639813,122.57935,-10.703845580265696,-10.720628939275,-10.789118738897137,-10.805964839892006,True
NGC3769,1,3.5,106.0,7.1,22.09,136.2,0.0,106.15,0.0,70.0,2,-10.043826932955755,-9.982806859042874,1.7248900028380365,9763.1881,-9.82108968957115,-9.821487952429841,-9.820976302498275,-9.8213512848093,True
NGC3769,2,5.24,116.0,5.3,28.99,123.81,0.0,34.23,0.0,70.0,2,-10.279013736380934,-10.079765853752027,1.233376903473896,8504.87815,-9.965519471221986,-9.967098523272387,-9.979352156594246,-9.980951484930843,True
NGC3769,3,6.98,125.0,5.7,34.81,109.91,0.0,11.25,0.0,70.0,2,-10.472757745331101,-10.139385941829186,0.7501225267834001,7251.84015,-10.084498956895946,-10.087881818496719,-10.103317073611263,-10.106764679791057,True
NGC3769,4,8.72,126.0,4.4,36.96,98.62,0.0,3.98,0.0,70.0,2,-10.635449131553342,-10.22912593991958,0.29885307640970665,6228.9938,-10.191184181283756,-10.197000606096784,-10.2035787920873,-10.209466163151651,True
NGC3769,5,10.47,123.0,4.4,36.75,89.83,0.0,2.58,0.0,70.0,2,-10.778089184120475,-10.329487004022186,0.11058971029924898,5385.2769499999995,-10.285915448437443,-10.291742691329524,-10.289012340098267,-10.294886883698597,True
NGC3769,6,12.31,118.0,4.6,34.7,83.14,0.0,1.42,0.0,70.0,2,-10.911202197412823,-10.435844583541204,-0.14874165128092473,4660.219800000001,-10.37431954109504,-10.381044084863623,-10.366930527304964,-10.37368946849987,True
NGC3769,7,14.52,115.0,6.4,34.16,76.18,0.0,0.61,0.0,70.0,2,-11.041871974688242,-10.52992148087899,-0.5157001606532142,4068.6018000000004,-10.456729930271516,-10.464903555071286,-10.44193372793871,-10.450154893609723,True
NGC3877,2,2.61,121.0,8.5,0.0,122.0,0.0,368.22,0.0,76.0,2,-10.034301386874905,-9.740420311927519,2.2650773780035944,7442.0,-9.816626059199368,-9.811119859743558,-9.814809404084755,-9.809216374337717,True
NGC3877,3,3.5,142.0,7.3,8.66,132.74,0.0,317.36,0.0,76.0,2,-10.084763630741545,-9.728841900806302,2.2005221918021127,8884.949400000001,-9.84751851012549,-9.841847092732461,-9.849696966638366,-9.843943248036336,True
NGC3877,4,4.37,153.0,6.2,14.44,143.94,0.0,289.49,0.0,76.0,2,-10.10584429808301,-9.760449120557363,2.160603570603866,10567.875399999999,-9.86042387127148,-9.854823357223163,-9.864134702510652,-9.858455300583248,True
NGC3877,5,5.24,160.0,5.3,18.43,159.88,0.0,271.83,0.0,76.0,2,-10.090732370128405,-9.800441866894015,2.1332673894605274,13120.472099999999,-9.851172509124952,-9.846125697519943,-9.853792898731703,-9.848671324744577,True
NGC3877,6,6.11,162.0,5.3,22.09,181.37,0.0,236.6,0.0,76.0,2,-10.046593564311044,-9.856361726379431,2.0729847446279304,16935.50655,-9.824151199960541,-9.820510297334135,-9.823350809745913,-9.819644896901629,True
NGC3877,7,6.98,167.0,4.5,25.11,193.57,0.0,173.2,0.0,76.0,2,-10.046184327681745,-9.887773025550134,1.9375178920173466,19365.184549999998,-9.823900669632932,-9.821730399138858,-9.823066896089125,-9.820847552631399,True
NGC3877,8,7.85,169.0,5.3,26.73,197.84,0.0,132.05,0.0,76.0,2,-10.077048921642767,-9.928446792740043,1.8197084098789618,20284.8257,-9.842795646971144,-9.841370577649664,-9.844393398751098,-9.842931227014866,True
NGC3877,9,8.72,171.0,4.9,28.23,200.86,0.0,101.24,0.0,76.0,2,-10.10828304120473,-9.963874809370397,1.7043221408222353,20969.302700000004,-9.861916843966238,-9.86120447712434,-9.865799846539085,-9.865062040916722,True
NGC3877,10,9.6,171.0,4.9,29.63,201.7,0.0,66.99,0.0,76.0,2,-10.144889049088887,-10.005629557477398,1.5249799821271193,21219.381899999997,-9.884326654064083,-9.884926156470659,-9.890668668530655,-9.891261583348498,True
NGC3877,11,10.47,170.0,5.7,30.28,195.05,0.0,43.34,0.0,76.0,2,-10.209591029618014,-10.048399384144433,1.335858911319818,19939.129650000003,-9.923936520870665,-9.925473222001438,-9.934064877662395,-9.93561329125011,True
NGC3877,12,11.35,169.0,7.0,30.28,189.75,0.0,31.05,0.0,76.0,2,-10.267438825940655,-10.088572997523933,1.191031608848618,18919.40965,-9.95935032874263,-9.961462840100282,-9.972282549166911,-9.974420285145982,True
NGC3893,0,1.74,145.0,6.8,17.89,202.16,0.0,1038.77,0.0,49.0,1,-9.41278992683305,-9.407163789034788,2.7154894029149688,20754.3849,-9.32612254396002,-9.3228955035567,-9.341970952271993,-9.338751202544477,True
NGC3893,1,3.5,174.0,6.8,17.67,210.45,0.0,328.04,0.0,49.0,1,-9.682070135310285,-9.552320093007214,2.2148968075602204,22456.830149999994,-9.54358847408921,-9.5425891964294,-9.557542007941375,-9.556559743644618,True
NGC3893,2,5.24,194.0,6.4,27.48,211.51,0.0,137.0,0.0,49.0,1,-9.84463031968176,-9.633078372345413,1.8356905714924256,23123.390449999995,-9.673929264370447,-9.675644406051706,-9.679690311088754,-9.681414383041897,True
NGC3893,3,6.98,190.0,5.5,42.57,187.95,0.0,48.78,0.0,49.0,1,-10.04373282439694,-9.77569876593964,1.3872118003137306,19474.806149999997,-9.82515575911571,-9.829649606769587,-9.821810868202684,-9.82631397920556,True
NGC3893,4,8.81,186.0,5.8,48.28,172.49,0.0,34.3,0.0,49.0,1,-10.198612247957406,-9.895300565198355,1.2342641243787893,17207.358450000003,-9.919540232318774,-9.922898092792055,-9.927235491970656,-9.930615179071982,True
NGC3893,5,10.9,188.0,7.0,45.48,161.01,0.0,15.26,0.0,49.0,1,-10.349802446459227,-9.978461344635402,0.8825245379548805,15030.540449999999,-10.011676469082914,-10.016311242750682,-10.026319479014626,-10.031009644077306,True
NGC3893,6,13.12,187.0,8.5,43.32,148.11,0.0,5.31,0.0,49.0,1,-10.498553367011809,-10.063601167188782,0.42406452541748785,12844.908450000003,-10.102326194863593,-10.109541938790464,-10.120541288685128,-10.12785727483592,True
NGC3893,7,15.33,179.0,12.6,43.11,134.96,0.0,1.91,0.0,49.0,1,-10.63486137361071,-10.169186638116727,-0.019996628416253676,10965.572900000003,-10.19248435936051,-10.202757588667325,-10.20437932127375,-10.214756208518233,True
NGC3893,8,17.3,176.0,11.7,43.21,126.37,0.0,0.93,0.0,49.0,1,-10.733881390061946,-10.236371312722634,-0.33254704711004607,9851.79255,-10.258034397387362,-10.270413645140845,-10.263949766491644,-10.276433785663455,True
NGC3917,1,1.74,49.6,3.9,0.0,47.54,0.0,151.56,0.0,79.0,1,-10.676811434384396,-10.338936440524343,1.8795546009389743,1130.0258,-10.220673120183008,-10.208183829974594,-10.229738848424656,-10.217132922643444,True
NGC3917,2,2.61,73.6,5.2,0.0,60.47,0.0,133.11,0.0,79.0,1,-10.643941111012516,-10.172235423885422,1.823180687772236,1828.31045,-10.198963581537853,-10.187562164312979,-10.209879346737042,-10.198378251159342,True
NGC3917,3,3.5,101.0,4.4,7.38,73.72,0.0,113.1,0.0,79.0,1,-10.590659268753303,-10.024775842007129,1.7524326092614742,2771.7835999999998,-10.163773048103643,-10.153903894192135,-10.177428839517496,-10.167485208890461,True
NGC3917,4,4.37,107.0,3.5,13.36,85.03,0.0,102.47,0.0,79.0,1,-10.550787308738517,-10.07106442682214,1.709566740542544,3793.54005,-10.137439207483762,-10.128603791751974,-10.152927550334729,-10.144035400682945,True
NGC3917,5,5.24,115.0,3.5,14.01,96.27,0.0,83.86,0.0,79.0,1,-10.52471343233549,-10.087286151498642,1.6225248624035682,4830.23655,-10.120218451210803,-10.112720136388692,-10.136800526093603,-10.129263617490892,True
NGC3917,6,6.11,123.0,3.9,12.18,104.34,0.0,66.19,0.0,79.0,1,-10.52784244017389,-10.095581532585896,1.5197623854242226,5591.7702,-10.12228503619143,-10.115894544573795,-10.13874031145613,-10.132321590679979,True
NGC3917,7,6.98,130.0,3.9,18.32,107.5,0.0,47.17,0.0,79.0,1,-10.546898476708808,-10.105319263231626,1.3726358805817207,6113.7474,-10.134870788905145,-10.129864035378674,-10.150527579669715,-10.145502685849198,True
NGC3917,8,7.85,134.0,3.5,21.34,109.28,0.0,36.52,0.0,79.0,1,-10.576248744657732,-10.130010605237775,1.2615007731982801,6426.4547999999995,-10.154255471224028,-10.15008633423629,-10.168595560917213,-10.164411030477432,True
NGC3917,9,8.72,136.0,3.9,21.77,108.62,0.0,26.62,0.0,79.0,1,-10.62551731248864,-10.162789213414271,1.1241780554746752,6373.0851,-10.1867953968346,-10.183480751435216,-10.198695407209316,-10.19536452527668,True
NGC3917,10,9.6,137.0,4.0,27.37,107.75,0.0,19.83,0.0,79.0,1,-10.655105524309596,-10.198180643948893,0.9962927185413214,6554.14815,-10.206337231598466,-10.204044554416908,-10.216638018617838,-10.214333630050536,True
NGC3917,11,10.47,136.0,3.5,29.53,106.05,0.0,13.97,0.0,79.0,1,-10.696696531153556,-10.242219410160546,0.8441664104502007,6495.32215,-10.233806434141886,-10.232640675654071,-10.241695778478189,-10.240521607821547,True
NGC3917,12,11.35,137.0,3.5,32.11,103.37,0.0,9.49,0.0,79.0,1,-10.73995270706158,-10.270905272438466,0.6762362167633115,6373.73055,-10.262375414492112,-10.26249051148356,-10.267561357671932,-10.267672550017402,True
NGC3917,13,12.19,137.0,3.5,32.87,100.58,0.0,6.45,0.0,79.0,1,-10.787284554975653,-10.301913116527707,0.5085297189712866,6138.6051,-10.293636213779418,-10.294973081256412,-10.295645261470128,-10.2969813790346,True
NGC3917,14,13.12,137.0,5.0,30.82,96.92,0.0,3.54,0.0,79.0,1,-10.855496156626392,-10.333843245948966,0.24797326636180664,5646.6156,-10.338687258313755,-10.341996250603977,-10.335736084878986,-10.33905096429163,True
NGC3917,15,13.94,138.0,5.0,32.01,93.04,0.0,1.82,0.0,79.0,1,-10.905027361075636,-10.353855146181656,-0.040958607678906384,5352.860900000001,-10.371400644944197,-10.377258978526193,-10.364580045611243,-10.370460134501576,True
NGC3917,16,14.86,137.0,7.5,31.79,88.38,0.0,0.79,0.0,79.0,1,-10.969747206255954,-10.387928220333881,-0.40340290437353976,4916.1163,-10.414145523482645,-10.423165916601654,-10.401949691824152,-10.41101090315413,True
NGC3949,0,1.74,123.0,5.5,5.18,160.38,0.0,751.83,0.0,55.0,2,-9.619724220474414,-9.550089570625943,2.5750896555548755,12887.7046,-9.490050798230403,-9.485535729517428,-9.508803136297525,-9.504296171402691,True
NGC3949,1,2.61,145.0,5.5,14.22,184.96,0.0,538.79,0.0,55.0,2,-9.667761500018901,-9.58325504809047,2.430389530909755,17307.3092,-9.528631462076795,-9.525299735552121,-9.54616291534451,-9.542837790471372,True
NGC3949,2,3.5,152.0,6.2,24.46,199.67,0.0,237.3,0.0,55.0,2,-9.720980014368504,-9.66973141368287,2.0742677425533578,20532.346049999996,-9.571373383184646,-9.571582238327093,-9.586941503801329,-9.587173295691617,True
NGC3949,3,4.37,157.0,6.6,32.44,188.3,0.0,108.7,0.0,55.0,2,-9.856117926733223,-9.738032677374093,1.7351995484223133,18780.798600000002,-9.679908054991316,-9.682671599329453,-9.68769691100892,-9.690472917813114,True
NGC3949,4,5.24,161.0,8.8,37.39,178.75,0.0,59.44,0.0,55.0,2,-9.968787180649274,-9.795030080142165,1.4730488050885377,17373.79335,-9.770397246976746,-9.775056823802814,-9.768784804521905,-9.773446224662774,True
NGC3949,5,6.11,165.0,11.2,41.38,166.45,0.0,30.08,0.0,55.0,2,-10.083239682610868,-9.84042386703688,1.1772478362556233,15565.10565,-9.846656769919543,-9.852780164645232,-9.848628320937266,-9.854771726961964,True
NGC3972,1,1.74,73.0,5.2,5.93,61.19,0.0,156.18,0.0,77.0,1,-10.449486944089436,-10.003254073263827,1.8925954228288981,1907.2729499999998,-10.075226098325778,-10.066344920536725,-10.090221510962218,-10.081267925234869,True
NGC3972,2,2.61,89.4,6.6,7.31,74.23,0.0,134.66,0.0,77.0,1,-10.457519322750342,-10.003316014968584,1.8282086144679455,2808.48255,-10.080213557442818,-10.071874406438148,-10.095277872571867,-10.086874007093357,True
NGC3972,3,3.5,102.0,5.3,13.47,83.56,0.0,89.27,0.0,77.0,1,-10.468447596730467,-10.01621824604858,1.6496755391098799,3672.5777000000003,-10.086999133919802,-10.080373884214543,-10.102143409187104,-10.095475461721316,True
NGC3972,4,4.37,110.0,4.4,16.7,88.18,0.0,79.83,0.0,77.0,1,-10.510034934170212,-10.04704661187611,1.60113613360707,4166.7462000000005,-10.113156918857397,-10.106334011337777,-10.128127392184302,-10.121262624611047,True
NGC3972,5,5.24,116.0,4.4,20.91,99.34,0.0,68.87,0.0,77.0,1,-10.478590626233002,-10.079765853752027,1.537000087321339,5371.445900000001,-10.093297136927683,-10.08769319763652,-10.108501532122393,-10.102868594470241,True
NGC3972,6,6.11,123.0,4.4,24.68,106.44,0.0,37.78,0.0,77.0,1,-10.477858372031818,-10.095581532585896,1.2762319579218335,6273.839199999999,-10.09284246614511,-10.090052329277414,-10.108042972807372,-10.105257002276327,True
NGC3972,7,6.98,130.0,3.9,28.34,102.6,0.0,19.69,0.0,77.0,1,-10.550265217351038,-10.105319263231626,0.9932157204741371,6066.535599999999,-10.139481319609727,-10.138656700724479,-10.153054348295392,-10.152251352928904,True
NGC3972,8,7.85,134.0,6.1,30.6,97.1,0.0,11.87,0.0,77.0,1,-10.63212832687109,-10.130010605237775,0.77342072329061,5650.564999999999,-10.193047865292526,-10.193505599192104,-10.203173160419281,-10.203652497306651,True
NGC3972,9,8.72,134.0,4.9,30.07,92.41,0.0,8.09,0.0,77.0,1,-10.716039854530994,-10.17565743342509,0.6069185259482911,5174.0089499999995,-10.247954778871307,-10.249095625241262,-10.253757430777796,-10.25491239201597,True
NGC3992,0,9.19,248.0,7.0,0.0,218.11,0.0,212.17,0.0,56.0,1,-10.076344896765827,-9.663762694955818,2.0256539807178977,23785.986050000003,-9.847196664415648,-9.843474852474818,-9.84474587832715,-9.840965133536416,True
NGC3992,1,13.79,264.0,6.6,6.57,246.64,0.0,123.44,0.0,56.0,1,-10.145201883862917,-9.785706957658325,1.7904259173911106,30458.809699999998,-9.888896661085845,-9.88662381508921,-9.891749891298637,-9.889441407643602,True
NGC3992,2,18.35,272.0,5.7,31.53,243.17,0.0,50.16,0.0,56.0,1,-10.267833756325192,-9.883848805741849,1.3993275321586789,30559.965349999995,-9.963162888652938,-9.963149641059978,-9.973465477405975,-9.97345502660156,True
NGC3992,3,22.94,271.0,5.7,46.25,231.91,0.0,20.58,0.0,56.0,1,-10.387094132140168,-9.984005377038576,1.012415374762433,29030.18655,-10.035387327798944,-10.037647270179665,-10.050673200220142,-10.052974039448454,True
NGC3992,4,27.52,264.0,5.3,52.31,206.95,0.0,5.11,0.0,56.0,1,-10.546073075669916,-10.08579112104595,0.40739090447073156,24150.48735,-10.134236399152384,-10.14069864477317,-10.150495047906032,-10.157045633499601,True
NGC3992,5,32.11,242.0,7.4,49.34,187.25,0.0,2.48,0.0,56.0,1,-10.69570594304965,-10.228360118827778,0.09342168516223506,19965.71685,-10.233204256158626,-10.24100524297592,-10.241599637609706,-10.24947526447355,True
NGC3992,6,36.7,244.0,5.3,46.74,173.25,0.0,1.13,0.0,56.0,1,-10.81867987897853,-10.279236956796769,-0.2479515521805615,17192.40885,-10.31453977501638,-10.324401997852762,-10.314666105692856,-10.324600857721084,True
NGC3992,7,41.44,241.0,6.2,45.26,161.14,0.0,0.43,0.0,56.0,1,-10.929767468046826,-10.342736206809578,-0.6675615400843947,15031.517399999997,-10.388013610161025,-10.401020459521654,-10.37943312670406,-10.392522807325875,True
NGC4051,1,3.5,116.0,7.8,0.0,138.74,0.0,255.5,0.0,49.0,2,-10.050045204909368,-9.904502611118577,2.1063609088067503,9624.393800000002,-9.821244989445205,-9.81692630102099,-9.825096858937664,-9.820710265969792,True
NGC4051,2,5.24,140.0,7.0,9.08,151.11,0.0,263.4,0.0,49.0,2,-10.14800051612753,-9.916425760849389,2.119585774961784,11499.562450000003,-9.881857798217286,-9.875564306437141,-9.892087692155771,-9.88572117613526,True
NGC4051,3,6.98,160.0,6.6,18.43,181.17,0.0,178.76,0.0,49.0,2,-10.10916654239585,-9.92496600253345,1.9512403503243403,16750.94935,-9.857828103508686,-9.854212911016742,-9.86573300493217,-9.86206465328894,True
NGC4051,4,8.72,161.0,5.2,29.1,195.63,0.0,87.69,0.0,49.0,2,-10.129220284934743,-10.016215278091007,1.6419200744131177,19982.35845,-9.870236962676795,-9.8698435229595,-9.879375229033645,-9.878961702885439,True
NGC4051,5,10.47,154.0,7.4,34.92,181.53,0.0,46.6,0.0,49.0,2,-10.261422685423067,-10.134255785228055,1.3673559210260189,17695.97685,-9.95204119279314,-9.952380616976143,-9.967609388818113,-9.967953794365412,True
NGC4051,6,12.19,153.0,9.8,38.79,169.17,0.0,35.22,0.0,49.0,2,-10.376315027846422,-10.205971389205322,1.2457593559672768,15813.908549999998,-10.023134301416656,-10.022750786113049,-10.04205387286139,-10.041684330134522,True
NGC4088,1,3.5,136.0,9.9,0.0,180.27,0.0,652.93,0.0,69.0,1,-9.822601667770593,-9.76634077283198,2.5138366278112683,16248.636450000002,-9.649451075494051,-9.645010740126624,-9.66212410212629,-9.657633962194492,True
NGC4088,2,5.24,162.0,8.0,16.92,240.94,0.0,469.12,0.0,69.0,1,-9.741631517545791,-9.789651803120604,2.370253952961034,29312.3282,-9.58588253420518,-9.58332510021312,-9.601709818918092,-9.599134939196292,True
NGC4088,3,6.98,179.0,6.5,31.57,264.14,0.0,205.9,0.0,69.0,1,-9.778333747380225,-9.827499905885514,2.0126263509540503,35881.6347,-9.61469694551782,-9.614948394446788,-9.629269917037869,-9.629529352540333,True
NGC4088,4,8.72,182.0,6.1,42.24,243.55,0.0,95.39,0.0,69.0,1,-9.93234970020344,-9.909724254184557,1.67847285312342,31442.518850000004,-9.735612732743178,-9.737544011773975,-9.741809062627812,-9.743744386312962,True
NGC4088,5,10.47,179.0,7.0,48.71,230.28,0.0,52.19,0.0,69.0,1,-10.048593232439915,-10.003591164941195,1.4165573011914792,28887.103300000002,-9.818820560248405,-9.821819099053208,-9.82360513416116,-9.82661467716427,True
NGC4088,6,12.19,174.0,6.2,53.67,219.07,0.0,21.94,0.0,69.0,1,-10.145984748877192,-10.09425575427532,1.040206627574711,26876.301349999998,-9.879140592071785,-9.884060660861644,-9.890212975800976,-9.89517527717283,True
NGC4088,7,13.94,171.0,7.2,54.74,199.15,0.0,5.09,0.0,69.0,1,-10.2751677363859,-10.167621098199822,0.40568778667277755,22826.82885,-9.959150866093784,-9.967792088153796,-9.976074230785915,-9.984811946042353,True
NGC4088,8,15.68,168.0,6.1,54.64,184.18,0.0,3.51,0.0,69.0,1,-10.384826292303563,-10.234078040118833,0.24427712080184286,19946.665800000002,-10.027068563903937,-10.035600399593266,-10.04691949529591,-10.055558102014777,True
NGC4088,9,17.42,165.0,5.6,53.77,172.93,0.0,1.72,0.0,69.0,1,-10.478916086581581,-10.295430807465971,-0.06550154875643228,17843.60535,-10.085343653898663,-10.095265639844028,-10.106346981093461,-10.116400806486242,True
NGC4088,10,19.28,171.0,8.6,52.37,162.7,0.0,0.85,0.0,69.0,1,-10.570928039378767,-10.308465354004642,-0.37161106994968846,15978.261899999998,-10.146139705831384,-10.157570753529392,-10.163348895349802,-10.174921458605825,True
NGC4100,0,2.61,120.0,10.5,5.71,126.18,0.0,351.27,0.0,73.0,1,-10.0032649232909,-9.74762856046517,2.2446110650565925,7993.300300000001,-9.802418462921212,-9.797588598757953,-9.793660084247923,-9.788746114369033,True
