plateifu,ok,why,mangaid,dapqual,drp3qual,reff_arcsec,ecoo_ell,ecoo_pa,frac_good_1Re,n_spx_1Re,sigma_e_tot_1Re,sigma_e_1Re,v_e_1Re,n_bins_1Re,sigma_e_tot_0p5Re,sigma_e_0p5Re,v_e_0p5Re,n_bins_0p5Re,sigma_e_tot_3kpc,sigma_e_3kpc,v_e_3kpc,n_bins_3kpc,sigma_e_tot_5kpc,sigma_e_5kpc,v_e_5kpc,n_bins_5kpc,Rmax_kpc,Rmax_Re,sigma_e,v_e,sigma_e_tot,vsigma_e,vsys_offset,dlogS_dlogAp,e_sigma_e_tot,med_sigma_astro,med_sigmacorr,frac_sigma_gt50,med_snr_1Re,A_kin,n_asym_pairs,pa_kin_star,n_gas_1Re,pa_kin_gas,v_e_gas
10508-12702,1,,1-150962,0,0,10.198,0.529963,109.389,1.0,620,95.30385254780838,71.0155073483488,63.558020945518884,604,90.5565161137415,79.38158830254368,43.57804549568265,152.0,90.50548740559717,79.41309792192662,43.41431940002286,150.0,93.80027501999837,73.69391158855052,58.03187907181905,431.0,11.977312905447825,1.9923070669174194,71.0155073483488,63.558020945518884,95.30385254780838,0.8949879162835649,-12.931795354661743,0.07371607865132634,0.2409758792365417,67.46213901582556,26.77379608154297,0.9172185430463576,16.65263080596924,0.05181320503217376,604.0,294.0,620.0,305.0,73.08744395678667
10509-3703,1,,1-278183,1,0,5.11346,0.143862,57.4756,0.8971631205673759,282,49.66514182766636,49.204382316721784,6.74944987329275,253,49.328169509465255,49.25591983973156,2.668832684241666,70.0,50.72767299485055,49.9678612272647,8.746979584136863,484.0,52.8972780046194,51.83599302706972,10.542857638969185,551.0,3.717601299285889,1.8254711627960205,49.204382316721784,6.74944987329275,49.66514182766636,0.13717172242601233,-3.4526201918094963,0.009821879145644233,0.4206446495914781,47.57442072918367,13.454042434692383,0.38735177865612647,26.1800537109375,0.047433574825331955,249.0,196.0,254.0,212.0,5.377805476499937
10509-9102,1,,1-278209,0,0,4.1202,0.139618,132.396,1.0,184,246.33536928768137,246.05522694200153,11.744762944329016,89,256.7292220185814,256.67809846361786,5.123202842692853,41.0,258.4248409388585,258.4065765655515,3.0723935207026742,23.0,254.74039561949837,254.65724500143153,6.508204718616334,57.0,21.219141823904856,2.5154497623443604,246.05522694200153,11.744762944329016,246.33536928768137,0.04773222292529235,19.257298430616423,-0.0596237314523113,1.083322382603387,248.00579468714602,16.545555114746094,1.0,16.084970474243164,0.020615611694053296,89.0,236.0,24.0,211.0,333.28271271235747
10510-3703,1,,1-241570,0,0,2.51351,0.068404,2.06906,1.0,71,223.98314743237128,221.2849365284201,34.66160987785264,71,229.9122884406771,228.90119716805637,21.53839156157393,21.0,223.98229521466973,221.42381636517237,33.75740090578487,69.0,217.51426224355407,212.63729186666882,45.8021439123402,141.0,8.538688250950406,2.746858596801758,221.2849365284201,34.66160987785264,223.98314743237128,0.15663790957321205,22.213250002273323,-0.03769339033352543,0.4985392147126492,219.9776861935543,19.766555786132812,1.0,27.36101531982422,0.012627292126396003,71.0,178.0,2.0,,
10512-12704,1,,1-77024,1,0,7.27944,0.443452,154.858,1.0,367,158.8323511672718,113.80499752603778,110.79773605729537,187,156.21941681237857,137.2396942625308,74.63090852942051,87.0,155.34555729855376,147.45737682967763,48.87293924973916,31.0,155.75737179327575,136.36411268062804,75.26744077470487,93.0,17.836499895368306,1.8170185089111328,113.80499752603778,110.79773605729537,158.8323511672718,0.9735753127356787,0.33182264105675213,0.023931012327211135,0.5787011074096291,113.41817804004054,18.720062255859375,1.0,13.081964492797852,0.015450140285929677,187.0,158.0,367.0,156.0,130.47594655128907
10512-6102,1,,1-77060,0,0,6.58114,0.400778,31.603,1.0,325,102.95691435966525,90.90509748429638,48.33621277917847,191,104.45435900636822,98.61032620951028,34.44875440832702,77.0,103.49912266229526,94.06759423317229,43.166608704507844,164.0,103.19812841134966,89.0772683020142,52.10656368881361,203.0,5.965487616402763,1.6041324138641357,90.90509748429638,48.33621277917847,102.95691435966525,0.5317216978676957,7.599017837226699,-0.020831977619198562,0.7038986393779996,94.02372710869385,29.561260223388672,1.0,14.204041481018066,0.03069295175730635,191.0,33.0,325.0,30.0,74.05932706861307
10512-6104,1,,1-76920,0,0,5.44525,0.287915,128.875,0.9924528301886792,265,68.20717048348554,51.467179265295684,44.75877080346576,251,56.100539399214654,50.41825789480588,24.602231438137462,65.0,72.13869246186621,53.51255906563924,48.37764951249889,290.0,82.64230834670806,62.53558627157729,54.02824796847004,338.0,5.403404917035784,2.05924654006958,51.467179265295684,44.75877080346576,68.20717048348554,0.8696565741975021,2.320615169795008,0.28190877264651026,0.43280200446693395,51.08555432405649,61.23020935058594,0.5617529880478087,15.029861450195312,0.04513440273807942,251.0,115.0,265.0,118.0,58.36575909362322
10513-1902,1,,1-54240,0,0,2.45058,0.121959,62.7248,1.0,67,147.52502483169326,146.3137873485622,18.865539571171507,67,151.72473964510317,151.30490668584895,11.279265630389448,18.0,135.6180035310794,131.0458829501824,34.917322972458265,277.0,134.87596693406843,129.91526066572192,36.24295107407023,284.0,3.406573704310826,2.689920663833618,146.3137873485622,18.865539571171507,147.52502483169326,0.12893890530103141,15.187733847335856,-0.04049664382521618,0.24649960077091176,144.267642762457,22.76004409790039,1.0,44.811283111572266,0.00952965134752876,67.0,255.0,52.0,17.0,45.04102771996919
10513-6101,1,,1-54313,0,0,5.82465,0.228759,43.4393,1.0,332,98.23775374115677,98.01668513974104,6.586781788174639,182,99.09348932202562,99.010626021435,4.051612130737989,86.0,98.29495345600893,98.06655735224926,6.696880168926846,183.0,106.01242667751255,104.8992208613164,15.322795852707095,204.0,4.989563056400844,1.7070280313491821,98.01668513974104,6.586781788174639,98.23775374115677,0.06720061771915622,0.7930027375819738,-0.012512698938846434,0.5778457144180785,98.01362172601118,33.580345153808594,1.0,15.854496955871582,0.024379295808075456,182.0,295.0,32.0,63.0,158.74751032793355
10513-9101,1,,1-54492,0,0,6.91006,0.537767,121.465,0.9892086330935251,278,75.7127608935862,63.7228420719444,40.88791460081315,274,69.44880624644253,64.61424220678099,25.458522995243783,66.0,77.49757609054633,62.77822082225693,45.43973250693676,381.0,82.1086374913283,63.79010640076026,51.69768540333357,464.0,4.752834524427142,1.9965261220932007,63.7228420719444,40.88791460081315,75.7127608935862,0.6416524007929504,4.286104842866313,0.12458658159799597,0.22439878769534832,63.47321044080491,24.933609008789062,0.9306569343065694,18.91148567199707,0.01923602588596846,274.0,300.0,275.0,324.0,24.131400469174633
10514-12701,1,,1-54655,0,0,10.3541,0.215502,78.651,0.94062205466541,1061,63.78300893753632,55.941665835274605,30.639880102577234,407,54.3670307304011,49.239719827421496,23.04829758913684,261.0,63.32072685411594,56.62522245164112,28.338994894592094,395.0,68.9746213518161,59.0525467654605,35.64119963103803,418.0,5.171467576708113,1.5039911270141602,55.941665835274605,30.639880102577234,63.78300893753632,0.5477112568081042,2.08798854509075,0.23044012062733005,1.3413713846262796,50.68399489439086,22.216154098510742,0.5184275184275184,12.645086288452148,0.07845232837487062,402.0,85.0,1061.0,82.0,41.17531408999641
10515-6104,1,,1-606491,0,4096,5.85399,0.382715,170.302,1.0,270,73.8340842102145,67.51032850769317,29.896948605909554,270,74.86462159484859,73.5031648954876,14.212540831484995,67.0,73.8541547443972,65.82220240768831,33.494385249033584,363.0,74.06811420858511,62.457108122471695,39.81450975955736,488.0,5.78610897064209,2.266348361968994,67.51032850769317,29.896948605909554,73.8340842102145,0.4428499944642194,-10.919104881974915,-0.019997147518057538,0.19008839918569898,61.59504832647904,55.036319732666016,0.7962962962962963,25.275822639465332,0.025372869594848635,270.0,1.0,119.0,53.0,9.613455251732441
10517-1901,1,,1-182337,0,0,3.28234,0.504597,70.3554,1.0,67,58.68838546701974,57.41706248067593,12.149383721639968,59,50.457991076175375,49.97505098570297,6.964419747529727,15.0,76.46397665126995,70.15199573569367,30.420999648683015,96.0,76.94673044175545,70.58265837904723,30.64127382833307,98.0,3.310747827802386,2.113964080810547,57.41706248067593,12.149383721639968,58.68838546701974,0.21159883833710436,-21.28637630265419,0.2179922514383871,1.2722317601426543,46.93278954946414,68.52163696289062,0.4915254237288136,16.46784210205078,0.06383186016138279,59.0,259.0,67.0,253.0,21.375564103917796
10517-3702,1,,1-78665,1,0,3.0998,0.135237,167.844,1.0,104,63.27362316334211,60.96665976326486,16.92978988431118,104,59.078007934934185,58.335327008529326,9.33812852600004,25.0,65.18902213250209,62.487459269569904,18.572184594863607,128.0,75.2160391452635,71.1468849093592,24.4043707641932,201.0,6.014197213309152,2.273613929748535,60.96665976326486,16.92978988431118,63.27362316334211,0.27768931330747,7.807629892600759,0.09898302921992341,0.7259193890038903,58.615674854397824,26.50811004638672,0.8076923076923077,20.04586696624756,0.03569439485408857,104.0,341.0,104.0,352.0,48.56720260132167
10517-6102,1,,1-586066,0,0,4.31113,0.314161,171.753,1.0,153,144.7834762102166,118.7896456995646,82.772429335415,153,145.90442027188647,137.46273444081638,48.90906352537194,37.0,143.8261137018051,113.94168667407719,87.76812075253173,211.0,142.63999381944743,99.73973463843608,101.97133504601355,542.0,6.739393642970494,2.615997314453125,118.7896456995646,82.772429335415,144.7834762102166,0.6967983518088595,-71.32351201406458,-0.011126630825759173,0.20248500942607575,107.26228019183432,35.58655548095703,1.0,36.686973571777344,0.015284579721190652,153.0,353.0,153.0,357.0,132.0998899277145
10517-9102,1,,1-78858,0,0,6.96047,0.284936,141.713,1.0,437,84.42472116946485,75.497989760904,37.78342343679725,415,87.35740630264557,85.26806523905911,18.99140559076817,107.0,84.47901742910538,76.44180566373699,35.963241409174444,374.0,83.92404927764503,70.48659555644734,45.55091540263936,506.0,7.33548504965646,2.2693002223968506,75.497989760904,37.78342343679725,84.42472116946485,0.5004560195106423,-15.83676353336597,-0.04926451291921444,0.22598817972485585,63.70025165199809,22.001365661621094,0.8313253012048193,16.275548934936523,0.03092664293797735,415.0,140.0,437.0,323.0,46.668136038017224
10518-6104,1,,1-79084,0,0,3.36777,0.136924,129.88,1.0,126,94.65749168403993,86.08215551207962,39.36881042536371,104,97.94456544258587,95.29644107552932,22.62136640601435,33.0,94.54763680431081,86.46474922449643,38.25052636010144,103.0,93.32757753463893,79.25529384208498,49.28118430485219,135.0,7.4027524675641745,2.4471325874328613,86.08215551207962,39.36881042536371,94.65749168403993,0.45733997006893284,2.817300734354246,-0.0492487524554386,0.567088549939197,84.18523262955819,52.05327606201172,1.0,17.416211128234863,0.033541215203046704,104.0,310.0,126.0,298.0,25.873544084818967
10518-9101,1,,1-78873,0,0,7.51333,0.554486,28.9913,1.0,316,153.24673620829103,128.71497311674767,83.16861099025556,298,144.74248365520862,133.92754190650825,54.89808825049206,81.0,144.47263314525776,134.27809922631366,53.30791494789953,73.0,149.77128709882336,129.91359324360857,74.52447067757272,203.0,15.701866149902346,2.522470712661743,128.71497311674767,83.16861099025556,153.24673620829103,0.6461455802412324,7.573689052621221,0.08236791593779906,0.25469866262663604,127.57301011838702,25.215457916259766,1.0,20.897262573242188,0.026253364374624968,298.0,207.0,316.0,208.0,120.62847533015389
10520-1901,1,,1-183465,0,0,2.63483,0.306833,4.08289,1.0,61,92.79644942828996,87.04507443364888,32.16109518249808,61,92.61739486254022,90.78243645491396,18.344782975909034,15.0,95.63412968277659,84.38800119234666,44.99502211292519,174.0,95.50361987366443,84.76828255136593,43.991813809675804,191.0,3.8180123056684225,2.760169267654419,87.04507443364888,32.16109518249808,92.79644942828996,0.3694763361597588,6.591985300471894,0.0027864285468594575,0.33118401694759664,85.92127634703076,61.577857971191406,1.0,31.06880760192871,0.008835964419866643,61.0,6.000000000000001,48.0,261.0,128.13336432071122
10520-1902,1,,1-79648,0,0,3.08682,0.143196,56.588,1.0,101,123.17389798853998,122.98779814025572,6.768356839216147,101,129.1708004866399,129.0870758191897,4.650005893556171,23.0,114.98635578371955,114.47012169204585,10.883623304228536,299.0,115.07782973701111,114.53193885890494,11.195618705573185,301.0,3.0714706012180875,2.147753953933716,122.98779814025572,6.768356839216147,123.17389798853998,0.0550327507408295,11.94796504099449,-0.06858341639074299,0.21038766600729217,120.21109316859402,14.479039192199707,1.0,40.018558502197266,0.008104347419048865,101.0,283.0,73.0,159.0,104.6455519705314
10841-1902,1,,1-77738,0,4096,2.6880562,0.2091849,148.55624,1.0,73,57.18099076269975,55.48001630818758,13.843175034911422,73,54.28285822580224,53.80952086931353,7.152912761767558,18.0,57.106670581228826,52.512814161701414,22.440502973231183,136.0,58.02983157139029,53.27189873691592,23.012304473209568,147.0,3.399671145847866,2.2595314979553223,55.48001630818758,13.843175034911422,57.18099076269975,0.2495164197143267,-9.350967594845931,0.07503893059993061,0.5694025053698479,54.80593059504048,11.551148414611816,0.7808219178082192,19.216920852661133,0.03461974916565455,73.0,330.0,73.0,149.0,19.91175584285522
10841-6101,1,,1-54586,0,4096,3.6629977,0.4186707,102.31446,1.0,103,145.0723044267576,138.70536067956178,42.506428107316985,86,141.6176846184145,139.66024083467423,23.464563210967956,25.0,143.2175775162477,138.42944084988315,36.72280511631866,67.0,147.39483053594364,139.99561692736262,46.113591378753924,112.0,8.334787232535227,2.3068368434906006,138.70536067956178,42.506428107316985,145.0723044267576,0.30645122797752333,4.21492908932349,0.034770688240546056,0.6698500412466746,137.91619483353458,36.35356140136719,1.0,17.754627227783203,0.023791390325938307,86.0,285.0,102.0,283.0,88.01645495906388
10842-12704,1,,1-605818,1,64,9.877955,0.4271234,163.65567,0.8899858956276445,709,121.6426638684426,95.73249646097186,75.04816316447004,628,127.02175054869504,115.97595011678193,51.80834012940984,172.0,126.70443683248995,114.36134027126863,54.54812704756735,201.0,122.26730306154009,99.74864643448855,70.70714908996038,502.0,11.488806860787529,2.0710058212280273,95.73249646097186,75.04816316447004,121.6426638684426,0.7839361339027193,12.14821406415524,-0.06242624220754066,0.1657432508832625,77.93467190582714,20.73969268798828,0.9792993630573248,17.990446090698242,0.10778088312161739,611.0,3.0,631.0,8.0,84.41856425159637
10842-12705,1,,1-77595,0,64,6.930052,0.31344676,172.6463,1.0,415,121.97618156527766,86.06896050553439,86.43102976791576,290,113.08269740867064,98.32677641049116,55.85285573667871,99.0,110.23730435374975,102.33253301957468,40.99165716312177,51.0,114.61196845314896,95.29637799025681,63.67498452802096,139.0,16.173385892595565,1.8755137920379639,86.06896050553439,86.43102976791576,121.97618156527766,1.004206734463327,7.487454789495576,0.10922125660793343,0.4987762081891014,83.92008984422557,14.005391120910645,0.993103448275862,13.132901668548584,0.02966246234682163,290.0,172.0,415.0,174.0,105.19161665157134
10842-3703,1,,1-585579,0,0,13.79561,0.35188556,6.7022705,0.5688756515264334,1343,88.32667087133989,68.83804207807152,55.3436965703562,736,88.06939551009499,72.22245454636749,50.3997567931773,387.0,86.37133982051155,80.43316028835926,31.472449355227994,151.0,88.38513082295363,71.51273701512187,51.94092601404643,424.0,8.771065984453474,0.9179098606109619,68.83804207807152,55.3436965703562,88.32667087133989,0.8039696496246809,-214.45711550649344,0.004208372200308312,0.2371530071894832,65.66617160442385,16.763874053955078,0.8817934782608695,15.940273761749268,0.057251980100585034,736.0,203.0,768.0,202.0,65.53252153391374
10845-12705,1,,1-78451,0,0,10.42185,0.58300787,160.56772,1.0,565,122.59666112103372,87.15506480752208,86.22027601685237,565,118.06490403169728,104.25734483461818,55.40512261559759,143.0,118.28899330393011,104.35152180275236,55.70498931251061,139.0,119.59903679974518,91.89132371558004,76.5500766114919,379.0,16.08853476388114,2.631335735321045,87.15506480752208,86.22027601685237,122.59666112103372,0.9892744180417493,3.531078039477723,0.05433951525062329,0.14661746748204152,74.55327042304607,17.71578025817871,0.984070796460177,22.4559268951416,0.019060732445168448,565.0,340.0,565.0,344.0,104.44993343767439
10845-6101,1,,1-60334,1,0,6.094013,0.41009986,26.347229,0.9100719424460432,278,67.32813969840439,48.48164272974605,46.71839801912216,227,56.42621495948147,50.17147991427274,25.82131557193278,70.0,64.4712458832698,46.489605805987566,44.66831200912925,200.0,80.13193624089213,57.94439180406097,55.34956787701123,293.0,8.275282723563059,2.4377758502960205,48.48164272974605,46.71839801912216,67.32813969840439,0.9636306731508081,1.274395267017355,0.2548440255666317,0.462881486353927,46.283284697953746,42.963104248046875,0.3700440528634361,16.39021873474121,0.05601406697007287,223.0,217.0,278.0,216.0,58.3340968171276
10846-3701,1,,1-607767,0,4096,2.9295237,0.485899,91.96731,1.0,53,90.26368652134886,86.34269976519636,26.314849452001358,49,93.31671233999947,92.28623787700657,13.829645709661774,15.0,90.13523125482216,84.82800428756018,30.4724400393198,67.0,94.86849392619389,83.10898195848755,45.7485328469458,95.0,6.112961769104004,2.4811198711395264,86.34269976519636,26.314849452001358,90.26368652134886,0.3047721408244468,35.15738956518077,-0.04798977848131585,0.5555436301809534,84.76107455847672,27.658018112182617,1.0,18.545610427856445,0.022353767899885333,49.0,272.0,2.0,,
11006-12705,1,,1-456611,0,0,3.8155572,0.24376976,134.08208,0.9855072463768116,138,52.354062715229844,50.07469467743984,15.279817922717486,111,49.957964047500774,49.344370620041175,7.805847800424828,37.0,53.51898399099239,49.873815947881354,19.413503811135048,137.0,53.536257897454384,48.656528734707415,22.330990151610802,145.0,4.035540989467076,2.510608673095703,50.07469467743984,15.279817922717486,52.354062715229844,0.3051405110134702,-7.215554424176736,0.06758681219394147,0.515609386940023,50.13788797743384,23.88279151916504,0.5135135135135135,15.295869827270508,0.03413351873005611,111.0,331.0,0.0,,
11006-1901,1,,1-591128,0,0,2.1486785,0.314532,85.27452,1.0,37,191.09841177033437,187.17687674868597,38.51518910444933,37,195.9067950630623,194.55057893725572,23.011835803762466,11.0,179.27462074671206,166.6802644679272,66.00817434817662,276.0,178.19578740241664,165.58134490629368,65.85253880444007,307.0,3.8641323362077986,3.584688425064087,187.17687674868597,38.51518910444933,191.09841177033437,0.20576894845917293,1.4223281479235501,-0.035851650569595155,0.2874018369961779,187.36814647463743,62.997833251953125,1.0,66.50294494628906,0.0075085525899582,37.0,87.0,5.0,,
