plateifu,ok,why,mangaid,dapqual,drp3qual,reff_arcsec,ecoo_ell,ecoo_pa,frac_good_1Re,n_spx_1Re,sigma_e_tot_1Re,sigma_e_1Re,v_e_1Re,n_bins_1Re,sigma_e_tot_0p5Re,sigma_e_0p5Re,v_e_0p5Re,n_bins_0p5Re,sigma_e_tot_3kpc,sigma_e_3kpc,v_e_3kpc,n_bins_3kpc,sigma_e_tot_5kpc,sigma_e_5kpc,v_e_5kpc,n_bins_5kpc,Rmax_kpc,Rmax_Re,sigma_e,v_e,sigma_e_tot,vsigma_e,vsys_offset,dlogS_dlogAp,e_sigma_e_tot,med_sigma_astro,med_sigmacorr,frac_sigma_gt50,med_snr_1Re,A_kin,n_asym_pairs,pa_kin_star,n_gas_1Re,pa_kin_gas,v_e_gas
11009-9101,1,,1-456269,0,0,4.284813,0.3410106,104.62766,1.0,149,187.9589654488263,166.72409664320122,86.78506951717888,145,194.17257698032606,185.47015063876384,57.478803686358205,37.0,192.70023098945254,184.5175009678402,55.5578154715559,43.0,188.5017051695341,170.17011069335697,81.0865357407294,121.0,19.343674523489817,3.4192867279052734,166.72409664320122,86.78506951717888,187.9589654488263,0.5205310525862601,23.135076113561396,-0.04692173103734031,0.37598645614644366,150.71330424534236,22.74891471862793,1.0,18.409290313720703,0.009885536478886526,145.0,274.0,149.0,274.0,109.44524427529632
11010-12705,1,,1-518536,0,0,9.167135,0.1161128,109.37622,0.9391025641025641,936,65.38567838023334,44.72667757853925,47.694981392476805,724,58.468430545862184,47.74371529523105,33.750481778846215,234.0,58.971582633690026,47.57510235077714,34.84619340236765,257.0,63.38095915803936,45.266421993361476,44.36323955384653,627.0,9.566784586225237,1.6652964353561401,44.72667757853925,47.694981392476805,65.38567838023334,1.0663653992346125,12.72223658351195,0.1613168066182821,0.26830086693283284,45.84588017328552,16.017955780029297,0.287292817679558,12.406686305999756,0.05380808548436935,722.0,296.0,936.0,297.0,52.35648593976505
11010-6104,1,,1-591528,0,0,7.7620187,0.23264843,62.646217,0.9965457685664939,579,109.84938847903243,101.80150870568526,41.27155163625021,577,115.29711203406262,111.39895266022955,29.727048114454988,145.0,112.51237004843904,106.36581501680158,36.6789695837878,366.0,106.04580936610482,95.4152574832452,46.27788157984618,858.0,6.551833152770996,1.7313714027404785,101.80150870568526,41.27155163625021,109.84938847903243,0.4054119841737211,-1.7132707236288585,-0.06982953832920243,0.18811164708613093,92.20745430619408,61.38658905029297,0.9722703639514731,20.252260208129883,0.021489284810490412,577.0,167.0,579.0,172.0,58.33428352946503
11012-9101,1,,1-245118,0,0,4.4985876,0.40082484,67.25207,1.0,156,197.4234310231333,185.31219766526084,68.08377569889296,149,209.95714893285157,206.45389340445388,38.19416560358415,40.0,209.41586285657013,205.61250218871854,39.73037326348695,43.0,199.22495790589275,189.93907534936073,60.114320324150746,117.0,14.61007799421038,2.5123889446258545,185.31219766526084,68.08377569889296,197.4234310231333,0.3674004008191423,19.085029351863156,-0.08880168710775176,0.3718892002364604,166.36994262575917,21.905067443847656,1.0,18.70807456970215,0.016090780162558962,149.0,67.0,28.0,12.0,332.1937810381542
11014-12703,1,,1-623147,0,0,8.657095,0.5489047,14.898438,0.8859857482185273,421,43.273423049518364,40.2805411868506,15.81351144170768,112,39.891271537161614,38.311577521855696,11.114700744437597,80.0,41.524996440214025,38.61507220912335,15.270937353154748,102.0,46.097748060952284,41.81398713873995,19.406000511499528,117.0,5.369728292737689,1.2379857301712036,40.2805411868506,15.81351144170768,43.273423049518364,0.392584383818307,-72.18436031540821,0.11740813634400324,1.306798164909146,38.95551844005095,19.90152931213379,0.07142857142857142,12.249177932739258,0.051571513314041646,110.0,28.0,0.0,,
11014-1902,1,,1-456921,0,0,2.4824274,0.2806087,9.811096,1.0,55,150.17238803246917,149.221901582615,16.869209093577865,55,154.3851839477289,154.08118989151953,9.683591492188755,13.0,138.73161001240135,135.36178686150305,30.391549389493797,278.0,138.69875837249998,135.33485966752144,30.361510714149333,279.0,3.0292371341160367,2.9937453269958496,149.221901582615,16.869209093577865,150.17238803246917,0.11304780943458505,10.449265420781925,-0.03991473544837202,0.2977483893928961,147.92566008238688,19.648338317871094,1.0,48.33344268798828,0.005178946054662589,55.0,6.000000000000001,2.0,,
11014-3704,1,,1-456718,0,0,5.2100616,0.08247304,38.927612,0.9583333333333334,312,59.97712493389554,56.45554006841115,20.24913605367243,289,60.98734768468478,59.47491512783381,13.497816421539836,77.0,60.41294255523961,56.2420615533313,22.057972264330527,351.0,63.2883697520932,58.375121923838044,24.449189889538435,407.0,4.000496183122908,1.5525736808776855,56.45554006841115,20.24913605367243,59.97712493389554,0.3586740296724666,10.99094337987574,-0.024097608267701576,0.5325012137576777,53.533447670076,32.58179473876953,0.5743944636678201,20.38518714904785,0.06705324333573082,289.0,230.0,312.0,217.0,26.92508452940247
11014-6102,1,,1-456829,0,0,5.411672,0.35023034,131.40045,1.0,237,110.8538197834243,93.52234805349096,59.515878344670426,237,111.43121420666719,105.59008256854614,35.60407227747628,59.0,110.70513777546182,93.15811871077113,59.80963507791915,246.0,111.9936127145058,82.63851883111863,75.58733024949068,483.0,6.599230085100447,2.227755069732666,93.52234805349096,59.515878344670426,110.8538197834243,0.6363813525151206,15.220705854663997,-0.00749493503535365,0.19341611432196198,83.720175938144,33.89323043823242,0.9957805907172996,20.55322265625,0.014886389241635755,237.0,137.0,190.0,134.0,81.75534792758346
11014-6103,1,,1-456578,1,0,5.6351295,0.2353967,52.930054,0.8831168831168831,308,43.36941106936682,40.918282143102374,14.373586990072676,81,40.64039459063371,39.25344971114503,10.526554909229242,62.0,43.36941106936682,40.918282143102374,14.373586990072676,81.0,54.807700325566564,51.74752491327713,18.05762111483326,91.0,3.99007797241211,1.445774793624878,40.918282143102374,14.373586990072676,43.36941106936682,0.3512754259771788,-1.765982477783186,0.093763442632012,1.2884325095611535,36.77457819735605,39.26087188720703,0.13580246913580246,12.70110034942627,0.023372955381119217,80.0,48.00000000000001,1.0,,
11014-6104,1,,1-456912,0,0,5.7703094,0.22787344,27.191788,1.0,319,137.8584711552254,136.6938261114067,17.881721737031206,319,147.8211505004885,147.27103406447083,12.741077696550581,80.0,137.49795418822416,136.3170190653529,17.982150012810045,331.0,128.37362687368145,126.12722783627355,23.91046789671698,608.0,5.941032000950405,2.0000460147857666,136.6938261114067,17.881721737031206,137.8584711552254,0.1308158696388924,9.897839836179838,-0.10066478641355434,0.1922131783309532,125.84824987232896,46.87496566772461,1.0,22.5721378326416,0.016506016574516245,319.0,74.0,52.0,75.0,115.09001328204322
11015-1901,1,,1-456509,0,4098,3.222136,0.3593455,163.56993,1.0,86,99.73957108265083,95.59774751295934,28.443851887528005,86,100.28530916520734,98.89580399101438,16.636201108789304,23.0,98.82022388279331,89.4870685536701,41.92256206288142,214.0,98.55355674007973,89.35564905131825,41.57368793765788,224.0,3.4709552356175015,2.2865562438964844,95.59774751295934,28.443851887528005,99.73957108265083,0.2975368418975784,10.61389714499531,-0.007872376456092064,0.34226832360202597,94.39921684676784,69.99201965332031,1.0,26.726953506469727,0.013186035379427037,86.0,170.0,0.0,,
11015-9101,1,,1-456587,0,4098,2.2641966,0.08057964,68.0717,1.0,61,45.428849343563535,45.03754309568959,5.949795339681474,45,47.790659602508,47.605669529494854,4.200877752484008,15.0,50.24042455797136,48.400201214273444,13.472964862384785,73.0,50.24042455797136,48.400201214273444,13.472964862384785,73.0,2.2735118865966797,2.2324254512786865,45.03754309568959,5.949795339681474,45.428849343563535,0.1321074581497522,-0.2092229952944016,-0.0731199154921617,0.8483591886339545,44.4186895425391,22.241844177246094,0.1111111111111111,15.9086275100708,0.0268520535311916,45.0,59.00000000000001,4.0,,
11015-9102,1,,1-456940,1,4096,3.1984818,0.2521739,135.63126,1.0,95,77.16223990840423,74.34098389938795,20.6743652998846,92,77.67647284749559,76.72476512539582,12.122081111779668,23.0,76.34027910747224,72.76391446155279,23.09222740314567,124.0,75.4671222580493,70.79471560327117,26.14182060536937,136.0,6.292411940438408,3.006007432937622,74.34098389938795,20.6743652998846,77.16223990840423,0.27810185197259424,-8.75223550026987,-0.009582668642222377,0.3854914702366253,74.25072199960712,18.632793426513672,1.0,19.353388786315918,0.015798176214549056,92.0,313.0,0.0,,
11016-12704,1,,1-196804,0,0,9.331647,0.100829,141.1647,0.9623601220752798,983,54.6031852997907,45.34820878759017,30.414598544784536,131,51.29322702194398,47.47406506486321,19.421850698165166,101.0,53.751611296993524,47.77420233715157,24.634555162859822,111.0,54.6031852997907,45.34820878759017,30.414598544784536,131.0,7.255730628967286,1.4552854299545288,45.34820878759017,30.414598544784536,54.6031852997907,0.6706901850797619,-7.08852758490584,0.09021677506498056,1.4697153762183064,42.68349948084443,17.760242462158203,0.2366412213740458,11.230108261108398,0.08909232371775751,125.0,128.0,983.0,130.0,37.27363501131518
11017-12701,1,,1-319408,0,0,9.08672,0.40772897,169.87016,1.0,612,134.1008062418215,115.91419779054911,67.43089043813677,589,138.56015399399897,130.7073828937228,45.983652877021974,153.0,138.01964712258177,128.93310827085514,49.25115819407637,193.0,135.02202845037337,117.96014611523734,65.69895048876575,531.0,10.190937859671457,1.901288390159607,115.91419779054911,67.43089043813677,134.1008062418215,0.5817310711150403,8.807923322242281,-0.047194527521297505,0.21392452185905234,108.14158729424327,28.034879684448242,1.0,15.352625846862793,0.028149786119676785,589.0,132.0,612.0,123.00000000000001,70.14274501448037
11018-9101,1,,1-233665,0,0,7.618335,0.46885645,81.456085,0.9616368286445013,391,187.85457633880114,140.1336215083346,125.10759359203294,376,182.73866671015205,160.54483976466977,87.28559294603288,96.0,183.89286251603124,157.6332959646975,94.70126127801072,117.0,187.43479040722306,142.9814590955922,121.19448423874385,311.0,13.60680035182408,2.4938836097717285,140.1336215083346,125.10759359203294,187.85457633880114,0.8927735702926368,18.540913629032755,0.03983432771833742,0.1616909884103379,114.90396230581315,27.261913299560547,1.0,22.57585620880127,0.02263161473975303,376.0,263.0,374.0,264.0,165.68362472843305
11019-3701,1,,1-151970,0,0,6.609913,0.3671188,145.77048,1.0,346,120.74625083118426,83.07767259690235,87.62281327182531,284,116.79828827335409,102.69831546786673,55.63179076434665,85.0,115.2484404318188,104.88789447578385,47.75701638925235,69.0,119.76242159442754,91.81136209610182,76.90065940042311,183.0,10.940749985831125,1.5894079208374023,83.07767259690235,87.62281327182531,120.74625083118426,1.0547095330531977,9.401705307937494,0.04795926301516069,0.37967861402686304,73.63671747951143,34.65270233154297,0.795774647887324,12.416879177093506,0.03418410119624167,284.0,143.0,346.0,140.0,101.98803633234338
11019-3703,1,,1-152056,0,0,3.0331688,0.1601529,121.51686,1.0,98,120.67100204074245,117.03207959492798,29.410594676124976,98,123.45689959554193,122.6876919373229,13.759952937284092,23.0,121.57300860589199,118.48279296588817,27.23644970422482,81.0,112.86191094302839,105.33841137634042,40.51703383048846,206.0,8.783878598894391,2.722440242767334,117.03207959492798,29.410594676124976,120.67100204074245,0.2513037004718798,11.113565440992067,-0.03292843661589326,0.3022748247840021,115.20529367369173,22.258358001708984,1.0,26.076634407043457,0.017288866565962024,98.0,48.00000000000001,98.0,39.0,55.2272558299392
11020-12703,1,,1-627142,0,0,9.998688,0.0672603,67.917404,1.0,1163,245.88957504015707,244.3645905481161,27.342823549893534,219,256.20577746598303,254.90891011554294,25.74583365624181,193.0,271.6675258803709,270.9833428762617,19.26843277405733,65.0,261.5760539781866,260.364372971499,25.148067559106405,159.0,21.049763815743585,1.624800443649292,244.3645905481161,27.342823549893534,245.88957504015707,0.11189355826293357,57.271557136211605,-0.05929243855523682,1.1879342704244016,238.70586389905463,21.71621322631836,1.0,15.892257690429688,0.014938773336366843,216.0,112.0,102.0,153.0,333.06339052739037
11021-1901,1,,1-195854,0,0,3.6252356,0.25561976,141.14195,1.0,125,143.46647321408932,139.13779799355302,34.97573596072345,125,152.4918441146949,150.93371925316842,21.743387820350005,30.0,139.86603267588634,134.1072363694964,39.72097997064184,192.0,134.63856536713686,126.53806830943623,45.99631020676805,330.0,4.770269393920898,1.989586591720581,139.13779799355302,34.97573596072345,143.46647321408932,0.251374798689455,4.577784417515894,-0.08801845170767762,0.21210758254764916,131.33676122687984,55.900943756103516,1.0,37.394287109375,0.012026317718885338,125.0,310.0,114.0,282.0,47.993082274474126
11022-9102,1,,1-83141,0,0,4.64096,0.2640562,7.7165527,1.0,196,209.97595224015842,208.95002852780317,20.73128306187383,120,216.35300660648596,215.88010088854665,14.29704542963609,49.0,218.4951187654785,218.09023458552585,13.2953564363976,31.0,213.51014496960147,212.9453516416705,15.519639787879564,85.0,18.97486550467355,2.5383365154266357,208.95002852780317,20.73128306187383,209.97595224015842,0.09921646437638701,22.11215175698215,-0.043163058801138895,0.663632775465452,205.6323116784758,15.828607559204102,1.0,17.137584686279297,0.01356424343194115,120.0,184.0,1.0,,
11742-12704,1,,1-122206,0,0,12.649014,0.2921114,27.846436,0.995768688293371,1418,77.79981050288991,73.87443043282477,24.400390212275546,745,86.12767030665795,83.93994199433345,19.28890174271992,351.0,87.32869573677777,85.53469900179483,17.61012111710383,261.0,82.2198545254972,78.86774171078517,23.237551412203448,571.0,9.626354490007673,1.369875192642212,73.87443043282477,24.400390212275546,77.79981050288991,0.33029547665295667,2.792124507990342,-0.14671016665918477,0.3448230082591938,69.62773224860904,16.87676429748535,0.8805369127516779,14.166108131408691,0.024945542313723652,744.0,306.0,1418.0,306.0,20.859858657202427
11742-9101,1,,1-122400,0,0,7.1887445,0.36809325,165.12738,1.0,410,273.2450448113863,251.90224034075558,105.8683891692168,297,278.97630147514633,268.29792501531233,76.4460608352685,103.0,281.7586716631172,276.2049681544221,55.66654852044406,41.0,278.3357220433715,266.9672152625762,78.73550749407974,117.0,17.707317897251674,1.8955789804458618,251.90224034075558,105.8683891692168,273.2450448113863,0.42027569515064855,15.923053906605276,-0.029947239521285706,0.5544761531606709,248.05277951704608,25.20115852355957,1.0,14.315409660339355,0.01836779738479912,297.0,344.0,127.0,343.0,180.7716297258449
11744-12705,1,,1-459215,0,0,6.034242,0.1188144,103.22398,1.0,398,152.42774459108807,127.31781483493471,83.81164207187005,173,166.2428879518097,158.65145800590358,49.66299092039239,93.0,168.8627079091075,166.11609571636907,30.332439175685565,39.0,164.77228883602987,156.15964876205857,52.574435486979375,105.0,18.8489191872733,1.9726853370666504,127.31781483493471,83.81164207187005,152.42774459108807,0.6582868405378333,14.325815936480057,-0.12516709872167153,0.646974751370195,136.07178852614703,21.828256607055664,1.0,12.840529441833496,0.022313751575390478,173.0,131.0,398.0,127.00000000000001,114.02173045015725
11744-6103,1,,1-459283,1,0,5.5837755,0.1517517,113.35523,0.981651376146789,327,106.65373466152819,89.86294824270304,57.4427510690508,321,112.3545275550916,106.43036216323924,36.00163707291055,81.0,107.21184130380541,91.98361362478452,55.07625386932837,272.0,106.1811961174177,80.95970831115929,68.70205265563413,626.0,6.543335233415877,1.9969817399978638,89.86294824270304,57.4427510690508,106.65373466152819,0.6392262015921029,18.698794754133946,-0.07512377705321147,0.20376774698194122,73.71418862858505,47.102088928222656,0.9750778816199377,19.984922409057617,0.02823104033022734,321.0,114.00000000000001,321.0,112.0,73.7387786990094
11746-12701,1,,1-605268,0,0,5.4190764,0.15145,129.15755,1.0,313,151.0266542014995,123.14328753939077,87.43443837121751,271,152.9341099236654,143.83909122785965,51.95341964574846,77.0,153.88247954060193,142.71619968807596,57.549142966311884,89.0,152.75984368026997,128.50368257886322,82.59765980275279,234.0,13.015901020595006,2.3072385787963867,123.14328753939077,87.43443837121751,151.0266542014995,0.7100219599322392,17.79008896562,-0.018107028008540225,0.3620446964851693,115.30986774054996,26.828163146972656,0.996309963099631,13.502166748046875,0.059999202309672636,271.0,143.0,313.0,144.0,111.20400322694205
11746-3701,1,,1-218839,0,0,3.1590405,0.1321311,40.858063,1.0,103,131.41384170806532,117.49963006808966,58.850953487046674,103,136.24293279120164,132.2914720859452,32.574578260991586,23.0,131.73786648651816,117.8385390072474,58.89774351413743,101.0,128.8757518569344,104.54578360220805,75.36005936628779,204.0,7.579430852617537,2.427466869354248,117.49963006808966,58.850953487046674,131.41384170806532,0.5008607555014704,11.197954104551831,-0.05206415468633595,0.4171619429254492,109.04657215544475,27.014598846435547,1.0,23.86876678466797,0.018352653346670415,103.0,52.0,103.0,64.0,64.68065576238935
11748-1901,1,,1-386964,1,4096,2.4007914,0.25104445,103.949,0.7454545454545455,55,67.30210073052307,66.49300996732715,10.404440793546016,31,66.74028429320326,66.41955722518006,6.535133169922684,12.0,63.676143404667705,60.17756019593027,20.81615929409158,53.0,63.676143404667705,60.17756019593027,20.81615929409158,53.0,2.6968182836260115,2.4057328701019287,66.49300996732715,10.404440793546016,67.30210073052307,0.15647420380967073,7.190859396445644,0.012093705049882084,0.888383164658181,67.91380293719021,72.11002349853516,1.0,18.531435012817383,0.05967195659026522,31.0,290.0,0.0,,
11748-3703,1,,1-605719,0,4096,4.34699,0.27993375,79.70488,1.0,175,46.53425238636566,45.81334156521105,8.159312458000567,140,48.29178857598763,48.18800764495869,3.1642950363852815,42.0,45.621199311654024,44.40618046930223,10.45872663192909,169.0,46.64697030400323,45.42197804478595,10.619969352194142,182.0,3.9851226125444685,1.952860951423645,45.81334156521105,8.159312458000567,46.53425238636566,0.1780990466802458,7.965130336298457,-0.05348486811742881,0.42134456943330917,45.3302452405223,19.881977081298828,0.15,16.481658935546875,0.03741404801953016,140.0,286.0,0.0,,
11748-6101,1,,1-605691,0,4098,5.5857935,0.3496493,76.40539,0.9920318725099602,251,61.87915625514478,55.73424158942588,26.883532009394397,69,58.47788547268097,56.40105302902607,15.446174496391656,48.0,61.87866467991663,55.73830354552918,26.87397738400498,70.0,66.48872895720743,57.664712254845796,33.098822319092136,82.0,4.058597428458078,1.5474814176559448,55.73424158942588,26.883532009394397,61.87915625514478,0.48235216345878923,-14.665497425831564,0.08156238005277286,1.6156928108396957,55.00056953201955,31.282581329345703,0.8115942028985508,11.354037284851074,0.0521338248480834,69.0,258.0,243.0,254.0,21.140642115033124
11748-6103,1,,1-605717,0,4096,6.4978743,0.3725677,154.51572,1.0,334,103.24614515738472,89.59795953444558,51.3027498008012,334,104.95204398639437,100.68585523439548,29.619083251181433,85.0,103.4023983641996,91.05153943347317,49.006868439671905,292.0,104.12558161208578,80.56357569644162,65.96701461381178,596.0,6.671925272260394,2.082540988922119,89.59795953444558,51.3027498008012,103.24614515738472,0.5725883721836106,11.390792544955724,-0.023642346446970587,0.1743869988888917,80.36326450904492,50.49726104736328,0.9970059880239521,20.660067558288574,0.016452098269807144,334.0,318.0,194.0,307.0,93.16133243726371
11748-9101,1,,1-386744,0,4096,3.4204042,0.17318004,22.012024,0.8677685950413223,121,37.500303111102816,35.89781484956649,10.845258062896944,49,35.74774124349237,35.280287942103335,5.76214254717491,26.0,40.49130490694893,38.392385501332214,12.867420432417788,57.0,40.49130490694893,38.392385501332214,12.867420432417788,57.0,2.3601317405700684,1.5569448471069336,35.89781484956649,10.845258062896944,37.500303111102816,0.30211471389958194,-5.893376551910446,0.06905017015872347,1.3586412378605865,34.786436294318534,23.222688674926758,0.02040816326530612,11.910966873168945,0.06101054884375171,49.0,48.0,0.0,,
11750-12701,1,,1-399279,0,0,10.592633,0.3178963,8.43811,0.9875,960,81.35809255648755,51.29148686151842,63.15316777458339,716,72.0075073903812,55.111796579793015,46.34405030123413,245.0,73.98412410868215,54.57475955198463,49.95243977997417,327.0,81.73874774118698,51.516865289382096,63.46050325244088,707.0,8.379125595092773,1.630004644393921,51.29148686151842,63.15316777458339,81.35809255648755,1.231260227356837,-11.009418892135123,0.17613852802228144,0.3340707340865805,50.54000997957054,23.550329208374023,0.5167597765363129,12.20001745223999,0.026129699693885164,716.0,186.0,960.0,185.0,70.49207759606254
11752-9102,1,,1-54435,0,4096,4.52101,0.18997014,119.17399,1.0,209,219.9566003598842,217.76214716962815,30.99279435531787,130,234.01095262086355,231.51339860787607,34.097979581710305,53.0,234.59350384415055,232.37754604735605,32.168123023956426,39.0,229.30415495089525,226.78962536898698,33.86534072970065,97.0,17.951331819806782,2.5545692443847656,217.76214716962815,30.99279435531787,219.9566003598842,0.14232406668536246,7.9916247592271334,-0.08935716146740644,0.9230448963341796,218.53879885073286,17.04669952392578,1.0,15.98824405670166,0.03345463469907867,130.0,112.0,158.0,338.0,96.811401352233
11753-1901,1,,1-55399,0,4096,3.5648572,0.17662734,164.34973,1.0,129,101.61836818636853,95.50817884963948,34.705626715067865,129,102.31594919865587,100.61853857775213,18.559718610456773,31.0,101.6076508730574,92.44537813882529,42.165943327651576,251.0,103.20648850710178,92.9207401270349,44.91453355218751,365.0,4.194442204066686,1.9236866235733032,95.50817884963948,34.705626715067865,101.61836818636853,0.36337858320705346,-37.407780059061636,-0.00986985030406526,0.3491020715037182,95.357657311561,65.52066040039062,1.0,28.75728988647461,0.02300205524999923,129.0,352.0,129.0,351.0,63.28386396325711
11753-6103,1,,1-78284,0,4096,5.6264567,0.4310188,36.37474,1.0,227,77.11996959216735,68.98223267861901,34.48102789317171,227,73.71310858046243,71.8118633005507,16.63366062831822,56.0,78.79342599090987,67.02891512377515,41.41893910658186,339.0,83.33044834694404,65.11400424858736,52.00125068128319,641.0,6.195030893598284,2.5226516723632812,68.98223267861901,34.48102789317171,77.11996959216735,0.4998537529774544,-5.230403811678374,0.06518328263880038,0.26866074767421233,68.22450924527759,46.8042106628418,0.9383259911894273,28.209558486938477,0.03277337758548742,227.0,184.0,227.0,186.0,35.53191400753982
11754-3704,1,,1-52986,0,4096,2.6847255,0.3759202,152.28003,1.0,53,115.42130165309712,99.98820935251345,57.65791242989276,53,113.7414793036025,109.5283033271672,30.67042361044093,13.0,117.36305144183729,96.3391778862493,67.02871509988057,75.0,121.40837399547567,86.45765589251516,85.23536246064032,153.0,7.33747959136963,2.8379342555999756,99.98820935251345,57.65791242989276,115.42130165309712,0.5766471147274665,-4.341209972713939,0.021151033086729748,0.4485317486518234,99.76813831787715,32.91477584838867,1.0,28.992053985595703,0.019775789710915412,53.0,157.0,53.0,161.0,90.21016179332564
11757-12705,1,,1-543376,0,0,5.7550983,0.37192875,136.41418,0.9125475285171103,263,60.15210576463158,39.23572723696272,45.594227004151364,144,49.86919178350239,41.655298391950936,27.418468320044287,63.0,52.72185392139707,40.97844660024631,33.17168664900675,93.0,60.15210576463158,39.23572723696272,45.594227004151364,144.0,9.969866616385325,2.0769169330596924,39.23572723696272,45.594227004151364,60.15210576463158,1.1620589247342537,10.746981877741263,0.2704664213628053,0.9870215658420913,37.153904413535,13.634734153747559,0.13194444444444445,13.260446071624756,0.030671609525871148,144.0,140.0,263.0,142.0,53.88186922569841
11757-3701,1,,1-270207,0,0,3.1794012,0.1354873,88.82434,1.0,111,59.360420424310156,53.57076633611694,25.570148750291185,103,57.94332110899527,55.94527241861311,15.084924764389914,27.0,59.704719093171086,52.75954973436603,27.947869217910416,120.0,62.74770236130336,53.993233313385446,31.968811488527994,149.0,5.380552155630929,2.022883415222168,53.57076633611694,25.570148750291185,59.360420424310156,0.4773153437801769,24.069956498405098,0.03485893275877972,0.6245275292110111,53.39938410578406,26.520254135131836,0.7184466019417476,16.731182098388672,0.02822043382225829,103.0,265.0,111.0,248.99999999999997,25.942221209932672
11759-6104,1,,1-54920,0,4096,5.375451,0.51121104,167.52985,0.8212290502793296,179,66.10949324330016,64.30801617934866,15.327888046387265,62,50.356192262141505,49.832005296885164,7.246885347028015,37.0,69.68740637601215,66.899800178887,19.512850725623053,64.0,79.11699316920688,74.32677938691901,27.111408559951276,71.0,4.201886994498117,1.5826014280319214,64.30801617934866,15.327888046387265,66.10949324330016,0.2383511256767634,2.7243713052867355,0.39268825963487636,2.9196744607146843,58.76559559918955,47.61589050292969,0.6612903225806451,13.776782512664795,0.04635950108095439,62.0,214.0,179.0,193.0,16.920601961443904
11759-9102,1,,1-54894,0,4096,7.798556,0.4963976,103.32066,1.0,387,102.13755652453042,93.63990240869308,40.78785517396183,366,107.0305726372182,100.90768590936298,35.68168162332305,99.0,103.61956735885674,95.89533868114698,39.25683072873771,285.0,98.11512130823589,86.3874750988808,46.516461337574825,500.0,7.4516527993338455,2.1457581520080566,93.63990240869308,40.78785517396183,102.13755652453042,0.4355819914884414,19.445297242954368,-0.06750950219128585,0.2397524652799514,87.5906756466085,24.130956649780273,0.9754098360655737,17.247878074645996,0.027175554961334177,366.0,277.0,387.0,274.0,68.74206747637467
11760-6104,1,,1-233576,0,0,5.4106345,0.1501192,83.82327,1.0,311,279.39111569487716,278.9882790381353,14.997856132387508,142,285.1351401591684,284.91135131655255,11.294690990219152,77.0,283.2865532453749,283.2645368611889,3.5317710091090646,27.0,285.1351401591684,284.91135131655255,11.294690990219152,77.0,16.954421997070312,1.6538238525390625,278.9882790381353,14.997856132387508,279.39111569487716,0.053758015154240335,23.02450515736494,-0.029359703007626584,1.177636829588039,281.82719079394866,41.07122039794922,1.0,15.720830917358398,0.017275379877523894,141.0,329.0,49.0,94.0,22.704101180604024
11823-12703,1,,1-324389,0,0,4.5147867,0.52601013,124.49622,1.0,123,140.68000768635554,110.99595685450456,86.43357058797244,123,136.6473801401229,126.2997149244758,52.16213673878207,31.0,136.69190828723296,123.32758708595617,58.94899536685255,43.0,140.88272138843578,110.40007466676725,87.52008169205418,129.0,12.703485488891602,2.6215977668762207,110.99595685450456,86.43357058797244,140.68000768635554,0.778709180382769,2.6788084350956676,0.041959518718124374,0.34653033842900155,102.87773827311776,23.920114517211914,1.0,23.264802932739258,0.016213155538243734,123.0,123.00000000000001,123.0,121.0,109.7602460653468
11827-6101,1,,1-320340,0,0,3.3932507,0.16589546,71.67554,1.0,119,225.96609503424438,217.24088894653906,62.18578836633534,118,238.36498561180787,235.8935543508484,34.235907778832065,30.0,232.7781849280533,228.40592390175783,44.90453546116902,59.0,220.96485420145993,209.33416939373745,70.7437086708526,148.0,11.312778336661204,2.73063063621521,217.24088894653906,62.18578836633534,225.96609503424438,0.2862526878245222,-0.8292397949643018,-0.07706600765806085,0.43893856177520846,202.06804456780793,35.78540802001953,1.0,20.94712734222412,0.011217757929669003,118.0,80.0,113.0,126.0,47.378478762604345
11828-12701,1,,1-80482,0,4096,8.856563,0.1916579,175.55463,1.0,801,287.9378711891945,285.2714083094728,39.09528444832204,79,255.5618368514529,255.39377696386998,9.266668388243477,67.0,255.2070254810906,255.14476220652443,5.637035877313268,16.0,255.69953024191886,255.568305435364,8.190910989290233,37.0,28.937838418143137,1.3481059074401855,285.2714083094728,39.09528444832204,287.9378711891945,0.1370459264740266,-0.9871263670636583,0.17208513849420257,4.628548394510557,257.2735310265866,20.086111068725586,1.0,13.63167667388916,0.049268496372170754,75.0,336.0,16.0,349.0,571.2380403354738
11832-3703,1,,1-233233,0,0,3.0611475,0.40900695,79.412025,1.0,69,85.3294825166861,81.73104488589267,24.51850094164886,62,83.66002162202692,82.81567896630798,11.855907183654269,15.0,86.9659817540951,79.24532965279491,35.822614514765185,80.0,90.96185473272703,74.68217627141846,51.9291013188416,109.0,5.334929738725935,2.285874843597412,81.73104488589267,24.51850094164886,85.3294825166861,0.29999005856195676,10.117125594057153,0.028505927924932603,0.5458082741591348,81.91351103721121,17.47480010986328,1.0,18.070707321166992,0.01720261069633555,62.0,80.0,1.0,,
