galaxy	team_release_kin	point_index	outer_fold	radius_kpc	radius_over_source	local_hi_surface_density	enclosed_gas_mass_msun	gbar_m_s2	u	vbar_km_s	h_lane0_feedback0	h_lane0_feedback1	h_lane0_feedback2	h_lane0_feedback3	h_lane0_feedback4	h_lane0_feedback5	h_lane0_feedback6	h_lane0_feedback7	h_lane0_feedback8	h_lane0_feedback9	h_lane0_feedback10	h_lane0_feedback11	h_lane0_feedback12	h_lane0_feedback13	h_lane0_feedback14	h_lane0_feedback15	h_lane1_feedback0	h_lane1_feedback1	h_lane1_feedback2	h_lane1_feedback3	h_lane1_feedback4	h_lane1_feedback5	h_lane1_feedback6	h_lane1_feedback7	h_lane1_feedback8	h_lane1_feedback9	h_lane1_feedback10	h_lane1_feedback11	h_lane1_feedback12	h_lane1_feedback13	h_lane1_feedback14	h_lane1_feedback15	h_lane2_feedback0	h_lane2_feedback1	h_lane2_feedback2	h_lane2_feedback3	h_lane2_feedback4	h_lane2_feedback5	h_lane2_feedback6	h_lane2_feedback7	h_lane2_feedback8	h_lane2_feedback9	h_lane2_feedback10	h_lane2_feedback11	h_lane2_feedback12	h_lane2_feedback13	h_lane2_feedback14	h_lane2_feedback15	h_lane3_feedback0	h_lane3_feedback1	h_lane3_feedback2	h_lane3_feedback3	h_lane3_feedback4	h_lane3_feedback5	h_lane3_feedback6	h_lane3_feedback7	h_lane3_feedback8	h_lane3_feedback9	h_lane3_feedback10	h_lane3_feedback11	h_lane3_feedback12	h_lane3_feedback13	h_lane3_feedback14	h_lane3_feedback15	total_hi_mass_msun	half_hi_mass_radius_fraction	distance_mpc	inclination_degrees	missing_stellar_counterpart
WALLABY J130314-172514	NGC5044 Kin TR3	13	0	1.117835946420e+01	5.918573259525e-01	1.478000000000e+01	3.227082832944e+09	3.599685131980e-12	2.999737609983e-02	3.523680842865e+01	9.447628481417e-01	9.432863246661e-01	9.417615100345e-01	9.385603731375e-01	9.351456531365e-01	9.295907910325e-01	9.212917274311e-01	9.092779374947e-01	8.920003124043e-01	8.695548597483e-01	8.178814030967e-01	7.341310808877e-01	5.885940509799e-01	3.060676317454e-01	1.761990903189e-01	1.159366115347e-01	9.447628481417e-01	9.461926777004e-01	9.475773630639e-01	9.502172698056e-01	9.526940624340e-01	9.561268731894e-01	9.602284980779e-01	9.646902576623e-01	9.692245103498e-01	9.728339767455e-01	9.775971204309e-01	9.812835121033e-01	9.841833618951e-01	9.883765996741e-01	9.909795446314e-01	9.927025553888e-01	9.447628481417e-01	9.465665234146e-01	9.483536297828e-01	9.518715687872e-01	9.553038600077e-01	9.602654382540e-01	9.664761945750e-01	9.732115576511e-01	9.800592762752e-01	9.854284373090e-01	9.911722858046e-01	9.947798452576e-01	9.967523375418e-01	9.986360920791e-01	9.994121338878e-01	9.998044220855e-01	9.447628481417e-01	9.419207436574e-01	9.390191035571e-01	9.331920264245e-01	9.276505454747e-01	9.190045369670e-01	9.104066395748e-01	9.053477893428e-01	9.057502352639e-01	9.097071009767e-01	9.126327981395e-01	9.171219353521e-01	9.216911176957e-01	9.262355141677e-01	9.377804520247e-01	9.456568075366e-01	3.336974697493e+09	4.694172506887e-01	1.062339729563e+01	7.820000000000e+01	True
WALLABY J130314-172514	NGC5044 Kin TR3	14	0	1.194936960601e+01	6.326797742086e-01	1.257999999999e+01	3.475455414425e+09	3.392597018019e-12	2.827164181683e-02	3.536827737617e+01	9.053453257496e-01	9.032332052768e-01	9.010604454318e-01	8.965262069927e-01	8.917286960041e-01	8.840070856540e-01	8.726507458382e-01	8.565643043514e-01	8.340936130310e-01	8.063976803041e-01	7.465592996570e-01	6.578154823558e-01	5.172104490875e-01	2.625230044955e-01	1.494873126016e-01	9.766564555489e-02	9.053453257496e-01	9.073984686787e-01	9.093942650276e-01	9.132201865461e-01	9.168355170709e-01	9.218896018025e-01	9.279983401660e-01	9.347371359772e-01	9.416959758423e-01	9.474367759938e-01	9.551970669071e-01	9.613207928644e-01	9.662242950246e-01	9.734844629563e-01	9.783004129267e-01	9.816814995827e-01	9.053453257496e-01	9.076866531916e-01	9.100237574949e-01	9.146765528442e-01	9.192860623995e-01	9.260804832995e-01	9.348258453813e-01	9.447987786465e-01	9.554686976933e-01	9.643432209533e-01	9.750419638002e-01	9.824067550224e-01	9.869912236226e-01	9.921917040237e-01	9.948378049057e-01	9.963627796821e-01	9.053453257496e-01	9.002635388882e-01	8.950193473170e-01	8.842579126430e-01	8.735803744652e-01	8.573710213350e-01	8.396189515859e-01	8.253724523909e-01	8.179152500626e-01	8.166412057301e-01	8.143948496074e-01	8.158061708829e-01	8.182299816063e-01	8.183025663070e-01	8.293204808868e-01	8.362376207322e-01	3.336974697493e+09	4.694172506887e-01	1.062339729563e+01	7.820000000000e+01	True
WALLABY J130314-172514	NGC5044 Kin TR3	15	0	1.272037974783e+01	6.735022224648e-01	1.026000000001e+01	3.691019287404e+09	3.179484445911e-12	2.649570371592e-02	3.532674824406e+01	8.563790240303e-01	8.536230655164e-01	8.507982176378e-01	8.449359692710e-01	8.387804977770e-01	8.289717186805e-01	8.147569946291e-01	7.950272912989e-01	7.682050439667e-01	7.365311640695e-01	6.717295700003e-01	5.825175626663e-01	4.511731840845e-01	2.250231644999e-01	1.270520011760e-01	8.251303117424e-02	8.563790240303e-01	8.590675614645e-01	8.616901419871e-01	8.667432591014e-01	8.715499514992e-01	8.783228626364e-01	8.865956207082e-01	8.958376577123e-01	9.055182277350e-01	9.137005693978e-01	9.249712629226e-01	9.340174681222e-01	9.413708172595e-01	9.524689827305e-01	9.601269431873e-01	9.656819726854e-01	8.563790240303e-01	8.590995309576e-01	8.618320354715e-01	8.673237982466e-01	8.728351446914e-01	8.810947143763e-01	8.919837371222e-01	9.048913519876e-01	9.193020689707e-01	9.318990125801e-01	9.483684384202e-01	9.605575204441e-01	9.688298265659e-01	9.791098262908e-01	9.848671835967e-01	9.884038266383e-01	8.563790240303e-01	8.487267365735e-01	8.408122216780e-01	8.244753973556e-01	8.080414239701e-01	7.833879099240e-01	7.552978227955e-01	7.302648544555e-01	7.128976707226e-01	7.043625802014e-01	6.944478123047e-01	6.908341769925e-01	6.896504666418e-01	6.847300999967e-01	6.923269624905e-01	6.966641137744e-01	3.336974697493e+09	4.694172506887e-01	1.062339729563e+01	7.820000000000e+01	True
WALLABY J130314-172514	NGC5044 Kin TR3	16	0	1.349087485280e+01	7.142974012164e-01	8.149999999992e+00	3.872627215506e+09	2.965760041908e-12	2.471466701590e-02	3.513689122674e+01	8.015573157860e-01	7.982098168380e-01	7.947901539131e-01	7.877302036311e-01	7.803694979708e-01	7.687483369332e-01	7.521353925166e-01	7.295046446326e-01	6.994887364340e-01	6.652869682891e-01	5.984848819342e-01	5.120369043771e-01	3.920226944382e-01	1.930528192405e-01	1.082863184431e-01	6.997238155464e-02	8.015573157860e-01	8.048337188637e-01	8.080401194267e-01	8.142473982363e-01	8.201883168406e-01	8.286209209789e-01	8.390212690988e-01	8.507755251250e-01	8.632476454176e-01	8.739864468405e-01	8.890149993697e-01	9.012613177656e-01	9.113462619399e-01	9.268121007730e-01	9.377731930023e-01	9.458941422825e-01	8.015573157860e-01	8.044679517639e-01	8.074064061337e-01	8.133584462270e-01	8.193957403262e-01	8.285689805397e-01	8.409074639135e-01	8.559897804144e-01	8.734436553743e-01	8.893587868030e-01	9.115318895383e-01	9.290179990038e-01	9.417204655141e-01	9.586133343161e-01	9.687196737043e-01	9.752020430886e-01	8.015573157860e-01	7.913586590829e-01	7.808445468500e-01	7.592273376050e-01	7.375421776964e-01	7.055557417628e-01	6.690037544579e-01	6.356452021998e-01	6.110262517976e-01	5.974521154225e-01	5.831395906799e-01	5.772092121844e-01	5.747605285818e-01	5.694722319728e-01	5.754835741377e-01	5.789797171601e-01	3.336974697493e+09	4.694172506887e-01	1.062339729563e+01	7.820000000000e+01	True
WALLABY J130314-172514	NGC5044 Kin TR3	17	0	1.426188499462e+01	7.551198494725e-01	6.250000000009e+00	4.019904226998e+09	2.754687826226e-12	2.295573188522e-02	3.481768825981e+01	7.444473498699e-01	7.406016067268e-01	7.366850851593e-01	7.286377551757e-01	7.203020028251e-01	7.072524291439e-01	6.888277502834e-01	6.641497809705e-01	6.321320042834e-01	5.967291871007e-01	5.302391189493e-01	4.485025289809e-01	3.403009184233e-01	1.660319583236e-01	9.265190434829e-02	5.961465474855e-02	7.444473498699e-01	7.482228689665e-01	7.519287689159e-01	7.591343684481e-01	7.660699059614e-01	7.759810026644e-01	7.883146655485e-01	8.024033559011e-01	8.175307171600e-01	8.307548977400e-01	8.495219790188e-01	8.650262514708e-01	8.779427312837e-01	8.980260870754e-01	9.125475600622e-01	9.234713807947e-01	7.444473498699e-01	7.473748273417e-01	7.503427841706e-01	7.563934273602e-01	7.625846666171e-01	7.720985705345e-01	7.851073400365e-01	8.014014960404e-01	8.208245027162e-01	8.391674696123e-01	8.660853993418e-01	8.885533462928e-01	9.058563278818e-01	9.302911869788e-01	9.457567477642e-01	9.560274313811e-01	7.444473498699e-01	7.320675148751e-01	7.193932447403e-01	6.935963352352e-01	6.680253958065e-01	6.310734093729e-01	5.893470700961e-01	5.513303503652e-01	5.228906218762e-01	5.067730231399e-01	4.906775513568e-01	4.839543400077e-01	4.811484108023e-01	4.762540407974e-01	4.811936733675e-01	4.840995457559e-01	3.336974697493e+09	4.694172506887e-01	1.062339729563e+01	7.820000000000e+01	True
WALLABY J130314-172514	NGC5044 Kin TR3	18	0	1.503289513643e+01	7.959422977286e-01	4.920000000001e+00	4.142066455725e+09	2.554714365164e-12	2.128928637637e-02	3.442450955834e+01	6.888620575081e-01	6.846251417948e-01	6.803222424362e-01	6.715187517006e-01	6.624528054868e-01	6.483671922650e-01	6.286983302053e-01	6.027446370492e-01	5.697148635227e-01	5.341052067040e-01	4.693976730916e-01	3.931878113914e-01	2.961876130704e-01	1.435025282365e-01	7.975017481789e-02	5.112470320523e-02	6.888620575081e-01	6.930330124241e-01	6.971380976160e-01	7.051513521782e-01	7.129038406170e-01	7.240503760701e-01	7.380344177635e-01	7.541636627433e-01	7.716692000852e-01	7.871699834212e-01	8.094426392514e-01	8.280731463574e-01	8.437552814589e-01	8.684350819123e-01	8.865648757570e-01	9.003628315318e-01	6.888620575081e-01	6.916796276968e-01	6.945463626354e-01	7.004223125118e-01	7.064786834090e-01	7.158722451516e-01	7.288899944094e-01	7.455129403468e-01	7.658076423245e-01	7.855234241200e-01	8.156998932898e-01	8.421637242363e-01	8.636117925834e-01	8.956742413760e-01	9.171083763714e-01	9.318192099977e-01	6.888620575081e-01	6.748440554041e-01	6.606100813459e-01	6.319753529337e-01	6.039781539257e-01	5.642520362623e-01	5.199588427055e-01	4.798132340006e-01	4.496542096568e-01	4.323696502622e-01	4.156758587921e-01	4.087224802252e-01	4.058301373753e-01	4.014013424570e-01	4.055140089650e-01	4.079544399992e-01	3.336974697493e+09	4.694172506887e-01	1.062339729563e+01	7.820000000000e+01	True
WALLABY J130314-172514	NGC5044 Kin TR3	19	0	1.580339024141e+01	8.367374764802e-01	3.790000000004e+00	4.240995986526e+09	2.366888916860e-12	1.972407430717e-02	3.397342584486e+01	6.369576346558e-01	6.324403538113e-01	6.278639673283e-01	6.185360988156e-01	6.089792408349e-01	5.942289235257e-01	5.738290894395e-01	5.472563931598e-01	5.139931818395e-01	4.788801235047e-01	4.168042594299e-01	3.462448436806e-01	2.593091068643e-01	1.249688852638e-01	6.921976000175e-02	4.423337887347e-02	6.369576346558e-01	6.414153524665e-01	6.458131276029e-01	6.544277132647e-01	6.627998684709e-01	6.749030352033e-01	6.901974379800e-01	7.079913759595e-01	7.274907067277e-01	7.449481280885e-01	7.703113947677e-01	7.917673155588e-01	8.099968974507e-01	8.389975027564e-01	8.605854626894e-01	8.771734557751e-01	6.369576346558e-01	6.395827098406e-01	6.422618798476e-01	6.477789246773e-01	6.535004909948e-01	6.624437072304e-01	6.749740761325e-01	6.912190644192e-01	7.114311879448e-01	7.315035615027e-01	7.632584679106e-01	7.922741665689e-01	8.168375051499e-01	8.555979121570e-01	8.830092780039e-01	9.025030694920e-01	6.369576346558e-01	6.218741846898e-01	6.066759566112e-01	5.764243716270e-01	5.472017179538e-01	5.063275043098e-01	4.612203808378e-01	4.205266888867e-01	3.899010517330e-01	3.722415845063e-01	3.555602841638e-01	3.486391076984e-01	3.457734656464e-01	3.417768394500e-01	3.452424825895e-01	3.473145235074e-01	3.336974697493e+09	4.694172506887e-01	1.062339729563e+01	7.820000000000e+01	True
WALLABY J130314-172514	NGC5044 Kin TR3	20	0	1.657440038322e+01	8.775599247363e-01	3.040000000000e+00	4.324246980024e+09	2.194044252759e-12	1.828370210633e-02	3.349784563404e+01	5.908772805140e-01	5.861730706615e-01	5.814173361545e-01	5.717551000315e-01	5.618989567820e-01	5.467723643854e-01	5.260223867542e-01	4.992871134263e-01	4.662818154449e-01	4.320420801022e-01	3.728681034416e-01	3.075547753132e-01	2.292318062810e-01	1.100180332043e-01	6.077295221764e-02	3.872894711756e-02	5.908772805140e-01	5.955291142131e-01	6.001278011276e-01	6.091630554682e-01	6.179784912306e-01	6.307826201462e-01	6.470646493758e-01	6.661508665657e-01	6.872432284996e-01	7.063046046917e-01	7.342678107248e-01	7.581604502814e-01	7.786290179275e-01	8.115050732667e-01	8.362549869484e-01	8.554268526787e-01	5.908772805140e-01	5.932715552302e-01	5.957220213168e-01	6.007890092410e-01	6.060721860291e-01	6.143849002354e-01	6.261384556053e-01	6.415595861996e-01	6.610325768040e-01	6.806942453529e-01	7.125838816103e-01	7.426733565936e-01	7.690499331096e-01	8.127375547503e-01	8.454244381345e-01	8.696263702987e-01	5.908772805140e-01	5.751860729366e-01	5.594768011971e-01	5.284777137691e-01	4.988213391833e-01	4.577892739530e-01	4.128634284330e-01	3.724814493213e-01	3.420613589422e-01	3.244521188315e-01	3.080763436400e-01	3.013052827121e-01	2.985133333259e-01	2.948881612465e-01	2.978505323148e-01	2.996338774558e-01	3.336974697493e+09	4.694172506887e-01	1.062339729563e+01	7.820000000000e+01	True
WALLABY J130314-172514	NGC5044 Kin TR3	21	0	1.734541052503e+01	9.183823729925e-01	2.429999999998e+00	4.393888601166e+09	2.035590519417e-12	1.696325432848e-02	3.300751078699e+01	5.518737255671e-01	5.470636124356e-01	5.422091733148e-01	5.323722818432e-01	5.223737158314e-01	5.070987122417e-01	4.862832292165e-01	4.596984975551e-01	4.272425136765e-01	3.940339186413e-01	3.376665057743e-01	2.768924870677e-01	2.055861134241e-01	9.835822991510e-02	5.421433859455e-02	3.446995875233e-02	5.518737255671e-01	5.566383689562e-01	5.613564786155e-01	5.706492439293e-01	5.797451333605e-01	5.930079444926e-01	6.099609243816e-01	6.299582835224e-01	6.522133546229e-01	6.724808685299e-01	7.024569349536e-01	7.282885932957e-01	7.505763634104e-01	7.866733749108e-01	8.141100247628e-01	8.355117528551e-01	5.518737255671e-01	5.540327770058e-01	5.562481479027e-01	5.608460207439e-01	5.656627569018e-01	5.732843818317e-01	5.841419208765e-01	5.985192632875e-01	6.168776103601e-01	6.356321546137e-01	6.665812436566e-01	6.964522123221e-01	7.232934905886e-01	7.694840108860e-01	8.058346864290e-01	8.339524779862e-01	5.518737255671e-01	5.359220203948e-01	5.200309624645e-01	4.888792569630e-01	4.592934199134e-01	4.186841521491e-01	3.744794732694e-01	3.348545934524e-01	3.049879755459e-01	2.876540376984e-01	2.717116201423e-01	2.651376205717e-01	2.624357982090e-01	2.591135842885e-01	2.616952341627e-01	2.632588694632e-01	3.336974697493e+09	4.694172506887e-01	1.062339729563e+01	7.820000000000e+01	True
WALLABY J130314-172514	NGC5044 Kin TR3	22	0	1.811642066685e+01	9.592048212486e-01	1.970000000002e+00	4.452836519400e+09	1.891047776871e-12	1.575873147392e-02	3.251342504317e+01	5.217374060579e-01	5.168811382983e-01	5.119864088844e-01	5.020872821713e-01	4.920521487626e-01	4.767733866703e-01	4.560545467214e-01	4.297647489964e-01	3.979311789918e-01	3.656866301999e-01	3.116742277945e-01	2.544392908338e-01	1.883722201089e-01	8.991743445353e-02	4.948166564079e-02	3.140508505886e-02	5.217374060579e-01	5.265538757017e-01	5.313292876593e-01	5.407522929457e-01	5.499979366003e-01	5.635184670004e-01	5.808685770696e-01	6.014314802341e-01	6.244386017846e-01	6.455130986736e-01	6.768789690270e-01	7.040885284683e-01	7.276972395762e-01	7.661886726379e-01	7.956698281512e-01	8.187974246533e-01	5.217374060579e-01	5.236907978242e-01	5.256996125606e-01	5.298820701188e-01	5.342810309368e-01	5.412736640400e-01	5.512939608097e-01	5.646517185883e-01	5.818418403219e-01	5.995336791094e-01	6.290362402123e-01	6.578964949720e-01	6.841949997225e-01	7.305139574490e-01	7.681887004821e-01	7.982990931664e-01	5.217374060579e-01	5.057396120656e-01	4.898583071306e-01	4.588692722494e-01	4.295873825555e-01	3.896155916866e-01	3.462803076261e-01	3.075092690994e-01	2.782762341645e-01	2.612808920084e-01	2.457665755425e-01	2.393815530951e-01	2.367636028795e-01	2.336680418432e-01	2.359807032907e-01	2.373883628310e-01	3.336974697493e+09	4.694172506887e-01	1.062339729563e+01	7.820000000000e+01	True
WALLABY J132402-243938	NGC 5044 Kin TR1	0	0	1.063486280662e+00	7.663226729335e-02	5.040000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	5.147307980713e-01	5.098709914501e-01	5.049608776265e-01	4.949916427598e-01	4.848275524308e-01	4.692284135755e-01	4.478082723608e-01	4.201374456186e-01	3.858569915307e-01	3.507591085673e-01	2.915411259126e-01	2.321177731934e-01	1.768822757309e-01	1.111197152046e-01	8.354849214590e-02	7.189072959784e-02	5.147307980713e-01	5.195398946923e-01	5.242979360610e-01	5.336597438469e-01	5.428145199902e-01	5.561566622721e-01	5.732185923029e-01	5.933888184037e-01	6.159393001225e-01	6.367620840098e-01	6.679014636500e-01	6.950353660420e-01	7.186921773500e-01	7.575081234608e-01	7.876461076072e-01	8.115002619829e-01	5.147307980713e-01	5.171874792660e-01	5.196796073940e-01	5.247694778931e-01	5.299984336608e-01	5.380961558011e-01	5.493453926989e-01	5.640664107717e-01	5.825299405429e-01	6.015977213442e-01	6.338186444599e-01	6.652509992300e-01	6.946439033575e-01	7.448612760501e-01	7.835383951392e-01	8.128887326151e-01	5.147307980713e-01	5.004180101006e-01	4.852150927972e-01	4.535946472343e-01	4.226331142656e-01	3.800266951865e-01	3.324941942975e-01	2.785773315596e-01	2.075457649982e-01	1.750865545176e-01	1.496937062077e-01	1.395555164148e-01	1.354041815941e-01	1.329066629668e-01	1.323621694382e-01	1.321299919556e-01	1.448465700978e+09	5.383672218249e-01	2.924797221697e+01	5.340000000000e+01	True
WALLABY J132402-243938	NGC 5044 Kin TR1	1	0	3.198966732232e+00	2.305098600184e-01	4.780000000000e+00	3.158070220055e+08	4.301430187327e-12	3.584525156106e-02	2.060566209750e+01	7.196856937681e-01	7.150232370757e-01	7.102612020590e-01	7.004336619852e-01	6.901945102037e-01	6.740493324287e-01	6.510332153878e-01	6.198686807671e-01	5.790742333706e-01	5.348927859343e-01	4.551236098258e-01	3.689166669490e-01	2.849100944277e-01	1.838733045894e-01	1.414311086706e-01	1.233373335054e-01	7.196856937681e-01	7.242498563013e-01	7.287170794042e-01	7.373664324083e-01	7.456457192331e-01	7.573985514445e-01	7.718951188073e-01	7.882808157269e-01	8.056717113526e-01	8.209010239320e-01	8.422856325881e-01	8.596650263104e-01	8.739458395585e-01	8.957914213522e-01	9.115343285638e-01	9.233180066010e-01	7.196856937681e-01	7.226002747998e-01	7.255400641815e-01	7.314918068646e-01	7.375333681039e-01	7.467450926072e-01	7.592533696084e-01	7.751204474486e-01	7.942254724712e-01	8.130332872571e-01	8.426984893960e-01	8.690891856721e-01	8.915030312356e-01	9.247628613832e-01	9.460548856661e-01	9.596745143150e-01	7.196856937681e-01	7.059999114415e-01	6.905971328358e-01	6.566294580122e-01	6.218113605046e-01	5.722318812530e-01	5.149686823044e-01	4.425475744412e-01	3.344133179745e-01	2.885503011475e-01	2.535044788731e-01	2.396059705003e-01	2.338840419154e-01	2.303735043869e-01	2.295579286000e-01	2.291753811380e-01	1.448465700978e+09	5.383672218249e-01	2.924797221697e+01	5.340000000000e+01	True
WALLABY J132402-243938	NGC 5044 Kin TR1	2	0	5.334447183803e+00	3.843874527435e-01	4.320000000000e+00	6.683611200781e+08	3.273730183983e-12	2.728108486653e-02	2.321354264607e+01	9.037342580155e-01	9.013779607889e-01	8.989365072280e-01	8.937842632387e-01	8.882485446389e-01	8.791576009109e-01	8.653881542402e-01	8.451089653029e-01	8.154469164426e-01	7.789442745861e-01	7.003135105240e-01	5.955498941259e-01	4.784377161595e-01	3.312362995601e-01	2.679665200704e-01	2.402208966397e-01	9.037342580155e-01	9.060087131820e-01	9.082045204860e-01	9.123723817350e-01	9.162610884036e-01	9.216172997979e-01	9.279689007160e-01	9.348246308500e-01	9.417444720847e-01	9.475181348258e-01	9.551994772661e-01	9.610961350745e-01	9.657223846232e-01	9.724402022642e-01	9.770302772728e-01	9.803389277352e-01	9.037342580155e-01	9.057300152388e-01	9.077092284331e-01	9.116139598960e-01	9.154403703108e-01	9.210158043372e-01	9.281036092937e-01	9.363307759240e-01	9.451650313053e-01	9.527850644842e-01	9.627822837616e-01	9.697460315927e-01	9.743371778500e-01	9.790864134379e-01	9.809676593223e-01	9.818054909730e-01	9.037342580155e-01	8.997294179865e-01	8.942340251987e-01	8.804444893068e-01	8.657735749838e-01	8.438467264613e-01	8.141123501349e-01	7.435179741392e-01	5.828810602329e-01	5.265049509495e-01	4.857808701942e-01	4.696852160764e-01	4.628676046142e-01	4.583957952095e-01	4.571642205184e-01	4.564635752103e-01	1.448465700978e+09	5.383672218249e-01	2.924797221697e+01	5.340000000000e+01	True
WALLABY J132402-243938	NGC 5044 Kin TR1	3	0	7.471345617080e+00	5.383672218249e-01	3.440000000000e+00	1.061513042964e+09	2.650563569440e-12	2.208802974534e-02	2.471973429444e+01	9.971010778296e-01	9.968954244667e-01	9.966734708777e-01	9.961754362928e-01	9.955953981915e-01	9.945411734512e-01	9.927000049367e-01	9.894337822534e-01	9.833837397302e-01	9.736184709796e-01	9.418198471744e-01	8.709521213720e-01	7.607924648445e-01	6.013292890230e-01	5.262860153281e-01	4.909634880007e-01	9.971010778296e-01	9.972916133101e-01	9.974681234048e-01	9.977830312353e-01	9.980530055762e-01	9.983869735953e-01	9.987256085155e-01	9.990203039646e-01	9.992419591440e-01	9.993677227156e-01	9.994509015478e-01	9.994504650522e-01	9.994132289022e-01	9.993103850048e-01	9.992191142768e-01	9.991533798546e-01	9.971010778296e-01	9.972066855006e-01	9.972974266278e-01	9.974363683062e-01	9.975221142364e-01	9.975605215097e-01	9.974668778172e-01	9.971682701522e-01	9.966361255966e-01	9.960204266812e-01	9.950571422434e-01	9.944089469034e-01	9.941814054400e-01	9.948125995070e-01	9.962581848091e-01	9.979168703531e-01	9.971010778296e-01	9.991004922744e-01	9.999999999977e-01	9.999999999999e-01	1.000000000000e+00	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	9.858836258796e-01	9.770980732553e-01	9.717610894852e-01	9.696254324527e-01	9.685242281698e-01	9.672661167601e-01	9.662414201394e-01	9.650715216348e-01	1.448465700978e+09	5.383672218249e-01	2.924797221697e+01	5.340000000000e+01	True
WALLABY J132402-243938	NGC 5044 Kin TR1	4	0	9.606826068650e+00	6.922448145499e-01	2.750000000001e+00	1.465523121079e+09	2.213315688242e-12	1.844429740202e-02	2.561456104096e+01	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	9.999999999999e-01	9.999999999998e-01	9.999999999997e-01	9.999999999996e-01	9.999999999996e-01	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	9.999999999559e-01	9.999999998306e-01	9.999999997251e-01	9.999999996686e-01	9.999999996076e-01	9.999999996623e-01	9.999999996753e-01	9.999999996350e-01	9.999999996605e-01	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	9.999999999988e-01	9.999999999973e-01	9.999999999902e-01	9.999999999549e-01	9.999999998895e-01	9.999999997558e-01	9.999999997030e-01	9.999999996796e-01	1.000000000000e+00	1.000000000000e+00	9.986202985012e-01	9.931562655601e-01	9.864215403161e-01	9.749117447574e-01	9.627616426487e-01	9.708657627677e-01	1.000000000000e+00	1.000000000000e+00	9.999999999995e-01	9.999999999989e-01	9.999999999995e-01	9.999999999999e-01	1.000000000000e+00	1.000000000000e+00	1.448465700978e+09	5.383672218249e-01	2.924797221697e+01	5.340000000000e+01	True
WALLABY J132402-243938	NGC 5044 Kin TR1	5	0	1.174230652022e+01	8.461224072750e-01	1.700000000000e+00	1.770791563975e+09	1.790074730694e-12	1.491728942245e-02	2.546757302283e+01	8.844551639690e-01	8.825413207930e-01	8.805796674440e-01	8.765088378546e-01	8.722347971315e-01	8.654272147408e-01	8.555811869554e-01	8.420104131881e-01	8.239570919936e-01	8.043791897668e-01	7.712142623753e-01	7.449908489387e-01	7.244247135715e-01	6.464368266913e-01	5.807227072533e-01	5.450539742029e-01	8.844551639690e-01	8.863222464308e-01	8.881436312987e-01	8.916535972383e-01	8.949936532851e-01	8.997037758682e-01	9.054673632965e-01	9.119291379634e-01	9.187390451449e-01	9.246749593672e-01	9.329938952413e-01	9.397686629707e-01	9.453663480662e-01	9.540278108320e-01	9.603818231170e-01	9.652225194281e-01	8.844551639690e-01	8.857686531237e-01	8.870848991168e-01	8.897250741530e-01	8.923742837773e-01	8.963610481090e-01	9.016886892405e-01	9.083345817560e-01	9.162163962013e-01	9.238944697432e-01	9.359456429978e-01	9.467175725805e-01	9.559929212131e-01	9.701431562512e-01	9.795477634844e-01	9.857251283317e-01	8.844551639690e-01	8.732524978272e-01	8.596996724795e-01	8.268911597552e-01	7.888361008835e-01	7.264333349686e-01	6.520109116755e-01	5.987036223089e-01	5.743715166619e-01	5.451066338467e-01	5.199062452713e-01	5.094838290079e-01	5.051722471479e-01	5.026254585623e-01	5.021761365263e-01	5.020959497768e-01	1.448465700978e+09	5.383672218249e-01	2.924797221697e+01	5.340000000000e+01	True
