kind	value	source
mangaid	1-297825	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-297846	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-297854	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-297970	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-29799	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-298217	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-298311	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-298360	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-298361	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-298555	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-298623	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-298640	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-298708	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-298823	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-298842	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-298868	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-298906	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-298938	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-298940	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-299176	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-299474	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-299561	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-299607	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-299674	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-299684	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-300293	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-300318	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-300411	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-300493	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-300624	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-300625	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-300663	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-300672	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-300675	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-300676	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-300696	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-300718	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-300739	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-300968	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-301090	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-301193	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-301244	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-301265	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-301360	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-301388	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-301470	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-301561	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-3019	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-3050	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-313036	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-313322	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-313335	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-313351	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-314241	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-314332	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-314639	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-314719	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-314817	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-31502	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-315063	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-315099	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-315103	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-315206	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-315462	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-31587	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-316023	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-316030	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
mangaid	1-316138	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-316144	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-316145	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-316277	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-316402	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-316437	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-316593	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-316773	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-316865	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-316945	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-317099	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-317100	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-317388	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-317471	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-317497	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-317589	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-317809	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-317822	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-317823	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-317837	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-317857	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
mangaid	1-31788	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-317951	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-31801	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-318069	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-318105	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-318145	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-318164	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
mangaid	1-318321	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-318334	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-318364	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-318370	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
mangaid	1-318474	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-318513	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-318621	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-318725	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-319363	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-319381	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-319387	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-319408	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-319447	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-319474	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-319706	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-320340	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-320459	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-32055	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-32058	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-320584	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-320606	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-320748	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-320796	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-320912	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-321165	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-321167	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-321215	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-321271	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-321290	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-321299	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-321354	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-321374	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-321512	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-321582	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-321823	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-321932	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-321963	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-321979	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-321982	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-322020	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-322028	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-322161	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-322172	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-322291	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-322563	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-322802	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-323026	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-323764	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-323775	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-323886	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-324033	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-324250	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-324267	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-324517	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-324619	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-324633	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
mangaid	1-324662	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-324698	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-324790	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-325492	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
mangaid	1-325660	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-325663	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-325866	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-325913	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-325973	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-325994	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-32603	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-326068	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-326103	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-336095	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-338090	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
mangaid	1-338152	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-338220	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-338555	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-338566	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-338593	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-338633	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-338770	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-338822	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-338851	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-339028	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-339041	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-339061	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-339120	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-339166	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
mangaid	1-34944	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
mangaid	1-351511	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-351572	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-351575	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-351596	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-351622	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-351790	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-351792	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-351818	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-351890	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-352081	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-352102	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-352103	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-352120	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-352130	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-352156	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-352293	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-352538	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-352560	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-352569	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-352623	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
mangaid	1-352635	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-352796	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-352833	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-35650	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
mangaid	1-36386	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-368248	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-36827	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-36843	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-368625	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-36878	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
mangaid	1-368816	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-368851	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-36903	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-36919	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-36970	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-37018	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-37039	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-37069	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-37122	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-373100	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-373354	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-37341	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-373827	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-373878	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-37427	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-37440	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-374773	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-37494	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-374963	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-374994	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-375009	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
mangaid	1-375053	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-375134	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-375445	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-37546	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-37547	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-375502	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-375625	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-375863	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-375992	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-376025	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-376102	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-376285	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-376312	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-376321	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-37633	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-376347	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-37640	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-376616	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-37679	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-37695	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-377167	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-37727	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-37751	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-37775	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-37797	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-378039	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-37813	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-378164	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-378168	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-37818	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-378182	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-378394	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
mangaid	1-378428	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
mangaid	1-378486	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-378656	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
mangaid	1-378674	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-378687	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-378688	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
mangaid	1-378723	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
mangaid	1-37877	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
mangaid	1-378795	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
