ra_deg	dec_deg	source	identity
2.355380000000e+01	-2.556650000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3717
2.357570000000e+01	-2.941840000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4549
2.357598000000e+01	-2.941849000000e+01	item12_legacy_predecessor_coordinate_union	legacy-579
2.357598000000e+01	-2.941849000000e+01	item12_legacy_predecessor_coordinate_union	legacy-580
2.357598000000e+01	-2.941849000000e+01	item12_legacy_predecessor_coordinate_union	legacy-581
2.357598000000e+01	-2.941849000000e+01	item12_legacy_predecessor_coordinate_union	legacy-582
2.361625000000e+01	1.982055555556e+01	runs/gravity/roadmap/item-24-temporal-lapse-v1-source/galaxy-predictors.tsv	AGC110420
2.371500000000e+01	5.209166667000e+01	item12_legacy_predecessor_coordinate_union	legacy-6193
2.371500000000e+01	5.209166667000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	KKH6
2.376930000000e+01	-4.143620000000e+01	item12_legacy_predecessor_coordinate_union	legacy-585
2.377083333000e+01	-4.143638889000e+01	item12_legacy_predecessor_coordinate_union	legacy-5848
2.377365000000e+01	-7.340300000000e+00	item12_legacy_predecessor_coordinate_union	legacy-583
2.377365000000e+01	-7.340300000000e+00	item12_legacy_predecessor_coordinate_union	legacy-584
2.391190000000e+01	-4.128790000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3192
2.411510000000e+01	-3.637740000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3342
2.411541666667e+01	-3.637500000000e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
2.414040000000e+01	-8.034720000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2774
2.417208333000e+01	1.578666667000e+01	item12_legacy_predecessor_coordinate_union	legacy-6013
2.420204166667e+01	1.389691666667e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J013648.47+135348.7
2.423430000000e+01	3.198530000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5108
2.460550000000e+01	7.520400000000e+00	VizieR VII/26D/catalog	UGC01167
2.461870000000e+01	-3.360790000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3343
2.469900000000e+01	-8.336430000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2760
2.472070000000e+01	-4.258530000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4551
2.477640000000e+01	-2.991490000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4550
2.492333333000e+01	1.590305556000e+01	item12_legacy_predecessor_coordinate_union	legacy-6015
2.492333333000e+01	1.590305556000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	UGC01171
2.494630000000e+01	-2.036200000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5109
2.498760000000e+01	-2.869670000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3509
2.504000000000e+01	1.590472222000e+01	item12_legacy_predecessor_coordinate_union	legacy-6016
2.504000000000e+01	1.590472222000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	DDO013
2.509000000000e+01	-2.891270000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4210
2.511500000000e+01	-5.520280000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2167
2.527968000000e+01	-5.568200000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2168
2.528291667000e+01	2.732388889000e+01	item12_legacy_predecessor_coordinate_union	legacy-6058
2.528291667000e+01	2.732388889000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	AGC112521
2.538910000000e+01	-8.321220000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2761
2.540000000000e+01	-1.614639000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2169
2.545550000000e+01	-2.824720000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3510
2.554019000000e+01	1.260182000000e+01	item12_legacy_predecessor_coordinate_union	legacy-586
2.554030000000e+01	1.260190000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4552
2.557000000000e+01	2.636777778000e+01	item12_legacy_predecessor_coordinate_union	legacy-6053
2.557000000000e+01	2.636777778000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	KK13
2.561245000000e+01	1.397698000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2289
2.563769000000e+01	1.830569000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2290
2.567630000000e+01	-1.822690000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3910
2.572208333333e+01	8.822222222222e+00	runs/gravity/roadmap/item-24-temporal-lapse-v1-source/galaxy-predictors.tsv	AGC111168
2.575979000000e+01	1.364568000000e+01	item12_legacy_predecessor_coordinate_union	legacy-587
2.577560000000e+01	-4.421480000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3087
2.588280000000e+01	-4.416170000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3088
2.592250000000e+01	1.568972222000e+01	item12_legacy_predecessor_coordinate_union	legacy-6012
2.592250000000e+01	1.568972222000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	KDG010
2.602280000000e+01	3.440080000000e+01	VizieR VII/26D/catalog	UGC01212
2.611970000000e+01	-4.066460000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3193
2.612000000000e+01	2.792888888889e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
2.618708333333e+01	1.735944444444e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
2.626500000000e+01	-4.359805556000e+01	item12_legacy_predecessor_coordinate_union	legacy-5842
2.626542000000e+01	-4.359778000000e+01	item12_legacy_predecessor_coordinate_union	legacy-210
2.629500000000e+01	-4.188000000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3194
2.638438000000e+01	2.552147000000e+01	item12_legacy_predecessor_coordinate_union	legacy-101
2.638540000000e+01	2.552110000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5110
2.639870000000e+01	3.357500000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5111
2.640850000000e+01	-3.452330000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3344
2.642541666667e+01	9.996944444444e+00	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
2.662654000000e+01	-5.867417000000e+01	item12_legacy_predecessor_coordinate_union	legacy-192
2.667820833333e+01	1.406502222222e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J014642.74+140354.3
2.674532318115e+01	1.414493942261e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-42463
2.680470000000e+01	-4.065810000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3195
2.681730000000e+01	3.556330000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4553
2.687454000000e+01	2.733335000000e+01	item12_legacy_predecessor_coordinate_union	legacy-415
2.687541667000e+01	2.733111111000e+01	item12_legacy_predecessor_coordinate_union	legacy-6059
2.689833333333e+01	1.146888888889e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
2.692848000000e+01	-5.276190000000e+01	item12_legacy_predecessor_coordinate_union	legacy-593
2.693540000000e+01	-3.360150000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4211
2.697166667000e+01	2.743361111000e+01	item12_legacy_predecessor_coordinate_union	legacy-6060
2.697698000000e+01	2.743278000000e+01	item12_legacy_predecessor_coordinate_union	legacy-588
2.697698000000e+01	2.743278000000e+01	item12_legacy_predecessor_coordinate_union	legacy-589
2.706620000000e+01	3.236010000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4387
2.709350000000e+01	1.152130000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4554
2.710708000000e+01	-1.238194000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2170
2.710708000000e+01	-1.238194000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2171
2.715600000000e+01	-4.882110000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3007
2.723882000000e+01	5.907500000000e+00	item12_legacy_predecessor_coordinate_union	legacy-590
2.729327000000e+01	-1.006071000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2172
2.731243000000e+01	2.071132000000e+01	item12_legacy_predecessor_coordinate_union	legacy-367
2.735358000000e+01	2.199730000000e+01	item12_legacy_predecessor_coordinate_union	legacy-591
2.737658333333e+01	1.492150277778e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J014930.39+145517.3
2.738212000000e+01	3.258783000000e+01	item12_legacy_predecessor_coordinate_union	legacy-102
2.738330000000e+01	3.258970000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5112
2.738458333000e+01	3.259250000000e+01	item12_legacy_predecessor_coordinate_union	legacy-6085
2.740803000000e+01	-1.357093000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2173
2.740803000000e+01	-1.357093000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2174
2.744640000000e+01	-2.190750000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3911
2.744703000000e+01	2.197083000000e+01	item12_legacy_predecessor_coordinate_union	legacy-592
2.746570000000e+01	-2.746660000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4556
2.747545623779e+01	1.312663269043e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-42707
2.756530570984e+01	1.314077281952e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-42253
2.766041666667e+01	1.082944444444e+01	runs/gravity/roadmap/item-24-temporal-lapse-v1-source/galaxy-predictors.tsv	AGC116388
2.766890000000e+01	3.249590000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2755
2.767379000000e+01	2.175997000000e+01	item12_legacy_predecessor_coordinate_union	legacy-594
2.767379000000e+01	2.175997000000e+01	item12_legacy_predecessor_coordinate_union	legacy-595
2.767379000000e+01	2.175997000000e+01	item12_legacy_predecessor_coordinate_union	legacy-596
2.768200000000e+01	-1.203570000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4557
2.768420000000e+01	3.359590000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5444
2.770390000000e+01	3.250990000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2580
2.771300000000e+01	3.250560000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5445
2.772660000000e+01	3.245440000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5446
2.776600000000e+01	-9.702600000000e+00	item12_legacy_predecessor_coordinate_union	legacy-4558
2.776603000000e+01	-9.702590000000e+00	item12_legacy_predecessor_coordinate_union	legacy-597
2.776603000000e+01	-9.702590000000e+00	item12_legacy_predecessor_coordinate_union	legacy-598
2.777890000000e+01	3.287740000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5447
2.778071000000e+01	8.191600000000e-01	runs/gravity/roadmap/item-22-polarization-superposition-v1-source/sample-manifest.json	SDSSJ0151+0049
2.778604000000e+01	2.191244000000e+01	item12_legacy_predecessor_coordinate_union	legacy-368
2.779250000000e+01	3.262350000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2657
2.779670000000e+01	-3.499200000000e+00	item12_legacy_predecessor_coordinate_union	legacy-4433
2.782320000000e+01	2.235800000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4555
2.782333300000e+01	2.235805600000e+01	runs/gravity/roadmap/item-28-periodic-gravity-v1-source/sample-manifest.json	UGC 1317
2.783800000000e+01	3.305900000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5448
2.784278297424e+01	1.306033515930e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-42250
2.794210000000e+01	3.318690000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2581
2.795875000000e+01	-5.497530000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2175
2.797980000000e+01	-2.431660000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3718
2.798520000000e+01	-3.173680000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3511
2.805286788940e+01	1.445774745941e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-42548
2.807922554016e+01	1.363405609131e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-42646
2.809535217285e+01	1.455404472351e+01	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json	1-42801
2.813680000000e+01	-3.583970000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3345
2.818504714966e+01	1.319255065918e+01	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json	1-42660
2.819350000000e+01	-4.889120000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3008
2.820375000000e+01	-3.446666666667e+00	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
2.820420000000e+01	-3.446800000000e+00	item12_legacy_predecessor_coordinate_union	legacy-4434
2.830548000000e+01	4.195920000000e+00	item12_legacy_predecessor_coordinate_union	legacy-599
2.830548000000e+01	4.195920000000e+00	item12_legacy_predecessor_coordinate_union	legacy-600
2.830548000000e+01	4.195920000000e+00	item12_legacy_predecessor_coordinate_union	legacy-601
2.830548000000e+01	4.195920000000e+00	item12_legacy_predecessor_coordinate_union	legacy-602
2.830548000000e+01	4.195920000000e+00	item12_legacy_predecessor_coordinate_union	legacy-603
2.844036000000e+01	-2.375779000000e+01	item12_legacy_predecessor_coordinate_union	legacy-604
2.844036000000e+01	-2.375779000000e+01	item12_legacy_predecessor_coordinate_union	legacy-605
2.851531982422e+01	1.490931987762e+01	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json	1-602964
2.856049728394e+01	1.367869186401e+01	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json	1-42626
2.859220000000e+01	-4.926060000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3009
2.860509300232e+01	1.266316986084e+01	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json	1-42615
2.871917000000e+01	-1.365417000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2176
2.874757003784e+01	1.346772003174e+01	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json	1-581166
2.877833333333e+01	5.373611111111e+00	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
2.899900000000e+01	-1.855611111111e-01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J015559.75-001108.0
2.905222892761e+01	1.490663909912e+01	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json	1-603039
2.906660000000e+01	-2.290110000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3719
2.907554000000e+01	-1.129770000000e+00	runs/gravity/roadmap/item-23-bimetric-v1-source/sample-manifest.json	HSCJ015618.13-010747.2
2.909450000000e+01	-9.061400000000e+00	item12_legacy_predecessor_coordinate_union	legacy-4560
2.909452000000e+01	-9.061430000000e+00	item12_legacy_predecessor_coordinate_union	legacy-606
2.909452000000e+01	-9.061430000000e+00	item12_legacy_predecessor_coordinate_union	legacy-607
2.918540000000e+01	-4.397260000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3089
2.922250000000e+01	-2.019000000000e+00	item12_legacy_predecessor_coordinate_union	legacy-4154
2.933541666667e+01	4.348333333333e+00	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
2.936708333333e+01	1.443083333333e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
2.942580000000e+01	3.591610000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4559
2.942583300000e+01	3.591611100000e+01	runs/gravity/roadmap/item-28-periodic-gravity-v1-source/sample-manifest.json	UGC 1437
2.945083333333e+01	-3.324027777778e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
2.945270000000e+01	-3.323980000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4212
2.949480000000e+01	-3.801940000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3196
2.949558333333e+01	-9.405833333333e-01	runs/gravity/roadmap/item-17-slacs-running-strength-v1-source/sample-manifest.json	015758.94-005626.1
2.950240000000e+01	-3.557260000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3346
2.951208333333e+01	3.369722222222e+00	runs/gravity/roadmap/item-24-temporal-lapse-v1-source/galaxy-predictors.tsv	AGC1446
2.955350000000e+01	-3.954480000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3197
2.963610000000e+01	-2.629370000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4562
2.967060000000e+01	5.292000000000e-01	item12_legacy_predecessor_coordinate_union	legacy-4561
2.981500000000e+01	2.441638888889e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
2.983148000000e+01	1.900763000000e+01	item12_legacy_predecessor_coordinate_union	legacy-608
2.986151123047e+01	1.449159526825e+01	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json	1-42896
2.992760000000e+01	-5.964150000000e+00	item12_legacy_predecessor_coordinate_union	legacy-609
2.992760000000e+01	-5.964150000000e+00	item12_legacy_predecessor_coordinate_union	legacy-610
2.997716666667e+01	2.364430000000e+01	runs/gravity/roadmap/item-27-gravitational-memory-v1-source/sample-manifest.json	NGC0776
2.998000000000e+01	2.431222222222e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.004125000000e+01	2.883250000000e+01	item12_legacy_predecessor_coordinate_union	legacy-6066
3.004125000000e+01	2.883250000000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	KK17
3.004220000000e+01	-3.541090000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3347
3.018312835693e+01	1.421062088013e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-41910
3.022880000000e+01	-3.191980000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4213
3.022927000000e+01	-8.840890000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2177
3.024550000000e+01	8.311200000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5113
3.027660000000e+01	3.187460000000e+01	VizieR VII/26D/catalog	UGC01497
3.031060000000e+01	-3.436300000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3348
3.032000000000e+01	2.884361111000e+01	item12_legacy_predecessor_coordinate_union	legacy-6067
3.032000000000e+01	2.884361111000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	NGC0784
3.049870000000e+01	-5.857080000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2898
3.055010000000e+01	-2.865740000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3512
3.055083333333e+01	-2.865777777778e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.064340000000e+01	1.716770000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5114
3.067247000000e+01	-6.769790000000e+00	runs/gravity/roadmap/item-23-bimetric-v1-source/sample-manifest.json	HSCJ020241.39-064611.2
3.070141792297e+01	1.259480190277e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-41771
3.070819282532e+01	1.452060890198e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-41918
3.072880000000e+01	7.523900000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5115
3.090623000000e+01	2.407552000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2291
3.090623000000e+01	2.407552000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2292
3.093630000000e+01	1.603100000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4564
3.093680000000e+01	3.825870000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4563
3.093687000000e+01	3.825867000000e+01	item12_legacy_predecessor_coordinate_union	legacy-38
3.095590000000e+01	-5.244770000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2953
3.097920000000e+01	1.530610000000e+01	VizieR VII/26D/catalog	UGC01559
3.098580000000e+01	-2.331160000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4565
3.102083333000e+01	2.420777778000e+01	item12_legacy_predecessor_coordinate_union	legacy-6043
3.102083333000e+01	2.420777778000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	UGC1561
3.102791666667e+01	2.671111111111e+00	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.112958000000e+01	-6.199440000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2178
3.121083333333e+01	3.480388888889e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.130570000000e+01	6.105300000000e+00	VizieR VII/26D/catalog	UGC01579
3.133750000000e+01	8.525833333333e+00	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.134569358826e+01	1.415685462952e+01	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json	1-41982
3.142950000000e+01	-7.111550000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2816
3.151450000000e+01	-5.519350000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2954
3.153291667000e+01	6.901000000000e+01	item12_legacy_predecessor_coordinate_union	legacy-6240
3.153291667000e+01	6.901000000000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	Cas1
3.156820000000e+01	-4.152310000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3198
3.158660000000e+01	-5.202810000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3010
3.165240000000e+01	-3.177780000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3513
3.168273544312e+01	1.337162876129e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-41746
3.192770000000e+01	-6.592800000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2854
3.198830000000e+01	1.621950000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5116
3.208660000000e+01	-2.454760000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3720
3.210408333333e+01	1.434956666667e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J020824.97+142058.4
3.210410000000e+01	1.434960000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4566
3.212708333333e+01	1.899750000000e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.232530000000e+01	-2.341510000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3721
3.232583333333e+01	-2.341527777778e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.236761000000e+01	-9.680040000000e+00	item12_legacy_predecessor_coordinate_union	legacy-369
3.242916666667e+01	1.067722222222e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.252550000000e+01	-3.293990000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4214
3.254000000000e+01	3.919027800000e+01	runs/gravity/roadmap/item-28-periodic-gravity-v1-source/sample-manifest.json	UGC 1655
3.256017000000e+01	-9.711030000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2179
3.256770000000e+01	-2.243150000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4567
3.257690000000e+01	3.859350000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5117
3.266210000000e+01	-4.091810000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3199
3.266212000000e+01	-4.091808000000e+01	item12_legacy_predecessor_coordinate_union	legacy-221
3.266530000000e+01	-2.265230000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3722
3.266541666667e+01	-2.265138888889e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.267160000000e+01	-7.503770000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2791
3.268122000000e+01	6.758220000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2293
3.272770000000e+01	-3.936590000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3200
3.276125000000e+01	1.720000000000e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.279666666667e+01	3.782222222222e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.287810000000e+01	-3.583510000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4568
3.288100433350e+01	1.420064163208e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-42197
3.288983917236e+01	1.391712665558e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-603309
3.293333333333e+01	-6.490277777778e+00	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.294250000000e+01	-1.992290000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3912
3.295041666667e+01	-1.826972222222e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.298470000000e+01	-3.920560000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3201
3.298470000000e+01	-2.037610000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3913
3.308500000000e+01	-2.141600000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5118
3.314059066772e+01	1.434318542480e+01	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json	1-42221
3.319583333333e+01	-5.931111111111e+00	runs/gravity/roadmap/item-29-nonlinear-self-interaction-v1-source/sample-manifest.json	SL2SJ021247-055552
3.322780000000e+01	-1.931690000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3914
3.329910000000e+01	-7.091310000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2817
3.335416666667e+01	-7.731944444444e+00	runs/gravity/roadmap/item-29-nonlinear-self-interaction-v1-source/sample-manifest.json	SL2SJ021325-074355
3.335840000000e+01	-1.883330000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3915
3.337666666667e+01	1.688111111111e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.339120000000e+01	2.585550000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5119
3.340625381470e+01	1.372812271118e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-42230
3.340916666667e+01	1.659361111111e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.354583333333e+01	-4.083888888889e+00	runs/gravity/roadmap/item-29-nonlinear-self-interaction-v1-source/sample-manifest.json	SL2SJ021411-040502
3.355370000000e+01	-3.114930000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3514
3.361458000000e+01	-3.918583000000e+01	item12_legacy_predecessor_coordinate_union	legacy-222
3.363190000000e+01	3.739940000000e+01	VizieR VII/26D/catalog	UGC01721
3.373721000000e+01	-2.021161000000e+01	item12_legacy_predecessor_coordinate_union	legacy-327
3.385333333333e+01	-1.778111111111e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.385510000000e+01	-1.778110000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4569
3.386517000000e+01	6.002620000000e+00	item12_legacy_predecessor_coordinate_union	legacy-611
3.386517000000e+01	6.002620000000e+00	item12_legacy_predecessor_coordinate_union	legacy-612
3.395820000000e+01	-3.120100000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4216
3.405330000000e+01	3.264950000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4215
3.406295000000e+01	2.859973000000e+01	item12_legacy_predecessor_coordinate_union	legacy-613
