ra_deg	dec_deg	source	identity
1.201416666667e+01	-2.776388888889e+00	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
1.227102088928e+01	1.555150794983e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-39802
1.233791667000e+01	-1.807444444000e+01	item12_legacy_predecessor_coordinate_union	legacy-5918
1.233791667000e+01	-1.807444444000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	KDG002
1.234208333333e+01	1.552583333333e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J004922.08+153132.7
1.246708333333e+01	9.630555555556e-01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
1.251717000000e+01	-6.655275000000e+01	item12_legacy_predecessor_coordinate_union	legacy-188
1.255279166667e+01	1.468491111111e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J005012.65+144105.5
1.258660000000e+01	-4.124330000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3187
1.260250000000e+01	-1.990694444000e+01	item12_legacy_predecessor_coordinate_union	legacy-5914
1.260250000000e+01	-1.990694444000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	ESO540-032
1.264240000000e+01	-4.306390000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3074
1.266700000000e+01	-1.527900000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4486
1.269050000000e+01	-3.041660000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3506
1.271020000000e+01	-2.649170000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3709
1.272330000000e+01	-2.189940000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5424
1.275771000000e+01	-7.057010000000e+00	item12_legacy_predecessor_coordinate_union	legacy-548
1.281940000000e+01	-2.193480000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5425
1.284300000000e+01	-2.154930000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5426
1.290370000000e+01	-2.146870000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5427
1.303625000000e+01	1.450305555556e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
1.307590000000e+01	-2.183060000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5428
1.311650000000e+01	1.451820000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5088
1.312610000000e+01	2.435060000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4523
1.315833333000e+01	-7.280027778000e+01	item12_legacy_predecessor_coordinate_union	legacy-5813
1.315833333000e+01	-7.280027778000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	SMC
1.317650000000e+01	-3.120580000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4524
1.317652000000e+01	-3.120583000000e+01	item12_legacy_predecessor_coordinate_union	legacy-36
1.317652000000e+01	-3.120583000000e+01	item12_legacy_predecessor_coordinate_union	legacy-549
1.317652000000e+01	-3.120583000000e+01	item12_legacy_predecessor_coordinate_union	legacy-550
1.317652000000e+01	-3.120583000000e+01	item12_legacy_predecessor_coordinate_union	legacy-551
1.317652000000e+01	-3.120583000000e+01	item12_legacy_predecessor_coordinate_union	legacy-552
1.323310000000e+01	-2.184140000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5429
1.324300000000e+01	2.903240000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5089
1.328900000000e+01	2.192670000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5090
1.332820000000e+01	-2.679790000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3710
1.335258333333e+01	1.448879166667e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J005324.61+142919.7
1.335560000000e+01	-2.185040000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5430
1.336940000000e+01	-2.191130000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5431
1.338370000000e+01	-5.810710000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4201
1.343100000000e+01	-2.704970000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3711
1.344429166667e+01	1.455720000000e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J005346.61+143326.0
1.344600000000e+01	-4.518660000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4200
1.345250000000e+01	-3.329555555556e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
1.345370000000e+01	-3.329500000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3324
1.346940000000e+01	-4.697240000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3075
1.349910000000e+01	-2.167730000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4498
1.355770000000e+01	-6.245540000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2852
1.363750000000e+01	-5.125860000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3002
1.367560000000e+01	-1.489300000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5432
1.367843000000e+01	2.152265000000e+01	item12_legacy_predecessor_coordinate_union	legacy-414
1.370950000000e+01	2.924660000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5091
1.372280000000e+01	-3.768440000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4526
1.372283000000e+01	-3.768438000000e+01	item12_legacy_predecessor_coordinate_union	legacy-37
1.372291667000e+01	-3.768250000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5859
1.375978000000e+01	-7.333090000000e+00	item12_legacy_predecessor_coordinate_union	legacy-553
1.376320000000e+01	-1.900590000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3906
1.376375000000e+01	-1.900583333333e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
1.378130000000e+01	3.154230000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4525
1.380670000000e+01	-1.076000000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2747
1.383980000000e+01	3.167730000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5092
1.388583333333e+01	3.039805555556e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
1.410250000000e+01	-1.143000000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2662
1.416240000000e+01	-1.295200000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2748
1.417579166667e+01	1.421253333333e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J005642.15+141245.4
1.419410000000e+01	-1.596400000000e+00	item12_legacy_predecessor_coordinate_union	legacy-4499
1.424870000000e+01	-4.541290000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4202
1.425854682922e+01	-8.751742839813e-01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-601579
1.442330000000e+01	-1.312200000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5433
1.445308780670e+01	-1.004073500633e+00	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-32603
1.448041666667e+01	-5.130555555556e+00	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
1.448583333333e+01	8.690444444444e-01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J005756.56+005208.8
1.449970000000e+01	-1.419000000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5434
1.459300000000e+01	-3.666010000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3325
1.470750000000e+01	-3.511600000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4527
1.473930000000e+01	-6.555000000000e-01	item12_legacy_predecessor_coordinate_union	legacy-2570
1.474170000000e+01	-1.874270000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3907
1.474610000000e+01	-2.043800000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5435
1.482546000000e+01	-2.057897000000e+01	item12_legacy_predecessor_coordinate_union	legacy-326
1.483240000000e+01	-1.823470000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4528
1.487250000000e+01	-3.618660000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3326
1.495871000000e+01	-7.577960000000e+00	item12_legacy_predecessor_coordinate_union	legacy-554
1.495871000000e+01	-7.577960000000e+00	item12_legacy_predecessor_coordinate_union	legacy-555
1.503820000000e+01	-1.862680000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3908
1.515170000000e+01	3.066900000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4529
1.519120000000e+01	-8.552290000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2759
1.527870000000e+01	-2.605830000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3712
1.533840000000e+01	3.150770000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5093
1.535460000000e+01	7.626400000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5094
1.535488000000e+01	7.625990000000e+00	item12_legacy_predecessor_coordinate_union	legacy-98
1.539161000000e+01	-7.588540000000e+00	item12_legacy_predecessor_coordinate_union	legacy-556
1.539590000000e+01	-5.974150000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2895
1.550170833333e+01	1.558276666667e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J010200.41+153457.8
1.571436000000e+01	-6.560999000000e+01	item12_legacy_predecessor_coordinate_union	legacy-557
1.571436000000e+01	-6.560999000000e+01	item12_legacy_predecessor_coordinate_union	legacy-9
1.571440000000e+01	-6.561000000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4530
1.577333333333e+01	2.497194444444e+01	runs/gravity/roadmap/item-24-temporal-lapse-v1-source/galaxy-predictors.tsv	AGC643
1.581010000000e+01	-4.301130000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3076
1.597916667000e+01	2.188500000000e+01	item12_legacy_predecessor_coordinate_union	legacy-6036
1.597916667000e+01	2.188500000000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	LGS 3
1.599479166667e+01	1.524726388889e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J010358.75+151450.1
1.602930000000e+01	-5.113310000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4203
1.607800000000e+01	-3.512140000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4531
1.612400000000e+01	-5.146050000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3003
1.619916667000e+01	2.133333330000e+00	item12_legacy_predecessor_coordinate_union	legacy-5947
1.619916667000e+01	2.133333330000e+00	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	IC1613
1.627031000000e+01	-6.212440000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2162
1.627031000000e+01	-6.212440000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2163
1.627031000000e+01	-6.212440000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2164
1.628500000000e+01	-6.279720000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2165
1.632030000000e+01	-4.291450000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3077
1.639327083333e+01	-2.463299444444e+01	runs/gravity/roadmap/item-15-accept-lc2-timescale-ratios-v2-source/sample-manifest.json	
1.640820000000e+01	-4.707170000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3078
1.654020000000e+01	3.140580000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5095
1.656140000000e+01	-4.650110000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3079
1.659540000000e+01	3.583900000000e+00	VizieR VII/26D/catalog	UGC00678
1.668166666667e+01	2.821666666667e+00	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
1.676490000000e+01	3.238950000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5096
1.677670000000e+01	-4.200840000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3188
1.679380000000e+01	-4.239200000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3080
1.680937500000e+01	1.395511111111e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J010714.25+135718.4
1.685210000000e+01	-4.699320000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2663
1.685440000000e+01	-6.987920000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4532
1.685442000000e+01	-6.987924000000e+01	item12_legacy_predecessor_coordinate_union	legacy-558
1.688541667000e+01	5.144027778000e+01	item12_legacy_predecessor_coordinate_union	legacy-6190
1.688541667000e+01	5.144027778000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	KKH5
1.690000000000e+01	-3.363790000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3327
1.704520000000e+01	-4.609410000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4204
1.706990000000e+01	-4.675400000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4205
1.709560000000e+01	-4.709880000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3081
1.710430000000e+01	-2.350530000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3713
1.725010000000e+01	-4.534800000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3082
1.725125000000e+01	3.352250000000e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
1.728270833333e+01	1.121080555556e+00	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J010907.93+010715.7
1.731670000000e+01	-4.630570000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2702
1.738320000000e+01	-4.779190000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3004
1.739054166667e+01	1.500902777778e+01	runs/gravity/roadmap/item-17-slacs-running-strength-v1-source/sample-manifest.json	010933.73+150032.5
1.741710000000e+01	-4.565210000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5436
1.746390000000e+01	-4.623730000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5437
1.752370000000e+01	-3.549080000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4533
1.758040000000e+01	-3.573640000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3328
1.758833333333e+01	3.018361111111e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
1.760310000000e+01	-4.657130000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3083
1.768330000000e+01	4.960220000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5097
1.768333000000e+01	4.960219000000e+01	item12_legacy_predecessor_coordinate_union	legacy-99
1.768460000000e+01	3.355840000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5098
1.769110000000e+01	-4.654410000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2664
1.771875000000e+01	-5.817500000000e+00	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
1.772390000000e+01	-5.821500000000e+00	item12_legacy_predecessor_coordinate_union	legacy-4432
1.773280000000e+01	-4.565550000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5438
1.778240000000e+01	1.501830000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5439
1.780220000000e+01	-5.883900000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2896
1.789750000000e+01	4.608333333333e-01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
1.796230000000e+01	-5.585730000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4206
1.807930000000e+01	-4.588840000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3084
1.807950000000e+01	-5.040170000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4207
1.820770000000e+01	-3.120060000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3507
1.823212000000e+01	9.815800000000e-01	item12_legacy_predecessor_coordinate_union	legacy-559
1.824760000000e+01	1.559140000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2665
1.828070000000e+01	-3.401580000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3329
1.829970000000e+01	1.509960000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2571
1.835110000000e+01	1.524100000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5440
1.835200000000e+01	1.578280000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2753
1.838780000000e+01	4.967000000000e-01	item12_legacy_predecessor_coordinate_union	legacy-2666
1.840660000000e+01	4.237000000000e-01	item12_legacy_predecessor_coordinate_union	legacy-2572
1.844300000000e+01	3.057000000000e-01	item12_legacy_predecessor_coordinate_union	legacy-4421
1.847833333333e+01	7.425277777778e+00	runs/gravity/roadmap/item-24-temporal-lapse-v1-source/galaxy-predictors.tsv	AGC110143
1.849200000000e+01	-6.239910000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2853
1.850600000000e+01	-5.793520000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2897
1.851710000000e+01	-1.742300000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5100
1.852930000000e+01	-3.265090000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4208
1.856550000000e+01	1.563690000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5441
1.860950000000e+01	4.255630000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5099
1.862400000000e+01	-3.118140000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3508
1.863050000000e+01	-3.226430000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3330
