fold,dy,dx,pairs,product
2,6,7,306,-0.004934987031756971
2,6,8,288,-0.005306578279924767
2,6,9,270,-0.0028840184974243495
2,6,10,252,0.0030203489569673478
2,6,11,234,0.011128508808858932
2,6,12,216,0.0141938096852066
2,7,-12,204,0.009058029124910372
2,7,-11,221,0.0040937134792273485
2,7,-10,238,0.0032531592594870324
2,7,-9,255,0.004376032760787801
2,7,-8,272,0.00441885446082409
2,7,-7,289,0.0048364771792024416
2,7,-6,306,0.008931539423333116
2,7,-5,323,0.016312650348362583
2,7,-4,340,0.024586628344631028
2,7,-3,357,0.03324923607379421
2,7,-2,374,0.041021385247270004
2,7,-1,391,0.044288791123208236
2,7,0,408,0.040767483580878075
2,7,1,391,0.031896428110463955
2,7,2,374,0.02069765227253138
2,7,3,357,0.010335503700571949
2,7,4,340,0.00300183974751587
2,7,5,323,-0.0026145836462098887
2,7,6,306,-0.008319841981979598
2,7,7,289,-0.01268200879432972
2,7,8,272,-0.012923931509632522
2,7,9,255,-0.0065652406685267305
2,7,10,238,0.006335078798574475
2,7,11,221,0.018389329354831313
2,7,12,204,0.020180145719480375
2,8,-12,192,0.003961465895708522
2,8,-11,208,-0.001158047303280694
2,8,-10,224,-0.0025422964137260537
2,8,-9,240,-0.0027113022166681913
2,8,-8,256,-0.0030111821774166433
2,8,-7,272,-0.0021068309526823072
2,8,-6,288,0.0009052960587668033
2,8,-5,304,0.00645198611656182
2,8,-4,320,0.013542807378377788
2,8,-3,336,0.021333949572737567
2,8,-2,352,0.028531731773342194
2,8,-1,368,0.030855297375133532
2,8,0,384,0.026584526762383275
2,8,1,368,0.019911168096462914
2,8,2,352,0.012567726684882619
2,8,3,336,0.005321892291151146
2,8,4,320,-0.0007826197722985054
2,8,5,304,-0.007486359085149645
2,8,6,288,-0.01389450992472329
2,8,7,272,-0.015843206931626816
2,8,8,256,-0.0119731965313634
2,8,9,240,-0.0014790989527555048
2,8,10,224,0.013386784816211606
2,8,11,208,0.022640760593840226
2,8,12,192,0.020625282418790167
2,9,-12,180,0.0005181364628956332
2,9,-11,195,-0.006169224370171725
2,9,-10,210,-0.007633053746387189
2,9,-9,225,-0.007410478845911059
2,9,-8,240,-0.007415324565999127
2,9,-7,255,-0.005491110679335155
2,9,-6,270,-0.002363863913259965
2,9,-5,285,0.0009297877853990046
2,9,-4,300,0.00499162624749117
2,9,-3,315,0.010407098406707031
2,9,-2,330,0.015593681475487049
2,9,-1,345,0.016204050524184013
2,9,0,360,0.011900148066724264
2,9,1,345,0.008264070863298329
2,9,2,330,0.005091877193312356
2,9,3,315,0.0013459194991664078
2,9,4,300,-0.002951871964319431
2,9,5,285,-0.00879469674596491
2,9,6,270,-0.012903458416138073
2,9,7,255,-0.010891769117318836
2,9,8,240,-0.00411026762293162
2,9,9,225,0.005946607203201173
2,9,10,210,0.015828233477514594
2,9,11,195,0.017670745097202973
2,9,12,180,0.011859464448579025
2,10,-12,168,0.0002934910624280036
2,10,-11,182,-0.008317942432923735
2,10,-10,196,-0.011326622329387977
2,10,-9,210,-0.010141411624689763
2,10,-8,224,-0.0088761870443416
2,10,-7,238,-0.006548917393229333
2,10,-6,252,-0.0033457225246568616
2,10,-5,266,-0.0014379725281711397
2,10,-4,280,-5.145167317176005e-05
2,10,-3,294,0.0027419307923882605
2,10,-2,308,0.005241603207087963
2,10,-1,322,0.003977600726163233
2,10,0,336,7.71225951732298e-05
2,10,1,322,-0.0014558688122969486
2,10,2,308,-0.0023700107998695878
2,10,3,294,-0.0031832572106857402
2,10,4,280,-0.003339723091057194
2,10,5,266,-0.0036645314082605278
2,10,6,252,-0.002856483182368578
2,10,7,238,0.00035479463535452736
2,10,8,224,0.004220133208511549
2,10,9,210,0.008233666202245948
2,10,10,196,0.010451208616247732
2,10,11,182,0.007047887476735396
2,10,12,168,0.0006678531462171634
2,11,-12,156,0.003336040560330264
2,11,-11,169,-0.006004493158282038
2,11,-10,182,-0.012022990693578288
2,11,-9,195,-0.011772375338081153
2,11,-8,208,-0.00955272354265231
2,11,-7,221,-0.007077474867058059
2,11,-6,234,-0.0035886188343241636
2,11,-5,247,-0.0008358021334766624
2,11,-4,260,0.0005294496345565762
2,11,-3,273,0.0016270576333883657
2,11,-2,286,0.0011683425038439515
2,11,-1,299,-0.0018213229999854595
2,11,0,312,-0.004972325775093831
2,11,1,299,-0.005197081887327986
2,11,2,286,-0.0055548576043885425
2,11,3,273,-0.004699183471478719
2,11,4,260,-0.00040833986588428546
2,11,5,247,0.00576879452300345
2,11,6,234,0.010499204895266243
2,11,7,221,0.011386107163932862
2,11,8,208,0.008749253660835486
2,11,9,195,0.005464607874873029
2,11,10,182,0.0025070600574553636
2,11,11,169,-0.0012952389983671524
2,11,12,156,-0.005247589888208394
2,12,-12,144,0.008154126741945518
2,12,-11,156,-0.0008542581824160036
2,12,-10,168,-0.008954588897697022
2,12,-9,180,-0.011713672073086382
2,12,-8,192,-0.011063609213874042
2,12,-7,204,-0.008867930813525701
2,12,-6,216,-0.0042145506642476465
2,12,-5,228,0.001144426469799608
2,12,-4,240,0.00467491852422001
2,12,-3,252,0.0059689152863216105
2,12,-2,264,0.004662022313590957
2,12,-1,276,0.0019714779123324775
2,12,0,288,0.0001737532319556136
2,12,1,276,0.0001901096727661766
2,12,2,264,-0.0016914447391323665
2,12,3,252,-0.0027788763411164146
2,12,4,240,0.001268814143906621
2,12,5,228,0.009629079879847501
2,12,6,216,0.015764388971649987
2,12,7,204,0.0142494193228319
2,12,8,192,0.007108537040801687
2,12,9,180,0.00040502152425807297
2,12,10,168,-0.0029849409727833224
2,12,11,156,-0.004406951710200344
2,12,12,144,-0.005646932602713974
