axis_ratio	d4000	dapqual	daptype	dec	dn4000	drp3qual	g_minus_r_color	halpha_ew	hbeta	hdelta_a	hgamma_a	log_half_light_radius	log_snr	log_specific_sfr	log_stellar_mass	log_surface_brightness	log_surface_density	mangaid	mass_size_crossing_proxy	plateifu	ra	redshift	sersic_index	sfr_1re	sfr_tot	snr_med_g	minimum_predecessor_separation_arcsec	stellar_mass_msun	half_light_radius_kpc	dimensionless_potential	log_dimensionless_potential	internal_acceleration_m_s2	mean_stellar_density_msun_kpc3	log_mean_stellar_density	gema_zcomp_1mpc_percent	gema_zcomp_5mpc_percent	gema_footprint_1mpc	gema_footprint_5mpc	gema_nneigh	gema_q_nn	gema_dnn_mpc	gema_q_lss	gema_eta_k	gema_dkn_mpc	mass_bin	sersic_bin	sample_cell	role	outer_fold	response_read	map_downloaded
6.814400000000e-01	2.198659000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.072508239746e+01	1.971475000000e+00	0.000000000000e+00	8.033000000000e-01	4.495316000000e-01	2.136940000000e+00	-2.067530000000e+00	-5.312044000000e+00	7.150552133888e-01	1.336706431094e+00	-1.231253951501e+01	1.044763239401e+01	1.224060887859e-02	9.017521967233e+00	1-594520	-4.151233376922e+00	8601-3702	2.476121063232e+02	2.905010000000e-02	2.178310000000e+00	1.364875000000e-02	1.766190000000e-02	2.171233000000e+01	2.165330235590e+02	2.803059999995e+10	5.188660000000e+00	2.585211799372e-07	-6.587503870547e+00	1.451215060211e-10	4.790470218084e+07	7.680378144541e+00	8.771900177002e+01	6.306700134277e+01	1	1	348	-3.025308400000e+00	1.183008000000e-01	-1.792265800000e+00	1.983407100000e+00	2.148761000000e-01	1	1	m1-n1	exploration	3	False	False
6.342660000000e-01	1.833266000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-1.278395950794e-01	1.586744000000e+00	0.000000000000e+00	7.536000000000e-01	4.488842000000e+00	2.801748000000e+00	1.052226000000e+00	-1.667384000000e+00	1.064847182254e+00	7.858102121965e-01	-1.159504759353e+01	1.079822304505e+01	-7.556501316859e-01	8.668528680543e+00	1-635647	-3.801840749145e+00	8616-12704	3.231740112305e+02	5.002680000000e-02	2.241470000000e+00	1.596524000000e-01	3.392263000000e-01	6.106751000000e+00	1.413337420691e+03	6.283809999993e+10	1.161040000001e+01	2.589970465246e-07	-6.586705188372e+00	6.497383332333e-11	9.585017033226e+06	6.981592888986e+00	5.000000000000e+01	6.000000000000e+01	1	1	103	-4.203829300000e+00	4.800707000000e-01	-3.616712600000e+00	-1.748490000000e-01	1.126177400000e+00	1	1	m1-n1	reserved_confirmation		False	False
4.152240000000e-01	1.846631000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.409410119057e-01	1.580222000000e+00	0.000000000000e+00	8.196000000000e-01	5.025657000000e+00	2.687266000000e+00	2.018880000000e+00	-1.461600000000e+00	8.883395859179e-01	6.145600853458e-01	-1.146937538258e+01	1.018626961884e+01	-9.566770264254e-01	8.409590447003e+00	1-179246	-3.760625430543e+00	8651-12704	3.143930053711e+02	5.170360000000e-02	1.934140000000e+00	5.210678000000e-02	1.087333000000e-01	4.116803000000e+00	2.609685783382e+03	1.535570000004e+10	7.732850000001e+00	9.502742950723e-08	-7.022151018246e+00	3.579317769394e-11	7.927974631335e+06	6.899162251784e+00	1.000000000000e+02	5.172399902344e+01	1	1	76	-5.489493800000e+00	1.622818400000e+00	-3.375778700000e+00	-1.190258000000e+00	2.455141300000e+00	1	1	m1-n1	exploration	0	False	False
7.847460000000e-01	1.884845000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.690477371216e+01	1.702072000000e+00	0.000000000000e+00	5.757000000000e-01	1.893090000000e-01	2.629302000000e+00	7.495309000000e-01	-2.600193000000e+00	5.718042962420e-01	7.684181608627e-01	-1.272082653705e+01	9.259070403509e+00	-7.763667575035e-01	8.115461811025e+00	1-456757	-3.771828757391e+00	8953-3702	1.941501312256e+02	2.633430000000e-02	1.478760000000e+00	3.453376000000e-04	9.824141000000e-04	5.867028000000e+00	4.785293920140e+02	1.815810000002e+09	3.730820000000e+00	2.329083485996e-08	-7.632814943901e+00	1.818325463238e-11	8.347739836225e+06	6.921568905481e+00	6.538500213623e+01	5.821300125122e+01	1	1	278	-5.122810400000e+00	3.101262000000e-01	-2.808119800000e+00	1.102335900000e+00	4.225504000000e-01	0	0	m0-n0	exploration	2	False	False
8.019320000000e-01	1.476260000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.081720733643e+01	1.313885000000e+00	0.000000000000e+00	6.137000000000e-01	2.679823000000e+01	3.569863000000e+00	4.534629000000e+00	2.921693000000e+00	7.360377623786e-01	5.397486087575e-01	-1.064812424929e+01	1.088280676610e+01	-8.566859833391e-01	9.410731241347e+00	1-634093	-4.337346739484e+00	8978-12702	2.495877685547e+02	1.330160000000e-01	1.706420000000e+00	1.716653000000e+00	2.786844000000e+00	3.465362000000e+00	3.066478091958e+03	7.634959999924e+10	5.445500000000e+00	6.709465939635e-07	-6.173312047447e+00	3.588732194925e-10	1.128768469834e+08	8.052604869662e+00	1.000000000000e+02	6.250000000000e+01	1	1	10	-1.650005700000e+00	3.249167000000e-01	-1.572185900000e+00	-9.860657000000e-01	2.098999700000e+00	1	1	m1-n1	exploration	3	False	False
3.185220000000e-01	1.532707000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.906924819946e+01	1.323284000000e+00	0.000000000000e+00	6.326000000000e-01	1.582432000000e+01	3.696143000000e+00	4.768623000000e+00	3.421890000000e+00	9.007722811312e-01	7.485583377881e-01	-1.084645077134e+01	9.890741171987e+00	-7.954293992436e-01	8.089196609725e+00	1-386847	-3.594212164297e+00	8987-12703	1.366577606201e+02	4.780030000000e-02	1.035430000000e+00	1.107364000000e-01	2.660082000000e-01	5.604777000000e+00	3.233774584487e+03	7.775730000002e+09	7.957420000001e+00	4.676143602322e-08	-7.330112160312e+00	1.711616321684e-11	3.684136555430e+06	6.566335719291e+00	5.000000000000e+01	4.897999954224e+01	1	1	24	-2.906358700000e+00	5.516574000000e-01	-2.846733600000e+00	-1.362145900000e+00	2.801382800000e+00	1	0	m1-n0	exploration	1	False	False
3.962200000000e-01	1.545421000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.494351959229e+01	1.358065000000e+00	0.000000000000e+00	5.155000000000e-01	1.708852000000e+01	4.071689000000e+00	4.897896000000e+00	2.531245000000e+00	6.965774119664e-01	6.564549822117e-01	-1.073486359870e+01	9.220497731737e+00	-7.449980481050e-01	7.827342907804e+00	1-247904	-3.565382747919e+00	9035-9102	2.360836029053e+02	3.681620000000e-02	1.570910000000e+00	3.059385000000e-02	6.194950000000e-02	4.533723000000e+00	1.474588417916e+03	1.661490000000e+09	4.972530000000e+00	1.598966145370e-08	-7.796160731397e+00	9.365969027461e-12	3.226093027516e+06	6.508676886535e+00	6.666699981689e+01	5.806499862671e+01	1	1	86	-1.687720700000e+00	1.906815000000e-01	-1.640397400000e+00	7.940470000000e-02	9.265217000000e-01	0	1	m0-n1	exploration	1	False	False
7.587010000000e-01	1.433216000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.020244789124e+01	1.288344000000e+00	0.000000000000e+00	5.467000000000e-01	2.809698000000e+01	3.976112000000e+00	4.819118000000e+00	2.831686000000e+00	8.607397677121e-01	9.674548362731e-01	-1.057738005270e+01	9.987491082030e+00	-5.204958065106e-01	8.266011546606e+00	1-633256	-3.702635889447e+00	9041-3702	2.364503021240e+02	3.151770000000e-02	1.509030000000e+00	2.571053000000e-01	3.211955000000e-01	9.278010000000e+00	1.522272351601e+03	9.716079999997e+09	7.256710000001e+00	6.407229248060e-08	-7.193329736850e+00	2.571706224788e-11	6.069922828412e+06	6.783183169591e+00	7.500000000000e+01	4.817499923706e+01	1	1	77	-2.898245100000e+00	1.730664000000e-01	-1.856264400000e+00	1.366803900000e+00	3.449233000000e-01	1	0	m1-n0	exploration	3	False	False
5.875710000000e-01	1.648270000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.567441177368e+01	1.429497000000e+00	0.000000000000e+00	6.487000000000e-01	1.387294000000e+01	3.218745000000e+00	3.558365000000e+00	9.101080000000e-01	4.432848972583e-01	1.089344757371e+00	-1.103017637617e+01	9.694231281549e+00	-4.025780888103e-01	8.807661487033e+00	1-295448	-4.182188294887e+00	9047-3704	2.475945892334e+02	4.226410000000e-02	1.288840000000e+00	4.613759000000e-02	1.059341000000e-01	1.228414000000e+01	7.019134519899e+02	4.945739999994e+09	2.775140000000e+00	8.528356240847e-08	-7.069134666877e+00	8.950994628299e-11	5.524436429787e+07	7.742287980472e+00	8.421099853516e+01	5.050500106812e+01	1	1	55	-3.332680500000e+00	2.025179000000e-01	-2.582009100000e+00	1.207095800000e+00	3.899048000000e-01	1	0	m1-n0	exploration	0	False	False
7.847460000000e-01	1.860504000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.690477371216e+01	1.662120000000e+00	0.000000000000e+00	5.757000000000e-01	4.174969000000e-02	2.576212000000e+00	4.861836000000e-01	-2.164512000000e+00	5.718042962420e-01	6.856488702452e-01	-1.286314410241e+01	9.259070403509e+00	-7.414740584126e-01	8.115461811025e+00	1-456757	-3.771828757391e+00	9051-6103	1.941501312256e+02	2.633430000000e-02	1.478760000000e+00	2.488435000000e-04	1.284500000000e-03	4.848963000000e+00	4.785293920140e+02	1.815810000002e+09	3.730820000000e+00	2.329083485996e-08	-7.632814943901e+00	1.818325463238e-11	8.347739836225e+06	6.921568905481e+00	6.538500213623e+01	5.821300125122e+01	1	1	278	-5.122810400000e+00	3.101262000000e-01	-2.808119800000e+00	1.102335900000e+00	4.225504000000e-01	0	0	m0-n0	reserved_confirmation		False	False
4.328920000000e-01	1.975394000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.518993759155e+01	1.722619000000e+00	0.000000000000e+00	7.878000000000e-01	3.855661000000e+00	2.664186000000e+00	1.228284000000e+00	-2.292098000000e+00	9.956794991484e-01	1.063678555282e+00	-1.163694249338e+01	1.047152346856e+01	-4.482380564221e-01	8.480164470265e+00	1-318089	-3.742242485558e+00	9089-12704	2.411483612061e+02	3.178120000000e-02	1.481140000000e+00	6.832521000000e-02	3.017655000000e-01	1.157920000000e+01	9.602934724342e+02	2.961579999986e+10	9.901010000000e+00	1.431406279947e-07	-6.844237081756e+00	4.210893714746e-11	7.284443209163e+06	6.862396361812e+00	4.000000000000e+01	5.024599838257e+01	1	1	114	-2.985915400000e+00	5.643929000000e-01	-2.922829200000e+00	-5.017180000000e-02	1.023405600000e+00	1	0	m1-n0	exploration	2	False	False
8.339680000000e-01	1.549472000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.870162582397e+01	1.367942000000e+00	0.000000000000e+00	5.653000000000e-01	1.110474000000e+01	3.347649000000e+00	3.651749000000e+00	1.152163000000e+00	5.953429792267e-01	5.522562317382e-01	-1.102891840699e+01	9.208769103572e+00	-9.651895227108e-01	8.018083145118e+00	1-296822	-3.711370082946e+00	9090-6102	2.431428833008e+02	3.345630000000e-02	8.285790000000e-01	1.513041000000e-02	2.379149000000e-02	3.566615000000e+00	2.106743331341e+03	1.617220000001e+09	3.938610000000e+00	1.964920904998e-08	-7.706654926823e+00	1.453091474076e-11	6.319046578115e+06	6.800651556589e+00	5.000000000000e+01	4.473699951172e+01	1	1	66	-3.543890000000e+00	2.526400000000e-01	-2.978875200000e+00	-4.244910000000e-02	1.017357300000e+00	0	0	m0-n0	exploration	0	False	False
8.053210000000e-01	1.404716000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.024961853027e+01	1.241459000000e+00	0.000000000000e+00	4.442000000000e-01	3.721201000000e+01	4.199546000000e+00	5.758315000000e+00	3.671000000000e+00	3.790642767898e-01	1.081353789763e+00	-1.045388804479e+01	9.560310821279e+00	-3.146700065067e-01	8.802182267700e+00	1-72193	-4.211558995455e+00	9486-3703	1.218078689575e+02	4.240870000000e-02	1.845400000000e+00	1.277682000000e-01	1.669965000000e-01	1.206018000000e+01	2.249226770587e+03	3.633379999997e+09	2.393670000000e+00	7.263827018787e-08	-7.138834506679e+00	8.838774970140e-11	6.324546377940e+07	7.801029381607e+00	3.333300018311e+01	5.168500137329e+01	1	1	53	-5.615026500000e+00	1.172081500000e+00	-4.455903500000e+00	-1.094548500000e+00	2.281252400000e+00	0	1	m0-n1	exploration	1	False	False
8.488500000000e-01	1.307515000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.429509544373e+01	1.169796000000e+00	0.000000000000e+00	3.470000000000e-01	6.250445000000e+01	4.481341000000e+00	7.053936000000e+00	5.204555000000e+00	5.515585580239e-01	1.130689744040e+00	-9.887877118603e+00	9.365626487767e+00	-4.364398944384e-01	8.262509371719e+00	1-163666	-3.855475406848e+00	9498-12704	1.181874237061e+02	4.551190000000e-02	1.772910000000e+00	3.004342000000e-01	7.569185000000e-01	1.351107000000e+01	5.994148300592e+02	2.320739999998e+09	3.560890000000e+00	3.118795353891e-08	-7.506013121425e+00	2.551051236002e-11	1.227049843515e+07	7.088862204393e+00	6.666699981689e+01	6.500000000000e+01	1	1	55	-9.822590000000e-01	8.240310000000e-02	-9.782029000000e-01	-3.592285000000e-01	1.297378400000e+00	0	1	m0-n1	exploration	4	False	False
7.969000000000e-01	1.521142000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.355243682861e+01	1.319210000000e+00	0.000000000000e+00	5.883000000000e-01	1.337013000000e+01	3.513109000000e+00	4.539544000000e+00	1.511670000000e+00	8.339429077794e-01	6.081189324352e-01	-1.093316746944e+01	9.813164506664e+00	-1.078592238547e+00	8.145278691105e+00	1-217752	-3.655667891663e+00	9498-12705	1.194554672241e+02	4.426860000000e-02	7.107450000000e-01	7.585724000000e-02	1.641666000000e-01	4.056196000000e+00	1.898910447871e+03	6.503760000005e+09	6.822490000000e+00	4.561845239048e-08	-7.340859452283e+00	1.947549481239e-11	4.889305497233e+06	6.689247174023e+00	6.666699981689e+01	5.588199996948e+01	1	1	41	-2.438642300000e+00	3.834142000000e-01	-2.373479100000e+00	-7.219528000000e-01	1.713857700000e+00	1	0	m1-n0	reserved_confirmation		False	False
7.254390000000e-01	1.344510000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.533132553101e+01	1.194909000000e+00	0.000000000000e+00	4.338000000000e-01	3.002218000000e+01	4.239567000000e+00	5.574626000000e+00	3.899011000000e+00	7.969779146233e-01	5.624677368855e-01	-1.028800387192e+01	9.503229413549e+00	-8.670618552136e-01	7.909273584303e+00	1-604902	-3.556147834840e+00	9499-12702	1.197427139282e+02	4.240300000000e-02	6.086210000000e-01	1.641442000000e-01	2.547283000000e-01	3.651470000000e+00	6.710413104158e+02	3.185879999997e+09	6.265820000000e+00	2.433158764660e-08	-7.613829552242e+00	1.131054140094e-11	3.091769156739e+06	6.490207060377e+00	4.000000000000e+01	4.868399810791e+01	1	1	39	-3.736134500000e+00	7.065979000000e-01	-3.354601400000e+00	-3.804944000000e-01	1.318728200000e+00	0	0	m0-n0	exploration	1	False	False
4.978960000000e-01	2.055542000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.991779708862e+01	1.809159000000e+00	0.000000000000e+00	7.773000000000e-01	2.372675000000e+00	2.429515000000e+00	3.139665000000e-01	-3.355467000000e+00	1.125194894793e+00	9.839325303626e-01	-1.184709002449e+01	1.059472063370e+01	-4.646599206116e-01	8.344330844114e+00	1-634089	-3.609567974660e+00	9869-12703	2.495376892090e+02	2.938920000000e-02	1.111670000000e+00	5.592817000000e-02	1.282138000000e-01	9.636793000000e+00	1.465098954609e+03	3.932969999992e+10	1.334119999999e+01	1.410732552443e-07	-6.850555312261e+00	3.079928634975e-11	3.954097191266e+06	6.597047340019e+00	5.454499816895e+01	5.420600128174e+01	1	1	211	-3.432187800000e+00	1.822199000000e-01	-2.828885800000e+00	1.020777000000e-01	9.105377000000e-01	1	0	m1-n0	reserved_confirmation		False	False
7.860930000000e-01	1.349615000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.821485137939e+01	1.214271000000e+00	0.000000000000e+00	3.780000000000e-01	3.991447000000e+01	4.404014000000e+00	6.511439000000e+00	5.004614000000e+00	7.573664167961e-01	1.030294839816e+00	-1.021390134686e+01	9.650454206337e+00	-3.014305998832e-01	8.135721372745e+00	1-623893	-3.689177477974e+00	9876-6101	1.955532226562e+02	2.730980000000e-02	1.527390000000e+00	2.732454000000e-01	3.668489000000e-01	1.072247000000e+01	3.779004371409e+02	4.471509999997e+09	5.719610000000e+00	3.741163928962e-08	-7.426993261627e+00	1.905158804835e-11	5.705140531893e+06	6.756266346646e+00	7.586199951172e+01	5.353200149536e+01	1	1	191	-3.298142900000e+00	2.142859000000e-01	-2.411160000000e+00	1.044749100000e+00	4.416458000000e-01	0	0	m0-n0	exploration	0	False	False
8.180380000000e-01	1.568046000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.473656845093e+01	1.358155000000e+00	0.000000000000e+00	6.108000000000e-01	1.402463000000e+01	3.810019000000e+00	4.259275000000e+00	2.359528000000e+00	6.123917554808e-01	9.153076895730e-01	-1.092977496586e+01	9.769857148355e+00	-6.160615415419e-01	8.545073637393e+00	1-294986	-3.966340940956e+00	9892-12701	2.473959960938e+02	4.128580000000e-02	1.214830000000e+00	6.919619000000e-02	1.645730000000e-01	8.228254000000e+00	8.526135883608e+02	5.886500000006e+09	4.096300000000e+00	6.876767506189e-08	-7.162615658294e+00	4.889713875394e-11	2.044528988504e+07	7.310593272610e+00	6.666699981689e+01	5.263199996948e+01	1	1	55	-3.480814200000e+00	4.272389000000e-01	-3.087288400000e+00	-6.072396000000e-01	1.569412200000e+00	1	0	m1-n0	exploration	3	False	False
