TrackFileBase	StreamName	StreamShortName	TrackRef	TrackType	InfoFlags	has_empirical_track	has_D	has_pm	has_vrad	D_caveat	pm_caveat	vrad_caveat	sky_status	D_status	pm_status	vrad_status	usable_3d	usable_6d	data_defects	n_track_points	track_length_deg	pole_ra_deg	pole_dec_deg	pole_l_deg	pole_b_deg	orbit_inc_to_disc_deg	mid_l_deg	mid_b_deg	mid_distance_kpc	b_min_deg	b_max_deg	absb_min_deg	absb_max_deg	dist_min_kpc	dist_max_kpc	z_min_kpc	z_max_kpc	absz_max_kpc	R_gc_min_kpc	R_gc_max_kpc	width_phi2	width_pm_phi1_cosphi2	width_pm_phi2	dist_ptp_kpc	pmra_ptp_masyr	rv_ptp_kms
track.st.GD-1.ibata2021	GD-1	GD-	ibata2021	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	MEASURED_TRACK	1	1		10209	102.5211	34.78578	29.13133	145.04514	-29.9469	60.0531	189.1995	51.23106	7.62064	13.0489	60.8814	13.0489	60.8814	7.6133	11.68444	2.112	9.4573	9.4573	13.9604	15.5219	0.65216	0.4629	0.37753	4.071142	7.116706	494.646566
track.st.GD-1.ibata2024	GD-1	GD-	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	11864	119.5378	35.12128	28.82676	145.4938	-30.1143	59.8857	191.77544	49.98945	1.0	4.8639	60.7911	4.8639	60.7911	1.0	1.0						0.54272	0.57632	0.37523	0.0	8.397043	676.68087
track.st.GD-1.pricewhelan2018	GD-1	GD-1	pricewhelan2018	st	1110	1	1	1	0	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	ABSENT	1	0		9981	100.0305	34.5987	29.7331	144.60773	-29.45261	60.5474	115.29448	58.36215	10.0	14.8077	60.7436	14.8077	60.7436	5.50835	10.49874	1.4373	8.5571	8.5571	12.3166	14.6115	0.67368	1.14854	0.84759	4.990394	6.328811	0.0
track.st.Gaia-1.ibata2021	Gaia-1	Gai	ibata2021	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	MEASURED_TRACK	1	1		3455	34.5703	107.69269	35.23894	182.28895	18.92573	71.0743	303.3439	56.38971	5.10823	41.1461	68.0363	41.1461	68.0363	4.48177	5.10825	3.2996	4.4518	4.4518	7.8817	8.3192	0.38436	0.60694	0.51282	0.626484	4.729269	260.887491
track.st.Gaia-1.ibata2024	Gaia-1	Gai	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	4037	40.3615	107.78425	35.2469	182.30854	18.99862	71.0014	304.74659	57.30152	1.0	40.0546	69.5224	40.0546	69.5224	1.0	1.0						0.63577	0.95095	0.53642	0.0	3.560332	414.444023
track.st.Gaia-10.ibata2021	Gaia-10	Gaia-10	ibata2021	st	1110	1	1	1	0	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	ABSENT	1	0		1724	17.2454	317.98287	73.91283	109.20497	17.23195	72.7681	227.53519	56.83055	13.74298	49.4782	63.7725	49.4782	63.7725	12.08518	17.38198	10.869	13.256	13.256	16.0652	22.5537	0.00481	0.01599	0.02039	5.296804	2.119612	0.0
track.st.Gaia-10.ibata2024	Gaia-10	Gai	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	2225	22.2296	321.77007	74.03847	110.034	16.53981	73.4602	225.3491	55.21926	1.0	45.4775	64.3842	45.4775	64.3842	1.0	1.0						0.60909	0.25549	0.21102	0.0	3.351147	57.464801
track.st.Gaia-11.ibata2021	Gaia-11	Gai	ibata2021	st	1110	1	1	1	0	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	ABSENT	1	0	vrad_filler_is_unphysical_gt_1000kms	2172	21.7317	15.62273	15.59989	126.84969	-47.18776	42.8122	65.43521	23.90649	12.50367	16.9955	29.7369	16.9955	29.7369	11.46168	13.83455	4.0459	5.7087	5.7087	11.6424	12.5808	0.26379	0.5245	0.50822	2.372871	1.435155	0.0
track.st.Gaia-11.ibata2024	Gaia-11	Gai	ibata2024	st	1010	1	0	1	0	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	ABSENT	0	0	vrad_flag_clear_but_column_populated_with_filler;vrad_filler_is_unphysical_gt_1000kms	5035	50.5788	13.89726	13.49652	124.48151	-49.36274	40.6373	68.85499	25.85112	1.0	8.7707	37.6319	8.7707	37.6319	1.0	1.0	0.1716	0.6316	0.6316	7.5152	8.2539	0.6162	0.38025	0.26517	0.0	3.979043	27019.671692
track.st.Gaia-12.ibata2021	Gaia-12	Gaia-12	ibata2021	st	1110	1	1	1	0	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	ABSENT	1	0		1374	13.7479	149.28214	46.92216	170.89585	50.66194	39.3381	159.25059	-38.75467	11.36904	-39.5154	-37.488	37.488	39.5154	10.48805	13.29931	-8.0495	-6.5944	8.0495	17.4165	19.8059	0.00057	0.00055	0.00204	2.811265	2.276511	0.0
track.st.Gaia-12.ibata2024	Gaia-12	Gai	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	UNPHYSICAL	0	0	distance_flag_set_but_column_is_1kpc_placeholder;vrad_flag_set_but_values_exceed_1000kms	2928	29.4152	147.80554	45.08194	174.0657	50.06995	39.93	146.20701	-36.5028	1.0	-39.4305	-29.4868	29.4868	39.4305	1.0	1.0						0.36956	0.3187	0.39533	0.0	5.476596	4213.092163
track.st.Gaia-2.ibata2021	Gaia-2	Gai	ibata2021	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	UNPHYSICAL	1	0	vrad_flag_set_but_values_exceed_1000kms	1436	14.4414	86.14115	31.23035	177.92382	1.00263	88.9974	91.89625	-75.82098	7.04069	-83.0285	-68.6086	68.6086	83.0285	6.95031	7.11948	-7.0008	-6.5122	7.0008	10.726	10.8526	0.22701	0.34658	0.543	0.169164	0.52506	217174.994985
track.st.Gaia-6.ibata2021	Gaia-6	Gaia-6	ibata2021	st	1110	1	1	1	0	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	ABSENT	1	0		2106	21.064	91.65029	39.97373	172.53527	9.22774	80.7723	54.33236	71.02901	8.17583	61.3032	79.1714	61.3032	79.1714	8.03232	9.86264	7.7189	8.6668	8.6668	10.3161	11.4086	0.09612	0.07759	0.05653	1.830317	2.250154	0.0
track.st.Gaia-6.ibata2024	Gaia-6	Gai	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	2078	20.8732	86.6294	43.22126	167.8225	7.52738	82.4726	55.18066	71.05442	1.0	61.4812	78.9848	61.4812	78.9848	1.0	1.0						0.45461	0.48521	0.33563	0.0	2.038409	296.00929
track.st.Gaia-7.ibata2021	Gaia-7	Gaia-7	ibata2021	st	1110	1	1	1	0	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	ABSENT	1	0		1456	14.5643	258.91665	35.94296	59.65907	34.06026	55.9397	283.84918	46.68513	4.77701	42.2933	50.4932	42.2933	50.4932	4.55491	5.10654	3.4535	3.537	3.537	8.3099	9.1152	0.00194	0.01051	0.00098	0.551634	0.512629	0.0
track.st.Gaia-7.ibata2024	Gaia-7	Gai	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	1472	14.8499	258.36641	36.96164	60.77539	34.68041	55.3196	287.63172	44.65646	1.0	40.2496	48.8344	40.2496	48.8344	1.0	1.0						0.49181	0.36937	0.30818	0.0	0.304346	24.96366
track.st.Gaia-8.ibata2021	Gaia-8	Gai	ibata2021	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	UNPHYSICAL	1	0	vrad_flag_set_but_values_exceed_1000kms	2106	21.1188	123.38896	47.44352	172.09462	33.15921	56.8408	300.77622	43.72931	7.05683	36.8532	49.4772	36.8532	49.4772	6.8321	7.46791	4.4435	5.3225	5.3225	7.9277	9.3867	0.63984	1.06381	0.48808	0.635809	1.766392	1880.564668
track.st.Gaia-8.ibata2024	Gaia-8	Gai	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	4608	46.6122	123.65177	46.75178	172.93817	33.27083	56.7292	297.47121	40.82256	1.0	22.842	49.9332	22.842	49.9332	1.0	1.0						0.93107	0.73461	0.42743	0.0	1.607121	317.039416
track.st.Gaia-9.ibata2021	Gaia-9	Gai	ibata2021	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	MEASURED_TRACK	1	1		2164	22.0305	354.05883	13.92813	96.64211	-45.07039	44.9296	95.70337	44.95462	4.15607	43.7215	44.9696	43.7215	44.9696	3.77745	5.26785	2.6341	3.7176	3.7176	9.1255	9.8041	1.18635	0.27833	0.47305	1.4904	8.137272	286.073175
track.st.Gaia-9.ibata2024	Gaia-9	Gai	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	3614	36.4826	347.72787	12.60911	88.16884	-43.37447	46.6255	89.41593	46.62363	1.0	43.1801	46.6293	43.1801	46.6293	1.0	1.0						1.87104	0.3278	0.76346	0.0	12.304778	108.442706
track.st.Gunnthra.ibata2021	Gunnthra	Gun	ibata2021	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	MEASURED_TRACK	1	1		1970	20.2006	227.71763	8.75473	10.40057	52.29699	37.703	325.75727	-28.80535	3.08151	-31.7945	-22.4915	22.4915	31.7945	3.07577	3.24344	-1.6946	-1.165	1.6946	5.9443	6.4518	1.59683	0.77847	0.49904	0.167672	13.467034	217.838446
track.st.Hermus.grillmair2014	Hermus	Her	grillmair2014	st	1100	1	1	0	0	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	ABSENT	ABSENT	1	0		4547	47.621	150.92066	1.119	238.64271	42.12916	47.8708	45.7143	47.14087	19.6482	35.3644	47.4602	35.3644	47.4602	14.85476	19.995	9.4092	14.6153	14.6153	13.6898	18.898	0.00011	0.0	0.0	5.140237	0.0	0.0
track.st.Hrid.ibata2021	Hrid	Hri	ibata2021	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	MEASURED_TRACK	1	1		6169	61.7301	188.67019	2.19981	293.07832	64.75048	25.2495	75.11326	20.3959	3.13562	10.5628	24.9707	10.5628	24.9707	3.10785	3.91276	0.6038	1.6754	1.6754	6.31	9.9671	0.87165	0.81306	0.55972	0.804912	4.486035	297.110458
track.st.Hrid.ibata2024	Hrid	Hri	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	6588	77.1442	8.52848	-1.42415	113.02868	-63.96229	26.0377	72.82468	20.49254	1.0	7.7804	26.67	7.7804	26.67	1.0	1.0						2.49029	1.61581	1.07597	0.0	3.418811	403.215161
track.st.Hydrus.ibata2024	Hydrus	Hyd	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	UNPHYSICAL	0	0	distance_flag_set_but_column_is_1kpc_placeholder;vrad_flag_set_but_values_exceed_1000kms	595	5.9953	66.80158	9.568	185.56737	-26.15296	63.847	296.31192	-35.81849	1.0	-38.0408	-33.1827	33.1827	38.0408	1.0	1.0						0.20308	0.45699	0.23065	0.0	1.309115	10148250.141869
track.st.Hyllus.grillmair2014	Hyllus	Hyl	grillmair2014	st	1100	1	1	0	0	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	ABSENT	ABSENT	1	0		2309	23.5134	157.96122	-4.85236	251.09	43.53154	46.4685	39.48925	41.88094	20.78144	34.9616	43.627	34.9616	43.627	18.4993	22.9996	12.7346	13.8889	13.8889	16.8521	17.9745	0.00339	0.0	0.0	4.500296	0.0	0.0
track.st.Indus.ibata2024	Indus	Ind	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	8637	90.3092	215.17728	-21.90575	328.89967	36.42408	53.5759	283.493	-43.94037	1.0	-50.8451	-9.1167	9.1167	50.8451	1.0	1.0						1.74545	0.47821	0.46874	0.0	5.109039	464.881148
track.st.Indus.shipp2019	Indus	Ind	shipp2019	st	1011	1	0	1	1	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	MEASURED_TRACK	0	0		1820	18.2225	24.80266	21.58022	137.46767	-39.9393	50.0607	332.26355	-49.18945	16.6	-50.2031	-46.1334	46.1334	50.2031	16.6	16.6	-12.7538	-11.9754	12.7538	12.6949	14.5984	0.70008	0.17056	0.11343	0.0	1.921218	72.788726
track.st.Jet.ferguson2022	Jet	Jet	ferguson2022	st	1110	1	1	1	0	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	ABSENT	1	0		3015	30.2921	64.983	34.747	164.26953	-10.89965	79.1004	250.41767	18.28936	30.70957	3.7056	33.0666	3.7056	33.0666	27.31871	33.34926	2.1981	14.9484	14.9484	30.8804	36.3418	0.2321	0.241	0.21686	6.030554	1.010154	0.0
track.st.Jhelum-a.bonaca2019	Jhelum-a	Jhe-a	bonaca2019	st	1010	1	0	1	0	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	ABSENT	0	0		3000	30.0005	179.13081	-38.12553	291.1865	23.49055	66.5094	321.29315	-62.66878	13.0	-64.5827	-45.516	45.516	64.5827	13.0	13.0	-11.7302	-9.2771	11.7302	9.3796	13.2533	0.0	0.0	0.0	0.0	2.556043	0.0
track.st.Jhelum-a.shipp2019	Jhelum-a	Jhe	shipp2019	st	1011	1	0	1	1	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	MEASURED_TRACK	0	0		2461	24.6479	359.13254	38.16687	111.19832	-23.45063	66.5494	339.6087	-56.42242	13.2	-63.9328	-46.4692	46.4692	63.9328	13.2	13.2	-11.8479	-9.5723	11.8479	9.689	12.9385	0.8244	0.08725	0.1789	0.0	1.992732	124.837663
track.st.Jhelum-b.bonaca2019	Jhelum-b	Jhe-b	bonaca2019	st	1010	1	0	1	0	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	ABSENT	0	0		3000	30.0022	179.13081	-38.12553	291.1865	23.49055	66.5094	322.21998	-63.4649	13.0	-65.4372	-46.0372	46.0372	65.4372	13.0	13.0	-11.8119	-9.3594	11.8119	9.4371	13.2946	0.0	0.0	0.0	0.0	2.50286	0.0
track.st.Jhelum-b.shipp2019	Jhelum-b	Jhe	shipp2019	st	1011	1	0	1	1	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	MEASURED_TRACK	0	0		1330	13.3701	359.13254	38.16687	111.19832	-23.45063	66.5494	339.62818	-56.43384	13.2	-65.3475	-56.6995	56.6995	65.3475	13.2	13.2	-11.9865	-11.0291	11.9865	11.4083	13.1871	0.7809	0.12468	0.12024	0.0	0.985405	64.180163
track.st.Jhelum.ibata2021	Jhelum	Jhe	ibata2021	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	MEASURED_TRACK	1	1		2764	27.7239	170.48709	-38.42292	284.28024	21.18605	68.8139	333.11702	-59.50671	10.40814	-67.1887	-49.0226	49.0226	67.1887	10.19913	11.17287	-9.9965	-8.432	9.9965	8.6038	11.9485	0.49821	0.56719	0.52124	0.973747	2.552396	908.086185
track.st.Jhelum.ibata2024	Jhelum	Jhe	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	4591	95.6485	192.30386	-40.30475	302.47308	22.56502	67.435	270.81291	-64.00766	1.0	-66.1513	-25.5728	25.5728	66.1513	1.0	1.0						1.09916	0.53231	0.42299	0.0	4.081646	411.273034
track.st.Kshir.ibata2021	Kshir	Ksh	ibata2021	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	MEASURED_TRACK	1	1		1737	17.3934	43.7147	21.64038	157.4925	-32.82099	57.179	111.20339	46.97466	10.68084	41.6122	51.4807	41.6122	51.4807	9.85421	11.38803	7.3057	7.9694	7.9694	14.5439	15.2266	0.22574	0.37232	0.24579	1.533825	1.091527	684.385595
track.st.Kshir.ibata2024	Kshir	Ksh	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	3695	36.9549	42.82092	21.75753	156.58228	-33.16819	56.8318	96.81315	37.60853	1.0	23.301	49.5292	23.301	49.5292	1.0	1.0						0.39176	0.52053	0.42928	0.0	4.01856	121.799955
track.st.Kwando.grillmair2017	Kwando	Kaw	grillmair2017	st	1000	1	0	0	0	0	0	0	EMPIRICAL_TRACK	ABSENT	ABSENT	ABSENT	0	0		1202	12.5183	73.25668	54.81883	153.23449	6.85669	83.1433	207.06303	-78.46649	20.0	-83.6105	-73.8906	73.8906	83.6105	20.0	20.0	-19.8492	-19.1838	19.8492	22.4059	23.021	0.00947	0.0	0.0	0.0	0.0	0.0
track.st.Kwando.ibata2021	Kwando	Kwa	ibata2021	st	1110	1	1	1	0	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	ABSENT	1	0	vrad_filler_is_unphysical_gt_1000kms	1949	20.6208	93.18996	40.06096	173.00655	10.31507	79.6849	181.33397	-79.54133	7.74518	-79.6605	-75.3057	75.3057	79.6605	6.98965	8.30611	-8.1036	-6.7371	8.1036	11.6062	12.6511	0.96664	0.31041	0.30282	1.316463	0.280827	0.0
track.st.Kwando.ibata2024	Kwando	Kwa	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	6175	63.7805	111.89952	13.96136	204.3173	14.22451	75.7755	161.54841	-71.19569	1.0	-75.9761	-43.4394	43.4394	75.9761	1.0	1.0						3.93502	0.06631	0.08008	0.0	0.406555	338.68611
track.st.LMS-1.ibata2024	LMS-1	LMS	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	6449	66.26	41.98538	60.84291	136.65224	1.11311	88.8869	45.25897	51.73694	1.0	19.4755	78.2611	19.4755	78.2611	1.0	1.0						1.37242	0.5798	0.40529	0.0	3.079958	300.749276
track.st.LMS-1.malhan2021	LMS-1	LMS1	malhan2021	st	1011	1	0	1	1	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	MEASURED_TRACK	0	0		4853	49.6042	81.18955	55.32109	155.50428	10.83571	79.1643	37.1388	68.05897	19.0	44.5465	78.2503	44.5465	78.2503	19.0	19.0	13.3274	18.6133	18.6133	17.0033	19.4095	1.69711	0.18787	0.25922	0.0	0.88648	241.340506
track.st.LMS-1.yuan2020	LMS-1	LMS1	yuan2020	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	MEASURED_TRACK	1	1		17261	179.2333	79.82233	59.26413	151.71339	12.35306	77.6469	43.26827	55.45702	18.14322	-31.8447	76.4446	0.0018	76.4446	15.39359	18.90928	-8.5572	17.4203	17.4203	12.933	21.1523	8.66442	0.56688	0.80967	3.515691	1.886246	388.83858
track.st.Leiptr.ibata2021	Leiptr	Lei	ibata2021	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	MEASURED_TRACK	1	1		7032	70.3701	152.12846	40.61385	180.30995	53.97739	36.0226	225.21901	-27.24661	7.07494	-36.9064	-10.2378	10.2378	36.9064	6.01741	8.90244	-5.307	-1.0455	5.307	11.0569	16.1376	0.50303	1.65516	0.548	2.885035	2.502821	345.96509
track.st.Leiptr.ibata2024	Leiptr	Lei	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	7213	72.2451	152.70303	39.94822	181.31995	54.51305	35.4869	228.21157	-25.97463	1.0	-37.3285	-8.4015	8.4015	37.3285	1.0	1.0						0.61671	0.81843	0.42127	0.0	2.40469	532.349377
track.st.M2.grillmair2022	M2	M2	grillmair2022	st	1010	1	0	1	0	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	ABSENT	0	0		6450	73.3194	235.41255	70.68404	105.86832	40.32911	49.6709	42.43276	-27.88273	11.693	-60.3553	-5.8096	5.8096	60.3553	11.693	11.693	-10.1481	-1.1911	10.1481	4.7623	12.7117	0.81892	0.18612	0.18063	0.0	8.130051	0.0
track.st.M2.ibata2021	M2	M2	ibata2021	st	1110	1	1	1	0	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	ABSENT	1	0		2251	22.6173	237.79538	72.72045	107.38159	38.50195	51.498	50.7279	-34.64839	11.08643	-40.3205	-26.6927	26.6927	40.3205	10.32059	12.26668	-7.9059	-4.7739	7.9059	7.9622	12.1284	0.00527	0.00072	0.00265	1.94609	2.534191	0.0
track.st.M2.ibata2024	M2	M2	ibata2024	st	1010	1	0	1	0	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	ABSENT	0	0	vrad_flag_clear_but_column_populated_with_filler	106	22.9575	237.81845	74.85596	109.53076	37.20531	52.7947	46.79123	-28.8611	1.0	-36.8104	-22.0189	22.0189	36.8104	1.0	1.0	-0.5795	-0.356	0.5795	7.4132	7.724	0.17607	0.11258	0.09524	0.0	2.43158	127.726201
track.st.M3-Svol.yang2023	M3-Svol	M3	yang2023	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	MEASURED_TRACK	1	1		4290	43.9016	42.07132	61.35812	136.46606	1.59532	88.4047	38.44466	78.6246	10.74518	50.2218	88.0748	50.2218	88.0748	7.67591	13.54911	5.9108	13.5255	13.5255	8.1778	15.9568	0.52722	0.19467	0.1343	5.873206	3.434878	148.698172
track.st.M30.ibata2024	M30	M30	ibata2024	st	1010	1	0	1	0	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	ABSENT	0	0	vrad_flag_clear_but_column_populated_with_filler	1444	15.3546	272.49867	54.12866	82.35812	27.59962	62.4004	25.73727	-46.5474	1.0	-49.0503	-41.705	41.705	49.0503	1.0	1.0	-0.7359	-0.6463	0.7359	7.4488	7.6412	0.33052	0.25117	0.2203	0.0	4.30271	134.749029
track.st.M30.sollima2020	M30	M30	sollima2020	st	1000	1	0	0	0	0	0	0	EMPIRICAL_TRACK	ABSENT	ABSENT	ABSENT	0	0		796	8.8387	302.30825	65.10326	98.43542	16.7895	73.2105	27.201	-46.82855	8.458	-48.8996	-43.66	43.66	48.8996	8.458	8.458	-6.3648	-5.8328	6.3648	6.7671	7.8147	0.10992	0.0	0.0	0.0	0.0	0.0
track.st.M5.grillmair2019	M5	M5	grillmair2019	st	1010	1	0	1	0	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	ABSENT	0	0		4138	41.3944	143.68086	-62.46711	282.25699	-7.78208	82.2179	4.17115	46.83915	16.18188	50.0652	82.6575	50.0652	82.6575	12.31633	15.90898	12.1933	13.3021	13.3021	12.3865	14.8091	0.00059	0.49535	0.38598	3.592649	1.586812	0.0
track.st.M5.ibata2021	M5	M5	ibata2021	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	MEASURED_TRACK	1	1		798	8.0603	327.39777	64.23946	104.7017	8.01152	81.9885	335.49714	77.44458	7.17279	74.1959	79.8902	74.1959	79.8902	7.03071	7.57424	6.9104	7.367	7.367	9.5211	10.277	0.4157	0.81622	0.91047	0.543536	1.078714	1478.735184
track.st.M5.ibata2024	M5	M5	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	3370	33.7083	325.52961	63.17696	103.36957	7.74303	82.257	347.95856	72.41926	1.0	56.4327	82.1687	56.4327	82.1687	1.0	1.0						0.31991	0.4278	0.34402	0.0	1.035553	139.745208
track.st.M5.sollima2020	M5	M5	sollima2020	st	1000	1	0	0	0	0	0	0	EMPIRICAL_TRACK	ABSENT	ABSENT	ABSENT	0	0		459	4.8991	322.4786	53.64146	95.74607	1.76285	88.2371	3.85861	46.79636	7.479	44.0828	48.6692	44.0828	48.6692	7.479	7.479	5.2102	5.6242	5.6242	5.9008	6.4659	0.0	0.0	0.0	0.0	0.0	0.0
track.st.M68-Fjorm.ibata2021	M68-Fjorm	M68	ibata2021	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	MEASURED_TRACK	1	1		13817	141.4181	103.57346	16.12194	198.81005	7.89006	82.1099	0.56976	81.71065	5.80163	15.5992	82.1244	15.5992	82.1244	0.00018	7.18348	0.0208	5.7598	5.7598	7.3589	11.4188	1.20893	0.942	0.54491	7.183306	6.763284	69.587651
track.st.M68-Fjorm.ibata2024	M68-Fjorm	M68	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	10425	105.3162	102.50821	17.87666	196.76722	7.7459	82.2541	74.22462	75.83399	1.0	24.5881	82.023	24.5881	82.023	1.0	1.0						1.39003	0.48177	0.54351	0.0	7.225053	63.312921
track.st.M68-Fjorm.palau2019	M68-Fjorm	M68	palau2019	st	1210	1	1	1	0	1	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	ABSENT	1	0		13073	133.5488	104.09922	17.01324	198.22269	8.73302	81.267	300.21099	35.93313	5.689	15.5097	81.2144	15.5097	81.2144	4.68765	8.26709	2.2209	5.3824	5.3824	7.7883	10.1497	0.68417	0.28744	0.45256	3.579448	6.479054	0.0
