galaxy	point_index	outer_fold	team_release_kin	radius_kpc	log_radius_over_r1	log_surface_density	enclosed_mass_fraction	log_total_profile_mass	log_distance	log_r1_kpc	profile_concentration	log_radius_squared	log_surface_density_squared	radius_surface_interaction	profile_contrast_mod	x_q0p25	edge_valid_q0p25	sharpness_mod_q0p25	outer_mass_mod_q0p25	x_q0p5	edge_valid_q0p5	sharpness_mod_q0p5	outer_mass_mod_q0p5	x_q1	edge_valid_q1	sharpness_mod_q1	outer_mass_mod_q1	x_q2	edge_valid_q2	sharpness_mod_q2	outer_mass_mod_q2	x_q4	edge_valid_q4	sharpness_mod_q4	outer_mass_mod_q4
WALLABY J123228+002315	1	0	NGC 4636 Kin TR1	2.384969539458e+00	-9.739766352922e-01	8.363241157068e-01	2.455948313784e-02	1.006585983653e+01	1.338568874520e+00	1.351459471947e+00	6.229835456983e-01	9.486304860952e-01	6.994380265127e-01	-8.145601482298e-01	8.421658986176e-01	8.951871548042e-02	1	8.807568470274e-01	-9.951070359419e-01	9.548806019848e-02	1	7.889368165663e-01	-9.774944690144e-01	1.061752677136e-01	1	7.401873362057e-01	-9.257735432907e-01	1.172822593557e-01	1	7.173490046068e-01	-8.507817517393e-01	1.370118644833e-01	1	5.513256799415e-01	-6.477079756884e-01
WALLABY J123228+002315	2	0	NGC 4636 Kin TR1	3.978120734478e+00	-7.517815122837e-01	8.779469516292e-01	5.890583443004e-02	1.006585983653e+01	1.338568874520e+00	1.351459471947e+00	6.229835456983e-01	5.651754422115e-01	7.707908498750e-01	-6.600242870006e-01	8.421658986176e-01	1.493168999791e-01	1	8.807568470274e-01	-9.951070359419e-01	1.592737458009e-01	1	7.889368165663e-01	-9.774944690144e-01	1.770999700383e-01	1	7.401873362057e-01	-9.257735432907e-01	1.956263927108e-01	1	7.173490046068e-01	-8.507817517393e-01	2.285353041004e-01	1	5.513256799415e-01	-6.477079756884e-01
WALLABY J123228+002315	3	0	NGC 4636 Kin TR1	5.570214762148e+00	-6.055875320308e-01	9.263424466257e-01	1.126529017947e-01	1.006585983653e+01	1.338568874520e+00	1.351459471947e+00	6.229835456983e-01	3.667362589511e-01	8.581103284204e-01	-5.609814360674e-01	8.421658986176e-01	2.090754041961e-01	1	8.807568470274e-01	-9.951070359419e-01	2.230171051356e-01	1	7.889368165663e-01	-9.774944690144e-01	2.479776088578e-01	1	7.401873362057e-01	-9.257735432907e-01	2.739185392488e-01	1	7.173490046068e-01	-8.507817517393e-01	3.199980115081e-01	1	5.513256799415e-01	-6.477079756884e-01
WALLABY J123228+002315	4	0	NGC 4636 Kin TR1	7.162308789819e+00	-4.964064310571e-01	9.618954736678e-01	1.876853453229e-01	1.006585983653e+01	1.338568874520e+00	1.351459471947e+00	6.229835456983e-01	2.464193447948e-01	9.252429022627e-01	-4.774910991334e-01	8.421658986176e-01	2.688339084131e-01	1	8.807568470274e-01	-9.951070359419e-01	2.867604644702e-01	1	7.889368165663e-01	-9.774944690144e-01	3.188552476772e-01	1	7.401873362057e-01	-9.257735432907e-01	3.522106857867e-01	1	7.173490046068e-01	-8.507817517393e-01	4.114607189158e-01	1	5.513256799415e-01	-6.477079756884e-01
WALLABY J123228+002315	5	0	NGC 4636 Kin TR1	8.755459984838e+00	-4.091805044372e-01	9.523080096621e-01	2.773989728537e-01	1.006585983653e+01	1.338568874520e+00	1.351459471947e+00	6.229835456983e-01	1.674286852115e-01	9.068905452666e-01	-3.896658717731e-01	8.421658986176e-01	3.286320929117e-01	1	8.807568470274e-01	-9.951070359419e-01	3.505461500726e-01	1	7.889368165663e-01	-9.774944690144e-01	3.897799500019e-01	1	7.401873362057e-01	-9.257735432907e-01	4.305548191418e-01	1	7.173490046068e-01	-8.507817517393e-01	5.029841585330e-01	1	5.513256799415e-01	-6.477079756884e-01
WALLABY J123228+002315	6	0	NGC 4636 Kin TR1	1.034755401251e+01	-3.366217699238e-01	9.324737646772e-01	3.786622207410e-01	1.006585983653e+01	1.338568874520e+00	1.351459471947e+00	6.229835456983e-01	1.133142159866e-01	8.695073218112e-01	-3.138909690731e-01	8.421658986176e-01	3.883905971287e-01	1	8.807568470274e-01	-9.951070359419e-01	4.142895094072e-01	1	7.889368165663e-01	-9.774944690144e-01	4.606575888214e-01	1	7.401873362057e-01	-9.257735432907e-01	5.088469656798e-01	1	7.173490046068e-01	-8.507817517393e-01	5.944468659407e-01	1	5.513256799415e-01	-6.477079756884e-01
WALLABY J123228+002315	7	0	NGC 4636 Kin TR1	1.193964804018e+01	-2.744679472027e-01	9.084850188787e-01	4.892661885296e-01	1.006585983653e+01	1.338568874520e+00	1.351459471947e+00	6.229835456983e-01	7.533265404166e-02	8.253450295270e-01	-2.493500181960e-01	8.421658986176e-01	4.481491013457e-01	1	8.807568470274e-01	-9.951070359419e-01	4.780328687419e-01	1	7.889368165663e-01	-9.774944690144e-01	5.315352276409e-01	1	7.401873362057e-01	-9.257735432907e-01	5.871391122178e-01	1	7.173490046068e-01	-8.507817517393e-01	6.859095733484e-01	1	5.513256799415e-01	-6.477079756884e-01
WALLABY J123228+002315	8	0	NGC 4636 Kin TR1	1.353279923520e+01	-2.200718330246e-01	8.627275283180e-01	6.020875238642e-01	1.006585983653e+01	1.338568874520e+00	1.351459471947e+00	6.229835456983e-01	4.843161169079e-02	7.442987881177e-01	-1.898620285577e-01	8.421658986176e-01	5.079472858444e-01	1	8.807568470274e-01	-9.951070359419e-01	5.418185543443e-01	1	7.889368165663e-01	-9.774944690144e-01	6.024599299655e-01	1	7.401873362057e-01	-9.257735432907e-01	6.654832455728e-01	1	7.173490046068e-01	-8.507817517393e-01	7.774330129655e-01	1	5.513256799415e-01	-6.477079756884e-01
WALLABY J123228+002315	9	0	NGC 4636 Kin TR1	1.512489326287e+01	-1.717671534500e-01	7.788744720028e-01	7.060094473576e-01	1.006585983653e+01	1.338568874520e+00	1.351459471947e+00	6.229835456983e-01	2.950395500432e-02	6.066454431377e-01	-1.337850509508e-01	8.421658986176e-01	5.677057900613e-01	1	8.807568470274e-01	-9.951070359419e-01	6.055619136789e-01	1	7.889368165663e-01	-9.774944690144e-01	6.733375687850e-01	1	7.401873362057e-01	-9.257735432907e-01	7.437753921108e-01	1	7.173490046068e-01	-8.507817517393e-01	8.688957203732e-01	1	5.513256799415e-01	-6.477079756884e-01
WALLABY J123228+002315	10	0	NGC 4636 Kin TR1	1.671698729054e+01	-1.283014596689e-01	6.599162000700e-01	7.933801098017e-01	1.006585983653e+01	1.338568874520e+00	1.351459471947e+00	6.229835456983e-01	1.646126455318e-02	4.354893911148e-01	-8.466821172815e-02	8.421658986176e-01	6.274642942783e-01	1	8.807568470274e-01	-9.951070359419e-01	6.693052730136e-01	1	7.889368165663e-01	-9.774944690144e-01	7.442152076045e-01	1	7.401873362057e-01	-9.257735432907e-01	8.220675386488e-01	1	7.173490046068e-01	-8.507817517393e-01	9.603584277809e-01	1	5.513256799415e-01	-6.477079756884e-01
WALLABY J123228+002315	11	0	NGC 4636 Kin TR1	1.831013848556e+01	-8.876784292222e-02	5.263392773900e-01	8.637374135307e-01	1.006585983653e+01	1.338568874520e+00	1.351459471947e+00	6.229835456983e-01	7.879729937063e-03	2.770330349234e-01	-4.672200229915e-02	8.421658986176e-01	6.872624787770e-01	1	8.807568470274e-01	-9.951070359419e-01	7.330909586160e-01	1	7.889368165663e-01	-9.774944690144e-01	8.151399099291e-01	1	7.401873362057e-01	-9.257735432907e-01	9.004116720039e-01	1	7.173490046068e-01	-8.507817517393e-01	1.051881867398e+00	1	5.513256799415e-01	-6.477079756884e-01
WALLABY J123228+002315	12	0	NGC 4636 Kin TR1	1.990223251323e+01	-5.255767625154e-02	3.636119798923e-01	9.162972689127e-01	1.006585983653e+01	1.338568874520e+00	1.351459471947e+00	6.229835456983e-01	2.762309332961e-03	1.322136719212e-01	-1.911060072036e-02	8.421658986176e-01	7.470209829940e-01	1	8.807568470274e-01	-9.951070359419e-01	7.968343179506e-01	1	7.889368165663e-01	-9.774944690144e-01	8.860175487486e-01	1	7.401873362057e-01	-9.257735432907e-01	9.787038185419e-01	1	7.173490046068e-01	-8.507817517393e-01	1.143344574806e+00	1	5.513256799415e-01	-6.477079756884e-01
WALLABY J123228+002315	13	0	NGC 4636 Kin TR1	2.149432654090e+01	-1.913562957288e-02	1.335389083704e-01	9.497285208878e-01	1.006585983653e+01	1.338568874520e+00	1.351459471947e+00	6.229835456983e-01	3.661723191504e-04	1.783264004876e-02	-2.555351084143e-03	8.421658986176e-01	8.067794872110e-01	1	8.807568470274e-01	-9.951070359419e-01	8.605776772853e-01	1	7.889368165663e-01	-9.774944690144e-01	9.568951875681e-01	1	7.401873362057e-01	-9.257735432907e-01	1.056995965080e+00	1	7.173490046068e-01	-8.507817517393e-01	1.234807282213e+00	1	5.513256799415e-01	-6.477079756884e-01
WALLABY J123228+002315	14	0	NGC 4636 Kin TR1	2.308747773592e+01	1.191701769542e-02	-8.618614761598e-02	9.713791201003e-01	1.006585983653e+01	1.338568874520e+00	1.351459471947e+00	6.229835456983e-01	1.420153107529e-04	7.428052040884e-03	-1.027081846240e-03	8.421658986176e-01	8.665776717096e-01	1	8.807568470274e-01	-9.951070359419e-01	9.243633628877e-01	1	7.889368165663e-01	-9.774944690144e-01	1.027819889893e+00	1	7.401873362057e-01	-9.257735432907e-01	1.135340098435e+00	1	7.173490046068e-01	-8.507817517393e-01	1.326330721831e+00	1	5.513256799415e-01	-6.477079756884e-01
WALLABY J123917-003149	0	3	NGC 4636 Kin TR1	1.675625993800e+00	-1.437823553343e+00	1.438700532901e+00	1.067637110325e-02	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	2.067336570549e+00	2.069859223369e+00	-2.068597512412e+00	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	3.427072866001e-02	1	8.649547189610e-01	-9.848828082564e-01	3.649021705227e-02	1	8.206877566407e-01	-9.565072665706e-01	3.994051412789e-02	1	6.672922434517e-01	-8.822369295718e-01	5.240314741729e-02	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	1	3	NGC 4636 Kin TR1	2.794938215722e+00	-1.215628430335e+00	1.426673888021e+00	2.365306235037e-02	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	1.477752480638e+00	2.035398382762e+00	-1.734305339095e+00	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	5.716345387750e-02	1	8.649547189610e-01	-9.848828082564e-01	6.086555264525e-02	1	8.206877566407e-01	-9.565072665706e-01	6.662063593230e-02	1	6.672922434517e-01	-8.822369295718e-01	8.740826406528e-02	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	2	3	NGC 4636 Kin TR1	3.913507695625e+00	-1.069434450082e+00	1.411114418551e+00	4.117907707279e-02	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	1.143690043022e+00	1.991243902242e+00	-1.509094372206e+00	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	8.004098816916e-02	1	8.649547189610e-01	-9.848828082564e-01	8.522471349663e-02	1	8.206877566407e-01	-9.565072665706e-01	9.328305360810e-02	1	6.672922434517e-01	-8.822369295718e-01	1.223901523678e-01	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	3	3	NGC 4636 Kin TR1	5.032077175529e+00	-9.602533491083e-01	1.393048466417e+00	6.280419629629e-02	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	9.220864944737e-01	1.940584029786e+00	-1.337679455347e+00	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.029185224608e-01	1	8.649547189610e-01	-9.848828082564e-01	1.095838743480e-01	1	8.206877566407e-01	-9.565072665706e-01	1.199454712839e-01	1	6.672922434517e-01	-8.822369295718e-01	1.573720406703e-01	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	4	3	NGC 4636 Kin TR1	6.151389397451e+00	-8.730274224884e-01	1.357363030615e+00	8.715256480976e-02	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	7.621768804167e-01	1.842434396881e+00	-1.185015147999e+00	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.258112476783e-01	1	8.649547189610e-01	-9.848828082564e-01	1.339592099410e-01	1	8.206877566407e-01	-9.565072665706e-01	1.466255930883e-01	1	6.672922434517e-01	-8.822369295718e-01	1.923771573183e-01	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	5	3	NGC 4636 Kin TR1	7.269958877354e+00	-8.004686879750e-01	1.319314304091e+00	1.135067030581e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	6.407501204284e-01	1.740590232978e+00	-1.056069790022e+00	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.486887819700e-01	1	8.649547189610e-01	-9.848828082564e-01	1.583183707924e-01	1	8.206877566407e-01	-9.565072665706e-01	1.732880107641e-01	1	6.672922434517e-01	-8.822369295718e-01	2.273590456208e-01	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	6	3	NGC 4636 Kin TR1	8.388528357258e+00	-7.383148652539e-01	1.283753383333e+00	1.415349218643e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	5.451088402549e-01	1.648022749218e+00	-9.478142062344e-01	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.715663162616e-01	1	8.649547189610e-01	-9.848828082564e-01	1.826775316437e-01	1	8.206877566407e-01	-9.565072665706e-01	1.999504284399e-01	1	6.672922434517e-01	-8.822369295718e-01	2.623409339233e-01	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	7	3	NGC 4636 Kin TR1	9.507840579180e+00	-6.839187510758e-01	1.249442961443e+00	1.708886384328e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	4.677448580731e-01	1.561107713898e+00	-8.545174697303e-01	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.944590414791e-01	1	8.649547189610e-01	-9.848828082564e-01	2.070528672367e-01	1	8.206877566407e-01	-9.565072665706e-01	2.266305502443e-01	1	6.672922434517e-01	-8.822369295718e-01	2.973460505713e-01	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	8	3	NGC 4636 Kin TR1	1.062641005908e+01	-6.356140715012e-01	1.203848463746e+00	2.004168807370e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	4.040052478904e-01	1.449251123664e+00	-7.651830235122e-01	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	2.173365757708e-01	1	8.649547189610e-01	-9.848828082564e-01	2.314120280881e-01	1	8.206877566407e-01	-9.565072665706e-01	2.532929679201e-01	1	6.672922434517e-01	-8.822369295718e-01	3.323279388738e-01	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	9	3	NGC 4636 Kin TR1	1.174497953899e+01	-5.921483777201e-01	1.165837624690e+00	2.303287449655e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	3.506397012366e-01	1.359177367143e+00	-6.903488581454e-01	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	2.402141100624e-01	1	8.649547189610e-01	-9.848828082564e-01	2.557711889395e-01	1	8.206877566407e-01	-9.565072665706e-01	2.799553855959e-01	1	6.672922434517e-01	-8.822369295718e-01	3.673098271763e-01	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	10	3	NGC 4636 Kin TR1	1.286429176091e+01	-5.526147609734e-01	1.133219456733e+00	2.607198012513e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	3.053830740457e-01	1.284186337117e+00	-6.262337992127e-01	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	2.631068352799e-01	1	8.649547189610e-01	-9.848828082564e-01	2.801465245325e-01	1	8.206877566407e-01	-9.565072665706e-01	3.066355074003e-01	1	6.672922434517e-01	-8.822369295718e-01	4.023149438242e-01	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	11	3	NGC 4636 Kin TR1	1.398286124081e+01	-5.164045943028e-01	1.099680641109e+00	2.912886617841e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	2.666737050170e-01	1.209297512430e+00	-5.678801353346e-01	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	2.859843695716e-01	1	8.649547189610e-01	-9.848828082564e-01	3.045056853838e-01	1	8.206877566407e-01	-9.565072665706e-01	3.332979250761e-01	1	6.672922434517e-01	-8.822369295718e-01	4.372968321267e-01	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	12	3	NGC 4636 Kin TR1	1.510143072072e+01	-4.829825476241e-01	1.088490470182e+00	3.234741892163e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	2.332721413095e-01	1.184811503678e+00	-5.257219003533e-01	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	3.088619038632e-01	1	8.649547189610e-01	-9.848828082564e-01	3.288648462352e-01	1	8.206877566407e-01	-9.565072665706e-01	3.599603427519e-01	1	6.672922434517e-01	-8.822369295718e-01	4.722787204292e-01	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	13	3	NGC 4636 Kin TR1	1.622074294264e+01	-4.519299003558e-01	1.060697840354e+00	3.559014553802e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	2.042406348356e-01	1.125079908531e+00	-4.793610692986e-01	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	3.317546290807e-01	1	8.649547189610e-01	-9.848828082564e-01	3.532401818282e-01	1	8.206877566407e-01	-9.565072665706e-01	3.866404645563e-01	1	6.672922434517e-01	-8.822369295718e-01	5.072838370772e-01	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	14	3	NGC 4636 Kin TR1	1.733931242254e+01	-4.229687703879e-01	1.026941627959e+00	3.879623813483e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	1.789025807235e-01	1.054609107235e+00	-4.343642376380e-01	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	3.546321633724e-01	1	8.649547189610e-01	-9.848828082564e-01	3.775993426796e-01	1	8.206877566407e-01	-9.565072665706e-01	4.133028822321e-01	1	6.672922434517e-01	-8.822369295718e-01	5.422657253797e-01	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	15	3	NGC 4636 Kin TR1	1.845788190244e+01	-3.958187792979e-01	1.017033339299e+00	4.213331566579e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	1.566725060449e-01	1.034356813245e+00	-4.025608948665e-01	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	3.775096976640e-01	1	8.649547189610e-01	-9.848828082564e-01	4.019585035310e-01	1	8.206877566407e-01	-9.565072665706e-01	4.399652999079e-01	1	6.672922434517e-01	-8.822369295718e-01	5.772476136822e-01	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	16	3	NGC 4636 Kin TR1	1.957719412437e+01	-3.702501950058e-01	9.876662649264e-01	4.544126857571e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	1.370852069018e-01	9.754846508736e-01	-3.656836271896e-01	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	4.004024228815e-01	1	8.649547189610e-01	-9.848828082564e-01	4.263338391240e-01	1	8.206877566407e-01	-9.565072665706e-01	4.666454217123e-01	1	6.672922434517e-01	-8.822369295718e-01	6.122527303302e-01	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	17	3	NGC 4636 Kin TR1	2.069576360427e+01	-3.461191872046e-01	9.661417327390e-01	4.876806134777e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	1.197984917512e-01	9.334298477400e-01	-3.344001912601e-01	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	4.232799571732e-01	1	8.649547189610e-01	-9.848828082564e-01	4.506929999753e-01	1	8.206877566407e-01	-9.565072665706e-01	4.933078393881e-01	1	6.672922434517e-01	-8.822369295718e-01	6.472346186327e-01	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	18	3	NGC 4636 Kin TR1	2.181433308417e+01	-3.232587021320e-01	9.439888750737e-01	5.210141380992e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	1.044961885040e-01	8.911149962628e-01	-3.051526185833e-01	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	4.461574914648e-01	1	8.649547189610e-01	-9.848828082564e-01	4.750521608267e-01	1	8.206877566407e-01	-9.565072665706e-01	5.199702570639e-01	1	6.672922434517e-01	-8.822369295718e-01	6.822165069352e-01	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	19	3	NGC 4636 Kin TR1	2.293364530610e+01	-3.015275508621e-01	9.090208542113e-01	5.533464794214e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	9.091886392890e-02	8.263189133910e-01	-2.740948318529e-01	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	4.690502166823e-01	1	8.649547189610e-01	-9.848828082564e-01	4.994274964197e-01	1	8.206877566407e-01	-9.565072665706e-01	5.466503788683e-01	1	6.672922434517e-01	-8.822369295718e-01	7.172216235832e-01	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	20	3	NGC 4636 Kin TR1	2.405221478600e+01	-2.808455688114e-01	8.756399370042e-01	5.847369316115e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	7.887423352101e-02	7.667452992767e-01	-2.459195961819e-01	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	4.919277509740e-01	1	8.649547189610e-01	-9.848828082564e-01	5.237866572711e-01	1	8.206877566407e-01	-9.565072665706e-01	5.733127965441e-01	1	6.672922434517e-01	-8.822369295718e-01	7.522035118857e-01	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	21	3	NGC 4636 Kin TR1	2.517078426590e+01	-2.611038948333e-01	8.438554226231e-01	6.152792569827e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	6.817524389712e-02	7.120919742903e-01	-2.203339375231e-01	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	5.148052852656e-01	1	8.649547189610e-01	-9.848828082564e-01	5.481458181225e-01	1	8.206877566407e-01	-9.565072665706e-01	5.999752142199e-01	1	6.672922434517e-01	-8.822369295718e-01	7.871854001882e-01	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	22	3	NGC 4636 Kin TR1	2.629009648782e+01	-2.422084622245e-01	8.007170782826e-01	6.441629630312e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	5.866493917314e-02	6.411478394534e-01	-1.939404522077e-01	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	5.376980104831e-01	1	8.649547189610e-01	-9.848828082564e-01	5.725211537154e-01	1	8.206877566407e-01	-9.565072665706e-01	6.266553360243e-01	1	6.672922434517e-01	-8.822369295718e-01	8.221905168362e-01	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	23	3	NGC 4636 Kin TR1	2.740866596773e+01	-2.241127441373e-01	7.649229846499e-01	6.718842535470e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	5.022652208474e-02	5.851071724458e-01	-1.714289891436e-01	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	5.605755447748e-01	1	8.649547189610e-01	-9.848828082564e-01	5.968803145668e-01	1	8.206877566407e-01	-9.565072665706e-01	6.533177537001e-01	1	6.672922434517e-01	-8.822369295718e-01	8.571724051387e-01	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	24	3	NGC 4636 Kin TR1	2.852723544763e+01	-2.067409556937e-01	7.101173651118e-01	6.973248098742e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	4.274182276113e-02	5.042666722333e-01	-1.468103427179e-01	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	5.834530790664e-01	1	8.649547189610e-01	-9.848828082564e-01	6.212394754182e-01	1	8.206877566407e-01	-9.565072665706e-01	6.799801713759e-01	1	6.672922434517e-01	-8.822369295718e-01	8.921542934412e-01	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	25	3	NGC 4636 Kin TR1	2.964654766955e+01	-1.900265150477e-01	6.665179805547e-01	7.212379227170e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	3.611007642117e-02	4.442462184028e-01	-1.266560890614e-01	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	6.063458042839e-01	1	8.649547189610e-01	-9.848828082564e-01	6.456148110112e-01	1	8.206877566407e-01	-9.565072665706e-01	7.066602931803e-01	1	6.672922434517e-01	-8.822369295718e-01	9.271594100892e-01	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	26	3	NGC 4636 Kin TR1	3.076511714946e+01	-1.739420690843e-01	6.253124509618e-01	7.437997144308e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	3.025584339733e-02	3.910156613278e-01	-1.087681415445e-01	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	6.292233385756e-01	1	8.649547189610e-01	-9.848828082564e-01	6.699739718626e-01	1	8.206877566407e-01	-9.565072665706e-01	7.333227108561e-01	1	6.672922434517e-01	-8.822369295718e-01	9.621412983917e-01	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	27	3	NGC 4636 Kin TR1	3.188368662936e+01	-1.584321102562e-01	6.031443726202e-01	7.660257579040e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	2.510073356023e-02	3.637831342234e-01	-9.555743574336e-02	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	6.521008728672e-01	1	8.649547189610e-01	-9.848828082564e-01	6.943331327139e-01	1	8.206877566407e-01	-9.565072665706e-01	7.599851285319e-01	1	6.672922434517e-01	-8.822369295718e-01	9.971231866942e-01	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	28	3	NGC 4636 Kin TR1	3.300299885128e+01	-1.434472379632e-01	5.899496013256e-01	7.883433475395e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	2.057711007927e-02	3.480405321043e-01	-8.462664084766e-02	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	6.749935980847e-01	1	8.649547189610e-01	-9.848828082564e-01	7.187084683069e-01	1	8.206877566407e-01	-9.565072665706e-01	7.866652503363e-01	1	6.672922434517e-01	-8.822369295718e-01	1.032128303342e+00	1	8.462730956641e-02	-5.357197531952e-01
