galaxy,model,R_kpc,z_kpc,gR,gz,return_gR,return_gz,relative_error
NGC2976,NFW-LCDM,0.5,0,-598.8236011802068,-0.0,-598.8236011802043,-0.0,4.1767065041293885e-15
NGC2976,NFW-LCDM,0.5,0.5,-418.456772496119,-418.456772496119,-418.45677249611856,-418.45677249611856,1.0867247963842712e-15
NGC2976,NFW-LCDM,0.5,2,-133.1549535893354,-532.6198143573416,-133.15495358933552,-532.6198143573421,8.537935289455232e-16
NGC2976,NFW-LCDM,0.5,8,-25.604558657696987,-409.6729385231518,-25.604558657696995,-409.6729385231519,2.775063398901836e-16
NGC2976,NFW-LCDM,0.5,32,-2.8654828325133765,-183.3909012808561,-2.865482832513376,-183.39090128085607,1.549788415450189e-16
NGC2976,NFW-LCDM,0.5,-0.5,-418.456772496119,418.456772496119,-418.45677249611856,418.45677249611856,1.0867247963842712e-15
NGC2976,NFW-LCDM,0.5,-2,-133.1549535893354,532.6198143573416,-133.15495358933552,532.6198143573421,8.537935289455232e-16
NGC2976,NFW-LCDM,0.5,-8,-25.604558657696987,409.6729385231518,-25.604558657696995,409.6729385231519,2.775063398901836e-16
NGC2976,NFW-LCDM,0.5,-32,-2.8654828325133765,183.3909012808561,-2.865482832513376,183.39090128085607,1.549788415450189e-16
NGC2976,NFW-LCDM,1,0,-582.0714560986198,-0.0,-582.0714560986221,-0.0,3.906284581745722e-15
NGC2976,NFW-LCDM,1,0.5,-517.1862335494596,-258.5931167747298,-517.1862335494575,-258.59311677472874,4.176541788218603e-15
NGC2976,NFW-LCDM,1,2,-243.230175940992,-486.460351881984,-243.23017594099204,-486.4603518819841,1.168510828084882e-16
NGC2976,NFW-LCDM,1,8,-50.80767846644995,-406.4614277315996,-50.80767846644997,-406.46142773159977,4.1954843669700194e-16
NGC2976,NFW-LCDM,1,32,-5.727115766123402,-183.26770451594885,-5.727115766123402,-183.26770451594885,0.0
NGC2976,NFW-LCDM,1,-0.5,-517.1862335494596,258.5931167747298,-517.1862335494575,258.59311677472874,4.176541788218603e-15
NGC2976,NFW-LCDM,1,-2,-243.230175940992,486.460351881984,-243.23017594099204,486.4603518819841,1.168510828084882e-16
NGC2976,NFW-LCDM,1,-8,-50.80767846644995,406.4614277315996,-50.80767846644997,406.46142773159977,4.1954843669700194e-16
NGC2976,NFW-LCDM,1,-32,-5.727115766123402,183.26770451594885,-5.727115766123402,183.26770451594885,0.0
NGC2976,NFW-LCDM,2,0,-550.8417657270579,-0.0,-550.8417657270576,-0.0,6.191624063122395e-16
NGC2976,NFW-LCDM,2,0.5,-532.6198143573416,-133.1549535893354,-532.6198143573421,-133.15495358933552,8.537935289455232e-16
NGC2976,NFW-LCDM,2,2,-372.6770384985194,-372.6770384985194,-372.6770384985194,-372.6770384985194,0.0
NGC2976,NFW-LCDM,2,8,-98.54466902743638,-394.17867610974554,-98.54466902743641,-394.17867610974565,2.884144795543527e-16
NGC2976,NFW-LCDM,2,32,-11.423534211063274,-182.77654737701238,-11.423534211063274,-182.77654737701238,0.0
NGC2976,NFW-LCDM,2,-0.5,-532.6198143573416,133.1549535893354,-532.6198143573421,133.15495358933552,8.537935289455232e-16
NGC2976,NFW-LCDM,2,-2,-372.6770384985194,372.6770384985194,-372.6770384985194,372.6770384985194,0.0
NGC2976,NFW-LCDM,2,-8,-98.54466902743638,394.17867610974554,-98.54466902743641,394.17867610974565,2.884144795543527e-16
NGC2976,NFW-LCDM,2,-32,-11.423534211063274,182.77654737701238,-11.423534211063274,182.77654737701238,0.0
NGC2976,NFW-LCDM,4,0,-496.21768159953933,-0.0,-496.21768159953865,-0.0,1.3746407103650646e-15
NGC2976,NFW-LCDM,4,0.5,-491.6142569946067,-61.45178212432584,-491.6142569946067,-61.45178212432584,0.0
NGC2976,NFW-LCDM,4,2,-433.47524761805266,-216.73762380902633,-433.4752476180536,-216.7376238090268,2.0981467956258252e-15
NGC2976,NFW-LCDM,4,8,-176.260583915917,-352.521167831834,-176.26058391591715,-352.5211678318343,8.062412139733477e-16
NGC2976,NFW-LCDM,4,32,-22.604704349017343,-180.83763479213874,-22.60470434901735,-180.8376347921388,3.143340097659753e-16
NGC2976,NFW-LCDM,4,-0.5,-491.6142569946067,61.45178212432584,-491.6142569946067,61.45178212432584,0.0
NGC2976,NFW-LCDM,4,-2,-433.47524761805266,216.73762380902633,-433.4752476180536,216.7376238090268,2.0981467956258252e-15
NGC2976,NFW-LCDM,4,-8,-176.260583915917,352.521167831834,-176.26058391591715,352.5211678318343,8.062412139733477e-16
NGC2976,NFW-LCDM,4,-32,-22.604704349017343,180.83763479213874,-22.60470434901735,180.8376347921388,3.143340097659753e-16
NGC2976,NFW-LCDM,8,0,-410.7566216581002,-0.0,-410.7566216580995,-0.0,1.6606452345824152e-15
NGC2976,NFW-LCDM,8,0.5,-409.6729385231518,-25.604558657696987,-409.6729385231519,-25.604558657696995,2.775063398901836e-16
NGC2976,NFW-LCDM,8,2,-394.17867610974554,-98.54466902743638,-394.17867610974565,-98.54466902743641,2.884144795543527e-16
NGC2976,NFW-LCDM,8,8,-252.44545593520468,-252.44545593520468,-252.44545593520488,-252.44545593520488,7.880988203007827e-16
NGC2976,NFW-LCDM,8,32,-43.36787264152332,-173.47149056609328,-43.36787264152333,-173.4714905660933,1.638408094474477e-16
NGC2976,NFW-LCDM,8,-0.5,-409.6729385231518,25.604558657696987,-409.6729385231519,25.604558657696995,2.775063398901836e-16
NGC2976,NFW-LCDM,8,-2,-394.17867610974554,98.54466902743638,-394.17867610974565,98.54466902743641,2.884144795543527e-16
NGC2976,NFW-LCDM,8,-8,-252.44545593520468,252.44545593520468,-252.44545593520488,252.44545593520488,7.880988203007827e-16
NGC2976,NFW-LCDM,8,-32,-43.36787264152332,173.47149056609328,-43.36787264152333,173.4714905660933,1.638408094474477e-16
NGC2976,NFW-LCDM,16,0,-298.69930270048417,-0.0,-298.69930270048417,-0.0,0.0
NGC2976,NFW-LCDM,16,0.5,-298.4698783435192,-9.327183698234975,-298.46987834351927,-9.327183698234977,1.9044943220496434e-16
NGC2976,NFW-LCDM,16,2,-295.07290810958176,-36.88411351369772,-295.0729081095819,-36.884113513697734,3.8528388949688306e-16
NGC2976,NFW-LCDM,16,8,-250.0217273219796,-125.0108636609898,-250.02172732197957,-125.01086366098978,1.1367695813813154e-16
NGC2976,NFW-LCDM,16,32,-74.54862840513209,-149.09725681026418,-74.54862840513212,-149.09725681026424,3.812506016334352e-16
NGC2976,NFW-LCDM,16,-0.5,-298.4698783435192,9.327183698234975,-298.46987834351927,9.327183698234977,1.9044943220496434e-16
NGC2976,NFW-LCDM,16,-2,-295.07290810958176,36.88411351369772,-295.0729081095819,36.884113513697734,3.8528388949688306e-16
NGC2976,NFW-LCDM,16,-8,-250.0217273219796,125.0108636609898,-250.02172732197957,125.01086366098978,1.1367695813813154e-16
NGC2976,NFW-LCDM,16,-32,-74.54862840513209,149.09725681026418,-74.54862840513212,149.09725681026424,3.812506016334352e-16
NGC2976,NFW-LCDM,32,0,-183.43200321943155,-0.0,-183.4320032194316,-0.0,3.098882303150163e-16
NGC2976,NFW-LCDM,32,0.5,-183.3909012808561,-2.8654828325133765,-183.39090128085607,-2.865482832513376,1.549788415450189e-16
NGC2976,NFW-LCDM,32,2,-182.77654737701238,-11.423534211063274,-182.77654737701238,-11.423534211063274,0.0
NGC2976,NFW-LCDM,32,8,-173.47149056609328,-43.36787264152332,-173.4714905660933,-43.36787264152333,1.638408094474477e-16
NGC2976,NFW-LCDM,32,32,-94.87120225506168,-94.87120225506168,-94.87120225506168,-94.87120225506168,0.0
NGC2976,NFW-LCDM,32,-0.5,-183.3909012808561,2.8654828325133765,-183.39090128085607,2.865482832513376,1.549788415450189e-16
NGC2976,NFW-LCDM,32,-2,-182.77654737701238,11.423534211063274,-182.77654737701238,11.423534211063274,0.0
NGC2976,NFW-LCDM,32,-8,-173.47149056609328,43.36787264152332,-173.4714905660933,43.36787264152333,1.638408094474477e-16
NGC2976,NFW-LCDM,32,-32,-94.87120225506168,94.87120225506168,-94.87120225506168,94.87120225506168,0.0
NGC2976,NFW-LCDM,64,0,-93.84627325094564,-0.0,-93.84627325094566,-0.0,1.5142694774039743e-16
NGC2976,NFW-LCDM,64,0.5,-93.84027923805152,-0.7331271815472775,-93.84027923805155,-0.7331271815472777,3.0287324016059856e-16
NGC2976,NFW-LCDM,64,2,-93.75045517994715,-2.9297017243733485,-93.75045517994715,-2.9297017243733485,0.0
NGC2976,NFW-LCDM,64,8,-92.33490674374497,-11.54186334296812,-92.33490674374498,-11.541863342968123,1.539055511762315e-16
NGC2976,NFW-LCDM,64,32,-74.14357030853364,-37.07178515426682,-74.14357030853368,-37.07178515426684,5.750001513037358e-16
NGC2976,NFW-LCDM,64,-0.5,-93.84027923805152,0.7331271815472775,-93.84027923805155,0.7331271815472777,3.0287324016059856e-16
NGC2976,NFW-LCDM,64,-2,-93.75045517994715,2.9297017243733485,-93.75045517994715,2.9297017243733485,0.0
NGC2976,NFW-LCDM,64,-8,-92.33490674374497,11.54186334296812,-92.33490674374498,11.541863342968123,1.539055511762315e-16
NGC2976,NFW-LCDM,64,-32,-74.14357030853364,37.07178515426682,-74.14357030853368,37.07178515426684,5.750001513037358e-16
NGC3198,Burkert-Flat,0.5,0,-122.4437391365665,-0.0,-122.44373913656237,-0.0,3.377354163867414e-14
NGC3198,Burkert-Flat,0.5,0.5,-120.45837744993989,-120.45837744993989,-120.45837744994657,-120.45837744994657,5.544738238667248e-14
NGC3198,Burkert-Flat,0.5,2,-107.54912938073706,-430.1965175229482,-107.54912938073683,-430.1965175229473,2.1141377596679697e-15
NGC3198,Burkert-Flat,0.5,8,-59.44129745670584,-951.0607593072934,-59.441297456705804,-951.0607593072929,5.976844097974352e-16
NGC3198,Burkert-Flat,0.5,32,-7.938207397469082,-508.04527343802124,-7.938207397469078,-508.045273438021,4.475460895533169e-16
NGC3198,Burkert-Flat,0.5,-0.5,-120.45837744993989,120.45837744993989,-120.45837744994657,120.45837744994657,5.544738238667248e-14
NGC3198,Burkert-Flat,0.5,-2,-107.54912938073706,430.1965175229482,-107.54912938073683,430.1965175229473,2.1141377596679697e-15
NGC3198,Burkert-Flat,0.5,-8,-59.44129745670584,951.0607593072934,-59.441297456705804,951.0607593072929,5.976844097974352e-16
NGC3198,Burkert-Flat,0.5,-32,-7.938207397469082,508.04527343802124,-7.938207397469078,508.045273438021,4.475460895533169e-16
NGC3198,Burkert-Flat,1,0,-235.3060952509159,-0.0,-235.3060952509164,-0.0,2.1741500967144235e-15
NGC3198,Burkert-Flat,1,0.5,-233.04752761216713,-116.52376380608356,-233.0475276121691,-116.52376380608455,8.41501289797631e-15
NGC3198,Burkert-Flat,1,2,-211.809853351152,-423.619706702304,-211.8098533511515,-423.619706702303,2.281145341788417e-15
NGC3198,Burkert-Flat,1,8,-118.30069240818342,-946.4055392654674,-118.30069240818332,-946.4055392654666,8.408740556072417e-16
NGC3198,Burkert-Flat,1,32,-15.864827271954104,-507.6744727025313,-15.864827271954102,-507.67447270253126,1.1196824326858572e-16
NGC3198,Burkert-Flat,1,-0.5,-233.04752761216713,116.52376380608356,-233.0475276121691,116.52376380608455,8.41501289797631e-15
NGC3198,Burkert-Flat,1,-2,-211.809853351152,423.619706702304,-211.8098533511515,423.619706702303,2.281145341788417e-15
NGC3198,Burkert-Flat,1,-8,-118.30069240818342,946.4055392654674,-118.30069240818332,946.4055392654666,8.408740556072417e-16
NGC3198,Burkert-Flat,1,-32,-15.864827271954104,507.6744727025313,-15.864827271954102,507.67447270253126,1.1196824326858572e-16
NGC3198,Burkert-Flat,2,0,-432.52216607820554,-0.0,-432.5221660782053,-0.0,5.256925385001424e-16
NGC3198,Burkert-Flat,2,0.5,-430.1965175229482,-107.54912938073706,-430.1965175229473,-107.54912938073683,2.1141377596679697e-15
NGC3198,Burkert-Flat,2,2,-401.5214863161083,-401.5214863161083,-401.52148631610834,-401.52148631610834,1.415700548987721e-16
NGC3198,Burkert-Flat,2,8,-232.0677160391792,-928.2708641567168,-232.0677160391792,-928.2708641567168,0.0
NGC3198,Burkert-Flat,2,32,-31.63726698210712,-506.19627171371394,-31.637266982107107,-506.1962717137137,4.491808576018637e-16
NGC3198,Burkert-Flat,2,-0.5,-430.1965175229482,107.54912938073706,-430.1965175229473,107.54912938073683,2.1141377596679697e-15
NGC3198,Burkert-Flat,2,-2,-401.5214863161083,401.5214863161083,-401.52148631610834,401.52148631610834,1.415700548987721e-16
NGC3198,Burkert-Flat,2,-8,-232.0677160391792,928.2708641567168,-232.0677160391792,928.2708641567168,0.0
NGC3198,Burkert-Flat,2,-32,-31.63726698210712,506.19627171371394,-31.637266982107107,506.1962717137137,4.491808576018637e-16
NGC3198,Burkert-Flat,4,0,-718.5110003870673,-0.0,-718.5110003870667,-0.0,7.911280249040869e-16
NGC3198,Burkert-Flat,4,0.5,-716.3303121193941,-89.54128901492426,-716.3303121193944,-89.5412890149243,4.761218496474877e-16
NGC3198,Burkert-Flat,4,2,-685.8592026742887,-342.92960133714433,-685.859202674289,-342.9296013371445,4.972748223469069e-16
NGC3198,Burkert-Flat,4,8,-431.32130916043303,-862.6426183208661,-431.3213091604331,-862.6426183208662,1.317890344241367e-16
NGC3198,Burkert-Flat,4,32,-62.54529952439179,-500.3623961951343,-62.54529952439177,-500.3623961951342,2.272089960918641e-16
NGC3198,Burkert-Flat,4,-0.5,-716.3303121193941,89.54128901492426,-716.3303121193944,89.5412890149243,4.761218496474877e-16
NGC3198,Burkert-Flat,4,-2,-685.8592026742887,342.92960133714433,-685.859202674289,342.9296013371445,4.972748223469069e-16
NGC3198,Burkert-Flat,4,-8,-431.32130916043303,862.6426183208661,-431.3213091604331,862.6426183208662,1.317890344241367e-16
NGC3198,Burkert-Flat,4,-32,-62.54529952439179,500.3623961951343,-62.54529952439177,500.3623961951342,2.272089960918641e-16
NGC3198,Burkert-Flat,8,0,-952.6236548062587,-0.0,-952.6236548062586,-0.0,1.1934076709940324e-16
NGC3198,Burkert-Flat,8,0.5,-951.0607593072934,-59.44129745670584,-951.0607593072929,-59.441297456705804,5.976844097974352e-16
NGC3198,Burkert-Flat,8,2,-928.2708641567168,-232.0677160391792,-928.2708641567168,-232.0677160391792,0.0
NGC3198,Burkert-Flat,8,8,-674.8797555576491,-674.8797555576491,-674.8797555576489,-674.8797555576489,3.3690990664752506e-16
NGC3198,Burkert-Flat,8,32,-119.55573256249035,-478.2229302499614,-119.55573256249038,-478.2229302499615,2.3772770089086544e-16
NGC3198,Burkert-Flat,8,-0.5,-951.0607593072934,59.44129745670584,-951.0607593072929,59.441297456705804,5.976844097974352e-16
NGC3198,Burkert-Flat,8,-2,-928.2708641567168,232.0677160391792,-928.2708641567168,232.0677160391792,0.0
NGC3198,Burkert-Flat,8,-8,-674.8797555576491,674.8797555576491,-674.8797555576489,674.8797555576489,3.3690990664752506e-16
NGC3198,Burkert-Flat,8,-32,-119.55573256249035,478.2229302499614,-119.55573256249038,478.2229302499615,2.3772770089086544e-16
NGC3198,Burkert-Flat,16,0,-855.7988463565865,-0.0,-855.7988463565866,-0.0,1.3284294341552082e-16
NGC3198,Burkert-Flat,16,0.5,-855.1834317878876,-26.724482243371487,-855.1834317878873,-26.72448224337148,2.6587708202890896e-16
NGC3198,Burkert-Flat,16,2,-846.0544670205644,-105.75680837757055,-846.0544670205642,-105.75680837757052,2.6874590739286936e-16
NGC3198,Burkert-Flat,16,8,-722.0685832846812,-361.0342916423406,-722.068583284681,-361.0342916423405,1.5744603816503967e-16
NGC3198,Burkert-Flat,16,32,-202.65543256981692,-405.31086513963385,-202.65543256981692,-405.31086513963385,0.0
NGC3198,Burkert-Flat,16,-0.5,-855.1834317878876,26.724482243371487,-855.1834317878873,26.72448224337148,2.6587708202890896e-16
NGC3198,Burkert-Flat,16,-2,-846.0544670205644,105.75680837757055,-846.0544670205642,105.75680837757052,2.6874590739286936e-16
NGC3198,Burkert-Flat,16,-8,-722.0685832846812,361.0342916423406,-722.068583284681,361.0342916423405,1.5744603816503967e-16
NGC3198,Burkert-Flat,16,-32,-202.65543256981692,405.31086513963385,-202.65543256981692,405.31086513963385,0.0
NGC3198,Burkert-Flat,32,0,-508.1689852321945,-0.0,-508.16898523219453,-0.0,1.1185928404275776e-16
NGC3198,Burkert-Flat,32,0.5,-508.04527343802124,-7.938207397469082,-508.045273438021,-7.938207397469078,4.475460895533169e-16
NGC3198,Burkert-Flat,32,2,-506.19627171371394,-31.63726698210712,-506.1962717137137,-31.637266982107107,4.491808576018637e-16
NGC3198,Burkert-Flat,32,8,-478.2229302499614,-119.55573256249035,-478.2229302499615,-119.55573256249038,2.3772770089086544e-16
NGC3198,Burkert-Flat,32,32,-246.33979582005603,-246.33979582005603,-246.33979582005603,-246.33979582005603,0.0
NGC3198,Burkert-Flat,32,-0.5,-508.04527343802124,7.938207397469082,-508.045273438021,7.938207397469078,4.475460895533169e-16
NGC3198,Burkert-Flat,32,-2,-506.19627171371394,31.63726698210712,-506.1962717137137,31.637266982107107,4.491808576018637e-16
NGC3198,Burkert-Flat,32,-8,-478.2229302499614,119.55573256249035,-478.2229302499615,119.55573256249038,2.3772770089086544e-16
NGC3198,Burkert-Flat,32,-32,-246.33979582005603,246.33979582005603,-246.33979582005603,246.33979582005603,0.0
NGC3198,Burkert-Flat,64,0,-226.06202684867532,-0.0,-226.0620268486753,-0.0,1.2572527030127595e-16
NGC3198,Burkert-Flat,64,0.5,-226.04606604639412,-1.765984890987454,-226.04606604639403,-1.7659848909874534,3.772024427698381e-16
NGC3198,Burkert-Flat,64,2,-225.806897161031,-7.056465536282219,-225.80689716103097,-7.056465536282218,1.2586732198058356e-16
NGC3198,Burkert-Flat,64,8,-222.04123639575823,-27.75515454946978,-222.0412363957582,-27.755154549469776,1.2800194185437782e-16
NGC3198,Burkert-Flat,64,32,-174.26422926883652,-87.13211463441826,-174.2642292688365,-87.13211463441824,1.63095487522904e-16
NGC3198,Burkert-Flat,64,-0.5,-226.04606604639412,1.765984890987454,-226.04606604639403,1.7659848909874534,3.772024427698381e-16
NGC3198,Burkert-Flat,64,-2,-225.806897161031,7.056465536282219,-225.80689716103097,7.056465536282218,1.2586732198058356e-16
NGC3198,Burkert-Flat,64,-8,-222.04123639575823,27.75515454946978,-222.0412363957582,27.755154549469776,1.2800194185437782e-16
NGC3198,Burkert-Flat,64,-32,-174.26422926883652,87.13211463441826,-174.2642292688365,87.13211463441824,1.63095487522904e-16
NGC3198,NFW-Flat,0.5,0,-2776.1964829185004,-0.0,-2776.196482918508,-0.0,2.78463898813924e-15
NGC3198,NFW-Flat,0.5,0.5,-1927.3817733115216,-1927.3817733115216,-1927.381773311524,-1927.381773311524,1.2976725548142349e-15
NGC3198,NFW-Flat,0.5,2,-589.494212240387,-2357.976848961548,-589.4942122403862,-2357.976848961545,1.3499841856408143e-15
NGC3198,NFW-Flat,0.5,8,-99.6812615542087,-1594.9001848673392,-99.68126155420875,-1594.90018486734,4.276888502501702e-16
NGC3198,NFW-Flat,0.5,32,-8.890512891464374,-568.9928250537199,-8.890512891464372,-568.9928250537198,1.9980364024956302e-16
NGC3198,NFW-Flat,0.5,-0.5,-1927.3817733115216,1927.3817733115216,-1927.381773311524,1927.381773311524,1.2976725548142349e-15
NGC3198,NFW-Flat,0.5,-2,-589.494212240387,2357.976848961548,-589.4942122403862,2357.976848961545,1.3499841856408143e-15
NGC3198,NFW-Flat,0.5,-8,-99.6812615542087,1594.9001848673392,-99.68126155420875,1594.90018486734,4.276888502501702e-16
NGC3198,NFW-Flat,0.5,-32,-8.890512891464374,568.9928250537199,-8.890512891464372,568.9928250537198,1.9980364024956302e-16
NGC3198,NFW-Flat,1,0,-2656.949082455349,-0.0,-2656.9490824553372,-0.0,4.4500029003648636e-15
NGC3198,NFW-Flat,1,0.5,-2352.3908288509565,-1176.1954144254782,-2352.390828850973,-1176.1954144254864,6.959262224257695e-15
NGC3198,NFW-Flat,1,2,-1071.7141947774662,-2143.4283895549324,-1071.7141947774644,-2143.428389554929,1.6972709817691244e-15
NGC3198,NFW-Flat,1,8,-197.6425474612838,-1581.1403796902705,-197.6425474612837,-1581.1403796902696,5.75214391748751e-16
NGC3198,NFW-Flat,1,32,-17.767966155003133,-568.5749169601003,-17.767966155003126,-568.5749169601,3.999009957366586e-16
NGC3198,NFW-Flat,1,-0.5,-2352.3908288509565,1176.1954144254782,-2352.390828850973,1176.1954144254864,6.959262224257695e-15
NGC3198,NFW-Flat,1,-2,-1071.7141947774662,2143.4283895549324,-1071.7141947774644,2143.428389554929,1.6972709817691244e-15
NGC3198,NFW-Flat,1,-8,-197.6425474612838,1581.1403796902705,-197.6425474612837,1581.1403796902696,5.75214391748751e-16
NGC3198,NFW-Flat,1,-32,-17.767966155003133,568.5749169601003,-17.767966155003126,568.5749169601,3.999009957366586e-16
NGC3198,NFW-Flat,2,0,-2442.77686006341,-0.0,-2442.7768600634095,-0.0,1.8616000434630765e-16
NGC3198,NFW-Flat,2,0.5,-2357.976848961548,-589.494212240387,-2357.976848961545,-589.4942122403862,1.3499841856408143e-15
NGC3198,NFW-Flat,2,2,-1616.7275481877655,-1616.7275481877655,-1616.7275481877646,-1616.7275481877646,5.625528573397577e-16
NGC3198,NFW-Flat,2,8,-382.1501120050347,-1528.6004480201389,-382.1501120050344,-1528.6004480201375,8.924778573932609e-16
NGC3198,NFW-Flat,2,32,-35.4318198045541,-566.9091168728656,-35.43181980455409,-566.9091168728654,4.010760608286753e-16
NGC3198,NFW-Flat,2,-0.5,-2357.976848961548,589.494212240387,-2357.976848961545,589.4942122403862,1.3499841856408143e-15
NGC3198,NFW-Flat,2,-2,-1616.7275481877655,1616.7275481877655,-1616.7275481877646,1616.7275481877646,5.625528573397577e-16
NGC3198,NFW-Flat,2,-8,-382.1501120050347,1528.6004480201389,-382.1501120050344,1528.6004480201375,8.924778573932609e-16
NGC3198,NFW-Flat,2,-32,-35.4318198045541,566.9091168728656,-35.43181980455409,566.9091168728654,4.010760608286753e-16
NGC3198,NFW-Flat,4,0,-2092.1774352598554,-0.0,-2092.1774352598536,-0.0,8.694240616928993e-16
NGC3198,NFW-Flat,4,0.5,-2071.2776743514223,-258.9097092939278,-2071.277674351419,-258.9097092939274,1.5368443814284882e-15
NGC3198,NFW-Flat,4,2,-1808.160823315617,-904.0804116578086,-1808.1608233156157,-904.0804116578079,7.544915447055132e-16
NGC3198,NFW-Flat,4,8,-675.7465597226009,-1351.4931194452017,-675.7465597226008,-1351.4931194452015,1.6823887015908059e-16
NGC3198,NFW-Flat,4,32,-70.04223587440471,-560.3378869952377,-70.0422358744047,-560.3378869952376,2.028897926771499e-16
NGC3198,NFW-Flat,4,-0.5,-2071.2776743514223,258.9097092939278,-2071.277674351419,258.9097092939274,1.5368443814284882e-15
NGC3198,NFW-Flat,4,-2,-1808.160823315617,904.0804116578086,-1808.1608233156157,904.0804116578079,7.544915447055132e-16
NGC3198,NFW-Flat,4,-8,-675.7465597226009,1351.4931194452017,-675.7465597226008,1351.4931194452015,1.6823887015908059e-16
NGC3198,NFW-Flat,4,-32,-70.04223587440471,560.3378869952377,-70.0422358744047,560.3378869952376,2.028897926771499e-16
NGC3198,NFW-Flat,8,0,-1599.5453150944443,-0.0,-1599.5453150944447,-0.0,2.8429788552730923e-16
NGC3198,NFW-Flat,8,0.5,-1594.9001848673392,-99.6812615542087,-1594.90018486734,-99.68126155420875,4.276888502501702e-16
NGC3198,NFW-Flat,8,2,-1528.6004480201389,-382.1501120050347,-1528.6004480201375,-382.1501120050344,8.924778573932609e-16
NGC3198,NFW-Flat,8,8,-934.3691362512882,-934.3691362512882,-934.3691362512885,-934.3691362512885,3.650168867233684e-16
NGC3198,NFW-Flat,8,32,-133.86079243956522,-535.4431697582609,-133.86079243956516,-535.4431697582606,4.246457668810783e-16
NGC3198,NFW-Flat,8,-0.5,-1594.9001848673392,99.6812615542087,-1594.90018486734,99.68126155420875,4.276888502501702e-16
NGC3198,NFW-Flat,8,-2,-1528.6004480201389,382.1501120050347,-1528.6004480201375,382.1501120050344,8.924778573932609e-16
NGC3198,NFW-Flat,8,-8,-934.3691362512882,934.3691362512882,-934.3691362512885,934.3691362512885,3.650168867233684e-16
NGC3198,NFW-Flat,8,-32,-133.86079243956522,535.4431697582609,-133.86079243956516,535.4431697582606,4.246457668810783e-16
NGC3198,NFW-Flat,16,0,-1044.8526634687803,-0.0,-1044.8526634687803,-0.0,0.0
NGC3198,NFW-Flat,16,0.5,-1043.9640107302703,-32.623875335320946,-1043.96401073027,-32.62387533532094,2.1779838491192852e-16
NGC3198,NFW-Flat,16,2,-1030.8151048550337,-128.85188810687922,-1030.8151048550337,-128.85188810687922,0.0
NGC3198,NFW-Flat,16,8,-858.1055654839816,-429.0527827419908,-858.1055654839813,-429.05278274199065,3.974575237400843e-16
NGC3198,NFW-Flat,16,32,-226.95011658005384,-453.9002331601077,-226.95011658005384,-453.9002331601077,0.0
NGC3198,NFW-Flat,16,-0.5,-1043.9640107302703,32.623875335320946,-1043.96401073027,32.62387533532094,2.1779838491192852e-16
NGC3198,NFW-Flat,16,-2,-1030.8151048550337,128.85188810687922,-1030.8151048550337,128.85188810687922,0.0
NGC3198,NFW-Flat,16,-8,-858.1055654839816,429.0527827419908,-858.1055654839813,429.05278274199065,3.974575237400843e-16
NGC3198,NFW-Flat,16,-32,-226.95011658005384,453.9002331601077,-226.95011658005384,453.9002331601077,0.0
NGC3198,NFW-Flat,32,0,-569.1322578398756,-0.0,-569.1322578398754,-0.0,3.995093799571685e-16
NGC3198,NFW-Flat,32,0.5,-568.9928250537199,-8.890512891464374,-568.9928250537198,-8.890512891464372,1.9980364024956302e-16
NGC3198,NFW-Flat,32,2,-566.9091168728656,-35.4318198045541,-566.9091168728654,-35.43181980455409,4.010760608286753e-16
NGC3198,NFW-Flat,32,8,-535.4431697582609,-133.86079243956522,-535.4431697582606,-133.86079243956516,4.246457668810783e-16
NGC3198,NFW-Flat,32,32,-277.8158304934128,-277.8158304934128,-277.8158304934127,-277.8158304934127,4.092165573131788e-16
NGC3198,NFW-Flat,32,-0.5,-568.9928250537199,8.890512891464374,-568.9928250537198,8.890512891464372,1.9980364024956302e-16
NGC3198,NFW-Flat,32,-2,-566.9091168728656,35.4318198045541,-566.9091168728654,35.43181980455409,4.010760608286753e-16
NGC3198,NFW-Flat,32,-8,-535.4431697582609,133.86079243956522,-535.4431697582606,133.86079243956516,4.246457668810783e-16
NGC3198,NFW-Flat,32,-32,-277.8158304934128,277.8158304934128,-277.8158304934127,277.8158304934127,4.092165573131788e-16
NGC3198,NFW-Flat,64,0,-260.5308339624976,-0.0,-260.5308339624975,-0.0,2.181830764376642e-16
NGC3198,NFW-Flat,64,0.5,-260.513031797289,-2.03525806091632,-260.51303179728893,-2.0352580609163198,2.1819798598420655e-16
NGC3198,NFW-Flat,64,2,-260.24626675566213,-8.132695836114442,-260.2462667556621,-8.13269583611444,2.1842164949930558e-16
NGC3198,NFW-Flat,64,8,-256.0451701410882,-32.005646267636024,-256.0451701410882,-32.005646267636024,0.0
NGC3198,NFW-Flat,64,32,-202.56563939034314,-101.28281969517157,-202.56563939034314,-101.28281969517157,0.0
NGC3198,NFW-Flat,64,-0.5,-260.513031797289,2.03525806091632,-260.51303179728893,2.0352580609163198,2.1819798598420655e-16
NGC3198,NFW-Flat,64,-2,-260.24626675566213,8.132695836114442,-260.2462667556621,8.13269583611444,2.1842164949930558e-16
NGC3198,NFW-Flat,64,-8,-256.0451701410882,32.005646267636024,-256.0451701410882,32.005646267636024,0.0
NGC3198,NFW-Flat,64,-32,-202.56563939034314,101.28281969517157,-202.56563939034314,101.28281969517157,0.0
