HI_SNR	HI_flux_Jy_km_s	HI_flux_error_Jy_km_s	agc	axis_ratio	center_separation_arcsec	dec_deg	distance_Mpc	distance_error_Mpc	g_minus_r	heliocentric_velocity_km_s	log_HI_mass	log_HI_mass_error	mass_stratum	max_fracflux_grz	max_fracmasked_grz	minimum_flux_signal_to_noise_grz	minimum_predecessor_separation_arcsec	name	r_minus_z	ra_deg	reff_arcsec	reff_kpc	sersic	shape_signal_to_noise	tractor_brickid	tractor_brickname	tractor_dec_deg	tractor_objid	tractor_ra_deg	tractor_release	tractor_type	z_luminosity_Lsun
3.770000000000e+01	3.860000000000e+00	6.000000000000e-02	212865	8.155441551259e-01	6.133246511224e-01	2.014000000000e+01	4.690000000000e+01	2.300000000000e+00	4.494996152227e-01	3.105000000000e+03	9.300000000000e+00	6.000000000000e-02	0	1.479670219123e-02	3.270458430052e-02	1.451405442326e+03	9.983874991432e+02	ADBS	2.791930292767e-01	1.746887500000e+02	1.684323191643e+00	3.829773926310e-01	3.669672250748e+00	1.502124759342e+03	445417	1748p202	2.014000113443e+01	141	1.746885685379e+02	9010	SER	9.195986667714e+08
1.260000000000e+01	1.150000000000e+00	5.000000000000e-02	336465	7.183731025893e-01	8.922348163339e-01	1.257833333333e+01	6.980000000000e+01	2.400000000000e+00	4.084605862635e-01	4.855000000000e+03	9.120000000000e+00	6.000000000000e-02	0	1.211659163237e-01	9.323540329933e-02	2.031971907398e+02	1.000000000000e+09		2.908349787245e-01	3.480758333333e+02	1.264197158813e+01	4.278042545924e+00	1.000000000000e+00	2.135265290927e+03	403235	3481p125	1.257856893340e+01	2022	3.480757545061e+02	9010	EXP	9.669503187381e+08
1.050000000000e+01	1.360000000000e+00	7.000000000000e-02	208763	3.017260089862e-01	1.175785919703e+00	2.062000000000e+01	6.610000000000e+01	2.300000000000e+00	4.206043684252e-01	4.463000000000e+03	9.150000000000e+00	6.000000000000e-02	0	3.245190680027e-01	4.185372963548e-02	2.416094078672e+02	2.957984440060e+03		2.582400162668e-01	1.615083333333e+02	8.895279884338e+00	2.850597787634e+00	6.782471537590e-01	8.731685560243e+02	446719	1614p205	2.062009111286e+01	3180	1.615079982244e+02	9010	SER	5.433576203453e+08
1.150000000000e+01	8.800000000000e-01	5.000000000000e-02	188964	4.463902309914e-01	1.374803323560e+00	4.798888888889e+00	1.206000000000e+02	2.100000000000e+00	3.537184522273e-01	8.151000000000e+03	9.480000000000e+00	5.000000000000e-02	1	4.572947621346e-01	7.389151304960e-02	1.145267741530e+02	4.466349421537e+03		2.055584541526e-01	1.329241666667e+02	8.293386459351e+00	4.849021145175e+00	1.483734488487e+00	3.691223944984e+02	358244	1329p047	4.799088339873e+00	1829	1.329238398543e+02	9010	SER	8.887752350556e+08
1.510000000000e+01	2.160000000000e+00	8.000000000000e-02	193804	1.584008844242e-01	2.436752167475e+00	6.774166666667e+00	7.490000000000e+01	2.300000000000e+00	3.537916263555e-01	5.060000000000e+03	9.460000000000e+00	5.000000000000e-02	1	1.301033049822e-02	1.883978545666e-01	5.640755425708e+02	2.173824911599e+03		1.588749433234e-01	1.465325000000e+02	1.092443084717e+01	3.966938836249e+00	1.000000000000e+00	1.473719867705e+03	369770	1464p067	6.774255971214e+00	4797	1.465318243245e+02	9010	EXP	1.273995927806e+09
1.660000000000e+01	4.380000000000e+00	1.300000000000e-01	4372	7.754643803379e-01	1.529796527190e+00	4.262500000000e+00	6.210000000000e+01	4.200000000000e+00	8.005033434334e-01	4.152000000000e+03	9.600000000000e+00	7.000000000000e-02	1	7.084836810827e-02	1.256764121354e-02	6.615669377762e+03	1.000000000000e+09	I 504	6.290463217543e-01	1.256712500000e+02	1.824160003662e+01	5.491985680374e+00	4.099999904633e+00	8.764439850074e+03	355341	1255p042	4.262430101104e+00	5501	1.256716703189e+02	9010	SER	5.672094536621e+10
1.000000000000e+01	1.690000000000e+00	9.000000000000e-02	100336	3.401331048178e-01	5.649714327324e-01	3.083111111111e+01	8.380000000000e+01	2.300000000000e+00	4.750466544119e-01	5.940000000000e+03	9.450000000000e+00	5.000000000000e-02	1	5.519982799888e-02	1.195981819183e-02	1.216693691470e+03	3.056824740620e+03	500-051	3.532164456539e-01	9.185833333333e+00	1.285667514801e+01	5.223331100472e+00	1.000000000000e+00	3.658609245816e+03	499453	0091p307	3.083095814583e+01	3514	9.185792468061e+00	9010	EXP	5.905502541034e+09
2.750000000000e+01	6.660000000000e+00	1.300000000000e-01	12475	2.698959768441e-01	1.894288689778e+00	3.709444444444e+00	4.500000000000e+01	2.200000000000e+00	5.749686608761e-01	3.130000000000e+03	9.500000000000e+00	6.000000000000e-02	1	2.249654568732e-02	4.765175655484e-02	1.746382365306e+03	1.000000000000e+09	380-021	4.660852136538e-01	3.492458333333e+02	1.566037654877e+01	3.416564160976e+00	1.720885276794e+00	6.998271837531e+03	353359	3493p037	3.709824122997e+00	238	3.492454682589e+02	9010	SER	3.324083243671e+09
1.220000000000e+01	2.290000000000e+00	1.000000000000e-01	181	3.704593957805e-01	1.362815306335e+00	1.939777777778e+01	7.550000000000e+01	2.200000000000e+00	8.048382371208e-01	5.351000000000e+03	9.490000000000e+00	5.000000000000e-02	1	9.797523489397e-06	2.697198092937e-02	2.504053501497e+03	1.000000000000e+09	456-056	6.596980202635e-01	4.750833333333e+00	8.698892593384e+00	3.184093315530e+00	2.696116209030e+00	4.712446424691e+03	440703	0046p195	1.939782998567e+01	4752	4.750435825649e+00	9010	SER	1.790900109340e+10
1.060000000000e+01	1.480000000000e+00	8.000000000000e-02	248903	3.896265641563e-01	6.879820563241e-01	1.518777777778e+01	9.340000000000e+01	2.300000000000e+00	5.010021156099e-01	6.348000000000e+03	9.480000000000e+00	5.000000000000e-02	1	7.086802273989e-02	1.893201842904e-02	1.375901914511e+03	5.880499407811e+03	105-063	3.889144464945e-01	2.234687500000e+02	1.155928897858e+01	5.234230745626e+00	1.126554727554e+00	2.971866241175e+03	418140	2235p152	1.518794953454e+01	393	2.234686631753e+02	9010	SER	9.272912841913e+09
1.270000000000e+01	1.210000000000e+00	6.000000000000e-02	333367	3.756622197739e-01	1.316025741104e+00	3.153833333333e+01	9.330000000000e+01	2.100000000000e+00	4.703727249466e-01	6.868000000000e+03	9.390000000000e+00	5.000000000000e-02	1	2.513768374920e-01	5.248420313001e-02	3.313102695306e+02	1.000000000000e+09		3.050336060707e-01	3.484879166667e+02	1.362399959564e+01	6.162559601906e+00	1.235489964485e+00	1.577107259108e+03	504322	3484p315	3.153813940668e+01	3422	3.484882802556e+02	9010	SER	2.803310966782e+09
1.940000000000e+01	3.220000000000e+00	9.000000000000e-02	1611	3.938355158780e-01	2.219596686693e+00	1.720194444444e+01	6.180000000000e+01	2.300000000000e+00	4.328940968910e-01	4.509000000000e+03	9.460000000000e+00	6.000000000000e-02	1	2.050931379199e-02	6.250666920096e-03	4.897096680710e+03	2.994787594055e+03	N 817	3.248954340843e-01	3.189041666667e+01	1.129614067078e+01	3.384491548295e+00	9.130659103394e-01	1.091013201851e+04	428478	0320p172	1.720255632409e+01	367	3.189033733891e+01	9010	SER	1.300016774631e+10
1.570000000000e+01	1.790000000000e+00	7.000000000000e-02	124280	6.512672277358e-01	6.727150366861e-01	7.431111111111e+00	8.380000000000e+01	2.300000000000e+00	3.170383307749e-01	6.009000000000e+03	9.470000000000e+00	5.000000000000e-02	1	1.947496235371e-01	1.055574510247e-02	3.456794614689e+02	5.582308381195e+03		1.852543459035e-01	3.936000000000e+01	5.706361770630e+00	2.318345650328e+00	1.039311528206e+00	1.023664135049e+03	373636	0393p075	7.431019774624e+00	2164	3.936016440455e+01	9010	SER	1.059534618606e+09
1.700000000000e+01	2.010000000000e+00	7.000000000000e-02	721215	7.358046465437e-01	7.137603239013e-01	3.124916666667e+01	8.230000000000e+01	2.300000000000e+00	4.408833671168e-01	5.735000000000e+03	9.510000000000e+00	5.000000000000e-02	1	1.240059826523e-02	1.028349027038e-01	6.423288805418e+02	7.089934399683e+03		2.806511672736e-01	1.145008333333e+02	1.064688110352e+01	4.248123229368e+00	1.755246639252e+00	5.869341268158e+03	502290	1145p312	3.124927978893e+01	2596	1.145006428723e+02	9010	SER	4.328221417706e+09
1.650000000000e+01	2.190000000000e+00	7.000000000000e-02	171478	7.003644882695e-01	1.366166235527e+00	1.287861111111e+01	7.500000000000e+01	2.200000000000e+00	5.067820946922e-01	5.140000000000e+03	9.460000000000e+00	5.000000000000e-02	1	4.315182566643e-02	4.362956434488e-02	7.410173064193e+02	1.000000000000e+09		3.769010313628e-01	1.140679166667e+02	1.018911552429e+01	3.704866953437e+00	1.331250429153e+00	1.986294404638e+03	405132	1139p130	1.287841863292e+01	5390	1.140675811721e+02	9010	SER	3.834000058495e+09
1.230000000000e+01	1.300000000000e+00	6.000000000000e-02	214403	4.678207902122e-01	6.954117951260e-01	3.727222222222e+00	1.130000000000e+02	2.200000000000e+00	2.907810914484e-01	7.549000000000e+03	9.590000000000e+00	5.000000000000e-02	1	9.399115294218e-02	9.983042255044e-04	5.837441159045e+02	4.475264356050e+03		1.899873199513e-01	1.654712500000e+02	4.317446231842e+00	2.365267410737e+00	1.076382279396e+00	1.611801077090e+03	352624	1653p037	3.727195067188e+00	4733	1.654714416583e+02	9010	SER	2.844790036727e+09
1.140000000000e+01	1.610000000000e+00	8.000000000000e-02	336225	5.002279822471e-01	2.130160805726e+00	1.889777777778e+01	8.820000000000e+01	2.200000000000e+00	5.101033254939e-01	6.532000000000e+03	9.470000000000e+00	5.000000000000e-02	1	5.071669220924e-01	4.702823236585e-02	9.847354583658e+02	1.000000000000e+09		3.715717060217e-01	3.508787500000e+02	1.181998443604e+01	5.054292325611e+00	1.229506492615e+00	2.098692633097e+03	439289	3508p190	1.889827054684e+01	2556	3.508784037678e+02	9010	SER	5.116271520549e+09
1.670000000000e+01	2.150000000000e+00	7.000000000000e-02	11966	5.660350017903e-01	1.096524917065e+00	8.658055555556e+00	6.840000000000e+01	2.200000000000e+00	4.083695995338e-01	4.669000000000e+03	9.380000000000e+00	5.000000000000e-02	1	1.005366742611e-01	6.036212295294e-02	1.125350706992e+03	1.000000000000e+09	403-030	2.996421635344e-01	3.339620833333e+02	1.404803085327e+01	4.658503444415e+00	9.445040225983e-01	3.221112548801e+03	381939	3340p087	8.658220524111e+00	89	3.339623423320e+02	9010	SER	5.356848726628e+09
1.170000000000e+01	1.500000000000e+00	7.000000000000e-02	333527	7.396612773876e-01	2.023240960177e+00	2.900916666667e+01	8.520000000000e+01	2.400000000000e+00	3.909752228373e-01	5.938000000000e+03	9.410000000000e+00	5.000000000000e-02	1	1.200634688139e-01	9.246014058590e-03	9.022707662668e+02	1.000000000000e+09		2.690897192330e-01	3.504337500000e+02	8.167419433594e+00	3.373644532013e+00	9.749792218208e-01	2.790818152010e+03	491882	3504p290	2.900896313944e+01	2883	3.504343490142e+02	9010	SER	4.398774356866e+09
3.640000000000e+01	3.740000000000e+00	6.000000000000e-02	332897	1.990429351630e-01	1.220681598056e+00	3.066194444444e+01	6.480000000000e+01	2.300000000000e+00	3.526807118998e-01	4.515000000000e+03	9.570000000000e+00	5.000000000000e-02	1	3.950732201338e-02	5.227731540799e-02	5.306326765623e+02	1.000000000000e+09		2.013514268911e-01	3.515950000000e+02	1.285986137390e+01	4.040044601843e+00	1.127013564110e+00	1.583755680847e+03	500633	3517p307	3.066160618554e+01	362	3.515950273899e+02	9010	SER	1.271184950725e+09
1.510000000000e+01	1.520000000000e+00	6.000000000000e-02	206825	6.998157627964e-01	1.007409431538e+00	3.319250000000e+01	1.003000000000e+02	2.300000000000e+00	4.209460153639e-01	6.743000000000e+03	9.560000000000e+00	5.000000000000e-02	1	1.432584132999e-02	1.534093637019e-02	9.879986480245e+02	1.000000000000e+09		2.065414174105e-01	1.620479166667e+02	8.284797668457e+00	4.028633004657e+00	8.057311177254e-01	5.062889906391e+03	512218	1619p332	3.319238996491e+01	3372	1.620476092050e+02	9011	SER	6.933623929383e+09
1.120000000000e+01	1.380000000000e+00	8.000000000000e-02	216702	5.350497315691e-01	6.761048975862e-01	3.062583333333e+01	1.122000000000e+02	2.200000000000e+00	4.664384755332e-01	7.560000000000e+03	9.610000000000e+00	5.000000000000e-02	1	1.059330105782e-01	1.730166375637e-01	1.405142212687e+02	1.000000000000e+09		2.430007567369e-01	1.700875000000e+02	1.070535182953e+01	5.823293353468e+00	1.642616510391e+00	6.549294186034e+02	500007	1699p307	3.062564845874e+01	4767	1.700875384181e+02	9010	SER	1.450374638090e+09
1.460000000000e+01	3.660000000000e+00	1.200000000000e-01	12080	5.147029345496e-01	1.234005194485e+00	5.570000000000e+00	6.580000000000e+01	2.300000000000e+00	7.288878767745e-01	4.518000000000e+03	9.570000000000e+00	6.000000000000e-02	1	3.188880393282e-03	1.707523614168e-01	1.079457740443e+04	1.000000000000e+09	N7311	5.750602573447e-01	3.385283333333e+02	1.693054962158e+01	5.400970652092e+00	3.246282100677e+00	2.442419561017e+05	363370	3385p055	5.570319902599e+00	2627	3.385282096232e+02	9010	SER	1.042858392135e+11
1.040000000000e+01	2.060000000000e+00	1.100000000000e-01	1503	7.780161229931e-01	7.303371202866e-01	3.332972222222e+01	7.000000000000e+01	2.300000000000e+00	6.483540903379e-01	5.078000000000e+03	9.380000000000e+00	6.000000000000e-02	1	1.067566033453e-02	7.010353729129e-03	3.807360357403e+03	1.000000000000e+09	503-075	5.210924563702e-01	3.033291666667e+01	8.865131378174e+00	3.008555883880e+00	1.518412351608e+00	7.220871948691e+03	511777	0302p332	3.332984650557e+01	2729	3.033272475693e+01	9010	SER	2.780668823342e+10
1.120000000000e+01	1.490000000000e+00	7.000000000000e-02	103044	5.903471775129e-01	1.066449888436e+00	2.262694444444e+01	7.930000000000e+01	2.400000000000e+00	4.458448745714e-01	5.612000000000e+03	9.340000000000e+00	5.000000000000e-02	1	1.320568379015e-02	2.959752455354e-02	8.889662792104e+02	1.000000000000e+09		3.045905387037e-01	4.402083333333e+00	9.306338310242e+00	3.577889226134e+00	1.121977448463e+00	3.927246166919e+03	458204	0044p227	2.262681913828e+01	970	4.401792520825e+00	9010	SER	5.086314503808e+09
1.340000000000e+01	1.780000000000e+00	8.000000000000e-02	210833	7.981393807756e-01	1.175368048194e+00	2.114500000000e+01	9.590000000000e+01	2.300000000000e+00	4.123591927169e-01	6.392000000000e+03	9.590000000000e+00	5.000000000000e-02	1	4.466543905437e-03	2.265630662441e-02	1.802690263978e+03	4.983819794135e+03	127-071	2.508989704683e-01	1.777308333333e+02	5.554919719696e+00	2.582683933393e+00	2.058564186096e+00	3.448825294870e+03	450821	1777p212	2.114530065047e+01	2303	1.777309698243e+02	9010	SER	1.016226988625e+10
1.140000000000e+01	1.760000000000e+00	9.000000000000e-02	191246	7.330005843860e-01	2.073271577076e+00	2.476666666667e+00	7.270000000000e+01	2.300000000000e+00	3.950609485697e-01	4.886000000000e+03	9.340000000000e+00	6.000000000000e-02	1	6.426085531712e-02	8.007817715406e-02	8.212594595405e+02	2.332430076123e+03		2.701009324427e-01	1.435016666667e+02	1.208105468750e+01	4.258083052371e+00	1.524559378624e+00	4.117434337651e+03	345342	1436p025	2.477235298579e+00	88	1.435015753223e+02	9010	SER	4.510088256943e+09
3.170000000000e+01	6.160000000000e+00	1.400000000000e-01	4858	7.537986498848e-01	1.718738799276e+00	1.936888888889e+01	4.590000000000e+01	2.300000000000e+00	3.772687844804e-01	3.041000000000e+03	9.490000000000e+00	6.000000000000e-02	1	5.152383446693e-01	1.345186829567e-01	4.180874104270e+02	1.000000000000e+09	091-025	2.171218887580e-01	1.383425000000e+02	3.115596389771e+01	6.933120433505e+00	1.493733286858e+00	7.050733745461e+03	439847	1383p192	1.936919767890e+01	1799	1.383428859684e+02	9010	SER	2.905992314727e+09
1.270000000000e+01	1.140000000000e+00	5.000000000000e-02	258715	7.404258836291e-01	1.160208158836e+00	3.110027777778e+01	1.111000000000e+02	2.200000000000e+00	3.915951463383e-01	7.642000000000e+03	9.520000000000e+00	5.000000000000e-02	1	1.467711776495e-01	9.300925582647e-02	7.620022804541e+01	2.871355168499e+03		2.062278588314e-01	2.273033333333e+02	1.190312385559e+01	6.411355792669e+00	1.669879555702e+00	1.000660138501e+03	501442	2273p310	3.110049172801e+01	2188	2.273036148097e+02	9010	SER	9.331394887114e+08
1.250000000000e+01	1.240000000000e+00	6.000000000000e-02	718996	6.587693379122e-01	6.469440382877e-01	2.107361111111e+01	1.006000000000e+02	2.300000000000e+00	3.138208318418e-01	6.722000000000e+03	9.470000000000e+00	5.000000000000e-02	1	1.078723892570e-01	1.948858611286e-02	7.032176112160e+02	1.000000000000e+09		1.872807179623e-01	1.589154166667e+02	5.450014114380e+00	2.658094853321e+00	9.464177489281e-01	2.001047963498e+03	449406	1590p210	2.107378999951e+01	807	1.589153982970e+02	9010	SER	3.034955410396e+09
1.050000000000e+01	1.650000000000e+00	9.000000000000e-02	336961	3.953398773501e-01	5.793606053248e-01	4.343888888889e+00	8.840000000000e+01	2.300000000000e+00	3.694412352896e-01	6.225000000000e+03	9.480000000000e+00	5.000000000000e-02	1	4.615281894803e-02	7.611160725355e-02	2.999529422436e+02	1.000000000000e+09		2.424201715139e-01	3.550633333333e+02	9.160937309265e+00	3.926151401558e+00	1.118470072746e+00	1.381738615691e+03	356258	3551p042	4.343888814668e+00	1347	3.550631719348e+02	9012	SER	1.710707355182e+09
1.140000000000e+01	1.860000000000e+00	9.000000000000e-02	330928	6.634961930922e-01	8.097774026275e-01	2.794944444444e+01	9.300000000000e+01	2.200000000000e+00	8.201375410001e-01	6.850000000000e+03	9.580000000000e+00	5.000000000000e-02	1	5.097219720483e-03	1.436842530966e-01	1.601127750037e+03	3.519205780425e+03	498-013	5.885344453990e-01	3.571008333333e+02	5.032977104187e+00	2.269252225843e+00	5.577361583710e+00	1.912147268888e+03	486841	3570p280	2.794942443594e+01	3165	3.571010869624e+02	9010	SER	1.746515126102e+10
1.180000000000e+01	1.170000000000e+00	7.000000000000e-02	233811	7.915628654892e-01	7.317134031890e-01	8.045277777778e+00	1.051000000000e+02	2.300000000000e+00	3.160675839684e-01	7.069000000000e+03	9.480000000000e+00	5.000000000000e-02	1	2.515142410994e-02	5.978649109602e-02	2.529340301735e+02	1.349618132671e+03		2.079994366113e-01	2.037504166667e+02	7.332413196564e+00	3.736151799138e+00	1.288364052773e+00	8.249683098570e+02	377146	2038p080	8.045153292355e+00	1018	2.037505789351e+02	9010	SER	1.794272521037e+09
1.150000000000e+01	1.350000000000e+00	6.000000000000e-02	724991	1.937204689035e-01	3.450912100151e-01	2.848000000000e+01	1.054000000000e+02	2.200000000000e+00	4.761119152449e-01	7.104000000000e+03	9.550000000000e+00	5.000000000000e-02	1	2.400677837431e-02	1.942116580904e-02	4.819803711916e+02	4.889121339319e+03		3.478632241106e-01	1.896137500000e+02	1.140051651001e+01	5.825591200059e+00	1.043481469154e+00	9.362502393665e+03	488789	1895p285	2.848009275358e+01	4685	1.896137224498e+02	9010	SER	3.608424636909e+09
1.260000000000e+01	1.380000000000e+00	6.000000000000e-02	311376	6.979012796210e-01	6.025951572305e-01	1.331361111111e+01	9.180000000000e+01	2.200000000000e+00	4.247374283082e-01	6.305000000000e+03	9.440000000000e+00	5.000000000000e-02	1	1.607728004456e-01	3.127727890387e-03	2.163541392672e+02	1.000000000000e+09		2.677516808688e-01	3.266137500000e+02	5.971073150635e+00	2.657479602078e+00	9.592771530151e-01	6.694838241852e+02	407365	3265p132	1.331373933831e+01	6325	3.266136394324e+02	9010	SER	1.019452703123e+09
1.920000000000e+01	9.900000000000e-01	4.000000000000e-02	749187	2.910797074972e-01	5.922934910602e-01	2.633333333333e+01	9.560000000000e+01	2.200000000000e+00	2.778207267437e-01	6.386000000000e+03	9.330000000000e+00	5.000000000000e-02	1	4.455395638943e-01	9.754361957312e-02	1.132542106078e+02	3.511028820558e+03		1.211544153419e-01	1.659991666667e+02	1.362399959564e+01	6.314476934001e+00	1.000000000000e+00	1.864541531971e+03	477176	1659p262	2.633332315456e+01	3390	1.659993498916e+02	9010	EXP	6.419485421641e+08
1.200000000000e+01	1.450000000000e+00	7.000000000000e-02	215251	3.409626860890e-01	3.457612508374e-01	1.580194444444e+01	9.500000000000e+01	2.200000000000e+00	3.956092073110e-01	6.311000000000e+03	9.490000000000e+00	5.000000000000e-02	1	1.504563144408e-03	2.388613065705e-03	4.865502901269e+02	3.470005775566e+03		2.796736925545e-01	1.651783333333e+02	4.835885524750e+00	2.227278289544e+00	1.189546704292e+00	1.153285550347e+03	420694	1650p157	1.580203962880e+01	4131	1.651783466733e+02	9010	SER	1.616966902571e+09
1.440000000000e+01	1.200000000000e+00	5.000000000000e-02	213086	6.675702660700e-01	9.775981900719e-01	8.788055555556e+00	9.280000000000e+01	2.300000000000e+00	3.483286574279e-01	6.145000000000e+03	9.390000000000e+00	5.000000000000e-02	1	3.033681400120e-02	7.340136915445e-02	1.734182340225e+02	1.000000000000e+09		1.962066333934e-01	1.718033333333e+02	6.999708175659e+00	3.149218378646e+00	1.284234762192e+00	4.837374824661e+02	381297	1717p087	8.787885761173e+00	2706	1.718031188941e+02	9010	SER	7.700206203567e+08
1.060000000000e+01	1.280000000000e+00	7.000000000000e-02	336511	5.887814534972e-01	6.914268676913e-01	1.285500000000e+01	1.002000000000e+02	2.300000000000e+00	3.822926387340e-01	7.377000000000e+03	9.480000000000e+00	5.000000000000e-02	1	1.039765104651e-01	1.480218470097e-01	2.287256540552e+02	1.000000000000e+09		2.660475935304e-01	3.515637500000e+02	1.362399959564e+01	6.618311598189e+00	2.460406541824e+00	1.168157691005e+03	404655	3516p127	1.285511560326e+01	259	3.515635926788e+02	9010	SER	1.466234599443e+09
1.020000000000e+01	2.090000000000e+00	1.200000000000e-01	11842	1.999455525814e-01	7.805030382996e-01	2.551138888889e+01	8.460000000000e+01	2.200000000000e+00	7.249071741371e-01	5.769000000000e+03	9.550000000000e+00	5.000000000000e-02	1	4.360271152109e-03	3.951344639063e-03	3.227084918916e+03	1.000000000000e+09	472-015	6.505812172532e-01	3.283345833333e+02	1.294772338867e+01	5.310539488590e+00	7.311782240868e-01	6.614184252472e+03	473869	3283p255	2.551123657142e+01	3416	3.283344123791e+02	9010	SER	1.485676431353e+10
2.980000000000e+01	2.210000000000e+00	5.000000000000e-02	739272	6.775288132539e-01	1.125733858005e+00	2.108111111111e+01	8.580000000000e+01	2.300000000000e+00	4.310041336494e-01	5.688000000000e+03	9.580000000000e+00	5.000000000000e-02	1	8.430588245392e-02	1.157292425632e-01	1.308297416900e+02	1.000000000000e+09	F567-02	2.433801910004e-01	1.544841666667e+02	2.006147384644e+01	8.344974052249e+00	1.876058936119e+00	5.119130748984e+02	449389	1544p210	2.108133184451e+01	2966	1.544844040513e+02	9010	SER	1.676333527848e+09
1.680000000000e+01	2.440000000000e+00	8.000000000000e-02	472	4.246453678733e-01	2.808538759369e+00	1.693722222222e+01	6.530000000000e+01	2.200000000000e+00	5.659462611342e-01	4.684000000000e+03	9.390000000000e+00	5.000000000000e-02	1	6.656673550606e-02	8.783121407032e-02	6.569036828835e+02	1.000000000000e+09		3.868453681094e-01	1.122750000000e+01	2.424166107178e+01	7.674505878093e+00	1.671458721161e+00	8.327882764734e+03	427020	0111p170	1.693800120173e+01	3719	1.122754464737e+01	9010	SER	4.255423046130e+09
1.120000000000e+01	1.070000000000e+00	5.000000000000e-02	229513	4.787569854445e-01	1.194925149242e+00	2.307444444444e+01	9.810000000000e+01	2.300000000000e+00	4.367745593361e-01	6.559000000000e+03	9.380000000000e+00	5.000000000000e-02	1	3.211226165295e-01	6.563428323716e-04	6.738464101995e+02	6.914233740945e+03	2MFGC	2.997178319671e-01	1.823345833333e+02	7.363508224487e+00	3.502100867158e+00	6.233934760094e-01	2.302623741173e+03	460190	1823p230	2.307476193509e+01	2916	1.823344781000e+02	9010	SER	4.222408183421e+09
1.040000000000e+01	1.480000000000e+00	8.000000000000e-02	192648	4.783945178938e-01	1.193034149506e+00	7.000000000000e+00	7.860000000000e+01	2.300000000000e+00	3.661471200011e-01	5.324000000000e+03	9.330000000000e+00	6.000000000000e-02	1	1.653201133013e-01	3.545366600156e-02	7.511589206545e+02	8.563556480145e+02	035-085	2.414538997942e-01	1.486895833333e+02	9.029207229614e+00	3.440701790869e+00	8.935522437096e-01	4.076693626089e+03	371210	1486p070	7.000103916709e+00	3068	1.486892662868e+02	9010	SER	2.685221053723e+09
1.340000000000e+01	1.090000000000e+00	5.000000000000e-02	748885	4.543887018238e-01	4.369790678459e-01	1.395472222222e+01	1.181000000000e+02	2.300000000000e+00	3.896387523139e-01	8.484000000000e+03	9.550000000000e+00	5.000000000000e-02	1	1.418009251356e-01	8.174397796392e-02	3.436077432229e+02	1.000000000000e+09		2.386942715766e-01	4.199750000000e+01	1.383360004425e+01	7.920634619892e+00	2.019050359726e+00	2.716993093364e+03	410461	0421p140	1.395464733733e+01	393	4.199759843516e+01	9010	SER	3.823255026965e+09
3.010000000000e+01	1.500000000000e+00	4.000000000000e-02	725169	4.669515307744e-01	4.525795392402e-01	3.161194444444e+01	8.910000000000e+01	2.300000000000e+00	3.970079195158e-01	5.981000000000e+03	9.450000000000e+00	5.000000000000e-02	1	1.410537492484e-02	8.904511108994e-03	4.215236684222e+02	1.000000000000e+09		2.056918315314e-01	1.936820833333e+02	2.484533309937e+00	1.073241344188e+00	1.499784469604e+00	7.046495824293e+02	503793	1936p315	3.161196943566e+01	3394	1.936822280119e+02	9010	SER	5.900259737456e+08
1.260000000000e+01	1.690000000000e+00	8.000000000000e-02	230801	8.151527485363e-01	3.222137668899e-01	9.412777777778e+00	1.018000000000e+02	2.200000000000e+00	4.896892306514e-01	6.857000000000e+03	9.620000000000e+00	5.000000000000e-02	1	3.209014609456e-02	6.453476846218e-02	5.842335977888e+02	3.659890027515e+03	073-094	3.597884145655e-01	2.085366666667e+02	1.389610004425e+01	6.858285764999e+00	1.386454582214e+00	1.636953721658e+03	385711	2084p095	9.412747688033e+00	3048	2.085365812265e+02	9010	SER	9.590181159553e+09
1.160000000000e+01	1.220000000000e+00	6.000000000000e-02	244469	3.360238054525e-01	3.203318671402e-01	9.849722222222e+00	1.157000000000e+02	2.200000000000e+00	4.598835422762e-01	7.872000000000e+03	9.580000000000e+00	5.000000000000e-02	1	7.066339254379e-03	2.832275116816e-03	9.001171827212e+02	9.257817478103e+02		3.438983516784e-01	2.179254166667e+02	6.544271469116e+00	3.670874458679e+00	9.714367389679e-01	2.178502926456e+03	387169	2179p097	9.849789677765e+00	3478	2.179254755647e+02	9010	SER	4.595414496358e+09
1.140000000000e+01	8.000000000000e-01	6.000000000000e-02	721424	7.301728036991e-01	3.985007128692e-01	2.477027777778e+01	1.205000000000e+02	2.500000000000e+00	4.654608983446e-01	8.158000000000e+03	9.440000000000e+00	6.000000000000e-02	1	9.986766235670e-05	2.498852461576e-02	8.959162142720e+02	3.726072584203e+03		3.120558682356e-01	1.412954166667e+02	6.631239891052e+00	3.873973565391e+00	8.188614249229e-01	3.019993686962e+03	469274	1413p247	2.477033144757e+01	735	1.412955232903e+02	9010	SER	6.711200136355e+09
1.050000000000e+01	1.070000000000e+00	7.000000000000e-02	238644	5.125499389036e-01	9.687499553501e-01	8.845555555556e+00	1.008000000000e+02	2.300000000000e+00	3.394554085475e-01	6.791000000000e+03	9.410000000000e+00	6.000000000000e-02	1	3.369789570570e-02	4.944440722466e-02	3.205398683301e+02	6.045057262195e+03		2.234839953062e-01	2.090125000000e+02	9.431881904602e+00	4.609287029048e+00	1.198133468628e+00	1.230772359122e+03	381444	2089p087	8.845738834385e+00	3592	2.090126994049e+02	9010	SER	2.245247081996e+09
