axis_ratio	d4000	dapqual	daptype	dec	dn4000	drp3qual	g_minus_r_color	half_light_radius_kpc	halpha_ew	hbeta	hdelta_a	hgamma_a	internal_acceleration_m_s2	log_baryonic_speed_km_s	log_half_light_radius	log_mean_stellar_density	log_snr	log_specific_sfr	log_stellar_mass	log_surface_brightness	log_surface_density	mangaid	mass_quartile	mass_size_crossing_proxy	mean_stellar_density_msun_kpc3	minimum_item34_role_separation_arcsec	minimum_item35_role_separation_arcsec	minimum_item36_role_separation_arcsec	minimum_predecessor_separation_arcsec	outer_fold	phase_space_proxy	plateifu	ra	redshift	role	sample_cell	sersic_index	sfr_1re	sfr_tot	snr_med_g	source_map_read	stellar_mass_msun	velocity_response_read	annulus	annulus_index	source_pixels	weighted_radius_re	flux_m1	flux_m2	flux_m3	source_nonaxisymmetry	flux_asymmetry	centroid_offset_re	radial_concentration	radius_kpc	enclosed_stellar_mass_msun	enclosed_stellar_mass_fraction	log_baryonic_speed_km_s	log_acceleration	omega_Gyr_inverse	log_omega_Gyr_inverse	mode_frequency_ratio	age_gyr_proxy	vertical_to_orbital_frequency	radial_enclosed_mass_slope	torsion_proxy	nonmetricity_proxy	Finsler_anisotropy_proxy	affine_holonomy_proxy
5.820890000000e-01	1.448399000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.152951049805e+01	1.301777000000e+00	0.000000000000e+00	4.908000000000e-01	6.252820000001e+00	3.210484000000e+01	3.998761000000e+00	5.297914000000e+00	3.502977000000e+00	7.650783044593e-12	1.436160506101e+00	7.960759268205e-01	6.321331541139e+00	7.856890828678e-01	-1.054282881801e+01	9.331647930903e+00	-6.273501249943e-01	7.739496077262e+00	1-178157	1	-3.471710075221e+00	2.095711715188e+06	1.016132818633e+03	4.960011376285e+03	1.054353819023e+03	1.859715525847e+03	3	7.567633002983e+00	7960-6102	2.588924255371e+02	2.294390000000e-02	exploration	mq1	8.202920000000e-01	6.149207000000e-02	9.509633000000e-02	6.105048000000e+00	False	2.146090000001e+09	False	outer	1	455	1.101088915296e+00	1.702808710015e-01	1.110501007220e-01	6.024928491455e-02	2.120322528110e-01	3.802994572350e-01	1.230341012651e-01	2.286598061899e-01	6.884910791342e+00	1.193050906175e+09	5.559183939976e-01	1.436160506101e+00	-1.145492785044e+01	4.055231115359e+00	6.080156105237e-01	1.677874865574e+00	2.008885000000e+00	2.624431666916e+00	1.335656458405e+00	1.328432475058e-01	3.321717707974e-01	1.265865868636e-01	1.308768762765e-01
7.469640000000e-01	1.559621000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.069385910034e+01	1.337346000000e+00	0.000000000000e+00	7.790000000000e-01	1.297189999999e+01	2.256507000000e+01	3.274601000000e+00	4.281149000000e+00	9.115598000000e-01	4.430348331003e-11	1.988970486457e+00	1.113003592050e+00	6.767135862648e+00	7.488577972810e-01	-1.079180711632e+01	1.072823524810e+01	-8.343248585176e-01	8.502228064000e+00	1-547565	3	-3.694612235975e+00	5.849730557485e+06	1.431970335942e+03	5.649818360756e+03	3.055492639748e+03	2.724917274480e+03	1	6.393947846541e+00	7961-12705	2.605342407227e+02	5.009070000000e-02	exploration	mq3	2.110740000000e+00	8.638297000000e-01	1.146155000000e+00	5.608643000000e+00	False	5.348539999997e+10	False	inner	0	954	5.074485947114e-01	6.778849669064e-02	5.034302793286e-02	5.180008116309e-02	9.906033087734e-02	1.309314590351e-01	4.448769986170e-02	2.970064630792e-01	6.582572425732e+00	1.454709464524e+10	2.719825343973e-01	1.988970486457e+00	-1.032980521850e+01	1.514705708341e+01	1.180328262106e+00	1.905912643775e+00	2.186730000000e+00	1.173882906194e+00	8.821325677879e-01	4.288861914903e-02	5.589337161061e-01	3.580832840554e-02	8.430226811389e-02
7.469640000000e-01	1.559621000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.069385910034e+01	1.337346000000e+00	0.000000000000e+00	7.790000000000e-01	1.297189999999e+01	2.256507000000e+01	3.274601000000e+00	4.281149000000e+00	9.115598000000e-01	4.430348331003e-11	1.969783249911e+00	1.113003592050e+00	6.767135862648e+00	7.488577972810e-01	-1.079180711632e+01	1.072823524810e+01	-8.343248585176e-01	8.502228064000e+00	1-547565	3	-3.694612235975e+00	5.849730557485e+06	1.431970335942e+03	5.649818360756e+03	3.055492639748e+03	2.724917274480e+03	1	6.393947846541e+00	7961-12705	2.605342407227e+02	5.009070000000e-02	exploration	mq3	2.110740000000e+00	8.638297000000e-01	1.146155000000e+00	5.608643000000e+00	False	5.348539999997e+10	False	outer	1	1757	1.073903407234e+00	1.016372083479e-01	3.817976535398e-02	1.772526223365e-02	1.100090974624e-01	1.309314590351e-01	4.448769986170e-02	2.970064630792e-01	1.393056760829e+01	2.818220420821e+10	5.269139654602e-01	1.969783249911e+00	-1.069375285774e+01	6.848064771648e+00	8.355678594139e-01	1.467368571888e+00	2.186730000000e+00	2.596481193193e+00	8.821325677879e-01	6.106870393152e-02	5.589337161061e-01	3.976608855071e-02	1.005952742245e-01
5.665810000000e-01	1.446607000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-7.990368604660e-01	1.272918000000e+00	0.000000000000e+00	4.501000000000e-01	4.046520000000e+00	2.336243000000e+01	3.402068000000e+00	5.544341000000e+00	2.256095000000e+00	9.286738487719e-12	1.359898111083e+00	6.070816912424e-01	6.594483106083e+00	7.992458905156e-01	-1.045225669086e+01	9.037816789113e+00	-7.685186858155e-01	7.823653406629e+00	1-179385	0	-3.608285857693e+00	3.930819538476e+06	5.051719419262e+03	9.611092934002e+03	1.574621470772e+04	1.121725081258e+03	1	7.998039927246e+00	7964-6102	3.165329284668e+02	3.475190000000e-02	exploration	mq0	1.250470000000e+00	3.850881000000e-02	8.013680000000e-02	6.298627000000e+00	False	1.090979999999e+09	False	inner	0	71	5.184680810702e-01	1.193191990062e-01	6.018423534068e-02	2.522585121928e-02	1.359983713313e-01	1.944458959224e-01	1.372710475072e-01	2.263986907507e-01	2.097991459412e+00	2.558819097641e+08	2.345431719777e-01	1.359898111083e+00	-1.109135803897e+01	1.116471951505e+01	1.047847817009e+00	1.540401132517e+00	1.864590000000e+00	1.305505919563e+00	1.117194564537e+00	6.278913197285e-02	4.414027177316e-01	8.420611157717e-02	1.060923157276e-01
5.665810000000e-01	1.446607000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-7.990368604660e-01	1.272918000000e+00	0.000000000000e+00	4.501000000000e-01	4.046520000000e+00	2.336243000000e+01	3.402068000000e+00	5.544341000000e+00	2.256095000000e+00	9.286738487719e-12	1.379530087340e+00	6.070816912424e-01	6.594483106083e+00	7.992458905156e-01	-1.045225669086e+01	9.037816789113e+00	-7.685186858155e-01	7.823653406629e+00	1-179385	0	-3.608285857693e+00	3.930819538476e+06	5.051719419262e+03	9.611092934002e+03	1.574621470772e+04	1.121725081258e+03	1	7.998039927246e+00	7964-6102	3.165329284668e+02	3.475190000000e-02	exploration	mq0	1.250470000000e+00	3.850881000000e-02	8.013680000000e-02	6.298627000000e+00	False	1.090979999999e+09	False	outer	1	190	1.121383656855e+00	1.855453036108e-01	8.816235244319e-02	3.829081619788e-02	2.089637449067e-01	1.944458959224e-01	1.372710475072e-01	2.263986907507e-01	4.537701395136e+00	6.058090175770e+08	5.552888390048e-01	1.379530087340e+00	-1.138712628415e+01	5.400669433106e+00	7.324475955794e-01	1.528028177990e+00	1.864590000000e+00	2.698851984499e+00	1.117194564537e+00	1.252940408652e-01	4.414027177316e-01	1.293840819339e-01	1.498673049235e-01
4.066630000000e-01	1.921757000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.700209808350e+01	1.639670000000e+00	0.000000000000e+00	9.708000000000e-01	4.328210000000e+00	1.103407000000e+01	2.836881000000e+00	2.621965000000e+00	-1.007249000000e-01	2.022442425854e-11	1.564456469114e+00	6.363083241014e-01	6.903269424255e+00	7.585278941294e-01	-1.125186521465e+01	9.434283005862e+00	-8.387344434421e-01	8.161666357659e+00	1-24390	1	-3.762679016779e+00	8.003306039473e+06	9.614038460593e+02	4.627180880098e+03	2.661643183709e+04	8.198333247887e+02	4	7.755966869583e+00	7990-3702	2.621000366211e+02	2.969450000000e-02	exploration	mq1	1.684840000000e+00	1.522011000000e-02	2.827976000000e-02	5.734927000000e+00	False	2.718210000003e+09	False	inner	0	54	5.058342224369e-01	2.299874873373e-02	3.926063759546e-02	3.258440050527e-03	4.561751351490e-02	7.790669817630e-02	3.328950951660e-02	2.188311163139e-01	2.189356739894e+00	6.849661597592e+08	2.519916267538e-01	1.564456469114e+00	-1.070075413948e+01	1.713536494906e+01	1.233893358470e+00	1.698703241942e+00	3.698350000000e+00	1.213742230856e+00	9.770839882200e-01	2.021710206215e-02	5.114580058900e-01	3.866651230913e-02	5.422848641943e-02
4.066630000000e-01	1.921757000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.700209808350e+01	1.639670000000e+00	0.000000000000e+00	9.708000000000e-01	4.328210000000e+00	1.103407000000e+01	2.836881000000e+00	2.621965000000e+00	-1.007249000000e-01	2.022442425854e-11	1.560510728944e+00	6.363083241014e-01	6.903269424255e+00	7.585278941294e-01	-1.125186521465e+01	9.434283005862e+00	-8.387344434421e-01	8.161666357659e+00	1-24390	1	-3.762679016779e+00	8.003306039473e+06	9.614038460593e+02	4.627180880098e+03	2.661643183709e+04	8.198333247887e+02	4	7.755966869583e+00	7990-3702	2.621000366211e+02	2.969450000000e-02	exploration	mq1	1.684840000000e+00	1.522011000000e-02	2.827976000000e-02	5.734927000000e+00	False	2.718210000003e+09	False	outer	1	160	1.117824322262e+00	4.805185352879e-02	3.808476909742e-02	3.254910937530e-03	6.140052695187e-02	7.790669817630e-02	3.328950951660e-02	2.188311163139e-01	4.838178409859e+00	1.486424935847e+09	5.468396245491e-01	1.560510728944e+00	-1.105301096645e+01	7.683910039892e+00	8.855822716754e-01	1.498868172350e+00	3.698350000000e+00	2.706683963219e+00	9.770839882200e-01	3.551443044971e-02	5.114580058900e-01	5.204457780006e-02	7.187377541791e-02
6.204060000000e-01	1.160532000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.754541397095e+01	1.095855000000e+00	0.000000000000e+00	2.053000000000e-01	4.695100000000e+00	1.030168000000e+02	3.872895000000e+00	5.421939000000e+00	4.266367000000e+00	3.019154280939e-11	1.680969375951e+00	6.716448466523e-01	7.041942040928e+00	1.381079866216e+00	-9.707035376413e+00	9.678965190187e+00	2.077773137124e-01	8.335675496883e+00	1-24357	2	-3.832015325115e+00	1.101392312655e+07	2.686974786915e+03	4.413367218396e+03	2.479326956239e+04	8.671190994720e+02	4	7.580620993594e+00	7990-3703	2.620993347168e+02	2.854830000000e-02	exploration	mq2	1.982610000000e+00	9.374105000000e-01	1.519905000000e+00	2.404805000000e+01	False	4.774909999995e+09	False	inner	0	102	5.146491624981e-01	6.319896886961e-02	3.721453514581e-02	1.448739313799e-02	7.475905197523e-02	1.940901877174e-01	1.078859713577e-01	2.740607165849e-01	2.416329282845e+00	1.292809438842e+09	2.707505353701e-01	1.680969375951e+00	-1.051056791035e+01	2.030330229063e+01	1.307566680768e+00	1.576055740743e+00	9.792750000000e-01	1.201681704289e+00	9.008891302307e-01	3.264031302572e-02	5.495554348846e-01	4.054012510784e-02	8.141511339505e-02
6.204060000000e-01	1.160532000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.754541397095e+01	1.095855000000e+00	0.000000000000e+00	2.053000000000e-01	4.695100000000e+00	1.030168000000e+02	3.872895000000e+00	5.421939000000e+00	4.266367000000e+00	3.019154280939e-11	1.664535660617e+00	6.716448466523e-01	7.041942040928e+00	1.381079866216e+00	-9.707035376413e+00	9.678965190187e+00	2.077773137124e-01	8.335675496883e+00	1-24357	2	-3.832015325115e+00	1.101392312655e+07	2.686974786915e+03	4.413367218396e+03	2.479326956239e+04	8.671190994720e+02	4	7.580620993594e+00	7990-3703	2.620993347168e+02	2.854830000000e-02	exploration	mq2	1.982610000000e+00	9.374105000000e-01	1.519905000000e+00	2.404805000000e+01	False	4.774909999995e+09	False	outer	1	278	1.104419678302e+00	1.793338755188e-01	6.778716365103e-02	3.572960480347e-02	1.950188276138e-01	1.940901877174e-01	1.078859713577e-01	2.740607165849e-01	5.185360831597e+00	2.572112437208e+09	5.386724435038e-01	1.664535660617e+00	-1.087505820684e+01	9.109826371148e+00	9.595100996107e-01	1.492296468913e+00	9.792750000000e-01	2.678218651518e+00	9.008891302307e-01	1.100724444884e-01	5.495554348846e-01	1.057542526418e-01	1.495089461499e-01
4.567380000000e-01	1.570606000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.692779159546e+01	1.404648000000e+00	0.000000000000e+00	6.513000000000e-01	7.972340000001e+00	1.364618000000e+01	3.620858000000e+00	4.044711000000e+00	2.129550000000e+00	1.095580007472e-11	1.526922636334e+00	9.015858119772e-01	6.371759867751e+00	9.321459414415e-01	-1.103234203158e+01	9.698605912985e+00	-7.116684854328e-01	7.895434289030e+00	1-23929	2	-3.496924238527e+00	2.353747478353e+06	4.433559238379e+03	1.440684496326e+03	2.532581523024e+04	1.634918117207e+03	0	7.225889184207e+00	7991-9101	2.591747131348e+02	2.831330000000e-02	exploration	mq2	1.008120000000e+00	4.637286000000e-02	8.927947000000e-02	8.553541000000e+00	False	4.995810000005e+09	False	inner	0	222	5.211269294834e-01	2.370343484896e-02	3.211887947263e-02	1.151849469837e-02	4.154697296233e-02	1.033547723524e-01	2.363004199229e-02	2.306767730227e-01	4.154601064998e+00	1.093488565640e+09	2.188811355194e-01	1.526922636334e+00	-1.105403460065e+01	8.282219382630e+00	9.181467300789e-01	1.819055631675e+00	2.523240000000e+00	1.361815626055e+00	1.225097846955e+00	1.971048187624e-02	3.874510765227e-01	3.224413089352e-02	4.575953600116e-02
4.567380000000e-01	1.570606000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.692779159546e+01	1.404648000000e+00	0.000000000000e+00	6.513000000000e-01	7.972340000001e+00	1.364618000000e+01	3.620858000000e+00	4.044711000000e+00	2.129550000000e+00	1.095580007472e-11	1.564781141428e+00	9.015858119772e-01	6.371759867751e+00	9.321459414415e-01	-1.103234203158e+01	9.698605912985e+00	-7.116684854328e-01	7.895434289030e+00	1-23929	2	-3.496924238527e+00	2.353747478353e+06	4.433559238379e+03	1.440684496326e+03	2.532581523024e+04	1.634918117207e+03	0	7.225889184207e+00	7991-9101	2.591747131348e+02	2.831330000000e-02	exploration	mq2	1.008120000000e+00	4.637286000000e-02	8.927947000000e-02	8.553541000000e+00	False	4.995810000005e+09	False	outer	1	578	1.130621606624e+00	3.662391885992e-02	1.097868385143e-01	2.299644925160e-02	1.179970254787e-01	1.033547723524e-01	2.363004199229e-02	2.306767730227e-01	9.013699859350e+00	2.824262248308e+09	5.653261930109e-01	1.564781141428e+00	-1.131469135508e+01	4.165157904917e+00	6.196314705529e-01	1.919557910907e+00	2.523240000000e+00	2.707905926056e+00	1.225097846955e+00	7.286076190378e-02	3.874510765227e-01	9.157614293656e-02	8.797916692000e-02
3.140320000000e-01	1.562739000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.829490840435e-01	1.393829000000e+00	0.000000000000e+00	6.770000000000e-01	6.971250000000e+00	2.411652000000e+01	3.647414000000e+00	4.714344000000e+00	2.921765000000e+00	1.046461079104e-11	1.528997766376e+00	8.433106574996e-01	6.410114004047e+00	1.002092592794e+00	-1.078718573018e+01	9.562134585848e+00	-4.829418044695e-01	7.875513270848e+00	1-36833	2	-3.516101306674e+00	2.571070610560e+06	2.314322068547e+03	8.724663618933e+03	1.320114687691e+04	4.781983586733e+02	3	7.381537579492e+00	8077-6102	4.055686569214e+01	2.202710000000e-02	exploration	mq2	1.769280000000e+00	5.955920000000e-02	8.082720000000e-02	1.004830000000e+01	False	3.648670000004e+09	False	inner	0	116	5.159197736102e-01	3.060859689142e-02	7.906922836437e-02	1.565949609110e-02	8.622093072814e-02	6.168240274042e-02	6.123376379224e-02	2.354589300676e-01	3.596605721780e+00	9.557141342402e+08	2.619349336167e-01	1.528997766376e+00	-1.098724784333e+01	9.612987052300e+00	9.828583573627e-01	1.880729054685e+00	2.469145000000e+00	1.226263365684e+00	9.479047179514e-01	3.812238901667e-02	5.260476410243e-01	8.449257058531e-02	7.947789998070e-02
3.140320000000e-01	1.562739000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.829490840435e-01	1.393829000000e+00	0.000000000000e+00	6.770000000000e-01	6.971250000000e+00	2.411652000000e+01	3.647414000000e+00	4.714344000000e+00	2.921765000000e+00	1.046461079104e-11	1.520179717266e+00	8.433106574996e-01	6.410114004047e+00	1.002092592794e+00	-1.078718573018e+01	9.562134585848e+00	-4.829418044695e-01	7.875513270848e+00	1-36833	2	-3.516101306674e+00	2.571070610560e+06	2.314322068547e+03	8.724663618933e+03	1.320114687691e+04	4.781983586733e+02	3	7.381537579492e+00	8077-6102	4.055686569214e+01	2.202710000000e-02	exploration	mq2	1.769280000000e+00	5.955920000000e-02	8.082720000000e-02	1.004830000000e+01	False	3.648670000004e+09	False	outer	1	303	1.124909524612e+00	9.153761900013e-02	2.629189909919e-02	1.753808773106e-02	9.683999262555e-02	6.168240274042e-02	6.123376379224e-02	2.354589300676e-01	7.842025523454e+00	2.000908970725e+09	5.483940643366e-01	1.520179717266e+00	-1.134341936216e+01	4.320210296490e+00	6.355048876441e-01	1.453343871932e+00	2.469145000000e+00	2.728583343872e+00	9.479047179514e-01	5.575235846111e-02	5.260476410243e-01	9.489876580195e-02	9.611428751166e-02
3.819970000000e-01	1.303759000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-7.655110955238e-02	1.194774000000e+00	0.000000000000e+00	2.435000000000e-01	9.031599999999e+00	3.926912000000e+01	4.462591000000e+00	6.335264000000e+00	4.931020000000e+00	2.522792403518e-12	1.261526469239e+00	9.557646949001e-01	5.679818400933e+00	8.204360202760e-01	-1.007129855118e+01	9.169201094936e+00	-5.558960003446e-01	7.257671705136e+00	1-38067	0	-3.150953505118e+00	4.784299962777e+05	3.153375724029e+03	1.783997157306e+03	3.221005429858e+03	3.965337101793e+02	4	7.409323268848e+00	8080-12704	4.933345794678e+01	2.221470000000e-02	exploration	mq0	1.444510000000e+00	1.252860000000e-01	1.973176000000e-01	6.613571000000e+00	False	1.476389999999e+09	False	inner	0	236	5.138111858961e-01	2.948850657226e-01	1.082428825464e-01	3.950109541607e-02	3.165976313039e-01	3.577616848827e-01	2.488311554774e-01	2.752758044537e-01	4.640537106539e+00	3.597997303301e+08	2.437023620658e-01	1.261526469239e+00	-1.163286585646e+01	4.024497309301e+00	6.047116413670e-01	1.423029342629e+00	1.473870000000e+00	1.263521593708e+00	1.050345802540e+00	1.434650150301e-01	4.748270987302e-01	2.795118370553e-01	1.954450418328e-01
3.819970000000e-01	1.303759000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-7.655110955238e-02	1.194774000000e+00	0.000000000000e+00	2.435000000000e-01	9.031599999999e+00	3.926912000000e+01	4.462591000000e+00	6.335264000000e+00	4.931020000000e+00	2.522792403518e-12	1.269930582426e+00	9.557646949001e-01	5.679818400933e+00	8.204360202760e-01	-1.007129855118e+01	9.169201094936e+00	-5.558960003446e-01	7.257671705136e+00	1-38067	0	-3.150953505118e+00	4.784299962777e+05	3.153375724029e+03	1.783997157306e+03	3.221005429858e+03	3.965337101793e+02	4	7.409323268848e+00	8080-12704	4.933345794678e+01	2.221470000000e-02	exploration	mq0	1.444510000000e+00	1.252860000000e-01	1.973176000000e-01	6.613571000000e+00	False	1.476389999999e+09	False	outer	1	629	1.108304560342e+00	3.375768594518e-01	7.206604124035e-02	6.513820207237e-02	3.512757260424e-01	3.577616848827e-01	2.488311554774e-01	2.752758044537e-01	1.000976346718e+01	8.067233459917e+08	5.464161542629e-01	1.269930582426e+00	-1.194991319550e+01	1.902217571675e+00	2.792601891388e-01	1.426180494984e+00	1.473870000000e+00	2.673216423735e+00	1.050345802540e+00	2.061702695930e-01	4.748270987302e-01	3.101277893162e-01	2.342958913422e-01
7.529870000000e-01	1.550201000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-1.212693634443e-03	1.352939000000e+00	0.000000000000e+00	8.645000000000e-01	5.116150000000e+00	4.702407000000e+01	3.743928000000e+00	5.913395000000e+00	3.839355000000e+00	2.447774024360e-11	1.632727028303e+00	7.089432690391e-01	6.913529633957e+00	9.042211526011e-01	-1.052252931281e+01	9.662448050377e+00	-6.588130641591e-01	8.244561512299e+00	1-604052	2	-3.767809121630e+00	8.194635371280e+06	4.274117974381e+02	2.770360266537e+03	4.618994742435e+03	5.837230929961e+02	4	7.532931929919e+00	8084-3702	5.063664245605e+01	2.174370000000e-02	exploration	mq2	1.460100000000e+00	1.380126000000e-01	1.864621000000e-01	8.020864000000e+00	False	4.596720000003e+09	False	inner	0	148	5.174482050871e-01	6.417021161314e-02	1.545030513762e-02	1.249224850196e-02	6.717577137597e-02	1.623954062234e-01	7.212824288861e-02	2.304634391676e-01	2.647342634457e+00	1.134237118698e+09	2.467492296022e-01	1.632727028303e+00	-1.064670664247e+01	1.658327475576e+01	1.219670296294e+00	1.438970668513e+00	2.264695000000e+00	1.269052619955e+00	1.040255623468e+00	3.041945256385e-02	4.798721882660e-01	2.370469830699e-02	6.912447953563e-02
7.529870000000e-01	1.550201000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-1.212693634443e-03	1.352939000000e+00	0.000000000000e+00	8.645000000000e-01	5.116150000000e+00	4.702407000000e+01	3.743928000000e+00	5.913395000000e+00	3.839355000000e+00	2.447774024360e-11	1.639476523415e+00	7.089432690391e-01	6.913529633957e+00	9.042211526011e-01	-1.052252931281e+01	9.662448050377e+00	-6.588130641591e-01	8.244561512299e+00	1-604052	2	-3.767809121630e+00	8.194635371280e+06	4.274117974381e+02	2.770360266537e+03	4.618994742435e+03	5.837230929961e+02	4	7.532931929919e+00	8084-3702	5.063664245605e+01	2.174370000000e-02	exploration	mq2	1.460100000000e+00	1.380126000000e-01	1.864621000000e-01	8.020864000000e+00	False	4.596720000003e+09	False	outer	1	394	1.119950101748e+00	1.037946323746e-01	5.005589266597e-02	1.773314717589e-02	1.165906626156e-01	1.623954062234e-01	7.212824288861e-02	2.304634391676e-01	5.729832713057e+00	2.532413585714e+09	5.509175206914e-01	1.639476523415e+00	-1.096853944098e+01	7.781942233950e+00	8.910880026731e-01	1.498428468822e+00	2.264695000000e+00	2.704343934142e+00	1.040255623468e+00	6.856352363606e-02	4.798721882660e-01	4.114201334951e-02	1.037773894604e-01
6.349720000000e-01	1.315601000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.548554420471e+01	1.225706000000e+00	0.000000000000e+00	4.219000000000e-01	3.144430000000e+00	5.734801000000e+01	4.041708000000e+00	5.558452000000e+00	3.998215000000e+00	1.707496166612e-11	1.431220214370e+00	4.975419310881e-01	6.968519387492e+00	1.316353069247e+00	-1.022346487230e+01	9.083233790059e+00	-7.753680636691e-02	8.088149927883e+00	1-39799	0	-3.795303998397e+00	9.300780337669e+06	5.356781722889e+04	7.652065353719e+03	3.030536620151e+03	2.382704774425e+02	4	8.139641067004e+00	8091-1901	1.226539325714e+01	1.825910000000e-02	exploration	mq0	1.128590000000e+00	7.240506000000e-02	1.043461000000e-01	2.071825000000e+01	False	1.211250000000e+09	False	inner	0	48	5.290141378644e-01	2.932552480621e-02	2.957735151493e-02	5.655154875588e-03	4.203316434037e-02	2.117824812995e-01	5.183743220416e-02	2.277832329528e-01	1.663447925525e+00	2.817664522821e+08	2.326245220078e-01	1.431220214370e+00	-1.084791932625e+01	1.659450974361e+01	1.219964426447e+00	1.633347400907e+00	1.628530000000e+00	1.351077858013e+00	1.162540280459e+00	1.972255169125e-02	4.187298597704e-01	2.191897416119e-02	5.014869932880e-02
6.349720000000e-01	1.315601000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.548554420471e+01	1.225706000000e+00	0.000000000000e+00	4.219000000000e-01	3.144430000000e+00	5.734801000000e+01	4.041708000000e+00	5.558452000000e+00	3.998215000000e+00	1.707496166612e-11	1.457930083584e+00	4.975419310881e-01	6.968519387492e+00	1.316353069247e+00	-1.022346487230e+01	9.083233790059e+00	-7.753680636691e-02	8.088149927883e+00	1-39799	0	-3.795303998397e+00	9.300780337669e+06	5.356781722889e+04	7.652065353719e+03	3.030536620151e+03	2.382704774425e+02	4	8.139641067004e+00	8091-1901	1.226539325714e+01	1.825910000000e-02	exploration	mq0	1.128590000000e+00	7.240506000000e-02	1.043461000000e-01	2.071825000000e+01	False	1.211250000000e+09	False	outer	1	128	1.127515870416e+00	7.783320749906e-02	3.998608220601e-02	3.539528020044e-02	9.439131750455e-02	2.117824812995e-01	5.183743220416e-02	2.277832329528e-01	3.545394728414e+00	6.791479703010e+08	5.607000786797e-01	1.457930083584e+00	-1.112315497267e+01	8.279782162016e+00	9.180189108091e-01	1.723016372889e+00	1.628530000000e+00	2.707858037863e+00	1.162540280459e+00	5.735395086177e-02	4.187298597704e-01	4.922210549436e-02	8.551844432495e-02
8.158460000000e-01	1.475592000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.287360286713e+01	1.350820000000e+00	0.000000000000e+00	6.106000000000e-01	2.525930000000e+00	2.481216000000e+01	3.478537000000e+00	3.963085000000e+00	2.119310000000e+00	4.390670370695e-11	1.603501739901e+00	4.024213109719e-01	7.473811103957e+00	9.383438703600e-01	-1.081748252863e+01	9.303163646175e+00	-4.927805255573e-01	8.498321024231e+00	1-42273	1	-4.047949856630e+00	2.977221207750e+07	3.484534611031e+03	4.580389176490e+04	8.272811521085e+02	1.176242198464e+03	1	8.172357069120e+00	8097-3704	2.726330375671e+01	2.579450000000e-02	exploration	mq1	1.427130000000e+00	3.059716000000e-02	4.052965000000e-02	8.676486000000e+00	False	2.009849999999e+09	False	inner	0	40	5.067738621243e-01	2.179182371410e-02	3.476379406931e-02	3.148033595968e-03	4.114990977392e-02	9.483103827183e-02	2.952964805337e-02	2.476417704146e-01	1.280075301556e+00	4.793786005884e+08	2.385146158114e-01	1.603501739901e+00	-1.038958258357e+01	3.206414350679e+01	1.506019643591e+00	1.687727807473e+00	2.254100000000e+00	1.251039487124e+00	1.058500669135e+00	1.861917525918e-02	4.707496654325e-01	1.082560069215e-02	4.957531826462e-02
