axis_ratio	d4000	dapqual	daptype	dec	dn4000	drp3qual	g_minus_r_color	halpha_ew	hbeta	hdelta_a	hgamma_a	log_half_light_radius	log_snr	log_specific_sfr	log_stellar_mass	log_surface_brightness	log_surface_density	mangaid	mass_size_crossing_proxy	plateifu	ra	redshift	sersic_index	sfr_1re	sfr_tot	snr_med_g	minimum_predecessor_separation_arcsec	stellar_mass_msun	half_light_radius_kpc	log_baryonic_speed_km_s	internal_acceleration_m_s2	mean_stellar_density_msun_kpc3	log_mean_stellar_density	phase_space_proxy	mass_bin	surface_bin	sample_cell	role	outer_fold	response_read
9.861680000000e-01	1.368822000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.058800888062e+01	1.241390000000e+00	0.000000000000e+00	4.868000000000e-01	5.318023000000e+01	4.218421000000e+00	6.319791000000e+00	4.505485000000e+00	3.576147225850e-01	1.165492423522e+00	-1.034707801233e+01	8.829455588512e+00	-2.681761026336e-01	8.114226143342e+00	1-175605	-3.878305710378e+00	10508-1901	1.828298492432e+02	1.758250000000e-02	4.234680000000e+00	3.036530000000e-02	6.131287000000e-02	1.463836000000e+01	3.977645364219e+02	6.752360000003e+08	2.278320000000e+00	1.552700610307e+00	1.813159262104e-11	1.363084600776e+07	7.134522811455e+00	8.476420980532e+00	0	0	m0-s0	exploration	3	False
7.483910000000e-01	2.367084000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.074152755737e+01	2.109336000000e+00	0.000000000000e+00	1.025400000000e+00	1.202562000000e+00	2.097046000000e+00	-2.056344000000e+00	-6.005983000000e+00	1.138198454981e+00	9.353267593115e-01	-1.189651238215e+01	1.108025840709e+01	-2.791049222186e-01	8.803861497127e+00	1-175865	-3.832831521073e+00	10508-6101	1.833719940186e+02	3.075740000000e-02	6.000000000000e+00	1.526673000000e-01	1.526723000000e-01	8.616418000000e+00	1.660510543411e+03	1.202980000003e+11	1.374670000000e+01	2.287810153398e+00	8.873016856986e-11	1.105539929378e+07	7.043574432845e+00	6.180143972649e+00	1	1	m1-s1	exploration	2	False
8.803370000000e-01	1.382801000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.774605178833e+01	1.252219000000e+00	0.000000000000e+00	4.816000000000e-01	3.962090000000e+01	3.934713000000e+00	4.951643000000e+00	3.189537000000e+00	4.775321923494e-01	1.246739788512e+00	-1.045447464094e+01	9.725070801903e+00	-7.640310764327e-04	8.770006417204e+00	1-173724	-4.146237112427e+00	10509-1901	1.666123504639e+02	2.682550000000e-02	1.609530000000e+00	1.864645000000e-01	2.125622000000e-01	1.764980000000e+01	2.928840661472e+03	5.309710000003e+09	3.002840000000e+00	1.940549482121e+00	8.207600829018e-11	4.681506336563e+07	7.670385615552e+00	7.848737169190e+00	0	1	m0-s1	exploration	2	False
4.833350000000e-01	1.446982000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.780184555054e+01	1.299446000000e+00	0.000000000000e+00	5.045000000000e-01	2.747778000000e+01	4.023114000000e+00	5.509859000000e+00	3.437015000000e+00	7.617978311687e-01	8.419615582777e-01	-1.060771747848e+01	9.404368396171e+00	-5.264981400942e-01	7.880772733834e+00	1-173676	-3.559487451333e+00	10509-6103	1.674815521240e+02	2.513530000000e-02	2.359920000000e+00	6.261104000000e-02	1.033520000000e-01	6.949628000000e+00	2.512504079477e+03	2.537279999998e+09	5.778270000000e+00	1.638065459845e+00	1.059211148759e-11	3.139686556006e+06	6.496886293362e+00	7.582689913827e+00	0	0	m0-s0	exploration	2	False
7.796010000000e-01	2.198706000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.524273300171e+01	2.018421000000e+00	0.000000000000e+00	9.169000000000e-01	3.794578000000e-01	2.264104000000e+00	-2.010172000000e+00	-5.417270000000e+00	2.021421603281e-01	1.607220440852e+00	-1.273679327114e+01	9.543709293059e+00	2.843224287299e-01	9.139424972403e+00	1-189283	-4.468641406037e+00	10510-1901	1.787792510986e+02	1.971150000000e-02	5.644110000000e+00	6.410856000000e-04	2.561331000000e-03	4.047813000000e+01	4.296424918537e+02	3.497110000001e+09	1.592730000000e+00	1.987563743709e+00	1.921475192754e-10	2.066303935095e+08	8.315194202772e+00	8.352502971644e+00	0	1	m0-s1	reserved_confirmation		False
8.446990000000e-01	1.869414000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.520491409302e+01	1.690281000000e+00	0.000000000000e+00	6.625000000000e-01	4.089941000000e+00	2.478276000000e+00	5.984343000000e-01	-2.432862000000e+00	6.127361876362e-01	1.092109817590e+00	-1.152243026658e+01	9.562159581042e+00	-2.900430910451e-01	8.336687205770e+00	1-189376	-3.861975509067e+00	10510-3704	1.810139923096e+02	1.941000000000e-02	2.757900000000e+00	1.095795000000e-02	2.188346000000e-02	1.236260000000e+01	2.297162522200e+03	3.648879999999e+09	4.099550000000e+00	1.791491874047e+00	3.026195737634e-11	1.264335723017e+07	7.101862408831e+00	7.727386786690e+00	0	0	m0-s0	reserved_confirmation		False
5.741450000000e-01	1.424721000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.614729881287e+00	1.295151000000e+00	0.000000000000e+00	6.935000000000e-01	1.547008000000e+01	3.692501000000e+00	4.107256000000e+00	2.453211000000e+00	1.062115478217e+00	9.845751056093e-01	-1.084134925298e+01	1.024769591637e+01	-4.844535894339e-01	8.123464959937e+00	1-585278	-3.530674740860e+00	10511-12705	1.308586883545e+02	2.713880000000e-02	1.142470000000e+00	2.548864000000e-01	4.649986000000e-01	9.651062000000e+00	3.789220300230e+03	1.768869999996e+10	1.153760000000e+01	1.909570396420e+00	1.852144086707e-11	2.749545256582e+06	6.439260872417e+00	6.710549683155e+00	1	0	m1-s0	reserved_confirmation		False
8.071830000000e-01	2.103452000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.711554288864e+00	1.871664000000e+00	0.000000000000e+00	7.189000000000e-01	4.182392000000e-02	2.367266000000e+00	-7.432663000000e-01	-4.281838000000e+00	3.429021140889e-01	1.344516255904e+00	-1.294799338979e+01	9.648711208299e+00	2.131998136471e-02	8.962906980121e+00	1-76480	-4.310002433016e+00	10511-1902	1.310175781250e+02	2.610030000000e-02	3.039240000000e+00	5.020163000000e-04	2.268973000000e-03	2.210631000000e+01	1.887010053025e+03	4.453600000001e+09	2.202430000000e+00	1.969684724449e+00	1.279725399035e-10	9.952134958054e+07	7.997916256730e+00	8.088862083383e+00	0	1	m0-s1	exploration	4	False
9.046170000000e-01	2.126735000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.332037448883e+00	1.895234000000e+00	0.000000000000e+00	8.788000000000e-01	1.320130000000e+00	2.234225000000e+00	-1.967843000000e+00	-5.200436000000e+00	5.267371983124e-01	9.328662280635e-01	-1.203946659887e+01	1.048465140435e+01	-4.091703095900e-01	9.431177007721e+00	1-214291	-4.452219904704e+00	10511-6102	1.321853485107e+02	5.971600000000e-02	2.801400000000e+00	2.787307000000e-02	5.147485000000e-02	8.567739000000e+00	1.893129499800e+03	3.052470000032e+10	3.363080000000e+00	2.295737280363e+00	3.761723040810e-10	1.915804548874e+08	8.282351200110e+00	7.395139359022e+00	1	1	m1-s1	exploration	0	False
7.750880000000e-01	1.841380000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.615739107132e+00	1.669027000000e+00	0.000000000000e+00	6.554000000000e-01	2.049170000000e+00	2.531522000000e+00	5.448270000000e-01	-2.132081000000e+00	3.161780018605e-01	1.474205479449e+00	-1.193274249129e+01	9.707927683189e+00	1.725083567920e-01	9.075571679468e+00	1-77006	-4.379696838804e+00	10512-1902	1.355882873535e+02	2.390510000000e-02	6.000000000000e+00	5.959162000000e-03	9.188659000000e-03	2.979926000000e+01	1.280736061116e+03	5.104200000005e+09	2.070990000000e+00	2.012655018008e+00	1.658752112371e-10	1.371845074506e+08	8.137305068305e+00	8.099340014280e+00	0	1	m0-s1	exploration	2	False
8.997560000000e-01	1.605174000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.411869764328e+00	1.443020000000e+00	0.000000000000e+00	5.929000000000e-01	1.200061000000e+01	2.929954000000e+00	3.704009000000e+00	1.022224000000e+00	7.577276970243e-01	7.508960012913e-01	-1.104650109053e+01	9.657423986161e+00	-7.350438856594e-01	8.141968592112e+00	1-77011	-3.692120447544e+00	10512-3703	1.356899261475e+02	2.701710000000e-02	1.137680000000e+00	4.082469000000e-02	5.832095000000e-02	5.635027000000e+00	4.924415227135e+02	4.543850000002e+09	5.724370000000e+00	1.766628321912e+00	1.932762103290e-11	5.782987928956e+06	6.762152285786e+00	7.462267320049e+00	0	0	m0-s0	exploration	0	False
3.233190000000e-01	1.971678000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.201213359833e+00	1.671761000000e+00	0.000000000000e+00	8.560000000000e-01	5.136267000000e+00	2.497813000000e+00	1.372134000000e+00	-2.342031000000e+00	7.957980148046e-01	7.839322931889e-01	-1.154397354950e+01	1.017840134153e+01	-7.058877468056e-01	8.586805311925e+00	1-54080	-3.895503648560e+00	10513-12703	1.402934722900e+02	5.040770000000e-02	1.351280000000e+00	4.309509000000e-02	1.226549000000e-01	6.080402000000e+00	2.383691719269e+03	1.507999999987e+10	6.248820000000e+00	2.008081840707e+00	5.382885244702e-11	1.475430265220e+07	7.168918687814e+00	7.144673165694e+00	1	0	m1-s0	exploration	1	False
5.413050000000e-01	2.251512000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.089602231979e+00	2.046904000000e+00	0.000000000000e+00	8.185000000000e-01	3.519277000000e-01	2.134912000000e+00	-2.364448000000e+00	-5.868914000000e+00	9.313627630063e-01	1.095402656632e+00	-1.235009151152e+01	1.047216675394e+01	-1.809093490356e-01	8.609441227928e+00	1-54539	-3.839039232461e+00	10513-12704	1.414477691650e+02	2.432020000000e-02	2.409690000000e+00	1.324571000000e-02	1.513468000000e-02	1.245669000000e+01	1.792214665789e+03	2.965969999993e+10	8.538130000000e+00	2.087182172811e+00	5.670887573478e-11	1.137600713093e+07	7.055989855619e+00	6.794443337186e+00	1	0	m1-s0	exploration	1	False
7.118670000000e-01	2.123555000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.673648595810e+00	1.872425000000e+00	0.000000000000e+00	7.441000000000e-01	1.998044000000e-01	2.189676000000e+00	-5.595524000000e-01	-4.051671000000e+00	7.128516520991e-01	9.432427203054e-01	-1.279701331983e+01	1.014941003705e+01	-2.416662400869e-01	8.723706732852e+00	1-78766	-4.005427540376e+00	10516-3703	1.518721008301e+02	2.833330000000e-02	6.000000000000e+00	2.251110000000e-03	2.831679000000e-03	8.774911000000e+00	5.963288531514e+02	1.410620000000e+10	5.162400000000e+00	2.035059369819e+00	7.377624418665e-11	2.447746687132e+07	7.388766471450e+00	7.283588361992e+00	1	1	m1-s1	exploration	0	False
7.473380000000e-01	1.640575000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.433279514313e+00	1.453800000000e+00	0.000000000000e+00	6.269000000000e-01	9.587272000000e+00	3.230886000000e+00	3.133325000000e+00	3.979689000000e-01	2.840492896669e-01	1.096179088674e+00	-1.122775335225e+01	9.228143607598e+00	-4.536013438211e-01	8.660045028264e+00	1-78702	-4.187997869299e+00	10517-1902	1.506958770752e+02	3.337070000000e-02	1.524240000000e+00	1.000899000000e-02	1.998311000000e-02	1.247898000000e+01	1.688237926374e+03	1.691000000001e+09	1.923310000000e+00	1.788827336310e+00	6.371692929744e-11	5.674232531127e+07	7.753907129295e+00	8.387425120366e+00	0	1	m0-s1	reserved_confirmation		False
6.690930000000e-01	2.020280000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.794492244720e+00	1.786871000000e+00	0.000000000000e+00	8.016000000000e-01	1.550351000000e+00	2.264773000000e+00	-2.884731000000e-01	-3.235765000000e+00	1.090596607129e+00	7.059498787035e-01	-1.215823068570e+01	1.058673916867e+01	-6.214560262295e-01	8.405545954415e+00	1-79033	-3.657474673643e+00	10518-12702	1.532138977051e+02	3.205210000000e-02	6.000000000000e+00	2.682307000000e-02	9.365828000000e-02	5.081008000000e+00	1.381983434555e+03	3.861349999965e+10	1.231959999999e+01	2.064851458114e+00	3.546139073445e-11	4.930156868885e+06	6.692860737981e+00	6.498306363637e+00	1	0	m1-s0	exploration	4	False
4.487450000000e-01	1.976683000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.126292705536e+00	1.648190000000e+00	0.000000000000e+00	8.220000000000e-01	3.078678000000e+00	3.195757000000e+00	2.418610000000e+00	-7.194767000000e-01	4.336050426950e-01	1.288132697363e+00	-1.177329391473e+01	9.910385850890e+00	-2.997148606235e-01	9.043175765500e+00	1-182793	-4.304785361403e+00	10518-3704	1.542494201660e+02	4.271930000000e-02	1.356420000000e+00	1.371172000000e-02	4.325648000000e-02	1.941479000000e+01	2.664696060347e+02	8.135529999994e+09	2.713970000000e+00	2.055170581441e+00	1.539520849861e-10	9.715879357268e+07	7.987482113503e+00	7.821970369178e+00	0	1	m0-s1	exploration	1	False
6.931670000000e-01	2.090459000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.748154163361e+00	1.864838000000e+00	0.000000000000e+00	7.483000000000e-01	5.380784000000e-01	2.313494000000e+00	-8.457806000000e-01	-4.281672000000e+00	4.207525996459e-01	1.195589173041e+00	-1.240373312993e+01	9.634895241147e+00	-1.189767969358e-01	8.793390041855e+00	1-183465	-4.186318721105e+00	10520-1901	1.575603637695e+02	2.609830000000e-02	2.791850000000e+00	1.702794000000e-03	3.060017000000e-03	1.568878000000e+01	9.063830377595e+02	4.314150000004e+09	2.634830000000e+00	1.923851498095e+00	8.661634454446e-11	5.630524245326e+07	7.750548832907e+00	7.978994338623e+00	0	1	m0-s1	reserved_confirmation		False
8.568040000000e-01	2.132904000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.960563659668e+00	1.955006000000e+00	0.000000000000e+00	7.626000000000e-01	4.974672000000e-01	2.164942000000e+00	-1.908200000000e+00	-5.347593000000e+00	4.895113054504e-01	1.229939732049e+00	-1.243060778074e+01	9.889796796096e+00	2.798651355411e-02	8.910774185196e+00	1-79648	-4.210631439873e+00	10520-1902	1.572081756592e+02	2.294370000000e-02	3.593230000000e+00	2.878651000000e-03	3.921903000000e-03	1.698008000000e+01	7.123843393368e+02	7.758839999995e+09	3.086820000000e+00	2.016922922667e+00	1.134968987146e-10	6.297588370795e+07	7.799174270442e+00	7.748405502442e+00	0	1	m0-s1	exploration	3	False
3.017312000000e-01	1.488738000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.518604660034e+01	1.333623000000e+00	0.000000000000e+00	4.989800000000e-01	1.602558000000e+01	3.282790000000e+00	4.511993000000e+00	2.563509000000e+00	7.988031395773e-01	7.859387729009e-01	-1.092283389803e+01	8.865917469986e+00	-7.531753283990e-01	7.268311190831e+00	1-301386	-3.234754025627e+00	10838-12703	1.474299774170e+02	2.021335000000e-02	9.022787000000e-01	8.771696000000e-03	2.320454000000e-02	6.108559000000e+00	5.124488874319e+02	7.343743000003e+08	6.292209000000e+00	1.350337342548e+00	2.585359851541e-12	7.037516756909e+05	5.847419441952e+00	7.796407414307e+00	0	0	m0-s0	exploration	2	False
6.953730000000e-01	1.639157000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.469867324829e+01	1.378718000000e+00	0.000000000000e+00	6.112300000000e-01	3.837779000000e+00	4.690654000000e+00	6.953688000000e+00	5.218124000000e+00	3.512078334710e-01	1.260613917077e+00	-1.158351961272e+01	9.658667496801e+00	-1.532311589305e-01	8.956251829859e+00	1-389466	-4.302521998194e+00	10838-1902	1.475503082275e+02	3.828187000000e-02	2.932162000000e+00	1.188907000000e-02	1.980893000000e-02	1.822275000000e+01	4.106695403874e+02	4.556879000004e+09	2.244956000000e+00	1.970510009009e+00	1.260264315446e-10	9.615135018054e+07	7.982955387086e+00	8.071425360059e+00	0	1	m0-s1	reserved_confirmation		False
7.602537000000e-01	1.951301000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.299386739731e+00	1.727168000000e+00	0.000000000000e+00	6.458100000000e-01	8.177374000000e-02	2.838456000000e+00	4.478764000000e-01	-2.661076000000e+00	3.470375244252e-01	1.194002877610e+00	-1.330805527351e+01	9.892777300126e+00	-1.571585123916e-01	9.198702251275e+00	1-53066	-4.425832363425e+00	10839-1901	1.326836700439e+02	4.218216000000e-02	3.579821000000e+00	3.843457000000e-04	2.798900000000e-03	1.563158000000e+01	1.874714267629e+03	7.812271000005e+09	2.223502000000e+00	2.089650065194e+00	2.202480442862e-10	1.696586932128e+08	8.229576117548e+00	7.960625921965e+00	0	1	m0-s1	exploration	0	False
4.430064000000e-01	1.637635000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.500403761864e-01	1.392851000000e+00	0.000000000000e+00	6.921200000000e-01	2.426490000000e+01	3.828214000000e+00	5.092533000000e+00	2.738522000000e+00	8.775857906161e-01	8.600027216460e-01	-1.073750030737e+01	9.958910893473e+00	-5.335587310506e-01	8.203739312241e+00	1-53118	-3.663076760813e+00	10839-6101	1.334945526123e+02	2.815628000000e-02	1.630941000000e+00	1.664986000000e-01	1.839932000000e-01	7.244405000000e+00	1.196883056756e+03	9.097265999992e+09	7.543724000000e+00	1.857442728772e+00	2.228174099819e-11	5.059002713161e+06	6.704064912322e+00	7.131736726005e+00	1	0	m1-s0	exploration	2	False
8.328429000000e-01	1.549407000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.279641628265e+00	1.329568000000e+00	0.000000000000e+00	5.492100000000e-01	1.741548000000e+01	3.551133000000e+00	4.058621000000e+00	2.122131000000e+00	8.090369674586e-01	7.424016067303e-01	-1.073782238525e+01	9.966887280782e+00	-7.934021209709e-01	8.348813345865e+00	1-78452	-3.769888189203e+00	10845-12704	1.502846679688e+02	4.745598000000e-02	8.358966000000e-01	1.694591000000e-01	3.780226000000e-01	5.525882000000e+00	1.857964773800e+03	9.265892999998e+09	6.442241000000e+00	1.895705334006e+00	3.111882249279e-11	8.273471383763e+06	6.917687769104e+00	7.230571767087e+00	1	0	m1-s0	reserved_confirmation		False
4.169921000000e-01	1.713707000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.141769886017e+00	1.501304000000e+00	0.000000000000e+00	7.644800000000e-01	1.113815000000e+01	3.223921000000e+00	3.242651000000e+00	6.981577000000e-01	1.017944818146e+00	1.073598123926e+00	-1.116744753309e+01	1.040286158389e+01	-3.633562670307e-01	8.366971947597e+00	1-78451	-3.674513564726e+00	10845-12705	1.502385559082e+02	2.927641000000e-02	1.145737000000e+00	1.719547000000e-01	3.537798000000e-01	1.184672000000e+01	2.275196195170e+03	2.528492000009e+10	1.042185000001e+01	2.009238560216e+00	3.244753854895e-11	5.332594005638e+06	6.726938520150e+00	6.699222839502e+00	1	0	m1-s0	exploration	0	False
5.595750000000e-01	2.131727000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.755407810211e+00	1.898591000000e+00	0.000000000000e+00	7.979700000000e-01	5.393018000000e-01	2.371144000000e+00	-7.247732000000e-01	-4.340340000000e+00	5.736144925433e-01	1.374972398818e+00	-1.245543654879e+01	1.022964012552e+01	3.949819362231e-02	9.082411140436e+00	1-60629	-4.254398323947e+00	10845-1902	1.494660339355e+02	3.199345000000e-02	2.799490000000e+00	5.945708000000e-03	9.168508000000e-03	2.371223000000e+01	1.849571676260e+03	1.696836999988e+10	3.746403000000e+00	2.144792993832e+00	1.685081652350e-10	7.703853910388e+07	7.886708038588e+00	7.452329057091e+00	1	1	m1-s1	exploration	2	False
9.184803000000e-01	1.501420000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.595382690430e+01	1.355334000000e+00	0.000000000000e+00	5.402600000000e-01	1.675313000000e+01	3.708956000000e+00	4.493598000000e+00	2.316339000000e+00	6.124254689015e-01	9.052524296127e-01	-1.092135874086e+01	9.554859817800e+00	-4.006300913023e-01	8.330008879997e+00	1-568566	-3.858791705548e+00	11004-3704	1.982603912354e+02	2.426133000000e-02	9.822084000000e-01	4.300323000000e-02	7.465458000000e-02	8.039933000000e+00	1.420608254917e+03	3.588061000003e+09	4.096618000000e+00	1.787997351793e+00	2.980016642330e-11	1.245933324215e+07	7.095494801793e+00	7.731502746413e+00	0	0	m0-s0	exploration	1	False
5.742975000000e-01	1.364463000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.631679344177e+01	1.207599000000e+00	0.000000000000e+00	4.681500000000e-01	5.279429000000e+01	4.046189000000e+00	6.019724000000e+00	4.058371000000e+00	5.581522694686e-01	1.224231774770e+00	-1.027422768988e+01	9.768848760656e+00	-2.400728645116e-01	8.652544221719e+00	1-456751	-4.047195976125e+00	11009-6102	1.940366516113e+02	4.518884000000e-02	1.110058000000e+00	3.123353000000e-01	5.946071000000e-01	1.675837000000e+01	7.636825145950e+02	5.872847999994e+09	3.615366000000e+00	1.922128422938e+00	6.262590735374e-11	2.966902967436e+07	7.472303342948e+00	7.705918074135e+00	0	1	m0-s1	reserved_confirmation		False
8.838872000000e-01	1.597665000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.357502365112e+01	1.395296000000e+00	0.000000000000e+00	5.593400000000e-01	1.407077000000e+01	3.652947000000e+00	3.883383000000e+00	1.704746000000e+00	9.622336270437e-01	8.259570086569e-01	-1.092050500946e+01	1.008363804699e+01	-7.329233572839e-01	8.159170792904e+00	1-518536	-3.598468582930e+00	11010-12705	1.961177825928e+02	3.135047000000e-02	1.022554000000e+00	1.455905000000e-01	2.837230000000e-01	6.698183000000e+00	4.637292253629e+03	1.212377999995e+10	9.167135000000e+00	1.877482387317e+00	2.010854291691e-11	3.757063683434e+06	6.574848556556e+00	6.942401394605e+00	1	0	m1-s0	exploration	1	False
8.619394000000e-01	2.069764000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.467131805420e+01	1.839945000000e+00	0.000000000000e+00	7.591100000000e-01	-4.114329000000e-02	2.206101000000e+00	-1.354941000000e+00	-4.847746000000e+00	2.546664829454e-01	1.211141374073e+00	-1.326093810476e+01	9.731945964453e+00	-2.702928430628e-01	9.222612998562e+00	1-522278	-4.483973257809e+00	11010-1902	1.974291687012e+02	4.211322000000e-02	4.433721000000e+00	2.958066000000e-04	1.718016000000e-03	1.626078000000e+01	9.791150923461e+02	5.394434999997e+09	1.797490000000e+00	2.055419918098e+00	2.327141591124e-10	2.217470782794e+08	8.345857906314e+00	8.179598152021e+00	0	1	m0-s1	exploration	2	False
