axis_ratio	d4000	dapqual	daptype	dec	dn4000	drp3qual	g_minus_r_color	halpha_ew	hbeta	hdelta_a	hgamma_a	log_half_light_radius	log_snr	log_specific_sfr	log_stellar_mass	log_surface_brightness	log_surface_density	mangaid	mass_size_crossing_proxy	plateifu	ra	redshift	sersic_index	sfr_1re	sfr_tot	snr_med_g	minimum_predecessor_separation_arcsec	stellar_mass_msun	half_light_radius_kpc	log_baryonic_speed_km_s	internal_acceleration_m_s2	mean_stellar_density_msun_kpc3	log_mean_stellar_density	phase_space_proxy	mass_bin	surface_bin	sample_cell	role	outer_fold	response_read
3.057514000000e-01	1.625780000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.599719285965e+00	1.395305000000e+00	0.000000000000e+00	7.304300000000e-01	2.415574000000e+01	3.671159000000e+00	5.055618000000e+00	2.286467000000e+00	8.951307082019e-01	1.111355614803e+00	-1.078688268304e+01	1.002946535244e+01	-4.089202486095e-01	8.239203936041e+00	1-70384	-3.672036613920e+00	11834-9102	2.243800201416e+02	2.934847000000e-02	8.732004000000e-01	1.748166000000e-01	2.666046000000e-01	1.292277000000e+01	5.902817788818e+02	1.070200999988e+10	7.854720000000e+00	1.883947499463e+00	2.417763102372e-11	5.272111887801e+06	6.721984618532e+00	7.070142120143e+00	1	0	m1-s0	exploration	4	False
8.373818000000e-01	2.152970000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.068555450439e+01	1.984943000000e+00	0.000000000000e+00	7.643000000000e-01	1.928831000000e-01	2.179455000000e+00	-1.901849000000e+00	-5.118744000000e+00	3.833328876323e-01	1.176996542690e+00	-1.289788935326e+01	1.076053466168e+01	-7.764231732720e-02	9.993868886411e+00	1-135165	-4.805267999389e+00	11941-3701	2.471507110596e+02	7.606805000000e-02	6.000000000000e+00	7.288620000000e-03	3.313213000000e-02	1.503130000000e+01	3.007822414248e+02	5.761488000062e+10	2.417313000000e+00	2.505381064368e+00	1.374290979423e-09	9.737498179382e+08	8.988447389481e+00	7.472304196377e+00	1	1	m1-s1	exploration	3	False
4.418264000000e-01	1.669755000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.994622421265e+01	1.439849000000e+00	0.000000000000e+00	7.484600000000e-01	1.122559000000e+01	3.333102000000e+00	3.920800000000e+00	5.420348000000e-01	9.164287324171e-01	9.465540469955e-01	-1.113050108424e+01	1.040637630980e+01	-5.120742427738e-01	8.573518844965e+00	1-135440	-3.828545056274e+00	11942-6104	2.490836334229e+02	4.862262000000e-02	1.511070000000e+00	1.887449000000e-01	4.992842000000e-01	8.842072000000e+00	4.639840311157e+02	2.549038000004e+10	8.249521000001e+00	2.061753966035e+00	5.220698997563e-11	1.083930665881e+07	7.035001503246e+00	6.849739605140e+00	1	0	m1-s0	exploration	1	False
8.248498000000e-01	2.149390000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.930510330200e+01	1.948678000000e+00	0.000000000000e+00	7.933800000000e-01	1.441971000000e-01	2.166263000000e+00	-1.812130000000e+00	-5.501442000000e+00	3.294019476744e-01	1.470816955595e+00	-1.315411398770e+01	9.865690853085e+00	1.680732942331e-01	9.206886957736e+00	1-210792	-4.438742505031e+00	11943-12705	2.467957000732e+02	2.591381000000e-02	6.000000000000e+00	5.147269000000e-04	2.868188000000e-03	2.956766000000e+01	1.408481031428e+02	7.339912000008e+09	2.135020000000e+00	2.084924630049e+00	2.244381949403e-10	1.800513577777e+08	8.255396400759e+00	8.000622510612e+00	0	1	m0-s1	exploration	4	False
7.328539000000e-01	1.558798000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.154117202759e+01	1.381301000000e+00	0.000000000000e+00	6.154100000000e-01	2.578894000000e+01	3.519979000000e+00	3.659212000000e+00	1.315804000000e+00	4.280967105668e-01	1.116920734920e+00	-1.073872652269e+01	9.807796405501e+00	-2.802546730737e-01	8.951602984367e+00	1-135218	-4.261753136900e+00	11943-3702	2.464729766846e+02	4.227408000000e-02	4.450697000000e+00	1.172384000000e-01	2.065043000000e-01	1.308943000000e+01	7.880411077198e+01	6.423865000007e+09	2.679765000000e+00	2.006630024811e+00	1.246845935311e-10	7.969253915665e+07	7.901417664498e+00	7.881527590065e+00	0	1	m0-s1	exploration	0	False
8.097516000000e-01	1.957892000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.857134246826e+01	1.741785000000e+00	0.000000000000e+00	6.860300000000e-01	6.921101000000e-01	2.045172000000e+00	-5.800478000000e-02	-3.030685000000e+00	4.054889383783e-01	8.586340308339e-01	-1.240685584997e+01	9.509971335956e+00	-5.820373251323e-01	8.698993459199e+00	1-248538	-4.146752260411e+00	11944-3701	2.434403228760e+02	3.691578000000e-02	2.934196000000e+00	1.267989000000e-03	2.928406000000e-03	7.221610000000e+00	1.510353257118e+03	3.235722999999e+09	2.543835000000e+00	1.869021376133e+00	6.969526418668e-11	4.692625664878e+07	7.671415911519e+00	8.064351783120e+00	0	1	m0-s1	exploration	1	False
8.797190000000e-01	2.004569000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.959825515747e+01	1.791711000000e+00	0.000000000000e+00	7.783300000000e-01	1.477494000000e+00	2.358332000000e+00	-1.187195000000e-01	-4.081257000000e+00	6.819930918592e-01	1.050806106858e+00	-1.213222513225e+01	1.041540759232e+01	-2.100481106148e-01	9.051421408601e+00	1-94997	-4.184714158371e+00	11945-3701	2.527131347656e+02	3.399299000000e-02	4.953821000000e+00	1.919475000000e-02	3.143843000000e-02	1.124103000000e+01	9.591169373022e+02	2.602601000003e+10	4.808317000000e+00	2.183487427574e+00	1.569029893964e-10	5.589072039691e+07	7.747339707440e+00	7.196877424717e+00	1	1	m1-s1	exploration	4	False
7.652959000000e-01	2.004294000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.031386184692e+01	1.748814000000e+00	0.000000000000e+00	7.056700000000e-01	3.605049000000e+00	2.621290000000e+00	-2.780200000000e-01	-3.019774000000e+00	4.464352605619e-01	8.881235320589e-01	-1.165127587460e+01	9.680403870882e+00	-5.922410785658e-01	8.787533349758e+00	1-96081	-4.170549044598e+00	11945-3703	2.543540496826e+02	4.080854000000e-02	6.000000000000e+00	1.069370000000e-02	1.779673000000e-02	7.729004000000e+00	3.153239419706e+03	4.790753999999e+09	2.795344000000e+00	1.933764482504e+00	8.545611778622e-11	5.236118659982e+07	7.719009479894e+00	7.917716032382e+00	0	1	m0-s1	exploration	2	False
4.458370000000e-01	1.820697000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.708922195435e+01	1.573487000000e+00	0.000000000000e+00	8.003200000000e-01	9.026859000000e+00	3.157770000000e+00	2.580357000000e+00	-1.961743000000e-02	8.965843032476e-01	9.891137769297e-01	-1.126029579849e+01	1.026929644350e+01	-3.962295468125e-01	8.476127837002e+00	1-211515	-3.789771766877e+00	11946-12701	2.499425354004e+02	3.101280000000e-02	1.324808000000e+00	1.020941000000e-01	1.647455000000e-01	9.752451000000e+00	3.428063697396e+02	1.859073000013e+10	7.881054000000e+00	2.003136247470e+00	4.171936086483e-11	9.066818549379e+06	6.957454924455e+00	6.948046182044e+00	1	0	m1-s0	exploration	2	False
5.443323000000e-01	1.839626000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.896024322510e+01	1.655110000000e+00	0.000000000000e+00	8.241800000000e-01	1.666498000000e-01	2.625460000000e+00	1.493655000000e+00	-1.968432000000e+00	3.558019560754e-01	1.334248820365e+00	-1.345159440069e+01	9.706448333801e+00	-7.078150911406e-02	8.994844421650e+00	1-135875	-4.319521232787e+00	11946-1902	2.512098999023e+02	3.851443000000e-02	2.165901000000e+00	1.798266000000e-04	1.894485000000e-03	2.158981000000e+01	2.054037800478e+03	5.086843000002e+09	2.268830000000e+00	1.992103366207e+00	1.377381454201e-10	1.039809680327e+08	8.016953856272e+00	8.040643757652e+00	0	1	m0-s1	exploration	0	False
7.969030000000e-01	2.285418000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.683848571777e+01	2.024413000000e+00	0.000000000000e+00	8.069300000000e-01	9.046616000000e-02	2.066575000000e+00	-1.817484000000e+00	-6.040598000000e+00	6.772890532730e-01	1.191687101402e+00	-1.281782204427e+01	1.064224514118e+01	-1.444343670405e-02	9.287667034637e+00	1-634318	-4.305188990682e+00	11952-3704	2.541743927002e+02	3.357904000000e-02	6.000000000000e+00	6.674567000000e-03	8.945937000000e-03	1.554845000000e+01	2.334659534487e+03	4.387782999967e+10	4.756517000000e+00	2.299258221297e+00	2.703191692581e-10	9.733955849161e+07	7.988289372059e+00	7.090514708166e+00	1	1	m1-s1	exploration	0	False
4.392590000000e-01	2.284126000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.735063362122e+01	2.031786000000e+00	0.000000000000e+00	8.633700000000e-01	6.338909000000e-01	2.071005000000e+00	-2.080374000000e+00	-6.012615000000e+00	7.343292890377e-01	1.275482043653e+00	-1.225695107824e+01	1.055866801849e+01	-9.579070544685e-02	9.090009440417e+00	1-325869	-4.177840075690e+00	11952-6104	2.543713684082e+02	3.668849000000e-02	2.437638000000e+00	2.003166000000e-02	2.475292000000e-02	1.885741000000e+01	7.001847552465e+02	3.619661999982e+10	5.424120000000e+00	2.228949542070e+00	1.714822802748e-10	5.414913732558e+07	7.733591542074e+00	7.046742915864e+00	1	1	m1-s1	reserved_confirmation		False
4.110993000000e-01	1.380507000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.508654975891e+01	1.239875000000e+00	0.000000000000e+00	5.054900000000e-01	5.581928000000e+01	3.913129000000e+00	6.178418000000e+00	4.423879000000e+00	1.187011112979e+00	8.374773885748e-01	-1.002282028153e+01	9.814041723332e+00	-6.600402249210e-01	7.440019497374e+00	1-634149	-3.126504192197e+00	11975-12701	2.505986480713e+02	2.265263000000e-02	1.855046000000e+00	6.183316000000e-01	7.118534000000e-01	6.878241000000e+00	4.298862038117e+02	6.516909999999e+09	1.538193999999e+01	1.630295482520e+00	3.839098958414e-12	4.274839120305e+05	5.630919775093e+00	6.740033327531e+00	0	0	m0-s0	exploration	3	False
6.533597000000e-01	1.421539000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.306254386902e+01	1.258381000000e+00	0.000000000000e+00	4.385200000000e-01	3.802621000000e+01	3.873005000000e+00	5.321157000000e+00	3.199411000000e+00	6.472141102022e-01	8.731018879101e-01	-1.039535581479e+01	9.468431226820e+00	-7.007523095986e-01	8.174003006416e+00	1-294564	-3.763394448107e+00	11978-12704	2.504388122559e+02	4.041116000000e-02	7.463110000000e-01	1.183247000000e-01	2.363024000000e-01	7.466239000000e+00	1.005476807755e+03	2.940567999998e+09	4.438274000000e+00	1.727388735653e+00	2.080716043694e-11	8.029717881425e+06	6.904700286911e+00	7.722534079952e+00	0	0	m0-s0	exploration	0	False
9.700598000000e-01	2.018266000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	6.323620605469e+01	1.834608000000e+00	0.000000000000e+00	7.540700000000e-01	1.194172000000e+00	2.080245000000e+00	-9.688252000000e-01	-4.338063000000e+00	2.276072785864e-01	1.312464463083e+00	-1.227623976102e+01	9.559282371800e+00	-1.298640703502e-01	9.104067814627e+00	1-23142	-4.438230268021e+00	11983-3704	2.576304321289e+02	2.757503000000e-02	4.313890000000e+00	1.918857000000e-03	4.468297000000e-03	2.053357000000e+01	1.000096828978e+03	3.624785999999e+09	1.688913000000e+00	1.982617723951e+00	1.771240867703e-10	1.796271282407e+08	8.254371926738e+00	8.306518754886e+00	0	1	m0-s1	exploration	1	False
8.362064000000e-01	1.983254000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	6.441812133789e+01	1.785382000000e+00	0.000000000000e+00	8.765400000000e-01	3.575928000000e+00	2.462108000000e+00	-2.697138000000e-01	-3.902351000000e+00	5.156641930663e-01	9.197127971127e-01	-1.168343795837e+01	1.084565395326e+01	-4.320979250990e-01	9.814325567124e+00	1-22538	-4.649330687029e+00	11983-6103	2.596298217773e+02	8.929855000000e-02	4.458554000000e+00	1.452834000000e-01	2.481040000000e-01	8.312139000000e+00	6.313028299553e+02	7.008966000053e+10	3.278417000000e+00	2.481775057441e+00	9.089403361631e-10	4.748678469830e+08	8.676572764759e+00	7.231247592436e+00	1	1	m1-s1	exploration	1	False
4.807359000000e-01	1.566013000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.157674789429e+01	1.346372000000e+00	0.000000000000e+00	5.756900000000e-01	2.383007000000e+01	3.933612000000e+00	5.661125000000e+00	3.447802000000e+00	9.859501859025e-01	8.939022887731e-01	-1.055559248970e+01	9.932515467122e+00	-6.431980808421e-01	7.960615095317e+00	1-273427	-3.487332454707e+00	11984-12701	2.556625061035e+02	3.122354000000e-02	1.539021000000e+00	2.381897000000e-01	4.417477000000e-01	7.832534000000e+00	2.064550442876e+03	8.560822000007e+09	9.681668000001e+00	1.790062817954e+00	1.272989744183e-11	2.252041037452e+06	6.352576300112e+00	6.982387846251e+00	0	0	m0-s0	exploration	2	False
8.938995000000e-01	1.383763000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.316902542114e+01	1.245921000000e+00	0.000000000000e+00	4.744500000000e-01	3.047266000000e+01	3.944489000000e+00	4.615486000000e+00	2.970643000000e+00	7.849681520895e-01	9.603298586989e-01	-1.055244070596e+01	1.004629884852e+01	-4.282071118180e-01	8.476362544341e+00	1-634525	-3.845697196126e+00	11984-6103	2.562496337891e+02	3.008097000000e-02	1.191651000000e+00	3.117871000000e-01	3.866892000000e-01	9.127038000000e+00	1.929823096282e+03	1.112496999999e+10	6.094921999999e+00	1.947445525559e+00	4.174191350333e-11	1.173020988683e+07	7.069305782949e+00	7.226969206271e+00	1	0	m1-s0	exploration	3	False
6.058879000000e-01	1.437185000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.188107681274e+01	1.269100000000e+00	0.000000000000e+00	5.248800000000e-01	2.614422000000e+01	4.271913000000e+00	5.681773000000e+00	3.966259000000e+00	6.480788485033e-01	1.073694161119e+00	-1.058257031025e+01	9.856577978545e+00	-5.377856426577e-01	8.560420281538e+00	1-324879	-3.956170716517e+00	11984-9101	2.569183959961e+02	4.612039000000e-02	5.617654000000e-01	1.879350000000e-01	3.981248000000e-01	1.184934000000e+01	2.549990214432e+02	7.187502000003e+09	4.447120000000e+00	1.921029742365e+00	5.065590643424e-11	1.950980028662e+07	7.290252823733e+00	7.527163596638e+00	0	0	m0-s0	exploration	2	False
5.138338000000e-01	2.144182000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-7.702912092209e-01	1.891941000000e+00	0.000000000000e+00	7.977500000000e-01	2.710999000000e+00	2.040614000000e+00	-6.465712000000e-01	-4.520031000000e+00	8.815456754098e-01	7.398918170278e-01	-1.184159330799e+01	1.011809302510e+01	-6.609494474045e-01	8.355001674283e+00	1-26001	-3.736727999437e+00	12066-9102	3.287827453613e+02	2.683276000000e-02	6.000000000000e+00	1.890165000000e-02	4.291574000000e-02	5.494040000000e+00	3.516776529940e+03	1.312480999991e+10	7.612822000000e+00	1.935053852189e+00	3.156541356418e-11	7.101782862226e+06	6.851367389568e+00	7.046205833001e+00	1	0	m1-s0	exploration	4	False
7.814974000000e-01	2.187608000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.415595245361e+01	1.985695000000e+00	0.000000000000e+00	7.871700000000e-01	3.410278000000e-01	2.312096000000e+00	-1.954755000000e+00	-5.242723000000e+00	5.048777804002e-01	9.882126317276e-01	-1.250701131526e+01	1.088854441760e+01	-4.214590044006e-01	9.878788856801e+00	1-116921	-4.686955538201e+00	12083-6104	3.444999694824e+02	9.531495000000e-02	6.000000000000e+00	2.407316000000e-02	4.228113000000e-02	9.732236000000e+00	5.477286486071e+02	7.736497999970e+10	3.197995000000e+00	2.508613495944e+00	1.054383658335e-09	5.647060844634e+08	8.751822467097e+00	7.225981979265e+00	1	1	m1-s1	exploration	1	False
8.884644000000e-01	1.564149000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.318832397461e+01	1.410756000000e+00	0.000000000000e+00	5.928200000000e-01	1.528076000000e+01	3.456981000000e+00	3.711083000000e+00	1.458776000000e+00	9.700498362817e-01	9.283350570170e-01	-1.097079476538e+01	1.000017976071e+01	-7.092563973024e-01	8.060080088144e+00	1-562230	-3.545015125931e+00	12083-9102	3.442880859375e+02	2.300041000000e-02	6.663511000000e-01	1.070003000000e-01	1.497485000000e-01	8.478813000000e+00	1.746100189824e+03	1.000414000006e+10	9.333614000000e+00	1.831845139558e+00	1.600626112307e-11	2.937254937786e+06	6.467941642562e+00	6.972406223888e+00	1	0	m1-s0	exploration	0	False
5.773640000000e-01	1.403088000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.274584197998e+01	1.235032000000e+00	0.000000000000e+00	5.442000000000e-01	5.083966000000e+01	4.111342000000e+00	6.396528000000e+00	4.657089000000e+00	9.282539663796e-01	1.071040575253e+00	-1.005683918115e+01	1.044232766097e+01	-1.942340924132e-01	8.585819728210e+00	12-193481	-3.828782880915e+00	7443-12703	2.295255737305e+02	4.027190000000e-02	2.243800000000e+00	2.429341000000e+00	2.752790000000e+00	1.177716000000e+01	1.798008337341e+03	2.769030000006e+10	8.477229999999e+00	2.073817024639e+00	5.370683227634e-11	1.085118461951e+07	7.035477152529e+00	6.814026078611e+00	1	0	m1-s0	exploration	4	False
8.669130000000e-01	1.424524000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.259825897217e+01	1.260428000000e+00	0.000000000000e+00	5.237000000000e-01	3.090845000000e+01	3.755937000000e+00	5.104690000000e+00	3.300869000000e+00	7.674764574958e-01	1.081849013348e+00	-1.046786817196e+01	1.008365667388e+01	-4.351661671825e-01	8.548703758888e+00	12-84660	-3.890613650696e+00	7443-9101	2.292468414307e+02	4.047050000000e-02	2.372730000000e+00	4.128464000000e-01	7.451618000000e-01	1.207394000000e+01	2.356355518882e+03	1.212430000002e+10	5.854320000000e+00	1.974870285536e+00	4.930756641351e-11	1.442575965096e+07	7.159138692090e+00	7.234527835482e+00	1	0	m1-s0	exploration	4	False
2.900150000000e-01	1.730641000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.634956359863e+01	1.510130000000e+00	0.000000000000e+00	7.818000000000e-01	1.215051000000e+01	3.170956000000e+00	3.305938000000e+00	6.024225000000e-01	1.091202524157e+00	1.014534818999e+00	-1.112829099208e+01	1.018460342760e+01	-5.073151652345e-01	8.002198379281e+00	12-129612	-3.455497927562e+00	7495-12702	2.050748138428e+02	2.840130000000e-02	1.824850000000e+00	1.138446000000e-01	2.319957000000e-01	1.034034000000e+01	2.325985321588e+02	1.529690000017e+10	1.233680000000e+01	1.863480629065e+00	1.400903398156e-11	1.944944646920e+06	6.288907245827e+00	6.698465358630e+00	1	0	m1-s0	reserved_confirmation		False
3.102570000000e-01	1.601990000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.772627639771e+01	1.393361000000e+00	0.000000000000e+00	6.608000000000e-01	2.236632000000e+01	3.715968000000e+00	4.860291000000e+00	2.962370000000e+00	7.012872865966e-01	1.019586902021e+00	-1.081119408752e+01	9.284523223080e+00	-6.208725885698e-01	7.881948649887e+00	12-110756	-3.590330681645e+00	7495-3703	2.052433319092e+02	2.851040000000e-02	5.371980000000e-01	2.973919000000e-02	4.449954000000e-02	1.046133000000e+01	1.814484481516e+03	1.925410000001e+09	5.026750000000e+00	1.608398145586e+00	1.062083004641e-11	3.618868097465e+06	6.558572753988e+00	7.733378317231e+00	0	0	m0-s0	exploration	1	False
9.355730000000e-01	2.123751000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.675974273682e+01	1.915445000000e+00	0.000000000000e+00	7.034000000000e-01	1.132122000000e+00	2.449789000000e+00	-1.426053000000e+00	-4.717107000000e+00	4.169066599324e-01	1.376507792890e+00	-1.206683141151e+01	1.014886167369e+01	1.405193559164e-01	9.315048353825e+00	12-129601	-4.449070846946e+00	7495-3704	2.045862884521e+02	3.040400000000e-02	5.240480000000e+00	1.207898000000e-02	1.550684000000e-02	2.379621000000e+01	1.471823384604e+02	1.408840000002e+10	2.611600000000e+00	2.182757684223e+00	2.879109372407e-10	1.888222135756e+08	8.276053084590e+00	7.727780031922e+00	1	1	m1-s1	exploration	0	False
8.922720000000e-01	1.482857000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.150292301178e+01	1.328215000000e+00	0.000000000000e+00	6.282000000000e-01	2.297028000000e+01	3.649558000000e+00	4.134078000000e+00	2.340253000000e+00	5.523116319948e-01	8.126482224649e-01	-1.066774925700e+01	1.078390786505e+01	-7.531217006807e-01	9.679284601063e+00	1-113521	-4.563486484534e+00	7815-6103	3.173887329102e+02	1.350430000000e-01	3.640690000000e+00	1.306648000000e+00	3.049149000000e+00	6.496033000000e+00	4.012267299658e+02	6.080059999966e+10	3.567070000000e+00	2.432578293872e+00	6.660309492657e-10	3.198043448530e+08	8.504884359763e+00	7.207149478148e+00	1	1	m1-s1	exploration	1	False
4.021860000000e-01	1.479612000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.565818405151e+01	1.318869000000e+00	0.000000000000e+00	5.976000000000e-01	2.373673000000e+01	3.973773000000e+00	5.409046000000e+00	3.922551000000e+00	1.033451903291e+00	1.119161495873e+00	-1.052177664749e+01	9.846245541817e+00	-3.821919303875e-01	7.779341735234e+00	1-547131	-3.372944915972e+00	7957-12702	2.566937561035e+02	2.342780000000e-02	1.005980000000e+00	2.110906000000e-01	4.104590000000e-01	1.315714000000e+01	1.331973210573e+03	7.018520000004e+09	1.080070000000e+01	1.723176996607e+00	8.385936020860e-12	1.329845605957e+06	6.123801222642e+00	6.954270232821e+00	0	0	m0-s0	exploration	1	False
8.747550000000e-01	2.276499000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.586958312988e+01	2.047511000000e+00	0.000000000000e+00	8.224000000000e-01	3.354758000000e-01	2.140966000000e+00	-2.126851000000e+00	-5.833267000000e+00	8.176717818060e-01	1.027206450508e+00	-1.239866781172e+01	1.062278061999e+01	-1.373491501926e-01	8.987437056373e+00	1-546834	-4.084882637284e+00	7957-6103	2.566734924316e+02	2.780090000000e-02	4.812220000000e+00	1.675378000000e-02	1.841859000000e-02	1.064649000000e+01	1.024470539844e+03	4.195470000044e+10	6.571610000000e+00	2.219334596436e+00	1.354087926661e-10	3.529203207566e+07	7.547676665270e+00	6.889672875962e+00	1	1	m1-s1	exploration	0	False
9.427840000000e-01	1.865317000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.474641799927e+01	1.637341000000e+00	0.000000000000e+00	6.369000000000e-01	9.520417000000e-01	2.807088000000e+00	1.724513000000e+00	-1.217144000000e+00	1.924141130695e-01	1.281453815384e+00	-1.231184364376e+01	9.624080891458e+00	-1.296134200216e-01	9.239252665319e+00	1-177236	-4.523419276125e+00	7958-1901	2.563989257812e+02	3.921960000000e-02	4.163430000000e+00	2.052283000000e-03	5.671097000000e-03	1.911850000000e+01	6.080599064958e+02	4.208049999998e+09	1.557450000000e+00	2.032613566538e+00	2.418034398639e-10	2.659193514754e+08	8.424749942947e+00	8.326909243332e+00	0	1	m0-s1	exploration	3	False
7.455160000000e-01	1.581091000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.442703247070e+01	1.417249000000e+00	0.000000000000e+00	6.975000000000e-01	1.564665000000e+01	3.370747000000e+00	3.783947000000e+00	1.137094000000e+00	7.661197481863e-01	1.129815523024e+00	-1.094211803831e+01	1.005908986592e+01	-1.849955134195e-01	8.526850369544e+00	1-547086	-3.880365310679e+00	7958-6101	2.573836975098e+02	2.388890000000e-02	2.334430000000e+00	1.309097000000e-01	2.102534000000e-01	1.348390000000e+01	8.776954319860e+02	1.145750000008e+10	5.836060000000e+00	1.963265236211e+00	4.688783488503e-11	1.376074706056e+07	7.138642012059e+00	7.248846303426e+00	1	0	m1-s0	exploration	4	False
6.295510000000e-01	1.569975000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.073353385925e+01	1.376942000000e+00	0.000000000000e+00	5.926000000000e-01	2.030027000000e+01	3.737779000000e+00	4.114093000000e+00	2.035350000000e+00	9.585189703592e-01	9.031906773516e-01	-1.080006189893e+01	1.015648857605e+01	-5.944030065752e-01	8.239450635332e+00	1-178130	-3.640465832486e+00	7960-12705	2.586502075195e+02	2.959390000000e-02	8.455010000000e-01	2.272096000000e-01	3.787638000000e-01	8.001855000000e+00	5.257986823944e+02	1.433800000000e+10	9.089060000000e+00	1.915764980189e+00	2.419136893472e-11	4.558721441652e+06	6.658843055670e+00	6.911548115102e+00	1	0	m1-s0	exploration	1	False
8.851630000000e-01	2.123685000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.158413124084e+01	1.909037000000e+00	0.000000000000e+00	7.513000000000e-01	3.510572000000e-01	2.160546000000e+00	-1.437534000000e+00	-4.516311000000e+00	8.097858928543e-01	9.240221489821e-01	-1.249351406388e+01	1.016568047949e+01	-3.716538883870e-01	8.546108693779e+00	1-178169	-3.868161400462e+00	7960-6104	2.592174072266e+02	2.334820000000e-02	2.429900000000e+00	4.700742000000e-03	7.091959000000e-03	8.395028000000e+00	2.774174890233e+03	1.464470000007e+10	6.453360000000e+00	1.994727470662e+00	4.901381455104e-11	1.300870878534e+07	7.114234191625e+00	7.130051779639e+00	1	0	m1-s0	reserved_confirmation		False
3.843370000000e-01	1.974003000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.940433311462e+01	1.720275000000e+00	0.000000000000e+00	8.215000000000e-01	4.436863000000e+00	2.889149000000e+00	1.496510000000e+00	-1.727276000000e+00	1.148544045772e+00	8.047877309935e-01	-1.150126781623e+01	1.056135305834e+01	-5.169087522649e-01	8.264264966793e+00	1-177959	-3.557860460510e+00	7961-12702	2.589350891113e+02	2.899180000000e-02	1.485030000000e+00	1.148379000000e-01	1.713859000000e-01	6.379516000000e+00	8.302989669112e+02	3.642110000022e+10	1.407809999999e+01	2.023184683628e+00	2.561384495059e-11	3.116250145014e+06	6.493632311722e+00	6.424078260838e+00	1	0	m1-s0	exploration	1	False
4.857410000000e-01	1.463991000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.055585861206e+01	1.290448000000e+00	0.000000000000e+00	4.878000000000e-01	3.530482000000e+01	4.361212000000e+00	6.014616000000e+00	3.909658000000e+00	9.436003561051e-01	9.548147736430e-01	-1.051963197569e+01	9.985226122459e+00	-4.858472763288e-01	8.098025410248e+00	1-547535	-3.577212527072e+00	7961-12703	2.609677734375e+02	2.826270000000e-02	1.088710000000e+00	2.921421000000e-01	4.187430000000e-01	9.011867000000e+00	4.156503627328e+03	9.665540000008e+09	8.782140000001e+00	1.837593060521e+00	1.746767969718e-11	3.406720036747e+06	6.532336444841e+00	7.019557263279e+00	1	0	m1-s0	exploration	1	False
