galaxy	point_index	outer_fold	source_family	radius_arcsec	radius_kpc	log10_gbar	log10_radius_over_r50	log10_surface_density	enclosed_mass_fraction	log10_total_mass	inclination_sine	log10_distance	newtonian_speed_km_s	rar_speed_km_s	surface_brightness_q10	surface_brightness_q100	surface_brightness_q1000	acceleration_q0p01	acceleration_q0p1	acceleration_q1	enclosed_mass_fraction_source	outer_inverse_radius_potential_source	outer_radius_lever_source	condition_surface_density	condition_compactness	condition_vacuum_fraction	condition_radial_span	condition_concentration
GASS24094	6	3	2015MNRAS.451..878K_star_GASS	9.500000000000e-01	8.502177525618e-01	4.391982236679e+00	-8.540689959288e-01	3.066435087267e+00	9.311482389054e-02	1.064846339338e+01	9.673667866947e-01	2.266231696690e+00	1.447958793509e+02	1.506107445597e+02	9.914914824222e-01	9.209669138464e-01	5.381687086228e-01	9.985006676412e-01	9.852063024373e-01	8.694454809992e-01	9.311482389054e-02	1.603282262954e-01	9.043934641693e-01	5.693112789753e-01	3.548414367331e-01	-7.311862510902e-01	-3.018478389712e-01	-3.035096328916e-01
GASS24094	7	3	2015MNRAS.451..878K_star_GASS	1.150000000000e+00	1.029210963627e+00	4.314340584874e+00	-7.710947608640e-01	2.975034915956e+00	1.141105095145e-01	1.064846339338e+01	9.673667866947e-01	2.266231696690e+00	1.456875682677e+02	1.530946705347e+02	9.895193223650e-01	9.042271070084e-01	4.856328984557e-01	9.982076941621e-01	9.823614644727e-01	8.477792108967e-01	1.141105095145e-01	1.668763402983e-01	8.862174183307e-01	5.693112789753e-01	3.548414367331e-01	-7.311862510902e-01	-3.018478389712e-01	-3.035096328916e-01
GASS24094	8	3	2015MNRAS.451..878K_star_GASS	1.250000000000e+00	1.118707569160e+00	4.278980941971e+00	-7.348825882096e-01	2.933189971692e+00	1.242768815141e-01	1.064846339338e+01	9.673667866947e-01	2.266231696690e+00	1.458306324383e+02	1.540398386890e+02	9.884714638819e-01	8.955518475055e-01	4.616167227961e-01	9.980559575650e-01	9.808938639040e-01	8.369721326323e-01	1.242768815141e-01	1.787928656211e-01	8.775349666773e-01	5.693112789753e-01	3.548414367331e-01	-7.311862510902e-01	-3.018478389712e-01	-3.035096328916e-01
GASS24094	9	3	2015MNRAS.451..878K_star_GASS	1.450000000000e+00	1.297700780226e+00	4.212975800440e+00	-6.704245989826e-01	2.859669587324e+00	1.436485292687e-01	1.064846339338e+01	9.673667866947e-01	2.266231696690e+00	1.455711064879e+02	1.553962167799e+02	9.863738872216e-01	8.786238394823e-01	4.199149070382e-01	9.977375847313e-01	9.778273215689e-01	8.151589968107e-01	1.436485292687e-01	1.825372171599e-01	8.602055062779e-01	5.693112789753e-01	3.548414367331e-01	-7.311862510902e-01	-3.018478389712e-01	-3.035096328916e-01
GASS24094	10	3	2015MNRAS.451..878K_star_GASS	1.550000000000e+00	1.387197385759e+00	4.182802980617e+00	-6.414609030473e-01	2.823262525713e+00	1.531284039507e-01	1.064846339338e+01	9.673667866947e-01	2.266231696690e+00	1.453686044343e+02	1.559911407900e+02	9.851999945590e-01	8.693963572061e-01	3.996429414610e-01	9.975752081813e-01	9.762699457848e-01	8.044608496081e-01	1.531284039507e-01	1.927001324180e-01	8.519914570098e-01	5.693112789753e-01	3.548414367331e-01	-7.311862510902e-01	-3.018478389712e-01	-3.035096328916e-01
GASS24094	11	3	2015MNRAS.451..878K_star_GASS	1.750000000000e+00	1.566190596824e+00	4.125428274314e+00	-5.887545525313e-01	2.763647629711e+00	1.710384493958e-01	1.064846339338e+01	9.673667866947e-01	2.266231696690e+00	1.445893959095e+02	1.568078666275e+02	9.830592718267e-01	8.530046002553e-01	3.672061142626e-01	9.972336924632e-01	9.730089153985e-01	7.828412948330e-01	1.710384493958e-01	1.948620585510e-01	8.354284332767e-01	5.693112789753e-01	3.548414367331e-01	-7.311862510902e-01	-3.018478389712e-01	-3.035096328916e-01
GASS24094	12	3	2015MNRAS.451..878K_star_GASS	1.850000000000e+00	1.655687202357e+00	4.098774860043e+00	-5.646208728146e-01	2.733661116928e+00	1.797660582928e-01	1.064846339338e+01	9.673667866947e-01	2.266231696690e+00	1.441705568781e+02	1.571732777205e+02	9.818702020830e-01	8.441343375001e-01	3.513140970957e-01	9.970591163705e-01	9.713494842013e-01	7.722271331061e-01	1.797660582928e-01	1.886204709999e-01	8.269627746185e-01	5.693112789753e-01	3.548414367331e-01	-7.311862510902e-01	-3.018478389712e-01	-3.035096328916e-01
GASS24094	13	3	2015MNRAS.451..878K_star_GASS	2.050000000000e+00	1.834680413423e+00	4.046867497588e+00	-5.200387401619e-01	2.683190509533e+00	1.958685005574e-01	1.064846339338e+01	9.673667866947e-01	2.266231696690e+00	1.429598095976e+02	1.575361782469e+02	9.796813737613e-01	8.282256981441e-01	3.253086704131e-01	9.966869874440e-01	9.678291172853e-01	7.505239543077e-01	1.958685005574e-01	2.048350003785e-01	8.117770822996e-01	5.693112789753e-01	3.548414367331e-01	-7.311862510902e-01	-3.018478389712e-01	-3.035096328916e-01
GASS24094	14	3	2015MNRAS.451..878K_star_GASS	2.290000000000e+00	2.049472266702e+00	3.990625533396e+00	-4.719571188777e-01	2.626024326392e+00	2.147266146033e-01	1.064846339338e+01	9.673667866947e-01	2.266231696690e+00	1.416229999402e+02	1.580205584230e+02	9.768888879500e-01	8.086828486065e-01	2.971073176198e-01	9.962306526676e-01	9.635432887421e-01	7.254993920562e-01	2.147266146033e-01	2.088943382259e-01	7.934273951568e-01	5.693112789753e-01	3.548414367331e-01	-7.311862510902e-01	-3.018478389712e-01	-3.035096328916e-01
GASS24094	15	3	2015MNRAS.451..878K_star_GASS	2.490000000000e+00	2.228465477767e+00	3.947393169422e+00	-4.355932541219e-01	2.580580899367e+00	2.298165192174e-01	1.064846339338e+01	9.673667866947e-01	2.266231696690e+00	1.405075108104e+02	1.583773624038e+02	9.744048006985e-01	7.919692935228e-01	2.757287930306e-01	9.958377591129e-01	9.598804752654e-01	7.052366443095e-01	2.298165192174e-01	2.099233213292e-01	7.784261753438e-01	5.693112789753e-01	3.548414367331e-01	-7.311862510902e-01	-3.018478389712e-01	-3.035096328916e-01
GASS24094	16	3	2015MNRAS.451..878K_star_GASS	2.890000000000e+00	2.586451899899e+00	3.869824374717e+00	-3.708947584611e-01	2.495710993073e+00	2.589461385872e-01	1.064846339338e+01	9.673667866947e-01	2.266231696690e+00	1.384408925176e+02	1.591182970863e+02	9.690517582402e-01	7.579396597710e-01	2.384550547129e-01	9.950278678745e-01	9.524083657857e-01	6.668010155527e-01	2.589461385872e-01	2.115422601980e-01	7.494202511521e-01	5.693112789753e-01	3.548414367331e-01	-7.311862510902e-01	-3.018478389712e-01	-3.035096328916e-01
GASS24094	17	3	2015MNRAS.451..878K_star_GASS	3.230000000000e+00	2.890740358710e+00	3.811662821925e+00	-3.225900788865e-01	2.427235919967e+00	2.829158282505e-01	1.064846339338e+01	9.673667866947e-01	2.266231696690e+00	1.368787258528e+02	1.598032914199e+02	9.639569352308e-01	7.278510820101e-01	2.110116795515e-01	9.943193912506e-01	9.459568922621e-01	6.364131785126e-01	2.829158282505e-01	2.191182346045e-01	7.266062994224e-01	5.693112789753e-01	3.548414367331e-01	-7.311862510902e-01	-3.018478389712e-01	-3.035096328916e-01
GASS24094	18	3	2015MNRAS.451..878K_star_GASS	3.770000000000e+00	3.374022028587e+00	3.729439363584e+00	-2.554512510118e-01	2.328575346612e+00	3.189418015016e-01	1.064846339338e+01	9.673667866947e-01	2.266231696690e+00	1.345221000818e+02	1.608002239306e+02	9.551762518187e-01	6.806091667259e-01	1.756629481786e-01	9.931434693970e-01	9.354198555977e-01	5.915806065993e-01	3.189418015016e-01	2.245844335102e-01	6.917108225407e-01	5.693112789753e-01	3.548414367331e-01	-7.311862510902e-01	-3.018478389712e-01	-3.035096328916e-01
GASS24168	1	3	2015MNRAS.451..878K_gas_GASS	3.500000000000e-01	1.890288542646e-01	4.432475875432e+00	-1.357264540403e+00	3.033766722898e+00	2.200905233359e-02	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	7.153226696741e+01	7.405423811318e+01	9.908328638842e-01	9.153154703347e-01	5.194279020859e-01	9.986339636748e-01	9.865055420257e-01	8.796695661061e-01	2.200905233359e-02	8.387755730694e-02	9.650790985523e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	2	3	2015MNRAS.451..878K_gas_GASS	5.500000000000e-01	2.970453424158e-01	4.280557042586e+00	-1.160969895259e+00	3.002201843031e+00	3.830644068192e-02	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	7.528178271364e+01	7.950070682264e+01	9.901485869401e-01	9.095090435153e-01	5.012674800201e-01	9.980629862731e-01	9.809617587425e-01	8.374667179494e-01	3.830644068192e-02	1.087576163905e-01	9.461413211176e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	3	3	2015MNRAS.451..878K_gas_GASS	6.500000000000e-01	3.510535864914e-01	4.229922813282e+00	-1.088419228111e+00	2.985113246596e+00	4.761446462738e-02	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	7.720547758120e+01	8.218426616797e+01	9.897572763251e-01	9.062180103060e-01	4.914313348686e-01	9.978239798399e-01	9.786577685320e-01	8.209664621649e-01	4.761446462738e-02	1.260394110225e-01	9.369660927696e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	4	3	2015MNRAS.451..878K_gas_GASS	9.500000000000e-01	5.130783187182e-01	4.097809622484e+00	-9.236089794648e-01	2.930388135054e+00	7.503194629856e-02	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	8.016718660956e+01	8.741432183600e+01	9.883977131955e-01	8.949468436069e-01	4.600137632674e-01	9.970525921517e-01	9.712875667767e-01	7.718359684462e-01	7.503194629856e-02	1.529415874517e-01	9.103101446511e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	6	3	2015MNRAS.451..878K_gas_GASS	1.250000000000e+00	6.751030509450e-01	3.996214987230e+00	-8.044225717456e-01	2.869273723652e+00	1.028074038415e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	8.180738847211e+01	9.116280003373e+01	9.866679389806e-01	8.809625238647e-01	4.253109960179e-01	9.962786746766e-01	9.639927006407e-01	7.280550389901e-01	1.028074038415e-01	1.733783614848e-01	8.849782494985e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	7	3	2015MNRAS.451..878K_gas_GASS	1.450000000000e+00	7.831195390962e-01	3.936540252031e+00	-7.399645825186e-01	2.829997891979e+00	1.205773223954e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	8.225913833582e+01	9.296510132499e+01	9.854244337926e-01	8.711472535569e-01	4.033696585422e-01	9.957328845880e-01	9.589069836702e-01	7.000153162676e-01	1.205773223954e-01	1.778163557337e-01	8.686061075967e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	8	3	2015MNRAS.451..878K_gas_GASS	1.550000000000e+00	8.371277831718e-01	3.908760865586e+00	-7.110008865833e-01	2.810423103673e+00	1.292449672659e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	8.237137407456e+01	9.373415709637e+01	9.847626838139e-01	8.660026746666e-01	3.925712260386e-01	9.954523044584e-01	9.563111950359e-01	6.864138052687e-01	1.292449672659e-01	1.877768086938e-01	8.608057887562e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	9	3	2015MNRAS.451..878K_gas_GASS	1.750000000000e+00	9.451442713230e-01	3.855873773540e+00	-6.582945360673e-01	2.782337748202e+00	1.458610212195e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	8.235423549700e+01	9.500283709116e+01	9.837612732520e-01	8.583191779172e-01	3.772620286629e-01	9.948663911228e-01	9.509310197988e-01	6.596263077031e-01	1.458610212195e-01	1.908729637780e-01	8.451346514336e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	10	3	2015MNRAS.451..878K_gas_GASS	1.850000000000e+00	9.991525153986e-01	3.831305594208e+00	-6.341608563506e-01	2.768825913368e+00	1.540417450937e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	8.231304923206e+01	9.558317999054e+01	9.832567021903e-01	8.544933695287e-01	3.699810743401e-01	9.945692324177e-01	9.482230227433e-01	6.468128805111e-01	1.540417450937e-01	1.854342240172e-01	8.371593514073e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	11	3	2015MNRAS.451..878K_gas_GASS	2.050000000000e+00	1.107169003550e+00	3.784196074140e+00	-5.895787236979e-01	2.744342709985e+00	1.697044283709e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	8.207388594805e+01	9.655935433191e+01	9.823028755321e-01	8.473430558025e-01	3.569394645321e-01	9.939507631575e-01	9.426309806444e-01	6.216565439320e-01	1.697044283709e-01	2.014428537203e-01	8.226766275572e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	12	3	2015MNRAS.451..878K_gas_GASS	2.150000000000e+00	1.161177247625e+00	3.762554018528e+00	-5.688941248380e-01	2.732244101149e+00	1.775907401734e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	8.198346469661e+01	9.705219636611e+01	9.818120292268e-01	8.437045637127e-01	3.505708907865e-01	9.936436408182e-01	9.398759393094e-01	6.098668797098e-01	1.775907401734e-01	1.954402449950e-01	8.149167786760e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	13	3	2015MNRAS.451..878K_gas_GASS	2.350000000000e+00	1.269193735777e+00	3.722495945030e+00	-5.302647224819e-01	2.708425900674e+00	1.934733041065e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	8.184872762174e+01	9.804003094947e+01	9.808063587928e-01	8.363354549346e-01	3.381892084344e-01	9.930337372715e-01	9.344472893594e-01	5.877121618112e-01	1.934733041065e-01	2.098063510731e-01	8.011237951700e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	14	3	2015MNRAS.451..878K_gas_GASS	2.450000000000e+00	1.323201979852e+00	3.703228377922e+00	-5.121665003891e-01	2.697312921700e+00	2.011638438771e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	8.173861223945e+01	9.847792400086e+01	9.803186740521e-01	8.328027183079e-01	3.324859679419e-01	9.927200198774e-01	9.316767273741e-01	5.769219601000e-01	2.011638438771e-01	2.034260656552e-01	7.935567518192e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	15	3	2015MNRAS.451..878K_gas_GASS	2.650000000000e+00	1.431218468003e+00	3.666578659889e+00	-4.780867108168e-01	2.674469021435e+00	2.163016272735e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	8.149712640326e+01	9.930138156933e+01	9.792777520193e-01	8.253498193692e-01	3.209165766520e-01	9.920840761057e-01	9.261052668138e-01	5.562018086097e-01	2.163016272735e-01	2.038674212813e-01	7.794509941246e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	16	3	2015MNRAS.451..878K_gas_GASS	2.750000000000e+00	1.485226712079e+00	3.648309906828e+00	-4.619998909234e-01	2.662487345293e+00	2.233390546112e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	8.129265900838e+01	9.962298440024e+01	9.787104308880e-01	8.213371959176e-01	3.149341043149e-01	9.917467939184e-01	9.231744528415e-01	5.457952703269e-01	2.233390546112e-01	2.099453984245e-01	7.730174757921e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	17	3	2015MNRAS.451..878K_gas_GASS	2.950000000000e+00	1.593243200230e+00	3.613502979933e+00	-4.315105687755e-01	2.638422448679e+00	2.372118556169e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	8.088957000473e+01	1.002418417183e+02	9.775247104294e-01	8.130607319313e-01	3.031033933736e-01	9.910642579150e-01	9.172939393884e-01	5.258643902139e-01	2.372118556169e-01	2.103098588773e-01	7.594345274661e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	18	3	2015MNRAS.451..878K_gas_GASS	3.050000000000e+00	1.647251444306e+00	3.596730697193e+00	-4.170327454068e-01	2.626765581578e+00	2.439606348552e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	8.067617458022e+01	1.005267294340e+02	9.769273910758e-01	8.089467773643e-01	2.974638804924e-01	9.907156793680e-01	9.143164182896e-01	5.162268945708e-01	2.439606348552e-01	2.158998248833e-01	7.532916138040e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	19	3	2015MNRAS.451..878K_gas_GASS	3.250000000000e+00	1.755267932457e+00	3.563700875082e+00	-3.894492237747e-01	2.605594584102e+00	2.567183873782e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	8.017189460285e+01	1.010011213973e+02	9.758026715973e-01	8.012990132466e-01	2.873781376123e-01	9.899893691409e-01	9.081674107733e-01	4.972191298274e-01	2.567183873782e-01	2.158346698534e-01	7.401595809999e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	20	3	2015MNRAS.451..878K_gas_GASS	3.350000000000e+00	1.809276176533e+00	3.547537469932e+00	-3.762877777168e-01	2.595913783772e+00	2.627946157496e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	7.989528813175e+01	1.012038766642e+02	9.752707238804e-01	7.977260369589e-01	2.828348687905e-01	9.896137199394e-01	9.050159755110e-01	4.879170501504e-01	2.627946157496e-01	2.210080076836e-01	7.342888754900e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	21	3	2015MNRAS.451..878K_gas_GASS	3.550000000000e+00	1.917292664684e+00	3.517125731971e+00	-3.511042316985e-01	2.576612712114e+00	2.751514571155e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	7.941582856187e+01	1.016514983287e+02	9.741759304393e-01	7.904599060504e-01	2.739078383736e-01	9.888687303565e-01	8.988233270217e-01	4.704427953137e-01	2.751514571155e-01	2.209221658401e-01	7.216064680253e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	22	3	2015MNRAS.451..878K_gas_GASS	3.650000000000e+00	1.971300908759e+00	3.502708354265e+00	-3.390397202971e-01	2.566791233161e+00	2.813736745034e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	7.920099509799e+01	1.018863054936e+02	9.736008637572e-01	7.866895437427e-01	2.694332254597e-01	9.884973227477e-01	8.957641495857e-01	4.621813525900e-01	2.813736745034e-01	2.257405062424e-01	7.159916107470e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	23	3	2015MNRAS.451..878K_gas_GASS	3.850000000000e+00	2.079317396911e+00	3.474481788991e+00	-3.158718552451e-01	2.547782697774e+00	2.933544137907e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	7.874106565344e+01	1.023075033280e+02	9.724522836369e-01	7.792526138122e-01	2.609052486577e-01	9.877343613946e-01	8.895376367859e-01	4.460710628808e-01	2.933544137907e-01	2.251432549287e-01	7.036720188139e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	24	3	2015MNRAS.451..878K_gas_GASS	3.950000000000e+00	2.133325640986e+00	3.460948873978e+00	-3.047354891272e-01	2.538141784360e+00	2.993177308814e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	7.852410834939e+01	1.025195821860e+02	9.718513193329e-01	7.754103215801e-01	2.566473034458e-01	9.873510490309e-01	8.864384056584e-01	4.383850543207e-01	2.993177308814e-01	2.202858377642e-01	6.968863150071e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	25	3	2015MNRAS.451..878K_gas_GASS	4.150000000000e+00	2.241342129137e+00	3.435001505955e+00	-2.832844880415e-01	2.519108782212e+00	3.112340315230e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	7.811866811383e+01	1.029501080406e+02	9.706273098238e-01	7.676862234727e-01	2.483759108471e-01	9.865827411301e-01	8.802837826170e-01	4.237336619445e-01	3.112340315230e-01	2.288866153815e-01	6.863525005442e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	26	3	2015MNRAS.451..878K_gas_GASS	4.250000000000e+00	2.295350373213e+00	3.422330568825e+00	-2.729436547033e-01	2.509778087047e+00	3.170281364819e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	7.790938538275e+01	1.031502318857e+02	9.700085491887e-01	7.638325358467e-01	2.443867482932e-01	9.861909991355e-01	8.771748275656e-01	4.166257078737e-01	3.170281364819e-01	2.237625311656e-01	6.796443658747e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	27	3	2015MNRAS.451..878K_gas_GASS	4.450000000000e+00	2.403366861364e+00	3.397690599079e+00	-2.529725737727e-01	2.491200000000e+00	3.283976192505e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	7.749172594090e+01	1.035337195055e+02	9.687387268138e-01	7.560288945351e-01	2.365739723998e-01	9.853966573069e-01	8.709302245314e-01	4.029047703420e-01	3.283976192505e-01	2.230298151688e-01	6.679286304636e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	28	3	2015MNRAS.451..878K_gas_GASS	4.550000000000e+00	2.457375105440e+00	3.384989796350e+00	-2.433211880965e-01	2.483755712172e+00	3.334279241628e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	7.722014723139e+01	1.036601201698e+02	9.682154337614e-01	7.528533727223e-01	2.334921643930e-01	9.849697948829e-01	8.676069950179e-01	3.958897236354e-01	3.334279241628e-01	2.269044971264e-01	6.629812798662e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	29	3	2015MNRAS.451..878K_gas_GASS	4.750000000000e+00	2.565391593591e+00	3.360499924614e+00	-2.246389751288e-01	2.468627447269e+00	3.434602825198e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	7.670555135242e+01	1.039222438237e+02	9.671257759254e-01	7.463150286011e-01	2.273157417049e-01	9.841117421167e-01	8.609944284756e-01	3.824856726883e-01	3.434602825198e-01	2.264458104189e-01	6.516734072110e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	30	3	2015MNRAS.451..878K_gas_GASS	4.850000000000e+00	2.619399837667e+00	3.348600822393e+00	-2.155908461514e-01	2.461306094481e+00	3.483964158736e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	7.645419313827e+01	1.040507293216e+02	9.665855584173e-01	7.431100824591e-01	2.243683590840e-01	9.836776098300e-01	8.576827216123e-01	3.760355355909e-01	3.483964158736e-01	2.301160628835e-01	6.469293504443e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	31	3	2015MNRAS.451..878K_gas_GASS	5.050000000000e+00	2.727416325818e+00	3.325683292220e+00	-1.980412066350e-01	2.446513700192e+00	3.583071110921e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	7.598316225630e+01	1.043213826953e+02	9.654678118104e-01	7.365543202282e-01	2.184965562134e-01	9.828083587271e-01	8.511191437313e-01	3.637373673541e-01	3.583071110921e-01	2.297076447263e-01	6.359760727544e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	32	3	2015MNRAS.451..878K_gas_GASS	5.150000000000e+00	2.781424569894e+00	3.314659340114e+00	-1.895253557124e-01	2.439142641585e+00	3.632981423186e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	7.576407292203e+01	1.044644210986e+02	9.648974616632e-01	7.332477472421e-01	2.156122548679e-01	9.823741776211e-01	8.478739041181e-01	3.578833427267e-01	3.632981423186e-01	2.331955820888e-01	6.314245156859e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	33	3	2015MNRAS.451..878K_gas_GASS	5.350000000000e+00	2.889441058045e+00	3.293226252846e+00	-1.729788027324e-01	2.426199903810e+00	3.731841550525e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	7.533903380953e+01	1.047486430169e+02	9.638739611809e-01	7.273782931050e-01	2.106147990285e-01	9.814989917781e-01	8.413985057268e-01	3.466234836348e-01	3.731841550525e-01	2.323486142733e-01	6.206942591052e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	34	3	2015MNRAS.451..878K_gas_GASS	5.450000000000e+00	2.943449302120e+00	3.282810358933e+00	-1.649360824770e-01	2.420485597737e+00	3.780878683526e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	7.513347215720e+01	1.048904398447e+02	9.634129915487e-01	7.247613460958e-01	2.084355828504e-01	9.810584157574e-01	8.381717144982e-01	3.412119747296e-01	3.780878683526e-01	2.356680808575e-01	6.163246241854e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	35	3	2015MNRAS.451..878K_gas_GASS	5.650000000000e+00	3.051465790272e+00	3.262913629212e+00	-1.492841369342e-01	2.404592612076e+00	3.881502800209e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	7.476719148501e+01	1.052025417584e+02	9.621009745510e-01	7.174015859002e-01	2.024621763457e-01	9.801880346992e-01	8.318608500350e-01	3.309897830750e-01	3.881502800209e-01	2.346253575074e-01	6.058486081681e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
GASS24168	36	3	2015MNRAS.451..878K_gas_GASS	5.750000000000e+00	3.105474034347e+00	3.253314929952e+00	-1.416647400640e-01	2.395699418022e+00	3.932239833663e-01	1.000937038168e+01	7.139581862173e-01	2.046885190838e+00	7.459700926771e+01	1.053644296382e+02	9.613472095729e-01	7.132316634525e-01	1.991758133580e-01	9.797542432626e-01	8.287467900822e-01	3.261140654749e-01	3.932239833663e-01	2.377905550916e-01	6.016514092240e-01	3.711312194125e-01	-1.685765511249e-01	-3.855653273640e-01	4.175678541092e-01	-1.945877063036e-01
