kind,branch,coarse_nr,fine_nr,aperture,profile_L1,centroid_km_s,passed
warp,boxcar_hanning_decimated,64,128,13,0.0009448005010677925,0.0025537720968529243,True
warp,boxcar_hanning_decimated,64,128,14,0.00021568091933009889,0.000726944026574472,True
streaming,boxcar_independent,32,64,0,0.1511777085672934,0.6598116031993158,False
streaming,boxcar_independent,32,64,1,0.11282621470033159,0.1740247646365205,False
streaming,boxcar_independent,32,64,2,0.008168021513169376,0.06161701085922999,True
streaming,boxcar_independent,32,64,3,0.021682406448122735,0.07730094888055206,False
streaming,boxcar_independent,32,64,4,0.12083424557924366,0.04872905719873977,False
streaming,boxcar_independent,32,64,5,0.00023029841474635985,8.688275963919523e-05,True
streaming,boxcar_independent,32,64,6,0.0007740140171486357,0.005873016563733735,True
streaming,boxcar_independent,32,64,7,0.0011570185055834634,0.006127512866832774,True
streaming,boxcar_independent,32,64,8,0.0032999330983421596,0.01514023423055022,True
streaming,boxcar_independent,32,64,9,0.006175314977327505,0.022424833951220968,True
streaming,boxcar_independent,32,64,10,0.0016405563469423163,0.012763862999648268,True
streaming,boxcar_independent,32,64,11,0.001285669634255282,0.0009518071994065735,True
streaming,boxcar_independent,32,64,12,0.10437396756772835,0.14838872164925476,False
streaming,boxcar_independent,32,64,13,0.029296591308180308,0.15070924119745754,False
streaming,boxcar_independent,32,64,14,0.01793052832044149,0.07337070152036773,False
streaming,boxcar_hanning_full,32,64,0,0.14569744576481355,0.6598116031993193,False
streaming,boxcar_hanning_full,32,64,1,0.11159822819435776,0.17402476463651695,False
streaming,boxcar_hanning_full,32,64,2,0.007202344363859372,0.0616170108592371,True
streaming,boxcar_hanning_full,32,64,3,0.02166405946461899,0.0773009488805485,False
streaming,boxcar_hanning_full,32,64,4,0.12083424493524386,0.04872905719873799,False
streaming,boxcar_hanning_full,32,64,5,0.00023029841458073312,8.688275964630066e-05,True
streaming,boxcar_hanning_full,32,64,6,0.0006695418603414936,0.005873016563731959,True
streaming,boxcar_hanning_full,32,64,7,0.0011570185055835341,0.006127512866832774,True
streaming,boxcar_hanning_full,32,64,8,0.003255847467663632,0.01514023423055022,True
streaming,boxcar_hanning_full,32,64,9,0.00598379727889468,0.022424833951220968,True
streaming,boxcar_hanning_full,32,64,10,0.0014096147722682123,0.012763862999655373,True
streaming,boxcar_hanning_full,32,64,11,0.0012856696342551316,0.0009518071994065735,True
streaming,boxcar_hanning_full,32,64,12,0.10437396756772822,0.1483887216492512,False
