cluster	image_id	system_id	ra_deg	dec_deg	z_adopted	z_provenance	model_version
Abell S1063 / RXC J2248.7-4431	43.1	43	342.1773000	-44.5406970	1.5900	model_optimised_parenthesised	CATS v4.1
Abell S1063 / RXC J2248.7-4431	43.2	43	342.1716400	-44.5371630	1.5900	model_optimised_parenthesised	CATS v4.1
Abell S1063 / RXC J2248.7-4431	141.1	141	342.1796210	-44.5357220	3.3700	model_optimised_parenthesised	CATS v4.1
Abell S1063 / RXC J2248.7-4431	141.2	141	342.1877710	-44.5382810	3.3700	model_optimised_parenthesised	CATS v4.1
Abell S1063 / RXC J2248.7-4431	141.3	141	342.1708290	-44.5216920	3.3700	model_optimised_parenthesised	CATS v4.1
Abell S1063 / RXC J2248.7-4431	142.1	142	342.1799870	-44.5356030	3.0900	model_optimised_parenthesised	CATS v4.1
Abell S1063 / RXC J2248.7-4431	142.2	142	342.1878540	-44.5380420	3.0900	model_optimised_parenthesised	CATS v4.1
Abell S1063 / RXC J2248.7-4431	142.3	142	342.1709370	-44.5214940	3.0900	model_optimised_parenthesised	CATS v4.1
Abell S1063 / RXC J2248.7-4431	143.1	143	342.1782460	-44.5360030	3.2300	model_optimised_parenthesised	CATS v4.1
Abell S1063 / RXC J2248.7-4431	143.2	143	342.1871420	-44.5390420	3.2300	model_optimised_parenthesised	CATS v4.1
Abell S1063 / RXC J2248.7-4431	143.3	143	342.1704790	-44.5224640	3.2300	model_optimised_parenthesised	CATS v4.1
Abell S1063 / RXC J2248.7-4431	144.1	144	342.1782580	-44.5358220	3.2400	model_optimised_parenthesised	CATS v4.1
Abell S1063 / RXC J2248.7-4431	144.2	144	342.1876710	-44.5390000	3.2400	model_optimised_parenthesised	CATS v4.1
Abell S1063 / RXC J2248.7-4431	144.3	144	342.1706040	-44.5223830	3.2400	model_optimised_parenthesised	CATS v4.1
MACS J0416.1-2403	1.1	1	64.0407500	-24.0615920	1.8960	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	1.2	1	64.0434790	-24.0635420	1.8960	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	1.3	1	64.0473540	-24.0686690	1.8960	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	2.1	2	64.0411830	-24.0618810	1.8925	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	2.2	2	64.0430040	-24.0630360	1.8925	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	2.3	2	64.0474750	-24.0688500	1.8925	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	3.1	3	64.0307830	-24.0671170	1.9885	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	3.2	3	64.0352540	-24.0709810	1.9885	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	3.3	3	64.0418170	-24.0757110	1.9885	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	4.1	4	64.0308250	-24.0672250	1.9885	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	4.2	4	64.0351540	-24.0709810	1.9885	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	4.3	4	64.0418790	-24.0758560	1.9885	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	5.1	5	64.0323750	-24.0684110	2.0970	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	5.2	5	64.0326630	-24.0686690	2.0970	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	5.3	5	64.0335130	-24.0694470	2.0970	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	5.4	5	64.0435620	-24.0769560	2.0970	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	7.1	7	64.0398000	-24.0630920	2.0854	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	7.2	7	64.0406330	-24.0635610	2.0854	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	7.3	7	64.0471170	-24.0711080	2.0854	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	10.1	10	64.0260170	-24.0771560	2.2982	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	10.2	10	64.0284710	-24.0797560	2.2982	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	10.3	10	64.0366920	-24.0839010	2.2982	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	11.1	11	64.0392080	-24.0703670	1.0060	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	11.2	11	64.0383170	-24.0697530	1.0060	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	11.3	11	64.0342590	-24.0660180	1.0060	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	12.1	12	64.0382630	-24.0736960	1.9530	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	12.2	12	64.0376860	-24.0732940	1.9530	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	12.3	12	64.0291170	-24.0667420	1.9530	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	13.1	13	64.0275790	-24.0727860	3.2226	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	13.2	13	64.0321290	-24.0751690	3.2226	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	13.3	13	64.0403380	-24.0815440	3.2226	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	14.1	14	64.0262330	-24.0743390	1.6350	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	14.2	14	64.0310420	-24.0789610	1.6350	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	14.3	14	64.0358250	-24.0813280	1.6350	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	15.1	15	64.0268600	-24.0757450	1.7040	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	15.2	15	64.0294380	-24.0785830	1.7040	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	16.1	16	64.0240580	-24.0808940	1.9644	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	16.2	16	64.0283290	-24.0845420	1.9644	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	16.3	16	64.0315960	-24.0857690	1.9644	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	17.1	17	64.0298750	-24.0863640	2.2181	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	17.2	17	64.0286080	-24.0859860	2.2181	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	17.3	17	64.0233290	-24.0815810	2.2181	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	18.1	18	64.0260750	-24.0842330	2.2210	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	18.2	18	64.0250670	-24.0833500	2.2210	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	18.3	18	64.0309000	-24.0867440	2.2210	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	23.1	23	64.0445460	-24.0721000	2.0960	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	23.2	23	64.0396040	-24.0666310	2.0960	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	23.3	23	64.0343420	-24.0637420	2.0960	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	26.1	26	64.0464700	-24.0603930	3.2380	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	26.2	26	64.0469630	-24.0607930	3.2380	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	26.3	26	64.0490890	-24.0628760	3.2380	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	27.1	27	64.0481590	-24.0669590	2.0960	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	27.2	27	64.0474650	-24.0660260	2.0960	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	27.3	27	64.0422260	-24.0605430	2.0960	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	28.1	28	64.0364570	-24.0670260	0.9394	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	28.2	28	64.0368700	-24.0674980	0.9394	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	28.3	28	64.0409230	-24.0711510	0.9394	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	33.1	33	64.0284270	-24.0829950	5.3651	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	33.2	33	64.0350520	-24.0854860	5.3651	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	33.3	33	64.0229800	-24.0772750	5.3651	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	34.1	34	64.0292540	-24.0732890	5.1060	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	34.2	34	64.0307980	-24.0741800	5.1060	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	35.1	35	64.0374670	-24.0836470	3.4900	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	35.2	35	64.0294180	-24.0798610	3.4900	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	35.3	35	64.0249370	-24.0750160	3.4900	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	38.1	38	64.0336250	-24.0831780	3.4400	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	38.2	38	64.0312550	-24.0819050	3.4400	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	38.3	38	64.0227010	-24.0745890	3.4400	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	44.1	44	64.0452590	-24.0627570	3.2905	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	44.2	44	64.0415430	-24.0599970	3.2905	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	44.3	44	64.0492370	-24.0681850	3.2905	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	45.1	45	64.0356730	-24.0799180	2.5420	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	45.2	45	64.0326050	-24.0785540	2.5420	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	47.1	47	64.0263280	-24.0766940	3.2510	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	47.2	47	64.0283290	-24.0789990	3.2510	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	48.1	48	64.0354890	-24.0846680	4.1210	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	48.2	48	64.0292440	-24.0818020	4.1210	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	48.3	48	64.0234160	-24.0761220	4.1210	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	49.1	49	64.0339440	-24.0745690	3.8696	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	49.2	49	64.0401750	-24.0798640	3.8696	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	51.1	51	64.0401160	-24.0803030	4.1020	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	51.2	51	64.0336630	-24.0747520	4.1020	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	51.3	51	64.0266200	-24.0704940	4.1020	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	55.1	55	64.0352330	-24.0647260	3.2910	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	55.2	55	64.0460700	-24.0751740	3.2910	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	55.3	55	64.0385140	-24.0659650	3.2910	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	58.1	58	64.0251870	-24.0735820	3.0802	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	58.2	58	64.0377300	-24.0823900	3.0802	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	58.3	58	64.0304810	-24.0792200	3.0802	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	60.1	60	64.0271230	-24.0735660	3.9230	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	60.3	60	64.0311650	-24.0770410	3.9230	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	66.1	66	64.0381010	-24.0823150	2.2300	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	66.2	66	64.0266350	-24.0746750	2.2300	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	67.1	67	64.0380750	-24.0824040	3.1094	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	67.2	67	64.0254510	-24.0736510	3.1094	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	67.3	67	64.0303630	-24.0790190	3.1094	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	122.1	122	64.0344850	-24.0669190	3.2240	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	122.2	122	64.0341810	-24.0664890	3.2240	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	122.3	122	64.0340060	-24.0664470	3.2240	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	122.4	122	64.0339530	-24.0669060	3.2240	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	122.5	122	64.0460590	-24.0767860	3.2240	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	132.1	132	64.0451080	-24.0723520	3.2883	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	132.2	132	64.0400830	-24.0667380	3.2883	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	133.1	133	64.0453540	-24.0725360	3.2883	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	133.2	133	64.0399960	-24.0666550	3.2883	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	301.1	301	64.0434040	-24.0589170	6.1480	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	301.2	301	64.0481750	-24.0624030	6.1480	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	301.3	301	64.0508620	-24.0665360	6.1480	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	302.1	302	64.0435670	-24.0590000	6.1480	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	302.2	302	64.0478460	-24.0620640	6.1480	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	302.3	302	64.0510790	-24.0665080	6.1480	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	303.1	303	64.0376790	-24.0607530	3.6100	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	303.2	303	64.0436870	-24.0644080	3.6100	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	303.3	303	64.0478000	-24.0701420	3.6100	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	305.1	305	64.0334890	-24.0650120	4.6110	adopted_undifferentiated	CATS v4.1
MACS J0416.1-2403	305.2	305	64.0366530	-24.0680890	4.6110	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	1.1	1	109.3953400	37.7411780	2.9630	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	1.2	1	109.3938200	37.7400950	2.9630	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	1.3	1	109.3909800	37.7382800	2.9630	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	1.4	1	109.3843600	37.7369450	2.9630	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	1.5	1	109.4057800	37.7613780	2.9630	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	2.1	2	109.3928100	37.7410100	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	2.2	2	109.3904300	37.7392450	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	3.1	3	109.3985500	37.7414950	1.8550	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	3.2	3	109.3944600	37.7391760	1.8550	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	3.3	3	109.4071500	37.7538270	1.8550	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	4.1	4	109.3808800	37.7501270	1.8550	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	4.2	4	109.3764400	37.7446960	1.8550	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	4.3	4	109.3910900	37.7632960	1.8550	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	5.2	5	109.3779100	37.7428100	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	5.1	5	109.3799100	37.7468610	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	5.3	5	109.4000300	37.7673990	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	6.1	6	109.3643600	37.7570910	2.3930	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	6.2	6	109.3627100	37.7526930	2.3930	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	6.3	6	109.3738800	37.7697110	2.3930	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	7.1	7	109.3665700	37.7663430	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	7.2	7	109.3650500	37.7641250	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	7.3	7	109.3590500	37.7517800	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	8.1	8	109.3666500	37.7696940	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	8.2	8	109.3620800	37.7631250	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	8.3	8	109.3565200	37.7519280	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	12.1	12	109.3851600	37.7518440	1.6990	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	12.2	12	109.3776200	37.7428780	1.6990	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	12.3	12	109.3912200	37.7606260	1.6990	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	13.1	13	109.3856700	37.7507330	2.5470	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	13.2	13	109.3775600	37.7396270	2.5470	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	13.3	13	109.3962100	37.7633330	2.5470	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	14.1	14	109.3887900	37.7521630	1.8550	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	14.2	14	109.3796600	37.7397070	1.8550	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	14.3	14	109.3961900	37.7604270	1.8550	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	15.1	15	109.3676600	37.7720590	2.4050	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	15.2	15	109.3586200	37.7601270	2.4050	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	15.3	15	109.3565400	37.7546410	2.4050	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	16.1	16	109.3691600	37.7732790	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	16.2	16	109.3585600	37.7595580	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	16.3	16	109.3569400	37.7536910	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	17.3	17	109.3582200	37.7536090	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	17.2	17	109.3593800	37.7587920	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	17.1	17	109.3693800	37.7718690	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	18.1	18	109.3642500	37.7686280	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	18.2	18	109.3612100	37.7643260	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	19.1	19	109.4090600	37.7546810	6.4000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	19.2	19	109.4077200	37.7427310	6.4000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	19.3	19	109.3810500	37.7313910	6.4000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	20.1	20	109.3742000	37.7651450	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	20.2	20	109.3734000	37.7646610	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	24.3	24	109.4105600	37.7484270	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	24.1	24	109.3922900	37.7329460	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	25.1	25	109.3802900	37.7447460	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	25.2	25	109.3795100	37.7427620	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	25.3	25	109.4029100	37.7664110	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	27.1	27	109.3973900	37.7478830	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	27.2	27	109.3975600	37.7475670	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	29.1	29	109.4008700	37.7431740	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	29.2	29	109.3928400	37.7386120	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	31.1	31	109.3747200	37.7563470	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	31.2	31	109.3710000	37.7505380	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	31.3	31	109.3816100	37.7649730	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	32.1	32	109.3695000	37.7577290	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	32.2	32	109.3809500	37.7693820	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	32.3	32	109.3662500	37.7492100	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	33.1	33	109.3837700	37.7582590	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	33.2	33	109.3866200	37.7641440	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	33.3	33	109.3703700	37.7387120	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	34.1	34	109.3915800	37.7663080	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	34.2	34	109.3791100	37.7512270	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	34.3	34	109.3733000	37.7442110	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	36.1	36	109.3643300	37.7719760	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	36.2	36	109.3582400	37.7633250	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	36.3	36	109.3532900	37.7558080	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	37.1	37	109.3970900	37.7547360	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	37.2	37	109.3967200	37.7547930	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	39.1	39	109.4022700	37.7312340	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	39.2	39	109.4049500	37.7325190	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	45.1	45	109.3898200	37.7392140	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	45.2	45	109.3834800	37.7378790	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	45.3	45	109.4044700	37.7619600	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	49.1	49	109.4028000	37.7332600	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	49.2	49	109.3930000	37.7308120	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	50.1	50	109.3744400	37.7437360	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	50.2	50	109.3795800	37.7507080	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	52.1	52	109.3683800	37.7717610	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	52.2	52	109.3602300	37.7604970	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	52.3	52	109.3570400	37.7524860	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	55.1	55	109.3737600	37.7557780	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	55.2	55	109.3702400	37.7487430	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	55.3	55	109.3850200	37.7684110	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	56.1	56	109.3731500	37.7440150	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	56.2	56	109.3784000	37.7510950	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	57.1	57	109.3790300	37.7440970	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	57.2	57	109.3795300	37.7451100	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	58.1	58	109.3794200	37.7623830	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	58.2	58	109.3792600	37.7621290	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	59.1	59	109.3768400	37.7432450	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	59.2	59	109.3799600	37.7481460	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	62.1	62	109.3722200	37.7474640	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	62.2	62	109.3755100	37.7522760	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	63.1	63	109.3694200	37.7562780	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	63.2	63	109.3683600	37.7536950	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	65.1	65	109.3831200	37.7625950	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	65.2	65	109.3822500	37.7603940	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	66.1	66	109.3833100	37.7650790	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	66.2	66	109.3802900	37.7592280	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	67.1	67	109.3674700	37.7565090	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	67.2	67	109.3651200	37.7495440	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	68.1	68	109.3923300	37.7380830	5.5100	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	68.2	68	109.3823500	37.7365080	5.5100	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	69.1	69	109.3804000	37.7494670	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	69.2	69	109.3753200	37.7433830	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	70.1	70	109.3922100	37.7604960	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	70.2	70	109.3893800	37.7572790	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	71.1	71	109.3827000	37.7447110	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	71.2	71	109.3806500	37.7413460	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	71.3	71	109.4025500	37.7636100	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	71.4	71	109.3872100	37.7412950	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	72.1	72	109.3801200	37.7654960	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	72.2	72	109.3748100	37.7623460	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	75.1	75	109.3820000	37.7384290	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	75.2	75	109.3886400	37.7392630	0.0000	adopted_undifferentiated	CATS v4.1
