variant	domain	name	radius_kpc	gbar_m_s2	gdyn_m_s2	response_log10_ratio	has_stellar_robustness	gbar_with_stars_m_s2	a	a2	a3	a_x_c	a_x_m	c	m	m_x_c	population_proxy	s	transition_balance	transition_product	v
primary	galaxy	NGC3198	3.540000000000e+00	4.689601803941e-11	1.048126612566e-10	3.492777799688e-01	0	nan	-4.080452778939e-01	1.665009488115e-01	-6.793992592740e-02	-2.338962851362e-01	3.305783464133e-01	5.732115963784e-01	-8.101511384215e-01	-4.719033312284e-01	0.000000000000e+00	-5.235453402323e-01	4.380766003163e-01	1.241917773099e-02	-1.096756936611e+00
primary	galaxy	NGC3198	3.850000000000e+00	4.957559011692e-11	1.074844434985e-10	3.360777197573e-01	0	nan	-3.839133535687e-01	1.473894630484e-01	-5.658478303960e-02	-1.698758260945e-01	2.922536930754e-01	4.424848068331e-01	-7.612490952937e-01	-3.402018466011e-01	0.000000000000e+00	-5.400066918772e-01	3.398766403158e-01	1.490529651395e-02	-9.824914987103e-01
primary	galaxy	NGC3198	4.170000000000e+00	5.186482905658e-11	1.063861575377e-10	3.120121724715e-01	0	nan	-3.643082952227e-01	1.327205339681e-01	-4.835119147096e-02	-1.146313547699e-01	2.634305184985e-01	3.146548027403e-01	-7.230977772204e-01	-2.303346220055e-01	0.000000000000e+00	-5.657703758503e-01	2.402402944400e-01	1.732961281304e-02	-8.804251785905e-01
primary	galaxy	NGC3198	4.500000000000e+00	5.236202680130e-11	1.019837233729e-10	2.895144151452e-01	0	nan	-3.601647974053e-01	1.297186812900e-01	-4.672010256648e-02	-8.170616191326e-02	2.545613421365e-01	2.268577120860e-01	-7.067912910158e-01	-1.604877288793e-01	0.000000000000e+00	-5.933624349729e-01	1.727937800344e-01	1.846067300563e-02	-8.202201470588e-01
primary	galaxy	NGC3198	4.820000000000e+00	5.302590707420e-11	1.084450812437e-10	3.107217520506e-01	0	nan	-3.546931396473e-01	1.258072233129e-01	-4.462295902717e-02	-5.975125467379e-02	2.498163316174e-01	1.684590086326e-01	-7.043167845473e-01	-1.187766729357e-01	0.000000000000e+00	-6.200872802309e-01	1.287657850834e-01	1.876126718679e-02	-7.885462888636e-01
primary	galaxy	NGC3198	5.150000000000e+00	5.291230036750e-11	1.096453171636e-10	3.164334452103e-01	0	nan	-3.556246031095e-01	1.264688583368e-01	-4.497543755174e-02	-3.487843295978e-02	2.489900458847e-01	9.807654660224e-02	-7.001485378333e-01	-6.905147937979e-02	0.000000000000e+00	-6.511102645322e-01	7.524820746473e-02	1.911847912525e-02	-7.491868111345e-01
primary	galaxy	NGC3198	5.460000000000e+00	5.291923612788e-11	1.065777159730e-10	3.040528421429e-01	0	nan	-3.555676793878e-01	1.264283746252e-01	-4.495384377426e-02	-7.299956830504e-03	2.469479735009e-01	2.053042853353e-02	-6.945174936205e-01	-1.474261265179e-02	0.000000000000e+00	-6.842522793538e-01	1.588526208521e-02	1.950761249005e-02	-7.047827078873e-01
primary	galaxy	NGC3198	5.780000000000e+00	5.258336724721e-11	1.052356167536e-10	3.013143573734e-01	0	nan	-3.583328527509e-01	1.284024333606e-01	-4.601081024624e-02	1.794573767062e-02	2.492582642334e-01	-5.008119555005e-02	-6.956053912441e-01	3.535473922772e-02	0.000000000000e+00	-7.206459890191e-01	-3.859027220636e-02	1.947787152530e-02	-6.705647934690e-01
primary	galaxy	NGC3198	6.100000000000e+00	5.210251680122e-11	1.041299574969e-10	3.007169888129e-01	0	nan	-3.623225437370e-01	1.312776257000e-01	-4.756484327938e-02	3.711545893002e-02	2.593625798329e-01	-1.024376196612e-01	-7.158334040103e-01	7.451591061736e-02	0.000000000000e+00	-7.670522138409e-01	-8.029798671320e-02	1.825568737881e-02	-6.646145941797e-01
primary	galaxy	NGC3198	6.430000000000e+00	5.127428613737e-11	1.016284192727e-10	2.971155479715e-01	0	nan	-3.692816233994e-01	1.363689173805e-01	-5.035853519149e-02	5.558468148459e-02	2.724028304551e-01	-1.505211144083e-01	-7.376560684161e-01	1.111319476679e-01	0.000000000000e+00	-8.129166256203e-01	-1.190053306709e-01	1.697570020905e-02	-6.623955112120e-01
primary	galaxy	NGC3198	6.740000000000e+00	4.936189657005e-11	9.970445006813e-11	3.053227047368e-01	0	nan	-3.857894083513e-01	1.488334675961e-01	-5.741837540677e-02	6.364824624373e-02	2.993417492453e-01	-1.649818394852e-01	-7.759200816956e-01	1.285016980529e-01	0.000000000000e+00	-8.584110014383e-01	-1.345874370191e-01	1.505187525205e-02	-6.934291619530e-01
primary	galaxy	NGC3198	7.060000000000e+00	4.635176770882e-11	9.784766477875e-11	3.244841638900e-01	0	nan	-4.131149446427e-01	1.706639574872e-01	-7.050383134982e-02	7.060735720735e-02	3.379087056443e-01	-1.709145556775e-01	-8.179532355978e-01	1.391476983825e-01	0.000000000000e+00	-9.034105134366e-01	-1.431192760664e-01	1.307875786762e-02	-7.324959577591e-01
primary	galaxy	NGC3198	8.040000000000e+00	3.818461620418e-11	8.710198963383e-11	3.581396456845e-01	0	nan	-4.972928162064e-01	2.473001450505e-01	-1.229805855804e-01	3.783874879211e-02	4.876570574714e-01	-7.608947396580e-02	-9.806235714232e-01	7.281513825076e-02	0.000000000000e+00	-1.018668308406e+00	-6.990358958784e-02	7.434163611008e-03	-9.425788344403e-01
primary	galaxy	NGC3198	9.040000000000e+00	3.210025208145e-11	7.852436897786e-11	3.884960121843e-01	0	nan	-5.726728031395e-01	3.279541394556e-01	-1.878104163433e-01	3.612783782363e-02	6.134515813945e-01	-6.308635162272e-02	-1.071207813662e+00	6.764772869694e-02	0.000000000000e+00	-1.102750989473e+00	-6.120117435760e-02	5.200247744756e-03	-1.039664637850e+00
primary	galaxy	NGC3198	1.004000000000e+01	2.829402836112e-11	7.457665807104e-11	4.209081333404e-01	0	nan	-6.274864615296e-01	3.937392594029e-01	-2.470660546480e-01	9.387219910657e-02	6.970165167551e-01	-1.496003577157e-01	-1.110807259580e+00	1.661261111378e-01	0.000000000000e+00	-1.185607438438e+00	-1.457462320590e-01	4.433469756372e-03	-1.036007080722e+00
primary	galaxy	NGC3198	1.104000000000e+01	2.570305162107e-11	7.052511089574e-11	4.383590892767e-01	0	nan	-6.691965575991e-01	4.478240327025e-01	-2.996823010946e-01	6.285713535995e-02	8.295747694251e-01	-9.392925687703e-02	-1.239657855386e+00	1.150933486718e-01	0.000000000000e+00	-1.286622483825e+00	-9.561085056315e-02	2.661759800699e-03	-1.192693226948e+00
primary	galaxy	NGC3198	1.205000000000e+01	2.344283536594e-11	6.545029442981e-11	4.459014669691e-01	0	nan	-7.091711084408e-01	5.029236610472e-01	-3.566589301660e-01	5.736585341518e-02	9.119634573223e-01	-8.089141355645e-02	-1.285956867768e+00	9.251573668404e-02	0.000000000000e+00	-1.326402574546e+00	-7.815853443298e-02	2.252730413511e-03	-1.245511160990e+00
primary	galaxy	NGC3198	1.405000000000e+01	1.883351227873e-11	5.685549374058e-11	4.798411158150e-01	0	nan	-8.042499265074e-01	6.468179442871e-01	-5.202032841566e-01	1.618786574832e-01	1.142746170118e+00	-2.012790454159e-01	-1.420884394831e+00	2.858483245330e-01	0.000000000000e+00	-1.521523917539e+00	-2.113569555111e-01	1.237497942196e-03	-1.320244872123e+00
primary	galaxy	NGC3521	5.100000000000e-01	1.215446659852e-09	1.299425405683e-09	2.901544912278e-02	0	nan	1.005554658440e+00	1.011140171110e+00	1.016756709395e+00	1.508094641432e-01	8.877680221587e-01	1.499763964867e-01	8.828640141117e-01	1.471535415210e-01	0.000000000000e+00	9.578522123550e-01	-1.355971355854e-01	1.271133473280e-02	8.078758158683e-01
primary	galaxy	NGC3521	6.900000000000e-01	1.067890469479e-09	1.202376084200e-09	5.151361873885e-02	0	nan	9.493454645660e-01	9.012568110920e-01	8.556040660194e-01	1.008778815952e-01	7.156680182545e-01	1.062604556091e-01	7.538541500082e-01	8.770930927673e-02	0.000000000000e+00	8.069843778127e-01	-8.786104013959e-02	1.742370041727e-02	7.007239222036e-01
primary	galaxy	NGC3521	8.600000000000e-01	9.834407954086e-10	1.193963383799e-09	8.424278828036e-02	0	nan	9.135669738241e-01	8.346046156621e-01	7.624672130701e-01	8.483680677676e-02	6.028442736519e-01	9.286325929849e-02	6.598796704838e-01	5.986969198144e-02	0.000000000000e+00	7.063113001331e-01	-6.686189260545e-02	2.190031410938e-02	6.134480408346e-01
primary	galaxy	NGC3521	1.030000000000e+00	9.219688579866e-10	1.112059254428e-09	8.141167677962e-02	0	nan	8.855350057728e-01	7.841722464490e-01	6.944119747861e-01	9.989230172972e-02	5.162216935072e-01	1.128044640568e-01	5.829489406313e-01	6.298548342980e-02	0.000000000000e+00	6.393511726597e-01	-7.274906256139e-02	2.731429276722e-02	5.265467086029e-01
primary	galaxy	NGC3521	1.200000000000e+00	8.085333409853e-10	9.443900914382e-10	6.745348846077e-02	0	nan	8.285166872948e-01	6.864399011260e-01	5.687269129079e-01	1.074523126021e-01	4.290037632595e-01	1.296923939492e-01	5.177973719036e-01	6.562420401751e-02	0.000000000000e+00	5.826435688782e-01	-7.773482519137e-02	3.189931624603e-02	4.529511749290e-01
primary	galaxy	NGC3521	1.380000000000e+00	7.206769999748e-10	8.929755976893e-10	9.309892909966e-02	0	nan	7.785594159544e-01	6.061547641712e-01	4.719274991711e-01	1.037975122364e-01	3.522991926983e-01	1.333199626251e-01	4.525013576085e-01	6.105128101613e-02	0.000000000000e+00	5.191613389211e-01	-7.364508384268e-02	3.682643504514e-02	3.858413762960e-01
primary	galaxy	NGC3521	1.550000000000e+00	6.606434136850e-10	8.279877460728e-10	9.805679979862e-02	0	nan	7.407858635807e-01	5.487636956811e-01	4.065163882069e-01	9.123761778806e-02	2.903054734247e-01	1.231632814199e-01	3.918885169074e-01	4.946603448066e-02	0.000000000000e+00	4.534701576174e-01	-6.060749696871e-02	4.173774804298e-02	3.303068761975e-01
primary	galaxy	NGC3521	1.710000000000e+00	6.306614935522e-10	7.809899049048e-10	9.284910523014e-02	0	nan	7.206150689344e-01	5.192860775753e-01	3.742053725886e-01	8.256407723352e-02	2.454647510744e-01	1.145744528429e-01	3.406322760324e-01	3.966916338619e-02	0.000000000000e+00	3.979195024539e-01	-4.958247841634e-02	4.589091821482e-02	2.833450496109e-01
primary	galaxy	NGC3521	1.890000000000e+00	5.909614309970e-10	7.276492588723e-10	9.036295369648e-02	0	nan	6.923778915988e-01	4.793871447748e-01	3.319170605588e-01	9.303124842542e-02	1.955643094240e-01	1.343648454901e-01	2.824531398199e-01	3.488291331775e-02	0.000000000000e+00	3.496355625650e-01	-4.449255461419e-02	4.976495687123e-02	2.152707170749e-01
primary	galaxy	NGC3521	2.060000000000e+00	5.729340472089e-10	7.004016249774e-10	8.724251358082e-02	0	nan	6.789233853756e-01	4.609369632099e-01	3.129408835073e-01	1.203169250106e-01	1.541110903448e-01	1.772172348196e-01	2.269933451467e-01	3.546368914957e-02	0.000000000000e+00	3.156019625565e-01	-4.566925890232e-02	5.277574491805e-02	1.383847277369e-01
primary	galaxy	NGC3521	2.230000000000e+00	5.484764989456e-10	6.970000695114e-10	1.040747976978e-01	0	nan	6.599767776646e-01	4.355693470565e-01	2.874656541198e-01	1.429969596898e-01	1.161122037916e-01	2.166696837362e-01	1.759337717950e-01	3.599838579532e-02	0.000000000000e+00	2.842686136631e-01	-4.675260259783e-02	5.554765480393e-02	6.759892992692e-02
primary	galaxy	NGC3521	2.410000000000e+00	5.138800827891e-10	6.273933548893e-10	8.667812908744e-02	0	nan	6.316805393698e-01	3.990203038185e-01	2.520533607356e-01	1.439411465153e-01	8.974285551973e-02	2.278701614884e-01	1.420700020445e-01	3.260456879280e-02	0.000000000000e+00	2.560050827887e-01	-4.252386138062e-02	5.720734791017e-02	2.813492130028e-02
primary	galaxy	NGC3521	2.580000000000e+00	4.720043202054e-10	5.752508850364e-10	8.591132180950e-02	0	nan	5.947647276559e-01	3.537450812636e-01	2.103950969173e-01	1.319042789100e-01	7.238227686677e-02	2.217755572525e-01	1.216990071890e-01	2.734879041351e-02	0.000000000000e+00	2.325867858153e-01	-3.573788531965e-02	5.805252116609e-02	1.081122856277e-02
primary	galaxy	NGC3521	2.750000000000e+00	4.410982996764e-10	5.346578748466e-10	8.354058414002e-02	0	nan	5.653541376374e-01	3.196253009438e-01	1.807014863822e-01	1.221560684724e-01	5.802138355024e-02	2.160699999170e-01	1.026283875673e-01	2.242851278354e-02	0.000000000000e+00	2.106633875258e-01	-2.938508963445e-02	5.884374308689e-02	-5.406612391204e-03
primary	galaxy	NGC3521	2.920000000000e+00	4.143519769640e-10	4.894464611798e-10	7.233577749858e-02	0	nan	5.381881692511e-01	2.896465055218e-01	1.558843225368e-01	1.096486013264e-01	4.707464164375e-02	2.037365508776e-01	8.746874110826e-02	1.770088077234e-02	0.000000000000e+00	1.893370165471e-01	-2.326705234616e-02	5.955452576962e-02	-1.439953433056e-02
primary	galaxy	NGC3521	3.090000000000e+00	3.959122031132e-10	4.803065642052e-10	8.391963393137e-02	0	nan	5.184176420724e-01	2.687568516119e-01	1.393282933035e-01	7.324611986952e-02	4.838732328595e-02	1.412878612246e-01	9.333656758385e-02	1.249303535477e-02	0.000000000000e+00	1.639804981962e-01	-1.642790084597e-02	5.998476310669e-02	2.269263697154e-02
primary	galaxy	NGC3521	3.260000000000e+00	3.785914307762e-10	4.510150784749e-10	7.602028188233e-02	0	nan	4.989895336574e-01	2.489905546997e-01	1.242436807747e-01	4.100921773412e-02	4.934510330490e-02	8.218452486074e-02	9.889005675774e-02	7.564172296860e-03	0.000000000000e+00	1.399823191881e-01	-9.955120171061e-03	6.039195278818e-02	5.779779432737e-02
primary	galaxy	NGC3521	3.430000000000e+00	3.658409181519e-10	4.246460186145e-10	6.473477826862e-02	0	nan	4.841110322764e-01	2.343634915717e-01	1.134579518327e-01	1.590920012357e-02	4.743096186930e-02	3.286270930196e-02	9.797537900815e-02	3.444760511880e-03	0.000000000000e+00	1.144067336591e-01	-4.543807202318e-03	6.082128312254e-02	8.154402435717e-02
primary	galaxy	NGC3521	3.610000000000e+00	3.493747738483e-10	4.149723619240e-10	7.472762859343e-02	0	nan	4.641102980624e-01	2.153983687675e-01	9.996860113084e-02	7.366160432891e-03	3.121782119727e-02	1.587157290766e-02	6.726379769552e-02	1.991303429584e-03	0.000000000000e+00	7.519958414935e-02	-2.626125063395e-03	6.145960909779e-02	5.932801124169e-02
primary	galaxy	NGC3521	3.780000000000e+00	3.387035774519e-10	4.037170792610e-10	7.625733886753e-02	0	nan	4.506385377225e-01	2.030750916807e-01	9.151346236287e-02	2.636411164279e-04	1.786029038617e-02	5.850389932478e-04	3.963329562632e-02	6.836615823269e-04	0.000000000000e+00	3.992581512295e-02	-9.008306290847e-04	6.203389626980e-02	3.934077612970e-02
primary	galaxy	NGC3521	3.950000000000e+00	3.265787349453e-10	3.934962417748e-10	8.095268643639e-02	0	nan	4.348066563476e-01	1.890568284042e-01	8.220316741812e-02	3.249381165214e-03	2.303103402446e-03	7.473163342321e-03	5.296844859257e-03	-2.237867957842e-03	0.000000000000e+00	9.033426530417e-03	2.939589849784e-03	6.206228069831e-02	1.560263188096e-03
primary	galaxy	NGC3521	4.120000000000e+00	3.156854322720e-10	3.807129068182e-10	8.134305913636e-02	0	nan	4.200732952052e-01	1.764615733445e-01	7.412679459192e-02	2.713618613372e-02	-1.941059597985e-02	6.459869371242e-02	-4.620764090794e-02	-8.963947851075e-03	0.000000000000e+00	-1.390829405173e-02	1.176687717283e-02	6.086602957373e-02	-7.850698776415e-02
primary	galaxy	NGC3521	4.290000000000e+00	3.009273952727e-10	3.590088460409e-10	7.664342376326e-02	0	nan	3.992804799915e-01	1.594249017022e-01	6.365525127425e-02	4.767972196495e-02	-3.818292109928e-02	1.194141070106e-01	-9.562932077244e-02	-1.541802970967e-02	0.000000000000e+00	-3.592226726712e-02	2.023719508113e-02	5.971815402006e-02	-1.553363742777e-01
primary	galaxy	NGC3521	4.460000000000e+00	2.864521914678e-10	3.516899497962e-10	8.910780859450e-02	0	nan	3.778709030680e-01	1.427864193854e-01	5.395483323902e-02	5.836426570410e-02	-4.978318274255e-02	1.544555699585e-01	-1.317465365508e-01	-2.037479220858e-02	0.000000000000e+00	-5.451875157159e-02	2.671786178128e-02	5.876094064571e-02	-2.089743215301e-01
primary	galaxy	NGC3521	4.640000000000e+00	2.686612589337e-10	3.380468051920e-10	9.977179036596e-02	0	nan	3.500237994538e-01	1.225166601841e-01	4.288374689402e-02	5.479763132600e-02	-5.140218385249e-02	1.565540155027e-01	-1.468533966339e-01	-2.304912621049e-02	0.000000000000e+00	-6.857638888255e-02	3.015586467897e-02	5.806434241846e-02	-2.251304043852e-01
primary	galaxy	NGC3521	4.810000000000e+00	2.523839211704e-10	3.143488534892e-10	9.535019720748e-02	0	nan	3.228804374508e-01	1.042517768884e-01	3.366085932675e-02	5.116442042327e-02	-5.185209515463e-02	1.584624352817e-01	-1.605922475948e-01	-2.548128458556e-02	0.000000000000e+00	-8.136102995401e-02	3.328253753852e-02	5.743082498525e-02	-2.398234652357e-01
primary	galaxy	NGC3521	4.980000000000e+00	2.365303487818e-10	3.149673044360e-10	1.243786014730e-01	0	nan	2.947056261419e-01	8.685140607968e-02	2.559559801002e-02	3.695632881352e-02	-4.704209079878e-02	1.254008255537e-01	-1.596239997676e-01	-2.138660489436e-02	0.000000000000e+00	-9.692358699075e-02	2.790317061815e-02	5.760552597755e-02	-2.223244125445e-01
primary	galaxy	NGC3521	5.150000000000e+00	2.227729407166e-10	2.990578542749e-10	1.278927751478e-01	0	nan	2.686811917505e-01	7.218958280045e-02	1.939598313879e-02	1.473338150775e-02	-3.840692882371e-02	5.483592435988e-02	-1.429461011896e-01	-1.030236186735e-02	0.000000000000e+00	-1.155281390097e-01	1.341451263696e-02	5.864413014926e-02	-1.703640633696e-01
primary	galaxy	NGC3521	5.320000000000e+00	2.097816775297e-10	2.763739014714e-10	1.197294754134e-01	0	nan	2.425863078993e-01	5.884811678019e-02	1.427574737653e-02	-3.259647105759e-03	-3.076234376514e-02	-1.343706136586e-02	-1.268098930708e-01	4.218700547575e-04	0.000000000000e+00	-1.335284237537e-01	-6.035604106844e-04	5.964900093616e-02	-1.200913623878e-01
primary	galaxy	NGC3521	5.490000000000e+00	1.981072538779e-10	2.728688937242e-10	1.390536522405e-01	0	nan	2.177191318709e-01	4.740162038261e-02	1.032023963897e-02	-1.597524559171e-02	-2.626673253872e-02	-7.337547901478e-02	-1.206450361666e-01	9.044415767364e-03	0.000000000000e+00	-1.573327756740e-01	-1.187086534269e-02	5.976668422650e-02	-8.395729665922e-02
primary	galaxy	NGC3521	5.670000000000e+00	1.869302104822e-10	2.666698386743e-10	1.542944031994e-01	0	nan	1.924982489398e-01	3.705557584489e-02	7.133133463599e-03	-2.485534087522e-02	-2.369398577809e-02	-1.291198284250e-01	-1.230867600541e-01	1.625390760729e-02	0.000000000000e+00	-1.876466742666e-01	-2.128771335750e-02	5.909501892420e-02	-5.852684584160e-02
primary	galaxy	NGC3521	5.840000000000e+00	1.774481155690e-10	2.400840328399e-10	1.312918859240e-01	0	nan	1.698901456194e-01	2.886266157858e-02	4.903481778547e-03	-3.060836569827e-02	-2.129108792400e-02	-1.801656334255e-01	-1.253226774653e-01	2.285573036615e-02	0.000000000000e+00	-2.154054941781e-01	-2.991084005231e-02	5.847996652140e-02	-3.523986075258e-02
primary	galaxy	NGC3521	6.010000000000e+00	1.687178026594e-10	2.423520538848e-10	1.572857940126e-01	0	nan	1.479796645724e-01	2.189798112696e-02	3.240455901980e-03	-3.386409567111e-02	-1.900685121833e-02	-2.288429006037e-01	-1.284423185662e-01	2.949287585005e-02	0.000000000000e+00	-2.428637688681e-01	-3.856013089831e-02	5.783170608503e-02	-1.402086826437e-02
primary	galaxy	NGC3521	6.190000000000e+00	1.605216064785e-10	2.375297505376e-10	1.701845151914e-01	0	nan	1.263522513962e-01	1.596489143289e-02	2.017199975841e-03	-3.333420292610e-02	-1.863358343575e-02	-2.638196198149e-01	-1.474732996828e-01	4.007080676041e-02	0.000000000000e+00	-2.793831095903e-01	-5.202279637929e-02	5.631606164121e-02	-1.556348977539e-02
primary	galaxy	NGC3521	6.350000000000e+00	1.536764501935e-10	2.381130685485e-10	1.901759116830e-01	0	nan	1.074260740571e-01	1.154036138733e-02	1.239735717042e-03	-3.159041192085e-02	-1.761043872310e-02	-2.940665215416e-01	-1.639307670663e-01	4.921830955465e-02	0.000000000000e+00	-3.109640278371e-01	-6.366493803713e-02	5.500537414453e-02	-1.689750629546e-02
primary	galaxy	NGC3521	6.640000000000e+00	1.419103725376e-10	2.152385040128e-10	1.809058247322e-01	0	nan	7.283289409784e-02	5.304630462667e-03	3.863515887156e-04	-2.394044553398e-02	-1.511096298520e-02	-3.287037516568e-01	-2.074744272129e-01	6.868922657905e-02	0.000000000000e+00	-3.718263030413e-01	-8.781699219177e-02	5.201345790214e-02	-4.312255138445e-02
primary	galaxy	NGC3521	8.820000000000e+00	8.524301186164e-11	1.620389644722e-10	2.789606730250e-01	0	nan	-1.485224599587e-01	2.205892111219e-02	-3.276245227619e-03	1.880824101241e-02	9.402180500424e-02	-1.266356685557e-01	-6.330477224142e-01	8.038657888734e-02	0.000000000000e+00	-6.963655566921e-01	-9.048252099431e-02	2.330283526760e-02	-5.697298881364e-01
primary	galaxy	NGC3521	1.107000000000e+01	5.728724335025e-11	1.291042155958e-10	3.528824987711e-01	0	nan	-3.211233214517e-01	1.031201875802e-01	-3.311429714447e-02	-1.348599748264e-02	2.983886197299e-01	4.199631911403e-02	-9.292025829234e-01	-3.942312965827e-02	0.000000000000e+00	-9.082044233664e-01	3.833048328288e-02	8.891458663565e-03	-9.502007424805e-01
primary	galaxy	NGC3521	1.332000000000e+01	4.113464389794e-11	1.032475299751e-10	3.996719287049e-01	0	nan	-4.649735040707e-01	2.162003594877e-01	-1.005274387324e-01	3.076659479821e-02	4.819040175098e-01	-6.616849030936e-02	-1.036411781082e+00	6.769803850552e-02	0.000000000000e+00	-1.069496026237e+00	-6.283563363601e-02	5.968847185565e-03	-1.003327535927e+00
primary	galaxy	NGC5055	7.200000000000e-01	9.138068212750e-10	7.032941166329e-10	-1.137174112382e-01	0	nan	8.816731495533e-01	7.773475426432e-01	6.853664562197e-01	1.313372908441e-01	6.304737824431e-01	1.489636957989e-01	7.150878789522e-01	1.056695741748e-01	0.000000000000e+00	7.895697268516e-01	-1.144299621752e-01	1.836213916183e-02	6.406060310527e-01
primary	galaxy	NGC5055	1.430000000000e+00	6.537093037380e-10	5.947623193859e-10	-4.104121958869e-02	0	nan	7.362034199391e-01	5.419954755301e-01	3.990189226768e-01	1.561278480176e-01	3.100030191973e-01	2.120716147046e-01	4.210833728848e-01	8.942640031722e-02	0.000000000000e+00	5.271191802371e-01	-1.087624240303e-01	3.881334486166e-02	3.150475655325e-01
primary	galaxy	NGC5055	2.160000000000e+00	5.202092096276e-10	4.753743102165e-10	-3.914232830229e-02	0	nan	6.369967904994e-01	4.057649111065e-01	2.584709460721e-01	5.542492461147e-02	2.002336264500e-01	8.700973919825e-02	3.143400868519e-01	2.782240254892e-02	0.000000000000e+00	3.578449564510e-01	-3.520621542586e-02	4.812010356750e-02	2.708352172528e-01
primary	galaxy	NGC5055	2.870000000000e+00	4.453077968859e-10	4.206125008798e-10	-2.477812319240e-02	0	nan	5.694790532042e-01	3.243063920383e-01	1.846856970861e-01	8.033840834290e-03	1.004053742720e-01	1.410735090095e-02	1.763109173324e-01	2.389943756110e-03	0.000000000000e+00	1.833645927829e-01	-3.117027720120e-03	5.723784059087e-02	1.692572418819e-01
primary	galaxy	NGC5055	3.590000000000e+00	3.375129189131e-10	3.327801886520e-10	-6.132937279742e-03	0	nan	4.491091548388e-01	2.016990329600e-01	9.058488222445e-02	3.256629556866e-02	3.625306905336e-03	7.251309668882e-02	8.072217781081e-03	-8.616556709924e-04	0.000000000000e+00	4.432876612549e-02	1.142959839349e-03	6.182258117267e-02	-2.818433056333e-02
primary	galaxy	NGC5055	4.300000000000e+00	2.793633769364e-10	2.720747263929e-10	-1.148127069235e-02	0	nan	3.669882257487e-01	1.346803578382e-01	4.942610556622e-02	3.527138271458e-02	-3.328623846968e-02	9.611039330383e-02	-9.070110737688e-02	-8.380235533728e-03	0.000000000000e+00	-4.264591072496e-02	1.105543223476e-02	6.072750394369e-02	-1.387563040288e-01
primary	galaxy	NGC5055	5.030000000000e+00	2.418339917029e-10	2.449913170599e-10	5.633348066729e-03	0	nan	3.043360983326e-01	9.262046074832e-02	2.818774964991e-02	1.696506235355e-02	-4.984495407064e-02	5.574449579426e-02	-1.637825888672e-01	-9.347071419278e-03	0.000000000000e+00	-1.359103409700e-01	1.222715463026e-02	5.804283114593e-02	-1.916548367643e-01
primary	galaxy	NGC5055	5.750000000000e+00	2.161524058911e-10	2.277056070832e-10	2.261365110442e-02	0	nan	2.555788277772e-01	6.532053720795e-02	1.669454632938e-02	1.541312856688e-03	-5.390470095153e-02	6.030675037104e-03	-2.109122317383e-01	-2.358103855501e-03	0.000000000000e+00	-2.078968942197e-01	3.023463279531e-03	5.537172084207e-02	-2.139275692568e-01
primary	galaxy	NGC5055	6.460000000000e+00	1.980930419239e-10	2.087744131726e-10	2.280805054901e-02	0	nan	2.176879750379e-01	4.738805447612e-02	1.031580961989e-02	-3.037834717762e-02	-5.150236917937e-02	-1.395499552620e-01	-2.365880300480e-01	3.349972743372e-02	0.000000000000e+00	-3.063630076790e-01	-4.314913685542e-02	5.325622916461e-02	-1.668130524171e-01
primary	galaxy	NGC5055	7.180000000000e+00	1.737287546223e-10	1.878388174227e-10	3.391363897106e-02	0	nan	1.606904603687e-01	2.582142405350e-02	4.149256518531e-03	-2.482270328113e-03	-6.173795874854e-02	-1.544752764052e-02	-3.842042558525e-01	5.833267385642e-03	0.000000000000e+00	-3.919280196728e-01	-7.278124627881e-03	4.276655812538e-02	-3.764804920323e-01
primary	galaxy	NGC5055	7.910000000000e+00	1.536512968962e-10	1.738630972527e-10	5.367118174112e-02	0	nan	1.073549842297e-01	1.152509263897e-02	1.237276138503e-03	-1.379180503728e-02	-4.185542633147e-02	-1.284691636465e-01	-3.898787432346e-01	4.757535981382e-02	0.000000000000e+00	-4.541133250579e-01	-5.909942934269e-02	4.167832202479e-02	-3.256441614114e-01
primary	galaxy	NGC5055	8.620000000000e+00	1.371511861854e-10	1.595425869221e-10	6.567706163318e-02	0	nan	5.801832201065e-02	3.366125688932e-03	1.952969641488e-04	-1.910220117699e-02	-2.272446975176e-02	-3.292442889589e-01	-3.916774729815e-01	1.290188216090e-01	0.000000000000e+00	-5.562996174610e-01	-1.573593538734e-01	3.975529300445e-02	-2.270553285021e-01
primary	galaxy	NGC5055	1.149000000000e+01	8.813676691636e-11	1.196916535482e-10	1.329067514021e-01	0	nan	-1.340241306218e-01	1.796246758894e-02	-2.407404102430e-03	7.194154053661e-02	4.595506672016e-02	-5.367805051436e-01	-3.428865123537e-01	1.836960685868e-01	0.000000000000e+00	-6.112767649255e-01	-2.214430240605e-01	3.917373499111e-02	-7.449625978196e-02
primary	galaxy	NGC5055	1.430000000000e+01	6.211980891912e-11	9.617182512368e-11	1.898177468848e-01	0	nan	-2.859511348813e-01	8.176805153991e-02	-2.338166713487e-02	4.408462691710e-02	2.885302775222e-01	-1.541683929158e-01	-1.009019522311e+00	1.363908261749e-01	0.000000000000e+00	-1.086103718769e+00	-1.343036261375e-01	6.858628280910e-03	-9.319353258531e-01
