id	ra_deg	dec_deg	z	z_err	q_flag	member_flag	sep_arcmin	R_proj_Mpc	obj_type	z_bibcode
MACS gJ071713.59+374443.2	109.306625	37.745331	0.454400	3.0E-4	SLS		3.613	1.3845	G	2014ApJS..211...21E
WISEA J071713.97+373709.0	109.308151	37.619301	0.285000	3.0E-4	SLS		8.890	3.4067	G	2014ApJS..211...21E
MACS gJ071714.03+373615.6	109.308456	37.604328	0.347200	3.0E-4	SLS		9.717	3.7239	G	2014ApJS..211...21E
MACS gJ071714.38+374434.8	109.309914	37.743000	1.011900	0.001	SLS		3.487	1.3362	G	2014ApJS..211...21E
MACS gJ071714.63+374115.9	109.310959	37.687752	0.659000	3.0E-4	SLS		5.274	2.0211	G	2014ApJS..211...21E
MACS gJ071714.78+374512.3	109.311584	37.753422	0.319200	3.0E-4	SLS		3.327	1.2751	G	2014ApJS..211...21E
MACS gJ071714.90+373546.8	109.312080	37.596329	0.461200	3.0E-4	SLS		10.109	3.8742	G	2014ApJS..211...21E
WISEA J071715.06+373817.3	109.312500	37.637970	0.492800	3.0E-4	SLS		7.782	2.9824	G	2014ApJS..211...21E
MACS gJ071715.06+374509.5	109.312752	37.752640	0.547600	5.0E-4	SLS		3.274	1.2547	G	2014ApJS..211...21E
WISEA J071715.28+373341.0	109.313126	37.561749	0.478200	3.0E-4	SLS		12.076	4.6278	G	2014ApJS..211...21E
MACS gJ071715.38+374941.3	109.314087	37.828140	0.556800	3.0E-4	SLS		5.407	2.0720	G	2014ApJS..211...21E
MACS gJ071715.51+374246.7	109.314629	37.712971	0.549900	3.0E-4	SLS		4.080	1.5637	G	2014ApJS..211...21E
MACS gJ071715.55+374947.8	109.314789	37.829941	0.494500	3.0E-4	SLS		5.475	2.0981	G	2014ApJS..211...21E
MACS gJ071715.56+374212.9	109.314835	37.703579	0.354100	3.0E-4	SLS		4.448	1.7047	G	2014ApJS..211...21E
MACS gJ071715.69+374839.5	109.315392	37.810970	0.364300	5.0E-4	SLS		4.575	1.7533	G	2014ApJS..211...21E
MACS gJ071715.70+374008.7	109.315414	37.669079	0.387500	3.0E-4	SLS		6.067	2.3252	G	2014ApJS..211...21E
WISEA J071715.72+374801.5	109.315544	37.800419	0.417500	3.0E-4	SLS		4.133	1.5837	G	2014ApJS..211...21E
MACS gJ071715.81+373702.1	109.315872	37.617249	0.591500	3.0E-4	SLS		8.867	3.3982	G	2014ApJS..211...21E
MACS gJ071716.51+374011.0	109.318794	37.669720	0.384200	3.0E-4	SLS		5.953	2.2812	G	2014ApJS..211...21E
MACS gJ071716.55+373842.4	109.318962	37.645111	0.665900	3.0E-4	SLS		7.265	2.7841	G	2014ApJS..211...21E
MACS gJ071716.60+374014.7	109.319168	37.670750	1.050300	0.001	SLS		5.890	2.2573	G	2014ApJS..211...21E
WISEA J071716.75+374652.0	109.319946	37.781368	0.547400	3.0E-4	SLS		3.312	1.2692	G	2014ApJS..211...21E
MACS gJ071716.98+375225.5	109.320747	37.873749	0.658200	3.0E-4	SLS		7.657	2.9343	G	2014ApJS..211...21E
WISEA J071717.00+374914.9	109.320831	37.820950	0.548400	3.0E-4	SLS		4.870	1.8663	G	2014ApJS..211...21E
WISEA J071716.98+373721.3	109.320961	37.622860	0.483300	3.0E-4	SLS		8.468	3.2451	G	2014ApJS..211...21E
MACS gJ071717.03+374624.6	109.320953	37.773510	0.547400	0.001	SLS		3.075	1.1783	G	2014ApJS..211...21E
MACS gJ071717.05+373615.8	109.321045	37.604389	0.749400	3.0E-4	SLS		9.516	3.6469	G	2014ApJS..211...21E
MACS gJ071717.09+374621.9	109.321220	37.772758	0.534800	0.001	SLS		3.047	1.1678	G	2014ApJS..211...21E
MACS gJ071717.15+374550.9	109.321457	37.764141	0.544700	5.0E-4	SLS		2.902	1.1122	G	2014ApJS..211...21E
MACS gJ071717.23+373633.0	109.321793	37.609169	0.389200	3.0E-4	SLS		9.232	3.5380	G	2014ApJS..211...21E
MACS gJ071717.38+373710.3	109.322418	37.619530	0.485600	3.0E-4	SLS		8.633	3.3084	G	2014ApJS..211...21E
MACS gJ071717.56+373547.3	109.323166	37.596470	0.347800	3.0E-4	SLS		9.942	3.8099	G	2014ApJS..211...21E
WISEA J071717.55+374133.4	109.323166	37.692860	0.494700	3.0E-4	SLS		4.676	1.7918	G	2014ApJS..211...21E
MACS gJ071717.58+374936.9	109.323250	37.826920	0.544300	5.0E-4	SLS		5.099	1.9543	G	2014ApJS..211...21E
WISEA J071717.70+374124.5	109.323708	37.690109	0.575600	3.0E-4	SLS		4.795	1.8374	G	2014ApJS..211...21E
MACS gJ071717.70+374550.7	109.323738	37.764091	0.547900	0.001	SLS		2.795	1.0712	G	2014ApJS..211...21E
MACS gJ071717.72+374911.9	109.323822	37.819981	0.227700	3.0E-4	SLS		4.740	1.8164	G	2014ApJS..211...21E
MACS gJ071717.87+374408.0	109.324455	37.735550	0.660400	5.0E-4	SLS		2.968	1.1375	G	2014ApJS..211...21E
MACS gJ071717.95+374351.3	109.324791	37.730919	0.532300	3.0E-4	SLS		3.077	1.1792	G	2014ApJS..211...21E
MACS gJ071718.16+373836.7	109.325668	37.643532	0.420800	3.0E-4	SLS		7.228	2.7701	G	2014ApJS..211...21E
MACS gJ071718.25+374841.3	109.326042	37.811470	0.682700	3.0E-4	SLS		4.268	1.6354	G	2014ApJS..211...21E
MACS gJ071718.29+373918.4	109.326210	37.655109	0.386300	3.0E-4	SLS		6.577	2.5205	G	2014ApJS..211...21E
MACS gJ071718.39+374730.8	109.326622	37.791889	0.553200	5.0E-4	SLS		3.401	1.3034	G	2014ApJS..211...21E
MACS gJ071718.48+374605.2	109.327003	37.768101	0.665600	3.0E-4	SLS		2.700	1.0347	G	2014ApJS..211...21E
MACS gJ071718.52+373931.6	109.327164	37.658779	0.546300	3.0E-4	SLS		6.357	2.4363	G	2014ApJS..211...21E
WISEA J071718.53+374518.2	109.327209	37.754971	0.556800	3.0E-4	SLS		2.584	0.9902	G	2014ApJS..211...21E
MACS gJ071718.54+375145.7	109.327248	37.862690	0.966800	0.001	SLS		6.926	2.6543	G	2014ApJS..211...21E
WISEA J071718.55+374618.5	109.327423	37.771809	0.658200	3.0E-4	SLS		2.752	1.0545	G	2014ApJS..211...21E
MACS gJ071718.60+373933.8	109.327499	37.659389	0.546300	3.0E-4	SLS		6.317	2.4210	G	2014ApJS..211...21E
WISEA J071718.64+374004.5	109.327873	37.667782	0.385500	3.0E-4	SLS		5.853	2.2431	G	2014ApJS..211...21E
MACS gJ071718.82+374138.3	109.328430	37.693981	0.300100	3.0E-4	SLS		4.476	1.7154	G	2014ApJS..211...21E
WISEA J071718.89+375013.4	109.328583	37.837078	0.456400	3.0E-4	SLS		5.501	2.1080	G	2014ApJS..211...21E
MACS gJ071718.89+373930.6	109.328705	37.658501	0.545500	3.0E-4	SLS		6.343	2.4309	G	2014ApJS..211...21E
MACS gJ071718.93+373723.0	109.328873	37.623051	0.429500	5.0E-4	SLS		8.336	3.1947	G	2014ApJS..211...21E
MACS gJ071718.94+373757.3	109.328918	37.632580	0.392600	0.001	SLS		7.792	2.9862	G	2014ApJS..211...21E
MACS gJ071718.98+373536.2	109.329086	37.593391	0.385000	3.0E-4	SLS		10.045	3.8497	G	2014ApJS..211...21E
WISEA J071719.10+374649.9	109.329437	37.780560	0.660400	0.001	SLS		2.896	1.1099	G	2014ApJS..211...21E
MACS gJ071719.08+373755.0	109.329498	37.631939	0.485700	3.0E-4	SLS		7.820	2.9968	G	2014ApJS..211...21E
MACS gJ071719.22+374622.4	109.330086	37.772888	0.499800	3.0E-4	SLS		2.658	1.0188	G	2014ApJS..211...21E
WISEA J071719.34+373908.7	109.330414	37.652470	0.667100	3.0E-4	SLS		6.647	2.5472	G	2014ApJS..211...21E
MACS gJ071719.37+373751.5	109.330711	37.630970	0.488300	3.0E-4	SLS		7.857	3.0111	G	2014ApJS..211...21E
MACS gJ071719.46+373723.0	109.331085	37.623051	0.487600	5.0E-4	SLS		8.305	3.1829	G	2014ApJS..211...21E
WISEA J071719.69+374540.3	109.331665	37.761440	0.544400	3.0E-4	SLS		2.398	0.9190	G	2014ApJS..211...21E
MACS gJ071719.72+373852.7	109.332169	37.647968	0.489200	3.0E-4	SLS		6.870	2.6328	G	2014ApJS..211...21E
MACS gJ071719.74+373907.6	109.332253	37.652111	0.254300	0.001	SLS		6.635	2.5429	G	2014ApJS..211...21E
MACS gJ071719.74+374442.1	109.332253	37.745029	0.539400	3.0E-4	SLS		2.428	0.9305	G	2014ApJS..211...21E
MACS gJ071719.75+373828.5	109.332291	37.641251	0.490300	3.0E-4	SLS		7.248	2.7777	G	2014ApJS..211...21E
WISEA J071719.77+374627.3	109.332291	37.774529	0.554900	3.0E-4	SLS		2.604	0.9979	G	2014ApJS..211...21E
WISEA J071719.78+373623.1	109.332375	37.606411	0.404800	3.0E-4	SLS		9.250	3.5449	G	2014ApJS..211...21E
MACS gJ071719.79+374605.4	109.332458	37.768169	0.534600	5.0E-4	SLS		2.454	0.9404	G	2014ApJS..211...21E
MACS gJ071719.86+373322.5	109.332748	37.556252	0.500200	5.0E-4	SLS		12.182	4.6686	G	2014ApJS..211...21E
MACS gJ071719.95+374057.8	109.333122	37.682720	0.576300	3.0E-4	SLS		4.941	1.8934	G	2014ApJS..211...21E
MACS gJ071720.04+374724.8	109.333504	37.790218	0.535400	0.001	SLS		3.089	1.1838	G	2014ApJS..211...21E
MACS gJ071720.09+374213.7	109.333710	37.703800	0.575100	3.0E-4	SLS		3.850	1.4755	G	2014ApJS..211...21E
WISEA J071720.13+373855.7	109.333931	37.648960	0.388300	3.0E-4	SLS		6.786	2.6004	G	2014ApJS..211...21E
MACS gJ071720.17+374358.5	109.334045	37.732922	0.660700	3.0E-4	SLS		2.636	1.0103	G	2014ApJS..211...21E
MACS gJ071720.21+374313.6	109.334206	37.720440	0.544400	5.0E-4	SLS		3.084	1.1820	G	2014ApJS..211...21E
MACS gJ071720.32+375211.4	109.334663	37.869831	0.586300	5.0E-4	SLS		7.209	2.7628	G	2014ApJS..211...21E
MACS gJ071720.42+374724.8	109.335083	37.790218	0.542200	3.0E-4	SLS		3.034	1.1628	G	2014ApJS..211...21E
MACS gJ071720.45+374345.4	109.335205	37.729279	0.541500	5.0E-4	SLS		2.710	1.0387	G	2014ApJS..211...21E
MACS gJ071720.46+374612.5	109.335251	37.770142	0.547400	3.0E-4	SLS		2.369	0.9080	G	2014ApJS..211...21E
MACS gJ071720.54+374332.7	109.335587	37.725750	0.660200	3.0E-4	SLS		2.825	1.0826	G	2014ApJS..211...21E
MACS gJ071720.54+374545.2	109.335587	37.762550	0.545800	5.0E-4	SLS		2.226	0.8530	G	2014ApJS..211...21E
MACS gJ071720.62+374555.4	109.335915	37.765388	0.542100	3.0E-4	SLS		2.249	0.8619	G	2014ApJS..211...21E
WISEA J071720.72+373622.8	109.336166	37.606411	0.403500	3.0E-4	SLS		9.206	3.5280	G	2014ApJS..211...21E
MACS gJ071720.84+374609.7	109.336823	37.769348	0.531600	5.0E-4	SLS		2.282	0.8747	G	2014ApJS..211...21E
MACS gJ071720.95+374202.6	109.337280	37.700722	0.240400	0.001	SLS		3.907	1.4972	G	2014ApJS..211...21E
MACS gJ071721.15+374700.0	109.338127	37.783329	0.540600	3.0E-4	SLS		2.653	1.0169	G	2014ApJS..211...21E
WISEA J071721.27+374455.0	109.338417	37.748299	0.556300	3.0E-4	SLS		2.098	0.8039	G	2014ApJS..211...21E
MACS gJ071721.44+373342.4	109.339333	37.561779	0.547300	3.0E-4	SLS		11.799	4.5219	G	2014ApJS..211...21E
MACS gJ071721.45+374227.8	109.339378	37.707722	0.544300	3.0E-4	SLS		3.502	1.3422	G	2014ApJS..211...21E
MACS gJ071721.51+373911.3	109.339622	37.653141	0.488400	3.0E-4	SLS		6.461	2.4761	G	2014ApJS..211...21E
MACS gJ071721.52+373857.0	109.339668	37.649170	0.490900	3.0E-4	SLS		6.688	2.5629	G	2014ApJS..211...21E
MACS gJ071721.52+373906.6	109.339668	37.651829	0.489500	3.0E-4	SLS		6.535	2.5046	G	2014ApJS..211...21E
MACS gJ071721.73+374421.8	109.340561	37.739399	0.539400	3.0E-4	SLS		2.178	0.8347	G	2014ApJS..211...21E
MACS gJ071722.04+374018.1	109.341835	37.671700	0.537500	3.0E-4	SLS		5.375	2.0599	G	2014ApJS..211...21E
MACS gJ071722.08+374527.8	109.342003	37.757721	0.422200	3.0E-4	SLS		1.886	0.7228	G	2014ApJS..211...21E
MACS gJ071722.13+374322.6	109.342209	37.722950	0.660100	5.0E-4	SLS		2.708	1.0378	G	2014ApJS..211...21E
MACS gJ071722.14+374504.5	109.342247	37.751251	0.546100	3.0E-4	SLS		1.888	0.7235	G	2014ApJS..211...21E
MACS gJ071722.18+375028.3	109.342415	37.841190	0.676100	3.0E-4	SLS		5.464	2.0941	G	2014ApJS..211...21E
MACS gJ071722.23+374554.6	109.342613	37.765179	0.542600	0.001	SLS		1.940	0.7436	G	2014ApJS..211...21E
MACS gJ071722.29+374158.8	109.342873	37.699669	0.467300	3.0E-4	SLS		3.826	1.4661	G	2014ApJS..211...21E
MACS gJ071722.31+375108.0	109.342957	37.852219	1.198400	0.001	SLS		6.083	2.3312	G	2014ApJS..211...21E
MACS gJ071722.45+374258.5	109.343544	37.716251	0.542700	3.0E-4	SLS		2.972	1.1391	G	2014ApJS..211...21E
MACS gJ071722.47+374249.5	109.343628	37.713749	0.637700	3.0E-4	SLS		3.091	1.1844	G	2014ApJS..211...21E
MACS gJ071722.61+374719.0	109.344208	37.788609	0.546000	3.0E-4	SLS		2.662	1.0203	G	2014ApJS..211...21E
MACS gJ071722.69+374240.9	109.344543	37.711361	0.488600	3.0E-4	SLS		3.184	1.2201	G	2014ApJS..211...21E
MACS gJ071722.72+373718.2	109.344666	37.621719	0.555500	3.0E-4	SLS		8.220	3.1503	G	2014ApJS..211...21E
MACS gJ071722.77+373746.8	109.344872	37.629669	0.586900	3.0E-4	SLS		7.753	2.9711	G	2014ApJS..211...21E
MACS gJ071722.82+374540.9	109.345085	37.761360	0.537500	3.0E-4	SLS		1.770	0.6783	G	2014ApJS..211...21E
MACS gJ071722.83+374632.1	109.345123	37.775589	0.538200	3.0E-4	SLS		2.109	0.8083	G	2014ApJS..211...21E
MACS gJ071722.87+374508.3	109.345276	37.752312	0.547600	3.0E-4	SLS		1.737	0.6658	G	2014ApJS..211...21E
WISEA J071722.96+374100.1	109.345428	37.683208	0.238400	3.0E-4	SLS		4.669	1.7895	G	2014ApJS..211...21E
WISEA J071723.08+373728.0	109.345955	37.624310	0.431400	3.0E-4	SLS		8.056	3.0871	G	2014ApJS..211...21E
MACS gJ071723.06+374718.8	109.346085	37.788559	0.549200	3.0E-4	SLS		2.602	0.9970	G	2014ApJS..211...21E
MACS gJ071723.09+374516.9	109.346207	37.754700	0.531500	3.0E-4	SLS		1.683	0.6450	G	2014ApJS..211...21E
MACS gJ071723.14+374438.8	109.346420	37.744110	0.539000	3.0E-4	SLS		1.808	0.6928	G	2014ApJS..211...21E
WISEA J071723.28+374627.3	109.346497	37.773998	0.545900	3.0E-4	SLS		2.002	0.7671	G	2014ApJS..211...21E
WISEA J071723.22+374249.5	109.346832	37.713829	0.637500	3.0E-4	SLS		3.000	1.1498	G	2014ApJS..211...21E
WISEA J071723.43+373340.1	109.347374	37.561161	0.712200	3.0E-4	SLS		11.777	4.5133	G	2014ApJS..211...21E
MACS gJ071723.50+374750.3	109.347916	37.797310	0.562300	3.0E-4	SLS		2.973	1.1393	G	2014ApJS..211...21E
MACS gJ071723.56+374631.5	109.348167	37.775421	0.550700	3.0E-4	SLS		1.986	0.7612	G	2014ApJS..211...21E
MACS gJ071723.59+374427.7	109.348289	37.741032	0.528500	3.0E-4	SLS		1.808	0.6928	G	2014ApJS..211...21E
MACS gJ071723.65+374638.9	109.348541	37.777470	0.550100	3.0E-4	SLS		2.049	0.7851	G	2014ApJS..211...21E
MACS gJ071723.66+374713.3	109.348587	37.787029	0.545600	3.0E-4	SLS		2.455	0.9408	G	2014ApJS..211...21E
MACS gJ071723.72+374611.0	109.348831	37.769718	0.326500	0.001	SLS		1.774	0.6799	G	2014ApJS..211...21E
MACS gJ071723.76+373738.2	109.348999	37.627281	0.591700	3.0E-4	SLS		7.852	3.0089	G	2014ApJS..211...21E
MACS gJ071723.90+374610.6	109.349586	37.769611	0.542800	3.0E-4	SLS		1.740	0.6667	G	2014ApJS..211...21E
MACS gJ071724.05+374615.8	109.350212	37.771061	0.552000	3.0E-4	SLS		1.758	0.6738	G	2014ApJS..211...21E
MACS gJ071724.11+373228.4	109.350456	37.541222	0.718900	3.0E-4	SLS		12.945	4.9611	G	2014ApJS..211...21E
MACS gJ071724.15+374658.2	109.350624	37.782829	0.544400	0.001	SLS		2.201	0.8435	G	2014ApJS..211...21E
MACS gJ071724.25+374641.0	109.351044	37.778061	0.318400	3.0E-4	SLS		1.983	0.7600	G	2014ApJS..211...21E
MACS gJ071724.36+374657.8	109.351501	37.782719	0.491000	3.0E-4	SLS		2.169	0.8311	G	2014ApJS..211...21E
MACS gJ071724.37+374556.5	109.351555	37.765701	0.546800	3.0E-4	SLS		1.553	0.5950	G	2014ApJS..211...21E
MACS gJ071724.37+374620.8	109.351540	37.772449	0.541500	0.001	SLS		1.752	0.6714	G	2014ApJS..211...21E
WISEA J071724.42+374535.9	109.351593	37.759979	0.545100	3.0E-4	SLS		1.451	0.5561	G	2014ApJS..211...21E
WISEA J071724.51+374200.8	109.352211	37.700310	0.350600	3.0E-4	SLS		3.598	1.3787	G	2014ApJS..211...21E
MACS gJ071724.55+374608.5	109.352295	37.769032	0.551700	5.0E-4	SLS		1.611	0.6173	G	2014ApJS..211...21E
MACS gJ071724.69+373743.7	109.352875	37.628811	0.377200	3.0E-4	SLS		7.727	2.9611	G	2014ApJS..211...21E
WISEA J071724.77+374242.4	109.353203	37.712021	0.545900	0.001	SLS		2.941	1.1270	G	2014ApJS..211...21E
MACS gJ071724.82+374718.8	109.353416	37.788559	0.544900	3.0E-4	SLS		2.391	0.9162	G	2014ApJS..211...21E
WISEA J071724.91+374352.7	109.353500	37.731350	0.537700	5.0E-4	SLS		1.974	0.7565	G	2014ApJS..211...21E
MACS gJ071724.88+374414.2	109.353676	37.737270	0.068500	3.0E-4	SLS		1.723	0.6602	G	2014ApJS..211...21E
MACS gJ071725.06+374559.6	109.354401	37.766548	0.546200	5.0E-4	SLS		1.452	0.5564	G	2014ApJS..211...21E
MACS gJ071725.20+373349.3	109.355003	37.563690	0.401200	3.0E-4	SLS		11.582	4.4384	G	2014ApJS..211...21E
MACS gJ071725.22+374449.2	109.355080	37.747002	0.284100	3.0E-4	SLS		1.362	0.5219	G	2014ApJS..211...21E
MACS gJ071725.23+374435.7	109.355125	37.743252	0.547000	3.0E-4	SLS		1.460	0.5595	G	2014ApJS..211...21E
WISEA J071725.30+375107.4	109.355293	37.852089	0.723000	3.0E-4	SLS		5.925	2.2707	G	2014ApJS..211...21E
MACS gJ071725.29+373859.3	109.355377	37.649811	0.546000	3.0E-4	SLS		6.467	2.4782	G	2014ApJS..211...21E
WISEA J071725.24+373522.4	109.355499	37.589779	0.553000	5.0E-4	SLS		10.024	3.8416	G	2014ApJS..211...21E
MACS gJ071725.36+374229.9	109.355667	37.708309	0.551800	3.0E-4	SLS		3.092	1.1849	G	2014ApJS..211...21E
MACS gJ071725.37+373741.1	109.355705	37.628078	0.716000	3.0E-4	SLS		7.748	2.9691	G	2014ApJS..211...21E
MACS gJ071725.49+374546.4	109.356209	37.762890	0.660200	3.0E-4	SLS		1.285	0.4926	G	2014ApJS..211...21E
MACS gJ071725.55+374607.2	109.356461	37.768669	0.545400	3.0E-4	SLS		1.431	0.5485	G	2014ApJS..211...21E
MACS gJ071725.58+374625.9	109.356583	37.773861	0.545800	3.0E-4	SLS		1.619	0.6205	G	2014ApJS..211...21E
WISEA J071725.59+373240.6	109.356918	37.544891	0.462200	3.0E-4	SLS		12.695	4.8650	G	2014ApJS..211...21E
MACS gJ071725.67+374658.3	109.356956	37.782860	0.559500	3.0E-4	SLS		2.014	0.7719	G	2014ApJS..211...21E
MACS gJ071725.72+374313.2	109.357170	37.720329	0.548700	5.0E-4	SLS		2.412	0.9245	G	2014ApJS..211...21E
WISEA J071725.83+375042.2	109.357292	37.845169	0.676900	5.0E-4	SLS		5.499	2.1075	G	2014ApJS..211...21E
MACS gJ071725.83+373719.2	109.357628	37.622002	0.716600	3.0E-4	SLS		8.094	3.1020	G	2014ApJS..211...21E
MACS gJ071725.83+375019.0	109.357628	37.838612	2.100000	0.001	SLS		5.112	1.9590	G	2014ApJS..211...21E
MACS gJ071725.95+373906.0	109.358124	37.651669	0.546900	3.0E-4	SLS		6.333	2.4269	G	2014ApJS..211...21E
WISEA J071726.18+374721.7	109.359001	37.789398	0.548500	3.0E-4	SLS		2.297	0.8804	G	2014ApJS..211...21E
MACS gJ071726.17+374624.9	109.359039	37.773579	0.556900	3.0E-4	SLS		1.524	0.5839	G	2014ApJS..211...21E
MACS gJ071726.32+374530.1	109.359665	37.758362	0.535200	3.0E-4	SLS		1.057	0.4052	G	2014ApJS..211...21E
MACS gJ071726.34+374527.2	109.359749	37.757561	0.550200	3.0E-4	SLS		1.047	0.4012	G	2014ApJS..211...21E
MACS gJ071726.35+374141.3	109.359795	37.694809	0.855300	0.001	SLS		3.790	1.4524	G	2014ApJS..211...21E
MACS gJ071726.41+373429.0	109.360039	37.574718	0.545000	5.0E-4	SLS		10.899	4.1768	G	2014ApJS..211...21E
WISEA J071726.43+374056.1	109.360291	37.682110	0.546600	3.0E-4	SLS		4.522	1.7331	G	2014ApJS..211...21E
MACS gJ071726.56+373402.3	109.360664	37.567310	0.300300	3.0E-4	SLS		11.339	4.3454	G	2014ApJS..211...21E
MACS gJ071726.79+374625.6	109.361626	37.773781	0.556200	3.0E-4	SLS		1.449	0.5552	G	2014ApJS..211...21E
WISEA J071726.90+374130.1	109.362045	37.691700	0.550200	3.0E-4	SLS		3.943	1.5111	G	2014ApJS..211...21E
MACS gJ071726.91+373656.9	109.362122	37.615810	0.430800	3.0E-4	SLS		8.436	3.2330	G	2014ApJS..211...21E
MACS gJ071726.97+374707.0	109.362373	37.785278	0.350000	3.0E-4	SLS		2.004	0.7681	G	2014ApJS..211...21E
WISEA J071727.01+374338.3	109.362419	37.727310	0.545600	3.0E-4	SLS		1.925	0.7379	G	2014ApJS..211...21E
MACS gJ071727.02+374933.6	109.362587	37.826000	0.550900	5.0E-4	SLS		4.322	1.6564	G	2014ApJS..211...21E
MACS gJ071727.05+374803.6	109.362709	37.800999	0.532900	3.0E-4	SLS		2.871	1.1002	G	2014ApJS..211...21E
WISEA J071727.10+374554.9	109.362831	37.765339	0.563000	0.001	SUN		1.069	0.4097	G	2017ApJ...848...37C
MACS gJ071727.15+374401.9	109.363129	37.733860	0.574700	5.0E-4	SLS		1.571	0.6022	G	2014ApJS..211...21E
WISEA J071727.22+373716.4	109.363373	37.621578	0.552500	3.0E-4	SLS		8.086	3.0987	G	2014ApJS..211...21E
MACS gJ071727.26+374708.7	109.363586	37.785751	0.552700	5.0E-4	SLS		2.004	0.7681	G	2014ApJS..211...21E
MACS gJ071727.27+374713.0	109.363625	37.786949	0.246600	5.0E-4	SLS		2.069	0.7928	G	2014ApJS..211...21E
MACS gJ071727.33+374444.1	109.363876	37.745579	0.540500	3.0E-4	SLS		1.035	0.3966	G	2014ApJS..211...21E
MACS gJ071727.35+373656.2	109.363960	37.615608	0.667700	3.0E-4	SLS		8.439	3.2341	G	2014ApJS..211...21E
WISEA J071727.60+373704.2	109.364876	37.617859	0.545800	3.0E-4	SLS		8.300	3.1810	G	2014ApJS..211...21E
GALEXASC J071727.73+374439.1	109.365540	37.744282	0.542000	0.001	SUN		1.022	0.3915	G	2017ApJ...848...37C
MACS gJ071727.73+374711.2	109.365540	37.786449	0.552600	5.0E-4	SLS		2.005	0.7684	G	2014ApJS..211...21E
WISEA J071727.80+374517.3	109.365860	37.754902	0.546500	3.0E-4	SLS		0.751	0.2878	G	2014ApJS..211...21E
WISEA J071727.97+374858.3	109.366707	37.816002	0.688700	3.0E-4	SLS		3.695	1.4161	G	2014ApJS..211...21E
WISEA J071728.19+373820.2	109.367294	37.639172	0.386800	3.0E-4	SLS		7.017	2.6889	G	2014ApJS..211...21E
MACS gJ071728.19+374531.6	109.367455	37.758781	0.541200	3.0E-4	SLS		0.701	0.2688	G	2014ApJS..211...21E
MACS gJ071728.21+374217.6	109.367538	37.704891	0.782900	3.0E-4	SLS		3.113	1.1931	G	2014ApJS..211...21E
MACS gJ071728.23+374729.1	109.367622	37.791420	0.544000	3.0E-4	SLS		2.252	0.8632	G	2014ApJS..211...21E
MACS gJ071728.45+374201.6	109.368538	37.700439	0.284000	3.0E-4	SLS		3.365	1.2897	G	2014ApJS..211...21E
MACS gJ071728.56+374527.7	109.369003	37.757702	0.546900	3.0E-4	SLS		0.614	0.2355	G	2014ApJS..211...21E
MACS gJ071728.73+374554.4	109.369705	37.765110	0.558400	5.0E-4	SLS		0.807	0.3091	G	2014ApJS..211...21E
MACS gJ071728.76+373705.0	109.369835	37.618061	0.489400	3.0E-4	SLS		8.269	3.1689	G	2014ApJS..211...21E
MACS gJ071728.88+374542.6	109.370331	37.761841	0.540000	0.001	SUN		0.657	0.2517	G	2017ApJ...848...37C
MACS gJ071728.89+374524.3	109.370377	37.756748	0.535900	3.0E-4	SLS		0.540	0.2071	G	2014ApJS..211...21E
MACS gJ071728.97+374738.3	109.370705	37.793968	0.544300	3.0E-4	SLS		2.362	0.9053	G	2014ApJS..211...21E
MACS gJ071728.97+374741.1	109.370705	37.794750	0.536300	0.001	SLS		2.408	0.9229	G	2014ApJS..211...21E
MACS gJ071728.98+374000.7	109.370750	37.666870	1.508000	0.001	SLS		5.347	2.0490	G	2014ApJS..211...21E
WISEA J071728.99+374834.9	109.370750	37.809750	0.491000	3.0E-4	SLS		3.292	1.2617	G	2014ApJS..211...21E
MACS gJ071729.09+374622.4	109.371208	37.772888	0.549000	0.001	SUN		1.152	0.4415	G	2017ApJ...848...37C
MACS gJ071729.10+374159.6	109.371246	37.699890	0.543700	5.0E-4	SLS		3.377	1.2940	G	2014ApJS..211...21E
MACS gJ071729.18+374547.3	109.371582	37.763142	0.539700	3.0E-4	SLS		0.660	0.2530	G	2014ApJS..211...21E
WISEA J071729.32+374533.7	109.372124	37.759190	0.559000	3.0E-4	SLS		0.502	0.1926	G	2014ApJS..211...21E
MACS gJ071729.36+374316.6	109.372330	37.721279	0.540600	3.0E-4	SLS		2.104	0.8063	G	2014ApJS..211...21E
MACS gJ071729.53+374535.5	109.373039	37.759861	0.556200	3.0E-4	SLS		0.484	0.1855	G	2014ApJS..211...21E
MACS gJ071729.67+374408.4	109.373611	37.735680	0.547700	0.001	SLS		1.253	0.4800	G	2014ApJS..211...21E
MACS gJ071729.68+375047.6	109.373665	37.846550	0.688100	3.0E-4	SLS		5.473	2.0972	G	2014ApJS..211...21E
MACS gJ071729.74+374051.9	109.373917	37.681080	0.550100	3.0E-4	SLS		4.484	1.7184	G	2014ApJS..211...21E
MACS gJ071730.01+374518.4	109.375031	37.755112	0.549300	3.0E-4	SLS		0.316	0.1211	G	2014ApJS..211...21E
MACS gJ071730.03+374216.0	109.375122	37.704441	0.553100	3.0E-4	SLS		3.083	1.1814	G	2014ApJS..211...21E
MACS gJ071730.08+374521.5	109.375336	37.755970	0.564400	3.0E-4	SLS		0.301	0.1155	G	2014ApJS..211...21E
MACS gJ071730.09+374617.0	109.375381	37.771400	0.551400	5.0E-4	SLS		0.996	0.3817	G	2014ApJS..211...21E
