ID	RAdeg	DEdeg	z	qflag	zref	Rmag_Kron
CLASHVLTJ224750.67-443851.3	341.961119	-44.647592	0.08250	3	1	22.43
CLASHVLTJ224856.18-443133.0	342.234092	-44.525841	0.34620	3	1	22.62
CLASHVLTJ224828.17-443945.5	342.117364	-44.662650	0.34170	2	1	23.23
CLASHVLTJ224933.22-443914.2	342.388429	-44.653952	0.43220	3	1	22.45
CLASHVLTJ224829.55-443322.4	342.123140	-44.556222	0.33580	3	1	21.88
CLASHVLTJ224909.01-442254.1	342.287547	-44.381702	0.35470	3	1	20.81
CLASHVLTJ224908.69-443018.9	342.286201	-44.505248	0.34440	3	1	21.54
CLASHVLTJ224943.96-442433.4	342.433168	-44.409270	0.11664	3	1	23.22
CLASHVLTJ224953.39-443126.4	342.472451	-44.524003	0.56790	3	1	21.75
CLASHVLTJ224755.87-443049.9	341.982803	-44.513873	0.20930	3	1	21.10
CLASHVLTJ224831.60-442054.2	342.131655	-44.348389	0.39030	3	1	23.64
CLASHVLTJ224801.32-442137.2	342.005480	-44.360337	0.35290	3	1	18.86
CLASHVLTJ224944.13-442848.7	342.433874	-44.480190	0.21440	3	1	21.94
CLASHVLTJ224825.25-442432.0	342.105211	-44.408883	0.34900	3	1	20.14
CLASHVLTJ224802.55-443432.6	342.010627	-44.575732	1.86340	3	1	24.36
CLASHVLTJ224901.63-444228.1	342.256795	-44.707808	0.56990	3	1	22.19
CLASHVLTJ224816.69-443502.6	342.069528	-44.584064	1.98690	3	1	23.18
CLASHVLTJ224908.23-442350.7	342.284275	-44.397426	0.48890	9	1	24.24
CLASHVLTJ224801.06-442228.9	342.004434	-44.374705	0.34200	3	1	22.55
CLASHVLTJ224853.85-442340.9	342.224387	-44.394702	0.56800	3	1	19.77
CLASHVLTJ224841.15-443853.8	342.171439	-44.648278	0.34550	3	1	20.66
CLASHVLTJ224934.82-443240.4	342.395101	-44.544564	0.47596	3	1	24.11
CLASHVLTJ224921.82-443601.1	342.340929	-44.600318	0.27230	3	1	19.33
CLASHVLTJ224737.94-442613.8	341.908099	-44.437170	0.27760	3	1	21.97
CLASHVLTJ224823.90-443113.9	342.099573	-44.520527	0.45510	3	1	22.75
CLASHVLTJ224753.80-443427.4	341.974150	-44.574283	0.34723	3	1	22.83
CLASHVLTJ224941.72-444247.3	342.423819	-44.713148	0.21310	3	1	22.45
CLASHVLTJ224903.16-443102.0	342.263184	-44.517209	0.34110	3	1	21.60
CLASHVLTJ224739.52-443834.0	341.914657	-44.642778	0.39620	3	1	22.89
CLASHVLTJ224912.43-443755.0	342.301776	-44.631932	0.20930	3	1	21.78
CLASHVLTJ224929.67-443217.5	342.373640	-44.538182	2.07830	3	1	22.78
CLASHVLTJ224842.27-442358.8	342.176122	-44.399656	0.47290	3	1	22.10
CLASHVLTJ224957.19-442840.0	342.488274	-44.477764	0.35162	3	1	22.80
CLASHVLTJ224750.08-442203.9	341.958660	-44.367742	0.34770	3	1	21.19
CLASHVLTJ224844.59-443126.6	342.185792	-44.524050	0.48470	3	4	24.62
CLASHVLTJ224817.28-443422.1	342.072004	-44.572804	0.34200	3	1	21.70
CLASHVLTJ224812.07-443608.8	342.050292	-44.602450	0.35040	3	1	22.86
CLASHVLTJ224837.38-443245.3	342.155753	-44.545904	0.33130	3	1	20.43
CLASHVLTJ224839.51-443940.1	342.164630	-44.661148	0.47720	2	1	24.27
CLASHVLTJ224824.50-443038.8	342.102074	-44.510788	3.26510	3	1	23.71
CLASHVLTJ224740.03-442121.0	341.916775	-44.355828	0.20030	3	1	21.39
CLASHVLTJ224751.44-443959.6	341.964329	-44.666554	0.18850	2	1	23.22
CLASHVLTJ224932.02-444250.6	342.383411	-44.714056	0.38690	2	1	22.61
CLASHVLTJ224901.26-444212.1	342.255240	-44.703363	0.39090	9	1	24.42
CLASHVLTJ224925.44-442552.4	342.356004	-44.431219	0.34873	3	1	23.14
CLASHVLTJ224959.89-443448.3	342.499522	-44.580081	0.12360	3	1	22.43
CLASHVLTJ224856.34-443705.6	342.234747	-44.618231	0.56570	3	1	23.27
CLASHVLTJ224825.37-444201.2	342.105706	-44.700335	0.48100	3	1	22.16
CLASHVLTJ224808.56-443018.4	342.035648	-44.505122	0.29665	2	1	23.50
CLASHVLTJ224944.72-442147.7	342.436333	-44.363238	1.56740	2	1	22.38
CLASHVLTJ224924.69-443258.1	342.352886	-44.549469	0.39390	3	1	21.25
CLASHVLTJ224910.17-442339.8	342.292379	-44.394400	0.89230	3	1	21.87
CLASHVLTJ224929.82-443033.3	342.374239	-44.509240	0.35700	3	1	22.31
CLASHVLTJ224801.06-443135.5	342.004401	-44.526524	0.35010	9	1	23.23
CLASHVLTJ224832.48-444038.3	342.135349	-44.677317	0.35000	3	1	22.86
CLASHVLTJ224801.56-442449.0	342.006495	-44.413611	0.34533	3	1	21.93
CLASHVLTJ224857.76-442620.8	342.240652	-44.439110	0.00000	3	1	23.46
CLASHVLTJ224814.70-443824.3	342.061249	-44.640074	0.48380	2	1	22.66
CLASHVLTJ224902.80-443113.3	342.261686	-44.520360	0.33450	3	1	22.52
CLASHVLTJ224749.98-442358.8	341.958261	-44.399658	0.25697	3	1	23.55
CLASHVLTJ224926.97-443812.4	342.362358	-44.636773	0.47586	3	1	21.92
CLASHVLTJ224849.03-442237.6	342.204306	-44.377104	0.83030	3	1	23.87
CLASHVLTJ224850.11-444123.8	342.208794	-44.689931	0.11654	2	1	23.33
CLASHVLTJ224836.29-442403.2	342.151222	-44.400879	0.45577	2	1	23.86
CLASHVLTJ224843.10-442112.5	342.179602	-44.353484	0.20310	3	1	20.82
CLASHVLTJ224757.73-443029.3	341.990536	-44.508151	0.35242	3	1	22.84
CLASHVLTJ224923.87-443614.0	342.349460	-44.603881	0.33960	3	1	21.05
CLASHVLTJ224937.33-443921.2	342.405533	-44.655898	0.13660	2	1	22.51
CLASHVLTJ224958.25-442706.9	342.492713	-44.451926	0.57990	9	1	24.05
CLASHVLTJ224808.47-442547.9	342.035286	-44.429967	0.44330	3	1	22.90
CLASHVLTJ224810.26-442054.7	342.042765	-44.348517	0.35410	3	1	23.30
CLASHVLTJ224943.84-443401.5	342.432651	-44.567093	0.47406	3	1	23.79
CLASHVLTJ224832.49-443152.7	342.135375	-44.531309	0.23590	3	1	22.98
CLASHVLTJ224813.82-443328.6	342.057592	-44.557950	0.34310	3	1	22.63
CLASHVLTJ224852.93-443133.3	342.220550	-44.525919	0.34090	3	1	20.00
CLASHVLTJ224847.55-442929.9	342.198144	-44.491639	0.35230	3	1	21.44
CLASHVLTJ224802.44-443601.2	342.010163	-44.600321	0.34280	2	1	23.30
CLASHVLTJ224919.55-443240.8	342.331452	-44.544678	0.58260	3	1	22.49
CLASHVLTJ224847.05-442241.7	342.196021	-44.378248	0.21000	3	1	21.79
CLASHVLTJ224820.39-443203.9	342.084968	-44.534404	0.32400	3	1	22.82
CLASHVLTJ224909.01-443951.5	342.287522	-44.664305	0.67780	3	1	21.58
CLASHVLTJ224834.77-443925.8	342.144870	-44.657179	0.34200	3	1	21.38
CLASHVLTJ224811.31-443644.8	342.047116	-44.612438	0.29705	2	1	22.22
CLASHVLTJ224850.87-443309.9	342.211939	-44.552763	0.47676	3	1	22.04
CLASHVLTJ224849.94-443032.5	342.208064	-44.509038	0.35272	2	1	22.76
CLASHVLTJ224806.84-443558.6	342.028505	-44.599609	0.27390	2	1	23.24
CLASHVLTJ224938.86-442305.4	342.411911	-44.384829	0.41690	3	1	21.14
CLASHVLTJ224837.33-443601.2	342.155554	-44.600338	0.33920	3	1	23.27
CLASHVLTJ224848.43-443347.9	342.201799	-44.563313	0.34373	2	1	23.05
CLASHVLTJ224914.93-442321.4	342.312190	-44.389284	0.34710	3	1	21.66
CLASHVLTJ224910.27-443943.5	342.292799	-44.662092	0.61060	3	1	23.16
CLASHVLTJ224749.15-443545.8	341.954790	-44.596051	0.46540	3	1	22.14
CLASHVLTJ224858.21-444008.2	342.242547	-44.668938	0.34860	3	1	22.22
CLASHVLTJ224953.46-442212.3	342.472749	-44.370097	0.25577	3	1	23.48
CLASHVLTJ224929.41-442601.0	342.372530	-44.433611	0.19400	3	1	19.48
CLASHVLTJ224928.15-443348.7	342.367293	-44.563533	0.34870	3	1	23.26
CLASHVLTJ224857.05-444014.4	342.237719	-44.670678	0.23168	3	1	21.66
CLASHVLTJ224814.43-443232.5	342.060120	-44.542357	3.18101	3	1	24.18
CLASHVLTJ224804.55-444112.3	342.018976	-44.686759	0.34840	3	1	23.21
CLASHVLTJ224746.81-443507.0	341.945046	-44.585268	0.29670	3	1	19.72
CLASHVLTJ224844.28-443235.5	342.184490	-44.543188	0.35260	3	4	21.48
CLASHVLTJ224853.37-442649.5	342.222375	-44.447093	0.46210	2	1	21.81
CLASHVLTJ224932.58-442603.0	342.385733	-44.434169	0.35700	3	1	22.49
CLASHVLTJ224752.25-442235.0	341.967719	-44.376378	1.60580	2	1	23.25
CLASHVLTJ224854.52-443231.8	342.227154	-44.542170	0.14840	3	1	21.48
CLASHVLTJ224929.13-444154.0	342.371392	-44.698322	0.44540	3	1	21.47
CLASHVLTJ224956.33-443324.7	342.484705	-44.556864	0.23390	3	1	19.00
CLASHVLTJ224757.16-444000.7	341.988159	-44.666861	0.34740	3	1	22.35
CLASHVLTJ224800.06-444006.4	342.000243	-44.668437	0.34930	3	1	23.83
CLASHVLTJ224748.23-444156.8	341.950939	-44.699108	0.34500	3	1	20.02
CLASHVLTJ224928.96-442537.4	342.370661	-44.427043	0.00000	3	1	21.72
CLASHVLTJ224814.27-442441.6	342.059445	-44.411559	0.20350	3	1	22.58
CLASHVLTJ224801.93-443621.9	342.008032	-44.606084	0.34700	3	1	22.05
CLASHVLTJ224846.38-443126.9	342.193244	-44.524131	0.33900	2	4	25.23
CLASHVLTJ224746.73-444040.9	341.944718	-44.678027	0.34440	3	1	21.84
CLASHVLTJ224846.39-443104.2	342.193302	-44.517832	0.34220	3	4	20.42
CLASHVLTJ224822.06-444150.1	342.091937	-44.697262	0.35020	3	1	21.74
CLASHVLTJ224759.81-442520.8	341.999194	-44.422458	0.34270	3	1	19.58
CLASHVLTJ224912.53-444208.9	342.302204	-44.702460	0.16530	3	1	22.12
CLASHVLTJ224839.48-443011.2	342.164520	-44.503109	0.27500	3	1	21.50
CLASHVLTJ224918.12-442317.4	342.325491	-44.388177	0.34150	3	1	23.52
CLASHVLTJ224923.34-442523.2	342.347233	-44.423102	0.19190	3	1	21.27
CLASHVLTJ224915.02-443822.3	342.312592	-44.639527	0.62130	3	1	22.37
CLASHVLTJ224816.76-442449.7	342.069825	-44.413792	0.41850	3	1	22.70
CLASHVLTJ224920.89-442440.9	342.337035	-44.411366	0.34690	3	1	20.97
CLASHVLTJ224745.17-442846.6	341.938210	-44.479613	0.60560	3	1	23.91
CLASHVLTJ224942.90-443234.0	342.428755	-44.542784	0.67116	3	1	24.15
CLASHVLTJ224939.83-442845.0	342.415978	-44.479168	0.21290	3	1	23.36
CLASHVLTJ224906.10-443624.8	342.275435	-44.606899	0.21120	3	1	18.00
CLASHVLTJ224922.66-443236.4	342.344421	-44.543449	0.27430	3	1	20.23
CLASHVLTJ224833.98-443930.8	342.141572	-44.658568	0.34240	3	1	21.42
CLASHVLTJ224928.81-443350.6	342.370025	-44.564045	0.60760	3	1	23.65
CLASHVLTJ224849.00-442914.4	342.204186	-44.487324	0.33790	3	1	21.44
CLASHVLTJ224858.98-442139.5	342.245750	-44.360966	0.39130	3	1	21.37
CLASHVLTJ224933.28-444116.2	342.388677	-44.687830	0.54710	3	1	22.92
CLASHVLTJ224919.68-443200.9	342.332013	-44.533579	0.33760	3	1	20.94
CLASHVLTJ224838.70-443847.0	342.161244	-44.646395	0.34370	2	1	22.44
CLASHVLTJ224752.10-442243.7	341.967065	-44.378805	0.34790	3	1	23.72
CLASHVLTJ224928.64-442203.6	342.369340	-44.367659	0.21319	3	1	21.71
CLASHVLTJ224859.64-444117.0	342.248500	-44.688064	0.33030	3	1	19.03
CLASHVLTJ224908.73-443149.8	342.286374	-44.530498	0.33990	3	1	22.36
CLASHVLTJ224846.78-443246.1	342.194928	-44.546130	0.45870	3	1	22.33
CLASHVLTJ224944.45-442512.6	342.435226	-44.420170	0.16510	3	1	21.53
CLASHVLTJ224846.55-443049.8	342.193947	-44.513831	1.04000	2	5	25.03
CLASHVLTJ224756.17-444129.8	341.984053	-44.691600	0.34933	3	1	21.51
CLASHVLTJ224736.49-443959.3	341.902046	-44.666465	0.34530	3	1	23.00
CLASHVLTJ224821.99-442613.3	342.091637	-44.437037	0.34690	3	1	19.78
CLASHVLTJ224910.51-442923.8	342.293800	-44.489942	0.45000	2	1	22.65
CLASHVLTJ224755.17-442951.4	341.979862	-44.497612	2.56940	3	1	24.08
CLASHVLTJ224912.23-443048.1	342.300968	-44.513372	1.44880	3	1	21.96
CLASHVLTJ224926.59-442531.0	342.360776	-44.425282	0.34400	2	1	23.24
CLASHVLTJ224754.93-444124.5	341.978862	-44.690145	0.40270	3	1	22.88
CLASHVLTJ224821.87-442144.1	342.091144	-44.362245	0.47760	3	1	21.81
CLASHVLTJ224903.78-443552.1	342.265765	-44.597800	0.35460	3	1	19.86
CLASHVLTJ224835.81-443922.4	342.149217	-44.656212	0.47440	3	1	20.71
CLASHVLTJ224843.15-443840.4	342.179794	-44.644545	0.24490	3	1	21.89
CLASHVLTJ224912.65-442606.3	342.302706	-44.435091	0.35240	3	1	22.74
CLASHVLTJ224801.41-442133.2	342.005881	-44.359211	0.35420	3	1	20.12
CLASHVLTJ224904.65-443715.1	342.269370	-44.620869	0.46720	2	1	24.37
CLASHVLTJ224900.28-442951.5	342.251153	-44.497642	0.52100	3	1	21.53
CLASHVLTJ224851.11-442546.9	342.212947	-44.429704	0.34600	3	1	20.16
CLASHVLTJ224841.44-442309.6	342.172648	-44.385990	0.35100	3	1	20.36
CLASHVLTJ224842.19-444145.1	342.175779	-44.695864	0.23280	3	1	22.11
CLASHVLTJ224942.74-442346.4	342.428065	-44.396232	0.12440	2	1	21.16
CLASHVLTJ224750.04-444027.8	341.958506	-44.674402	0.25790	3	1	23.58
CLASHVLTJ224808.64-442757.7	342.035996	-44.466019	0.46437	3	1	21.47
CLASHVLTJ224846.69-442738.7	342.194553	-44.460752	0.47670	3	1	23.69
CLASHVLTJ224750.66-443612.7	341.961084	-44.603529	0.19190	3	1	21.97
CLASHVLTJ224901.74-443246.7	342.257245	-44.546308	0.34230	2	1	23.54
CLASHVLTJ224926.01-443107.8	342.358368	-44.518839	2.62400	3	1	24.00
CLASHVLTJ224934.80-442232.6	342.395015	-44.375726	0.25320	3	1	19.89
CLASHVLTJ224850.04-443132.3	342.208494	-44.525629	0.34930	3	1	21.16
CLASHVLTJ224947.11-443027.9	342.446278	-44.507759	0.56550	3	1	21.58
CLASHVLTJ224815.14-443115.0	342.063090	-44.520847	0.44200	3	1	23.14
CLASHVLTJ224904.10-444204.9	342.267083	-44.701361	0.33100	3	1	20.13
CLASHVLTJ224842.33-443041.0	342.176386	-44.511395	0.35520	3	1	19.36
CLASHVLTJ224855.68-442951.6	342.231981	-44.497654	0.33000	3	1	22.09
CLASHVLTJ224828.63-443358.7	342.119282	-44.566294	0.33270	3	1	22.89
CLASHVLTJ224849.91-442326.8	342.207946	-44.390783	0.61900	3	1	22.40
CLASHVLTJ224946.42-443103.9	342.443437	-44.517759	2.38260	3	1	23.79
CLASHVLTJ224925.55-443332.9	342.356449	-44.559150	0.58160	3	1	20.95
CLASHVLTJ224905.50-443031.2	342.272933	-44.508655	0.35432	3	1	20.07
CLASHVLTJ224751.40-443513.4	341.964147	-44.587067	0.67600	3	1	23.82
CLASHVLTJ224843.27-443002.3	342.180303	-44.500642	0.33610	3	1	20.43
CLASHVLTJ224844.25-443210.3	342.184376	-44.536193	0.35350	3	4	20.89
CLASHVLTJ224811.98-442654.2	342.049919	-44.448401	0.43300	3	1	21.10
CLASHVLTJ224939.20-443924.1	342.413322	-44.656688	0.32100	3	1	21.88
CLASHVLTJ224812.35-442708.7	342.051454	-44.452427	0.56610	3	1	22.50
CLASHVLTJ224839.16-443331.8	342.163153	-44.558829	0.73483	3	1	24.16
CLASHVLTJ224902.97-443000.2	342.262374	-44.500045	0.34860	3	1	20.89
CLASHVLTJ224924.61-442455.0	342.352533	-44.415272	0.47640	2	1	23.67
CLASHVLTJ224950.95-444117.2	342.462277	-44.688119	0.19040	3	1	21.40
CLASHVLTJ224845.16-442658.8	342.188184	-44.449659	0.35080	2	1	22.28
CLASHVLTJ224757.58-443500.2	341.989912	-44.583402	0.34370	3	1	18.48
CLASHVLTJ224833.49-442139.8	342.139548	-44.361055	0.45670	3	1	23.28
CLASHVLTJ224925.65-443204.8	342.356874	-44.534674	0.21130	2	1	23.54
CLASHVLTJ224903.22-443722.3	342.263403	-44.622857	0.29625	3	1	20.34
CLASHVLTJ224821.40-443148.3	342.089186	-44.530080	0.00000	3	1	22.20
CLASHVLTJ224909.32-442951.7	342.288851	-44.497701	0.45010	3	1	22.77
CLASHVLTJ224818.65-443155.0	342.077713	-44.531936	0.45180	3	1	23.76
CLASHVLTJ224918.01-442526.2	342.325054	-44.423932	0.34770	3	1	20.63
CLASHVLTJ224845.89-443206.4	342.191207	-44.535115	0.33390	2	4	24.08
CLASHVLTJ224815.35-443027.2	342.063941	-44.507548	0.24140	3	1	23.76
CLASHVLTJ224955.58-443300.8	342.481573	-44.550209	0.74130	3	1	22.52
CLASHVLTJ224814.04-443449.1	342.058493	-44.580317	0.35542	3	1	21.72
CLASHVLTJ224904.26-442229.5	342.267759	-44.374865	0.45960	3	1	21.52
CLASHVLTJ224814.35-443335.7	342.059804	-44.559920	0.60650	3	1	22.63
CLASHVLTJ224907.93-443904.5	342.283052	-44.651256	0.49500	3	1	21.54
CLASHVLTJ224807.30-443618.2	342.030397	-44.605062	0.34180	3	1	21.75
CLASHVLTJ224920.04-443843.7	342.333503	-44.645484	0.58190	3	1	22.42
CLASHVLTJ224824.60-443401.4	342.102499	-44.567052	0.34100	3	1	19.56
CLASHVLTJ224909.81-443900.8	342.290861	-44.650216	0.19840	3	1	21.05
CLASHVLTJ224907.86-442353.1	342.282747	-44.398075	0.33350	3	1	22.89
CLASHVLTJ224759.61-443708.2	341.998383	-44.618935	0.43380	3	1	21.51
CLASHVLTJ224940.19-442157.6	342.417476	-44.365988	0.25260	3	1	22.34
CLASHVLTJ224928.57-442949.4	342.369046	-44.497046	1.08710	2	1	22.23
CLASHVLTJ224933.24-443321.7	342.388516	-44.556027	0.85047	3	1	23.86
CLASHVLTJ224812.60-442417.0	342.052500	-44.404722	0.34370	3	1	22.36
CLASHVLTJ224827.54-442647.3	342.114765	-44.446483	0.51800	3	1	21.03
CLASHVLTJ224840.60-443949.2	342.169157	-44.663654	0.45650	3	1	21.13
CLASHVLTJ224901.16-442706.3	342.254822	-44.451759	0.19620	2	1	22.51
CLASHVLTJ224755.93-442458.2	341.983029	-44.416170	0.44700	2	1	22.88
CLASHVLTJ224856.48-443404.3	342.235320	-44.567856	0.40270	9	1	23.98
CLASHVLTJ224741.11-443815.4	341.921294	-44.637615	0.35180	3	1	22.52
CLASHVLTJ224851.32-442721.8	342.213818	-44.456059	0.47726	3	1	23.88
CLASHVLTJ224739.15-444208.9	341.913134	-44.702469	0.34700	3	1	21.24
CLASHVLTJ224909.55-443858.0	342.289811	-44.649432	0.34700	3	1	22.27
CLASHVLTJ224838.82-442849.6	342.161757	-44.480434	1.44080	2	1	23.59
CLASHVLTJ224836.97-442323.3	342.154044	-44.389801	0.34900	2	1	22.43
CLASHVLTJ224855.60-442923.7	342.231681	-44.489917	0.29850	3	1	19.78
CLASHVLTJ224747.27-444154.9	341.946951	-44.698577	0.29580	3	1	19.99
CLASHVLTJ224938.43-442912.5	342.410117	-44.486796	0.34250	3	1	23.70
CLASHVLTJ224858.49-443218.9	342.243713	-44.538597	0.34560	2	1	23.01
CLASHVLTJ224735.31-443146.0	341.897109	-44.529448	0.47200	3	1	22.51
CLASHVLTJ224755.71-444123.9	341.982107	-44.689975	0.34942	3	1	20.71
CLASHVLTJ224832.17-442446.8	342.134032	-44.413001	0.39810	2	1	22.42
CLASHVLTJ224833.38-442600.5	342.139063	-44.433484	0.33600	3	1	22.12
CLASHVLTJ224917.03-443417.2	342.320947	-44.571448	0.33790	2	1	23.03
CLASHVLTJ224809.08-442954.6	342.037835	-44.498502	0.60590	3	1	23.68
CLASHVLTJ224846.70-443649.9	342.194570	-44.613865	0.34220	3	1	19.61
CLASHVLTJ224754.86-443057.3	341.978566	-44.515910	0.00000	2	1	23.86
CLASHVLTJ224814.23-442157.1	342.059293	-44.365869	0.34380	3	1	20.66
CLASHVLTJ224813.34-443931.2	342.055572	-44.658656	0.45720	3	1	23.50
CLASHVLTJ224810.69-444120.4	342.044537	-44.688990	0.34130	3	1	22.41
CLASHVLTJ224755.37-442810.0	341.980693	-44.469450	0.34340	3	1	21.63
CLASHVLTJ224820.66-443757.8	342.086090	-44.632726	0.33960	3	1	20.98
CLASHVLTJ224853.82-442113.0	342.224263	-44.353611	0.47760	3	1	21.55
CLASHVLTJ224846.70-443818.7	342.194575	-44.638521	0.33350	3	1	22.61
CLASHVLTJ224734.89-443109.2	341.895377	-44.519215	0.35250	3	1	23.99
CLASHVLTJ224759.59-443431.8	341.998274	-44.575487	0.34370	2	1	22.60
CLASHVLTJ224751.12-442920.8	341.963016	-44.489110	0.20110	3	1	19.87
CLASHVLTJ224850.05-443006.4	342.208537	-44.501771	0.35900	3	1	20.85
CLASHVLTJ224748.37-443522.3	341.951555	-44.589525	0.52680	2	1	22.42
CLASHVLTJ224811.90-442426.6	342.049585	-44.407383	0.61150	3	1	23.96
CLASHVLTJ224840.23-443357.5	342.167610	-44.565962	0.45820	2	1	22.34
CLASHVLTJ224939.96-444125.9	342.416499	-44.690521	0.34680	3	1	22.68
CLASHVLTJ224749.60-442126.6	341.956665	-44.357395	0.19840	3	1	20.27
CLASHVLTJ224908.64-442841.0	342.285998	-44.478056	0.35050	3	1	20.23
CLASHVLTJ224818.83-443229.3	342.078442	-44.541466	0.45590	3	1	21.68
CLASHVLTJ224756.56-443524.7	341.985673	-44.590208	0.19160	3	1	19.66
CLASHVLTJ224758.62-444150.6	341.994249	-44.697402	0.34360	3	1	21.68
CLASHVLTJ224847.10-442516.3	342.196231	-44.421203	0.34713	3	1	20.97
CLASHVLTJ224923.56-443836.3	342.348165	-44.643407	0.42500	3	1	21.53
CLASHVLTJ224758.27-442508.4	341.992779	-44.418990	0.34400	3	1	22.24
CLASHVLTJ224818.39-444054.9	342.076612	-44.681925	0.24540	3	1	21.45
CLASHVLTJ224906.15-442053.6	342.275643	-44.348209	0.25317	2	1	23.94
CLASHVLTJ224917.70-444109.7	342.323754	-44.686020	0.44450	3	1	23.40
CLASHVLTJ224906.96-443128.2	342.279001	-44.524511	0.45200	3	1	21.26
CLASHVLTJ224903.66-443043.3	342.265253	-44.512029	0.35430	3	1	21.95
CLASHVLTJ224746.17-442049.0	341.942365	-44.346953	1.74570	2	1	22.89
CLASHVLTJ224900.73-443226.1	342.253023	-44.540571	0.35220	3	1	23.21
CLASHVLTJ224824.31-442544.6	342.101305	-44.429048	0.28160	2	1	24.31
CLASHVLTJ224901.83-442835.3	342.257637	-44.476472	0.35460	3	1	23.01
CLASHVLTJ224942.29-444125.8	342.426225	-44.690501	0.27270	3	1	19.10
CLASHVLTJ224758.25-442514.4	341.992697	-44.420658	0.34493	3	1	23.11
CLASHVLTJ224843.22-443402.3	342.180082	-44.567309	0.47390	3	1	20.50
CLASHVLTJ224904.62-442941.4	342.269234	-44.494844	0.33523	2	1	22.37
CLASHVLTJ224806.35-444301.4	342.026443	-44.717055	0.47310	3	1	20.89
CLASHVLTJ224844.72-443655.0	342.186314	-44.615272	0.35930	2	1	22.87
CLASHVLTJ224854.04-442307.5	342.225166	-44.385422	2.92140	3	1	23.77
CLASHVLTJ224735.58-443745.4	341.898260	-44.629279	0.45520	3	1	22.48
CLASHVLTJ224843.79-443345.9	342.182479	-44.562753	0.09620	3	1	21.81
CLASHVLTJ224736.53-442331.2	341.902200	-44.392010	0.61120	3	1	23.18
CLASHVLTJ224937.38-442955.3	342.405743	-44.498696	0.21300	3	1	19.93
CLASHVLTJ224756.87-444047.8	341.986948	-44.679938	0.34660	3	1	22.00
CLASHVLTJ224737.05-442101.0	341.904359	-44.350288	0.43170	3	1	21.40
CLASHVLTJ224757.64-443537.2	341.990171	-44.593666	0.24540	3	1	20.99
CLASHVLTJ224921.57-442712.6	342.339871	-44.453492	0.40290	3	1	22.20
CLASHVLTJ224854.44-442947.2	342.226831	-44.496455	0.25730	3	1	20.68
CLASHVLTJ224815.50-442807.4	342.064602	-44.468713	0.03380	3	1	19.92
CLASHVLTJ224828.33-442058.3	342.118048	-44.349532	0.55570	3	1	21.83
CLASHVLTJ224949.30-442050.4	342.455409	-44.347338	0.24947	3	1	22.87
CLASHVLTJ224740.31-442736.2	341.917979	-44.460057	0.27740	3	1	22.10
CLASHVLTJ224844.57-443417.7	342.185727	-44.571596	0.15852	3	1	20.57
CLASHVLTJ224926.24-444224.5	342.359324	-44.706814	0.57040	3	1	21.77
CLASHVLTJ224848.66-443111.4	342.202743	-44.519826	0.35000	3	1	21.10
CLASHVLTJ224901.15-444244.0	342.254808	-44.712236	0.39480	3	1	23.32
CLASHVLTJ224754.02-443004.4	341.975081	-44.501231	0.34240	2	1	23.04
CLASHVLTJ224801.80-442543.8	342.007515	-44.428824	0.48080	3	1	22.70
CLASHVLTJ224843.11-443123.0	342.179624	-44.523056	0.33900	3	4	21.40
CLASHVLTJ224818.10-443558.4	342.075423	-44.599560	0.35480	3	1	22.03
CLASHVLTJ224910.96-443010.9	342.295651	-44.503026	0.45370	3	1	23.35
CLASHVLTJ224847.33-442912.3	342.197194	-44.486755	0.35592	3	1	22.32
CLASHVLTJ224958.35-444049.6	342.493137	-44.680453	0.56440	3	1	23.48
CLASHVLTJ224948.24-442743.0	342.450992	-44.461939	0.21389	3	1	20.16
CLASHVLTJ224805.72-444259.4	342.023825	-44.716501	0.50964	3	1	23.21
CLASHVLTJ224745.08-444040.5	341.937827	-44.677913	0.52324	3	1	24.09
CLASHVLTJ224937.37-442649.8	342.405724	-44.447157	0.21140	3	1	22.50
CLASHVLTJ224851.22-442657.6	342.213402	-44.449333	0.29680	3	1	23.21
CLASHVLTJ224856.92-443129.2	342.237158	-44.524783	0.33680	3	1	22.12
CLASHVLTJ224935.38-443843.8	342.397432	-44.645504	0.57900	3	1	22.36
CLASHVLTJ224812.95-443545.6	342.053967	-44.596012	0.33640	3	1	20.78
CLASHVLTJ224841.79-443419.4	342.174111	-44.572044	3.82340	3	1	23.82
CLASHVLTJ224945.97-442532.4	342.441528	-44.425670	0.70200	3	1	22.78
CLASHVLTJ224828.34-443028.6	342.118075	-44.507948	0.45300	3	1	21.83
CLASHVLTJ224938.66-444142.7	342.411083	-44.695191	0.50385	3	1	23.36
CLASHVLTJ224921.00-442338.3	342.337491	-44.393979	0.25250	3	1	22.11
CLASHVLTJ224933.71-443129.0	342.390467	-44.524723	0.34200	3	1	22.68
CLASHVLTJ224858.10-443706.2	342.242078	-44.618398	0.34952	3	1	21.07
CLASHVLTJ224920.33-443915.6	342.334690	-44.654343	0.20490	3	1	21.77
CLASHVLTJ224820.67-442549.7	342.086123	-44.430479	0.33940	3	1	22.45
CLASHVLTJ224806.56-442731.5	342.027342	-44.458749	0.28700	2	1	20.31
CLASHVLTJ224848.43-443153.6	342.201788	-44.531567	0.00000	3	1	21.72
CLASHVLTJ224841.96-443001.4	342.174816	-44.500392	0.35100	3	1	20.24
