id	ra_deg	dec_deg	z	z_err	q_flag	member_flag	sep_arcmin	R_proj_Mpc	obj_type	z_bibcode
[BCH2024] 265-PRIOR	342.181836	-44.527321	-0.000339		SUN		0.209	0.0617	G	2024MNRAS.527.3246B
[BCH2024] 493-PRIOR	342.171830	-44.542309	0.344000		SUN		0.801	0.2366	G	2024MNRAS.527.3246B
[BCH2024] 269-MUSELET	342.202017	-44.521325	3.079550		SUN		1.053	0.3108	G	2024MNRAS.527.3246B
[BCH2024] 303.1	342.175814	-44.536371	3.666000	0.003	SUN		0.409	0.1208	G_Lens	2024MNRAS.527.3246B
[BCH2024] 396-MUSELET	342.195114	-44.532429	3.800000		SUN		0.599	0.1770	G	2024MNRAS.527.3246B
[BCH2024] 433-MUSELET	342.192365	-44.527743	4.279000		SUN		0.508	0.1499	G	2024MNRAS.527.3246B
[BCH2024] 485-MUSELET	342.184053	-44.522673	4.532000		SUN		0.501	0.1478	G	2024MNRAS.527.3246B
[BCH2024] 480-MUSELET	342.191965	-44.516637	4.550320		SUN		0.964	0.2846	G	2024MNRAS.527.3246B
[BCH2024] 481-MUSELET	342.191552	-44.516953	4.794000		SUN		0.939	0.2772	G	2024MNRAS.527.3246B
[BCH2024] 466-MUSELET	342.188899	-44.527757	4.873000		SUN		0.373	0.1100	G	2024MNRAS.527.3246B
[BCH2024] 434-MUSELET	342.190022	-44.517931	5.894000		SUN		0.857	0.2530	G	2024MNRAS.527.3246B
[BCH2024] 362-PRIOR	342.176448	-44.533482	0.345605		SUN		0.263	0.0777	G	2024MNRAS.527.3246B
[BCH2024] 304.1	342.173801	-44.541178	3.230000	0.004	SUN		0.701	0.2071	G_Lens	2024MNRAS.527.3246B
[BCH2024] 304.2	342.173909	-44.541235	3.230000	0.004	SUN		0.702	0.2074	G_Lens	2024MNRAS.527.3246B
[BCH2024] 077-MUSELET	342.197127	-44.524886	3.452450		SUN		0.764	0.2257	G	2024MNRAS.527.3246B
ABELL S1063:[TMG2023] 27	342.174664	-44.536929	0.339180		SUN		0.465	0.1374	G	2024MNRAS.527.3246B
[BCH2024] 246-PRIOR	342.193302	-44.517830	0.342090		SUN		0.932	0.2751	G	2024MNRAS.527.3246B
[BCH2024] 947-PRIOR	342.162354	-44.539568	2.582380		SUN		0.966	0.2854	G	2024MNRAS.527.3246B
[BCH2024] 123-PRIOR	342.178483	-44.546081	2.701000		SUN		0.926	0.2734	G	2024MNRAS.527.3246B
[BCH2024] 306-MUSELET	342.192254	-44.528128	3.064000		SUN		0.495	0.1462	G	2024MNRAS.527.3246B
[BCH2024] 008-EXTERN	342.183872	-44.525729	3.079876		SUN		0.323	0.0952	G	2024MNRAS.527.3246B
[BCH2024] 399-MUSELET	342.191077	-44.516353	3.750000		SUN		0.962	0.2839	G	2024MNRAS.527.3246B
[BCH2024] 381-MUSELET	342.187050	-44.527301	3.763000		SUN		0.323	0.0953	G	2024MNRAS.527.3246B
[BCH2024] 407-MUSELET	342.193989	-44.523593	3.964272		SUN		0.694	0.2048	G	2024MNRAS.527.3246B
[BCH2024] 453-MUSELET	342.197712	-44.528433	4.331000		SUN		0.716	0.2115	G	2024MNRAS.527.3246B
[BCH2024] 479-MUSELET	342.200731	-44.528266	4.778660		SUN		0.845	0.2496	G	2024MNRAS.527.3246B
Abell S1063:[CJ2023] 062.2	342.188468	-44.536230	6.110000		SUN		0.449	0.1324	G_Lens	2024MNRAS.527.3246B
LCRS B224524.9-445809	342.082819	-44.704759	0.159093	2.5E-4	SUN		11.254	3.3231	G	1996ApJ...470..172S
LCRS B224511.7-445337	342.027204	-44.629020	0.068771	1.43E-4	SUN		8.838	2.6097	G	1996ApJ...470..172S
LCRS B224559.6-445123	342.226092	-44.591702	0.114859	2.0E-4	SUN		4.127	1.2185	G	1996ApJ...470..172S
LCRS B224438.8-450748	341.892027	-44.865666	0.138079	1.73E-4	SUN		23.578	6.9623	G	1996ApJ...470..172S
LCRS B224406.7-442726	341.756909	-44.193280	0.161055	2.77E-4	SUN		27.230	8.0405	G	1996ApJ...470..172S
LCLG -45 223	342.291976	-44.773618	0.089500		SUN		15.317	4.5229	GGroup	2000ApJS..130..237T
LCRS B224619.2-443555	342.306810	-44.333843	0.123712	1.83E-4	SUN		12.982	3.8335	G	1996ApJ...470..172S
LCRS B224644.3-445755	342.411898	-44.700384	0.138903	1.6E-4	SUN		14.162	4.1818	G	1996ApJ...470..172S
ACT-CL J2248.8-4431	342.215300	-44.526000	0.346509	8.18494205E-4	SUN		1.483	0.4378	GClstr	2025A&A...693A...2S
HLS J224849.0-443225	342.204480	-44.540304	2.511000	0.113	SUN		1.145	0.3380	G	2023A&A...675A..85M
SSTSL2 J224837.39-443245.4	342.156320	-44.545630	0.941000		SUN		1.391	0.4107	G_Lens	2016A&A...587A..80C
SSTSL2 J224847.82-443048.0	342.199290	-44.513390	1.426700		SUN		1.297	0.3829	G	2018A&A...613A..72G
SSTSL2 J224837.72-443242.5	342.157190	-44.545150	1.437000		SUN		1.344	0.3968	G	2016A&A...587A..80C
SSTSL2 J224852.11-443146.5	342.217120	-44.529600	2.641000		SUN		1.534	0.4530	G	2016A&A...587A..80C
WISEA J224843.26-443401.4	342.180290	-44.567070	0.609000		SUN		2.178	0.6431		2016MNRAS.459.1626R
SSTSL2 J224844.23-443141.1	342.184300	-44.528070	0.333160		SUN		0.207	0.0612	G	2024MNRAS.527.3246B
[BCH2024] 507-PRIOR	342.186570	-44.530280	0.334070		SUN		0.228	0.0673	G	2024MNRAS.527.3246B
SSTSL2 J224840.52-443202.5	342.168770	-44.533990	0.351670		SUN		0.569	0.1680	G	2024MNRAS.527.3246B
SSTSL2 J224845.37-443128.9	342.189010	-44.524700	0.338280		SUN		0.492	0.1453	G	2024MNRAS.527.3246B
SSTSL2 J224844.20-443113.1	342.184190	-44.520300	0.338840		SUN		0.641	0.1893	G	2024MNRAS.527.3246B
ABELL S1063:[TMG2023] 95	342.188570	-44.526710	0.348000		SUN		0.396	0.1169	G	2017A&A...599A..28K
SSTSL2 J224841.33-443235.4	342.172170	-44.543140	0.349650		SUN		0.838	0.2474	G	2024MNRAS.527.3246B
ABELL S1063:[TMG2023] 94	342.205080	-44.525910	0.351000		SUN		1.059	0.3126	G	2024MNRAS.527.3246B
SSTSL2 J224845.92-443203.8	342.191370	-44.534330	0.353310		SUN		0.481	0.1420	G	2024MNRAS.527.3246B
[BCH2024] 958-PRIOR	342.188940	-44.528640	0.728560		SUN		0.352	0.1038	G_Lens	2024MNRAS.527.3246B
SSTSL2 J224842.87-443208.4	342.178860	-44.535870	3.116687		SUN		0.323	0.0953	G_Lens	2024MNRAS.527.3246B
[BCH2024] 248-MUSELET	342.182830	-44.520280	3.169700		SUN		0.633	0.1870	G_Lens	2024MNRAS.527.3246B
LCRS B224609.6-450825	342.268251	-44.875700	0.068701	1.43E-4	SUN		21.025	6.2083	G	1996ApJ...470..172S
LCRS B224348.5-444829	341.682438	-44.544118	0.090623	2.33E-4	SUN		21.350	6.3042	G	1996ApJ...470..172S
RX J2248.7-4431	342.183000	-44.531000	0.347500		SUN		0.074	0.0219	GClstr	2024A&A...688A.187S
LCRS B224627.1-444154	342.339866	-44.433560	0.213084	2.44E-4	SUN		8.950	2.6429	G	1996ApJ...470..172S
LCRS B224719.3-443530	342.556260	-44.326462	0.032943	7.30000029E-5	SUN		20.209	5.9675	G	1996MNRAS.283..367D
2MFGC 17151	342.090807	-44.845765	0.051726	1.27E-4	SUN		19.289	5.6958	G	1996ApJ...470..172S
LCRS B224545.9-445836	342.169413	-44.712046	0.142218	2.07E-4	SUN		10.888	3.2150	G	1996ApJ...470..172S
LCRS B224618.6-450209	342.305251	-44.771004	0.089782	1.47E-4	SUN		15.354	4.5338	G	1996ApJ...470..172S
LCRS B224629.7-451226	342.349515	-44.943782	0.058650	1.07E-4	SUN		25.796	7.6173	G	1996MNRAS.283..367D
LCRS B224458.9-442653	341.973298	-44.183887	0.119496	2.17E-4	SUN		22.646	6.6869	G	1996ApJ...470..172S
Abell S1063:[CJ2023] 006.1	342.174075	-44.528403	1.428860		SUN		0.340	0.1004	G	2024MNRAS.527.3246B
ABELL S1063:[DBW2016] 10.3	342.184917	-44.525475	0.730000		SUN		0.354	0.1046	G_Lens	2016MNRAS.459.3447D
Abell S1063:[CJ2023] 044.2	342.192442	-44.525069	2.977150		SUN		0.587	0.1734	G_Lens	2024MNRAS.527.3246B
ABELL S1063:[DBW2016] 52.2	342.165058	-44.531056	3.228000		SUN		0.694	0.2051	G_Lens	2016MNRAS.459.3447D
[BCH2024] 614-PRIOR	342.192970	-44.528160	0.000000		SUN?		0.524	0.1547	G	2024MNRAS.527.3246B
SSTSL2 J224841.48-443243.5	342.172770	-44.545450	0.000000		SUN?		0.953	0.2813	G	2024MNRAS.527.3246B
ABELL S1063:[TMG2023] 58	342.184530	-44.529310	0.000000		SUN?		0.164	0.0485	G	2024MNRAS.527.3246B
[BCH2024] 287-PRIOR	342.176568	-44.532399	0.000000		SUN?		0.224	0.0662	G	2024MNRAS.527.3246B
